ligand	receptor	ligand_components	receptor_components	resource	source_record_id	pathway_name	annotation	evidence	cofactor_annotations	version	direct_lr_candidate
Anxa1	Fpr-rs6	Anxa1	Fpr-rs6	CellChatDB.mouse	ANXA1_FPR-RS6	ANNEXIN	Secreted Signaling	PMID: 33082511		CellChatDB v2	true
Anxa1	Fpr3	Anxa1	Fpr3	CellChatDB.mouse	ANXA1_FPR3	ANNEXIN	Secreted Signaling	PMID: 33082511		CellChatDB v2	true
Anxa1	Fpr-rs4	Anxa1	Fpr-rs4	CellChatDB.mouse	ANXA1_FPR-RS4	ANNEXIN	Secreted Signaling	PMID: 33082511		CellChatDB v2	true
Anxa1	Fpr-rs3	Anxa1	Fpr-rs3	CellChatDB.mouse	ANXA1_FPR-RS3	ANNEXIN	Secreted Signaling	PMID: 33082511		CellChatDB v2	true
Slc32a1_Gad1	Gabbr1	Slc32a1|Gad1	Gabbr1	CellChatDB.mouse	GABA-B-GAD1_SLC32A1_GABBR1	GABA-B	Non-protein Signaling	PMID: 32871173;PMID: 30541966		CellChatDB v2	true
Slc6a1_Gad1	Gabbr1	Slc6a1|Gad1	Gabbr1	CellChatDB.mouse	GABA-B-GAD1_SLC6A1_GABBR1	GABA-B	Non-protein Signaling	PMID: 32871173;PMID: 30541966		CellChatDB v2	true
Slc6a11_Gad1	Gabbr1	Slc6a11|Gad1	Gabbr1	CellChatDB.mouse	GABA-B-GAD1_SLC6A11_GABBR1	GABA-B	Non-protein Signaling	PMID: 32871173;PMID: 30541966		CellChatDB v2	true
Slc6a12_Gad1	Gabbr1	Slc6a12|Gad1	Gabbr1	CellChatDB.mouse	GABA-B-GAD1_SLC6A12_GABBR1	GABA-B	Non-protein Signaling	PMID: 32871173;PMID: 30541966		CellChatDB v2	true
Slc6a13_Gad1	Gabbr1	Slc6a13|Gad1	Gabbr1	CellChatDB.mouse	GABA-B-GAD1_SLC6A13_GABBR1	GABA-B	Non-protein Signaling	PMID: 32871173;PMID: 30541966		CellChatDB v2	true
Slc6a6_Gad1	Gabbr1	Slc6a6|Gad1	Gabbr1	CellChatDB.mouse	GABA-B-GAD1_SLC6A6_GABBR1	GABA-B	Non-protein Signaling	PMID: 32871173;PMID: 30541966		CellChatDB v2	true
Slc6a8_Gad1	Gabbr1	Slc6a8|Gad1	Gabbr1	CellChatDB.mouse	GABA-B-GAD1_SLC6A8_GABBR1	GABA-B	Non-protein Signaling	PMID: 32871173;PMID: 30541966		CellChatDB v2	true
Slc32a1_Gad2	Gabbr1	Slc32a1|Gad2	Gabbr1	CellChatDB.mouse	GABA-B-GAD2_SLC32A1_GABBR1	GABA-B	Non-protein Signaling	PMID: 32871173;PMID: 30541966		CellChatDB v2	true
Slc6a1_Gad2	Gabbr1	Slc6a1|Gad2	Gabbr1	CellChatDB.mouse	GABA-B-GAD2_SLC6A1_GABBR1	GABA-B	Non-protein Signaling	PMID: 32871173;PMID: 30541966		CellChatDB v2	true
Slc6a11_Gad2	Gabbr1	Slc6a11|Gad2	Gabbr1	CellChatDB.mouse	GABA-B-GAD2_SLC6A11_GABBR1	GABA-B	Non-protein Signaling	PMID: 32871173;PMID: 30541966		CellChatDB v2	true
Slc6a12_Gad2	Gabbr1	Slc6a12|Gad2	Gabbr1	CellChatDB.mouse	GABA-B-GAD2_SLC6A12_GABBR1	GABA-B	Non-protein Signaling	PMID: 32871173;PMID: 30541966		CellChatDB v2	true
Slc6a13_Gad2	Gabbr1	Slc6a13|Gad2	Gabbr1	CellChatDB.mouse	GABA-B-GAD2_SLC6A13_GABBR1	GABA-B	Non-protein Signaling	PMID: 32871173;PMID: 30541966		CellChatDB v2	true
Slc6a6_Gad2	Gabbr1	Slc6a6|Gad2	Gabbr1	CellChatDB.mouse	GABA-B-GAD2_SLC6A6_GABBR1	GABA-B	Non-protein Signaling	PMID: 32871173;PMID: 30541966		CellChatDB v2	true
Slc6a8_Gad2	Gabbr1	Slc6a8|Gad2	Gabbr1	CellChatDB.mouse	GABA-B-GAD2_SLC6A8_GABBR1	GABA-B	Non-protein Signaling	PMID: 32871173;PMID: 30541966		CellChatDB v2	true
Slc32a1_Gad1	Gabbr2	Slc32a1|Gad1	Gabbr2	CellChatDB.mouse	GABA-B-GAD1_SLC32A1_GABBR2	GABA-B	Non-protein Signaling	PMID: 32871173;PMID: 30541966		CellChatDB v2	true
Slc6a1_Gad1	Gabbr2	Slc6a1|Gad1	Gabbr2	CellChatDB.mouse	GABA-B-GAD1_SLC6A1_GABBR2	GABA-B	Non-protein Signaling	PMID: 32871173;PMID: 30541966		CellChatDB v2	true
Slc6a11_Gad1	Gabbr2	Slc6a11|Gad1	Gabbr2	CellChatDB.mouse	GABA-B-GAD1_SLC6A11_GABBR2	GABA-B	Non-protein Signaling	PMID: 32871173;PMID: 30541966		CellChatDB v2	true
Slc6a12_Gad1	Gabbr2	Slc6a12|Gad1	Gabbr2	CellChatDB.mouse	GABA-B-GAD1_SLC6A12_GABBR2	GABA-B	Non-protein Signaling	PMID: 32871173;PMID: 30541966		CellChatDB v2	true
Slc6a13_Gad1	Gabbr2	Slc6a13|Gad1	Gabbr2	CellChatDB.mouse	GABA-B-GAD1_SLC6A13_GABBR2	GABA-B	Non-protein Signaling	PMID: 32871173;PMID: 30541966		CellChatDB v2	true
Slc6a6_Gad1	Gabbr2	Slc6a6|Gad1	Gabbr2	CellChatDB.mouse	GABA-B-GAD1_SLC6A6_GABBR2	GABA-B	Non-protein Signaling	PMID: 32871173;PMID: 30541966		CellChatDB v2	true
Slc6a8_Gad1	Gabbr2	Slc6a8|Gad1	Gabbr2	CellChatDB.mouse	GABA-B-GAD1_SLC6A8_GABBR2	GABA-B	Non-protein Signaling	PMID: 32871173;PMID: 30541966		CellChatDB v2	true
Slc32a1_Gad2	Gabbr2	Slc32a1|Gad2	Gabbr2	CellChatDB.mouse	GABA-B-GAD2_SLC32A1_GABBR2	GABA-B	Non-protein Signaling	PMID: 32871173;PMID: 30541966		CellChatDB v2	true
Slc6a1_Gad2	Gabbr2	Slc6a1|Gad2	Gabbr2	CellChatDB.mouse	GABA-B-GAD2_SLC6A1_GABBR2	GABA-B	Non-protein Signaling	PMID: 32871173;PMID: 30541966		CellChatDB v2	true
Slc6a11_Gad2	Gabbr2	Slc6a11|Gad2	Gabbr2	CellChatDB.mouse	GABA-B-GAD2_SLC6A11_GABBR2	GABA-B	Non-protein Signaling	PMID: 32871173;PMID: 30541966		CellChatDB v2	true
Slc6a12_Gad2	Gabbr2	Slc6a12|Gad2	Gabbr2	CellChatDB.mouse	GABA-B-GAD2_SLC6A12_GABBR2	GABA-B	Non-protein Signaling	PMID: 32871173;PMID: 30541966		CellChatDB v2	true
Slc6a13_Gad2	Gabbr2	Slc6a13|Gad2	Gabbr2	CellChatDB.mouse	GABA-B-GAD2_SLC6A13_GABBR2	GABA-B	Non-protein Signaling	PMID: 32871173;PMID: 30541966		CellChatDB v2	true
Slc6a6_Gad2	Gabbr2	Slc6a6|Gad2	Gabbr2	CellChatDB.mouse	GABA-B-GAD2_SLC6A6_GABBR2	GABA-B	Non-protein Signaling	PMID: 32871173;PMID: 30541966		CellChatDB v2	true
Slc6a8_Gad2	Gabbr2	Slc6a8|Gad2	Gabbr2	CellChatDB.mouse	GABA-B-GAD2_SLC6A8_GABBR2	GABA-B	Non-protein Signaling	PMID: 32871173;PMID: 30541966		CellChatDB v2	true
Galp	Galr3	Galp	Galr3	CellChatDB.mouse	GALP_GALR3	GALANIN	Secreted Signaling	PMID: 23233848		CellChatDB v2	true
Slc17a6_Gls	Gria1	Slc17a6|Gls	Gria1	CellChatDB.mouse	Glutamate-Glu-SLC17A6_GLS_GRIA1	Glutamate	Non-protein Signaling	PMID: 24155668;PMID: 14612154		CellChatDB v2	true
Slc17a7_Gls	Gria1	Slc17a7|Gls	Gria1	CellChatDB.mouse	Glutamate-Glu-SLC17A7_GLS_GRIA1	Glutamate	Non-protein Signaling	PMID: 24155668;PMID: 14612154		CellChatDB v2	true
Slc17a8_Gls	Gria1	Slc17a8|Gls	Gria1	CellChatDB.mouse	Glutamate-Glu-SLC17A8_GLS_GRIA1	Glutamate	Non-protein Signaling	PMID: 24155668;PMID: 14612154		CellChatDB v2	true
Slc1a1_Gls	Gria1	Slc1a1|Gls	Gria1	CellChatDB.mouse	Glutamate-Glu-SLC1A1_GLS_GRIA1	Glutamate	Non-protein Signaling	PMID: 24155668;PMID: 14612154		CellChatDB v2	true
Slc1a2_Gls	Gria1	Slc1a2|Gls	Gria1	CellChatDB.mouse	Glutamate-Glu-SLC1A2_GLS_GRIA1	Glutamate	Non-protein Signaling	PMID: 24155668;PMID: 14612154		CellChatDB v2	true
Slc1a3_Gls	Gria1	Slc1a3|Gls	Gria1	CellChatDB.mouse	Glutamate-Glu-SLC1A3_GLS_GRIA1	Glutamate	Non-protein Signaling	PMID: 24155668;PMID: 14612154		CellChatDB v2	true
Slc1a6_Gls	Gria1	Slc1a6|Gls	Gria1	CellChatDB.mouse	Glutamate-Glu-SLC1A6_GLS_GRIA1	Glutamate	Non-protein Signaling	PMID: 24155668;PMID: 14612154		CellChatDB v2	true
Slc1a7_Gls	Gria1	Slc1a7|Gls	Gria1	CellChatDB.mouse	Glutamate-Glu-SLC1A7_GLS_GRIA1	Glutamate	Non-protein Signaling	PMID: 24155668;PMID: 14612154		CellChatDB v2	true
Slc17a6_Gls2	Gria1	Slc17a6|Gls2	Gria1	CellChatDB.mouse	Glutamate-Glu-SLC17A6_GLS2_GRIA1	Glutamate	Non-protein Signaling	PMID: 24155668;PMID: 14612154		CellChatDB v2	true
Slc17a7_Gls2	Gria1	Slc17a7|Gls2	Gria1	CellChatDB.mouse	Glutamate-Glu-SLC17A7_GLS2_GRIA1	Glutamate	Non-protein Signaling	PMID: 24155668;PMID: 14612154		CellChatDB v2	true
Slc17a8_Gls2	Gria1	Slc17a8|Gls2	Gria1	CellChatDB.mouse	Glutamate-Glu-SLC17A8_GLS2_GRIA1	Glutamate	Non-protein Signaling	PMID: 24155668;PMID: 14612154		CellChatDB v2	true
Slc1a1_Gls2	Gria1	Slc1a1|Gls2	Gria1	CellChatDB.mouse	Glutamate-Glu-SLC1A1_GLS2_GRIA1	Glutamate	Non-protein Signaling	PMID: 24155668;PMID: 14612154		CellChatDB v2	true
Slc1a2_Gls2	Gria1	Slc1a2|Gls2	Gria1	CellChatDB.mouse	Glutamate-Glu-SLC1A2_GLS2_GRIA1	Glutamate	Non-protein Signaling	PMID: 24155668;PMID: 14612154		CellChatDB v2	true
Slc1a3_Gls2	Gria1	Slc1a3|Gls2	Gria1	CellChatDB.mouse	Glutamate-Glu-SLC1A3_GLS2_GRIA1	Glutamate	Non-protein Signaling	PMID: 24155668;PMID: 14612154		CellChatDB v2	true
Slc1a6_Gls2	Gria1	Slc1a6|Gls2	Gria1	CellChatDB.mouse	Glutamate-Glu-SLC1A6_GLS2_GRIA1	Glutamate	Non-protein Signaling	PMID: 24155668;PMID: 14612154		CellChatDB v2	true
Slc1a7_Gls2	Gria1	Slc1a7|Gls2	Gria1	CellChatDB.mouse	Glutamate-Glu-SLC1A7_GLS2_GRIA1	Glutamate	Non-protein Signaling	PMID: 24155668;PMID: 14612154		CellChatDB v2	true
Slc17a6_Gls	Gria2	Slc17a6|Gls	Gria2	CellChatDB.mouse	Glutamate-Glu-SLC17A6_GLS_GRIA2	Glutamate	Non-protein Signaling	PMID: 24155668;PMID: 14612154		CellChatDB v2	true
Slc17a7_Gls	Gria2	Slc17a7|Gls	Gria2	CellChatDB.mouse	Glutamate-Glu-SLC17A7_GLS_GRIA2	Glutamate	Non-protein Signaling	PMID: 24155668;PMID: 14612154		CellChatDB v2	true
Slc17a8_Gls	Gria2	Slc17a8|Gls	Gria2	CellChatDB.mouse	Glutamate-Glu-SLC17A8_GLS_GRIA2	Glutamate	Non-protein Signaling	PMID: 24155668;PMID: 14612154		CellChatDB v2	true
Slc1a1_Gls	Gria2	Slc1a1|Gls	Gria2	CellChatDB.mouse	Glutamate-Glu-SLC1A1_GLS_GRIA2	Glutamate	Non-protein Signaling	PMID: 24155668;PMID: 14612154		CellChatDB v2	true
Slc1a2_Gls	Gria2	Slc1a2|Gls	Gria2	CellChatDB.mouse	Glutamate-Glu-SLC1A2_GLS_GRIA2	Glutamate	Non-protein Signaling	PMID: 24155668;PMID: 14612154		CellChatDB v2	true
Slc1a3_Gls	Gria2	Slc1a3|Gls	Gria2	CellChatDB.mouse	Glutamate-Glu-SLC1A3_GLS_GRIA2	Glutamate	Non-protein Signaling	PMID: 24155668;PMID: 14612154		CellChatDB v2	true
Slc1a6_Gls	Gria2	Slc1a6|Gls	Gria2	CellChatDB.mouse	Glutamate-Glu-SLC1A6_GLS_GRIA2	Glutamate	Non-protein Signaling	PMID: 24155668;PMID: 14612154		CellChatDB v2	true
Slc1a7_Gls	Gria2	Slc1a7|Gls	Gria2	CellChatDB.mouse	Glutamate-Glu-SLC1A7_GLS_GRIA2	Glutamate	Non-protein Signaling	PMID: 24155668;PMID: 14612154		CellChatDB v2	true
Slc17a6_Gls2	Gria2	Slc17a6|Gls2	Gria2	CellChatDB.mouse	Glutamate-Glu-SLC17A6_GLS2_GRIA2	Glutamate	Non-protein Signaling	PMID: 24155668;PMID: 14612154		CellChatDB v2	true
Slc17a7_Gls2	Gria2	Slc17a7|Gls2	Gria2	CellChatDB.mouse	Glutamate-Glu-SLC17A7_GLS2_GRIA2	Glutamate	Non-protein Signaling	PMID: 24155668;PMID: 14612154		CellChatDB v2	true
Slc17a8_Gls2	Gria2	Slc17a8|Gls2	Gria2	CellChatDB.mouse	Glutamate-Glu-SLC17A8_GLS2_GRIA2	Glutamate	Non-protein Signaling	PMID: 24155668;PMID: 14612154		CellChatDB v2	true
Slc1a1_Gls2	Gria2	Slc1a1|Gls2	Gria2	CellChatDB.mouse	Glutamate-Glu-SLC1A1_GLS2_GRIA2	Glutamate	Non-protein Signaling	PMID: 24155668;PMID: 14612154		CellChatDB v2	true
Slc1a2_Gls2	Gria2	Slc1a2|Gls2	Gria2	CellChatDB.mouse	Glutamate-Glu-SLC1A2_GLS2_GRIA2	Glutamate	Non-protein Signaling	PMID: 24155668;PMID: 14612154		CellChatDB v2	true
Slc1a3_Gls2	Gria2	Slc1a3|Gls2	Gria2	CellChatDB.mouse	Glutamate-Glu-SLC1A3_GLS2_GRIA2	Glutamate	Non-protein Signaling	PMID: 24155668;PMID: 14612154		CellChatDB v2	true
Slc1a6_Gls2	Gria2	Slc1a6|Gls2	Gria2	CellChatDB.mouse	Glutamate-Glu-SLC1A6_GLS2_GRIA2	Glutamate	Non-protein Signaling	PMID: 24155668;PMID: 14612154		CellChatDB v2	true
Slc1a7_Gls2	Gria2	Slc1a7|Gls2	Gria2	CellChatDB.mouse	Glutamate-Glu-SLC1A7_GLS2_GRIA2	Glutamate	Non-protein Signaling	PMID: 24155668;PMID: 14612154		CellChatDB v2	true
Slc17a6_Gls	Gria3	Slc17a6|Gls	Gria3	CellChatDB.mouse	Glutamate-Glu-SLC17A6_GLS_GRIA3	Glutamate	Non-protein Signaling	PMID: 24155668;PMID: 14612154		CellChatDB v2	true
Slc17a7_Gls	Gria3	Slc17a7|Gls	Gria3	CellChatDB.mouse	Glutamate-Glu-SLC17A7_GLS_GRIA3	Glutamate	Non-protein Signaling	PMID: 24155668;PMID: 14612154		CellChatDB v2	true
Slc17a8_Gls	Gria3	Slc17a8|Gls	Gria3	CellChatDB.mouse	Glutamate-Glu-SLC17A8_GLS_GRIA3	Glutamate	Non-protein Signaling	PMID: 24155668;PMID: 14612154		CellChatDB v2	true
Slc1a1_Gls	Gria3	Slc1a1|Gls	Gria3	CellChatDB.mouse	Glutamate-Glu-SLC1A1_GLS_GRIA3	Glutamate	Non-protein Signaling	PMID: 24155668;PMID: 14612154		CellChatDB v2	true
Slc1a2_Gls	Gria3	Slc1a2|Gls	Gria3	CellChatDB.mouse	Glutamate-Glu-SLC1A2_GLS_GRIA3	Glutamate	Non-protein Signaling	PMID: 24155668;PMID: 14612154		CellChatDB v2	true
Slc1a3_Gls	Gria3	Slc1a3|Gls	Gria3	CellChatDB.mouse	Glutamate-Glu-SLC1A3_GLS_GRIA3	Glutamate	Non-protein Signaling	PMID: 24155668;PMID: 14612154		CellChatDB v2	true
Slc1a6_Gls	Gria3	Slc1a6|Gls	Gria3	CellChatDB.mouse	Glutamate-Glu-SLC1A6_GLS_GRIA3	Glutamate	Non-protein Signaling	PMID: 24155668;PMID: 14612154		CellChatDB v2	true
Slc1a7_Gls	Gria3	Slc1a7|Gls	Gria3	CellChatDB.mouse	Glutamate-Glu-SLC1A7_GLS_GRIA3	Glutamate	Non-protein Signaling	PMID: 24155668;PMID: 14612154		CellChatDB v2	true
Slc17a6_Gls2	Gria3	Slc17a6|Gls2	Gria3	CellChatDB.mouse	Glutamate-Glu-SLC17A6_GLS2_GRIA3	Glutamate	Non-protein Signaling	PMID: 24155668;PMID: 14612154		CellChatDB v2	true
Slc17a7_Gls2	Gria3	Slc17a7|Gls2	Gria3	CellChatDB.mouse	Glutamate-Glu-SLC17A7_GLS2_GRIA3	Glutamate	Non-protein Signaling	PMID: 24155668;PMID: 14612154		CellChatDB v2	true
Slc17a8_Gls2	Gria3	Slc17a8|Gls2	Gria3	CellChatDB.mouse	Glutamate-Glu-SLC17A8_GLS2_GRIA3	Glutamate	Non-protein Signaling	PMID: 24155668;PMID: 14612154		CellChatDB v2	true
Slc1a1_Gls2	Gria3	Slc1a1|Gls2	Gria3	CellChatDB.mouse	Glutamate-Glu-SLC1A1_GLS2_GRIA3	Glutamate	Non-protein Signaling	PMID: 24155668;PMID: 14612154		CellChatDB v2	true
Slc1a2_Gls2	Gria3	Slc1a2|Gls2	Gria3	CellChatDB.mouse	Glutamate-Glu-SLC1A2_GLS2_GRIA3	Glutamate	Non-protein Signaling	PMID: 24155668;PMID: 14612154		CellChatDB v2	true
Slc1a3_Gls2	Gria3	Slc1a3|Gls2	Gria3	CellChatDB.mouse	Glutamate-Glu-SLC1A3_GLS2_GRIA3	Glutamate	Non-protein Signaling	PMID: 24155668;PMID: 14612154		CellChatDB v2	true
Slc1a6_Gls2	Gria3	Slc1a6|Gls2	Gria3	CellChatDB.mouse	Glutamate-Glu-SLC1A6_GLS2_GRIA3	Glutamate	Non-protein Signaling	PMID: 24155668;PMID: 14612154		CellChatDB v2	true
Slc1a7_Gls2	Gria3	Slc1a7|Gls2	Gria3	CellChatDB.mouse	Glutamate-Glu-SLC1A7_GLS2_GRIA3	Glutamate	Non-protein Signaling	PMID: 24155668;PMID: 14612154		CellChatDB v2	true
Slc17a6_Gls	Gria4	Slc17a6|Gls	Gria4	CellChatDB.mouse	Glutamate-Glu-SLC17A6_GLS_GRIA4	Glutamate	Non-protein Signaling	PMID: 24155668;PMID: 14612154		CellChatDB v2	true
Slc17a7_Gls	Gria4	Slc17a7|Gls	Gria4	CellChatDB.mouse	Glutamate-Glu-SLC17A7_GLS_GRIA4	Glutamate	Non-protein Signaling	PMID: 24155668;PMID: 14612154		CellChatDB v2	true
Slc17a8_Gls	Gria4	Slc17a8|Gls	Gria4	CellChatDB.mouse	Glutamate-Glu-SLC17A8_GLS_GRIA4	Glutamate	Non-protein Signaling	PMID: 24155668;PMID: 14612154		CellChatDB v2	true
Slc1a1_Gls	Gria4	Slc1a1|Gls	Gria4	CellChatDB.mouse	Glutamate-Glu-SLC1A1_GLS_GRIA4	Glutamate	Non-protein Signaling	PMID: 24155668;PMID: 14612154		CellChatDB v2	true
Slc1a2_Gls	Gria4	Slc1a2|Gls	Gria4	CellChatDB.mouse	Glutamate-Glu-SLC1A2_GLS_GRIA4	Glutamate	Non-protein Signaling	PMID: 24155668;PMID: 14612154		CellChatDB v2	true
Slc1a3_Gls	Gria4	Slc1a3|Gls	Gria4	CellChatDB.mouse	Glutamate-Glu-SLC1A3_GLS_GRIA4	Glutamate	Non-protein Signaling	PMID: 24155668;PMID: 14612154		CellChatDB v2	true
Slc1a6_Gls	Gria4	Slc1a6|Gls	Gria4	CellChatDB.mouse	Glutamate-Glu-SLC1A6_GLS_GRIA4	Glutamate	Non-protein Signaling	PMID: 24155668;PMID: 14612154		CellChatDB v2	true
Slc1a7_Gls	Gria4	Slc1a7|Gls	Gria4	CellChatDB.mouse	Glutamate-Glu-SLC1A7_GLS_GRIA4	Glutamate	Non-protein Signaling	PMID: 24155668;PMID: 14612154		CellChatDB v2	true
Slc17a6_Gls2	Gria4	Slc17a6|Gls2	Gria4	CellChatDB.mouse	Glutamate-Glu-SLC17A6_GLS2_GRIA4	Glutamate	Non-protein Signaling	PMID: 24155668;PMID: 14612154		CellChatDB v2	true
Slc17a7_Gls2	Gria4	Slc17a7|Gls2	Gria4	CellChatDB.mouse	Glutamate-Glu-SLC17A7_GLS2_GRIA4	Glutamate	Non-protein Signaling	PMID: 24155668;PMID: 14612154		CellChatDB v2	true
Slc17a8_Gls2	Gria4	Slc17a8|Gls2	Gria4	CellChatDB.mouse	Glutamate-Glu-SLC17A8_GLS2_GRIA4	Glutamate	Non-protein Signaling	PMID: 24155668;PMID: 14612154		CellChatDB v2	true
Slc1a1_Gls2	Gria4	Slc1a1|Gls2	Gria4	CellChatDB.mouse	Glutamate-Glu-SLC1A1_GLS2_GRIA4	Glutamate	Non-protein Signaling	PMID: 24155668;PMID: 14612154		CellChatDB v2	true
Slc1a2_Gls2	Gria4	Slc1a2|Gls2	Gria4	CellChatDB.mouse	Glutamate-Glu-SLC1A2_GLS2_GRIA4	Glutamate	Non-protein Signaling	PMID: 24155668;PMID: 14612154		CellChatDB v2	true
Slc1a3_Gls2	Gria4	Slc1a3|Gls2	Gria4	CellChatDB.mouse	Glutamate-Glu-SLC1A3_GLS2_GRIA4	Glutamate	Non-protein Signaling	PMID: 24155668;PMID: 14612154		CellChatDB v2	true
Slc1a6_Gls2	Gria4	Slc1a6|Gls2	Gria4	CellChatDB.mouse	Glutamate-Glu-SLC1A6_GLS2_GRIA4	Glutamate	Non-protein Signaling	PMID: 24155668;PMID: 14612154		CellChatDB v2	true
Slc1a7_Gls2	Gria4	Slc1a7|Gls2	Gria4	CellChatDB.mouse	Glutamate-Glu-SLC1A7_GLS2_GRIA4	Glutamate	Non-protein Signaling	PMID: 24155668;PMID: 14612154		CellChatDB v2	true
Nrxn1_Cbln1	Grid2	Nrxn1|Cbln1	Grid2	CellChatDB.mouse	Glutamate-Glu-NRXN1_CBLN1_GRID2	Glutamate	Non-protein Signaling	PMID: 24155668;PMID: 14612154		CellChatDB v2	true
Slc17a6_Gls	Grik1	Slc17a6|Gls	Grik1	CellChatDB.mouse	Glutamate-Glu-SLC17A6_GLS_GRIK1	Glutamate	Non-protein Signaling	PMID: 24155668;PMID: 14612154		CellChatDB v2	true
Slc17a7_Gls	Grik1	Slc17a7|Gls	Grik1	CellChatDB.mouse	Glutamate-Glu-SLC17A7_GLS_GRIK1	Glutamate	Non-protein Signaling	PMID: 24155668;PMID: 14612154		CellChatDB v2	true
Slc17a8_Gls	Grik1	Slc17a8|Gls	Grik1	CellChatDB.mouse	Glutamate-Glu-SLC17A8_GLS_GRIK1	Glutamate	Non-protein Signaling	PMID: 24155668;PMID: 14612154		CellChatDB v2	true
Slc1a1_Gls	Grik1	Slc1a1|Gls	Grik1	CellChatDB.mouse	Glutamate-Glu-SLC1A1_GLS_GRIK1	Glutamate	Non-protein Signaling	PMID: 24155668;PMID: 14612154		CellChatDB v2	true
Slc1a2_Gls	Grik1	Slc1a2|Gls	Grik1	CellChatDB.mouse	Glutamate-Glu-SLC1A2_GLS_GRIK1	Glutamate	Non-protein Signaling	PMID: 24155668;PMID: 14612154		CellChatDB v2	true
Slc1a3_Gls	Grik1	Slc1a3|Gls	Grik1	CellChatDB.mouse	Glutamate-Glu-SLC1A3_GLS_GRIK1	Glutamate	Non-protein Signaling	PMID: 24155668;PMID: 14612154		CellChatDB v2	true
Slc1a6_Gls	Grik1	Slc1a6|Gls	Grik1	CellChatDB.mouse	Glutamate-Glu-SLC1A6_GLS_GRIK1	Glutamate	Non-protein Signaling	PMID: 24155668;PMID: 14612154		CellChatDB v2	true
Slc1a7_Gls	Grik1	Slc1a7|Gls	Grik1	CellChatDB.mouse	Glutamate-Glu-SLC1A7_GLS_GRIK1	Glutamate	Non-protein Signaling	PMID: 24155668;PMID: 14612154		CellChatDB v2	true
Slc17a6_Gls2	Grik1	Slc17a6|Gls2	Grik1	CellChatDB.mouse	Glutamate-Glu-SLC17A6_GLS2_GRIK1	Glutamate	Non-protein Signaling	PMID: 24155668;PMID: 14612154		CellChatDB v2	true
Slc17a7_Gls2	Grik1	Slc17a7|Gls2	Grik1	CellChatDB.mouse	Glutamate-Glu-SLC17A7_GLS2_GRIK1	Glutamate	Non-protein Signaling	PMID: 24155668;PMID: 14612154		CellChatDB v2	true
Slc17a8_Gls2	Grik1	Slc17a8|Gls2	Grik1	CellChatDB.mouse	Glutamate-Glu-SLC17A8_GLS2_GRIK1	Glutamate	Non-protein Signaling	PMID: 24155668;PMID: 14612154		CellChatDB v2	true
Slc1a1_Gls2	Grik1	Slc1a1|Gls2	Grik1	CellChatDB.mouse	Glutamate-Glu-SLC1A1_GLS2_GRIK1	Glutamate	Non-protein Signaling	PMID: 24155668;PMID: 14612154		CellChatDB v2	true
Slc1a2_Gls2	Grik1	Slc1a2|Gls2	Grik1	CellChatDB.mouse	Glutamate-Glu-SLC1A2_GLS2_GRIK1	Glutamate	Non-protein Signaling	PMID: 24155668;PMID: 14612154		CellChatDB v2	true
Slc1a3_Gls2	Grik1	Slc1a3|Gls2	Grik1	CellChatDB.mouse	Glutamate-Glu-SLC1A3_GLS2_GRIK1	Glutamate	Non-protein Signaling	PMID: 24155668;PMID: 14612154		CellChatDB v2	true
Slc1a6_Gls2	Grik1	Slc1a6|Gls2	Grik1	CellChatDB.mouse	Glutamate-Glu-SLC1A6_GLS2_GRIK1	Glutamate	Non-protein Signaling	PMID: 24155668;PMID: 14612154		CellChatDB v2	true
Slc1a7_Gls2	Grik1	Slc1a7|Gls2	Grik1	CellChatDB.mouse	Glutamate-Glu-SLC1A7_GLS2_GRIK1	Glutamate	Non-protein Signaling	PMID: 24155668;PMID: 14612154		CellChatDB v2	true
Slc17a6_Gls	Grik2	Slc17a6|Gls	Grik2	CellChatDB.mouse	Glutamate-Glu-SLC17A6_GLS_GRIK2	Glutamate	Non-protein Signaling	PMID: 24155668;PMID: 14612154		CellChatDB v2	true
Slc17a7_Gls	Grik2	Slc17a7|Gls	Grik2	CellChatDB.mouse	Glutamate-Glu-SLC17A7_GLS_GRIK2	Glutamate	Non-protein Signaling	PMID: 24155668;PMID: 14612154		CellChatDB v2	true
Slc17a8_Gls	Grik2	Slc17a8|Gls	Grik2	CellChatDB.mouse	Glutamate-Glu-SLC17A8_GLS_GRIK2	Glutamate	Non-protein Signaling	PMID: 24155668;PMID: 14612154		CellChatDB v2	true
Slc1a1_Gls	Grik2	Slc1a1|Gls	Grik2	CellChatDB.mouse	Glutamate-Glu-SLC1A1_GLS_GRIK2	Glutamate	Non-protein Signaling	PMID: 24155668;PMID: 14612154		CellChatDB v2	true
Slc1a2_Gls	Grik2	Slc1a2|Gls	Grik2	CellChatDB.mouse	Glutamate-Glu-SLC1A2_GLS_GRIK2	Glutamate	Non-protein Signaling	PMID: 24155668;PMID: 14612154		CellChatDB v2	true
Slc1a3_Gls	Grik2	Slc1a3|Gls	Grik2	CellChatDB.mouse	Glutamate-Glu-SLC1A3_GLS_GRIK2	Glutamate	Non-protein Signaling	PMID: 24155668;PMID: 14612154		CellChatDB v2	true
