queue_id	batch_id	priority	candidate_class	upstream_signal_or_release_feature	target_or_receptor_system	protease_activation_or_processing_logic	proximal_relay_to_validate	downstream_tf_or_program_target	evidence_layers_to_extract	species_context	cell_type_or_model_context	source_origin	source_record_id	stable_source_locator	search_boundary	status	notes
M24A-Q0113	M24A-B003	P2	connectome_damp_purinergic_candidate	Defb2	Tlr4	not asserted; inspect cleavage/processing only if relevant	DAMP-sensor-NF-kB/MAPK-relay;retain-Module18/17-boundary	not asserted; extract only if directly measured	ligand/release identity or receptor engagement;receptor-proximal relay;downstream pathway or cellular function	mouse_direct_seed	SCI-relevant cell/compartment unresolved; extract exact primary model	ConnectomeDB mouse priority DAMP/purinergic/TLR review slice	CDB25:0004554	local:work/module20_db_seed/connectomedb_mouse_priority_direct_microchunks/validated/review_slices/by_family/damp_purinergic_tlr_family.tsv	ConnectomeDB seed only; do not promote complement/DAMP receptor engagement or downstream relay without primary validation	queued	Module20A bucket=keep_direct_seed_with_caution; next action=hold_for_later_family_pass; matched family=damp_purinergic_tlr_family
M24A-Q0114	M24A-B003	P2	connectome_damp_purinergic_candidate	Defb3	Tlr4	not asserted; inspect cleavage/processing only if relevant	DAMP-sensor-NF-kB/MAPK-relay;retain-Module18/17-boundary	not asserted; extract only if directly measured	ligand/release identity or receptor engagement;receptor-proximal relay;downstream pathway or cellular function	mouse_direct_seed_with_human_ortholog_context	SCI-relevant cell/compartment unresolved; extract exact primary model	ConnectomeDB mouse priority DAMP/purinergic/TLR review slice	CDB15:0000433	local:work/module20_db_seed/connectomedb_mouse_priority_direct_microchunks/validated/review_slices/by_family/damp_purinergic_tlr_family.tsv	ConnectomeDB seed only; do not promote complement/DAMP receptor engagement or downstream relay without primary validation	queued	Module20A bucket=keep_direct_seed; next action=primary_first; matched family=damp_purinergic_tlr_family
M24A-Q0115	M24A-B003	P2	connectome_damp_purinergic_candidate	Fcna	Tlr4	not asserted; inspect cleavage/processing only if relevant	DAMP-sensor-NF-kB/MAPK-relay;retain-Module18/17-boundary	not asserted; extract only if directly measured	ligand/release identity or receptor engagement;receptor-proximal relay;downstream pathway or cellular function	mouse_direct_seed	SCI-relevant cell/compartment unresolved; extract exact primary model	ConnectomeDB mouse priority DAMP/purinergic/TLR review slice	CDB25:0004555	local:work/module20_db_seed/connectomedb_mouse_priority_direct_microchunks/validated/review_slices/by_family/damp_purinergic_tlr_family.tsv	ConnectomeDB seed only; do not promote complement/DAMP receptor engagement or downstream relay without primary validation	queued	Module20A bucket=keep_direct_seed_with_caution; next action=hold_for_later_family_pass; matched family=damp_purinergic_tlr_family
M24A-Q0116	M24A-B003	P2	connectome_damp_purinergic_candidate	Hmgb1	Havcr2	not asserted; inspect cleavage/processing only if relevant	DAMP-sensor-NF-kB/MAPK-relay;retain-Module18/17-boundary	not asserted; extract only if directly measured	ligand/release identity or receptor engagement;receptor-proximal relay;downstream pathway or cellular function	mouse_direct_seed_with_human_ortholog_context	SCI-relevant cell/compartment unresolved; extract exact primary model	ConnectomeDB mouse priority DAMP/purinergic/TLR review slice	CDB20:0002774	local:work/module20_db_seed/connectomedb_mouse_priority_direct_microchunks/validated/review_slices/by_family/damp_purinergic_tlr_family.tsv	ConnectomeDB seed only; do not promote complement/DAMP receptor engagement or downstream relay without primary validation	queued	Module20A bucket=keep_direct_seed; next action=primary_first; matched family=damp_purinergic_tlr_family
M24A-Q0117	M24A-B003	P2	connectome_damp_purinergic_candidate	Hmgb1	Tlr2	not asserted; inspect cleavage/processing only if relevant	DAMP-sensor-NF-kB/MAPK-relay;retain-Module18/17-boundary	not asserted; extract only if directly measured	ligand/release identity or receptor engagement;receptor-proximal relay;downstream pathway or cellular function	mouse_direct_seed_with_human_ortholog_context	SCI-relevant cell/compartment unresolved; extract exact primary model	ConnectomeDB mouse priority DAMP/purinergic/TLR review slice	CDB25:0003732	local:work/module20_db_seed/connectomedb_mouse_priority_direct_microchunks/validated/review_slices/by_family/damp_purinergic_tlr_family.tsv	ConnectomeDB seed only; do not promote complement/DAMP receptor engagement or downstream relay without primary validation	queued	Module20A bucket=keep_direct_seed; next action=primary_first; matched family=damp_purinergic_tlr_family
M24A-Q0118	M24A-B003	P2	connectome_damp_purinergic_candidate	Hspa4	Tlr4	not asserted; inspect cleavage/processing only if relevant	DAMP-sensor-NF-kB/MAPK-relay;retain-Module18/17-boundary	not asserted; extract only if directly measured	ligand/release identity or receptor engagement;receptor-proximal relay;downstream pathway or cellular function	mouse_direct_seed	SCI-relevant cell/compartment unresolved; extract exact primary model	ConnectomeDB mouse priority DAMP/purinergic/TLR review slice	CDB25:0003747	local:work/module20_db_seed/connectomedb_mouse_priority_direct_microchunks/validated/review_slices/by_family/damp_purinergic_tlr_family.tsv	ConnectomeDB seed only; do not promote complement/DAMP receptor engagement or downstream relay without primary validation	queued	Module20A bucket=keep_direct_seed_with_caution; next action=hold_for_later_family_pass; matched family=damp_purinergic_tlr_family
M24A-Q0119	M24A-B003	P2	connectome_damp_purinergic_candidate	Lgals9	Tlr4	not asserted; inspect cleavage/processing only if relevant	DAMP-sensor-NF-kB/MAPK-relay;retain-Module18/17-boundary	not asserted; extract only if directly measured	ligand/release identity or receptor engagement;receptor-proximal relay;downstream pathway or cellular function	mouse_direct_seed_with_human_ortholog_context	SCI-relevant cell/compartment unresolved; extract exact primary model	ConnectomeDB mouse priority DAMP/purinergic/TLR review slice	CDB25:0003902	local:work/module20_db_seed/connectomedb_mouse_priority_direct_microchunks/validated/review_slices/by_family/damp_purinergic_tlr_family.tsv	ConnectomeDB seed only; do not promote complement/DAMP receptor engagement or downstream relay without primary validation	queued	Module20A bucket=keep_direct_seed; next action=primary_first; matched family=damp_purinergic_tlr_family
M24A-Q0120	M24A-B003	P2	connectome_damp_purinergic_candidate	Mmp9	Tlr4	not asserted; inspect cleavage/processing only if relevant	DAMP-sensor-NF-kB/MAPK-relay;retain-Module18/17-boundary	not asserted; extract only if directly measured	ligand/release identity or receptor engagement;receptor-proximal relay;downstream pathway or cellular function	mouse_direct_seed_with_human_ortholog_context	SCI-relevant cell/compartment unresolved; extract exact primary model	ConnectomeDB mouse priority DAMP/purinergic/TLR review slice	CDB25:0003958	local:work/module20_db_seed/connectomedb_mouse_priority_direct_microchunks/validated/review_slices/by_family/damp_purinergic_tlr_family.tsv	ConnectomeDB seed only; do not promote complement/DAMP receptor engagement or downstream relay without primary validation	queued_boundary_review	Module20A bucket=boundary_review; next action=hold_for_later_family_pass; matched family=damp_purinergic_tlr_family
M24A-Q0121	M24A-B003	P2	connectome_damp_purinergic_candidate	S100a8	Ager	not asserted; inspect cleavage/processing only if relevant	DAMP-sensor-NF-kB/MAPK-relay;retain-Module18/17-boundary	not asserted; extract only if directly measured	ligand/release identity or receptor engagement;receptor-proximal relay;downstream pathway or cellular function	mouse_direct_seed_with_human_ortholog_context	SCI-relevant cell/compartment unresolved; extract exact primary model	ConnectomeDB mouse priority DAMP/purinergic/TLR review slice	CDB25:0004216	local:work/module20_db_seed/connectomedb_mouse_priority_direct_microchunks/validated/review_slices/by_family/damp_purinergic_tlr_family.tsv	ConnectomeDB seed only; do not promote complement/DAMP receptor engagement or downstream relay without primary validation	queued	Module20A bucket=keep_direct_seed; next action=primary_first; matched family=damp_purinergic_tlr_family
M24A-Q0122	M24A-B003	P2	connectome_damp_purinergic_candidate	S100a8	Tlr2	not asserted; inspect cleavage/processing only if relevant	DAMP-sensor-NF-kB/MAPK-relay;retain-Module18/17-boundary	not asserted; extract only if directly measured	ligand/release identity or receptor engagement;receptor-proximal relay;downstream pathway or cellular function	mouse_direct_seed_with_human_ortholog_context	SCI-relevant cell/compartment unresolved; extract exact primary model	ConnectomeDB mouse priority DAMP/purinergic/TLR review slice	CDB25:0004224	local:work/module20_db_seed/connectomedb_mouse_priority_direct_microchunks/validated/review_slices/by_family/damp_purinergic_tlr_family.tsv	ConnectomeDB seed only; do not promote complement/DAMP receptor engagement or downstream relay without primary validation	queued	Module20A bucket=keep_direct_seed; next action=primary_first; matched family=damp_purinergic_tlr_family
M24A-Q0123	M24A-B003	P2	connectome_damp_purinergic_candidate	S100a8	Tlr4	not asserted; inspect cleavage/processing only if relevant	DAMP-sensor-NF-kB/MAPK-relay;retain-Module18/17-boundary	not asserted; extract only if directly measured	ligand/release identity or receptor engagement;receptor-proximal relay;downstream pathway or cellular function	mouse_direct_seed_with_human_ortholog_context	SCI-relevant cell/compartment unresolved; extract exact primary model	ConnectomeDB mouse priority DAMP/purinergic/TLR review slice	CDB15:0001329	local:work/module20_db_seed/connectomedb_mouse_priority_direct_microchunks/validated/review_slices/by_family/damp_purinergic_tlr_family.tsv	ConnectomeDB seed only; do not promote complement/DAMP receptor engagement or downstream relay without primary validation	queued	Module20A bucket=keep_direct_seed; next action=primary_first; matched family=damp_purinergic_tlr_family
M24A-Q0124	M24A-B003	P2	connectome_damp_purinergic_candidate	S100a9	Ager	not asserted; inspect cleavage/processing only if relevant	DAMP-sensor-NF-kB/MAPK-relay;retain-Module18/17-boundary	not asserted; extract only if directly measured	ligand/release identity or receptor engagement;receptor-proximal relay;downstream pathway or cellular function	mouse_direct_seed_with_human_ortholog_context	SCI-relevant cell/compartment unresolved; extract exact primary model	ConnectomeDB mouse priority DAMP/purinergic/TLR review slice	CDB25:0004225	local:work/module20_db_seed/connectomedb_mouse_priority_direct_microchunks/validated/review_slices/by_family/damp_purinergic_tlr_family.tsv	ConnectomeDB seed only; do not promote complement/DAMP receptor engagement or downstream relay without primary validation	queued	Module20A bucket=keep_direct_seed; next action=primary_first; matched family=damp_purinergic_tlr_family
M24A-Q0125	M24A-B003	P2	connectome_damp_purinergic_candidate	S100a9	Tlr4	not asserted; inspect cleavage/processing only if relevant	DAMP-sensor-NF-kB/MAPK-relay;retain-Module18/17-boundary	not asserted; extract only if directly measured	ligand/release identity or receptor engagement;receptor-proximal relay;downstream pathway or cellular function	mouse_direct_seed	SCI-relevant cell/compartment unresolved; extract exact primary model	ConnectomeDB mouse priority DAMP/purinergic/TLR review slice	CDB15:0001330	local:work/module20_db_seed/connectomedb_mouse_priority_direct_microchunks/validated/review_slices/by_family/damp_purinergic_tlr_family.tsv	ConnectomeDB seed only; do not promote complement/DAMP receptor engagement or downstream relay without primary validation	queued	Module20A bucket=keep_direct_seed; next action=review_then_primary; matched family=damp_purinergic_tlr_family
M24A-Q0126	M24A-B003	P2	connectome_damp_purinergic_candidate	S100b	Ager	not asserted; inspect cleavage/processing only if relevant	DAMP-sensor-NF-kB/MAPK-relay;retain-Module18/17-boundary	not asserted; extract only if directly measured	ligand/release identity or receptor engagement;receptor-proximal relay;downstream pathway or cellular function	mouse_direct_seed	SCI-relevant cell/compartment unresolved; extract exact primary model	ConnectomeDB mouse priority DAMP/purinergic/TLR review slice	CDB25:0004234	local:work/module20_db_seed/connectomedb_mouse_priority_direct_microchunks/validated/review_slices/by_family/damp_purinergic_tlr_family.tsv	ConnectomeDB seed only; do not promote complement/DAMP receptor engagement or downstream relay without primary validation	queued	Module20A bucket=keep_direct_seed; next action=review_then_primary; matched family=damp_purinergic_tlr_family
M24A-Q0127	M24A-B003	P2	connectome_damp_purinergic_candidate	Saa1	Tlr2	not asserted; inspect cleavage/processing only if relevant	DAMP-sensor-NF-kB/MAPK-relay;retain-Module18/17-boundary	not asserted; extract only if directly measured	ligand/release identity or receptor engagement;receptor-proximal relay;downstream pathway or cellular function	mouse_direct_seed	SCI-relevant cell/compartment unresolved; extract exact primary model	ConnectomeDB mouse priority DAMP/purinergic/TLR review slice	CDB25:0004236	local:work/module20_db_seed/connectomedb_mouse_priority_direct_microchunks/validated/review_slices/by_family/damp_purinergic_tlr_family.tsv	ConnectomeDB seed only; do not promote complement/DAMP receptor engagement or downstream relay without primary validation	queued	Module20A bucket=keep_direct_seed; next action=review_then_primary; matched family=damp_purinergic_tlr_family
M24A-Q0128	M24A-B003	P2	connectome_damp_purinergic_candidate	Saa1	Tlr4	not asserted; inspect cleavage/processing only if relevant	DAMP-sensor-NF-kB/MAPK-relay;retain-Module18/17-boundary	not asserted; extract only if directly measured	ligand/release identity or receptor engagement;receptor-proximal relay;downstream pathway or cellular function	mouse_direct_seed	SCI-relevant cell/compartment unresolved; extract exact primary model	ConnectomeDB mouse priority DAMP/purinergic/TLR review slice	CDB25:0004237	local:work/module20_db_seed/connectomedb_mouse_priority_direct_microchunks/validated/review_slices/by_family/damp_purinergic_tlr_family.tsv	ConnectomeDB seed only; do not promote complement/DAMP receptor engagement or downstream relay without primary validation	queued	Module20A bucket=keep_direct_seed; next action=review_then_primary; matched family=damp_purinergic_tlr_family
M24A-Q0129	M24A-B003	P2	connectome_damp_purinergic_candidate	Saa3	Tlr4	not asserted; inspect cleavage/processing only if relevant	DAMP-sensor-NF-kB/MAPK-relay;retain-Module18/17-boundary	not asserted; extract only if directly measured	ligand/release identity or receptor engagement;receptor-proximal relay;downstream pathway or cellular function	mouse_direct_seed	SCI-relevant cell/compartment unresolved; extract exact primary model	ConnectomeDB mouse priority DAMP/purinergic/TLR review slice	CDB25:0004570	local:work/module20_db_seed/connectomedb_mouse_priority_direct_microchunks/validated/review_slices/by_family/damp_purinergic_tlr_family.tsv	ConnectomeDB seed only; do not promote complement/DAMP receptor engagement or downstream relay without primary validation	queued	Module20A bucket=keep_direct_seed_with_caution; next action=review_then_primary; matched family=damp_purinergic_tlr_family
M24A-Q0130	M24A-B003	P2	connectome_damp_purinergic_candidate	Tnc	Tlr4	not asserted; inspect cleavage/processing only if relevant	DAMP-sensor-NF-kB/MAPK-relay;retain-Module18/17-boundary	not asserted; extract only if directly measured	ligand/release identity or receptor engagement;receptor-proximal relay;downstream pathway or cellular function	mouse_direct_seed	SCI-relevant cell/compartment unresolved; extract exact primary model	ConnectomeDB mouse priority DAMP/purinergic/TLR review slice	CDB25:0004405	local:work/module20_db_seed/connectomedb_mouse_priority_direct_microchunks/validated/review_slices/by_family/damp_purinergic_tlr_family.tsv	ConnectomeDB seed only; do not promote complement/DAMP receptor engagement or downstream relay without primary validation	queued_boundary_review	Module20A bucket=boundary_review; next action=review_then_primary; matched family=damp_purinergic_tlr_family
M24A-Q0131	M24A-B003	P2	connectome_damp_purinergic_candidate	Vcan	Tlr2	not asserted; inspect cleavage/processing only if relevant	DAMP-sensor-NF-kB/MAPK-relay;retain-Module18/17-boundary	not asserted; extract only if directly measured	ligand/release identity or receptor engagement;receptor-proximal relay;downstream pathway or cellular function	mouse_direct_seed	SCI-relevant cell/compartment unresolved; extract exact primary model	ConnectomeDB mouse priority DAMP/purinergic/TLR review slice	CDB15:0001536	local:work/module20_db_seed/connectomedb_mouse_priority_direct_microchunks/validated/review_slices/by_family/damp_purinergic_tlr_family.tsv	ConnectomeDB seed only; do not promote complement/DAMP receptor engagement or downstream relay without primary validation	queued_boundary_review	Module20A bucket=boundary_review; next action=review_then_primary; matched family=damp_purinergic_tlr_family
M24A-Q0132	M24A-B003	P2	gtopdb_noncanonical_receptor_candidate	ATP	Kcnj8	not asserted; pharmacology source may describe agonism without endogenous release or cleavage	purinergic-ectonucleotidase-receptor-relay;validate-ATP-release-versus-receptor-activation	not asserted; extract only if directly measured	ligand identity/receptor pharmacology;receptor-proximal relay;downstream pathway or cellular function	mouse_target_only_in_gtopdb	species/cell context from primary interaction papers unresolved	Guide to Pharmacology endogenous mouse priority seed	GtoPdb:1713:441:mouse	local:work/module20_db_seed/gtopdb_module20_priority_seeds/gtopdb_endogenous_module20_priority_mouse.tsv	GtoPdb pharmacology seed only; interaction PMIDs may be absent; verify endogenous ligand, species, receptor activation, and downstream function in primary sources	queued_primary_first	family=Inwardly rectifying potassium channels (K<sub>IR</sub>); matched=damp_purinergic_tlr_family; interaction_pmids=9130167
M24A-Q0133	M24A-B003	P2	gtopdb_noncanonical_receptor_candidate	ATP	P2rx4	not asserted; pharmacology source may describe agonism without endogenous release or cleavage	purinergic-ectonucleotidase-receptor-relay;validate-ATP-release-versus-receptor-activation	not asserted; extract only if directly measured	ligand identity/receptor pharmacology;receptor-proximal relay;downstream pathway or cellular function	mouse_target_with_human_comparator	species/cell context from primary interaction papers unresolved	Guide to Pharmacology endogenous mouse priority seed	GtoPdb:1713:481:mouse	local:work/module20_db_seed/gtopdb_module20_priority_seeds/gtopdb_endogenous_module20_priority_mouse.tsv	GtoPdb pharmacology seed only; interaction PMIDs may be absent; verify endogenous ligand, species, receptor activation, and downstream function in primary sources	queued_primary_first	family=P2X receptors; matched=damp_purinergic_tlr_family; interaction_pmids=12213051|10694247
M24A-Q0134	M24A-B003	P2	gtopdb_noncanonical_receptor_candidate	ATP	Trpm4	not asserted; pharmacology source may describe agonism without endogenous release or cleavage	purinergic-ectonucleotidase-receptor-relay;validate-ATP-release-versus-receptor-activation	not asserted; extract only if directly measured	ligand identity/receptor pharmacology;receptor-proximal relay;downstream pathway or cellular function	mouse_target_with_human_comparator	species/cell context from primary interaction papers unresolved	Guide to Pharmacology endogenous mouse priority seed	GtoPdb:1713:496:mouse	local:work/module20_db_seed/gtopdb_module20_priority_seeds/gtopdb_endogenous_module20_priority_mouse.tsv	GtoPdb pharmacology seed only; interaction PMIDs may be absent; verify endogenous ligand, species, receptor activation, and downstream function in primary sources	queued_primary_first	family=Transient Receptor Potential channels (TRP); matched=damp_purinergic_tlr_family; interaction_pmids=15670874
M24A-Q0135	M24A-B003	P2	gtopdb_noncanonical_receptor_candidate	CCL11	Ccr2	not asserted; pharmacology source may describe agonism without endogenous release or cleavage	complement-cleavage-product-receptor;validate-C3/C5-convertase-and-anaphylatoxin-context	not asserted; extract only if directly measured	ligand identity/receptor pharmacology;receptor-proximal relay;downstream pathway or cellular function	mouse_target_only_in_gtopdb	species/cell context from primary interaction papers unresolved	Guide to Pharmacology endogenous mouse priority seed	GtoPdb:787:59:mouse	local:work/module20_db_seed/gtopdb_module20_priority_seeds/gtopdb_endogenous_module20_priority_mouse.tsv	GtoPdb pharmacology seed only; interaction PMIDs may be absent; verify endogenous ligand, species, receptor activation, and downstream function in primary sources	queued	family=Chemokine receptors; matched=chemokine_family;complement_family; interaction_pmids=none
M24A-Q0136	M24A-B003	P2	gtopdb_noncanonical_receptor_candidate	CCL11	Ccr3	not asserted; pharmacology source may describe agonism without endogenous release or cleavage	complement-cleavage-product-receptor;validate-C3/C5-convertase-and-anaphylatoxin-context	not asserted; extract only if directly measured	ligand identity/receptor pharmacology;receptor-proximal relay;downstream pathway or cellular function	mouse_target_only_in_gtopdb	species/cell context from primary interaction papers unresolved	Guide to Pharmacology endogenous mouse priority seed	GtoPdb:787:60:mouse	local:work/module20_db_seed/gtopdb_module20_priority_seeds/gtopdb_endogenous_module20_priority_mouse.tsv	GtoPdb pharmacology seed only; interaction PMIDs may be absent; verify endogenous ligand, species, receptor activation, and downstream function in primary sources	queued	family=Chemokine receptors; matched=chemokine_family;complement_family; interaction_pmids=none
M24A-Q0137	M24A-B003	P2	gtopdb_noncanonical_receptor_candidate	CCL2	Ccr2	not asserted; pharmacology source may describe agonism without endogenous release or cleavage	complement-cleavage-product-receptor;validate-C3/C5-convertase-and-anaphylatoxin-context	not asserted; extract only if directly measured	ligand identity/receptor pharmacology;receptor-proximal relay;downstream pathway or cellular function	mouse_target_only_in_gtopdb	species/cell context from primary interaction papers unresolved	Guide to Pharmacology endogenous mouse priority seed	GtoPdb:4406:59:mouse	local:work/module20_db_seed/gtopdb_module20_priority_seeds/gtopdb_endogenous_module20_priority_mouse.tsv	GtoPdb pharmacology seed only; interaction PMIDs may be absent; verify endogenous ligand, species, receptor activation, and downstream function in primary sources	queued	family=Chemokine receptors; matched=chemokine_family;complement_family; interaction_pmids=none
M24A-Q0138	M24A-B003	P2	gtopdb_noncanonical_receptor_candidate	CCL2	Ccr3	not asserted; pharmacology source may describe agonism without endogenous release or cleavage	complement-cleavage-product-receptor;validate-C3/C5-convertase-and-anaphylatoxin-context	not asserted; extract only if directly measured	ligand identity/receptor pharmacology;receptor-proximal relay;downstream pathway or cellular function	mouse_target_only_in_gtopdb	species/cell context from primary interaction papers unresolved	Guide to Pharmacology endogenous mouse priority seed	GtoPdb:4406:60:mouse	local:work/module20_db_seed/gtopdb_module20_priority_seeds/gtopdb_endogenous_module20_priority_mouse.tsv	GtoPdb pharmacology seed only; interaction PMIDs may be absent; verify endogenous ligand, species, receptor activation, and downstream function in primary sources	queued	family=Chemokine receptors; matched=chemokine_family;complement_family; interaction_pmids=none
M24A-Q0139	M24A-B003	P2	gtopdb_noncanonical_receptor_candidate	CCL24	Ccr3	not asserted; pharmacology source may describe agonism without endogenous release or cleavage	complement-cleavage-product-receptor;validate-C3/C5-convertase-and-anaphylatoxin-context	not asserted; extract only if directly measured	ligand identity/receptor pharmacology;receptor-proximal relay;downstream pathway or cellular function	mouse_target_only_in_gtopdb	species/cell context from primary interaction papers unresolved	Guide to Pharmacology endogenous mouse priority seed	GtoPdb:4421:60:mouse	local:work/module20_db_seed/gtopdb_module20_priority_seeds/gtopdb_endogenous_module20_priority_mouse.tsv	GtoPdb pharmacology seed only; interaction PMIDs may be absent; verify endogenous ligand, species, receptor activation, and downstream function in primary sources	queued	family=Chemokine receptors; matched=chemokine_family;complement_family; interaction_pmids=none
M24A-Q0140	M24A-B003	P2	gtopdb_noncanonical_receptor_candidate	CCL27	Ccr10	not asserted; pharmacology source may describe agonism without endogenous release or cleavage	complement-cleavage-product-receptor;validate-C3/C5-convertase-and-anaphylatoxin-context	not asserted; extract only if directly measured	ligand identity/receptor pharmacology;receptor-proximal relay;downstream pathway or cellular function	mouse_target_only_in_gtopdb	species/cell context from primary interaction papers unresolved	Guide to Pharmacology endogenous mouse priority seed	GtoPdb:4462:67:mouse	local:work/module20_db_seed/gtopdb_module20_priority_seeds/gtopdb_endogenous_module20_priority_mouse.tsv	GtoPdb pharmacology seed only; interaction PMIDs may be absent; verify endogenous ligand, species, receptor activation, and downstream function in primary sources	queued	family=Chemokine receptors; matched=chemokine_family;complement_family; interaction_pmids=none
M24A-Q0141	M24A-B003	P2	gtopdb_noncanonical_receptor_candidate	CCL28	Ccr10	not asserted; pharmacology source may describe agonism without endogenous release or cleavage	complement-cleavage-product-receptor;validate-C3/C5-convertase-and-anaphylatoxin-context	not asserted; extract only if directly measured	ligand identity/receptor pharmacology;receptor-proximal relay;downstream pathway or cellular function	mouse_target_only_in_gtopdb	species/cell context from primary interaction papers unresolved	Guide to Pharmacology endogenous mouse priority seed	GtoPdb:4463:67:mouse	local:work/module20_db_seed/gtopdb_module20_priority_seeds/gtopdb_endogenous_module20_priority_mouse.tsv	GtoPdb pharmacology seed only; interaction PMIDs may be absent; verify endogenous ligand, species, receptor activation, and downstream function in primary sources	queued	family=Chemokine receptors; matched=chemokine_family;complement_family; interaction_pmids=none
M24A-Q0142	M24A-B003	P2	gtopdb_noncanonical_receptor_candidate	CCL28	Ccr3	not asserted; pharmacology source may describe agonism without endogenous release or cleavage	complement-cleavage-product-receptor;validate-C3/C5-convertase-and-anaphylatoxin-context	not asserted; extract only if directly measured	ligand identity/receptor pharmacology;receptor-proximal relay;downstream pathway or cellular function	mouse_target_only_in_gtopdb	species/cell context from primary interaction papers unresolved	Guide to Pharmacology endogenous mouse priority seed	GtoPdb:4463:60:mouse	local:work/module20_db_seed/gtopdb_module20_priority_seeds/gtopdb_endogenous_module20_priority_mouse.tsv	GtoPdb pharmacology seed only; interaction PMIDs may be absent; verify endogenous ligand, species, receptor activation, and downstream function in primary sources	queued	family=Chemokine receptors; matched=chemokine_family;complement_family; interaction_pmids=none
M24A-Q0143	M24A-B003	P2	gtopdb_noncanonical_receptor_candidate	CCL3	Ccr1	not asserted; pharmacology source may describe agonism without endogenous release or cleavage	complement-cleavage-product-receptor;validate-C3/C5-convertase-and-anaphylatoxin-context	not asserted; extract only if directly measured	ligand identity/receptor pharmacology;receptor-proximal relay;downstream pathway or cellular function	mouse_target_only_in_gtopdb	species/cell context from primary interaction papers unresolved	Guide to Pharmacology endogenous mouse priority seed	GtoPdb:4408:58:mouse	local:work/module20_db_seed/gtopdb_module20_priority_seeds/gtopdb_endogenous_module20_priority_mouse.tsv	GtoPdb pharmacology seed only; interaction PMIDs may be absent; verify endogenous ligand, species, receptor activation, and downstream function in primary sources	queued	family=Chemokine receptors; matched=chemokine_family;complement_family; interaction_pmids=none
M24A-Q0144	M24A-B003	P2	gtopdb_noncanonical_receptor_candidate	CCL4	Ccr1	not asserted; pharmacology source may describe agonism without endogenous release or cleavage	complement-cleavage-product-receptor;validate-C3/C5-convertase-and-anaphylatoxin-context	not asserted; extract only if directly measured	ligand identity/receptor pharmacology;receptor-proximal relay;downstream pathway or cellular function	mouse_target_only_in_gtopdb	species/cell context from primary interaction papers unresolved	Guide to Pharmacology endogenous mouse priority seed	GtoPdb:4410:58:mouse	local:work/module20_db_seed/gtopdb_module20_priority_seeds/gtopdb_endogenous_module20_priority_mouse.tsv	GtoPdb pharmacology seed only; interaction PMIDs may be absent; verify endogenous ligand, species, receptor activation, and downstream function in primary sources	queued	family=Chemokine receptors; matched=chemokine_family;complement_family; interaction_pmids=none
M24A-Q0145	M24A-B003	P2	gtopdb_noncanonical_receptor_candidate	CCL5	Ccr1	not asserted; pharmacology source may describe agonism without endogenous release or cleavage	complement-cleavage-product-receptor;validate-C3/C5-convertase-and-anaphylatoxin-context	not asserted; extract only if directly measured	ligand identity/receptor pharmacology;receptor-proximal relay;downstream pathway or cellular function	mouse_target_only_in_gtopdb	species/cell context from primary interaction papers unresolved	Guide to Pharmacology endogenous mouse priority seed	GtoPdb:4412:58:mouse	local:work/module20_db_seed/gtopdb_module20_priority_seeds/gtopdb_endogenous_module20_priority_mouse.tsv	GtoPdb pharmacology seed only; interaction PMIDs may be absent; verify endogenous ligand, species, receptor activation, and downstream function in primary sources	queued	family=Chemokine receptors; matched=chemokine_family;complement_family; interaction_pmids=none
M24A-Q0146	M24A-B003	P2	gtopdb_noncanonical_receptor_candidate	CCL5	Ccr3	not asserted; pharmacology source may describe agonism without endogenous release or cleavage	complement-cleavage-product-receptor;validate-C3/C5-convertase-and-anaphylatoxin-context	not asserted; extract only if directly measured	ligand identity/receptor pharmacology;receptor-proximal relay;downstream pathway or cellular function	mouse_target_only_in_gtopdb	species/cell context from primary interaction papers unresolved	Guide to Pharmacology endogenous mouse priority seed	GtoPdb:4412:60:mouse	local:work/module20_db_seed/gtopdb_module20_priority_seeds/gtopdb_endogenous_module20_priority_mouse.tsv	GtoPdb pharmacology seed only; interaction PMIDs may be absent; verify endogenous ligand, species, receptor activation, and downstream function in primary sources	queued	family=Chemokine receptors; matched=chemokine_family;complement_family; interaction_pmids=none
M24A-Q0147	M24A-B003	P2	gtopdb_noncanonical_receptor_candidate	CCL7	Ccr1	not asserted; pharmacology source may describe agonism without endogenous release or cleavage	complement-cleavage-product-receptor;validate-C3/C5-convertase-and-anaphylatoxin-context	not asserted; extract only if directly measured	ligand identity/receptor pharmacology;receptor-proximal relay;downstream pathway or cellular function	mouse_target_only_in_gtopdb	species/cell context from primary interaction papers unresolved	Guide to Pharmacology endogenous mouse priority seed	GtoPdb:4413:58:mouse	local:work/module20_db_seed/gtopdb_module20_priority_seeds/gtopdb_endogenous_module20_priority_mouse.tsv	GtoPdb pharmacology seed only; interaction PMIDs may be absent; verify endogenous ligand, species, receptor activation, and downstream function in primary sources	queued	family=Chemokine receptors; matched=chemokine_family;complement_family; interaction_pmids=none
