evidence_id	edge_id	source_kind	source_locator	support_kind	species_support	source_species_detail	source_scope	assay_or_perturbation	relation_type	pathway_or_branch	confidence_tier	citation_note	evidence_summary	limitations
M24A-B003-EVID-128	M24A-E110	primary_research_paper	PMID:11821900	ligand_receptor_pharmacology	human;mouse comparator	T-cell and skin homing comparator models	primary comparator; exact receptor pharmacology	CCR10 chemotaxis and recruitment assays	activates	CCL27-CCR10 skin T-cell recruitment branch	medium-high	Primary chemokine receptor comparator	CCL27 supports CCR10-dependent T-cell recruitment.	No SCI.
M24A-B003-EVID-129	M24A-E111	primary_research_paper	PMID:10975800	ligand_receptor_pharmacology	human;mouse comparator	heterologous CCR3 and eosinophil systems	primary comparator; exact receptor pharmacology	CCR3-dependent migration/eosinophil response	activates	CCL28-CCR3 eosinophil migration branch	medium	Primary chemokine receptor comparator	CCL28 can signal through CCR3 in comparator systems.	No SCI; canonical CCL28-CCR10 is retained separately.
M24A-B003-EVID-130	M24A-E112	primary_research_paper	PMID:7679328	ligand_receptor_pharmacology	human;mouse comparator	cloned CCR1 and calcium-signaling systems	primary comparator; exact receptor pharmacology	cloned CCR1 binding and calcium signaling	activates	CCL3-CCR1 chemokine receptor branch	high	Primary chemokine receptor comparator	CCL3 activates cloned CCR1.	No SCI.
M24A-B003-EVID-131	M24A-E113	primary_research_paper	PMID:12055240	ligand_receptor_pharmacology	human;mouse comparator	heterologous CCR1 and leukocyte systems	primary comparator; exact receptor pharmacology	CCR1-dependent CCL5 binding, chemotaxis and signaling	activates	CCL5-CCR1 chemotaxis branch	high	Primary chemokine receptor comparator	CCL5 signals through CCR1 in comparator systems.	No SCI.
M24A-B003-EVID-132	M24A-E114	primary_research_paper	PMID:9005985; PMID:9289016	ligand_receptor_pharmacology	human;mouse comparator	heterologous CCR3 and eosinophil systems	primary comparator; exact receptor pharmacology	CCR3 binding/activation and eosinophil response	activates	CCL5-CCR3 eosinophil branch	high	Primary chemokine receptor comparator	CCL5 activates CCR3-associated eosinophil responses.	No SCI.
M24A-B003-EVID-133	M24A-E115	primary_research_paper	PMID:16002730; PMID:30567735	ligand_receptor_pharmacology	human;mouse comparator	heterologous receptor and leukocyte systems	primary comparator; exact receptor pharmacology	CCR1 affinity and signaling assays	activates	CCL7-MCP-3/CCR1 branch	medium-high	Primary chemokine receptor comparator	CCL7 has CCR1 affinity and signaling activity.	No SCI.
M24A-B003-EVID-134	M24A-E116	primary_research_paper	PMID:16002730	ligand_receptor_pharmacology	human;mouse comparator	heterologous CCR2B and chemotaxis systems	primary comparator; exact receptor pharmacology	CCR2B affinity, calcium and chemotaxis assays	activates	CCL7-MCP-3/CCR2 branch	medium-high	Primary chemokine receptor comparator	CCL7 activates CCR2B-associated responses.	No SCI.
M24A-B003-EVID-135	M24A-E117	primary_research_paper	PMID:16002730; PMID:36998150	ligand_receptor_pharmacology	human;mouse comparator	heterologous CCR3 and pain comparator systems	primary comparator; exact receptor pharmacology	CCR3 affinity/signaling and cellular response assays	activates	CCL7-MCP-3/CCR3 branch	medium	Primary chemokine receptor comparator	CCL7 has CCR3 affinity/signaling in comparator systems.	No SCI receptor-causal validation.
M24A-B003-EVID-136	M24A-E118	primary_research_paper	PMID:9115216	ligand_receptor_pharmacology	human;mouse comparator	heterologous CCR1 and leukocyte systems	primary comparator; exact receptor pharmacology	CCL8 binding and CCR1-dependent migration	activates	CCL8/MCP-2-CCR1 chemotaxis branch	high	Primary chemokine receptor comparator	CCL8 supports CCR1-dependent migration.	No SCI.
M24A-B003-EVID-137	M24A-E119	primary_research_paper	PMID:35253643; PMID:22915120	ligand_receptor_binding	mouse	mouse neuronal models and recombinant PCDHGC5 ectodomain systems	ectodomain SPR, cell aggregation and neuronal adhesion assays	binds	PCDHGC5 homophilic synaptic adhesion	high	Primary protocadherin-gamma-C5 studies	PCDHGC5 supports homophilic neuronal adhesion.	No SCI model; cis/trans architecture retained.	
M24A-B003-EVID-138	M24A-E120	primary_research_paper	PMID:21241660	ligand_receptor_binding	mouse	mouse neural-cell reporter systems	glycosylation-dependent PILRA binding and reporter activation	binds/activates	PANP-PILRA neural relay	high	Primary PILRA ligand study	PIANP/PANP binds PILRA in a glycosylation-dependent manner.	PIANP/PANP nomenclature and no SCI model.	
M24A-B003-EVID-139	M24A-E121	primary_research_paper	PMID:22357843; PMID:25908590	ligand_receptor_binding	mouse;human comparator	recombinant neuronal ectodomains and synaptic models	pull-down, structural, splice-dependent binding and synaptogenesis	binds	PTPdelta-IL1RAP trans-synaptic adhesion complex	high	Primary PTPRD/IL1RAP synaptic studies	This is a synaptic adhesion complex, not IL-1 cytokine signaling.	Splice and synaptic presentation matter; no SCI.	
M24A-B003-EVID-140	M24A-E122	primary_research_paper	PMID:21316585	receptor_proximal_relay	mouse;Xenopus comparator	vertebrate developmental cell systems	WNT5A-ROR2 binding; ROR2-VANGL2 complex; VANGL2 phosphorylation; JNK/Rho assays	modulates	WNT5A-ROR2-VANGL2 planar-cell-polarity branch	high	Primary WNT5A-ROR2-VANGL2 study	WNT5A signals through ROR2 to form/activate a ROR2-VANGL2 complex.	Do not encode direct binary WNT5A-VANGL2 binding; no SCI model.	
M24A-B003-EVID-141	M24A-E123	primary_research_paper	PMCID:PMC4755027	receptor_proximal_relay	mouse;human comparator	dendritic-cell and innate immune reporter models	ANXA2/peptide stimulation; TLR2 reporter and dendritic activation assays	activates	ANXA2-TLR2 dendritic inflammatory relay	medium-high	Primary ANXA2-TLR2 study	Molecular species matters: monomeric/secreted ANXA2 or N-terminal peptide activated TLR2-dependent responses.	Do not transfer ANXA2/S100A10 tetramer or SCI context.	
M24A-B003-EVID-142	M24A-E124	primary_research_paper	PMID:24097189	receptor_proximal_relay	mouse;human comparator	shock/sepsis inflammatory models	primary comparator; exact receptor-complex or pathway evidence	extracellular CIRP challenge and TLR4/MD2 inflammatory assays	activates	CIRP-TLR4 inflammatory relay	medium-high	Primary CIRP-TLR4 study	Extracellular CIRP activates TLR4/MD2-associated inflammatory signaling.	Direct purified binding was not the strongest assay; no SCI model.
M24A-B003-EVID-143	M24A-E125	primary_research_paper	PMCID:PMC5029092	ligand_receptor_binding	human;mouse comparator	macrophage/inflammatory comparator cells	primary comparator; exact receptor-complex or pathway evidence	pull-down, microscale thermophoresis, TLR2 dependence and cytokine assays	binds/activates	decorin-TLR2-MAPK/NFkB inflammatory relay	high	Primary decorin-TLR2 study	Soluble decorin directly engages TLR2 and activates MAPK/NFkB inflammatory signaling.	No SCI-specific receiver; retain soluble intact decorin.
M24A-B003-EVID-144	M24A-E126	primary_research_paper	PMID:12411706	ligand_receptor_binding	mouse	mouse dendritic-cell comparator systems	primary comparator; exact receptor-complex or pathway evidence	mature beta-defensin-2 exposure and TLR4-dependent maturation	binds/activates	DEFB2-TLR4 dendritic maturation relay	medium-high	Primary beta-defensin-2/TLR4 study	Mature mouse beta-defensin-2 acts as a TLR4 ligand in dendritic-cell assays.	Peptide/species identity matters; no SCI model.
M24A-B003-EVID-145	M24A-E127	primary_research_paper	PMCID:PMC5506452	receptor_proximal_relay	mouse	mouse macrophage/inflammatory models	primary comparator; exact receptor-complex or pathway evidence	co-IP, Tlr4/MyD88 knockout and adoptive-transfer assays	modulates	ficolin-A-TLR4 macrophage polarization branch	medium-high	Primary ficolin-A/TLR4 study	Ficolin-A promotes macrophage polarization through a TLR4-MyD88-MAPK/NFkB pathway.	Direct binary TLR4 binding unresolved; LPS binding may mediate effects.
M24A-B003-EVID-146	M24A-E128	primary_research_paper	PMID:22842346; PMCID:PMC3622453	ligand_receptor_binding	mouse;human comparator	tumor-associated dendritic-cell models	primary comparator; exact receptor-complex or pathway evidence	recombinant HMGB1 binding, cell binding and co-IP	binds	HMGB1-TIM-3 nucleic-acid sensing suppression	high	Primary HMGB1-TIM-3 study	HMGB1 binds TIM-3 and suppresses nucleic-acid sensing in dendritic-cell comparator models.	Redox/form and co-receptor context matter; no SCI model.
M24A-B003-EVID-147	M24A-E129	primary_research_paper	PMID:16267105; PMID:19143470	receptor_proximal_relay	human;mouse comparator	macrophage/dendritic-cell comparator models	primary comparator; exact receptor-complex or pathway evidence	FRET/co-IP, TLR2 reporter and inflammatory output assays	activates	HMGB1-TLR2 inflammatory relay	medium-high	Primary HMGB1-TLR2 studies	HMGB1 associates with and activates TLR2-dependent inflammatory responses.	Redox state and LPS/complex contamination limits retained.
M24A-B003-EVID-148	M24A-E130	primary_research_paper	PMID:34369876	receptor_proximal_relay	mouse	mouse B-1 cells and inflammatory comparator models	primary comparator; exact receptor-complex or pathway evidence	galectin-9 pull-down; LPS/TLR4 response modulation	modulates	LGALS9-TLR4 glycan-dependent modulation branch	medium	Primary Gal-9/TLR4 comparator	Galectin-9 associates with TLR4 and modulates LPS/TLR responses in a glycan/cell-context-dependent manner.	No SCI model; not a generic TLR4 ligand.
M24A-B003-NE-029		search_boundary	local:work/module24a/module24a_extraction_queue.tsv; PMID:21673655	no_evidence_boundary	unresolved	UNC5A-FLRT3 exact-pair boundary	exact FLRT3-UNC5A primary search	no_direct_molecular_edge	UNC5A-FLRT3 binding/relay	unresolved	B003 bounded primary search	No qualifying exact FLRT3-UNC5A edge retained; UNC5B/UNC5D evidence was not transferred.		
M24A-B003-NE-030		search_boundary	local:work/module24a/module24a_extraction_queue.tsv; PMID:21673655	no_evidence_boundary	unresolved	UNC5C-FLRT3 exact-pair boundary	exact FLRT3-UNC5C primary search	no_direct_molecular_edge	UNC5C-FLRT3 binding/relay	unresolved	B003 bounded primary search	No qualifying exact FLRT3-UNC5C edge retained; family adjacency was not substituted.		
M24A-B003-NE-031		search_boundary	local:work/module24a/module24a_extraction_queue.tsv; PMID:24097189	no_evidence_boundary	unresolved	HSPA4-TLR4 exact-pair boundary	exact HSPA4-TLR4 primary search	no_direct_molecular_edge	HSPA4-TLR4 activation	unresolved	B003 bounded primary search	HSP70-family evidence was not transferred to HSPA4.		
M24A-B002-NE-019		search_boundary	local:work/module24a/module24a_extraction_queue.tsv; PMID:20304963; PMID:2166776	no_evidence_boundary	unresolved	Queue target M24A-Q0062; BLT2-specific SCI edge	Module 24A Batch 002 lipid receptor boundary	BLT1/BLT2 receptor-specific SCI search	no_direct_molecular_edge	LTB4-to-BLT2 SCI activation	unresolved	Batch 002 plus Batch 008 bounded primary search	LTB4-BLT1 and LTB4 release/PMN infiltration are supported, but no qualifying BLT2-specific SCI receptor or relay evidence was validated.	Do not generalize BLT1 knockout/pharmacology or LTB4-release/PMN association to BLT2.
M24A-B002-NE-020		search_boundary	local:work/module24a/module24a_extraction_queue.tsv; PMID:21455784; PMID:38326029; PMID:18670324; PMID:12196576	no_evidence_boundary	unresolved	Queue target M24A-Q0063; MMP2/MMP9-to-protease-sensitive receptor edge	Module 24A Batch 002 extracellular protease boundary	MMP2/MMP9 substrate, shedding, and receptor activation search	no_direct_molecular_edge	MMP2/MMP9 direct receptor activation in SCI	unresolved	Batch 002 plus Batch 008 bounded primary search	SCI MMP2/MMP9 pathway, inhibition, and ECM/vascular effects are supported by M24A-E149, but no exact MMP-to-receptor molecular edge was validated.	Retain proteolysis/ECM pathway context separately; do not infer receptor activation from MMP abundance, inhibition, knockout, or vascular effects.
M24A-B002-NE-021		search_boundary	local:work/module24a/module24a_extraction_queue.tsv; PMID:32964315; PMID:37446149; PMID:39386527; PMID:22449948; PMCID:PMC3349829; DOI:10.1016/j.ajpath.2012.01.028	no_evidence_boundary	unresolved	Queue target M24A-Q0065; SCI-specific GPR32 receptor causality	Module 24A Batch 002 resolution-lipid boundary	GPR32 and resolvin receptor perturbation search	no_direct_molecular_edge	SCI-specific resolvin-to-GPR32 activation	unresolved	Batch 002 boundary narrowed by saturation batch 005	Human RvD1-GPR32 pharmacology and proresolution function are now validated in comparator systems; no SCI-specific GPR32 receptor perturbation or rodent GPR32 ortholog evidence was established.	Retain human GPR32 binding/function separately from SCI RvD1 functional outputs and the existing FPR2/ALX context.
M24A-B002-NE-022		search_boundary	local:work/module24a/module24a_extraction_queue.tsv; PMID:23647384; PMID:26596317	no_evidence_boundary	unresolved	Queue target M24A-Q0067; generic trypsin/plasmin/kallikrein-to-PAR1/PAR2 substitutions	Module 24A Batch 002 protease-PAR boundary	protease-specific PAR cleavage search	no_direct_molecular_edge	generic protease-to-PAR1/PAR2 SCI activation	unresolved	Batch 002 bounded primary search	Klk6-specific PAR1/PAR2 signaling was validated, but generic trypsin, plasmin, or kallikrein assignments were not independently validated in SCI.	Keep Klk6 distinct from factor Xa, thrombin, and generic protease candidates.
M24A-B005-EVID-001	M24A-E131	primary_research_paper	PMID:41044292; PMCID:PMC12789345; DOI:10.1007/s12264-025-01488-z	receptor_proximal_relay	mouse	Mouse SCI; cultured spinal cord neural stem cells; in vivo SCI mice	C3a/C3aR-dependent NF-kB p65/Nrf2/UCHL1-proteasome relay	C3a stimulation; C3aR antagonist SB290157; NF-kB p65 knockdown; Nrf2 overexpression; immunofluorescence; western blot; proteasome and protein-aggregate assays	modulates	C3a-C3aR1-NF-kB p65-Nrf2-UCHL1 downstream relay	high	Primary SCI C3a downstream study	C3a/C3aR signaling activated NF-kB p65, suppressed Nrf2 and UCHL1/proteasome activity, and established a receptor-dependent downstream relay in spinal neural stem cells.	C3aR blockade establishes receptor dependence but not purified C3a-C3aR1 binding; Nrf2-to-UCHL1 ChIP is a terminal TF edge for Module 22A, not a direct 24A receptor edge.
M24A-B005-EVID-002	M24A-E132	primary_research_paper	PMID:41044292; PMCID:PMC12789345; DOI:10.1007/s12264-025-01488-z	downstream_pathway_or_cellular_function	mouse	Mouse SCI; cultured spinal cord neural stem cells; in vivo SCI mice	C3a/C3aR-dependent NSC activation and recovery output	C3a treatment; C3aR blockade; NF-kB p65 knockdown; Nrf2 overexpression; EdU; proteasome activity; protein aggregates; in vivo UCHL1 rescue	suppresses	C3a-C3aR1-NF-kB p65-Nrf2-UCHL1-proteasome control of NSC activation	high	Primary SCI C3a NSC study	C3a/C3aR signaling impaired spinal neural stem-cell activation through the NF-kB p65/Nrf2/UCHL1-proteasome axis, while C3aR blockade or pathway rescue improved the downstream cellular state.	The functional output is receptor-dependent but does not establish direct ligand binding or convert the Nrf2 ChIP result into a 24A direct molecular edge.
M24A-B005-EVID-003	M24A-E133	primary_research_paper	PMID:22862305; PMCID:PMC3525875; DOI:10.1111/j.1476-5381.2012.02127.x	ligand_receptor_pharmacology	rat	Rat SCI-associated overactive bladder; detrusor, urothelium, DRG, and spinal cord	BDKRB1/des-Arg9-bradykinin pharmacologic relay	Selective B1 agonist des-Arg9-bradykinin; B1 antagonists des-Arg9-[Leu8]-bradykinin and SSR240612; concentration-response assays	activates	BDKRB1 kinin pharmacology after SCI	high	Primary SCI kinin-receptor pharmacology study	Selective B1 agonist and antagonist experiments support a pharmacologic des-Arg9-bradykinin/BDKRB1 axis in rat SCI-associated bladder dysfunction.	No purified receptor-binding assay and no endogenous kallikrein cleavage or lesion-core ligand-source experiment.
M24A-B005-EVID-004	M24A-E134	primary_research_paper	PMID:22862305; PMCID:PMC3525875; DOI:10.1111/j.1476-5381.2012.02127.x	downstream_pathway_or_cellular_function	rat	Rat SCI-associated overactive bladder; detrusor, urothelium, DRG, and spinal cord	BDKRB1 functional output after SCI	SCI cystometry; BDKRB1 mRNA/protein expression; B1 antagonist effects on non-voiding contractions, bladder capacity, voided volume, and voiding efficiency	promotes	BDKRB1-associated post-SCI bladder hyperexcitability	high	Primary SCI kinin-receptor functional study	SCI increased BDKRB1 expression and B1 antagonist treatment reduced non-voiding contractions and improved bladder functional measures.	The model is post-SCI autonomic/bladder dysfunction rather than lesion-core inflammation; receptor blockade is pharmacologic and does not resolve endogenous ligand processing.
M24A-B005-EVID-005	M24A-E135	primary_research_paper	PMID:22449948; PMCID:PMC3349829; DOI:10.1016/j.ajpath.2012.01.028	ligand_receptor_pharmacology	human	CHO-hGPR32; primary human PMNs and macrophages; ALX/FPR2 transgenic mouse comparator	RvD1-GPR32/DRV1 receptor pharmacology	Beta-arrestin PathHunter and impedance assays in recombinant hGPR32 cells; RvD1 stereoselectivity and receptor knockdown/overexpression	activates	RvD1-GPR32 proresolution GPCR relay	high molecular; low SCI relevance	Primary RvD1 receptor pharmacology study	RvD1 activated human GPR32/DRV1 in recombinant receptor assays and showed receptor-selective proresolution signaling context.	GPR32 is a human receptor context; no SCI model and no rodent GPR32 ortholog should be inferred.
M24A-B005-EVID-006	M24A-E136	primary_research_paper	PMID:22449948; PMCID:PMC3349829; DOI:10.1016/j.ajpath.2012.01.028	downstream_pathway_or_cellular_function	human	Primary human PMNs and macrophages; ALX/FPR2 transgenic mouse comparator	GPR32-dependent proresolution cellular output	GPR32/ALX knockdown and overexpression; PMN recruitment; macrophage phagocytosis; proresolving miRNA and IL-10 readouts	promotes	RvD1-GPR32 proresolution phagocytosis and leukocyte-resolution function	high molecular; low SCI relevance	Primary RvD1 proresolution function study	RvD1 receptor dependence was linked to reduced leukocyte recruitment, enhanced macrophage phagocytosis, and proresolution mediator/miRNA outputs in comparator systems.	The functional studies do not establish SCI receptor causality; GPR32-specific effects must remain separate from FPR2/ALX and SCI RvD1 phenotype records.
M24A-B006-EVID-001	M24A-E137	primary_research_paper	PMID:19100624; PMCID:PMC2697321; DOI:10.1016/j.molimm.2008.11.001	ligand_receptor_binding	human	Human PMNs, HeLa, differentiated HL-60 cells, and recombinant C5L2/C5aR2 systems	C5a/C5a-desArg binding to C5L2/C5aR2	Competitive radioligand binding; receptor-transfected cell assays; receptor blockade; C5a and C5a-desArg uptake measurements	binds	C5a-C5L2/C5aR2 comparator binding and uptake	high molecular; low SCI relevance	Primary C5L2 decoy-receptor study	C5L2/C5aR2 bound C5a and C5a-desArg in human and recombinant systems, with processed C5a-desArg showing prominent C5L2-associated uptake in primary neutrophil context.	No traumatic SCI model; C5L2 surface abundance and signaling/decoy behavior vary by cell system; do not assign C5L2 as the SCI receiver without direct perturbation.
M24A-B006-EVID-002	M24A-E138	primary_research_paper	PMID:19100624; PMCID:PMC2697321; DOI:10.1016/j.molimm.2008.11.001	downstream_pathway_or_cellular_function	human	Human PMNs, HeLa, and differentiated HL-60 cells	C5L2/C5aR2-mediated intracellular ligand clearance	Constitutive localization and internalization assays; clathrin inhibition; acid-wash uptake; TCA degradation of internalized radiolabeled C5a/C5a-desArg	promotes	C5L2/C5aR2 internalization, retention, and degradation of complement fragments	high molecular; low SCI relevance	Primary C5L2 ligand-clearance study	C5L2/C5aR2 mediated intracellular uptake and, in appropriate endogenous cellular milieus, retention/degradation of C5a and C5a-desArg.	No traumatic SCI model; the paper also discusses conflicting C5L2 signaling/scavenger interpretations across systems, so this remains a comparator functional output.
M24A-B006-EVID-003	M24A-E139	primary_research_paper	PMID:21527715; DOI:10.1126/science.1201954; PMID:9596584; DOI:10.1126/science.280.5367.1277	ligand_receptor_binding	human	Recombinant human CR2 SCR1-2 and C3d structural systems; B-cell/follicular-dendritic-cell receptor context	C3d binding interface on CR2	X-ray co-crystallography; interface mapping; structure-guided mutagenesis and binding analysis	binds	C3d-CR2/CD21 complement co-receptor binding	high molecular; low SCI relevance	Primary CR2-C3d structural studies	C3d directly engages the SCR1-2 ligand-binding region of human CR2, with interface residues supported by co-crystal structure and mutational analysis.	No traumatic SCI model; this validates a processed C3d fragment, not intact C3, C3a, C3b, iC3b, C3dg, or an endogenous SCI CR2 relay.
M24A-B006-EVID-004	M24A-E140	primary_research_paper	PMID:10805786; PMCID:PMC25815; DOI:10.1073/pnas.97.10.5255; PMID:11438726; PMID:18202198	ligand_receptor_activation	human;mouse comparator	Human vascular endothelial/cofactor systems and fibroblast comparator systems	Factor Xa/PAR2 activation under tissue-factor/cofactor conditions	TF/FVIIa/FXa assembly; PAR2 cleavage/signaling assays; PAR2 desensitization and siRNA; ERK1/2 and inflammatory/profibrotic output assays	activates	factor Xa-PAR2 cofactor-dependent protease relay	medium-high molecular; low SCI relevance	Primary factor Xa-PAR2 activation studies	Factor Xa generated or retained in tissue-factor/cofactor complexes activated PAR2 and produced PAR2-dependent ERK1/2 and inflammatory/profibrotic outputs in comparator systems.	Exact SCI factor Xa-to-PAR2 activation remains unvalidated; cofactor assembly and concentration materially affect activity, and PAR2 pathway/function in SCI must not be back-projected to identify factor Xa as the activating protease.
M24A-B007-EVID-001	M24A-E141	primary_research_paper	PMID:26316358; PMCID:PMC4674329	receptor_proximal_relay	mouse	Mouse compression SCI; injured spinal cord and primary astrocytes	Neurosin/Klk6-PAR2 receptor-proximal relay	Neurosin/Klk6 challenge; PAR2-null astrocytes; PAR2 expression and SCI injury profiling; MEK1/2 and STAT3 inhibitors	activates	Klk6-PAR2-MEK/ERK-STAT3 astrocyte relay	high	Primary SCI neurosin/PAR2 study	Neurosin/Klk6 was elevated with PAR2 after SCI and neurosin-induced astrocyte IL-6 secretion and STAT3 activation were reduced by PAR2 loss or pathway inhibition.	The study supports receptor-dependent relay and known PAR2 agonist context, but does not provide a purified SCI neurosin-PAR2 cleavage/binding assay; do not generalize to factor Xa or generic kallikreins.
M24A-B007-EVID-002	M24A-E142	primary_research_paper	PMID:26316358; PMCID:PMC4674329	downstream_pathway_or_cellular_function	mouse	Mouse compression SCI; primary astrocytes and injured spinal cord	Klk6-PAR2 astrocyte inflammatory and astrogliosis output	Neurosin/Klk6 exposure; PAR2 knockout; MEK1/2 inhibitor U0126; STAT3 inhibitor Stattic; IL-6 ELISA; GFAP/vimentin/cytokine and locomotor assays	promotes	Klk6-PAR2-MEK/ERK-STAT3 IL-6 astrogliosis branch	high	Primary SCI neurosin/PAR2 functional study	Neurosin/Klk6-PAR2 signaling promoted astrocyte IL-6 secretion, STAT3 activation, astrogliosis-associated markers, and inflammatory SCI outputs, while PAR2 deficiency improved recovery.	This is a receptor-dependent pathway/function record, not a direct KLK6-PAR2 molecular binding record or a terminal Module 22A TF edge.
M24A-B007-EVID-003	M24A-E143	primary_research_paper	PMID:30580020; DOI:10.1016/j.lfs.2018.12.034	downstream_pathway_or_cellular_function	rat	Sprague-Dawley rat spinal cord ischemia-reperfusion model	Kallikrein-kinin system and BDKRB1/B2R induction after SCII	Serum bradykinin ELISA; BDKRB1/B2R immunochemistry; BDKRB1/B2R RT-qPCR across 3 h to 5 d reperfusion	modulates	bradykinin-kinin receptor induction after spinal ischemia-reperfusion	medium-high	Primary SCII kinin expression study	Bradykinin increased after SCII and B1R/B2R receptor expression showed injury- and time-dependent changes in spinal cord tissue.	Expression and ligand abundance do not establish receptor activation, endogenous kallikrein cleavage, or purified BDKRB1 binding; retain as receptor-induction context.
M24A-B007-EVID-004	M24A-E144	primary_research_paper	DOI:10.1021/acschemneuro.1c00054	ligand_receptor_pharmacology	rat	Rat spinal cord ischemia-reperfusion model and injured spinal cord neuronal compartment	Bradykinin-B2R pharmacologic relay after SCII	Bradykinin administration; B2R expression; BBB scoring; IL-6, TNF-alpha, MCP-1, COX-2, iNOS and p65/p-p65 assays	activates	bradykinin-B2R-NF-kB neuroprotection relay	medium-high	Primary SCII bradykinin/B2R study	Bradykinin treatment was associated with B2R expression, reduced inflammatory readouts, altered NF-kB p65 phosphorylation, and improved hindlimb locomotor recovery after SCII.	Pharmacologic and expression-based receptor assignment; no purified bradykinin-B2R binding assay and no lesion-core endogenous release experiment.
M24A-B007-EVID-005	M24A-E145	primary_research_paper	DOI:10.1021/acschemneuro.1c00054	downstream_pathway_or_cellular_function	rat	Rat spinal cord ischemia-reperfusion model and injured spinal cord neuronal compartment	B2R-associated neurologic recovery and neuronal protection	Bradykinin treatment; B2R expression; BBB scoring; inflammatory cytokines; COX-2/iNOS; p65/p-p65 and neuronal injury readouts	promotes	bradykinin-B2R neuroprotective functional output	medium-high	Primary SCII bradykinin/B2R functional study	Bradykinin/B2R-associated treatment improved neurologic recovery and reduced inflammatory/neuronal injury outputs in the rat SCII model.	Functional receptor association is pharmacologic and not a purified molecular edge; protective effect is model- and timing-dependent.
M24A-B008-EVID-001	M24A-E146	primary_research_paper	PMID:2166776; DOI:10.1111/j.1471-4159.1990.tb04577.x	downstream_pathway_or_cellular_function	rat	Rat experimental SCI; injured spinal cord and ex vivo spinal cord slices	LTB4 release and post-traumatic PMN infiltration	HPLC quantification of LTB4; ex vivo spinal cord-slice release; calcium ionophore A23187 stimulation; myeloperoxidase assay	promotes	LTB4 release-PMN infiltration branch	medium-high	Xu et al.; primary rat SCI leukotriene release study	LTB4 was detectable and released from traumatized rat spinal cord slices, with release enhanced by A23187 and associated with the extent of post-traumatic polymorphonuclear infiltration.	The study does not assay BLT1 or BLT2, does not use receptor-selective perturbation, and reports an association between mediator release and PMN infiltration rather than a direct receptor mechanism.
M24A-B008-EVID-002	M24A-E147	primary_research_paper	DOI:10.1038/s41467-022-29580-2; PDB:7AKK	ligand_receptor_binding	human	Reconstituted human iC3b and CR3 alpha-I recombinant protein structural systems	iC3b-CR3 alpha-I direct fragment binding	3.4-A X-ray crystallography of purified complex; size-exclusion reconstitution; SAXS and interaction/structure analyses	binds	iC3b-CR3 opsonin binding	high molecular; low SCI relevance	Fernandez et al.; primary human iC3b-CR3 structural study	The purified human iC3b-CR3 alpha-I complex was structurally resolved, identifying multiple interfaces that explain selective recognition of the processed iC3b fragment by CR3.	No SCI model or endogenous lesion experiment; iC3b is a processed C3b fragment and must not be promoted to intact C3-to-CR3 or endogenous SCI ligand identity.
M24A-B008-EVID-003	M24A-E148	primary_research_paper	PMID:35784110; PMCID:PMC9242000; DOI:10.2147/JPR.S366782	downstream_pathway_or_cellular_function	rat	Rat traumatic SCI model; injured spinal cord and dorsal horn	expression-associated C3/CR3 neuropathic-pain branch	Behavioral neuropathic-pain analysis; transcriptome/qPCR; C3, CR3, and NR2B expression profiling; immunohistochemistry	promotes	C3-CR3-NR2B neuropathic-pain branch	medium	Li et al.; primary rat SCI neuropathic-pain study	In a preliminary rat SCI study, CR3 and C3 pathway expression patterns were associated with SCI-evoked neuropathic pain and NR2B changes in the dorsal horn.	The study is correlative, includes a limited SCI cohort, and does not perturb CR3 or identify an endogenous C3 fragment; it cannot establish intact C3-to-CR3 binding or a direct receptor relay.
M24A-B008-EVID-004	M24A-E149	primary_research_paper	PMID:18670324; DOI:10.1097/BRS.0b013e31817ecc87; PMID:12196576; PMCID:PMC2792199; DOI:10.1523/JNEUROSCI.22-17-07526.2002	downstream_pathway_or_cellular_function	mouse	Mouse traumatic SCI models; injured spinal cord, neurons, glia, vascular structures, neutrophils, and macrophages	MMP2/MMP9 ECM-vascular and apoptotic secondary-injury branch	MMP2 beta-gal reporter; MMP2/MMP9 inhibitor; TUNEL; Luxol fast blue; gelatin zymography; MMP9-null mice; blood-spinal cord barrier, neutrophil infiltration, and locomotor assays	promotes	MMP2/MMP9 ECM-vascular injury branch	high	Primary mouse SCI MMP2/MMP9 pathway studies	MMP2/MMP9 activity and expression were linked to apoptosis, blood-spinal cord barrier disruption, inflammatory-cell infiltration, and impaired recovery after mouse SCI; genetic or pharmacologic inhibition reduced selected secondary-injury outputs.	These studies support an extracellular protease pathway/function record, not activation of a specific receptor; inhibitor and knockout results are temporally and protease-context dependent and do not identify an exact MMP-to-receptor molecular edge.
