external_regulon_id	source_registry	source_version	species_context	tf_normalized_symbol	tf_normalized_symbol_key	regulon_name	definition_status	membership_semantics	source_record_count	materialized_member_count	export_priority	limitations
TRRUST|TRRUST_v2_snapshot_2026-08-25|mouse|mcm6	TRRUST	TRRUST_v2_snapshot_2026-08-25	mouse	Mcm6	mcm6	TRRUST public regulon: Mcm6 (mouse)	candidate	public_source_membership	1	1	exclude	Candidate source grouping only; not an exhaustive or context-specific biological regulon and not part of the frozen mechanism bundle.
TRRUST|TRRUST_v2_snapshot_2026-08-25|mouse|mdm2	TRRUST	TRRUST_v2_snapshot_2026-08-25	mouse	Mdm2	mdm2	TRRUST public regulon: Mdm2 (mouse)	candidate	public_source_membership	1	1	exclude	Candidate source grouping only; not an exhaustive or context-specific biological regulon and not part of the frozen mechanism bundle.
TRRUST|TRRUST_v2_snapshot_2026-08-25|mouse|mdm4	TRRUST	TRRUST_v2_snapshot_2026-08-25	mouse	Mdm4	mdm4	TRRUST public regulon: Mdm4 (mouse)	candidate	public_source_membership	2	2	exclude	Candidate source grouping only; not an exhaustive or context-specific biological regulon and not part of the frozen mechanism bundle.
TRRUST|TRRUST_v2_snapshot_2026-08-25|mouse|mecp2	TRRUST	TRRUST_v2_snapshot_2026-08-25	mouse	Mecp2	mecp2	TRRUST public regulon: Mecp2 (mouse)	candidate	public_source_membership	16	16	exclude	Candidate source grouping only; not an exhaustive or context-specific biological regulon and not part of the frozen mechanism bundle.
TRRUST|TRRUST_v2_snapshot_2026-08-25|mouse|med1	TRRUST	TRRUST_v2_snapshot_2026-08-25	mouse	Med1	med1	TRRUST public regulon: Med1 (mouse)	candidate	public_source_membership	4	4	exclude	Candidate source grouping only; not an exhaustive or context-specific biological regulon and not part of the frozen mechanism bundle.
TRRUST|TRRUST_v2_snapshot_2026-08-25|mouse|med23	TRRUST	TRRUST_v2_snapshot_2026-08-25	mouse	Med23	med23	TRRUST public regulon: Med23 (mouse)	candidate	public_source_membership	3	3	exclude	Candidate source grouping only; not an exhaustive or context-specific biological regulon and not part of the frozen mechanism bundle.
TRRUST|TRRUST_v2_snapshot_2026-08-25|mouse|med6	TRRUST	TRRUST_v2_snapshot_2026-08-25	mouse	Med6	med6	TRRUST public regulon: Med6 (mouse)	candidate	public_source_membership	1	1	exclude	Candidate source grouping only; not an exhaustive or context-specific biological regulon and not part of the frozen mechanism bundle.
TRRUST|TRRUST_v2_snapshot_2026-08-25|mouse|med8	TRRUST	TRRUST_v2_snapshot_2026-08-25	mouse	Med8	med8	TRRUST public regulon: Med8 (mouse)	candidate	public_source_membership	1	1	exclude	Candidate source grouping only; not an exhaustive or context-specific biological regulon and not part of the frozen mechanism bundle.
TRRUST|TRRUST_v2_snapshot_2026-08-25|mouse|mef2a	TRRUST	TRRUST_v2_snapshot_2026-08-25	mouse	Mef2a	mef2a	TRRUST public regulon: Mef2a (mouse)	candidate	public_source_membership	8	8	exclude	Candidate source grouping only; not an exhaustive or context-specific biological regulon and not part of the frozen mechanism bundle.
TRRUST|TRRUST_v2_snapshot_2026-08-25|mouse|mef2c	TRRUST	TRRUST_v2_snapshot_2026-08-25	mouse	Mef2c	mef2c	TRRUST public regulon: Mef2c (mouse)	candidate	public_source_membership	28	28	exclude	Candidate source grouping only; not an exhaustive or context-specific biological regulon and not part of the frozen mechanism bundle.
TRRUST|TRRUST_v2_snapshot_2026-08-25|mouse|mef2d	TRRUST	TRRUST_v2_snapshot_2026-08-25	mouse	Mef2d	mef2d	TRRUST public regulon: Mef2d (mouse)	candidate	public_source_membership	2	2	exclude	Candidate source grouping only; not an exhaustive or context-specific biological regulon and not part of the frozen mechanism bundle.
TRRUST|TRRUST_v2_snapshot_2026-08-25|mouse|meis1	TRRUST	TRRUST_v2_snapshot_2026-08-25	mouse	Meis1	meis1	TRRUST public regulon: Meis1 (mouse)	candidate	public_source_membership	7	7	exclude	Candidate source grouping only; not an exhaustive or context-specific biological regulon and not part of the frozen mechanism bundle.
TRRUST|TRRUST_v2_snapshot_2026-08-25|mouse|meis2	TRRUST	TRRUST_v2_snapshot_2026-08-25	mouse	Meis2	meis2	TRRUST public regulon: Meis2 (mouse)	candidate	public_source_membership	7	7	exclude	Candidate source grouping only; not an exhaustive or context-specific biological regulon and not part of the frozen mechanism bundle.
TRRUST|TRRUST_v2_snapshot_2026-08-25|mouse|men1	TRRUST	TRRUST_v2_snapshot_2026-08-25	mouse	Men1	men1	TRRUST public regulon: Men1 (mouse)	candidate	public_source_membership	10	10	exclude	Candidate source grouping only; not an exhaustive or context-specific biological regulon and not part of the frozen mechanism bundle.
TRRUST|TRRUST_v2_snapshot_2026-08-25|mouse|meox1	TRRUST	TRRUST_v2_snapshot_2026-08-25	mouse	Meox1	meox1	TRRUST public regulon: Meox1 (mouse)	candidate	public_source_membership	4	4	exclude	Candidate source grouping only; not an exhaustive or context-specific biological regulon and not part of the frozen mechanism bundle.
TRRUST|TRRUST_v2_snapshot_2026-08-25|mouse|meox2	TRRUST	TRRUST_v2_snapshot_2026-08-25	mouse	Meox2	meox2	TRRUST public regulon: Meox2 (mouse)	candidate	public_source_membership	1	1	exclude	Candidate source grouping only; not an exhaustive or context-specific biological regulon and not part of the frozen mechanism bundle.
TRRUST|TRRUST_v2_snapshot_2026-08-25|mouse|mitf	TRRUST	TRRUST_v2_snapshot_2026-08-25	mouse	Mitf	mitf	TRRUST public regulon: Mitf (mouse)	candidate	public_source_membership	30	30	exclude	Candidate source grouping only; not an exhaustive or context-specific biological regulon and not part of the frozen mechanism bundle.
TRRUST|TRRUST_v2_snapshot_2026-08-25|mouse|mixl1	TRRUST	TRRUST_v2_snapshot_2026-08-25	mouse	Mixl1	mixl1	TRRUST public regulon: Mixl1 (mouse)	candidate	public_source_membership	4	4	exclude	Candidate source grouping only; not an exhaustive or context-specific biological regulon and not part of the frozen mechanism bundle.
TRRUST|TRRUST_v2_snapshot_2026-08-25|mouse|mkl1	TRRUST	TRRUST_v2_snapshot_2026-08-25	mouse	Mkl1	mkl1	TRRUST public regulon: Mkl1 (mouse)	candidate	public_source_membership	4	4	exclude	Candidate source grouping only; not an exhaustive or context-specific biological regulon and not part of the frozen mechanism bundle.
TRRUST|TRRUST_v2_snapshot_2026-08-25|mouse|mkx	TRRUST	TRRUST_v2_snapshot_2026-08-25	mouse	Mkx	mkx	TRRUST public regulon: Mkx (mouse)	candidate	public_source_membership	3	3	exclude	Candidate source grouping only; not an exhaustive or context-specific biological regulon and not part of the frozen mechanism bundle.
TRRUST|TRRUST_v2_snapshot_2026-08-25|mouse|mllt3	TRRUST	TRRUST_v2_snapshot_2026-08-25	mouse	Mllt3	mllt3	TRRUST public regulon: Mllt3 (mouse)	candidate	public_source_membership	2	2	exclude	Candidate source grouping only; not an exhaustive or context-specific biological regulon and not part of the frozen mechanism bundle.
TRRUST|TRRUST_v2_snapshot_2026-08-25|mouse|mlxipl	TRRUST	TRRUST_v2_snapshot_2026-08-25	mouse	Mlxipl	mlxipl	TRRUST public regulon: Mlxipl (mouse)	candidate	public_source_membership	17	17	exclude	Candidate source grouping only; not an exhaustive or context-specific biological regulon and not part of the frozen mechanism bundle.
TRRUST|TRRUST_v2_snapshot_2026-08-25|mouse|mmp9	TRRUST	TRRUST_v2_snapshot_2026-08-25	mouse	Mmp9	mmp9	TRRUST public regulon: Mmp9 (mouse)	candidate	public_source_membership	2	2	exclude	Candidate source grouping only; not an exhaustive or context-specific biological regulon and not part of the frozen mechanism bundle.
TRRUST|TRRUST_v2_snapshot_2026-08-25|mouse|mnt	TRRUST	TRRUST_v2_snapshot_2026-08-25	mouse	Mnt	mnt	TRRUST public regulon: Mnt (mouse)	candidate	public_source_membership	2	2	exclude	Candidate source grouping only; not an exhaustive or context-specific biological regulon and not part of the frozen mechanism bundle.
TRRUST|TRRUST_v2_snapshot_2026-08-25|mouse|msc	TRRUST	TRRUST_v2_snapshot_2026-08-25	mouse	Msc	msc	TRRUST public regulon: Msc (mouse)	candidate	public_source_membership	2	2	exclude	Candidate source grouping only; not an exhaustive or context-specific biological regulon and not part of the frozen mechanism bundle.
TRRUST|TRRUST_v2_snapshot_2026-08-25|mouse|msx1	TRRUST	TRRUST_v2_snapshot_2026-08-25	mouse	Msx1	msx1	TRRUST public regulon: Msx1 (mouse)	candidate	public_source_membership	13	13	exclude	Candidate source grouping only; not an exhaustive or context-specific biological regulon and not part of the frozen mechanism bundle.
TRRUST|TRRUST_v2_snapshot_2026-08-25|mouse|msx2	TRRUST	TRRUST_v2_snapshot_2026-08-25	mouse	Msx2	msx2	TRRUST public regulon: Msx2 (mouse)	candidate	public_source_membership	20	20	exclude	Candidate source grouping only; not an exhaustive or context-specific biological regulon and not part of the frozen mechanism bundle.
TRRUST|TRRUST_v2_snapshot_2026-08-25|mouse|mta1	TRRUST	TRRUST_v2_snapshot_2026-08-25	mouse	Mta1	mta1	TRRUST public regulon: Mta1 (mouse)	candidate	public_source_membership	9	9	exclude	Candidate source grouping only; not an exhaustive or context-specific biological regulon and not part of the frozen mechanism bundle.
TRRUST|TRRUST_v2_snapshot_2026-08-25|mouse|mta2	TRRUST	TRRUST_v2_snapshot_2026-08-25	mouse	Mta2	mta2	TRRUST public regulon: Mta2 (mouse)	candidate	public_source_membership	1	1	exclude	Candidate source grouping only; not an exhaustive or context-specific biological regulon and not part of the frozen mechanism bundle.
TRRUST|TRRUST_v2_snapshot_2026-08-25|mouse|mtf1	TRRUST	TRRUST_v2_snapshot_2026-08-25	mouse	Mtf1	mtf1	TRRUST public regulon: Mtf1 (mouse)	candidate	public_source_membership	7	7	exclude	Candidate source grouping only; not an exhaustive or context-specific biological regulon and not part of the frozen mechanism bundle.
TRRUST|TRRUST_v2_snapshot_2026-08-25|mouse|mtf2	TRRUST	TRRUST_v2_snapshot_2026-08-25	mouse	Mtf2	mtf2	TRRUST public regulon: Mtf2 (mouse)	candidate	public_source_membership	2	2	exclude	Candidate source grouping only; not an exhaustive or context-specific biological regulon and not part of the frozen mechanism bundle.
TRRUST|TRRUST_v2_snapshot_2026-08-25|mouse|mxd1	TRRUST	TRRUST_v2_snapshot_2026-08-25	mouse	Mxd1	mxd1	TRRUST public regulon: Mxd1 (mouse)	candidate	public_source_membership	1	1	exclude	Candidate source grouping only; not an exhaustive or context-specific biological regulon and not part of the frozen mechanism bundle.
TRRUST|TRRUST_v2_snapshot_2026-08-25|mouse|mxi1	TRRUST	TRRUST_v2_snapshot_2026-08-25	mouse	Mxi1	mxi1	TRRUST public regulon: Mxi1 (mouse)	candidate	public_source_membership	3	3	exclude	Candidate source grouping only; not an exhaustive or context-specific biological regulon and not part of the frozen mechanism bundle.
TRRUST|TRRUST_v2_snapshot_2026-08-25|mouse|myb	TRRUST	TRRUST_v2_snapshot_2026-08-25	mouse	Myb	myb	TRRUST public regulon: Myb (mouse)	candidate	public_source_membership	18	18	exclude	Candidate source grouping only; not an exhaustive or context-specific biological regulon and not part of the frozen mechanism bundle.
TRRUST|TRRUST_v2_snapshot_2026-08-25|mouse|mybbp1a	TRRUST	TRRUST_v2_snapshot_2026-08-25	mouse	Mybbp1a	mybbp1a	TRRUST public regulon: Mybbp1a (mouse)	candidate	public_source_membership	1	1	exclude	Candidate source grouping only; not an exhaustive or context-specific biological regulon and not part of the frozen mechanism bundle.
TRRUST|TRRUST_v2_snapshot_2026-08-25|mouse|mybl1	TRRUST	TRRUST_v2_snapshot_2026-08-25	mouse	Mybl1	mybl1	TRRUST public regulon: Mybl1 (mouse)	candidate	public_source_membership	1	1	exclude	Candidate source grouping only; not an exhaustive or context-specific biological regulon and not part of the frozen mechanism bundle.
TRRUST|TRRUST_v2_snapshot_2026-08-25|mouse|mybl2	TRRUST	TRRUST_v2_snapshot_2026-08-25	mouse	Mybl2	mybl2	TRRUST public regulon: Mybl2 (mouse)	candidate	public_source_membership	13	13	exclude	Candidate source grouping only; not an exhaustive or context-specific biological regulon and not part of the frozen mechanism bundle.
TRRUST|TRRUST_v2_snapshot_2026-08-25|mouse|myc	TRRUST	TRRUST_v2_snapshot_2026-08-25	mouse	Myc	myc	TRRUST public regulon: Myc (mouse)	candidate	public_source_membership	56	56	exclude	Candidate source grouping only; not an exhaustive or context-specific biological regulon and not part of the frozen mechanism bundle.
TRRUST|TRRUST_v2_snapshot_2026-08-25|mouse|mycn	TRRUST	TRRUST_v2_snapshot_2026-08-25	mouse	Mycn	mycn	TRRUST public regulon: Mycn (mouse)	candidate	public_source_membership	9	9	exclude	Candidate source grouping only; not an exhaustive or context-specific biological regulon and not part of the frozen mechanism bundle.
TRRUST|TRRUST_v2_snapshot_2026-08-25|mouse|myef2	TRRUST	TRRUST_v2_snapshot_2026-08-25	mouse	Myef2	myef2	TRRUST public regulon: Myef2 (mouse)	candidate	public_source_membership	1	1	exclude	Candidate source grouping only; not an exhaustive or context-specific biological regulon and not part of the frozen mechanism bundle.
TRRUST|TRRUST_v2_snapshot_2026-08-25|mouse|myf5	TRRUST	TRRUST_v2_snapshot_2026-08-25	mouse	Myf5	myf5	TRRUST public regulon: Myf5 (mouse)	candidate	public_source_membership	10	10	exclude	Candidate source grouping only; not an exhaustive or context-specific biological regulon and not part of the frozen mechanism bundle.
TRRUST|TRRUST_v2_snapshot_2026-08-25|mouse|myf6	TRRUST	TRRUST_v2_snapshot_2026-08-25	mouse	Myf6	myf6	TRRUST public regulon: Myf6 (mouse)	candidate	public_source_membership	8	8	exclude	Candidate source grouping only; not an exhaustive or context-specific biological regulon and not part of the frozen mechanism bundle.
TRRUST|TRRUST_v2_snapshot_2026-08-25|mouse|myocd	TRRUST	TRRUST_v2_snapshot_2026-08-25	mouse	Myocd	myocd	TRRUST public regulon: Myocd (mouse)	candidate	public_source_membership	4	4	exclude	Candidate source grouping only; not an exhaustive or context-specific biological regulon and not part of the frozen mechanism bundle.
TRRUST|TRRUST_v2_snapshot_2026-08-25|mouse|myod1	TRRUST	TRRUST_v2_snapshot_2026-08-25	mouse	Myod1	myod1	TRRUST public regulon: Myod1 (mouse)	candidate	public_source_membership	56	56	exclude	Candidate source grouping only; not an exhaustive or context-specific biological regulon and not part of the frozen mechanism bundle.
TRRUST|TRRUST_v2_snapshot_2026-08-25|mouse|myog	TRRUST	TRRUST_v2_snapshot_2026-08-25	mouse	Myog	myog	TRRUST public regulon: Myog (mouse)	candidate	public_source_membership	14	14	exclude	Candidate source grouping only; not an exhaustive or context-specific biological regulon and not part of the frozen mechanism bundle.
TRRUST|TRRUST_v2_snapshot_2026-08-25|mouse|mzf1	TRRUST	TRRUST_v2_snapshot_2026-08-25	mouse	Mzf1	mzf1	TRRUST public regulon: Mzf1 (mouse)	candidate	public_source_membership	2	2	exclude	Candidate source grouping only; not an exhaustive or context-specific biological regulon and not part of the frozen mechanism bundle.
TRRUST|TRRUST_v2_snapshot_2026-08-25|mouse|nab1	TRRUST	TRRUST_v2_snapshot_2026-08-25	mouse	Nab1	nab1	TRRUST public regulon: Nab1 (mouse)	candidate	public_source_membership	4	4	exclude	Candidate source grouping only; not an exhaustive or context-specific biological regulon and not part of the frozen mechanism bundle.
TRRUST|TRRUST_v2_snapshot_2026-08-25|mouse|nab2	TRRUST	TRRUST_v2_snapshot_2026-08-25	mouse	Nab2	nab2	TRRUST public regulon: Nab2 (mouse)	candidate	public_source_membership	4	4	exclude	Candidate source grouping only; not an exhaustive or context-specific biological regulon and not part of the frozen mechanism bundle.
TRRUST|TRRUST_v2_snapshot_2026-08-25|mouse|nanog	TRRUST	TRRUST_v2_snapshot_2026-08-25	mouse	Nanog	nanog	TRRUST public regulon: Nanog (mouse)	candidate	public_source_membership	20	20	exclude	Candidate source grouping only; not an exhaustive or context-specific biological regulon and not part of the frozen mechanism bundle.
TRRUST|TRRUST_v2_snapshot_2026-08-25|mouse|ncoa1	TRRUST	TRRUST_v2_snapshot_2026-08-25	mouse	Ncoa1	ncoa1	TRRUST public regulon: Ncoa1 (mouse)	candidate	public_source_membership	12	12	exclude	Candidate source grouping only; not an exhaustive or context-specific biological regulon and not part of the frozen mechanism bundle.
TRRUST|TRRUST_v2_snapshot_2026-08-25|mouse|ncoa2	TRRUST	TRRUST_v2_snapshot_2026-08-25	mouse	Ncoa2	ncoa2	TRRUST public regulon: Ncoa2 (mouse)	candidate	public_source_membership	6	6	exclude	Candidate source grouping only; not an exhaustive or context-specific biological regulon and not part of the frozen mechanism bundle.
TRRUST|TRRUST_v2_snapshot_2026-08-25|mouse|ncoa3	TRRUST	TRRUST_v2_snapshot_2026-08-25	mouse	Ncoa3	ncoa3	TRRUST public regulon: Ncoa3 (mouse)	candidate	public_source_membership	9	9	exclude	Candidate source grouping only; not an exhaustive or context-specific biological regulon and not part of the frozen mechanism bundle.
TRRUST|TRRUST_v2_snapshot_2026-08-25|mouse|ncoa4	TRRUST	TRRUST_v2_snapshot_2026-08-25	mouse	Ncoa4	ncoa4	TRRUST public regulon: Ncoa4 (mouse)	candidate	public_source_membership	1	1	exclude	Candidate source grouping only; not an exhaustive or context-specific biological regulon and not part of the frozen mechanism bundle.
TRRUST|TRRUST_v2_snapshot_2026-08-25|mouse|ncoa5	TRRUST	TRRUST_v2_snapshot_2026-08-25	mouse	Ncoa5	ncoa5	TRRUST public regulon: Ncoa5 (mouse)	candidate	public_source_membership	1	1	exclude	Candidate source grouping only; not an exhaustive or context-specific biological regulon and not part of the frozen mechanism bundle.
TRRUST|TRRUST_v2_snapshot_2026-08-25|mouse|ncoa6	TRRUST	TRRUST_v2_snapshot_2026-08-25	mouse	Ncoa6	ncoa6	TRRUST public regulon: Ncoa6 (mouse)	candidate	public_source_membership	2	2	exclude	Candidate source grouping only; not an exhaustive or context-specific biological regulon and not part of the frozen mechanism bundle.
TRRUST|TRRUST_v2_snapshot_2026-08-25|mouse|ncor1	TRRUST	TRRUST_v2_snapshot_2026-08-25	mouse	Ncor1	ncor1	TRRUST public regulon: Ncor1 (mouse)	candidate	public_source_membership	5	5	exclude	Candidate source grouping only; not an exhaustive or context-specific biological regulon and not part of the frozen mechanism bundle.
TRRUST|TRRUST_v2_snapshot_2026-08-25|mouse|ncor2	TRRUST	TRRUST_v2_snapshot_2026-08-25	mouse	Ncor2	ncor2	TRRUST public regulon: Ncor2 (mouse)	candidate	public_source_membership	5	5	exclude	Candidate source grouping only; not an exhaustive or context-specific biological regulon and not part of the frozen mechanism bundle.
TRRUST|TRRUST_v2_snapshot_2026-08-25|mouse|ndn	TRRUST	TRRUST_v2_snapshot_2026-08-25	mouse	Ndn	ndn	TRRUST public regulon: Ndn (mouse)	candidate	public_source_membership	4	4	exclude	Candidate source grouping only; not an exhaustive or context-specific biological regulon and not part of the frozen mechanism bundle.
TRRUST|TRRUST_v2_snapshot_2026-08-25|mouse|neurod1	TRRUST	TRRUST_v2_snapshot_2026-08-25	mouse	Neurod1	neurod1	TRRUST public regulon: Neurod1 (mouse)	candidate	public_source_membership	11	11	exclude	Candidate source grouping only; not an exhaustive or context-specific biological regulon and not part of the frozen mechanism bundle.
TRRUST|TRRUST_v2_snapshot_2026-08-25|mouse|neurod6	TRRUST	TRRUST_v2_snapshot_2026-08-25	mouse	Neurod6	neurod6	TRRUST public regulon: Neurod6 (mouse)	candidate	public_source_membership	2	2	exclude	Candidate source grouping only; not an exhaustive or context-specific biological regulon and not part of the frozen mechanism bundle.
TRRUST|TRRUST_v2_snapshot_2026-08-25|mouse|neurog1	TRRUST	TRRUST_v2_snapshot_2026-08-25	mouse	Neurog1	neurog1	TRRUST public regulon: Neurog1 (mouse)	candidate	public_source_membership	2	2	exclude	Candidate source grouping only; not an exhaustive or context-specific biological regulon and not part of the frozen mechanism bundle.
TRRUST|TRRUST_v2_snapshot_2026-08-25|mouse|neurog2	TRRUST	TRRUST_v2_snapshot_2026-08-25	mouse	Neurog2	neurog2	TRRUST public regulon: Neurog2 (mouse)	candidate	public_source_membership	6	6	exclude	Candidate source grouping only; not an exhaustive or context-specific biological regulon and not part of the frozen mechanism bundle.
TRRUST|TRRUST_v2_snapshot_2026-08-25|mouse|neurog3	TRRUST	TRRUST_v2_snapshot_2026-08-25	mouse	Neurog3	neurog3	TRRUST public regulon: Neurog3 (mouse)	candidate	public_source_membership	6	6	exclude	Candidate source grouping only; not an exhaustive or context-specific biological regulon and not part of the frozen mechanism bundle.
TRRUST|TRRUST_v2_snapshot_2026-08-25|mouse|nf1	TRRUST	TRRUST_v2_snapshot_2026-08-25	mouse	Nf1	nf1	TRRUST public regulon: Nf1 (mouse)	candidate	public_source_membership	3	3	exclude	Candidate source grouping only; not an exhaustive or context-specific biological regulon and not part of the frozen mechanism bundle.
TRRUST|TRRUST_v2_snapshot_2026-08-25|mouse|nfat5	TRRUST	TRRUST_v2_snapshot_2026-08-25	mouse	Nfat5	nfat5	TRRUST public regulon: Nfat5 (mouse)	candidate	public_source_membership	4	4	exclude	Candidate source grouping only; not an exhaustive or context-specific biological regulon and not part of the frozen mechanism bundle.
TRRUST|TRRUST_v2_snapshot_2026-08-25|mouse|nfatc1	TRRUST	TRRUST_v2_snapshot_2026-08-25	mouse	Nfatc1	nfatc1	TRRUST public regulon: Nfatc1 (mouse)	candidate	public_source_membership	15	15	exclude	Candidate source grouping only; not an exhaustive or context-specific biological regulon and not part of the frozen mechanism bundle.
TRRUST|TRRUST_v2_snapshot_2026-08-25|mouse|nfatc2	TRRUST	TRRUST_v2_snapshot_2026-08-25	mouse	Nfatc2	nfatc2	TRRUST public regulon: Nfatc2 (mouse)	candidate	public_source_membership	23	23	exclude	Candidate source grouping only; not an exhaustive or context-specific biological regulon and not part of the frozen mechanism bundle.
TRRUST|TRRUST_v2_snapshot_2026-08-25|mouse|nfatc2ip	TRRUST	TRRUST_v2_snapshot_2026-08-25	mouse	Nfatc2ip	nfatc2ip	TRRUST public regulon: Nfatc2ip (mouse)	candidate	public_source_membership	1	1	exclude	Candidate source grouping only; not an exhaustive or context-specific biological regulon and not part of the frozen mechanism bundle.
TRRUST|TRRUST_v2_snapshot_2026-08-25|mouse|nfatc3	TRRUST	TRRUST_v2_snapshot_2026-08-25	mouse	Nfatc3	nfatc3	TRRUST public regulon: Nfatc3 (mouse)	candidate	public_source_membership	3	3	exclude	Candidate source grouping only; not an exhaustive or context-specific biological regulon and not part of the frozen mechanism bundle.
TRRUST|TRRUST_v2_snapshot_2026-08-25|mouse|nfatc4	TRRUST	TRRUST_v2_snapshot_2026-08-25	mouse	Nfatc4	nfatc4	TRRUST public regulon: Nfatc4 (mouse)	candidate	public_source_membership	4	4	exclude	Candidate source grouping only; not an exhaustive or context-specific biological regulon and not part of the frozen mechanism bundle.
TRRUST|TRRUST_v2_snapshot_2026-08-25|mouse|nfe2	TRRUST	TRRUST_v2_snapshot_2026-08-25	mouse	Nfe2	nfe2	TRRUST public regulon: Nfe2 (mouse)	candidate	public_source_membership	11	11	exclude	Candidate source grouping only; not an exhaustive or context-specific biological regulon and not part of the frozen mechanism bundle.
TRRUST|TRRUST_v2_snapshot_2026-08-25|mouse|nfe2l2	TRRUST	TRRUST_v2_snapshot_2026-08-25	mouse	Nfe2l2	nfe2l2	TRRUST public regulon: Nfe2l2 (mouse)	candidate	public_source_membership	62	62	exclude	Candidate source grouping only; not an exhaustive or context-specific biological regulon and not part of the frozen mechanism bundle.
TRRUST|TRRUST_v2_snapshot_2026-08-25|mouse|nfe2l3	TRRUST	TRRUST_v2_snapshot_2026-08-25	mouse	Nfe2l3	nfe2l3	TRRUST public regulon: Nfe2l3 (mouse)	candidate	public_source_membership	1	1	exclude	Candidate source grouping only; not an exhaustive or context-specific biological regulon and not part of the frozen mechanism bundle.
TRRUST|TRRUST_v2_snapshot_2026-08-25|mouse|nfia	TRRUST	TRRUST_v2_snapshot_2026-08-25	mouse	Nfia	nfia	TRRUST public regulon: Nfia (mouse)	candidate	public_source_membership	6	6	exclude	Candidate source grouping only; not an exhaustive or context-specific biological regulon and not part of the frozen mechanism bundle.
TRRUST|TRRUST_v2_snapshot_2026-08-25|mouse|nfib	TRRUST	TRRUST_v2_snapshot_2026-08-25	mouse	Nfib	nfib	TRRUST public regulon: Nfib (mouse)	candidate	public_source_membership	2	2	exclude	Candidate source grouping only; not an exhaustive or context-specific biological regulon and not part of the frozen mechanism bundle.
TRRUST|TRRUST_v2_snapshot_2026-08-25|mouse|nfic	TRRUST	TRRUST_v2_snapshot_2026-08-25	mouse	Nfic	nfic	TRRUST public regulon: Nfic (mouse)	candidate	public_source_membership	13	13	exclude	Candidate source grouping only; not an exhaustive or context-specific biological regulon and not part of the frozen mechanism bundle.
TRRUST|TRRUST_v2_snapshot_2026-08-25|mouse|nfil3	TRRUST	TRRUST_v2_snapshot_2026-08-25	mouse	Nfil3	nfil3	TRRUST public regulon: Nfil3 (mouse)	candidate	public_source_membership	11	11	exclude	Candidate source grouping only; not an exhaustive or context-specific biological regulon and not part of the frozen mechanism bundle.
TRRUST|TRRUST_v2_snapshot_2026-08-25|mouse|nfix	TRRUST	TRRUST_v2_snapshot_2026-08-25	mouse	Nfix	nfix	TRRUST public regulon: Nfix (mouse)	candidate	public_source_membership	2	2	exclude	Candidate source grouping only; not an exhaustive or context-specific biological regulon and not part of the frozen mechanism bundle.
TRRUST|TRRUST_v2_snapshot_2026-08-25|mouse|nfkb1	TRRUST	TRRUST_v2_snapshot_2026-08-25	mouse	Nfkb1	nfkb1	TRRUST public regulon: Nfkb1 (mouse)	candidate	public_source_membership	243	243	exclude	Candidate source grouping only; not an exhaustive or context-specific biological regulon and not part of the frozen mechanism bundle.
TRRUST|TRRUST_v2_snapshot_2026-08-25|mouse|nfkb2	TRRUST	TRRUST_v2_snapshot_2026-08-25	mouse	Nfkb2	nfkb2	TRRUST public regulon: Nfkb2 (mouse)	candidate	public_source_membership	13	13	exclude	Candidate source grouping only; not an exhaustive or context-specific biological regulon and not part of the frozen mechanism bundle.
TRRUST|TRRUST_v2_snapshot_2026-08-25|mouse|nfkbia	TRRUST	TRRUST_v2_snapshot_2026-08-25	mouse	Nfkbia	nfkbia	TRRUST public regulon: Nfkbia (mouse)	candidate	public_source_membership	2	2	exclude	Candidate source grouping only; not an exhaustive or context-specific biological regulon and not part of the frozen mechanism bundle.
TRRUST|TRRUST_v2_snapshot_2026-08-25|mouse|nfkbiz	TRRUST	TRRUST_v2_snapshot_2026-08-25	mouse	Nfkbiz	nfkbiz	TRRUST public regulon: Nfkbiz (mouse)	candidate	public_source_membership	2	2	exclude	Candidate source grouping only; not an exhaustive or context-specific biological regulon and not part of the frozen mechanism bundle.
TRRUST|TRRUST_v2_snapshot_2026-08-25|mouse|nfya	TRRUST	TRRUST_v2_snapshot_2026-08-25	mouse	Nfya	nfya	TRRUST public regulon: Nfya (mouse)	candidate	public_source_membership	15	15	exclude	Candidate source grouping only; not an exhaustive or context-specific biological regulon and not part of the frozen mechanism bundle.
TRRUST|TRRUST_v2_snapshot_2026-08-25|mouse|nfyb	TRRUST	TRRUST_v2_snapshot_2026-08-25	mouse	Nfyb	nfyb	TRRUST public regulon: Nfyb (mouse)	candidate	public_source_membership	4	4	exclude	Candidate source grouping only; not an exhaustive or context-specific biological regulon and not part of the frozen mechanism bundle.
TRRUST|TRRUST_v2_snapshot_2026-08-25|mouse|nfyc	TRRUST	TRRUST_v2_snapshot_2026-08-25	mouse	Nfyc	nfyc	TRRUST public regulon: Nfyc (mouse)	candidate	public_source_membership	3	3	exclude	Candidate source grouping only; not an exhaustive or context-specific biological regulon and not part of the frozen mechanism bundle.
