edge_id	source_entity	relation_type	target_entity	pathway_name	effect_polarity	directionality	upstream_feature_context	receptor_or_adhesion_context	cell_type_context	compartment_context	species_context	injury_context	evidence_layer	evidence_status	context_scope	confidence_tier	export_priority	curator_decision
M23A-E1094	ICAM5/telencephalin	modulates	filopodia-to-spine transition and synapse maturation	ICAM5-alpha5beta1 neuronal function	modulating	directed	ICAM5 ectodomain and beta1-integrin trans-adhesion at nascent synapses	ITGA5:ITGB1-dependent neuronal adhesion and morphology	mouse hippocampal neurons and beta1-integrin/ICAM5 genetic or antibody perturbation models	synaptic membrane, cytoskeleton, and dendritic spine compartment	mouse	non-SCI neuronal comparator	downstream_pathway_or_cellular_function	reviewed_first_pass	ICAM5 or beta1-integrin perturbation altered spine morphology, synaptic contacts, and maturation; no terminal TF is assigned	medium-high	P2	RETAIN_AS_FUNCTIONAL_OUTPUT_NOT_TF
M23A-E1095	ISG15 (extracellular form)	binds	ITGAL:ITGB2 (alphaLbeta2/LFA-1)	ISG15-LFA-1 receptor recognition	engagement	directed	Extracellular ISG15 C-terminal ubiquitin-like-domain determinants	ITGAL:ITGB2 assembled LFA-1; ISG15 binds the ITGAL/CD11a alpha-I domain	Human NK-92 and peripheral blood lymphocyte systems; mouse CD11a-deficient splenocytes; recombinant protein assays	cell surface and immune synapse compartment	human; mouse comparator	non-SCI innate-immune comparator	ligand_receptor_binding	reviewed_first_pass	Direct ISG15 binding to the CD11a alpha-I domain and LFA-1 blockade/deficiency establish the assembled alphaLbeta2 receptor; free ITGB2 is not asserted	 high	P1	RETAIN_AS_LFA1_COMPLEX_NOT_FREE_ITGB2
M23A-E1096	ISG15 (extracellular form)	activates	LFA-1-Src-family-kinase outside-in relay	ISG15-LFA-1-SFK cytokine relay	activating	directed	Extracellular ISG15 engagement of LFA-1	ITGAL:ITGB2 outside-in signaling with LYN/HCK/FGR readouts	Human NK-92 cells and primary human PBMCs; mouse CD11a-deficient splenocyte comparator	cell surface-to-cytoplasmic signaling compartment	human; mouse comparator	non-SCI innate-immune comparator	receptor_proximal_relay	reviewed_first_pass	ISG15 stimulated Src-family kinases and SFK inhibition blocked downstream cytokine secretion, supporting an LFA-1 outside-in relay	 high	P1	RETAIN_AS_LFA1_RECEPTOR_PROXIMAL_RELAY
M23A-E1097	ISG15 (extracellular form)	promotes	IFN-gamma and IL-10 secretion	ISG15-LFA-1 cytokine function	promoting	directed	Extracellular ISG15 stimulation of NK/T-cell systems	LFA-1-dependent cytokine secretion	Human NK-92 cells and PBMCs; mouse CD11a-deficient splenocytes	immune-cell surface, cytoplasmic, and cytokine-output compartments	human; mouse comparator	non-SCI innate-immune comparator	downstream_pathway_or_cellular_function	reviewed_first_pass	ISG15-LFA-1 engagement promoted IFN-gamma and IL-10 secretion in the cited immune models; no terminal TF is assigned	medium-high	P2	RETAIN_AS_FUNCTIONAL_OUTPUT_NOT_TF
M23A-E1098	JAM3/JAM-C (cell-surface form)	binds	ITGAM:ITGB2 (alphaMbeta2/Mac-1)	JAM3-Mac-1 platelet-leukocyte adhesion recognition	engagement	directed	Platelet JAM3 ectodomain in trans-cellular contact	ITGAM:ITGB2 assembled Mac-1; purified Mac-1 and I-domain evidence	human platelets, neutrophils, myelo-monocytic cells, K562 integrin transfectants, and purified proteins	trans-cellular vascular adhesion interface	human	non-SCI thromboinflammatory comparator	ligand_receptor_binding	reviewed_first_pass	Purified-protein binding, heterodimeric integrin transfectants, dose dependence, and blocking antibodies support direct JAM3-Mac-1 binding	 high	P1	RETAIN_AS_MAC1_COMPLEX_NOT_FREE_SUBUNITS
M23A-E1099	JAM3/JAM-C (cell-surface form)	promotes	platelet-leukocyte adhesion	JAM3-Mac-1 vascular adhesion function	promoting	directed	Platelet JAM3 presentation during vascular contact	Mac-1-dependent platelet-neutrophil adhesion and interaction	human platelets and neutrophils; myelo-monocytic adhesion models	vascular cell-cell adhesion compartment	human	non-SCI thromboinflammatory comparator	downstream_pathway_or_cellular_function	reviewed_first_pass	JAM3 or anti-JAM3 blockade inhibited Mac-1-dependent platelet-leukocyte adhesion; no intracellular kinase relay was demonstrated	medium-high	P2	RETAIN_AS_FUNCTIONAL_OUTPUT_NO_KINASE_ASSIGNMENT
M23A-E1100	Laminin-332 (LAMA3/LAMB3/LAMC2)	binds	ITGA3:ITGB1 (alpha3beta1)	laminin-332-alpha3beta1 basement-membrane recognition	engagement	directed	Laminin-332 alpha3-chain LG3 region within the assembled laminin isoform	ITGA3:ITGB1 assembled alpha3beta1 integrin	recombinant laminin-5/LG3 systems and human placenta-purified alpha3beta1; keratinocyte adhesion models	extracellular matrix and cell-surface adhesion compartment	human; mammalian recombinant comparator	non-SCI epithelial/wound-healing comparator	ligand_receptor_binding	reviewed_first_pass	Purified alpha3beta1 bound laminin-5/laminin-332, and recombinant alpha3 LG3 supported alpha3beta1-dependent adhesion and migration	 high	P1	RETAIN_AS_LAMININ332_ALPHA3BETA1_COMPLEX
M23A-E1101	Laminin-332 (LAMA3/LAMB3/LAMC2)	activates	alpha3beta1-FAK/Src-Rac1 relay	laminin-332-alpha3beta1 focal-adhesion signaling	activating	directed	Laminin-332 matrix engagement through the alpha3-chain LG region	ITGA3:ITGB1 with FAK Y397/Y861/Y925, Src, and Rac1 readouts	human keratinocytes and laminin-5 adhesion/migration models	cell-surface-to-cytoplasmic focal-adhesion compartment	human	non-SCI epithelial/wound-healing comparator	receptor_proximal_relay	reviewed_first_pass	Alpha3beta1 engagement on laminin-5 required FAK autophosphorylation, Src-dependent FAK phosphorylation, and Rac1 activation; kinase inhibition disrupted polarized spreading	 high	P1	RETAIN_AS_ALPHA3BETA1_FAK_SRC_RELAY
M23A-E1102	Laminin-332 (LAMA3/LAMB3/LAMC2)	promotes	keratinocyte polarization, migration, and survival	laminin-332-alpha3beta1 epithelial function	promoting	directed	Laminin-332 matrix presentation during epithelial repair	ITGA3:ITGB1-dependent focal-adhesion and MEK/ERK outputs	human keratinocytes and mouse alpha3-integrin knockout-derived keratinocytes	basement membrane, cytoskeleton, and epithelial repair compartment	human; mouse comparator	non-SCI epithelial/wound-healing comparator	downstream_pathway_or_cellular_function	reviewed_first_pass	Laminin-5-alpha3beta1 signaling supported polarized keratinocyte migration and protected keratinocytes from apoptosis through FAK/ERK-associated outputs; no terminal TF is assigned	medium-high	P2	RETAIN_AS_FUNCTIONAL_OUTPUT_NOT_TF
M23A-E1103	LGALS3/galectin-3 (extracellular lectin)	binds	ITGA3:ITGB1 (alpha3beta1) glycan-associated complex	galectin-3-alpha3beta1 glycan recognition	engagement	directed	Extracellular galectin-3 carbohydrate-recognition domain and MGAT5-modified N-glycans	ITGA3:ITGB1 assembled alpha3beta1 integrin; glycan-dependent interaction	human corneal and skin epithelial cells; recombinant galectin-3 and cell-lysate affinity systems	cell surface and epithelial adhesion compartment	human; mouse wound comparator	non-SCI epithelial/wound-healing comparator	ligand_receptor_binding	reviewed_first_pass	Galectin-3 affinity chromatography and alpha3-integrin blockade identify glycosylated assembled alpha3beta1 as the major binding partner	medium-high	P1	RETAIN_AS_GLYCAN_RESOLVED_ALPHA3BETA1_COMPLEX
M23A-E1104	LGALS3/galectin-3 (extracellular lectin)	activates	alpha3beta1-FAK-Rac1 relay	galectin-3-alpha3beta1 lamellipodia relay	activating	directed	Galectin-3 cross-linking of MGAT5-modified alpha3beta1 N-glycans	ITGA3:ITGB1 with FAK Y397 and Rac1 readouts	human corneal and skin epithelial cells	cell-surface-to-cytoplasmic focal-adhesion compartment	human	non-SCI epithelial/wound-healing comparator	receptor_proximal_relay	reviewed_first_pass	Exogenous galectin-3 activated FAK and Rac1, and MGAT5/glycan perturbation reduced the alpha3beta1-dependent lamellipodia response	medium-high	P1	RETAIN_AS_GLYCAN_DEPENDENT_ALPHA3BETA1_RELAY
M23A-E1105	LGALS3/galectin-3 (extracellular lectin)	promotes	lamellipodia formation and epithelial migration	galectin-3-alpha3beta1 epithelial function	promoting	directed	Extracellular galectin-3 during corneal/epithelial wound repair	ITGA3:ITGB1 glycan-dependent motility pathway	human corneal and skin epithelial cells; mouse corneal wound comparator	cell surface, cytoskeleton, and epithelial wound-repair compartment	human; mouse comparator	non-SCI epithelial/wound-healing comparator	downstream_pathway_or_cellular_function	reviewed_first_pass	Galectin-3 promoted alpha3beta1-dependent lamellipodia formation, cell scattering, migration, and corneal re-epithelialization outputs	medium-high	P2	RETAIN_AS_FUNCTIONAL_OUTPUT_NOT_TF
M23A-E1106	MFGE8/lactadherin	binds	ITGA8:ITGB1 (alpha8beta1)	MFGE8-alpha8beta1 gastrointestinal smooth-muscle recognition	engagement	directed	Secreted MFGE8 RGD motif	ITGA8:ITGB1 assembled alpha8beta1 integrin; purified alpha8/alpha8beta1 binding systems	mouse gastric antral smooth muscle and human gastric smooth-muscle comparator; recombinant MFGE8	cell surface and smooth-muscle adhesion compartment	mouse; human comparator	non-SCI gastrointestinal comparator	ligand_receptor_binding	reviewed_first_pass	Solid-phase binding and integrin-blockade studies identify MFGE8 as a direct ligand for assembled alpha8beta1	medium-high	P1	RETAIN_AS_MFGE8_ALPHA8BETA1_COMPLEX
M23A-E1107	MFGE8/lactadherin	activates	alpha8beta1-PTEN-RhoA relay	MFGE8-alpha8beta1 smooth-muscle signaling	inhibitory	directed	MFGE8 ligation of alpha8beta1	ITGA8:ITGB1 with PTEN and RhoA activity readouts	mouse gastric antral smooth muscle and human gastric smooth-muscle comparator	cell-surface-to-cytoplasmic smooth-muscle signaling compartment	mouse; human comparator	non-SCI gastrointestinal comparator	receptor_proximal_relay	reviewed_first_pass	MFGE8-alpha8beta1 ligation increased PTEN activity and prevented RhoA activation in the cited smooth-muscle models	medium-high	P1	RETAIN_AS_ALPHA8BETA1_PTEN_RHOA_RELAY
M23A-E1108	MFGE8/lactadherin	modulates	gastrointestinal smooth-muscle contraction and nutrient absorption	MFGE8-alpha8beta1 gastrointestinal function	inhibitory	directed	Secreted MFGE8 in gastric antral smooth muscle	ITGA8:ITGB1-dependent PTEN/RhoA contractility pathway	mouse smooth-muscle-specific alpha8 deletion and MFGE8 perturbation models	gastrointestinal smooth-muscle and nutrient-absorption compartment	mouse	non-SCI gastrointestinal comparator	downstream_pathway_or_cellular_function	reviewed_first_pass	MFGE8-alpha8beta1 signaling reduced antral contractile force and altered gastric emptying, intestinal transit, and nutrient absorption	medium-high	P2	RETAIN_AS_FUNCTIONAL_OUTPUT_NOT_TF
M23A-E1109	MFGE8/lactadherin	binds	ITGAV:ITGB5 (alphaVbeta5)	MFGE8-alphaVbeta5 apoptotic-cell recognition	engagement	directed	Secreted MFGE8 RGD motif, often bridging phosphatidylserine-presenting targets	ITGAV:ITGB5 assembled alphaVbeta5 integrin	primary immature dendritic cells, DC2.4 cells, and recombinant/heterodimeric integrin systems	cell surface and phagocytic synapse compartment	mouse; human comparator	non-SCI efferocytosis comparator	ligand_receptor_binding	reviewed_first_pass	RGD-dependent MFGE8-alphaVbeta5 ligand/receptor evidence was supported by heterodimer expression, RGD mutagenesis, and receptor-linked phagocytosis assays	medium-high	P1	RETAIN_AS_MFGE8_ALPHAVBETA5_COMPLEX
M23A-E1110	MFGE8/lactadherin	activates	alphaVbeta5-DOCK180-Rac1 relay	MFGE8-alphaVbeta5 efferocytic signaling	activating	directed	MFGE8 bridging phosphatidylserine on apoptotic targets	ITGAV:ITGB5 with Crk-DOCK180-Rac1 readouts	primary immature dendritic cells and DC2.4 phagocytic cells	cell-surface-to-cytoplasmic phagocytic signaling compartment	mouse	non-SCI efferocytosis comparator	receptor_proximal_relay	reviewed_first_pass	MFGE8-alphaVbeta5 engagement potentiated Rac1 activation through DOCK180, and antisense DOCK180 impaired the response	medium-high	P1	RETAIN_AS_ALPHAVBETA5_DOCK180_RAC1_RELAY
M23A-E1111	MFGE8/lactadherin	promotes	phagocytosis of apoptotic cells and retinal outer segments	MFGE8-alphaVbeta5 phagocytic function	promoting	directed	MFGE8-opsonized phosphatidylserine targets or photoreceptor outer segments	ITGAV:ITGB5-dependent phagocytic uptake and MerTK-associated output	mouse dendritic cells, retinal pigment epithelium, and mouse retinal genetic models	phagocytic synapse and retinal outer-segment clearance compartment	mouse	non-SCI efferocytosis/retinal comparator	downstream_pathway_or_cellular_function	reviewed_first_pass	MFGE8 supported alphaVbeta5-dependent apoptotic-cell uptake and diurnal retinal outer-segment phagocytosis	medium-high	P2	RETAIN_AS_FUNCTIONAL_OUTPUT_NOT_TF
M23A-E1112	MMP9 hemopexin domain / MMP9-PEX	binds	LRP1	MMP9-PEX-LRP1 Schwann-cell injury recognition	engagement	directed	MMP9 C-terminal hemopexin domain (PEX; aa514-704)	LRP1 ligand-binding receptor on injured Schwann cells	primary Schwann cells and crush-injured rat sciatic nerves; recombinant MMP9-PEX systems	extracellular and cell-surface injury-response compartment	human; rat comparator	PNS nerve-injury comparator	ligand_receptor_binding	reviewed_first_pass	MMP9-PEX binding to LRP1 was supported by receptor-associated protein blockade, LRP1 silencing, domain-specific antibody, and isolated-domain activity	 high	P1	RETAIN_AS_PROCESSED_MMP9_DOMAIN_LRP1_EDGE
M23A-E1113	MMP9 hemopexin domain / MMP9-PEX	activates	LRP1-ERK1/2-Akt relay	MMP9-PEX-LRP1 Schwann-cell signaling	activating	directed	MMP9-PEX engagement after nerve injury	LRP1-dependent ERK1/2 and Akt signaling in Schwann cells	primary Schwann cells and crush-injured rat sciatic nerves	cell-surface-to-cytoplasmic injury-response compartment	human; rat comparator	PNS nerve-injury comparator	receptor_proximal_relay	reviewed_first_pass	MMP9-PEX activated ERK1/2 and Akt through an LRP1-dependent pathway; RAP or LRP1 gene silencing blocked the response	 high	P1	RETAIN_AS_MMP9_LRP1_RECEPTOR_RELAY
M23A-E1114	MMP9 hemopexin domain / MMP9-PEX	promotes	Schwann-cell migration and injury-response physiology	MMP9-PEX-LRP1 Schwann-cell function	promoting	directed	MMP9-PEX after sciatic-nerve crush injury	LRP1-dependent ERK1/2-Akt migration pathway	primary Schwann-cell cultures and crush-injured rat sciatic nerves	peripheral nerve repair and Schwann-cell migration compartment	human; rat comparator	PNS nerve-injury comparator	downstream_pathway_or_cellular_function	reviewed_first_pass	MMP9-PEX promoted Schwann-cell migration and injury-nerve signaling in LRP1-dependent assays; no terminal TF is assigned	medium-high	P2	RETAIN_AS_FUNCTIONAL_OUTPUT_NOT_TF
M23A-E1115	MMRN2	binds	CD93	MMRN2-CD93 group-14 CTLD matrix adhesion	engagement	directed	MMRN2 endothelial ECM	CD93 C-type lectin domain	HUVEC lysates; recombinant MMRN2 fragments; HEK293T CTLD constructs	cell surface and endothelial ECM compartment	human; recombinant	non-SCI vascular comparator	ligand_receptor_binding	reviewed_supported	Primary far-western, co-immunoprecipitation, fragment-binding, and CTLD-mutant assays support direct MMRN2-CD93 binding; no SCI transfer	high	P1	RETAIN_AS_GROUP14_CTLD_MMRN2_EDGE
M23A-E1116	MMRN2	binds	CD248	MMRN2-CD248 endothelial-pericyte interface	engagement	directed	MMRN2 endothelial ECM	CD248 C-type lectin domain	HUVEC and HEK293T systems; human pancreatic cancer interface sections	cell surface, endothelial ECM, and perivascular interface	human; mouse comparator	non-SCI vascular/pericyte comparator	ligand_receptor_binding	reviewed_supported	Primary CD248-CTLD chimera, ECD-Fc far-western, pull-down, staining, and sandwich-ELISA assays support direct MMRN2-CD248 binding; no SCI transfer	high	P1	RETAIN_AS_GROUP14_CTLD_MMRN2_EDGE
M23A-E1117	SLIT2 C-terminal LG domain	binds	glycosylated DAG1/dystroglycan	SLIT2-DAG1 basement-membrane guidance scaffold	engagement	directed	SLIT2 C-terminal laminin-G domain	glycosylated DAG1/dystroglycan	developing mouse spinal cord; COS7 and biochemical binding systems	basement membrane and floor-plate compartment	mouse; recombinant	developmental neural comparator	ligand_receptor_binding	reviewed_supported	Primary biochemical assays resolve direct binding of the SLIT2 C-terminal LG domain to glycosylated dystroglycan; LRR-Robo binding is a separate SLIT2 module	high	P1	RETAIN_AS_GLYCOSYLATION_AND_DOMAIN_SPECIFIC_EDGE
M23A-E1118	glycosylated DAG1/dystroglycan	organizes	SLIT2 localization at basement membrane and floor plate	SLIT2-DAG1 basement-membrane guidance scaffold	organizing	directed	glycosylated DAG1-dependent extracellular scaffold	SLIT2 C-terminal LG domain	developing mouse spinal cord and B3gnt1/ISPD mutant embryos	basement membrane and floor-plate compartment	mouse	developmental neural comparator	receptor_proximal_relay	reviewed_supported	Dystroglycan glycosylation mutants lose AP-Robo-detectable endogenous Slit localization at floor plate and ventrolateral funiculus, supporting an extracellular localization relay	high	P1	RETAIN_AS_EXTRACELLULAR_LOCALIZATION_RELAY
M23A-E1119	SLIT2-DAG1 interaction	supports	commissural axon guidance	SLIT2-DAG1 basement-membrane guidance scaffold	promoting	directed	SLIT2 localization organized by glycosylated DAG1	glycosylated DAG1/dystroglycan	developing mouse spinal cord and commissural axon tracts	floor plate, basement membrane, and ventrolateral funiculus	mouse	developmental neural comparator	downstream_pathway_or_cellular_function	reviewed_supported	Primary B3gnt1, ISPD, and dystroglycan mutant phenotypes connect loss of the glycosylated DAG1-SLIT2 localization mechanism to commissural axon-guidance defects; no traumatic SCI transfer	high	P2	RETAIN_AS_DEVELOPMENTAL_GUIDANCE_FUNCTION
M23A-E1120	DCN/decorin	binds/activates	EGFR	decorin-EGFR receptor-tyrosine-kinase modulation	engagement/relay	directed	soluble decorin core protein	EGFR	A431 squamous-carcinoma cells; purified receptor systems	cell surface and cytoplasmic signaling compartment	human; recombinant	non-SCI epithelial/tumor comparator	binding_or_activation	reviewed_supported	review-led exact primary comparator; no SCI transfer	high	P1	RETAIN_AS_DECORIN_EGFR_EXACT_EDGE
M23A-E1121	DCN/decorin	promotes	SCI scar and axon-growth function	decorin SCI anti-scarring and axon-growth function	promoting	directed	intralesional recombinant human decorin	not asserted; function-only intervention	adult rat spinal cord; meningeal fibroblast co-culture; adult sensory-neuron microtransplants	SCI lesion and scar extracellular-matrix compartment	rat; recombinant human	acute adult rat spinal-cord stab injury	downstream_pathway_or_cellular_function	reviewed_supported	SCI primary intervention; no decorin receptor relay asserted	high	P2	RETAIN_AS_SCI_FUNCTION_ONLY_DECORIN_EDGE
M23A-E1122	BGN/biglycan	binds	CD14	biglycan-CD14/TLR2/TLR4 inflammatory signaling	engagement	directed	soluble or released intact biglycan protein core with GAG chains	CD14 macrophage co-receptor	primary macrophage systems and recombinant biglycan	cell surface inflammatory-receptor compartment	mouse; human comparator; recombinant	non-SCI inflammatory comparator	ligand_receptor_binding	reviewed_supported	review-led exact primary comparator; soluble intact biglycan and CD14 context required	high	P1	RETAIN_AS_BIGLYCAN_CD14_BINDING_EDGE
M23A-E1123	BGN/biglycan	activates	TLR2/TLR4-MyD88-p38/ERK/NF-kappaB relay	biglycan-CD14/TLR2/TLR4 inflammatory signaling	activating	directed	soluble or released intact biglycan	TLR2/TLR4, with CD14 co-receptor context	primary murine peritoneal macrophages and receptor-deficient macrophage systems	cell surface to cytoplasmic inflammatory-signaling compartment	mouse; human comparator; recombinant	non-SCI inflammatory comparator	receptor_proximal_relay	reviewed_supported	review-led primary receptor-dependence and kinase/adaptor relay; no SCI transfer	high	P1	RETAIN_AS_BIGLYCAN_TLR_RELAY_EDGE
M23A-E1124	BGN/biglycan	activates	TLR2/TLR4-P2X4/P2X7-NLRP3/ASC-caspase-1 relay	biglycan inflammasome receptor cooperativity	activating	directed	soluble intact biglycan	TLR2/TLR4 with P2X4/P2X7 receptor cooperativity	primary murine macrophages and sterile-inflammation comparator models	cell surface to cytoplasmic inflammasome compartment	mouse; recombinant	non-SCI inflammatory comparator	receptor_proximal_relay	reviewed_supported	Primary inflammasome study supports receptor cooperativity and caspase-1 activation; no SCI transfer	high	P1	RETAIN_AS_BIGLYCAN_INFLAMMASOME_RELAY_EDGE
M23A-E1125	BGN/biglycan	promotes	macrophage cytokine/chemokine and IL-1beta inflammatory output	biglycan-CD14/TLR2/TLR4 inflammatory signaling	promoting	directed	TLR2/TLR4 and NLRP3/ASC signaling induced by soluble intact biglycan	macrophage innate-immune receptor system	primary macrophages and dendritic cells; renal and sepsis comparator models	extracellular inflammatory-response compartment	mouse; human comparator; recombinant	non-SCI inflammatory comparator	downstream_pathway_or_cellular_function	reviewed_supported	Cytokine, chemokine, and mature IL-1beta output is supported; no terminal TF or SCI transfer	high	P2	RETAIN_AS_BIGLYCAN_FUNCTIONAL_OUTPUT_NOT_TF
M23A-E1126	TNC/tenascin-C FBG domain	binds	TLR4	TNC FBG-TLR4 sterile inflammatory signaling	engagement	directed	FBG domain of injury-induced tenascin-C	TLR4	THP1 NF-kappaB reporter; primary human macrophages; recombinant receptor-binding systems	extracellular and cell-surface innate-immune signaling compartment	human; recombinant	non-SCI sterile-inflammation comparator	ligand_receptor_binding	reviewed_supported	review-led exact FBG-domain/TLR4 comparator; no traumatic SCI transfer	high	P1	RETAIN_AS_TNC_FBG_TLR4_DIRECT_EDGE
M23A-E1127	TNC/tenascin-C FBG domain	activates	TLR4-NF-kappaB/MAPK relay	TNC FBG-TLR4 sterile inflammatory signaling	activating	directed	FBG-domain engagement by tenascin-C	TLR4-dependent NF-kappaB and MAPK signaling	THP1 NF-kappaB reporter and primary human macrophages	surface-to-cytoplasmic innate-immune signaling compartment	human; recombinant	non-SCI sterile-inflammation comparator	receptor_proximal_relay	reviewed_supported	review-led primary TLR4 inhibition and FBG-domain mutational evidence support the proximal relay; no SCI transfer	high	P1	RETAIN_AS_TNC_TLR4_RELAY_EDGE
M23A-E1128	TNC/tenascin-C FBG domain	promotes	macrophage and microglial cytokine/chemokine output and phagocytic response	TNC FBG-TLR4 sterile inflammatory signaling	promoting	directed	TLR4-activating tenascin-C FBG domain	TLR4-dependent microglial and macrophage inflammatory response	primary human macrophages and primary cortical microglia	extracellular inflammatory-effector compartment	human; mouse comparator; recombinant	non-SCI macrophage/microglia comparator	downstream_pathway_or_cellular_function	reviewed_supported	review-led primary cytokine, chemotaxis, phagocytosis, and TLR4-dependent microglial-function evidence; no terminal TF or traumatic SCI transfer	high	P2	RETAIN_AS_TNC_INFLAMMATORY_FUNCTION_NOT_TF
M23A-E1129	LMW hyaluronan fragments	activates	TLR4-MyD88-ERK1/2-p38-JNK relay	LMW-HA TLR4 adaptor and inflammatory-output signaling	activating	directed	low-molecular-weight or fragmented hyaluronan	TLR4/MyD88 adaptor pathway	primary human monocytes, monocyte-derived macrophages, RAW 264.7 cells, and wild-type bone-marrow-derived macrophages	cell-surface-to-cytoplasmic innate-immune signaling compartment	mouse; human comparator; recombinant	non-SCI inflammatory comparator	receptor_proximal_relay	reviewed_supported	TLR4 and MyD88 loss or silencing blocked LMW-HA-induced kinase and cPLA2/COX2 responses; fragment-size and endotoxin controls retained	high	P1	RETAIN_AS_LMW_HA_TLR4_MYD88_RELAY
M23A-E1130	LMW hyaluronan fragments	activates	TLR4-TRIF-TBK1-IRF3 relay	LMW-HA TLR4 adaptor and inflammatory-output signaling	activating	directed	low-molecular-weight hyaluronan fragments	TLR4-TRIF-TBK1-IRF3 adaptor pathway	primary murine peritoneal and alveolar macrophages; TLR4, MyD88, TRIF, and TLR3 mutant systems	cell-surface-to-cytoplasmic innate-immune signaling compartment	mouse; recombinant	non-SCI inflammatory comparator	receptor_proximal_relay	reviewed_supported	HA-fragment IFN-beta induction was TLR4/TRIF/IRF3 dependent and MyD88 independent in the stated macrophage systems; no SCI transfer	high	P1	RETAIN_AS_LMW_HA_TLR4_TRIF_RELAY
M23A-E1131	LMW hyaluronan fragments	promotes	cPLA2alpha/COX2 and eicosanoid output	LMW-HA TLR4 adaptor and inflammatory-output signaling	promoting	directed	low-molecular-weight hyaluronan fragments	TLR4/MyD88/ERK1/2-p38-JNK signaling context	primary human monocytes, monocyte-derived macrophages, RAW 264.7 cells, and wild-type bone-marrow-derived macrophages	extracellular inflammatory-lipid mediator compartment	mouse; human comparator; recombinant	non-SCI inflammatory comparator	downstream_pathway_or_cellular_function	reviewed_supported	LMW HA induced cPLA2alpha, arachidonic-acid release, COX2, PGE2/PGD2/15-HETE, and M1-associated output with TLR4/MyD88 dependence; no terminal TF or SCI transfer	high	P2	RETAIN_AS_LMW_HA_EICOSANOID_OUTPUT
M23A-E1132	LMW hyaluronan fragments	promotes	macrophage IFN-beta output	LMW-HA TLR4 adaptor and inflammatory-output signaling	promoting	directed	low-molecular-weight hyaluronan fragments	TLR4-TRIF-TBK1-IRF3 signaling context	primary murine peritoneal and alveolar macrophages; macrophage cell lines	extracellular cytokine-output compartment	mouse; recombinant	non-SCI inflammatory comparator	downstream_pathway_or_cellular_function	reviewed_supported	HA fragments induced IFN-beta mRNA and protein through the distinct TLR4-TRIF-TBK1-IRF3 branch; no terminal TF or traumatic SCI transfer	high	P2	RETAIN_AS_LMW_HA_IFNB_OUTPUT_NOT_TF
M23A-E1133	FN1/EDA fibronectin domain	binds	TLR4-MD2 complex	FN-EDA TLR4 inflammatory and profibrotic signaling	activating	directed	EDA-containing fibronectin domain	TLR4-MD2 co-expression and TLR4 interaction context	HEK293 TLR4/MD-2 reporter; primary human skin fibroblasts	extra-cellular-to-cell-surface innate-immune receptor compartment	human; recombinant	non-SCI tissue-injury/fibrosis comparator	ligand_receptor_binding	reviewed_supported	EDA-specific activation of TLR4 requires MD-2 in recombinant reporter assays, with complementary FnEDA-TLR4 interaction evidence in fibroblasts; no SCI transfer	high	P1	RETAIN_AS_FN_EDA_TLR4_MD2_BINDING_WITH_DOMAIN_LIMIT
M23A-E1134	FN1/EDA fibronectin domain	activates	TLR4-NF-kappaB/profibrotic signaling relay	FN-EDA TLR4 inflammatory and profibrotic signaling	activating	directed	EDA-containing fibronectin domain	TLR4 signaling inhibition and loss-of-function context	primary human skin fibroblasts; HEK293 TLR4/MD-2 reporter	surface-to-cytoplasmic innate-immune signaling compartment	human; recombinant	non-SCI tissue-injury/fibrosis comparator	receptor_proximal_relay	reviewed_supported	CLI-095, TLR4 siRNA, and TLR4-mutant fibroblast assays suppress FnEDA-induced responses, while recombinant EDA activates TLR4; no universal adaptor or terminal TF is asserted	high	P1	RETAIN_AS_FN_EDA_TLR4_PROXIMAL_RELAY_WITH_COMPARATOR_LIMIT
M23A-E1135	FN1/EDA fibronectin domain	promotes	fibroblast/myofibroblast and macrophage inflammatory-fibrotic output	FN-EDA TLR4 inflammatory and profibrotic signaling	promoting	directed	EDA-containing fibronectin domain	TLR4-dependent collagen, myofibroblast, NF-kappaB, TNF-alpha, and IL-1beta output context	primary human dermal fibroblasts; murine bone-marrow-derived macrophages	extra-cellular inflammatory and fibrotic effector compartment	human; mouse comparator; recombinant	non-SCI tissue-injury/fibrosis and atherosclerosis comparator	downstream_pathway_or_cellular_function	reviewed_supported	FnEDA drives collagen accumulation and myofibroblast differentiation in fibroblasts and potentiates NF-kappaB, TNF-alpha, and IL-1beta in macrophages through TLR4-dependent comparator systems; no SCI transfer	high	P2	RETAIN_AS_FN_EDA_DOWNSTREAM_OUTPUT_WITH_NON_SCI_LIMIT
M23A-E1136	SPARC	binds	TLR4	SPARC-TLR4 macrophage interferon and inflammatory signaling	activating	directed	matricellular SPARC	solid-phase SPARC-TLR4 binding with TLR2 negative-control context	mouse and human TLR4 solid-phase binding; murine macrophages	extra-cellular-to-cell-surface innate-immune receptor compartment	mouse; human comparator; recombinant	non-SCI aging/obesity macrophage comparator with SCI extracellular-proteome context	ligand_receptor_binding	reviewed_supported	Concentration-dependent binding of SPARC to human and mouse TLR4 was measured in a solid-phase assay; SCI proteomics supplies abundance context, not causal SCI receptor evidence	high	P1	RETAIN_AS_SPARC_TLR4_DIRECT_BINDING_WITH_SCI_CONTEXT_LIMIT
