queue_id	batch_id	priority	candidate_class	upstream_feature_or_ligand	receptor_or_adhesion_system	receptor_complex_status	receptor_proximal_branch_to_validate	downstream_tf_or_program_target	evidence_layers_to_extract	species_context	cell_type_or_model_context	source_origin	source_record_id	stable_source_locator	search_boundary	status	notes
M23A-Q0836	M23A-B017	P2	module21a_reuse_candidate	il2	cd53	Module21A reuse candidate; preserve exact receptor complex, fragment, co-receptor, and matrix-presentation limits	CD53 co-stimulation and IL-2-dependent lymphocyte proliferation/adhesion	not asserted; no terminal TF transfer	ligand-receptor binding or activation;receptor-proximal relay;downstream pathway or cellular function	rat	primary rat NK cells and IL-2-cultured NK/T lymphocytes	Module21A pathway reuse registry and pair-relay detail (read-only reuse seed)	M21A-REUSE-1634	https://pmc.ncbi.nlm.nih.gov/articles/PMC4022634/; https://pubmed.ncbi.nlm.nih.gov/24832104/	Reuse only when exact ligand/receptor complex, branch, species, model, assay, and evidence scope match. The study supports functional cooperation between IL-2 culture and CD53 ligation, not direct IL-2 binding to CD53 or a defined IL-2 receptor-proximal relay; no terminal TF was measured.	reviewed_first_pass	Existing Module21A relation=CD53 co-ligation potentiates selected IL-2-dependent NK/T-cell functional outputs; existing evidence layer=downstream_pathway_function; 23A does not alter the Module21A record
M23A-Q0837	M23A-B017	P2	module21a_reuse_candidate	itga4_itgb1	vcam1	Module21A reuse candidate; preserve exact receptor complex, fragment, co-receptor, and matrix-presentation limits	VCAM1-alpha4beta1-VLA4-paxillin/talin-adhesion-strengthening branch	not asserted; no terminal TF transfer	ligand-receptor binding or activation;receptor-proximal relay;downstream pathway or cellular function	human; mouse	primary human T lymphocytes, Jurkat cells and mouse embryonic fibroblasts	Module21A pathway reuse registry and pair-relay detail (read-only reuse seed)	M21A-REUSE-1174	PMID:10604475; PMID:17597073	Reuse only when exact ligand/receptor complex, branch, species, model, assay, and evidence scope match. Module20A orientation is preserved. Primary studies establish VCAM1 as the ligand and alpha4beta1 as the receptor; the row is not a claim that alpha4beta1 is the ligand. FAK/ERK and TF endpoints were not isolated for this exact pair.	reviewed_first_pass	Existing Module21A relation=VCAM1 binds alpha4beta1 (submitted orientation is receptor-first); alpha4-tail/paxillin/talin receptor-proximal adhesion relay and cell-spreading output; existing evidence layer=receptor_proximal_relay;downstream_pathway_function; 23A does not alter the Module21A record
M23A-Q0838	M23A-B017	P2	module21a_reuse_candidate	itgav_itgb3	adgre5	Module21A reuse candidate; preserve exact receptor complex, fragment, co-receptor, and matrix-presentation limits	ADGRE5-CD97-RGD-alphaVbeta3-adhesion/angiogenesis branch	not asserted; no terminal TF transfer	ligand-receptor binding or activation;receptor-proximal relay;downstream pathway or cellular function	human	purified human CD97 alpha extracellular domains, HUVEC adhesion/angiogenesis assays and HT1080 CD97-expression/adhesion models	Module21A pathway reuse registry and pair-relay detail (read-only reuse seed)	M21A-REUSE-1176	PMID:15576472; PMCID:PMC6365523; PMID:30728423	Reuse only when exact ligand/receptor complex, branch, species, model, assay, and evidence scope match. The primary study resolves alphaVbeta3 contribution by subtype-selective blocking in HUVEC adhesion, while alpha5beta1 is the dominant counterreceptor. No clean purified binary alphaVbeta3/CD97 affinity measurement or terminal TF activation was reported; the row is not generalized to alphaVbeta1.	reviewed_first_pass	Existing Module21A relation=direct CD97/ADGRE5 extracellular-RGD interaction with alphaVbeta3 (submitted orientation is receptor-first); integrin-dependent adhesion, migration and angiogenic function; existing evidence layer=ligand_receptor_binding_or_activation;downstream_pathway_function; 23A does not alter the Module21A record
M23A-Q0839	M23A-B017	P2	module21a_reuse_candidate	itgb2	thy1	Module21A reuse candidate; preserve exact receptor complex, fragment, co-receptor, and matrix-presentation limits	THY1–alphaMbeta2/Mac-1 adhesion and integrin outside-in cytoskeletal signaling	not asserted; no terminal TF transfer	ligand-receptor binding or activation;receptor-proximal relay;downstream pathway or cellular function	human	activated human dermal microvascular endothelial cells with human monocytes and polymorphonuclear leukocytes	Module21A pathway reuse registry and pair-relay detail (read-only reuse seed)	M21A-REUSE-1651	https://pubmed.ncbi.nlm.nih.gov/15004192/; https://pubmed.ncbi.nlm.nih.gov/16374458/	Reuse only when exact ligand/receptor complex, branch, species, model, assay, and evidence scope match. The primary assays resolve the beta2-containing Mac-1 complex, not ITGB2 as an isolated receptor; no terminal TF was measured.	reviewed_first_pass	Existing Module21A relation=Direct Thy-1 binding to the ITGAM-ITGB2/Mac-1 receptor complex with adhesion and migration output; existing evidence layer=receptor_proximal_relay; 23A does not alter the Module21A record
M23A-Q0840	M23A-B017	P2	module21a_reuse_candidate	itgb3bp	itgb3	Module21A reuse candidate; preserve exact receptor complex, fragment, co-receptor, and matrix-presentation limits	ITGB3 inside-out activation and adhesion-complex regulation	not asserted; no terminal TF transfer	ligand-receptor binding or activation;receptor-proximal relay;downstream pathway or cellular function	human	platelet-integrin and reconstituted cytoplasmic-tail systems	Module21A pathway reuse registry and pair-relay detail (read-only reuse seed)	M21A-REUSE-1652	https://pubmed.ncbi.nlm.nih.gov/7593198/; https://thebiogrid.org/interaction/302876/	Reuse only when exact ligand/receptor complex, branch, species, model, assay, and evidence scope match. This is an intracellular adaptor edge rather than an extracellular ligand-receptor interaction; downstream pathway and terminal TF were not established in the cited primary assay.	reviewed_first_pass	Existing Module21A relation=Direct ITGB3BP/beta3-endonexin binding to the ITGB3 cytoplasmic tail with integrin affinity modulation; existing evidence layer=receptor_proximal_relay; 23A does not alter the Module21A record
M23A-Q0841	M23A-B017	P2	module21a_reuse_candidate	itgb3bp	itgb5	Module21A reuse candidate; preserve exact receptor complex, fragment, co-receptor, and matrix-presentation limits	PKCtheta–TAP20–alphaVbeta5 adhesion, focal-adhesion, migration, and angiogenic branch	not asserted; no terminal TF transfer	ligand-receptor binding or activation;receptor-proximal relay;downstream pathway or cellular function	rat; human	primary rat capillary endothelial cells, ECV endothelial cells, and beta3-deficient MV3 cells	Module21A pathway reuse registry and pair-relay detail (read-only reuse seed)	M21A-REUSE-1653	https://pubmed.ncbi.nlm.nih.gov/10579726/; https://pmc.ncbi.nlm.nih.gov/articles/PMC2169340/	Reuse only when exact ligand/receptor complex, branch, species, model, assay, and evidence scope match. The paper supports cytoplasmic adaptor binding and functional modulation of alphaVbeta5, not an extracellular ligand event; no terminal TF was assigned.	reviewed_first_pass	Existing Module21A relation=Direct ITGB3BP/TAP20 binding to the ITGB5 cytoplasmic tail with alphaVbeta5 functional modulation; existing evidence layer=receptor_proximal_relay; 23A does not alter the Module21A record
M23A-Q0842	M23A-B017	P2	module21a_reuse_candidate	izumo1	cd9	Module21A reuse candidate; preserve exact receptor complex, fragment, co-receptor, and matrix-presentation limits	IZUMO1–JUNO adhesion followed by CD9-dependent sperm-oocyte fusion and membrane remodeling	not asserted; no terminal TF transfer	ligand-receptor binding or activation;receptor-proximal relay;downstream pathway or cellular function	mouse	mouse sperm-oocyte systems and Izumo1-expressing K562 cells with eggs	Module21A pathway reuse registry and pair-relay detail (read-only reuse seed)	M21A-REUSE-1654	https://pmc.ncbi.nlm.nih.gov/articles/PMC3779078/; https://pubmed.ncbi.nlm.nih.gov/21057513/; https://pmc.ncbi.nlm.nih.gov/articles/PMC4660202/	Reuse only when exact ligand/receptor complex, branch, species, model, assay, and evidence scope match. Direct Izumo1-CD9 binding was not supported: Izumo1 binding persists in CD9-null eggs and the primary literature places Juno as the Izumo1 receptor; CD9 contribution is functional/organizational rather than a direct molecular receptor edge.	reviewed_first_pass	Existing Module21A relation=CD9-dependent functional cofactor and membrane-organization effect in IZUMO1-mediated gamete fusion, without a demonstrated direct Izumo1-CD9 binding event; existing evidence layer=downstream_pathway_function; 23A does not alter the Module21A record
M23A-Q0843	M23A-B017	P2	module21a_reuse_candidate	jam2	itga4_itgb1	Module21A reuse candidate; preserve exact receptor complex, fragment, co-receptor, and matrix-presentation limits	JAM2–JAM3–alpha4beta1 leukocyte rolling, firm adhesion, and extravasation	not asserted; no terminal TF transfer	ligand-receptor binding or activation;receptor-proximal relay;downstream pathway or cellular function	human; mouse	human T lymphocytes and murine leukocyte/endothelial rolling models	Module21A pathway reuse registry and pair-relay detail (read-only reuse seed)	M21A-REUSE-1655	https://pubmed.ncbi.nlm.nih.gov/12070135/; https://pubmed.ncbi.nlm.nih.gov/19740376/; https://reactome.org/content/detail/R-HSA-202706	Reuse only when exact ligand/receptor complex, branch, species, model, assay, and evidence scope match. The primary evidence establishes adhesion and receptor-complex binding but does not resolve a defined intracellular kinase or terminal TF; the queue label is retained as a composite receptor complex.	reviewed_first_pass	Existing Module21A relation=Direct JAM2 binding to the ITGA4-ITGB1/VLA-4 receptor complex with JAM3-dependent adhesion relay; existing evidence layer=receptor_proximal_relay; 23A does not alter the Module21A record
M23A-Q0844	M23A-B017	P2	module21a_reuse_candidate	jam3	itgam_itgb2	Module21A reuse candidate; preserve exact receptor complex, fragment, co-receptor, and matrix-presentation limits	JAM3–Mac-1 adhesion and junctional-complex control of leukocyte recruitment	not asserted; no terminal TF transfer	ligand-receptor binding or activation;receptor-proximal relay;downstream pathway or cellular function	human	platelet JAM3, MDCK junctional-complex cells, human leukocytes, and neutrophils	Module21A pathway reuse registry and pair-relay detail (read-only reuse seed)	M21A-REUSE-1656	https://pubmed.ncbi.nlm.nih.gov/16093349/; https://pmc.ncbi.nlm.nih.gov/articles/PMC2194005/	Reuse only when exact ligand/receptor complex, branch, species, model, assay, and evidence scope match. The evidence is at the ITGAM-ITGB2 complex level and does not establish a unique intracellular kinase cascade or terminal TF for this exact adhesion edge.	reviewed_first_pass	Existing Module21A relation=Direct JAM3 binding to the ITGAM-ITGB2/Mac-1 receptor complex with leukocyte adhesion regulation; existing evidence layer=receptor_proximal_relay; 23A does not alter the Module21A record
M23A-Q0845	M23A-B017	P2	module21a_reuse_candidate	kng1	itgam	Module21A reuse candidate; preserve exact receptor complex, fragment, co-receptor, and matrix-presentation limits	HKa–Mac-1 adhesion blockade and JNK/ERK/p38/NF-kappaB inflammatory branch	not asserted; no terminal TF transfer	ligand-receptor binding or activation;receptor-proximal relay;downstream pathway or cellular function	human	human neutrophils, monocytes, Mac-1-transfected HEK293 cells, and purified ITGAM-ITGB2	Module21A pathway reuse registry and pair-relay detail (read-only reuse seed)	M21A-REUSE-1662	https://pubmed.ncbi.nlm.nih.gov/8034694/; https://doi.org/10.1182/blood.V95.12.3788	Reuse only when exact ligand/receptor complex, branch, species, model, assay, and evidence scope match. The direct interaction is with the ITGAM-ITGB2 complex and cleaved HMWK/HKa; intact KNG1 processing and subunit-specific intracellular mechanisms were not fully resolved, and no terminal TF was assigned.	reviewed_first_pass	Existing Module21A relation=Direct binding of cleaved high-molecular-weight kininogen to the ITGAM-ITGB2/Mac-1 receptor complex with antiadhesive and inflammatory signaling output; existing evidence layer=receptor_proximal_relay; 23A does not alter the Module21A record
M23A-Q0846	M23A-B017	P2	module21a_reuse_candidate	kng1	itgb2	Module21A reuse candidate; preserve exact receptor complex, fragment, co-receptor, and matrix-presentation limits	HKa–Mac-1 beta2-integrin adhesion blockade and JNK/ERK/p38/NF-kappaB inflammatory branch	not asserted; no terminal TF transfer	ligand-receptor binding or activation;receptor-proximal relay;downstream pathway or cellular function	human	human neutrophils, monocytes, Mac-1-transfected HEK293 cells, and purified ITGAM-ITGB2	Module21A pathway reuse registry and pair-relay detail (read-only reuse seed)	M21A-REUSE-1663	https://pubmed.ncbi.nlm.nih.gov/8034694/; https://doi.org/10.1182/blood.V95.12.3788	Reuse only when exact ligand/receptor complex, branch, species, model, assay, and evidence scope match. The evidence is for the ITGAM-ITGB2 receptor complex rather than isolated ITGB2; intact KNG1 is processed before the HKa/bradykinin outputs, and no terminal TF was assigned.	reviewed_first_pass	Existing Module21A relation=Direct binding of cleaved high-molecular-weight kininogen to the ITGB2-containing Mac-1 receptor complex with antiadhesive and inflammatory signaling output; existing evidence layer=receptor_proximal_relay; 23A does not alter the Module21A record
M23A-Q0847	M23A-B017	P2	module21a_reuse_candidate	l1cam	cd9	Module21A reuse candidate; preserve exact receptor complex, fragment, co-receptor, and matrix-presentation limits	CD9-L1CAM-alpha6beta1 membrane organization and Ca2+/adhesion signaling	not asserted; no terminal TF transfer	ligand-receptor binding or activation;receptor-proximal relay;downstream pathway or cellular function	mouse	adult mouse brain membranes, N2A neuroblastoma cells, and cerebellar neurons	Module21A pathway reuse registry and pair-relay detail (read-only reuse seed)	M21A-REUSE-1666	https://pubmed.ncbi.nlm.nih.gov/8838570/;https://doi.org/10.1002/jnr.490430103	Reuse only when exact ligand/receptor complex, branch, species, model, assay, and evidence scope match. In-vitro membrane association and function do not define a kinase cascade or terminal TF; CD9 is a tetraspanin.	reviewed_first_pass	Existing Module21A relation=Direct L1CAM-CD9 association in a CD9-alpha6beta1 membrane complex with adhesion and neurite-growth output; existing evidence layer=receptor_proximal_relay; 23A does not alter the Module21A record
M23A-Q0848	M23A-B017	P2	module21a_reuse_candidate	l1cam	cntn1	Module21A reuse candidate; preserve exact receptor complex, fragment, co-receptor, and matrix-presentation limits	L1CAM-CNTN1 cis complex and axon-guidance/adhesion signaling	not asserted; no terminal TF transfer	ligand-receptor binding or activation;receptor-proximal relay;downstream pathway or cellular function	mouse; human Reactome orthology	cultured mouse hippocampal and cortical neurons; human Reactome L1-CNTN1 event	Module21A pathway reuse registry and pair-relay detail (read-only reuse seed)	M21A-REUSE-1667	https://pmc.ncbi.nlm.nih.gov/articles/PMC10603070/;https://pubmed.ncbi.nlm.nih.gov/20576928/;https://reactome.org/content/detail/R-HSA-443784	Reuse only when exact ligand/receptor complex, branch, species, model, assay, and evidence scope match. Recent work shows redundant Nfasc/NrCAM recruitment; the human Reactome event is inferred from chicken; no TF was measured.	reviewed_first_pass	Existing Module21A relation=Direct L1CAM-CNTN1 cis cell-adhesion-complex association supporting AIS organization and axo-axonic innervation; existing evidence layer=receptor_proximal_relay; 23A does not alter the Module21A record
M23A-Q0849	M23A-B017	P2	module21a_reuse_candidate	l1cam	egfr	Module21A reuse candidate; preserve exact receptor complex, fragment, co-receptor, and matrix-presentation limits	L1CAM-EGFR-cis/trans interaction-RTK phosphorylation-MAPK/neurite-adhesion branch	not asserted; no terminal TF transfer	ligand-receptor binding or activation;receptor-proximal relay;downstream pathway or cellular function	human; Drosophila comparator system	L1-CAM/EGFR transfected cells and neuronal adhesion models	Module21A pathway reuse registry and pair-relay detail (read-only reuse seed)	M21A-REUSE-2536	PMCID:PMC379294;PMID:12631718;DOI:10.1083/jcb.200208081	Reuse only when exact ligand/receptor complex, branch, species, model, assay, and evidence scope match. The primary study indicates that trans L1-EGFR interaction alone is insufficient and that cis co-organization is required for kinase activation; direct L1CAM-to-EGFR ligand activity should not be generalized beyond this complex context.	reviewed_first_pass	Existing Module21A relation=L1CAM-dependent EGFR association/transactivation is a receptor-complex relay rather than an isolated direct ligand-binding claim; existing evidence layer=ligand_receptor_binding_or_activation;receptor_proximal_relay;downstream_pathway_function; 23A does not alter the Module21A record
M23A-Q0850	M23A-B017	P2	module21a_reuse_candidate	lama1	dag1	Module21A reuse candidate; preserve exact receptor complex, fragment, co-receptor, and matrix-presentation limits	LAMA1/laminin-111-DAG1/DGC branch	not asserted; no terminal TF transfer	ligand-receptor binding or activation;receptor-proximal relay;downstream pathway or cellular function	rabbit and mouse	skeletal muscle alpha-DAG and embryonic kidney	Module21A pathway reuse registry and pair-relay detail (read-only reuse seed)	M21A-REUSE-0208	https://pubmed.ncbi.nlm.nih.gov/8631999/; https://pmc.ncbi.nlm.nih.gov/articles/PMC2120507/	Reuse only when exact ligand/receptor complex, branch, species, model, assay, and evidence scope match. Glycosylated DAG1 and laminin isoform specificity required.	reviewed_first_pass	Existing Module21A relation=direct binding; receptor-complex function; existing evidence layer=downstream_pathway_function; 23A does not alter the Module21A record
M23A-Q0851	M23A-B018	P2	module21a_reuse_candidate	lama2	adgrg6	Module21A reuse candidate; preserve exact receptor complex, fragment, co-receptor, and matrix-presentation limits	LAMA2-containing laminin-211 → ADGRG6/GPR126 → cAMP/PKA and Schwann-cell myelination	not asserted; no terminal TF transfer	ligand-receptor binding or activation;receptor-proximal relay;downstream pathway or cellular function	mouse; zebrafish; human protein context	primary mouse Schwann cells, astrocytes, meningeal fibroblasts; COS-7/hGPR126 cells; zebrafish peripheral nerves	Module21A pathway reuse registry and pair-relay detail (read-only reuse seed)	M21A-REUSE-1185	PMID:25695270; PMCID:PMC4335265; DOI:10.1016/j.neuron.2014.12.057	Reuse only when exact ligand/receptor complex, branch, species, model, assay, and evidence scope match. The exact alpha2 chain is supported as part of laminin-211, but laminin-211 can suppress basal GPR126 signaling under static conditions and facilitate signaling under mechanical/polymerizing conditions; this is not a uniformly activating ligand claim.	reviewed_first_pass	Existing Module21A relation=laminin-211/ADGRG6 physical interaction with context-dependent receptor-proximal cAMP relay; existing evidence layer=receptor_proximal_relay; 23A does not alter the Module21A record
M23A-Q0852	M23A-B018	P2	module21a_reuse_candidate	lama2	dag1	Module21A reuse candidate; preserve exact receptor complex, fragment, co-receptor, and matrix-presentation limits	LAMA2/laminin-211-DAG1/DGC muscle-nerve branch	not asserted; no terminal TF transfer	ligand-receptor binding or activation;receptor-proximal relay;downstream pathway or cellular function	mouse and human	muscle/peripheral nerve laminin-2/merosin	Module21A pathway reuse registry and pair-relay detail (read-only reuse seed)	M21A-REUSE-0209	https://pubmed.ncbi.nlm.nih.gov/8349731/; https://pubmed.ncbi.nlm.nih.gov/7925941/; https://pubmed.ncbi.nlm.nih.gov/9727035/	Reuse only when exact ligand/receptor complex, branch, species, model, assay, and evidence scope match. Glycosylated DAG1 and laminin-211/221 isoform specificity required.	reviewed_first_pass	Existing Module21A relation=direct binding; receptor-complex function; existing evidence layer=downstream_pathway_function; 23A does not alter the Module21A record
M23A-Q0853	M23A-B018	P2	module21a_reuse_candidate	lama2	itga2_itgb1	Module21A reuse candidate; preserve exact receptor complex, fragment, co-receptor, and matrix-presentation limits	LAMA2-laminin-2/4-alpha2beta1 branch	not asserted; no terminal TF transfer	ligand-receptor binding or activation;receptor-proximal relay;downstream pathway or cellular function	human	laminin-2/4 domain and A-431 cells	Module21A pathway reuse registry and pair-relay detail (read-only reuse seed)	M21A-REUSE-0210	https://pubmed.ncbi.nlm.nih.gov/9361014/; https://pubmed.ncbi.nlm.nih.gov/16891133/	Reuse only when exact ligand/receptor complex, branch, species, model, assay, and evidence scope match. Fragment/broad laminin evidence, not clean intact trimer binding.	reviewed_first_pass	Existing Module21A relation=fragment-level binding; function; existing evidence layer=downstream_pathway_function; 23A does not alter the Module21A record
M23A-Q0854	M23A-B018	P2	module21a_reuse_candidate	lama2	itga3_itgb1	Module21A reuse candidate; preserve exact receptor complex, fragment, co-receptor, and matrix-presentation limits	integrin adhesion → ERK1/2-AKT → proliferation	not asserted; no terminal TF transfer	ligand-receptor binding or activation;receptor-proximal relay;downstream pathway or cellular function	human	HC0597 conjunctival epithelial cells	Module21A pathway reuse registry and pair-relay detail (read-only reuse seed)	M21A-REUSE-0284	PMID:15030550; PMCID:PMC6496726; DOI:10.1111/j.1365-2184.2004.00292.x	Reuse only when exact ligand/receptor complex, branch, species, model, assay, and evidence scope match. exact pair is functionally supported, but purified-protein binding was not the main assay; no TF activation	reviewed_first_pass	Existing Module21A relation=α3β1-dependent relay from laminin-2 to ERK/Akt and proliferation; existing evidence layer=receptor_proximal_relay; 23A does not alter the Module21A record
M23A-Q0855	M23A-B018	P2	module21a_reuse_candidate	lama2	itga6_itgb1	Module21A reuse candidate; preserve exact receptor complex, fragment, co-receptor, and matrix-presentation limits	LAMA2/laminin-211-alpha6beta1 Schwann branch	not asserted; no terminal TF transfer	ligand-receptor binding or activation;receptor-proximal relay;downstream pathway or cellular function	human and mouse	recombinant laminin and Schwann cells/DRG	Module21A pathway reuse registry and pair-relay detail (read-only reuse seed)	M21A-REUSE-0211	https://pubmed.ncbi.nlm.nih.gov/16413178/; https://pmc.ncbi.nlm.nih.gov/articles/PMC3893357/	Reuse only when exact ligand/receptor complex, branch, species, model, assay, and evidence scope match. Alpha6 is broad-spectrum and alpha7 can compensate; tissue-specific reuse.	reviewed_first_pass	Existing Module21A relation=direct binding; function; existing evidence layer=downstream_pathway_function; 23A does not alter the Module21A record
M23A-Q0856	M23A-B018	P2	module21a_reuse_candidate	lama2	itga7_itgb1	Module21A reuse candidate; preserve exact receptor complex, fragment, co-receptor, and matrix-presentation limits	LAMA2/laminin-211-alpha7beta1 Schwann branch	not asserted; no terminal TF transfer	ligand-receptor binding or activation;receptor-proximal relay;downstream pathway or cellular function	human and mouse	alpha7 splice variants and Schwann cells	Module21A pathway reuse registry and pair-relay detail (read-only reuse seed)	M21A-REUSE-0212	https://pubmed.ncbi.nlm.nih.gov/16413178/; https://pmc.ncbi.nlm.nih.gov/articles/PMC3893357/	Reuse only when exact ligand/receptor complex, branch, species, model, assay, and evidence scope match. Splice-variant and tissue dependence; alpha6 compensation possible.	reviewed_first_pass	Existing Module21A relation=direct binding; function; existing evidence layer=downstream_pathway_function; 23A does not alter the Module21A record
M23A-Q0857	M23A-B018	P2	module21a_reuse_candidate	lama3	itga2_itgb1	Module21A reuse candidate; preserve exact receptor complex, fragment, co-receptor, and matrix-presentation limits	LAMA3/laminin-332-alpha2beta1 keratinocyte migration branch	not asserted; no terminal TF transfer	ligand-receptor binding or activation;receptor-proximal relay;downstream pathway or cellular function	human	keratinocytes	Module21A pathway reuse registry and pair-relay detail (read-only reuse seed)	M21A-REUSE-0213	https://pubmed.ncbi.nlm.nih.gov/11171386/	Reuse only when exact ligand/receptor complex, branch, species, model, assay, and evidence scope match. Processed/unprocessed gamma2 and older laminin-5 nomenclature matter.	reviewed_first_pass	Existing Module21A relation=domain/proximal binding; function; existing evidence layer=downstream_pathway_function; 23A does not alter the Module21A record
M23A-Q0858	M23A-B018	P2	module21a_reuse_candidate	lama3	itga3_itgb1	Module21A reuse candidate; preserve exact receptor complex, fragment, co-receptor, and matrix-presentation limits	LAMA3/laminin-332-alpha3beta1 focal-adhesion/migration branch	not asserted; no terminal TF transfer	ligand-receptor binding or activation;receptor-proximal relay;downstream pathway or cellular function	human	recombinant mini-Lm332 and epithelial cells	Module21A pathway reuse registry and pair-relay detail (read-only reuse seed)	M21A-REUSE-0214	https://pubmed.ncbi.nlm.nih.gov/16413178/; https://pmc.ncbi.nlm.nih.gov/articles/PMC2861493/; https://pubmed.ncbi.nlm.nih.gov/18045589/	Reuse only when exact ligand/receptor complex, branch, species, model, assay, and evidence scope match. Mini-laminin/gamma2 architecture must be retained.	reviewed_first_pass	Existing Module21A relation=direct binding; receptor-proximal function; existing evidence layer=downstream_pathway_function; 23A does not alter the Module21A record
M23A-Q0859	M23A-B018	P2	module21a_reuse_candidate	lama3	itga6_itgb4;lamb3 itga6_itgb4	Module21A reuse candidate; preserve exact receptor complex, fragment, co-receptor, and matrix-presentation limits	LAMA3/LAMB3-laminin-332-alpha6beta4 hemidesmosome branch	NF-kB p65 candidate	ligand-receptor binding or activation;receptor-proximal relay;downstream pathway or cellular function	human, mouse and recombinant	laminin-332/LM332 epithelial and keratinocyte models	Module21A pathway reuse registry and pair-relay detail (read-only reuse seed)	M21A-REUSE-0217	https://pubmed.ncbi.nlm.nih.gov/16413178/; https://pmc.ncbi.nlm.nih.gov/articles/PMC2820731/; https://pmc.ncbi.nlm.nih.gov/articles/PMC2289398/	Reuse only when exact ligand/receptor complex, branch, species, model, assay, and evidence scope match. Evidence is intact LM332, not isolated LAMA3/LAMB3; NF-kB p65 was measured in mouse keratinocytes on laminin-332 and belongs in Module22A.	reviewed_first_pass	Existing Module21A relation=direct binding; receptor-proximal function; existing evidence layer=downstream_pathway_function; 23A does not alter the Module21A record
M23A-Q0860	M23A-B018	P2	module21a_reuse_candidate	lama4	itga3_itgb1	Module21A reuse candidate; preserve exact receptor complex, fragment, co-receptor, and matrix-presentation limits	LAMA4/laminin-411-alpha3beta1 branch	not asserted; no terminal TF transfer	ligand-receptor binding or activation;receptor-proximal relay;downstream pathway or cellular function	human	K562 alpha3beta1 and purified laminin-411	Module21A pathway reuse registry and pair-relay detail (read-only reuse seed)	M21A-REUSE-0218	https://pubmed.ncbi.nlm.nih.gov/11278628/; https://pubmed.ncbi.nlm.nih.gov/16413178/	Reuse only when exact ligand/receptor complex, branch, species, model, assay, and evidence scope match. Intact laminin isoform, not LAMA4 chain alone; no SCI model.	reviewed_first_pass	Existing Module21A relation=direct/functional adhesion; existing evidence layer=downstream_pathway_function; 23A does not alter the Module21A record
M23A-Q0861	M23A-B018	P2	module21a_reuse_candidate	lama4	itga6_itgb1	Module21A reuse candidate; preserve exact receptor complex, fragment, co-receptor, and matrix-presentation limits	LAMA4/laminin-411-alpha6beta1 branch	not asserted; no terminal TF transfer	ligand-receptor binding or activation;receptor-proximal relay;downstream pathway or cellular function	human and mouse	laminin-411 adhesion and Schwann alpha6 deletion	Module21A pathway reuse registry and pair-relay detail (read-only reuse seed)	M21A-REUSE-0219	https://pubmed.ncbi.nlm.nih.gov/11278628/; https://pmc.ncbi.nlm.nih.gov/articles/PMC3893357/	Reuse only when exact ligand/receptor complex, branch, species, model, assay, and evidence scope match. Human evidence stronger; mouse functional context.	reviewed_first_pass	Existing Module21A relation=direct/functional adhesion; existing evidence layer=downstream_pathway_function; 23A does not alter the Module21A record
M23A-Q0862	M23A-B018	P2	module21a_reuse_candidate	lama4	itga7_itgb1	Module21A reuse candidate; preserve exact receptor complex, fragment, co-receptor, and matrix-presentation limits	LAMA4/laminin-411-alpha7beta1 branch	not asserted; no terminal TF transfer	ligand-receptor binding or activation;receptor-proximal relay;downstream pathway or cellular function	human and mouse	recombinant alpha7 splice variants and Schwann cells	Module21A pathway reuse registry and pair-relay detail (read-only reuse seed)	M21A-REUSE-0220	https://pubmed.ncbi.nlm.nih.gov/16413178/; https://pmc.ncbi.nlm.nih.gov/articles/PMC3893357/	Reuse only when exact ligand/receptor complex, branch, species, model, assay, and evidence scope match. Weak/splice-dependent; reuse only tested alpha7 variant and laminin-411.	reviewed_first_pass	Existing Module21A relation=direct binding; function; existing evidence layer=downstream_pathway_function; 23A does not alter the Module21A record
M23A-Q0863	M23A-B018	P2	module21a_reuse_candidate	lama5	dag1	Module21A reuse candidate; preserve exact receptor complex, fragment, co-receptor, and matrix-presentation limits	LAMA5/laminin-511-DAG1 anchorage branch	not asserted; no terminal TF transfer	ligand-receptor binding or activation;receptor-proximal relay;downstream pathway or cellular function	human	hiPSC and glycosylated alpha-DAG	Module21A pathway reuse registry and pair-relay detail (read-only reuse seed)	M21A-REUSE-0221	https://pmc.ncbi.nlm.nih.gov/articles/PMC6737067/	Reuse only when exact ligand/receptor complex, branch, species, model, assay, and evidence scope match. Weak and E8/coiled-coil/glycosylation dependent.	reviewed_first_pass	Existing Module21A relation=direct proximal binding; function; existing evidence layer=downstream_pathway_function; 23A does not alter the Module21A record
M23A-Q0864	M23A-B018	P2	module21a_reuse_candidate	lama5	itga3_itgb1	Module21A reuse candidate; preserve exact receptor complex, fragment, co-receptor, and matrix-presentation limits	LAMA5/laminin-511/521-alpha3beta1 branch	not asserted; no terminal TF transfer	ligand-receptor binding or activation;receptor-proximal relay;downstream pathway or cellular function	human	laminin-511/521 and alpha3beta1 transfectants	Module21A pathway reuse registry and pair-relay detail (read-only reuse seed)	M21A-REUSE-0222	https://pubmed.ncbi.nlm.nih.gov/10671376/; https://pubmed.ncbi.nlm.nih.gov/16413178/	Reuse only when exact ligand/receptor complex, branch, species, model, assay, and evidence scope match. Intact laminin isoform, not chain-alone.	reviewed_first_pass	Existing Module21A relation=direct binding; function; existing evidence layer=downstream_pathway_function; 23A does not alter the Module21A record
