candidate_id	candidate_class	upstream_feature_or_ligand	receptor_or_adhesion_system	receptor_proximal_relay	downstream_tf_or_program	layer1_status	layer2_status	layer3_status	species_posture	SCI_context_posture	status	next_gap
M23A-Q0387	matrix_receptor_candidate	Lamc3	Itgav, Itgb8	no qualifying receptor-proximal relay retained	no terminal TF or downstream program asserted	bounded_no_evidence	not_assessed	not_assessed	mouse database candidate; experimental species unresolved	SCI-relevant receiver state unresolved; extract exact primary model	NO_EVIDENCE_BOUNDARY	M23A-B008-NE-007 explicit exact-pair search boundary; family or pathway adjacency not promoted
M23A-Q0397	matrix_receptor_candidate	Thbs2	Itga3, Itgb1	no qualifying receptor-proximal relay retained	no terminal TF or downstream program asserted	bounded_no_evidence	not_assessed	not_assessed	mouse database candidate; experimental species unresolved	SCI-relevant receiver state unresolved; extract exact primary model	NO_EVIDENCE_BOUNDARY	M23A-B008-NE-008 explicit exact-pair search boundary; family or pathway adjacency not promoted
M23A-Q0399	matrix_receptor_candidate	Thbs2	Sdc1	no qualifying receptor-proximal relay retained	no terminal TF or downstream program asserted	bounded_no_evidence	not_assessed	not_assessed	mouse database candidate; experimental species unresolved	SCI-relevant receiver state unresolved; extract exact primary model	NO_EVIDENCE_BOUNDARY	M23A-B008-NE-008 explicit exact-pair search boundary; family or pathway adjacency not promoted
M23A-Q0400	matrix_receptor_candidate	Thbs2	Sdc4	no qualifying receptor-proximal relay retained	no terminal TF or downstream program asserted	bounded_no_evidence	not_assessed	not_assessed	mouse database candidate; experimental species unresolved	SCI-relevant receiver state unresolved; extract exact primary model	NO_EVIDENCE_BOUNDARY	M23A-B008-NE-008 explicit exact-pair search boundary; family or pathway adjacency not promoted
M23A-Q0401	matrix_receptor_candidate	Thbs3	Cd36	no qualifying receptor-proximal relay retained	no terminal TF or downstream program asserted	bounded_no_evidence	not_assessed	not_assessed	mouse database candidate; experimental species unresolved	SCI-relevant receiver state unresolved; extract exact primary model	NO_EVIDENCE_BOUNDARY	M23A-B009-NE-001 explicit exact-pair search boundary; family or pathway adjacency not promoted
M23A-Q0402	matrix_receptor_candidate	Thbs3	Itga3, Itgb1	no qualifying receptor-proximal relay retained	no terminal TF or downstream program asserted	bounded_no_evidence	not_assessed	not_assessed	mouse database candidate; experimental species unresolved	SCI-relevant receiver state unresolved; extract exact primary model	NO_EVIDENCE_BOUNDARY	M23A-B009-NE-001 explicit exact-pair search boundary; family or pathway adjacency not promoted
M23A-Q0403	matrix_receptor_candidate	Thbs3	Itgav, Itgb3	no qualifying receptor-proximal relay retained	no terminal TF or downstream program asserted	bounded_no_evidence	not_assessed	not_assessed	mouse database candidate; experimental species unresolved	SCI-relevant receiver state unresolved; extract exact primary model	NO_EVIDENCE_BOUNDARY	M23A-B009-NE-001 explicit exact-pair search boundary; family or pathway adjacency not promoted
M23A-Q0404	matrix_receptor_candidate	Thbs3	Sdc1	no qualifying receptor-proximal relay retained	no terminal TF or downstream program asserted	bounded_no_evidence	not_assessed	not_assessed	mouse database candidate; experimental species unresolved	SCI-relevant receiver state unresolved; extract exact primary model	NO_EVIDENCE_BOUNDARY	M23A-B009-NE-001 explicit exact-pair search boundary; family or pathway adjacency not promoted
M23A-Q0405	matrix_receptor_candidate	Thbs3	Sdc4	no qualifying receptor-proximal relay retained	no terminal TF or downstream program asserted	bounded_no_evidence	not_assessed	not_assessed	mouse database candidate; experimental species unresolved	SCI-relevant receiver state unresolved; extract exact primary model	NO_EVIDENCE_BOUNDARY	M23A-B009-NE-001 explicit exact-pair search boundary; family or pathway adjacency not promoted
M23A-Q0406	matrix_receptor_candidate	Thbs4	Cd36	no qualifying receptor-proximal relay retained	no terminal TF or downstream program asserted	bounded_no_evidence	not_assessed	not_assessed	mouse database candidate; experimental species unresolved	SCI-relevant receiver state unresolved; extract exact primary model	NO_EVIDENCE_BOUNDARY	M23A-B009-NE-002 explicit exact-pair search boundary; family or pathway adjacency not promoted
M23A-Q0407	matrix_receptor_candidate	Thbs4	Itga3, Itgb1	no qualifying receptor-proximal relay retained	no terminal TF or downstream program asserted	bounded_no_evidence	not_assessed	not_assessed	mouse database candidate; experimental species unresolved	SCI-relevant receiver state unresolved; extract exact primary model	NO_EVIDENCE_BOUNDARY	M23A-B009-NE-002 explicit exact-pair search boundary; family or pathway adjacency not promoted
M23A-Q0409	matrix_receptor_candidate	Thbs4	Sdc1	no qualifying receptor-proximal relay retained	no terminal TF or downstream program asserted	bounded_no_evidence	not_assessed	not_assessed	mouse database candidate; experimental species unresolved	SCI-relevant receiver state unresolved; extract exact primary model	NO_EVIDENCE_BOUNDARY	M23A-B009-NE-002 explicit exact-pair search boundary; family or pathway adjacency not promoted
M23A-Q0410	matrix_receptor_candidate	Thbs4	Sdc4	no qualifying receptor-proximal relay retained	no terminal TF or downstream program asserted	bounded_no_evidence	not_assessed	not_assessed	mouse database candidate; experimental species unresolved	SCI-relevant receiver state unresolved; extract exact primary model	NO_EVIDENCE_BOUNDARY	M23A-B009-NE-002 explicit exact-pair search boundary; family or pathway adjacency not promoted
M23A-Q0411	matrix_receptor_candidate	Tnc	Itga2b, Itgb3	no qualifying receptor-proximal relay retained	no terminal TF or downstream program asserted	bounded_no_evidence	not_assessed	not_assessed	mouse database candidate; experimental species unresolved	SCI-relevant receiver state unresolved; extract exact primary model	NO_EVIDENCE_BOUNDARY	M23A-B009-NE-003 explicit exact-pair search boundary; family or pathway adjacency not promoted
M23A-Q0416	matrix_receptor_candidate	Tnc	Sdc1	no qualifying receptor-proximal relay retained	no terminal TF or downstream program asserted	bounded_no_evidence	not_assessed	not_assessed	mouse database candidate; experimental species unresolved	SCI-relevant receiver state unresolved; extract exact primary model	NO_EVIDENCE_BOUNDARY	M23A-B009-NE-003 explicit exact-pair search boundary; family or pathway adjacency not promoted
M23A-Q0418	matrix_receptor_candidate	Tnn	Itga2b, Itgb3	no qualifying receptor-proximal relay retained	no terminal TF or downstream program asserted	bounded_no_evidence	not_assessed	not_assessed	mouse database candidate; experimental species unresolved	SCI-relevant receiver state unresolved; extract exact primary model	NO_EVIDENCE_BOUNDARY	M23A-B009-NE-004 explicit exact-pair search boundary; family or pathway adjacency not promoted
M23A-Q0419	matrix_receptor_candidate	Tnn	Itga8, Itgb1	no qualifying receptor-proximal relay retained	no terminal TF or downstream program asserted	bounded_no_evidence	not_assessed	not_assessed	mouse database candidate; experimental species unresolved	SCI-relevant receiver state unresolved; extract exact primary model	NO_EVIDENCE_BOUNDARY	M23A-B009-NE-004 explicit exact-pair search boundary; family or pathway adjacency not promoted
M23A-Q0420	matrix_receptor_candidate	Tnn	Itga9, Itgb1	no qualifying receptor-proximal relay retained	no terminal TF or downstream program asserted	bounded_no_evidence	not_assessed	not_assessed	mouse database candidate; experimental species unresolved	SCI-relevant receiver state unresolved; extract exact primary model	NO_EVIDENCE_BOUNDARY	M23A-B009-NE-004 explicit exact-pair search boundary; family or pathway adjacency not promoted
M23A-Q0421	matrix_receptor_candidate	Tnn	Itgav, Itgb3	no qualifying receptor-proximal relay retained	no terminal TF or downstream program asserted	bounded_no_evidence	not_assessed	not_assessed	mouse database candidate; experimental species unresolved	SCI-relevant receiver state unresolved; extract exact primary model	NO_EVIDENCE_BOUNDARY	M23A-B009-NE-004 explicit exact-pair search boundary; family or pathway adjacency not promoted
M23A-Q0422	matrix_receptor_candidate	Tnn	Itgav, Itgb6	no qualifying receptor-proximal relay retained	no terminal TF or downstream program asserted	bounded_no_evidence	not_assessed	not_assessed	mouse database candidate; experimental species unresolved	SCI-relevant receiver state unresolved; extract exact primary model	NO_EVIDENCE_BOUNDARY	M23A-B009-NE-004 explicit exact-pair search boundary; family or pathway adjacency not promoted
M23A-Q0423	matrix_receptor_candidate	Tnn	Sdc1	no qualifying receptor-proximal relay retained	no terminal TF or downstream program asserted	bounded_no_evidence	not_assessed	not_assessed	mouse database candidate; experimental species unresolved	SCI-relevant receiver state unresolved; extract exact primary model	NO_EVIDENCE_BOUNDARY	M23A-B009-NE-004 explicit exact-pair search boundary; family or pathway adjacency not promoted
M23A-Q0424	matrix_receptor_candidate	Tnn	Sdc4	no qualifying receptor-proximal relay retained	no terminal TF or downstream program asserted	bounded_no_evidence	not_assessed	not_assessed	mouse database candidate; experimental species unresolved	SCI-relevant receiver state unresolved; extract exact primary model	NO_EVIDENCE_BOUNDARY	M23A-B009-NE-004 explicit exact-pair search boundary; family or pathway adjacency not promoted
M23A-Q0425	matrix_receptor_candidate	Tnr	Itga2b, Itgb3	no qualifying receptor-proximal relay retained	no terminal TF or downstream program asserted	bounded_no_evidence	not_assessed	not_assessed	mouse database candidate; experimental species unresolved	SCI-relevant receiver state unresolved; extract exact primary model	NO_EVIDENCE_BOUNDARY	M23A-B009-NE-005 explicit exact-pair search boundary; family or pathway adjacency not promoted
M23A-Q0426	matrix_receptor_candidate	Tnr	Itga8, Itgb1	no qualifying receptor-proximal relay retained	no terminal TF or downstream program asserted	bounded_no_evidence	not_assessed	not_assessed	mouse database candidate; experimental species unresolved	SCI-relevant receiver state unresolved; extract exact primary model	NO_EVIDENCE_BOUNDARY	M23A-B009-NE-005 explicit exact-pair search boundary; family or pathway adjacency not promoted
M23A-Q0427	matrix_receptor_candidate	Tnr	Itga9, Itgb1	no qualifying receptor-proximal relay retained	no terminal TF or downstream program asserted	bounded_no_evidence	not_assessed	not_assessed	mouse database candidate; experimental species unresolved	SCI-relevant receiver state unresolved; extract exact primary model	NO_EVIDENCE_BOUNDARY	M23A-B009-NE-005 explicit exact-pair search boundary; family or pathway adjacency not promoted
M23A-Q0428	matrix_receptor_candidate	Tnr	Itgav, Itgb3	no qualifying receptor-proximal relay retained	no terminal TF or downstream program asserted	bounded_no_evidence	not_assessed	not_assessed	mouse database candidate; experimental species unresolved	SCI-relevant receiver state unresolved; extract exact primary model	NO_EVIDENCE_BOUNDARY	M23A-B009-NE-005 explicit exact-pair search boundary; family or pathway adjacency not promoted
M23A-Q0429	matrix_receptor_candidate	Tnr	Itgav, Itgb6	no qualifying receptor-proximal relay retained	no terminal TF or downstream program asserted	bounded_no_evidence	not_assessed	not_assessed	mouse database candidate; experimental species unresolved	SCI-relevant receiver state unresolved; extract exact primary model	NO_EVIDENCE_BOUNDARY	M23A-B009-NE-005 explicit exact-pair search boundary; family or pathway adjacency not promoted
M23A-Q0430	matrix_receptor_candidate	Tnr	Sdc1	no qualifying receptor-proximal relay retained	no terminal TF or downstream program asserted	bounded_no_evidence	not_assessed	not_assessed	mouse database candidate; experimental species unresolved	SCI-relevant receiver state unresolved; extract exact primary model	NO_EVIDENCE_BOUNDARY	M23A-B009-NE-005 explicit exact-pair search boundary; family or pathway adjacency not promoted
M23A-Q0431	matrix_receptor_candidate	Tnr	Sdc4	no qualifying receptor-proximal relay retained	no terminal TF or downstream program asserted	bounded_no_evidence	not_assessed	not_assessed	mouse database candidate; experimental species unresolved	SCI-relevant receiver state unresolved; extract exact primary model	NO_EVIDENCE_BOUNDARY	M23A-B009-NE-005 explicit exact-pair search boundary; family or pathway adjacency not promoted
M23A-Q0432	matrix_receptor_candidate	Tnxb	Itga2b, Itgb3	no qualifying receptor-proximal relay retained	no terminal TF or downstream program asserted	bounded_no_evidence	not_assessed	not_assessed	mouse database candidate; experimental species unresolved	SCI-relevant receiver state unresolved; extract exact primary model	NO_EVIDENCE_BOUNDARY	M23A-B009-NE-006 explicit exact-pair search boundary; family or pathway adjacency not promoted
M23A-Q0433	matrix_receptor_candidate	Tnxb	Itga8, Itgb1	no qualifying receptor-proximal relay retained	no terminal TF or downstream program asserted	bounded_no_evidence	not_assessed	not_assessed	mouse database candidate; experimental species unresolved	SCI-relevant receiver state unresolved; extract exact primary model	NO_EVIDENCE_BOUNDARY	M23A-B009-NE-006 explicit exact-pair search boundary; family or pathway adjacency not promoted
M23A-Q0434	matrix_receptor_candidate	Tnxb	Itga9, Itgb1	no qualifying receptor-proximal relay retained	no terminal TF or downstream program asserted	bounded_no_evidence	not_assessed	not_assessed	mouse database candidate; experimental species unresolved	SCI-relevant receiver state unresolved; extract exact primary model	NO_EVIDENCE_BOUNDARY	M23A-B009-NE-006 explicit exact-pair search boundary; family or pathway adjacency not promoted
M23A-Q0436	matrix_receptor_candidate	Tnxb	Itgav, Itgb6	no qualifying receptor-proximal relay retained	no terminal TF or downstream program asserted	bounded_no_evidence	not_assessed	not_assessed	mouse database candidate; experimental species unresolved	SCI-relevant receiver state unresolved; extract exact primary model	NO_EVIDENCE_BOUNDARY	M23A-B009-NE-006 explicit exact-pair search boundary; family or pathway adjacency not promoted
M23A-Q0437	matrix_receptor_candidate	Tnxb	Sdc1	no qualifying receptor-proximal relay retained	no terminal TF or downstream program asserted	bounded_no_evidence	not_assessed	not_assessed	mouse database candidate; experimental species unresolved	SCI-relevant receiver state unresolved; extract exact primary model	NO_EVIDENCE_BOUNDARY	M23A-B009-NE-006 explicit exact-pair search boundary; family or pathway adjacency not promoted
M23A-Q0438	matrix_receptor_candidate	Tnxb	Sdc4	no qualifying receptor-proximal relay retained	no terminal TF or downstream program asserted	bounded_no_evidence	not_assessed	not_assessed	mouse database candidate; experimental species unresolved	SCI-relevant receiver state unresolved; extract exact primary model	NO_EVIDENCE_BOUNDARY	M23A-B009-NE-006 explicit exact-pair search boundary; family or pathway adjacency not promoted
M23A-Q1093	module23a_second_pass_primary_candidate	MMRN2	CD93	MMRN2-CD93 extracellular matrix adhesion branch	No CD93-specific intracellular relay or terminal TF asserted	reviewed_supported	not_assessed	not_assessed	human; recombinant	Non-SCI vascular comparator; no SCI receiver weighting	REVIEWED_SUPPORTED	Validate CD93 cell-state and downstream relay separately; retain CTLD and MMRN2 fragment context
M23A-Q1094	module23a_second_pass_primary_candidate	MMRN2	CD248	MMRN2-CD248 endothelial-pericyte matrix branch	No CD248-specific intracellular relay or terminal TF asserted	reviewed_supported	not_assessed	not_assessed	human; mouse comparator; recombinant	Non-SCI vascular/pericyte comparator; no SCI receiver weighting	REVIEWED_SUPPORTED	Retain correctly folded CD248-CTLD/ECD-Fc evidence and simultaneous binding context
M23A-Q1095	module23a_second_pass_primary_candidate	SLIT2 C-terminal LG domain	glycosylated DAG1/dystroglycan	DAG1-dependent SLIT2 localization at basement membrane/floor plate	commissural axon guidance	reviewed_supported	reviewed_supported	reviewed_supported	mouse; recombinant	Developmental spinal-cord comparator; no traumatic SCI transfer	REVIEWED_SUPPORTED	Glycosylated DAG1 and SLIT2 C-terminal domain specificity required; injury-state validation remains open
M23A-Q1096	review_led_primary_candidate	DCN/decorin	EGFR	decorin-EGFR receptor-tyrosine-kinase modulation	no SCI receptor relay asserted	reviewed_supported	not_assessed	not_assessed	human; recombinant	Non-SCI EGFR comparator; no SCI receiver weighting	REVIEWED_SUPPORTED	Decorin core-protein binding and EGFR activation are supported; retain non-SCI comparator scope.
M23A-Q1097	review_led_primary_candidate	DCN/decorin	SCI scar and axon-growth function	decorin SCI anti-scarring and axon-growth function	no receptor relay asserted; function-only intervention	not_assessed	not_assessed	reviewed_supported	rat; recombinant human	Acute rat SCI function study; receptor mechanism unresolved	REVIEWED_SUPPORTED	Retain function-only SCI evidence; no decorin receptor or kinase edge is inferred.
M23A-Q1098	review_led_primary_candidate	BGN/biglycan	CD14/TLR2/TLR4 innate immune receptor system	biglycan-CD14/TLR2/TLR4 inflammatory signaling	no SCI-specific biglycan perturbation or terminal TF asserted	reviewed_supported	reviewed_supported	reviewed_supported	mouse; human comparator; recombinant	Inflammatory comparator systems; no traumatic SCI transfer	REVIEWED_SUPPORTED	Soluble intact biglycan, CD14/TLR2/TLR4, P2X/NLRP3 context, and macrophage outputs remain layer-separated.
M23A-Q1099	review_led_primary_candidate	TNC/tenascin-C FBG domain	TLR4	TLR4-NF-kappaB/MAPK and microglial inflammatory branch	not asserted; no universal terminal TF	reviewed_supported	reviewed_supported	reviewed_supported	human; mouse comparator; recombinant	Non-SCI macrophage/microglia comparator; no traumatic SCI transfer	REVIEWED_SUPPORTED	FBG-domain/TLR4 binding and TLR4-dependent relay/function are supported; retain exact domain and model limits.
M23A-Q1100	review_led_primary_candidate	LMW hyaluronan fragments	TLR4/MyD88 and TLR4/TRIF innate immune receptor systems	TLR4-MyD88-ERK/p38/JNK and TLR4-TRIF/TBK1/IRF3 branches	no universal terminal TF; IFN-beta is a measured downstream output	reviewed_supported	reviewed_supported	reviewed_supported	mouse; human comparator; recombinant	Inflammatory monocyte/macrophage comparator; no traumatic SCI transfer	REVIEWED_SUPPORTED	Low-molecular-weight/fragmented HA, adaptor-specific relays, and output layers remain separated; direct binding is not asserted.
M23A-Q1101	review_led_primary_candidate	FN1/EDA fibronectin domain	TLR4-MD2 innate immune receptor system	FN-EDA TLR4-NF-kappaB and fibro-inflammatory output	no universal terminal TF	reviewed_supported	reviewed_supported	reviewed_supported	human; mouse comparator; recombinant	Non-SCI tissue-injury/fibrosis and macrophage comparator; no traumatic SCI transfer	REVIEWED_SUPPORTED	EDA-domain and TLR4-MD2 context are supported; alpha4beta1 cooperation remains unpromoted and no terminal TF or SCI transfer is asserted.
M23A-Q1102	review_led_primary_candidate	SPARC	TLR4	TLR4-TBK1-IRF3-IFN-beta-IFNAR-STAT1 branch; MyD88-independent	IRF3/IRF7-dependent interferon-stimulated gene and pro-inflammatory macrophage program	reviewed_supported	reviewed_supported	reviewed_supported	mouse; human comparator; recombinant	SCI extracellular-proteome abundance context with non-SCI macrophage causal studies	REVIEWED_SUPPORTED	Direct TLR4 binding and TLR4-dependent relays/outputs are supported; MD-2, traumatic-SCI causal transfer, and broader cell-state transfer remain unresolved.
M23A-Q1103	review_led_primary_candidate	LGALS3/galectin-3	TLR4 and PDGFRB+ fibroblast scar system	TLR4-dependent microglial activation; ROS/TXNIP/NLRP3 inflammatory branch; Gal3-PDGFRbeta fibroblast scar function	no universal terminal TF; SCI function is measured by inflammatory, fibrotic, axonal, and locomotor outputs	reviewed_supported	reviewed_supported	reviewed_supported	mouse; rat; human comparator; recombinant	SCI inflammatory and fibrotic-scar primary studies with non-SCI microglial TLR4-ligand evidence	REVIEWED_SUPPORTED	Layer-specific promotion is supported; a universal TLR4-to-NLRP3 relay and untested receptor-complex requirements remain unresolved.
M23A-Q1104	review_led_primary_candidate	HMGB1/high-mobility group box 1	TLR4-MD2 complex and SCI inflammatory receiver systems	TLR4/MD2 binding and TLR4-NF-kappaB/MAPK inflammatory relay; SCI astrocyte and myeloid outputs; secondary injury/function	no universal terminal TF; RAGE/TLR2/TLR4 usage is context-dependent	reviewed_supported	reviewed_supported	reviewed_supported	mouse; rat; human comparator; recombinant	SCI danger-signal primary studies with direct TLR4/MD2 and comparator receptor evidence	REVIEWED_SUPPORTED	Direct binding, relay, and SCI functional layers are supported separately; redox state, endotoxin controls, cell context, and receptor ordering remain limiting.
M23A-Q1105	review_led_primary_candidate	S100A8/A9 calprotectin dimer	TLR4-MD2-CD14 complex and injured-spinal-cord myeloid context	TLR4-MD2 binding; TLR4-MyD88-IRAK-1/NF-kappaB/MAPK relay; TNF/IL-8 inflammatory output; SCI myeloid context	no universal receptor or preparation-independent function; dimer/tetramer state is decisive	reviewed_supported	reviewed_supported	reviewed_supported	human; mouse; rat; recombinant	SCI myeloid abundance/localization context with direct TLR4/MD2 and phagocyte comparator studies	REVIEWED_SUPPORTED	Three comparator layers are supported at dimer/preparation-specific resolution; SCI abundance/localization is retained as medium, non-causal context and tetramer inhibition remains explicit.
M23A-Q1106	review_led_primary_candidate	extracellular histone H3/H4	TLR2/TLR4 receptor systems and SCI axon-growth program	TLR4/MD2 binding comparator; TLR2-YB-1 retrograde relay; SCI neurite/axon-growth inhibition; human SCI histone accumulation	no TLR4 relay is transferred into SCI; histone subtype, mixed preparation, and injury-model context remain decisive	reviewed_supported	reviewed_supported	reviewed_supported	human; mouse; rat; recombinant	SCI histone accumulation and axon-growth primary study with direct TLR4/MD2 sterile-injury comparator	REVIEWED_SUPPORTED	Binding, SCI TLR2/YB-1 relay, and axon-growth inhibition are supported separately; TLR4-to-SCI relay transfer remains unresolved.
M23A-Q1108	review_led_primary_candidate	tenascin-R (TNR)/FBG-R domain	TLR4 and posttraumatic recovery/synaptic-remodeling context	FBG-R/TLR4 direct binding and TLR4-dependent NF-kB/cytokine activity; TNR-associated SCI recovery and synaptic remodeling	macrophage cytokine output and SCI locomotor/synaptic program; no terminal TF	reviewed_supported	reviewed_supported	reviewed_supported	human; mouse; recombinant	Primary adult mouse TNR knockout compression SCI with non-SCI FBG-R/TLR4 comparator	REVIEWED_SUPPORTED_WITH_CONTEXT_BOUNDARY	FBG-R/full-length TNR presentation, no traumatic-SCI TLR4 mechanism, no terminal TF, and motor-task specificity remain bounded.
M23A-Q1109	review_led_primary_candidate	tenascin-R (TNR)	MAG and F11/CNTN1 axon-associated adhesion systems	TNR-MAG direct binding and cell-repulsion function; TNR-F11/CNTN1 direct domain interaction and neurite-growth modulation	TNR substrate inhibition of retinal axon growth; no defined cytoplasmic relay or terminal TF	reviewed_supported	reviewed_supported	reviewed_supported	mammalian; amphibian; recombinant	Primary TNR-MAG/F11 comparator studies and adult Pleurodeles optic-nerve substrate/crush assays	REVIEWED_SUPPORTED_WITH_CONTEXT_BOUNDARY	MAG ectodomain, F11/CNTN1 domain, substrate-presentation, cell-type, and amphibian comparator boundaries remain; no traumatic-SCI receptor transfer.
M23A-Q1110	review_led_primary_candidate	tenascin-R (TNR)	lectican C-type lectin domains; neurocan; phosphacan/PTPRZ1	TNR FNIII3-5-lectican direct binding and full-length TNR-neurocan/phosphacan core-protein binding	no downstream relay or terminal TF; no traumatic-SCI transfer	reviewed_supported	reviewed_supported	reviewed_supported	rat; recombinant	Primary recombinant lectican-domain assays, rat brain extract coprecipitation, and radioligand binding studies	REVIEWED_SUPPORTED_WITH_CONTEXT_BOUNDARY	Lectican domain and full-length core-protein resolutions remain separate; non-SCI CNS comparator and no-relay limits are explicit.
M23A-Q1111	review_led_primary_candidate	tenascin-R (TNR)	voltage-gated sodium-channel complex and beta2 ectodomain	TNR FNIII1-2/6-8 direct sodium-channel binding	Sodium-channel clustering, localization, and activity effects are proposed but not promoted as measured functional outputs	reviewed_supported	not_assessed	not_assessed	rat; recombinant	Primary purified-complex and beta2-ectodomain binding assays with mapped TNR FNIII domains	REVIEWED_SUPPORTED_WITH_CONTEXT_BOUNDARY	Direct binding is supported at both purified-complex and beta2-ectodomain resolutions; proposed channel organization/function and native-complex mediation remain unassessed.
M23A-Q1112	review_led_primary_candidate	tenascin-R (TNR)	sulfatide-bearing oligodendrocyte membrane	TNR-sulfatide direct binding and adhesion/differentiation outputs	no universal intracellular relay or terminal TF; myelin-gene output is cell-culture specific	reviewed_supported	reviewed_supported	reviewed_supported	mouse; rabbit; recombinant	Primary direct glycolipid-binding, oligodendrocyte adhesion, and differentiation assays	REVIEWED_SUPPORTED_WITH_CONTEXT_BOUNDARY	Direct sulfatide binding, adhesion, and differentiation outputs are separate; isoform, cell-stage, in-vitro, and non-SCI myelination limits remain explicit.
M23A-Q1113	review_led_primary_candidate	tenascin-R (TNR)	activated microglia and oligodendrocyte TNR-loss feedback	TNR EGF-like/FNIII6-8 domain microglial responses; microglia/TNF-alpha-associated TNR expression loss	no universal intracellular relay or terminal TF; PKA/PKC dependence retained without complete adaptor assignment	reviewed_supported	reviewed_supported	reviewed_supported	mammalian; recombinant	Primary activated-microglia adhesion and peripheral-nerve injury study plus domain-specific primary-microglia outputs	REVIEWED_SUPPORTED_WITH_CONTEXT_BOUNDARY	Opposing EGF-like/FNIII6-8 domain polarities, reverse TNR-loss feedback, peripheral-nerve model, and no-relay limits remain explicit.
M23A-Q1114	review_led_primary_candidate	tenascin-R (TNR)	perineuronal-net assembly and aggrecan clustering	TNR-dependent PN formation/stabilization; aggrecan clustering organization mechanism	no traumatic-SCI transfer; organotypic and dissociated neural-culture boundaries remain explicit	reviewed_supported	reviewed_supported	reviewed_supported	mouse; recombinant	Primary TNR-deficient and wild-type mouse neural cultures, organotypic slices, and exogenous TNR add-back	REVIEWED_SUPPORTED_WITH_CONTEXT_BOUNDARY	Abnormal TNR-deficient PN architecture and improved dendritic PN formation after TNR add-back are retained; aggrecan-clustering mechanism and no-SCI limits remain explicit.
M23A-Q1115	review_led_primary_candidate	tenascin-R (TNR)	RPTPZ1/PTPRZ1-TNR perineuronal-net architecture	TNR-RPTPζ/phosphacan extracellular interface and PNN structural function	no cytoplasmic phosphatase relay or traumatic-SCI transfer; mouse neuronal-culture boundaries remain explicit	reviewed_supported	reviewed_supported	reviewed_supported	mouse; recombinant	Primary TNR/RPTPζ ectodomain binding, structural interface, and mouse cortical-neuron culture mutagenesis	REVIEWED_SUPPORTED_WITH_CONTEXT_BOUNDARY	Exact TNR-RPTPζ/phosphacan interface and PNN architecture effect are retained separately from prior binding and aggrecan-clustering edges.
M23A-Q1116	review_led_primary_candidate	tenascin-R (TNR)	TNR-dependent optic-nerve axonal conduction	TNR-associated optic-nerve conduction function; nodal Na+-channel distribution retained as boundary	no traumatic-SCI transfer and no altered nodal Na+-channel distribution are asserted	reviewed_supported	reviewed_supported	reviewed_supported	mouse	Primary TNR-deficient and wild-type mouse optic-nerve compound-action-potential recordings and nodal Na+-channel immunostaining	REVIEWED_SUPPORTED_WITH_CONTEXT_BOUNDARY	Reduced optic-nerve conduction velocity is retained as a measured function separate from direct sodium-channel binding or proposed organization.
M23A-Q1117	review_led_primary_candidate	PACAP/ADCYAP1	VPAC1/VIPR1 and VPAC2/VIPR2 receptor systems	PACAP direct ligand association and VPAC1/VPAC2 Gs-adenylate-cyclase/cAMP relay	no native SCI transfer, subtype-exclusive downstream program, or universal receptor-state assignment is asserted	reviewed_supported	reviewed_supported	not_assessed	rat; human; recombinant	Primary recombinant VPAC1/VIP1 and VPAC2/VIP2 binding/competition and PACAP-stimulated adenylate-cyclase/cAMP studies; no native SCI assay	REVIEWED_SUPPORTED_WITH_LAYER_BOUNDARY	Direct binding and receptor-proximal activation are supported at historical receptor-subtype resolution, while shared pharmacology and downstream subtype-exclusive function remain bounded.
M23A-Q1118	review_led_primary_candidate	S100A8/A9 calprotectin dimer	ITGAM:ITGB2 (Mac-1)	Mac-1 up-regulation/activation and Mac-1-dependent neutrophil adhesion/chemotaxis	no native SCI transfer, direct binary binding, or preparation-independent monomer assignment is asserted	not_assessed	reviewed_supported	reviewed_supported	mouse; human; recombinant	Primary neutrophil Mac-1 activation/neutralization assays and murine air-pouch chemotaxis model	REVIEWED_SUPPORTED_WITH_LAYER_BOUNDARY	Receptor-proximal and functional layers are supported at tested S100A8/A9 preparation resolution; direct ligand-Mac-1 binding and native SCI causality remain unresolved.
M23A-Q1119	review_led_primary_candidate	Sema4A	Plexin-B2/PLXNB2	Plexin-B2-dependent Sema4A synaptogenic relay and glutamatergic synapse development	no traumatic-SCI transfer, direct binary binding, or complete intracellular GAP/co-receptor relay is asserted	not_assessed	reviewed_supported	reviewed_supported	rat; mouse; recombinant	Primary Sema4A-Fc treatment and Plexin-B2 RNAi in rat hippocampal neurons; no direct binding assay	REVIEWED_SUPPORTED_WITH_LAYER_BOUNDARY	Receptor-dependent synaptogenic function is supported in rodent hippocampal culture, while physical binding and broader intracellular relay remain unresolved.
M23A-Q1120	review_led_primary_candidate	EFNA1	EPHA5	EFNA1-EPHA5 receptor-proximal tyrosine-phosphorylation activation	No direct binding, downstream functional program, neural context, or traumatic-SCI transfer is asserted	not_assessed	reviewed_supported	not_assessed	human; recombinant	Primary ephrin-A1 recombinant-fusion stimulation and time-dependent EPHA5 phosphorylation in human U-118 MG cells; no direct binding or neural/SCI assay	REVIEWED_SUPPORTED_WITH_LAYER_BOUNDARY	Exact receptor-proximal activation is supported in a human glioblastoma cell line, while physical binding, downstream program, neural context, and traumatic-SCI transfer remain unresolved.
