pair_key	pair_label_canonical	in_module20a	in_cellchat_priority	in_cellchat_full	in_liana_consensus	module20a_mouse_confidence	module20a_human_confidence	module20a_confidence_extractability	module20a_conservation_status	cellchat_priority_annotations	cellchat_priority_pathways	cellchat_priority_directness	cellchat_priority_source_records
sema3a plxna1	Sema3a Plxna1	yes	no	no	no	medium	medium	medium_or_lower_only	mouse_source_plus_human_ortholog_mapping_only				
sema3a plxna2	Sema3a Plxna2	yes	no	no	no	medium	medium	medium_or_lower_only	mouse_source_plus_human_ortholog_mapping_only				
sema3a plxna3	Sema3a Plxna3	yes	no	no	no	medium	medium	medium_or_lower_only	mouse_source_plus_human_ortholog_mapping_only				
sema3a plxna4	Sema3a Plxna4	yes	no	no	no	medium	medium	medium_or_lower_only	mouse_source_plus_human_ortholog_mapping_only				
sema3b nrp1	Sema3b Nrp1	yes	no	no	no	low	low	uncertain_or_unassessed	mouse_source_plus_human_ortholog_mapping_only				
sema3b nrp1_plxna1	Sema3b NRP1_PLXNA1	no	no	yes	yes	not_assessed	not_assessed	not_assessed	not_in_module20a				
sema3b nrp1_plxna2	Sema3b NRP1_PLXNA2	no	no	yes	yes	not_assessed	not_assessed	not_assessed	not_in_module20a				
sema3b nrp1_plxna3	Sema3b NRP1_PLXNA3	no	no	yes	yes	not_assessed	not_assessed	not_assessed	not_in_module20a				
sema3b nrp1_plxna4	Sema3b NRP1_PLXNA4	no	no	yes	yes	not_assessed	not_assessed	not_assessed	not_in_module20a				
sema3b nrp2_plxna1	Sema3b NRP2_PLXNA1	no	no	yes	yes	not_assessed	not_assessed	not_assessed	not_in_module20a				
sema3b nrp2_plxna2	Sema3b NRP2_PLXNA2	no	no	yes	yes	not_assessed	not_assessed	not_assessed	not_in_module20a				
sema3b nrp2_plxna3	Sema3b NRP2_PLXNA3	no	no	yes	yes	not_assessed	not_assessed	not_assessed	not_in_module20a				
sema3b nrp2_plxna4	Sema3b NRP2_PLXNA4	no	no	yes	yes	not_assessed	not_assessed	not_assessed	not_in_module20a				
sema3c nrp1	Sema3c Nrp1	yes	no	no	no	medium	medium	medium_or_lower_only	mouse_source_plus_human_ortholog_mapping_only				
sema3c nrp1_nrp2	Sema3c NRP1_NRP2	no	no	yes	no	not_assessed	not_assessed	not_assessed	not_in_module20a				
sema3c nrp1_nrp2_plxnd1	Sema3c Nrp1_Nrp2_Plxnd1	no	no	no	yes	not_assessed	not_assessed	not_assessed	not_in_module20a				
sema3c nrp1_plxna1	Sema3c NRP1_PLXNA1	no	no	yes	yes	not_assessed	not_assessed	not_assessed	not_in_module20a				
sema3c nrp1_plxna2	Sema3c NRP1_PLXNA2	no	no	yes	yes	not_assessed	not_assessed	not_assessed	not_in_module20a				
sema3c nrp1_plxna3	Sema3c NRP1_PLXNA3	no	no	yes	yes	not_assessed	not_assessed	not_assessed	not_in_module20a				
sema3c nrp1_plxna4	Sema3c NRP1_PLXNA4	no	no	yes	yes	not_assessed	not_assessed	not_assessed	not_in_module20a				
sema3c nrp2_plxna1	Sema3c NRP2_PLXNA1	no	no	yes	yes	not_assessed	not_assessed	not_assessed	not_in_module20a				
sema3c nrp2_plxna2	Sema3c NRP2_PLXNA2	no	no	yes	yes	not_assessed	not_assessed	not_assessed	not_in_module20a				
sema3c nrp2_plxna3	Sema3c NRP2_PLXNA3	no	no	yes	yes	not_assessed	not_assessed	not_assessed	not_in_module20a				
sema3c nrp2_plxna4	Sema3c NRP2_PLXNA4	no	no	yes	yes	not_assessed	not_assessed	not_assessed	not_in_module20a				
sema3c plxnd1	Sema3c Plxnd1	no	no	yes	no	not_assessed	not_assessed	not_assessed	not_in_module20a				
sema3d nrp1_plxna1	Sema3d NRP1_PLXNA1	no	no	yes	yes	not_assessed	not_assessed	not_assessed	not_in_module20a				
sema3d nrp1_plxna2	Sema3d NRP1_PLXNA2	no	no	yes	yes	not_assessed	not_assessed	not_assessed	not_in_module20a				
sema3d nrp1_plxna3	Sema3d NRP1_PLXNA3	no	no	yes	yes	not_assessed	not_assessed	not_assessed	not_in_module20a				
sema3d nrp1_plxna4	Sema3d NRP1_PLXNA4	no	no	yes	yes	not_assessed	not_assessed	not_assessed	not_in_module20a				
sema3d nrp2_plxna1	Sema3d NRP2_PLXNA1	no	no	yes	yes	not_assessed	not_assessed	not_assessed	not_in_module20a				
sema3d nrp2_plxna2	Sema3d NRP2_PLXNA2	no	no	yes	yes	not_assessed	not_assessed	not_assessed	not_in_module20a				
sema3d nrp2_plxna3	Sema3d NRP2_PLXNA3	no	no	yes	yes	not_assessed	not_assessed	not_assessed	not_in_module20a				
sema3d nrp2_plxna4	Sema3d NRP2_PLXNA4	no	no	yes	yes	not_assessed	not_assessed	not_assessed	not_in_module20a				
sema3d plxnd1	Sema3d Plxnd1	no	no	no	yes	not_assessed	not_assessed	not_assessed	not_in_module20a				
sema3e nrp1	Sema3e Nrp1	no	no	no	yes	not_assessed	not_assessed	not_assessed	not_in_module20a				
sema3e nrp2	Sema3e Nrp2	no	no	no	yes	not_assessed	not_assessed	not_assessed	not_in_module20a				
sema3e plxnd1	Sema3e Plxnd1	no	no	yes	yes	not_assessed	not_assessed	not_assessed	not_in_module20a				
sema3f nrp1	Sema3f Nrp1	no	no	no	yes	not_assessed	not_assessed	not_assessed	not_in_module20a				
sema3f nrp2	Sema3f Nrp2	yes	no	no	no	medium	medium	medium_or_lower_only	mouse_source_plus_human_ortholog_mapping_only				
sema3f nrp2_plxna1	Sema3f NRP2_PLXNA1	no	no	yes	yes	not_assessed	not_assessed	not_assessed	not_in_module20a				
sema3f nrp2_plxna2	Sema3f NRP2_PLXNA2	no	no	yes	yes	not_assessed	not_assessed	not_assessed	not_in_module20a				
sema3f nrp2_plxna3	Sema3f NRP2_PLXNA3	no	no	yes	yes	not_assessed	not_assessed	not_assessed	not_in_module20a				
sema3f nrp2_plxna4	Sema3f NRP2_PLXNA4	no	no	yes	yes	not_assessed	not_assessed	not_assessed	not_in_module20a				
sema3f plxna1	Sema3f Plxna1	yes	no	no	no	low	low	uncertain_or_unassessed	mouse_source_plus_human_ortholog_mapping_only				
sema3f plxna3	Sema3f Plxna3	yes	no	no	no	medium	medium	medium_or_lower_only	mouse_source_plus_human_ortholog_mapping_only				
sema3g fcgr3	Sema3g Fcgr3	no	no	no	yes	not_assessed	not_assessed	not_assessed	not_in_module20a				
sema3g gp6	Sema3g Gp6	no	no	no	yes	not_assessed	not_assessed	not_assessed	not_in_module20a				
sema3g nrp2_plxna1	Sema3g NRP2_PLXNA1	no	no	yes	yes	not_assessed	not_assessed	not_assessed	not_in_module20a				
sema3g nrp2_plxna2	Sema3g NRP2_PLXNA2	no	no	yes	yes	not_assessed	not_assessed	not_assessed	not_in_module20a				
sema3g nrp2_plxna3	Sema3g NRP2_PLXNA3	no	no	yes	yes	not_assessed	not_assessed	not_assessed	not_in_module20a				
sema3g nrp2_plxna4	Sema3g NRP2_PLXNA4	no	no	yes	yes	not_assessed	not_assessed	not_assessed	not_in_module20a				
sema4a nrp1_plxna1	Sema4a NRP1_PLXNA1	no	no	yes	yes	not_assessed	not_assessed	not_assessed	not_in_module20a				
sema4a nrp1_plxna2	Sema4a NRP1_PLXNA2	no	no	yes	yes	not_assessed	not_assessed	not_assessed	not_in_module20a				
sema4a nrp1_plxna3	Sema4a NRP1_PLXNA3	no	no	yes	yes	not_assessed	not_assessed	not_assessed	not_in_module20a				
sema4a nrp1_plxna4	Sema4a NRP1_PLXNA4	no	no	yes	yes	not_assessed	not_assessed	not_assessed	not_in_module20a				
sema4a plxnb1	Sema4a Plxnb1	yes	no	yes	yes	medium	medium	medium_or_lower_only	mouse_source_plus_human_ortholog_mapping_only				
sema4a plxnb2	Sema4a Plxnb2	yes	no	yes	yes	medium	medium	medium_or_lower_only	mouse_source_plus_human_ortholog_mapping_only				
sema4a plxnb3	Sema4a Plxnb3	yes	no	yes	yes	medium	medium	medium_or_lower_only	mouse_source_plus_human_ortholog_mapping_only				
sema4a plxnd1	Sema4a Plxnd1	no	no	no	yes	not_assessed	not_assessed	not_assessed	not_in_module20a				
sema4a timd2	Sema4a Timd2	no	no	yes	no	not_assessed	not_assessed	not_assessed	not_in_module20a				
sema4b dcbld2	Sema4b Dcbld2	no	no	no	yes	not_assessed	not_assessed	not_assessed	not_in_module20a				
sema4b plxnb2	Sema4b Plxnb2	yes	no	no	no	low	low	uncertain_or_unassessed	mouse_source_plus_human_ortholog_mapping_only				
sema4c plxnb2	Sema4c Plxnb2	yes	no	yes	yes	high	high	high_in_at_least_one_species	mouse_source_plus_human_ortholog_mapping_only				
sema4d cd72	Sema4d Cd72	no	no	yes	yes	not_assessed	not_assessed	not_assessed	not_in_module20a				
sema4d erbb2	Sema4d Erbb2	no	no	no	yes	not_assessed	not_assessed	not_assessed	not_in_module20a				
sema4d met	Sema4d Met	no	no	no	yes	not_assessed	not_assessed	not_assessed	not_in_module20a				
sema4d plxnb1	Sema4d Plxnb1	no	no	yes	yes	not_assessed	not_assessed	not_assessed	not_in_module20a				
sema4d plxnb2	Sema4d Plxnb2	no	no	yes	yes	not_assessed	not_assessed	not_assessed	not_in_module20a				
sema4d plxnb3	Sema4d Plxnb3	no	no	yes	yes	not_assessed	not_assessed	not_assessed	not_in_module20a				
sema4f nrp2	Sema4f Nrp2	no	no	no	yes	not_assessed	not_assessed	not_assessed	not_in_module20a				
sema4g plxnb2	Sema4g Plxnb2	yes	no	yes	yes	medium	medium	medium_or_lower_only	mouse_source_plus_human_ortholog_mapping_only				
sema5a met	Sema5a Met	no	no	no	yes	not_assessed	not_assessed	not_assessed	not_in_module20a				
sema5a plxna1	Sema5a Plxna1	yes	no	yes	yes	medium	medium	medium_or_lower_only	mouse_source_plus_human_ortholog_mapping_only				
sema5a plxna3	Sema5a Plxna3	no	no	yes	yes	not_assessed	not_assessed	not_assessed	not_in_module20a				
sema5a plxnb3	Sema5a Plxnb3	yes	no	yes	yes	low	low	uncertain_or_unassessed	mouse_source_plus_human_ortholog_mapping_only				
sema5b plxna1	Sema5b Plxna1	no	no	yes	yes	not_assessed	not_assessed	not_assessed	not_in_module20a				
sema5b plxna3	Sema5b Plxna3	no	no	yes	yes	not_assessed	not_assessed	not_assessed	not_in_module20a				
sema6a plxna2	Sema6a Plxna2	yes	no	yes	yes	high	high	high_in_at_least_one_species	mouse_source_plus_human_ortholog_mapping_only				
sema6a plxna4	Sema6a Plxna4	yes	no	yes	yes	high	high	high_in_at_least_one_species	mouse_source_plus_human_ortholog_mapping_only				
sema6b plxna2	Sema6b Plxna2	no	no	yes	yes	not_assessed	not_assessed	not_assessed	not_in_module20a				
sema6b plxna4	Sema6b Plxna4	yes	no	yes	yes	medium	medium	medium_or_lower_only	mouse_source_plus_human_ortholog_mapping_only				
sema6c plxna1	Sema6c Plxna1	yes	no	no	no	low	low	uncertain_or_unassessed	mouse_source_plus_human_ortholog_mapping_only				
sema6d kdr_plxna1	Sema6d Kdr_Plxna1	no	no	no	yes	not_assessed	not_assessed	not_assessed	not_in_module20a				
sema6d plxna1	Sema6d Plxna1	yes	no	yes	no	high	high	high_in_at_least_one_species	mouse_source_plus_human_ortholog_mapping_only				
sema6d plxna1_kdr	Sema6d PLXNA1_KDR	no	no	yes	no	not_assessed	not_assessed	not_assessed	not_in_module20a				
sema6d plxna1_trem2	Sema6d PLXNA1_TREM2	no	no	yes	no	not_assessed	not_assessed	not_assessed	not_in_module20a				
sema6d plxna1_trem2_tyrobp	Sema6d Plxna1_Trem2_Tyrobp	no	no	no	yes	not_assessed	not_assessed	not_assessed	not_in_module20a				
sema7a itga1	Sema7a Itga1	yes	no	no	no	medium	medium	medium_or_lower_only	mouse_source_plus_human_ortholog_mapping_only				
sema7a itga1_itgb1	Sema7a Itga1_Itgb1	no	no	no	yes	not_assessed	not_assessed	not_assessed	not_in_module20a				
sema7a itgb1	Sema7a Itgb1	yes	no	no	no	medium	medium	medium_or_lower_only	mouse_source_plus_human_ortholog_mapping_only				
sema7a itgb1_itga1	Sema7a ITGB1_ITGA1	no	no	yes	no	not_assessed	not_assessed	not_assessed	not_in_module20a				
sema7a plxnc1	Sema7a Plxnc1	no	no	yes	yes	not_assessed	not_assessed	not_assessed	not_in_module20a				
serpina1a lrp1	Serpina1a Lrp1	no	no	no	yes	not_assessed	not_assessed	not_assessed	not_in_module20a				
serpina1b lrp1	Serpina1b Lrp1	no	no	no	yes	not_assessed	not_assessed	not_assessed	not_in_module20a				
serpina1c lrp1	Serpina1c Lrp1	no	no	no	yes	not_assessed	not_assessed	not_assessed	not_in_module20a				
serpina1d lrp1	Serpina1d Lrp1	no	no	no	yes	not_assessed	not_assessed	not_assessed	not_in_module20a				
serpina1e lrp1	Serpina1e Lrp1	no	no	no	yes	not_assessed	not_assessed	not_assessed	not_in_module20a				
serpina7 slc16a2	Serpina7 Slc16a2	no	no	no	yes	not_assessed	not_assessed	not_assessed	not_in_module20a				
serpinc1 gpc1	Serpinc1 Gpc1	no	no	no	yes	not_assessed	not_assessed	not_assessed	not_in_module20a				
serpinc1 lrp1	Serpinc1 Lrp1	no	no	no	yes	not_assessed	not_assessed	not_assessed	not_in_module20a				
serpine1 itgb5	Serpine1 Itgb5	no	no	no	yes	not_assessed	not_assessed	not_assessed	not_in_module20a				
serpine1 lrp1	Serpine1 Lrp1	no	no	no	yes	not_assessed	not_assessed	not_assessed	not_in_module20a				
serpine1 lrp2	Serpine1 Lrp2	no	no	no	yes	not_assessed	not_assessed	not_assessed	not_in_module20a				
serpine1 plaur	Serpine1 Plaur	no	no	no	yes	not_assessed	not_assessed	not_assessed	not_in_module20a				
serpine2 lrp1	Serpine2 Lrp1	no	no	no	yes	not_assessed	not_assessed	not_assessed	not_in_module20a				
serpinf1 plxdc1	Serpinf1 Plxdc1	no	no	no	yes	not_assessed	not_assessed	not_assessed	not_in_module20a				
serpinf1 plxdc2	Serpinf1 Plxdc2	no	no	no	yes	not_assessed	not_assessed	not_assessed	not_in_module20a				
serping1 lrp1	Serping1 Lrp1	no	no	no	yes	not_assessed	not_assessed	not_assessed	not_in_module20a				
serping1 selp	Serping1 Selp	no	no	no	yes	not_assessed	not_assessed	not_assessed	not_in_module20a				
sertad1 ar	Sertad1 Ar	no	no	no	yes	not_assessed	not_assessed	not_assessed	not_in_module20a				
sfrp1 fzd2	Sfrp1 Fzd2	no	no	no	yes	not_assessed	not_assessed	not_assessed	not_in_module20a				
sfrp1 fzd6	Sfrp1 Fzd6	no	no	no	yes	not_assessed	not_assessed	not_assessed	not_in_module20a				
sfrp2 fzd5	Sfrp2 Fzd5	no	no	no	yes	not_assessed	not_assessed	not_assessed	not_in_module20a				
sftpa1 tlr2	Sftpa1 Tlr2	no	no	no	yes	not_assessed	not_assessed	not_assessed	not_in_module20a				
sftpd adgre5	Sftpd Adgre5	no	no	yes	no	not_assessed	not_assessed	not_assessed	not_in_module20a				
sftpd lair1	Sftpd Lair1	no	no	no	yes	not_assessed	not_assessed	not_assessed	not_in_module20a				
sftpd ly96	Sftpd Ly96	no	no	no	yes	not_assessed	not_assessed	not_assessed	not_in_module20a				
sftpd sirpa	Sftpd Sirpa	no	no	no	yes	not_assessed	not_assessed	not_assessed	not_in_module20a				
sftpd tlr4	Sftpd Tlr4	no	no	no	yes	not_assessed	not_assessed	not_assessed	not_in_module20a				
shank1 sstr2	Shank1 Sstr2	no	no	no	yes	not_assessed	not_assessed	not_assessed	not_in_module20a				
shank2 cftr	Shank2 Cftr	no	no	no	yes	not_assessed	not_assessed	not_assessed	not_in_module20a				
shbg cldn4	Shbg Cldn4	no	no	no	yes	not_assessed	not_assessed	not_assessed	not_in_module20a				
shbg gprc6a	Shbg Gprc6a	no	no	no	yes	not_assessed	not_assessed	not_assessed	not_in_module20a				
shbg slc37a1	Shbg Slc37a1	no	no	no	yes	not_assessed	not_assessed	not_assessed	not_in_module20a				
shh boc	Shh Boc	no	no	no	yes	not_assessed	not_assessed	not_assessed	not_in_module20a				
shh cdon	Shh Cdon	no	no	no	yes	not_assessed	not_assessed	not_assessed	not_in_module20a				
shh gas1	Shh Gas1	no	no	no	yes	not_assessed	not_assessed	not_assessed	not_in_module20a				
shh gpc1	Shh Gpc1	no	no	no	yes	not_assessed	not_assessed	not_assessed	not_in_module20a				
shh gpc5	Shh Gpc5	no	no	no	yes	not_assessed	not_assessed	not_assessed	not_in_module20a				
shh hhip	Shh Hhip	no	no	no	yes	not_assessed	not_assessed	not_assessed	not_in_module20a				
shh lrp2	Shh Lrp2	no	no	no	yes	not_assessed	not_assessed	not_assessed	not_in_module20a				
shh ptch1_smo	Shh PTCH1_SMO	no	no	yes	yes	not_assessed	not_assessed	not_assessed	not_in_module20a				
shh ptch2_smo	Shh PTCH2_SMO	no	no	yes	yes	not_assessed	not_assessed	not_assessed	not_in_module20a				
shh scube2	Shh Scube2	no	no	no	yes	not_assessed	not_assessed	not_assessed	not_in_module20a				
siglec1 spn	Siglec1 Spn	no	no	yes	no	not_assessed	not_assessed	not_assessed	not_in_module20a				
sirpa cd47	Sirpa Cd47	no	no	no	yes	not_assessed	not_assessed	not_assessed	not_in_module20a				
sirpb1a cd47	Sirpb1a Cd47	no	no	yes	no	not_assessed	not_assessed	not_assessed	not_in_module20a				
sirpb1b cd47	Sirpb1b Cd47	no	no	yes	no	not_assessed	not_assessed	not_assessed	not_in_module20a				
sirpb1c cd47	Sirpb1c Cd47	no	no	yes	no	not_assessed	not_assessed	not_assessed	not_in_module20a				
slc6a8 lifr	Slc6a8 Lifr	no	no	no	yes	not_assessed	not_assessed	not_assessed	not_in_module20a				
slit1 flrt3	Slit1 Flrt3	no	no	no	yes	not_assessed	not_assessed	not_assessed	not_in_module20a				
slit1 gpc1	Slit1 Gpc1	no	no	no	yes	not_assessed	not_assessed	not_assessed	not_in_module20a				
slit1 robo1	Slit1 Robo1	no	yes	yes	yes	not_assessed	not_assessed	not_assessed	not_in_module20a	Secreted Signaling	SLIT	seed_candidate_simple	CellChat:SLIT1_ROBO1
slit1 robo2	Slit1 Robo2	no	no	no	yes	not_assessed	not_assessed	not_assessed	not_in_module20a				
slit1 sdc1	Slit1 Sdc1	no	no	no	yes	not_assessed	not_assessed	not_assessed	not_in_module20a				
slit2 app	Slit2 App	no	no	no	yes	not_assessed	not_assessed	not_assessed	not_in_module20a				
slit2 dcc	Slit2 Dcc	no	no	no	yes	not_assessed	not_assessed	not_assessed	not_in_module20a				
slit2 gpc1	Slit2 Gpc1	no	no	no	yes	not_assessed	not_assessed	not_assessed	not_in_module20a				
slit2 plxna1	Slit2 Plxna1	no	no	no	yes	not_assessed	not_assessed	not_assessed	not_in_module20a				
slit2 robo1	Slit2 Robo1	no	yes	yes	yes	not_assessed	not_assessed	not_assessed	not_in_module20a	Secreted Signaling	SLIT	seed_candidate_simple	CellChat:SLIT2_ROBO1
slit2 robo2	Slit2 Robo2	no	yes	yes	yes	not_assessed	not_assessed	not_assessed	not_in_module20a	Secreted Signaling	SLIT	seed_candidate_simple	CellChat:SLIT2_ROBO2
slit2 robo4	Slit2 Robo4	no	no	no	yes	not_assessed	not_assessed	not_assessed	not_in_module20a				
slit2 sdc1	Slit2 Sdc1	no	no	no	yes	not_assessed	not_assessed	not_assessed	not_in_module20a				
slit3 robo1	Slit3 Robo1	no	no	no	yes	not_assessed	not_assessed	not_assessed	not_in_module20a				
slit3 robo2	Slit3 Robo2	no	no	no	yes	not_assessed	not_assessed	not_assessed	not_in_module20a				
slit3 robo4	Slit3 Robo4	no	no	no	yes	not_assessed	not_assessed	not_assessed	not_in_module20a				
slitrk1 enpep	Slitrk1 Enpep	no	no	no	yes	not_assessed	not_assessed	not_assessed	not_in_module20a				
slitrk1 ptprd	Slitrk1 Ptprd	no	yes	yes	no	not_assessed	not_assessed	not_assessed	not_in_module20a	Secreted Signaling	SLITRK	seed_candidate_simple	CellChat:SLITRK1_PTPRD
slitrk1 ptprs	Slitrk1 Ptprs	no	yes	yes	yes	not_assessed	not_assessed	not_assessed	not_in_module20a	Secreted Signaling	SLITRK	seed_candidate_simple	CellChat:SLITRK1_PTPRS
slitrk1 tnfrsf11b	Slitrk1 Tnfrsf11b	no	no	no	yes	not_assessed	not_assessed	not_assessed	not_in_module20a				
slitrk2 ptprd	Slitrk2 Ptprd	no	yes	yes	no	not_assessed	not_assessed	not_assessed	not_in_module20a	Secreted Signaling	SLITRK	seed_candidate_simple	CellChat:SLITRK2_PTPRD
slitrk2 ptprs	Slitrk2 Ptprs	no	yes	yes	yes	not_assessed	not_assessed	not_assessed	not_in_module20a	Secreted Signaling	SLITRK	seed_candidate_simple	CellChat:SLITRK2_PTPRS
slitrk3 ptprd	Slitrk3 Ptprd	no	yes	yes	no	not_assessed	not_assessed	not_assessed	not_in_module20a	Secreted Signaling	SLITRK	seed_candidate_simple	CellChat:SLITRK3_PTPRD
slitrk3 ptprs	Slitrk3 Ptprs	no	no	no	yes	not_assessed	not_assessed	not_assessed	not_in_module20a				
slitrk4 ptprs	Slitrk4 Ptprs	no	yes	yes	no	not_assessed	not_assessed	not_assessed	not_in_module20a	Secreted Signaling	SLITRK	seed_candidate_simple	CellChat:SLITRK4_PTPRS
slitrk5 ptprs	Slitrk5 Ptprs	no	yes	yes	no	not_assessed	not_assessed	not_assessed	not_in_module20a	Secreted Signaling	SLITRK	seed_candidate_simple	CellChat:SLITRK5_PTPRS
slitrk6 ptprs	Slitrk6 Ptprs	no	yes	yes	yes	not_assessed	not_assessed	not_assessed	not_in_module20a	Secreted Signaling	SLITRK	seed_candidate_simple	CellChat:SLITRK6_PTPRS
slpi cd4	Slpi Cd4	no	no	no	yes	not_assessed	not_assessed	not_assessed	not_in_module20a				
slpi plscr1	Slpi Plscr1	no	no	no	yes	not_assessed	not_assessed	not_assessed	not_in_module20a				
slpi plscr4	Slpi Plscr4	no	no	no	yes	not_assessed	not_assessed	not_assessed	not_in_module20a				
slurp1 chrna1	Slurp1 Chrna1	no	no	yes	no	not_assessed	not_assessed	not_assessed	not_in_module20a				
slurp1 chrna10	Slurp1 Chrna10	no	no	yes	yes	not_assessed	not_assessed	not_assessed	not_in_module20a				
slurp1 chrna2	Slurp1 Chrna2	no	no	yes	no	not_assessed	not_assessed	not_assessed	not_in_module20a				
slurp1 chrna3	Slurp1 Chrna3	no	no	yes	yes	not_assessed	not_assessed	not_assessed	not_in_module20a				
slurp1 chrna4	Slurp1 Chrna4	no	no	yes	yes	not_assessed	not_assessed	not_assessed	not_in_module20a				
slurp1 chrna5	Slurp1 Chrna5	no	no	yes	no	not_assessed	not_assessed	not_assessed	not_in_module20a				
slurp1 chrna6	Slurp1 Chrna6	no	no	yes	no	not_assessed	not_assessed	not_assessed	not_in_module20a				
slurp1 chrna7	Slurp1 Chrna7	no	no	yes	yes	not_assessed	not_assessed	not_assessed	not_in_module20a				
slurp1 chrna9	Slurp1 Chrna9	no	no	yes	yes	not_assessed	not_assessed	not_assessed	not_in_module20a				
slurp1 chrnb1	Slurp1 Chrnb1	no	no	yes	no	not_assessed	not_assessed	not_assessed	not_in_module20a				
slurp1 chrnb2	Slurp1 Chrnb2	no	no	yes	yes	not_assessed	not_assessed	not_assessed	not_in_module20a				
slurp1 chrnb3	Slurp1 Chrnb3	no	no	yes	no	not_assessed	not_assessed	not_assessed	not_in_module20a				
slurp1 chrnb4	Slurp1 Chrnb4	no	no	yes	yes	not_assessed	not_assessed	not_assessed	not_in_module20a				
slurp1 chrnd	Slurp1 Chrnd	no	no	yes	no	not_assessed	not_assessed	not_assessed	not_in_module20a				
slurp1 chrne	Slurp1 Chrne	no	no	yes	no	not_assessed	not_assessed	not_assessed	not_in_module20a				
slurp1 chrng	Slurp1 Chrng	no	no	yes	no	not_assessed	not_assessed	not_assessed	not_in_module20a				
slurp2 chrna1	Slurp2 Chrna1	no	no	yes	no	not_assessed	not_assessed	not_assessed	not_in_module20a				
slurp2 chrna10	Slurp2 Chrna10	no	no	yes	no	not_assessed	not_assessed	not_assessed	not_in_module20a				
slurp2 chrna2	Slurp2 Chrna2	no	no	yes	no	not_assessed	not_assessed	not_assessed	not_in_module20a				
slurp2 chrna3	Slurp2 Chrna3	no	no	yes	no	not_assessed	not_assessed	not_assessed	not_in_module20a				
slurp2 chrna4	Slurp2 Chrna4	no	no	yes	no	not_assessed	not_assessed	not_assessed	not_in_module20a				
slurp2 chrna5	Slurp2 Chrna5	no	no	yes	no	not_assessed	not_assessed	not_assessed	not_in_module20a				
slurp2 chrna6	Slurp2 Chrna6	no	no	yes	no	not_assessed	not_assessed	not_assessed	not_in_module20a				
slurp2 chrna7	Slurp2 Chrna7	no	no	yes	no	not_assessed	not_assessed	not_assessed	not_in_module20a				
slurp2 chrna9	Slurp2 Chrna9	no	no	yes	no	not_assessed	not_assessed	not_assessed	not_in_module20a				
slurp2 chrnb1	Slurp2 Chrnb1	no	no	yes	no	not_assessed	not_assessed	not_assessed	not_in_module20a				
slurp2 chrnb2	Slurp2 Chrnb2	no	no	yes	no	not_assessed	not_assessed	not_assessed	not_in_module20a				
slurp2 chrnb3	Slurp2 Chrnb3	no	no	yes	no	not_assessed	not_assessed	not_assessed	not_in_module20a				
slurp2 chrnb4	Slurp2 Chrnb4	no	no	yes	no	not_assessed	not_assessed	not_assessed	not_in_module20a				
slurp2 chrnd	Slurp2 Chrnd	no	no	yes	no	not_assessed	not_assessed	not_assessed	not_in_module20a				
slurp2 chrne	Slurp2 Chrne	no	no	yes	no	not_assessed	not_assessed	not_assessed	not_in_module20a				
slurp2 chrng	Slurp2 Chrng	no	no	yes	no	not_assessed	not_assessed	not_assessed	not_in_module20a				
snca lag3	Snca Lag3	no	no	no	yes	not_assessed	not_assessed	not_assessed	not_in_module20a				
snx14 htr6	Snx14 Htr6	no	no	no	yes	not_assessed	not_assessed	not_assessed	not_in_module20a				
socs2 epor	Socs2 Epor	no	no	no	yes	not_assessed	not_assessed	not_assessed	not_in_module20a				
sorbs1 itga1	Sorbs1 Itga1	no	no	no	yes	not_assessed	not_assessed	not_assessed	not_in_module20a				
sorbs1 itgb5	Sorbs1 Itgb5	no	no	no	yes	not_assessed	not_assessed	not_assessed	not_in_module20a				
sost lrp4	Sost Lrp4	no	no	no	yes	not_assessed	not_assessed	not_assessed	not_in_module20a				
sost lrp5	Sost Lrp5	no	no	no	yes	not_assessed	not_assessed	not_assessed	not_in_module20a				
sost lrp6	Sost Lrp6	no	no	no	yes	not_assessed	not_assessed	not_assessed	not_in_module20a				
sostdc1 lrp4	Sostdc1 Lrp4	no	no	no	yes	not_assessed	not_assessed	not_assessed	not_in_module20a				
sostdc1 lrp5	Sostdc1 Lrp5	no	no	no	yes	not_assessed	not_assessed	not_assessed	not_in_module20a				
sostdc1 lrp6	Sostdc1 Lrp6	no	no	no	yes	not_assessed	not_assessed	not_assessed	not_in_module20a				
sparc eng	Sparc Eng	yes	no	no	yes	low	low	uncertain_or_unassessed	mouse_source_plus_human_ortholog_mapping_only				
sparc fgfr1	Sparc Fgfr1	no	no	no	yes	not_assessed	not_assessed	not_assessed	not_in_module20a				
spink3 egfr	Spink3 Egfr	no	no	no	yes	not_assessed	not_assessed	not_assessed	not_in_module20a				
spink3 nrsn1	Spink3 Nrsn1	no	no	no	yes	not_assessed	not_assessed	not_assessed	not_in_module20a				
spint1 st14	Spint1 St14	no	no	no	yes	not_assessed	not_assessed	not_assessed	not_in_module20a				
spn siglec1	Spn Siglec1	no	no	no	yes	not_assessed	not_assessed	not_assessed	not_in_module20a				
spon1 app	Spon1 App	no	no	no	yes	not_assessed	not_assessed	not_assessed	not_in_module20a				
spon1 lrp8	Spon1 Lrp8	no	no	no	yes	not_assessed	not_assessed	not_assessed	not_in_module20a				
