source_database	ligand_components	receptor_components	source_ligand	source_receptor	source_record_id	pathway	annotation	evidence	review_status	reason
master_LR_union	PCDHA2	PCDHGA2	Pcdha2	Pcdhga2					candidate_public_only_not_graph_edge	no_component_normalized_match_in_mSCIdblit
master_LR_union	PCDHA2	PCDHGA3	Pcdha2	Pcdhga3					candidate_public_only_not_graph_edge	no_component_normalized_match_in_mSCIdblit
master_LR_union	PCDHA2	PCDHGA4	Pcdha2	Pcdhga4					candidate_public_only_not_graph_edge	no_component_normalized_match_in_mSCIdblit
master_LR_union	PCDHA2	PCDHGA5	Pcdha2	Pcdhga5					candidate_public_only_not_graph_edge	no_component_normalized_match_in_mSCIdblit
master_LR_union	PCDHA2	PCDHGA6	Pcdha2	Pcdhga6					candidate_public_only_not_graph_edge	no_component_normalized_match_in_mSCIdblit
master_LR_union	PCDHA2	PCDHGA7	Pcdha2	Pcdhga7					candidate_public_only_not_graph_edge	no_component_normalized_match_in_mSCIdblit
master_LR_union	PCDHA2	PCDHGA8	Pcdha2	Pcdhga8					candidate_public_only_not_graph_edge	no_component_normalized_match_in_mSCIdblit
master_LR_union	PCDHA2	PCDHGA9	Pcdha2	Pcdhga9					candidate_public_only_not_graph_edge	no_component_normalized_match_in_mSCIdblit
master_LR_union	PCDHA2	PCDHGB1	Pcdha2	Pcdhgb1					candidate_public_only_not_graph_edge	no_component_normalized_match_in_mSCIdblit
master_LR_union	PCDHA2	PCDHGB2	Pcdha2	Pcdhgb2					candidate_public_only_not_graph_edge	no_component_normalized_match_in_mSCIdblit
master_LR_union	PCDHA2	PCDHGB4	Pcdha2	Pcdhgb4					candidate_public_only_not_graph_edge	no_component_normalized_match_in_mSCIdblit
master_LR_union	PCDHA2	PCDHGB5	Pcdha2	Pcdhgb5					candidate_public_only_not_graph_edge	no_component_normalized_match_in_mSCIdblit
master_LR_union	PCDHA2	PCDHGB6	Pcdha2	Pcdhgb6					candidate_public_only_not_graph_edge	no_component_normalized_match_in_mSCIdblit
master_LR_union	PCDHA2	PCDHGB7	Pcdha2	Pcdhgb7					candidate_public_only_not_graph_edge	no_component_normalized_match_in_mSCIdblit
master_LR_union	PCDHA2	PCDHGB8	Pcdha2	Pcdhgb8					candidate_public_only_not_graph_edge	no_component_normalized_match_in_mSCIdblit
master_LR_union	PCDHA2	PCDHGC3	Pcdha2	Pcdhgc3					candidate_public_only_not_graph_edge	no_component_normalized_match_in_mSCIdblit
master_LR_union	PCDHA2	PCDHGC4	Pcdha2	Pcdhgc4					candidate_public_only_not_graph_edge	no_component_normalized_match_in_mSCIdblit
master_LR_union	PCDHA2	PCDHGC5	Pcdha2	Pcdhgc5					candidate_public_only_not_graph_edge	no_component_normalized_match_in_mSCIdblit
master_LR_union	PCDHA3	ITGB1	Pcdha3	Itgb1					candidate_public_only_not_graph_edge	no_component_normalized_match_in_mSCIdblit
master_LR_union	PCDHA3	PCDHA3	Pcdha3	Pcdha3					candidate_public_only_not_graph_edge	no_component_normalized_match_in_mSCIdblit
master_LR_union	PCDHA4	ITGB1	Pcdha4	Itgb1					candidate_public_only_not_graph_edge	no_component_normalized_match_in_mSCIdblit
master_LR_union	PCDHA4	PCDHA4	Pcdha4	Pcdha4					candidate_public_only_not_graph_edge	no_component_normalized_match_in_mSCIdblit
master_LR_union	PCDHA4B	PCDHA4	Pcdha4b	Pcdha4					candidate_public_only_not_graph_edge	no_component_normalized_match_in_mSCIdblit
master_LR_union	PCDHA4B	PCDHA4B	Pcdha4b	Pcdha4b					candidate_public_only_not_graph_edge	no_component_normalized_match_in_mSCIdblit
master_LR_union	PCDHA5	ITGB1	Pcdha5	Itgb1					candidate_public_only_not_graph_edge	no_component_normalized_match_in_mSCIdblit
master_LR_union	PCDHA5	PCDHA5	Pcdha5	Pcdha5					candidate_public_only_not_graph_edge	no_component_normalized_match_in_mSCIdblit
master_LR_union	PCDHA6	ITGB1	Pcdha6	Itgb1					candidate_public_only_not_graph_edge	no_component_normalized_match_in_mSCIdblit
master_LR_union	PCDHA6	PCDHA6	Pcdha6	Pcdha6					candidate_public_only_not_graph_edge	no_component_normalized_match_in_mSCIdblit
master_LR_union	PCDHA7	ITGB1	Pcdha7	Itgb1					candidate_public_only_not_graph_edge	no_component_normalized_match_in_mSCIdblit
master_LR_union	PCDHA7	PCDHA7	Pcdha7	Pcdha7					candidate_public_only_not_graph_edge	no_component_normalized_match_in_mSCIdblit
master_LR_union	PCDHA8	ITGB1	Pcdha8	Itgb1					candidate_public_only_not_graph_edge	no_component_normalized_match_in_mSCIdblit
master_LR_union	PCDHA8	PCDHA8	Pcdha8	Pcdha8					candidate_public_only_not_graph_edge	no_component_normalized_match_in_mSCIdblit
master_LR_union	PCDHA9	ITGB1	Pcdha9	Itgb1					candidate_public_only_not_graph_edge	no_component_normalized_match_in_mSCIdblit
master_LR_union	PCDHA9	PCDHA9	Pcdha9	Pcdha9					candidate_public_only_not_graph_edge	no_component_normalized_match_in_mSCIdblit
master_LR_union	PCDHA9	PCDHGA1	Pcdha9	Pcdhga1					candidate_public_only_not_graph_edge	no_component_normalized_match_in_mSCIdblit
master_LR_union	PCDHA9	PCDHGA10	Pcdha9	Pcdhga10					candidate_public_only_not_graph_edge	no_component_normalized_match_in_mSCIdblit
master_LR_union	PCDHA9	PCDHGA11	Pcdha9	Pcdhga11					candidate_public_only_not_graph_edge	no_component_normalized_match_in_mSCIdblit
master_LR_union	PCDHA9	PCDHGA12	Pcdha9	Pcdhga12					candidate_public_only_not_graph_edge	no_component_normalized_match_in_mSCIdblit
master_LR_union	PCDHA9	PCDHGA2	Pcdha9	Pcdhga2					candidate_public_only_not_graph_edge	no_component_normalized_match_in_mSCIdblit
master_LR_union	PCDHA9	PCDHGA3	Pcdha9	Pcdhga3					candidate_public_only_not_graph_edge	no_component_normalized_match_in_mSCIdblit
master_LR_union	PCDHA9	PCDHGA4	Pcdha9	Pcdhga4					candidate_public_only_not_graph_edge	no_component_normalized_match_in_mSCIdblit
master_LR_union	PCDHA9	PCDHGA5	Pcdha9	Pcdhga5					candidate_public_only_not_graph_edge	no_component_normalized_match_in_mSCIdblit
master_LR_union	PCDHA9	PCDHGA6	Pcdha9	Pcdhga6					candidate_public_only_not_graph_edge	no_component_normalized_match_in_mSCIdblit
master_LR_union	PCDHA9	PCDHGA7	Pcdha9	Pcdhga7					candidate_public_only_not_graph_edge	no_component_normalized_match_in_mSCIdblit
master_LR_union	PCDHA9	PCDHGA8	Pcdha9	Pcdhga8					candidate_public_only_not_graph_edge	no_component_normalized_match_in_mSCIdblit
master_LR_union	PCDHA9	PCDHGA9	Pcdha9	Pcdhga9					candidate_public_only_not_graph_edge	no_component_normalized_match_in_mSCIdblit
master_LR_union	PCDHA9	PCDHGB1	Pcdha9	Pcdhgb1					candidate_public_only_not_graph_edge	no_component_normalized_match_in_mSCIdblit
master_LR_union	PCDHA9	PCDHGB2	Pcdha9	Pcdhgb2					candidate_public_only_not_graph_edge	no_component_normalized_match_in_mSCIdblit
master_LR_union	PCDHA9	PCDHGB4	Pcdha9	Pcdhgb4					candidate_public_only_not_graph_edge	no_component_normalized_match_in_mSCIdblit
master_LR_union	PCDHA9	PCDHGB5	Pcdha9	Pcdhgb5					candidate_public_only_not_graph_edge	no_component_normalized_match_in_mSCIdblit
master_LR_union	PCDHA9	PCDHGB6	Pcdha9	Pcdhgb6					candidate_public_only_not_graph_edge	no_component_normalized_match_in_mSCIdblit
master_LR_union	PCDHA9	PCDHGB7	Pcdha9	Pcdhgb7					candidate_public_only_not_graph_edge	no_component_normalized_match_in_mSCIdblit
master_LR_union	PCDHA9	PCDHGB8	Pcdha9	Pcdhgb8					candidate_public_only_not_graph_edge	no_component_normalized_match_in_mSCIdblit
master_LR_union	PCDHA9	PCDHGC3	Pcdha9	Pcdhgc3					candidate_public_only_not_graph_edge	no_component_normalized_match_in_mSCIdblit
master_LR_union	PCDHA9	PCDHGC4	Pcdha9	Pcdhgc4					candidate_public_only_not_graph_edge	no_component_normalized_match_in_mSCIdblit
master_LR_union	PCDHA9	PCDHGC5	Pcdha9	Pcdhgc5					candidate_public_only_not_graph_edge	no_component_normalized_match_in_mSCIdblit
master_LR_union	PCDHAC1	PCDHAC1	Pcdhac1	Pcdhac1					candidate_public_only_not_graph_edge	no_component_normalized_match_in_mSCIdblit
master_LR_union	PCDHAC2	PCDHAC2	Pcdhac2	Pcdhac2					candidate_public_only_not_graph_edge	no_component_normalized_match_in_mSCIdblit
master_LR_union	PCDHB1	PCDHB1	Pcdhb1	Pcdhb1					candidate_public_only_not_graph_edge	no_component_normalized_match_in_mSCIdblit
master_LR_union	PCDHB10	PCDHB10	Pcdhb10	Pcdhb10					candidate_public_only_not_graph_edge	no_component_normalized_match_in_mSCIdblit
master_LR_union	PCDHB10	PCDHB11	Pcdhb10	Pcdhb11					candidate_public_only_not_graph_edge	no_component_normalized_match_in_mSCIdblit
master_LR_union	PCDHB10	PCDHB6	Pcdhb10	Pcdhb6					candidate_public_only_not_graph_edge	no_component_normalized_match_in_mSCIdblit
master_LR_union	PCDHB10	PCDHB8	Pcdhb10	Pcdhb8					candidate_public_only_not_graph_edge	no_component_normalized_match_in_mSCIdblit
master_LR_union	PCDHB11	PCDHB11	Pcdhb11	Pcdhb11					candidate_public_only_not_graph_edge	no_component_normalized_match_in_mSCIdblit
master_LR_union	PCDHB11	PCDHB6	Pcdhb11	Pcdhb6					candidate_public_only_not_graph_edge	no_component_normalized_match_in_mSCIdblit
master_LR_union	PCDHB11	PCDHB8	Pcdhb11	Pcdhb8					candidate_public_only_not_graph_edge	no_component_normalized_match_in_mSCIdblit
master_LR_union	PCDHB12	PCDHB10	Pcdhb12	Pcdhb10					candidate_public_only_not_graph_edge	no_component_normalized_match_in_mSCIdblit
master_LR_union	PCDHB12	PCDHB11	Pcdhb12	Pcdhb11					candidate_public_only_not_graph_edge	no_component_normalized_match_in_mSCIdblit
master_LR_union	PCDHB12	PCDHB12	Pcdhb12	Pcdhb12					candidate_public_only_not_graph_edge	no_component_normalized_match_in_mSCIdblit
master_LR_union	PCDHB12	PCDHB6	Pcdhb12	Pcdhb6					candidate_public_only_not_graph_edge	no_component_normalized_match_in_mSCIdblit
master_LR_union	PCDHB12	PCDHB8	Pcdhb12	Pcdhb8					candidate_public_only_not_graph_edge	no_component_normalized_match_in_mSCIdblit
master_LR_union	PCDHB13	PCDHB13	Pcdhb13	Pcdhb13					candidate_public_only_not_graph_edge	no_component_normalized_match_in_mSCIdblit
master_LR_union	PCDHB15	PCDHB15	Pcdhb15	Pcdhb15					candidate_public_only_not_graph_edge	no_component_normalized_match_in_mSCIdblit
master_LR_union	PCDHB16	PCDHB16	Pcdhb16	Pcdhb16					candidate_public_only_not_graph_edge	no_component_normalized_match_in_mSCIdblit
master_LR_union	PCDHB17	PCDHB17	Pcdhb17	Pcdhb17					candidate_public_only_not_graph_edge	no_component_normalized_match_in_mSCIdblit
master_LR_union	PCDHB18	PCDHB18	Pcdhb18	Pcdhb18					candidate_public_only_not_graph_edge	no_component_normalized_match_in_mSCIdblit
master_LR_union	PCDHB19	PCDHB19	Pcdhb19	Pcdhb19					candidate_public_only_not_graph_edge	no_component_normalized_match_in_mSCIdblit
master_LR_union	PCDHB19	PCDHB21	Pcdhb19	Pcdhb21					candidate_public_only_not_graph_edge	no_component_normalized_match_in_mSCIdblit
master_LR_union	PCDHB2	PCDHB2	Pcdhb2	Pcdhb2					candidate_public_only_not_graph_edge	no_component_normalized_match_in_mSCIdblit
master_LR_union	PCDHB20	PCDHB20	Pcdhb20	Pcdhb20					candidate_public_only_not_graph_edge	no_component_normalized_match_in_mSCIdblit
master_LR_union	PCDHB21	PCDHB21	Pcdhb21	Pcdhb21					candidate_public_only_not_graph_edge	no_component_normalized_match_in_mSCIdblit
master_LR_union	PCDHB22	PCDHB22	Pcdhb22	Pcdhb22					candidate_public_only_not_graph_edge	no_component_normalized_match_in_mSCIdblit
master_LR_union	PCDHB3	IGSF11	Pcdhb3	Igsf11					candidate_public_only_not_graph_edge	no_component_normalized_match_in_mSCIdblit
master_LR_union	PCDHB3	PCDHB3	Pcdhb3	Pcdhb3					candidate_public_only_not_graph_edge	no_component_normalized_match_in_mSCIdblit
master_LR_union	PCDHB4	PCDHB10	Pcdhb4	Pcdhb10					candidate_public_only_not_graph_edge	no_component_normalized_match_in_mSCIdblit
master_LR_union	PCDHB4	PCDHB11	Pcdhb4	Pcdhb11					candidate_public_only_not_graph_edge	no_component_normalized_match_in_mSCIdblit
master_LR_union	PCDHB4	PCDHB12	Pcdhb4	Pcdhb12					candidate_public_only_not_graph_edge	no_component_normalized_match_in_mSCIdblit
master_LR_union	PCDHB4	PCDHB4	Pcdhb4	Pcdhb4					candidate_public_only_not_graph_edge	no_component_normalized_match_in_mSCIdblit
master_LR_union	PCDHB4	PCDHB6	Pcdhb4	Pcdhb6					candidate_public_only_not_graph_edge	no_component_normalized_match_in_mSCIdblit
master_LR_union	PCDHB4	PCDHB8	Pcdhb4	Pcdhb8					candidate_public_only_not_graph_edge	no_component_normalized_match_in_mSCIdblit
master_LR_union	PCDHB5	PCDHB5	Pcdhb5	Pcdhb5					candidate_public_only_not_graph_edge	no_component_normalized_match_in_mSCIdblit
master_LR_union	PCDHB5	PCDHB9	Pcdhb5	Pcdhb9					candidate_public_only_not_graph_edge	no_component_normalized_match_in_mSCIdblit
master_LR_union	PCDHB6	PCDHB6	Pcdhb6	Pcdhb6					candidate_public_only_not_graph_edge	no_component_normalized_match_in_mSCIdblit
master_LR_union	PCDHB7	PCDHB5	Pcdhb7	Pcdhb5					candidate_public_only_not_graph_edge	no_component_normalized_match_in_mSCIdblit
master_LR_union	PCDHB7	PCDHB7	Pcdhb7	Pcdhb7					candidate_public_only_not_graph_edge	no_component_normalized_match_in_mSCIdblit
master_LR_union	PCDHB7	PCDHB9	Pcdhb7	Pcdhb9					candidate_public_only_not_graph_edge	no_component_normalized_match_in_mSCIdblit
master_LR_union	PCDHB8	PCDHB6	Pcdhb8	Pcdhb6					candidate_public_only_not_graph_edge	no_component_normalized_match_in_mSCIdblit
master_LR_union	PCDHB8	PCDHB8	Pcdhb8	Pcdhb8					candidate_public_only_not_graph_edge	no_component_normalized_match_in_mSCIdblit
master_LR_union	PCDHB9	PCDHB9	Pcdhb9	Pcdhb9					candidate_public_only_not_graph_edge	no_component_normalized_match_in_mSCIdblit
master_LR_union	PCDHGA1	PCDHGA1	Pcdhga1	Pcdhga1					candidate_public_only_not_graph_edge	no_component_normalized_match_in_mSCIdblit
master_LR_union	PCDHGA10	PCDHGA10	Pcdhga10	Pcdhga10					candidate_public_only_not_graph_edge	no_component_normalized_match_in_mSCIdblit
master_LR_union	PCDHGA11	PCDHGA11	Pcdhga11	Pcdhga11					candidate_public_only_not_graph_edge	no_component_normalized_match_in_mSCIdblit
master_LR_union	PCDHGA12	PCDHGA12	Pcdhga12	Pcdhga12					candidate_public_only_not_graph_edge	no_component_normalized_match_in_mSCIdblit
master_LR_union	PCDHGA2	PCDHGA2	Pcdhga2	Pcdhga2					candidate_public_only_not_graph_edge	no_component_normalized_match_in_mSCIdblit
master_LR_union	PCDHGA3	PCDHGA3	Pcdhga3	Pcdhga3					candidate_public_only_not_graph_edge	no_component_normalized_match_in_mSCIdblit
master_LR_union	PCDHGA4	PCDHGA4	Pcdhga4	Pcdhga4					candidate_public_only_not_graph_edge	no_component_normalized_match_in_mSCIdblit
master_LR_union	PCDHGA5	PCDHGA5	Pcdhga5	Pcdhga5					candidate_public_only_not_graph_edge	no_component_normalized_match_in_mSCIdblit
master_LR_union	PCDHGA6	PCDHGA6	Pcdhga6	Pcdhga6					candidate_public_only_not_graph_edge	no_component_normalized_match_in_mSCIdblit
master_LR_union	PCDHGA7	PCDHGA7	Pcdhga7	Pcdhga7					candidate_public_only_not_graph_edge	no_component_normalized_match_in_mSCIdblit
master_LR_union	PCDHGA8	PCDHGA8	Pcdhga8	Pcdhga8					candidate_public_only_not_graph_edge	no_component_normalized_match_in_mSCIdblit
master_LR_union	PCDHGA9	PCDHGA9	Pcdhga9	Pcdhga9					candidate_public_only_not_graph_edge	no_component_normalized_match_in_mSCIdblit
master_LR_union	PCDHGB1	PCDHGB1	Pcdhgb1	Pcdhgb1					candidate_public_only_not_graph_edge	no_component_normalized_match_in_mSCIdblit
master_LR_union	PCDHGB2	PCDHGB2	Pcdhgb2	Pcdhgb2					candidate_public_only_not_graph_edge	no_component_normalized_match_in_mSCIdblit
master_LR_union	PCDHGB4	PCDHGB4	Pcdhgb4	Pcdhgb4					candidate_public_only_not_graph_edge	no_component_normalized_match_in_mSCIdblit
master_LR_union	PCDHGB5	PCDHGB5	Pcdhgb5	Pcdhgb5					candidate_public_only_not_graph_edge	no_component_normalized_match_in_mSCIdblit
master_LR_union	PCDHGB6	IL4RA	Pcdhgb6	Il4ra					candidate_public_only_not_graph_edge	no_component_normalized_match_in_mSCIdblit
master_LR_union	PCDHGB6	PCDHGB6	Pcdhgb6	Pcdhgb6					candidate_public_only_not_graph_edge	no_component_normalized_match_in_mSCIdblit
master_LR_union	PCDHGB6	PLXDC1	Pcdhgb6	Plxdc1					candidate_public_only_not_graph_edge	no_component_normalized_match_in_mSCIdblit
master_LR_union	PCDHGB7	PCDHGB7	Pcdhgb7	Pcdhgb7					candidate_public_only_not_graph_edge	no_component_normalized_match_in_mSCIdblit
master_LR_union	PCDHGB8	PCDHGB8	Pcdhgb8	Pcdhgb8					candidate_public_only_not_graph_edge	no_component_normalized_match_in_mSCIdblit
master_LR_union	PCDHGC3	PCDHGC3	Pcdhgc3	Pcdhgc3					candidate_public_only_not_graph_edge	no_component_normalized_match_in_mSCIdblit
master_LR_union	PCDHGC4	PCDHGC4	Pcdhgc4	Pcdhgc4					candidate_public_only_not_graph_edge	no_component_normalized_match_in_mSCIdblit
master_LR_union	PCDHGC5	PCDHGC5	Pcdhgc5	Pcdhgc5					candidate_public_only_not_graph_edge	no_component_normalized_match_in_mSCIdblit
master_LR_union	PCSK1N	GPR171	Pcsk1n	Gpr171					candidate_public_only_not_graph_edge	no_component_normalized_match_in_mSCIdblit
master_LR_union	PCSK9	LRP1	Pcsk9	Lrp1					candidate_public_only_not_graph_edge	no_component_normalized_match_in_mSCIdblit
master_LR_union	PCSK9	SORT1	Pcsk9	Sort1					candidate_public_only_not_graph_edge	no_component_normalized_match_in_mSCIdblit
master_LR_union	PCSK9	VLDLR	Pcsk9	Vldlr					candidate_public_only_not_graph_edge	no_component_normalized_match_in_mSCIdblit
master_LR_union	PDAP1	PDGFRB	Pdap1	Pdgfrb					candidate_public_only_not_graph_edge	no_component_normalized_match_in_mSCIdblit
master_LR_union	PDCD1LG2	PDCD2	Pdcd1lg2	Pdcd2					candidate_public_only_not_graph_edge	no_component_normalized_match_in_mSCIdblit
master_LR_union	PDCD1LG2	RGMB	Pdcd1lg2	Rgmb					candidate_public_only_not_graph_edge	no_component_normalized_match_in_mSCIdblit
master_LR_union	PDCD1LG2	TNFRSF11A	Pdcd1lg2	Tnfrsf11a					candidate_public_only_not_graph_edge	no_component_normalized_match_in_mSCIdblit
master_LR_union	PDGFA	FURIN	Pdgfa	Furin					candidate_public_only_not_graph_edge	no_component_normalized_match_in_mSCIdblit
master_LR_union	PDGFA	PDGFRA	Pdgfa	Pdgfra					candidate_public_only_not_graph_edge	no_component_normalized_match_in_mSCIdblit
master_LR_union	PDGFA	PDGFRB	Pdgfa	Pdgfrb					candidate_public_only_not_graph_edge	no_component_normalized_match_in_mSCIdblit
master_LR_union	PDGFB	ART1	Pdgfb	Art1					candidate_public_only_not_graph_edge	no_component_normalized_match_in_mSCIdblit
master_LR_union	PDGFB	ITGAV	Pdgfb	Itgav					candidate_public_only_not_graph_edge	no_component_normalized_match_in_mSCIdblit
master_LR_union	PDGFB	LRP1	Pdgfb	Lrp1					candidate_public_only_not_graph_edge	no_component_normalized_match_in_mSCIdblit
master_LR_union	PDGFB	PDGFRA	Pdgfb	Pdgfra					candidate_public_only_not_graph_edge	no_component_normalized_match_in_mSCIdblit
master_LR_union	PDGFB	PDGFRA+PDGFRB	Pdgfb	Pdgfra_Pdgfrb					candidate_public_only_not_graph_edge	no_component_normalized_match_in_mSCIdblit
master_LR_union	PDGFB	PDGFRB	Pdgfb	Pdgfrb					candidate_public_only_not_graph_edge	no_component_normalized_match_in_mSCIdblit
master_LR_union	PDGFB	S1PR1	Pdgfb	S1pr1					candidate_public_only_not_graph_edge	no_component_normalized_match_in_mSCIdblit
master_LR_union	PDGFC	FLT1	Pdgfc	Flt1					candidate_public_only_not_graph_edge	no_component_normalized_match_in_mSCIdblit
master_LR_union	PDGFC	FLT4	Pdgfc	Flt4					candidate_public_only_not_graph_edge	no_component_normalized_match_in_mSCIdblit
master_LR_union	PDGFC	KDR	Pdgfc	Kdr					candidate_public_only_not_graph_edge	no_component_normalized_match_in_mSCIdblit
master_LR_union	PDGFC	PDGFRA	Pdgfc	Pdgfra					candidate_public_only_not_graph_edge	no_component_normalized_match_in_mSCIdblit
master_LR_union	PDGFC	PDGFRB	Pdgfc	Pdgfrb					candidate_public_only_not_graph_edge	no_component_normalized_match_in_mSCIdblit
master_LR_union	PDGFD	PDGFRA	Pdgfd	Pdgfra					candidate_public_only_not_graph_edge	no_component_normalized_match_in_mSCIdblit
master_LR_union	PDGFD	PDGFRA+PDGFRB	Pdgfd	Pdgfra_Pdgfrb					candidate_public_only_not_graph_edge	no_component_normalized_match_in_mSCIdblit
master_LR_union	PDGFD	PDGFRB	Pdgfd	Pdgfrb					candidate_public_only_not_graph_edge	no_component_normalized_match_in_mSCIdblit
master_LR_union	PDX1	SLC2A2	Pdx1	Slc2a2					candidate_public_only_not_graph_edge	no_component_normalized_match_in_mSCIdblit
master_LR_union	PDYN	ADRA2A	Pdyn	Adra2a					candidate_public_only_not_graph_edge	no_component_normalized_match_in_mSCIdblit
master_LR_union	PDYN	GRM7	Pdyn	Grm7					candidate_public_only_not_graph_edge	no_component_normalized_match_in_mSCIdblit
master_LR_union	PDYN	MTNR1A	Pdyn	Mtnr1a					candidate_public_only_not_graph_edge	no_component_normalized_match_in_mSCIdblit
master_LR_union	PDYN	OPRD1	Pdyn	Oprd1					candidate_public_only_not_graph_edge	no_component_normalized_match_in_mSCIdblit
master_LR_union	PDYN	OPRK1	Pdyn	Oprk1					candidate_public_only_not_graph_edge	no_component_normalized_match_in_mSCIdblit
master_LR_union	PDYN	OPRL1	Pdyn	Oprl1					candidate_public_only_not_graph_edge	no_component_normalized_match_in_mSCIdblit
master_LR_union	PDYN	OPRM1	Pdyn	Oprm1					candidate_public_only_not_graph_edge	no_component_normalized_match_in_mSCIdblit
master_LR_union	PECAM1	CD177	Pecam1	Cd177					candidate_public_only_not_graph_edge	no_component_normalized_match_in_mSCIdblit
master_LR_union	PECAM1	CD38	Pecam1	Cd38					candidate_public_only_not_graph_edge	no_component_normalized_match_in_mSCIdblit
master_LR_union	PECAM1	ITGAV	Pecam1	Itgav					candidate_public_only_not_graph_edge	no_component_normalized_match_in_mSCIdblit
master_LR_union	PECAM1	ITGB3	Pecam1	Itgb3					candidate_public_only_not_graph_edge	no_component_normalized_match_in_mSCIdblit
master_LR_union	PECAM1	PECAM1	Pecam1	Pecam1					candidate_public_only_not_graph_edge	no_component_normalized_match_in_mSCIdblit
master_LR_union	PENK	ADRA2A	Penk	Adra2a					candidate_public_only_not_graph_edge	no_component_normalized_match_in_mSCIdblit
master_LR_union	PENK	GRM7	Penk	Grm7					candidate_public_only_not_graph_edge	no_component_normalized_match_in_mSCIdblit
master_LR_union	PENK	MRGPRA1	Penk	Mrgpra1					candidate_public_only_not_graph_edge	no_component_normalized_match_in_mSCIdblit
master_LR_union	PENK	MRGPRA2A	Penk	Mrgpra2a					candidate_public_only_not_graph_edge	no_component_normalized_match_in_mSCIdblit
master_LR_union	PENK	MRGPRA2B	Penk	Mrgpra2b					candidate_public_only_not_graph_edge	no_component_normalized_match_in_mSCIdblit
master_LR_union	PENK	MRGPRA3	Penk	Mrgpra3					candidate_public_only_not_graph_edge	no_component_normalized_match_in_mSCIdblit
master_LR_union	PENK	MRGPRA4	Penk	Mrgpra4					candidate_public_only_not_graph_edge	no_component_normalized_match_in_mSCIdblit
master_LR_union	PENK	MRGPRA6	Penk	Mrgpra6					candidate_public_only_not_graph_edge	no_component_normalized_match_in_mSCIdblit
master_LR_union	PENK	MRGPRA9	Penk	Mrgpra9					candidate_public_only_not_graph_edge	no_component_normalized_match_in_mSCIdblit
master_LR_union	PENK	MRGPRB1	Penk	Mrgprb1					candidate_public_only_not_graph_edge	no_component_normalized_match_in_mSCIdblit
master_LR_union	PENK	MRGPRB2	Penk	Mrgprb2					candidate_public_only_not_graph_edge	no_component_normalized_match_in_mSCIdblit
master_LR_union	PENK	MRGPRB3	Penk	Mrgprb3					candidate_public_only_not_graph_edge	no_component_normalized_match_in_mSCIdblit
master_LR_union	PENK	MRGPRB4	Penk	Mrgprb4					candidate_public_only_not_graph_edge	no_component_normalized_match_in_mSCIdblit
master_LR_union	PENK	MRGPRB5	Penk	Mrgprb5					candidate_public_only_not_graph_edge	no_component_normalized_match_in_mSCIdblit
master_LR_union	PENK	MRGPRB8	Penk	Mrgprb8					candidate_public_only_not_graph_edge	no_component_normalized_match_in_mSCIdblit
master_LR_union	PENK	MRGPRX1	Penk	Mrgprx1					candidate_public_only_not_graph_edge	no_component_normalized_match_in_mSCIdblit
master_LR_union	PENK	MRGPRX2	Penk	Mrgprx2					candidate_public_only_not_graph_edge	no_component_normalized_match_in_mSCIdblit
master_LR_union	PENK	MTNR1A	Penk	Mtnr1a					candidate_public_only_not_graph_edge	no_component_normalized_match_in_mSCIdblit
master_LR_union	PENK	OGFR	Penk	Ogfr					candidate_public_only_not_graph_edge	no_component_normalized_match_in_mSCIdblit
master_LR_union	PENK	OPRD1	Penk	Oprd1					candidate_public_only_not_graph_edge	no_component_normalized_match_in_mSCIdblit
master_LR_union	PENK	OPRK1	Penk	Oprk1					candidate_public_only_not_graph_edge	no_component_normalized_match_in_mSCIdblit
master_LR_union	PENK	OPRL1	Penk	Oprl1					candidate_public_only_not_graph_edge	no_component_normalized_match_in_mSCIdblit
master_LR_union	PENK	OPRM1	Penk	Oprm1					candidate_public_only_not_graph_edge	no_component_normalized_match_in_mSCIdblit
master_LR_union	PF4	ACKR1	Pf4	Ackr1					candidate_public_only_not_graph_edge	no_component_normalized_match_in_mSCIdblit
master_LR_union	PF4	ADRA2A	Pf4	Adra2a					candidate_public_only_not_graph_edge	no_component_normalized_match_in_mSCIdblit
master_LR_union	PF4	CXCR3	Pf4	Cxcr3					candidate_public_only_not_graph_edge	no_component_normalized_match_in_mSCIdblit
master_LR_union	PF4	FGFR2	Pf4	Fgfr2					candidate_public_only_not_graph_edge	no_component_normalized_match_in_mSCIdblit
master_LR_union	PF4	GRM7	Pf4	Grm7					candidate_public_only_not_graph_edge	no_component_normalized_match_in_mSCIdblit
master_LR_union	PF4	LDLR	Pf4	Ldlr					candidate_public_only_not_graph_edge	no_component_normalized_match_in_mSCIdblit
master_LR_union	PF4	LRP1	Pf4	Lrp1					candidate_public_only_not_graph_edge	no_component_normalized_match_in_mSCIdblit
master_LR_union	PF4	MTNR1A	Pf4	Mtnr1a					candidate_public_only_not_graph_edge	no_component_normalized_match_in_mSCIdblit
master_LR_union	PF4	PROCR	Pf4	Procr					candidate_public_only_not_graph_edge	no_component_normalized_match_in_mSCIdblit
master_LR_union	PF4	SDC2	Pf4	Sdc2					candidate_public_only_not_graph_edge	no_component_normalized_match_in_mSCIdblit
master_LR_union	PF4	THBD	Pf4	Thbd					candidate_public_only_not_graph_edge	no_component_normalized_match_in_mSCIdblit
