source_databases	ligand_components	receptor_components	source_ligand	source_receptor	source_record_ids	pathways	annotations	evidence_notes	primary_evidence_gate	independent_public_source_count	independent_public_sources	primary_locator_count	review_priority_score	review_status	reason
CellChatDB.mouse;master_LR_union	ADM	CALCR+RAMP1	Adm	Calcr_Ramp1	ADM_CALCRL_RAMP1;ADM_CALCR_RAMP1	ADM	Secreted Signaling	PMID: 33462236	primary_locator_present_unverified	1	CellChatDB.mouse	1	122	requires_primary_paper_verification	no_component_normalized_match_in_mSCIdblit
CellChatDB.mouse;master_LR_union	ADM	CALCR+RAMP2	Adm	Calcr_Ramp2	ADM_CALCRL_RAMP2;ADM_CALCR_RAMP2	ADM	Secreted Signaling	PMID: 33462236	primary_locator_present_unverified	1	CellChatDB.mouse	1	122	requires_primary_paper_verification	no_component_normalized_match_in_mSCIdblit
CellChatDB.mouse;master_LR_union	ADM	CALCR+RAMP3	Adm	Calcr_Ramp3	ADM_CALCRL_RAMP3;ADM_CALCR_RAMP3	ADM	Secreted Signaling	PMID: 33462236	primary_locator_present_unverified	1	CellChatDB.mouse	1	122	requires_primary_paper_verification	no_component_normalized_match_in_mSCIdblit
CellChatDB.mouse;master_LR_union	ANXA1	FPR2+FPR3	Anxa1	Fpr2_Fpr3	ANXA1_FPR2_LXA4	ANNEXIN	Secreted Signaling	PMID: 22610094	primary_locator_present_unverified	1	CellChatDB.mouse	1	122	requires_primary_paper_verification	no_component_normalized_match_in_mSCIdblit
CellChatDB.mouse;master_LR_union	APOA1	TREM2+TYROBP	Apoa1	Trem2_Tyrobp	APOA1_TREM2_TYROBP	ApoA	Cell-Cell Contact	PMID:27477018;uniprot	primary_locator_present_unverified	1	CellChatDB.mouse	1	122	requires_primary_paper_verification	no_component_normalized_match_in_mSCIdblit
CellChatDB.mouse;master_LR_union	APOA2	TREM2+TYROBP	Apoa2	Trem2_Tyrobp	APOA2_TREM2_TYROBP	ApoA	Cell-Cell Contact	PMID:27477017;uniprot	primary_locator_present_unverified	1	CellChatDB.mouse	1	122	requires_primary_paper_verification	no_component_normalized_match_in_mSCIdblit
CellChatDB.mouse;master_LR_union	APOB	TREM2+TYROBP	Apob	Trem2_Tyrobp	APOB_TREM2_TYROBP	ApoB	Cell-Cell Contact	PMID:27477016;uniprot	primary_locator_present_unverified	1	CellChatDB.mouse	1	122	requires_primary_paper_verification	no_component_normalized_match_in_mSCIdblit
CellChatDB.mouse;master_LR_union	APOE	TREM2+TYROBP	Apoe	Trem2_Tyrobp	APOE_TREM2_TYROBP	ApoE	Cell-Cell Contact	PMID:27477015;uniprot	primary_locator_present_unverified	1	CellChatDB.mouse	1	122	requires_primary_paper_verification	no_component_normalized_match_in_mSCIdblit
CellChatDB.mouse;master_LR_union	APP	TREM2+TYROBP	App	Trem2_Tyrobp	APP_TREM2_TYROBP	APP	Cell-Cell Contact	PMID:27477013	primary_locator_present_unverified	1	CellChatDB.mouse	1	122	requires_primary_paper_verification	no_component_normalized_match_in_mSCIdblit
CellChatDB.mouse;master_LR_union	BMP8B	ACVR1+ACVR2A	Bmp8b	Acvr1_Acvr2a	BMP8B_ACVR1_ACVR2A	BMP	Secreted Signaling	 PMID:26893264;KEGG: mmu04350	primary_locator_present_unverified	1	CellChatDB.mouse	1	122	requires_primary_paper_verification	no_component_normalized_match_in_mSCIdblit
CellChatDB.mouse;master_LR_union	BMP8B	ACVR1+ACVR2B	Bmp8b	Acvr1_Acvr2b	BMP8B_ACVR1_ACVR2B	BMP	Secreted Signaling	 PMID:26893264;KEGG: mmu04350	primary_locator_present_unverified	1	CellChatDB.mouse	1	122	requires_primary_paper_verification	no_component_normalized_match_in_mSCIdblit
CellChatDB.mouse;master_LR_union	BMP8B	ACVR1+BMPR2	Bmp8b	Acvr1_Bmpr2	BMP8B_ACVR1_BMPR2	BMP	Secreted Signaling	 PMID:26893264;KEGG: mmu04350	primary_locator_present_unverified	1	CellChatDB.mouse	1	122	requires_primary_paper_verification	no_component_normalized_match_in_mSCIdblit
CellChatDB.mouse;master_LR_union	BMP8B	ACVR2A+BMPR1A	Bmp8b	Bmpr1a_Acvr2a	BMP8B_BMPR1A_ACVR2A	BMP	Secreted Signaling	 PMID:26893264;KEGG: mmu04350	primary_locator_present_unverified	1	CellChatDB.mouse	1	122	requires_primary_paper_verification	no_component_normalized_match_in_mSCIdblit
CellChatDB.mouse;master_LR_union	BMP8B	ACVR2A+BMPR1B	Bmp8b	Bmpr1b_Acvr2a	BMP8B_BMPR1B_ACVR2A	BMP	Secreted Signaling	 PMID:26893264;KEGG: mmu04350	primary_locator_present_unverified	1	CellChatDB.mouse	1	122	requires_primary_paper_verification	no_component_normalized_match_in_mSCIdblit
CellChatDB.mouse;master_LR_union	BMP8B	ACVR2B+BMPR1A	Bmp8b	Bmpr1a_Acvr2b	BMP8B_BMPR1A_ACVR2B	BMP	Secreted Signaling	 PMID:26893264;KEGG: mmu04350	primary_locator_present_unverified	1	CellChatDB.mouse	1	122	requires_primary_paper_verification	no_component_normalized_match_in_mSCIdblit
CellChatDB.mouse;master_LR_union	BMP8B	ACVR2B+BMPR1B	Bmp8b	Bmpr1b_Acvr2b	BMP8B_BMPR1B_ACVR2B	BMP	Secreted Signaling	 PMID:26893264;KEGG: mmu04350	primary_locator_present_unverified	1	CellChatDB.mouse	1	122	requires_primary_paper_verification	no_component_normalized_match_in_mSCIdblit
CellChatDB.mouse;master_LR_union	BMP8B	BMPR1A+BMPR2	Bmp8b	Bmpr1a_Bmpr2	BMP8B_BMPR1A_BMPR2	BMP	Secreted Signaling	 PMID:26893264;KEGG: mmu04350	primary_locator_present_unverified	1	CellChatDB.mouse	1	122	requires_primary_paper_verification	no_component_normalized_match_in_mSCIdblit
CellChatDB.mouse;master_LR_union	BMP8B	BMPR1B+BMPR2	Bmp8b	Bmpr1b_Bmpr2	BMP8B_BMPR1B_BMPR2	BMP	Secreted Signaling	 PMID:26893264;KEGG: mmu04350	primary_locator_present_unverified	1	CellChatDB.mouse	1	122	requires_primary_paper_verification	no_component_normalized_match_in_mSCIdblit
CellChatDB.mouse;master_LR_union	CDH12	ITGA1+ITGB1	Cdh12	Itga1_Itgb1	CDH12_ITGA1_ITGB1	CDH	Cell-Cell Contact	PMID: 34385456	primary_locator_present_unverified	1	CellChatDB.mouse	1	122	requires_primary_paper_verification	no_component_normalized_match_in_mSCIdblit
CellChatDB.mouse;master_LR_union	CHAT+SLC18A3	CHRNA1+CHRNB1+CHRND	Slc18a3_Chat	Chrna1_Chrnb1_Chrnd	Acetylcholine-Ach-CHAT_SLC18A3_CHRN_A1_2B1DE;Acetylcholine-Ach-CHAT_SLC18A3_CHRN_A1_2B1DG	Ach	Non-protein Signaling	IUPHAR;PMID: 33674322;reactome;uniprot	primary_locator_present_unverified	1	CellChatDB.mouse	1	122	requires_primary_paper_verification	no_component_normalized_match_in_mSCIdblit
CellChatDB.mouse;master_LR_union	CHAT+SLC18A3	CHRNA3+CHRNB4	Slc18a3_Chat	Chrna3_Chrnb4	Acetylcholine-Ach-CHAT_SLC18A3_CHRN_A3B4	Ach	Non-protein Signaling	IUPHAR;PMID: 33674322;reactome;uniprot	primary_locator_present_unverified	1	CellChatDB.mouse	1	122	requires_primary_paper_verification	no_component_normalized_match_in_mSCIdblit
CellChatDB.mouse;master_LR_union	CHAT+SLC18A3	CHRNA4+CHRNB2	Slc18a3_Chat	Chrna4_Chrnb2	Acetylcholine-Ach-CHAT_SLC18A3_CHRN_A4B2	Ach	Non-protein Signaling	IUPHAR;PMID: 33674322;reactome;uniprot	primary_locator_present_unverified	1	CellChatDB.mouse	1	122	requires_primary_paper_verification	no_component_normalized_match_in_mSCIdblit
CellChatDB.mouse;master_LR_union	CHAT+SLC5A7	CHRNA1+CHRNB1+CHRND	Slc5a7_Chat	Chrna1_Chrnb1_Chrnd	Acetylcholine-Ach-CHAT_SLC5A7_CHRN_A1_2B1DE;Acetylcholine-Ach-CHAT_SLC5A7_CHRN_A1_2B1DG	Ach	Non-protein Signaling	IUPHAR;PMID: 33674322;reactome;uniprot	primary_locator_present_unverified	1	CellChatDB.mouse	1	122	requires_primary_paper_verification	no_component_normalized_match_in_mSCIdblit
CellChatDB.mouse;master_LR_union	CHAT+SLC5A7	CHRNA3+CHRNB4	Slc5a7_Chat	Chrna3_Chrnb4	Acetylcholine-Ach-CHAT_SLC5A7_CHRN_A3B4	Ach	Non-protein Signaling	IUPHAR;PMID: 33674322;reactome;uniprot	primary_locator_present_unverified	1	CellChatDB.mouse	1	122	requires_primary_paper_verification	no_component_normalized_match_in_mSCIdblit
CellChatDB.mouse;master_LR_union	CHAT+SLC5A7	CHRNA4+CHRNB2	Slc5a7_Chat	Chrna4_Chrnb2	Acetylcholine-Ach-CHAT_SLC5A7_CHRN_A4B2	Ach	Non-protein Signaling	IUPHAR;PMID: 33674322;reactome;uniprot	primary_locator_present_unverified	1	CellChatDB.mouse	1	122	requires_primary_paper_verification	no_component_normalized_match_in_mSCIdblit
CellChatDB.mouse;master_LR_union	GDF1	ACVR1C+ACVR2B+CFC1	Gdf1	Acvr1c_Acvr2b_Cfc1	GDF1_ACVR1C_ACVR2B	NODAL	Secreted Signaling	 PMID: 17287255;KEGG: mmu04350	primary_locator_present_unverified	1	CellChatDB.mouse	1	122	requires_primary_paper_verification	no_component_normalized_match_in_mSCIdblit
CellChatDB.mouse;master_LR_union	GDF3	ACVR1C+ACVR2B+CFC1	Gdf3	Acvr1c_Acvr2b_Cfc1	GDF3_ACVR1C_ACVR2B	NODAL	Secreted Signaling	 PMID: 17287255;KEGG: mmu04350	primary_locator_present_unverified	1	CellChatDB.mouse	1	122	requires_primary_paper_verification	no_component_normalized_match_in_mSCIdblit
CellChatDB.mouse;master_LR_union	H2T23	KLRC1+KLRD1	H2-T23	Klrd1_Klrc1	H2-T23_KLRD1_KLRC1	MHC-I	Cell-Cell Contact	PMID: 24223577	primary_locator_present_unverified	1	CellChatDB.mouse	1	122	requires_primary_paper_verification	no_component_normalized_match_in_mSCIdblit
CellChatDB.mouse;master_LR_union	H2T23	KLRC2+KLRD1	H2-T23	Klrd1_Klrc2	H2-T23_KLRD1_KLRC2	MHC-I	Cell-Cell Contact	PMID: 24223577	primary_locator_present_unverified	1	CellChatDB.mouse	1	122	requires_primary_paper_verification	no_component_normalized_match_in_mSCIdblit
CellChatDB.mouse;master_LR_union	IAPP	CALCR+RAMP1	Iapp	Calcr_Ramp1	IAPP_CALCRL_RAMP1;IAPP_CALCR_RAMP1	IAPP	Secreted Signaling	PMID: 28149534	primary_locator_present_unverified	1	CellChatDB.mouse	1	122	requires_primary_paper_verification	no_component_normalized_match_in_mSCIdblit
CellChatDB.mouse;master_LR_union	IAPP	CALCR+RAMP2	Iapp	Calcr_Ramp2	IAPP_CALCRL_RAMP2;IAPP_CALCR_RAMP2	IAPP	Secreted Signaling	PMID: 28149534	primary_locator_present_unverified	1	CellChatDB.mouse	1	122	requires_primary_paper_verification	no_component_normalized_match_in_mSCIdblit
CellChatDB.mouse;master_LR_union	IAPP	CALCR+RAMP3	Iapp	Calcr_Ramp3	IAPP_CALCRL_RAMP3;IAPP_CALCR_RAMP3	IAPP	Secreted Signaling	PMID: 28149534	primary_locator_present_unverified	1	CellChatDB.mouse	1	122	requires_primary_paper_verification	no_component_normalized_match_in_mSCIdblit
CellChatDB.mouse;master_LR_union	LGALS9	BCR+CD22+PTPRC	Lgals9	Bcr_Ptprc_Cd22	LGALS9_BCR_CD45_CD22	GALECTIN	Secreted Signaling	PMID:30120235	primary_locator_present_unverified	1	CellChatDB.mouse	1	122	requires_primary_paper_verification	no_component_normalized_match_in_mSCIdblit
CellChatDB.mouse;master_LR_union	NODAL	ACVR1C+ACVR2B+CFC1	Nodal	Acvr1c_Acvr2b_Cfc1	NODAL_ACVR1C_ACVR2B	NODAL	Secreted Signaling	 PMID: 17287255;KEGG: mmu04350	primary_locator_present_unverified	1	CellChatDB.mouse	1	122	requires_primary_paper_verification	no_component_normalized_match_in_mSCIdblit
CellChatDB.mouse;master_LR_union	NRG1	ITGA6+ITGB4	Nrg1	Itga6_Itgb4	NRG1_ITGA6_ITGB4	NRG	Secreted Signaling	PMID: 20682778	primary_locator_present_unverified	1	CellChatDB.mouse	1	122	requires_primary_paper_verification	no_component_normalized_match_in_mSCIdblit
CellChatDB.mouse;master_LR_union	NRG1	ITGAV+ITGB3	Nrg1	Itgav_Itgb3	NRG1_ITGAV_ITGB3	NRG	Secreted Signaling	PMID: 20682778	primary_locator_present_unverified	1	CellChatDB.mouse	1	122	requires_primary_paper_verification	no_component_normalized_match_in_mSCIdblit
CellChatDB.mouse;master_LR_union	PROC	F2R+PROCR	Proc	Procr_F2r	PROC_PROCR_F2R	PROCR	Secreted Signaling	PMID: 29217770	primary_locator_present_unverified	1	CellChatDB.mouse	1	122	requires_primary_paper_verification	no_component_normalized_match_in_mSCIdblit
CellChatDB.mouse;master_LR_union	PROC	HSP90AA1+PROCR	Proc	Procr_Hsp90aa1	PROC_PROCR_HSP90AA1	PROCR	Secreted Signaling	PMID: 35320720	primary_locator_present_unverified	1	CellChatDB.mouse	1	122	requires_primary_paper_verification	no_component_normalized_match_in_mSCIdblit
CellChatDB.mouse;master_LR_union	SHMT1+SLC6A5	GLRA1+GLRB	Slc6a5_Shmt1	Glra1_Glrb	Glycine-Gly-SHMT1_SLC6A5_GLR_A1B	Glycine	Non-protein Signaling	PMID: 9131721	primary_locator_present_unverified	1	CellChatDB.mouse	1	122	requires_primary_paper_verification	no_component_normalized_match_in_mSCIdblit
CellChatDB.mouse;master_LR_union	SHMT1+SLC6A9	GLRA1+GLRB	Slc6a9_Shmt1	Glra1_Glrb	Glycine-Gly-SHMT1_SLC6A9_GLR_A1B	Glycine	Non-protein Signaling	PMID: 9131721	primary_locator_present_unverified	1	CellChatDB.mouse	1	122	requires_primary_paper_verification	no_component_normalized_match_in_mSCIdblit
CellChatDB.mouse;master_LR_union	SHMT2+SLC6A5	GLRA1+GLRB	Slc6a5_Shmt2	Glra1_Glrb	Glycine-Gly-SHMT2_SLC6A5_GLR_A1B	Glycine	Non-protein Signaling	PMID: 9131721	primary_locator_present_unverified	1	CellChatDB.mouse	1	122	requires_primary_paper_verification	no_component_normalized_match_in_mSCIdblit
CellChatDB.mouse;master_LR_union	SHMT2+SLC6A9	GLRA1+GLRB	Slc6a9_Shmt2	Glra1_Glrb	Glycine-Gly-SHMT2_SLC6A9_GLR_A1B	Glycine	Non-protein Signaling	PMID: 9131721	primary_locator_present_unverified	1	CellChatDB.mouse	1	122	requires_primary_paper_verification	no_component_normalized_match_in_mSCIdblit
CellChatDB.mouse;master_LR_union	SLC18A1+TPH1	HTR3A+HTR3B	Tph1_Slc18a1	Htr3a_Htr3b	5-HT-TPH1_SLC18A1_HTR3_COMPLEX	5-HT	Non-protein Signaling	PMID: 23328530	primary_locator_present_unverified	1	CellChatDB.mouse	1	122	requires_primary_paper_verification	no_component_normalized_match_in_mSCIdblit
CellChatDB.mouse;master_LR_union	SLC18A1+TPH2	HTR3A+HTR3B	Tph2_Slc18a1	Htr3a_Htr3b	5-HT-TPH2_SLC18A1_HTR3_COMPLEX	5-HT	Non-protein Signaling	PMID: 23328530	primary_locator_present_unverified	1	CellChatDB.mouse	1	122	requires_primary_paper_verification	no_component_normalized_match_in_mSCIdblit
CellChatDB.mouse;master_LR_union	SLC18A2+TPH1	HTR3A+HTR3B	Tph1_Slc18a2	Htr3a_Htr3b	5-HT-TPH1_SLC18A2_HTR3_COMPLEX	5-HT	Non-protein Signaling	PMID: 23328530	primary_locator_present_unverified	1	CellChatDB.mouse	1	122	requires_primary_paper_verification	no_component_normalized_match_in_mSCIdblit
CellChatDB.mouse;master_LR_union	SLC18A2+TPH2	HTR3A+HTR3B	Tph2_Slc18a2	Htr3a_Htr3b	5-HT-TPH2_SLC18A2_HTR3_COMPLEX	5-HT	Non-protein Signaling	PMID: 23328530	primary_locator_present_unverified	1	CellChatDB.mouse	1	122	requires_primary_paper_verification	no_component_normalized_match_in_mSCIdblit
CellChatDB.mouse;master_LR_union	SLC6A4+TPH1	HTR3A+HTR3B	Tph1_Slc6a4	Htr3a_Htr3b	5-HT-TPH1_SLC6A4_HTR3_COMPLEX	5-HT	Non-protein Signaling	PMID: 23328530	primary_locator_present_unverified	1	CellChatDB.mouse	1	122	requires_primary_paper_verification	no_component_normalized_match_in_mSCIdblit
CellChatDB.mouse;master_LR_union	SLC6A4+TPH2	HTR3A+HTR3B	Tph2_Slc6a4	Htr3a_Htr3b	5-HT-TPH2_SLC6A4_HTR3_COMPLEX	5-HT	Non-protein Signaling	PMID: 23328530	primary_locator_present_unverified	1	CellChatDB.mouse	1	122	requires_primary_paper_verification	no_component_normalized_match_in_mSCIdblit
CellChatDB.mouse;master_LR_union	ULBP1	HCST+KLRK1	Ulbp1	Klrk1_Hcst	ULBP1_KLRK1_HCST	NKG2D	Cell-Cell Contact	PMID: 24223577	primary_locator_present_unverified	1	CellChatDB.mouse	1	122	requires_primary_paper_verification	no_component_normalized_match_in_mSCIdblit
CellChatDB.mouse;master_LR_union	VEGFD	FLT4+KDR	Vegfd	Flt4_Kdr	VEGFD_VEGFR2R3	VEGF	Secreted Signaling	PMID: 16633340	primary_locator_present_unverified	1	CellChatDB.mouse	1	122	requires_primary_paper_verification	no_component_normalized_match_in_mSCIdblit
CellChatDB.mouse;master_LR_union	AKR1C18+AKR1C6+ALOX5+ALOX5AP+LTC4S	CYSLTR1	Alox5ap_Alox5_Ltc4s_Akr1c6_Akr1c18	Cysltr1	LTC4-LTC4S_CYSLTR1	CysLTs	Non-protein Signaling	PMID:33753496	primary_locator_present_unverified	1	CellChatDB.mouse	1	120	requires_primary_paper_verification	no_component_normalized_match_in_mSCIdblit
CellChatDB.mouse;master_LR_union	AKR1C18+AKR1C6+ALOX5+ALOX5AP+LTC4S	CYSLTR2	Alox5ap_Alox5_Ltc4s_Akr1c6_Akr1c18	Cysltr2	LTC4-LTC4S_CYSLTR2	CysLTs	Non-protein Signaling	PMID:33753496	primary_locator_present_unverified	1	CellChatDB.mouse	1	120	requires_primary_paper_verification	no_component_normalized_match_in_mSCIdblit
CellChatDB.mouse;master_LR_union	ALOX12	FPR2	Alox12	Fpr2	LipoxinA4-ALOX12_FPR2	LXA4	Non-protein Signaling	PMID: 33082511	primary_locator_present_unverified	1	CellChatDB.mouse	1	120	requires_primary_paper_verification	no_component_normalized_match_in_mSCIdblit
CellChatDB.mouse;master_LR_union	ALOX12	FPR3	Alox12	Fpr3	LipoxinA4-ALOX12_FPR3	LXA4	Non-protein Signaling	PMID: 33082511	primary_locator_present_unverified	1	CellChatDB.mouse	1	120	requires_primary_paper_verification	no_component_normalized_match_in_mSCIdblit
CellChatDB.mouse;master_LR_union	ALOX12	FPRRS3	Alox12	Fpr-rs3	LipoxinA4-ALOX12_FPR-RS3	LXA4	Non-protein Signaling	PMID: 33082511	primary_locator_present_unverified	1	CellChatDB.mouse	1	120	requires_primary_paper_verification	no_component_normalized_match_in_mSCIdblit
CellChatDB.mouse;master_LR_union	ALOX12	FPRRS4	Alox12	Fpr-rs4	LipoxinA4-ALOX12_FPR-RS4	LXA4	Non-protein Signaling	PMID: 33082511	primary_locator_present_unverified	1	CellChatDB.mouse	1	120	requires_primary_paper_verification	no_component_normalized_match_in_mSCIdblit
CellChatDB.mouse;master_LR_union	ALOX12	FPRRS6	Alox12	Fpr-rs6	LipoxinA4-ALOX12_FPR-RS6	LXA4	Non-protein Signaling	PMID: 33082511	primary_locator_present_unverified	1	CellChatDB.mouse	1	120	requires_primary_paper_verification	no_component_normalized_match_in_mSCIdblit
CellChatDB.mouse;master_LR_union	ALOX12	FPRRS7	Alox12	Fpr-rs7	LipoxinA4-ALOX12_FPR-RS7	LXA4	Non-protein Signaling	PMID: 33082511	primary_locator_present_unverified	1	CellChatDB.mouse	1	120	requires_primary_paper_verification	no_component_normalized_match_in_mSCIdblit
CellChatDB.mouse;master_LR_union	ALOX5+ALOX5AP+LTC4S	FPR2	Alox5_Alox5ap_Ltc4s	Fpr2	LipoxinA4-ALOX5_FPR2	LXA4	Non-protein Signaling	PMID: 33082511	primary_locator_present_unverified	1	CellChatDB.mouse	1	120	requires_primary_paper_verification	no_component_normalized_match_in_mSCIdblit
CellChatDB.mouse;master_LR_union	ALOX5+ALOX5AP+LTC4S	FPR3	Alox5_Alox5ap_Ltc4s	Fpr3	LipoxinA4-ALOX5_FPR3	LXA4	Non-protein Signaling	PMID: 33082511	primary_locator_present_unverified	1	CellChatDB.mouse	1	120	requires_primary_paper_verification	no_component_normalized_match_in_mSCIdblit
CellChatDB.mouse;master_LR_union	ALOX5+ALOX5AP+LTC4S	FPRRS3	Alox5_Alox5ap_Ltc4s	Fpr-rs3	LipoxinA4-ALOX5_FPR-RS3	LXA4	Non-protein Signaling	PMID: 33082511	primary_locator_present_unverified	1	CellChatDB.mouse	1	120	requires_primary_paper_verification	no_component_normalized_match_in_mSCIdblit
CellChatDB.mouse;master_LR_union	ALOX5+ALOX5AP+LTC4S	FPRRS4	Alox5_Alox5ap_Ltc4s	Fpr-rs4	LipoxinA4-ALOX5_FPR-RS4	LXA4	Non-protein Signaling	PMID: 33082511	primary_locator_present_unverified	1	CellChatDB.mouse	1	120	requires_primary_paper_verification	no_component_normalized_match_in_mSCIdblit
CellChatDB.mouse;master_LR_union	ALOX5+ALOX5AP+LTC4S	FPRRS6	Alox5_Alox5ap_Ltc4s	Fpr-rs6	LipoxinA4-ALOX5_FPR-RS6	LXA4	Non-protein Signaling	PMID: 33082511	primary_locator_present_unverified	1	CellChatDB.mouse	1	120	requires_primary_paper_verification	no_component_normalized_match_in_mSCIdblit
CellChatDB.mouse;master_LR_union	ALOX5+ALOX5AP+LTC4S	FPRRS7	Alox5_Alox5ap_Ltc4s	Fpr-rs7	LipoxinA4-ALOX5_FPR-RS7	LXA4	Non-protein Signaling	PMID: 33082511	primary_locator_present_unverified	1	CellChatDB.mouse	1	120	requires_primary_paper_verification	no_component_normalized_match_in_mSCIdblit
CellChatDB.mouse;master_LR_union	ANXA1	FPRRS3	Anxa1	Fpr-rs3	ANXA1_FPR-RS3	ANNEXIN	Secreted Signaling	PMID: 33082511	primary_locator_present_unverified	1	CellChatDB.mouse	1	120	requires_primary_paper_verification	no_component_normalized_match_in_mSCIdblit
CellChatDB.mouse;master_LR_union	ANXA1	FPRRS4	Anxa1	Fpr-rs4	ANXA1_FPR-RS4	ANNEXIN	Secreted Signaling	PMID: 33082511	primary_locator_present_unverified	1	CellChatDB.mouse	1	120	requires_primary_paper_verification	no_component_normalized_match_in_mSCIdblit
CellChatDB.mouse;master_LR_union	ANXA1	FPRRS6	Anxa1	Fpr-rs6	ANXA1_FPR-RS6	ANNEXIN	Secreted Signaling	PMID: 33082511	primary_locator_present_unverified	1	CellChatDB.mouse	1	120	requires_primary_paper_verification	no_component_normalized_match_in_mSCIdblit
CellChatDB.mouse;master_LR_union	ANXA1	FPRRS7	Anxa1	Fpr-rs7	ANXA1_FPR-RS7	ANNEXIN	Secreted Signaling	PMID: 33082511	primary_locator_present_unverified	1	CellChatDB.mouse	1	120	requires_primary_paper_verification	no_component_normalized_match_in_mSCIdblit
CellChatDB.mouse;master_LR_union	APELA	APLNR	Apela	Aplnr	APELA_APLNR	APJ	Secreted Signaling	PMID: 25995451	primary_locator_present_unverified	1	CellChatDB.mouse	1	120	requires_primary_paper_verification	no_component_normalized_match_in_mSCIdblit
CellChatDB.mouse;master_LR_union	ASMT	MTNR1A	Asmt	Mtnr1a	Melatonin-ASMT_MTNR1A	Melatonin	Non-protein Signaling	PMID: 26484897	primary_locator_present_unverified	1	CellChatDB.mouse	1	120	requires_primary_paper_verification	no_component_normalized_match_in_mSCIdblit
CellChatDB.mouse;master_LR_union	ASMT	MTNR1B	Asmt	Mtnr1b	Melatonin-ASMT_MTNR1B	Melatonin	Non-protein Signaling	PMID: 26484897	primary_locator_present_unverified	1	CellChatDB.mouse	1	120	requires_primary_paper_verification	no_component_normalized_match_in_mSCIdblit
CellChatDB.mouse;master_LR_union	BAG6	NCR3PS	Bag6	Ncr3-ps	BAG6_NCR3-PS	BAG	Secreted Signaling	PMID: 30021652	primary_locator_present_unverified	1	CellChatDB.mouse	1	120	requires_primary_paper_verification	no_component_normalized_match_in_mSCIdblit
CellChatDB.mouse;master_LR_union	CD1D1	CEACAM5	Cd1d1	Ceacam5	CD1D1_CEACAM5	CEACAM	Cell-Cell Contact	PMID: 24104458	primary_locator_present_unverified	1	CellChatDB.mouse	1	120	requires_primary_paper_verification	no_component_normalized_match_in_mSCIdblit
CellChatDB.mouse;master_LR_union	CD1D2	PIRA2	Cd1d2	Pira2	CD1D2_PIRA2	CD1D2	Cell-Cell Contact	PMID: 19124746	primary_locator_present_unverified	1	CellChatDB.mouse	1	120	requires_primary_paper_verification	no_component_normalized_match_in_mSCIdblit
CellChatDB.mouse;master_LR_union	CD200	CD200R1L	Cd200	Cd200r1l	CD200_CD200R1L	CD200	Cell-Cell Contact	PMID:22020332;also_called_CD200_CD200R	primary_locator_present_unverified	1	CellChatDB.mouse	1	120	requires_primary_paper_verification	no_component_normalized_match_in_mSCIdblit
CellChatDB.mouse;master_LR_union	CD276	TREML2	Cd276	Treml2	CD276_TREML2	CD276	Cell-Cell Contact	PMID: 31044564	primary_locator_present_unverified	1	CellChatDB.mouse	1	120	requires_primary_paper_verification	no_component_normalized_match_in_mSCIdblit
CellChatDB.mouse;master_LR_union	CD46	JAG1	Cd46	Jag1	CD46_JAG1	CD46	Cell-Cell Contact	PMID: 23086448	primary_locator_present_unverified	1	CellChatDB.mouse	1	120	requires_primary_paper_verification	no_component_normalized_match_in_mSCIdblit
CellChatDB.mouse;master_LR_union	CD8A	CEACAM5	Cd8a	Ceacam5	CD8A_CEACAM5	CEACAM	Cell-Cell Contact	PMID: 24104458	primary_locator_present_unverified	1	CellChatDB.mouse	1	120	requires_primary_paper_verification	no_component_normalized_match_in_mSCIdblit
CellChatDB.mouse;master_LR_union	CD99	PILRA	Cd99	Pilra	CD99_PILRA	CD99	Cell-Cell Contact	PMID: 18234675	primary_locator_present_unverified	1	CellChatDB.mouse	1	120	requires_primary_paper_verification	no_component_normalized_match_in_mSCIdblit
CellChatDB.mouse;master_LR_union	CD99	PILRB1	Cd99	Pilrb1	CD99_PILRB1	CD99	Cell-Cell Contact	PMID:18234675;uniprot	primary_locator_present_unverified	1	CellChatDB.mouse	1	120	requires_primary_paper_verification	no_component_normalized_match_in_mSCIdblit
CellChatDB.mouse;master_LR_union	CD99	PILRB2	Cd99	Pilrb2	CD99_PILRB2	CD99	Cell-Cell Contact	PMID:18234675;uniprot	primary_locator_present_unverified	1	CellChatDB.mouse	1	120	requires_primary_paper_verification	no_component_normalized_match_in_mSCIdblit
CellChatDB.mouse;master_LR_union	CEACAM1	CD1D1	Ceacam1	Cd1d1	CEACAM1_CD1D1	CEACAM	Cell-Cell Contact	PMID:24104458	primary_locator_present_unverified	1	CellChatDB.mouse	1	120	requires_primary_paper_verification	no_component_normalized_match_in_mSCIdblit
CellChatDB.mouse;master_LR_union	CEACAM1	CD1D2	Ceacam1	Cd1d2	CEACAM1_CD1D2	CEACAM	Cell-Cell Contact	PMID:24104458	primary_locator_present_unverified	1	CellChatDB.mouse	1	120	requires_primary_paper_verification	no_component_normalized_match_in_mSCIdblit
CellChatDB.mouse;master_LR_union	CEACAM1	CD8A	Ceacam1	Cd8a	CEACAM1_CD8A	CEACAM	Cell-Cell Contact	PMID:24104458	primary_locator_present_unverified	1	CellChatDB.mouse	1	120	requires_primary_paper_verification	no_component_normalized_match_in_mSCIdblit
