module22a_handoff_id	pair_label_canonical	terminal_tf_entities	module21a_evidence_ids	source_locators	source_species	source_cell_type_model	source_assay_or_perturbation	source_relation_type	source_evidence_layer	source_confidence_tier	source_evidence_summary	source_limitations	source_review_status	search_boundary	limitations	disposition	blocker_tags
M22A-HANDOFF-004919	Shh Scube2	GLI1 (provisional)	M21A-PAIR-EVID-5648	PMID:19480626; PMID:33038332; DOI:10.1042/BJ20090341	mouse; human	HEK293 and MEF Hedgehog ligand-release and reception systems; recombinant receptor-reconstitution cells	SCUBE2-SHH co-purification and binding; SHH release; PTCH1 binding; CDON/BOC/GAS1 relay; ciliary SMO and Gli1 qRT-PCR	SCUBE2-SHH lipid-dependent chaperone complex promotes release and receptor-proximal handoff but is not the terminal SHH receptor	ligand_receptor_binding_or_activation;receptor_proximal_relay;downstream_pathway_function	high	SHH-SCUBE2 -> CDON/BOC-GAS1 handoff -> PTCH1 -> SMO -> GLI1 transcription	SCUBE2 sequesters SHH lipid moieties and can reduce direct PTCH1 affinity until coreceptor relay; downstream Gli1 was measured, but SCUBE2 is a chaperone/coreceptor component rather than a standalone receptor. Module 21A relay/function promotion batch048 (2026-09-02): evidence tier raised to high for the exact, context-bounded packet; evidence-layer scope, upstream Module 20A LR confidence, terminal-TF status, and SCI transfer remain unchanged.	mapped_to_local_primary_source_packet	Primary downstream review batches230; exact pair/family boundary search.	SCUBE2 sequesters SHH lipid moieties and can reduce direct PTCH1 affinity until coreceptor relay; downstream Gli1 was measured, but SCUBE2 is a chaperone/coreceptor component rather than a standalone receptor.	not_promoted_under_current_strict_gate	receptor_or_composite_boundary;program_or_function_level_boundary;exact_pair_or_family_review_required
M22A-HANDOFF-004944	Slurp1 Chrna7	RELA (provisional)	M21A-PAIR-EVID-5655	PMID:29545933; PMCID:PMC5837762; DOI:10.18632/oncotarget.24312; PMID:34595181; PMCID:PMC8476798; DOI:10.3389/fcell.2021.739391; PMID:24365495; DOI:10.1016/j.jneuroim.2013.12.003	human; mouse comparator; Xenopus comparator	Human pancreatic-cancer and lung-cell models; MOLT-3 cells; Xenopus oocytes	SLURP1 binding and CHRNA7 depletion; MLA-sensitive Ca2+ influx; receptor-complex extraction; AKT/ERK/PDGFR/EGFR phosphorylation; proliferation and migration assays	direct allosteric SLURP1 activation or modulation of CHRNA7 within receptor complexes	ligand_receptor_binding_or_activation;receptor_proximal_relay;downstream_pathway_function	high	SLURP1-CHRNA7 -> Ca2+/PI3K-AKT-ERK and PDGFR/EGFR complex -> NF-kB-linked proliferation and migration responses	The alpha7 receptor-complex branch is context dependent and SLURP1 can be inhibitory or modulatory; nuclear NF-kB was measured in a cancer context, but no single universal transcriptional endpoint was established. Module 21A relay/function promotion batch048 (2026-09-02): evidence tier raised to high for the exact, context-bounded packet; evidence-layer scope, upstream Module 20A LR confidence, terminal-TF status, and SCI transfer remain unchanged.	mapped_to_local_primary_source_packet	Primary downstream review batches230; exact pair/family boundary search.	The alpha7 receptor-complex branch is context dependent and SLURP1 can be inhibitory or modulatory; nuclear NF-kB was measured in a cancer context, but no single universal transcriptional endpoint was established.	not_promoted_under_current_strict_gate	receptor_or_composite_boundary;model_or_context_boundary;exact_pair_or_family_review_required
M22A-HANDOFF-004953	Sost Lrp4	TCF/LEF family (provisional)	M21A-PAIR-EVID-5657	PMID:35099616; PMID:22696217	mouse; human	Recombinant LRP4/LRP6 ectodomains, yeast-display binding systems, osteoblasts, and bone-formation models	SOST-LRP4 binding and competition; LRP4 enhancement of SOST-LRP6 binding; Wnt reporter and osteoblast/bone assays	LRP4 is an extracellular SOST anchor and co-receptor component that strengthens SOST inhibition of LRP6	ligand_receptor_binding_or_activation;receptor_proximal_relay;downstream_pathway_function	high	SOST-LRP4 -> enhanced SOST-LRP6 inhibition -> WNT-beta-catenin/TCF-LEF -> osteoblast and bone formation	LRP4 primarily organizes an extracellular receptor complex; the exact intracellular relay is the LRP5/6 Wnt branch, and the terminal value reflects measured Wnt reporter output rather than inferred receptor signaling. Module 21A relay/function promotion batch048 (2026-09-02): evidence tier raised to high for the exact, context-bounded packet; evidence-layer scope, upstream Module 20A LR confidence, terminal-TF status, and SCI transfer remain unchanged.	mapped_to_local_primary_source_packet	Primary downstream review batches230; exact pair/family boundary search.	LRP4 primarily organizes an extracellular receptor complex; the exact intracellular relay is the LRP5/6 Wnt branch, and the terminal value reflects measured Wnt reporter output rather than inferred receptor signaling.	not_promoted_under_current_strict_gate	receptor_or_composite_boundary;model_or_context_boundary;exact_pair_or_family_review_required
M22A-HANDOFF-004954	Sost Lrp5	TCF/LEF family (provisional)	M21A-PAIR-EVID-5658	PMID:15908424; PMID:17002572; PMID:22696217; DOI:10.1074/jbc.M504308200; DOI:10.1359/jbmr.060810	mouse; human; Xenopus comparator	HEK293 and mammalian Wnt reporter cells; Xenopus embryos; osteoblast and bone models	SOST-LRP5 ectodomain binding; disruption of Wnt-FZD-LRP complex; Wnt reporter, embryonic patterning, and bone phenotyping	direct SOST inhibition of the LRP5 Wnt co-receptor	ligand_receptor_binding_or_activation;receptor_proximal_relay;downstream_pathway_function	high	SOST-LRP5 -> reduced FZD-LRP complex -> WNT-beta-catenin/TCF-LEF -> bone and embryonic patterning	The studies establish direct extracellular binding and canonical Wnt inhibition, but not a unique intracellular adaptor cascade; TCF/LEF is a reporter endpoint rather than a pair-specific TF assignment.	mapped_to_local_primary_source_packet	Primary downstream review batches230; exact pair/family boundary search.	The studies establish direct extracellular binding and canonical Wnt inhibition, but not a unique intracellular adaptor cascade; TCF/LEF is a reporter endpoint rather than a pair-specific TF assignment.	not_promoted_under_current_strict_gate	model_or_context_boundary;exact_pair_or_family_review_required
M22A-HANDOFF-004955	Sost Lrp6	TCF/LEF family (provisional)	M21A-PAIR-EVID-5659	PMID:15908424; PMID:17002572; PMID:22696217; PMID:33097721; DOI:10.1074/jbc.M504308200; DOI:10.1359/jbmr.060810	mouse; human; Xenopus comparator	HEK293 and mammalian Wnt reporter cells; Xenopus embryos; osteoblast and bone models	SOST-LRP6 ectodomain binding and structural mapping; Wnt-FZD-LRP disruption; Wnt reporter, embryonic patterning, and bone phenotyping	direct SOST inhibition of the LRP6 Wnt co-receptor	ligand_receptor_binding_or_activation;receptor_proximal_relay;downstream_pathway_function	high	SOST-LRP6 -> reduced FZD-LRP complex -> WNT-beta-catenin/TCF-LEF -> bone and embryonic patterning	The direct biochemical and functional evidence is strong, but the terminal transcriptional assignment is limited to measured Wnt/TCF-LEF reporter activity and does not imply a unique TF target gene.	mapped_to_local_primary_source_packet	Primary downstream review batches230; exact pair/family boundary search.	The direct biochemical and functional evidence is strong, but the terminal transcriptional assignment is limited to measured Wnt/TCF-LEF reporter activity and does not imply a unique TF target gene.	not_promoted_under_current_strict_gate	tf_or_target_assignment_unresolved;exact_pair_or_family_review_required
M22A-HANDOFF-004966	Spon2 Itgam	RELA (provisional)	M21A-PAIR-EVID-5665	PMID:16105980; PMCID:PMC1895097; DOI:10.1182/blood-2005-04-1658; PMID:19153605; DOI:10.1091/mbc.9.6.1425; PMID:30869196; PMCID:PMC6484411; DOI:10.1111/jcmm.14236	mouse; human comparator	Mouse neutrophils and macrophages; HEK293 cells expressing alphaM-beta2; primary inflammatory-cell models	Mindin/SPON2 adhesion and binding assays; alphaM or beta2 blockade; FS-domain mapping; macrophage phagocytosis; Syk/MAPK and nuclear NF-kB p65 assays	direct SPON2/mindin matrix-ligand binding to ITGAM within the Mac-1 alphaM-beta2 receptor complex	ligand_receptor_binding_or_activation;receptor_proximal_relay;downstream_pathway_function	high	SPON2-mindin -> ITGAM-ITGB2/Mac-1 -> Syk/MAPK -> adhesion and phagocytosis with nuclear NF-kB p65	ITGAM is interpreted as the alphaM subunit of the Mac-1 heterodimer, not an isolated beta2-independent receptor; downstream kinase and NF-kB findings are macrophage-context dependent. Module 21A relay/function promotion batch049 (2026-09-02): evidence tier raised to high for the exact, context-bounded packet; evidence-layer scope, upstream Module 20A LR confidence, terminal-TF status, and SCI transfer remain unchanged.	mapped_to_local_primary_source_packet	Primary downstream review batches230; exact pair/family boundary search.	ITGAM is interpreted as the alphaM subunit of the Mac-1 heterodimer, not an isolated beta2-independent receptor; downstream kinase and NF-kB findings are macrophage-context dependent.	not_promoted_under_current_strict_gate	receptor_or_composite_boundary;program_or_function_level_boundary;model_or_context_boundary;exact_pair_or_family_review_required
M22A-HANDOFF-004967	Spon2 Itgb2	RELA (provisional)	M21A-PAIR-EVID-5666	PMID:16105980; PMCID:PMC1895097; DOI:10.1182/blood-2005-04-1658; PMID:19153605; DOI:10.1091/mbc.9.6.1425; PMID:30869196; PMCID:PMC6484411; DOI:10.1111/jcmm.14236	mouse; human comparator	Mouse neutrophils and macrophages; HEK293 cells expressing alphaM-beta2; primary inflammatory-cell models	Mindin/SPON2 adhesion and binding assays; alphaM or beta2 blockade; FS-domain mapping; macrophage phagocytosis; Syk/MAPK and nuclear NF-kB p65 assays	direct SPON2/mindin matrix-ligand binding to ITGB2 within the Mac-1 alphaM-beta2 receptor complex	ligand_receptor_binding_or_activation;receptor_proximal_relay;downstream_pathway_function	high	SPON2-mindin -> ITGAM-ITGB2/Mac-1 -> Syk/MAPK -> adhesion and phagocytosis with nuclear NF-kB p65	ITGB2 is interpreted as the beta2 subunit of the Mac-1 heterodimer, not an isolated alphaM-independent receptor; downstream kinase and NF-kB findings are macrophage-context dependent. Module 21A relay/function promotion batch049 (2026-09-02): evidence tier raised to high for the exact, context-bounded packet; evidence-layer scope, upstream Module 20A LR confidence, terminal-TF status, and SCI transfer remain unchanged.	mapped_to_local_primary_source_packet	Primary downstream review batches230; exact pair/family boundary search.	ITGB2 is interpreted as the beta2 subunit of the Mac-1 heterodimer, not an isolated alphaM-independent receptor; downstream kinase and NF-kB findings are macrophage-context dependent.	not_promoted_under_current_strict_gate	receptor_or_composite_boundary;program_or_function_level_boundary;model_or_context_boundary;exact_pair_or_family_review_required
M22A-HANDOFF-005068	Thbs2 Notch3	HES1;HES5 (provisional)	M21A-PAIR-EVID-5700	PMID:19147503; PMCID:PMC2658079; DOI:10.1074/jbc.M803650200; PMID:20472562; DOI:10.1074/jbc.M110.144634	human; mouse; recombinant proteins	Notch3-expressing H460 cells; HEK293 co-expression and purified Notch3 ectodomain/TSP2; Jagged1/Delta1 cocultures; mouse TSP2-knockout vascular tissue	TSP2-Notch3/Jagged1 co-immunoprecipitation and direct binding; Notch reporter assays; LRP1 perturbation; HES1/HES5 target expression; ligand-dependent proliferation assays	THBS2 directly binds Notch3 and Jagged1 and potentiates ligand-dependent Notch3 receptor-complex signaling	ligand_receptor_binding_or_activation;receptor_proximal_relay;downstream_pathway_function	high	THBS2 -> NOTCH3/JAG1 extracellular complex -> Notch cleavage/NICD-RBPJ -> HES1/HES5 transcription and proliferation control	THBS2 is an extracellular Notch modifier/co-ligand rather than a canonical Notch ligand; potentiation requires Jagged1/Delta1 and is influenced by LRP1 and presentation context. HES1/HES5 are measured transcriptional endpoints, not a universal terminal program.	mapped_to_local_primary_source_packet	Primary downstream review batches232; exact pair/family boundary search.	THBS2 is an extracellular Notch modifier/co-ligand rather than a canonical Notch ligand; potentiation requires Jagged1/Delta1 and is influenced by LRP1 and presentation context. HES1/HES5 are measured transcriptional endpoints, not a universal terminal program.	not_promoted_under_current_strict_gate	ligand_or_family_specificity_boundary;program_or_function_level_boundary;model_or_context_boundary;exact_pair_or_family_review_required
M22A-HANDOFF-005098	Tnf Notch1	RELA	M21A-PAIR-EVID-3989	PMID:31105691; PMID:18337563; URL:https://pubmed.ncbi.nlm.nih.gov/31105691/; URL:https://pubmed.ncbi.nlm.nih.gov/18337563/	human	Human triple-negative breast cancer and mesenchymal-stem-cell contact co-cultures; endothelial comparator for Jagged1	TNF stimulation, p65 activation/readouts, Notch1 siRNA, CXCL8 expression, and TNF-induced Jagged1/VEGFR2 studies	TNF-associated NF-kB signaling induces or activates a Notch1/Jagged1 inflammatory crosstalk program; no direct TNF-Notch1 binding	downstream_pathway_function	medium	TNF/TNFR1-NF-kB/p65 -> Notch1/Jagged1 crosstalk -> CXCL8 and invasion	This is indirect cytokine-receptor crosstalk: TNF is not shown to bind Notch1, and Notch ligand/receptor processing is not equivalent to a TNF-Notch1 ligand event. RELA is assigned only from the source-reported p65 mechanism; the cancer co-culture context is non-SCI.	mapped_to_local_primary_source_packet	Primary downstream review batches164_165; exact pair/family boundary search.	This is indirect cytokine-receptor crosstalk: TNF is not shown to bind Notch1, and Notch ligand/receptor processing is not equivalent to a TNF-Notch1 ligand event. RELA is assigned only from the source-reported p65 mechanism; the cancer co-culture context is non-SCI.	not_promoted_under_current_strict_gate	ligand_or_family_specificity_boundary;model_or_context_boundary;exact_pair_or_family_review_required
M22A-HANDOFF-005130	Tpsb2 F2rl1	BCL6	M21A-PAIR-EVID-4019	PMID:9354658; PMID:24721951; PMCID:PMC3983597; DOI:10.1038/srep04649; PMID:29383785; PMID:28990934; https://pubmed.ncbi.nlm.nih.gov/?term=TPSB2+AND+F2RL1	mouse; human comparator	mouse bone-marrow-derived mast cells, recombinant mMCP-6/Tpsb2 and OT-II CD4 T cells; recombinant human alpha/beta tryptase and PAR2-expressing cells; mouse in-vivo comparator models	tryptase/PAR2 activation and PAR2 cleavage/peptide controls; mMCP-6 neutralization or recombinant addition, PAR2 RNAi, p38/ERK inhibitors and BCL6 readouts; tryptase preparations tested in mouse models	proteolytic_receptor_activation	ligand_receptor_binding_or_activation;receptor_proximal_relay;downstream_pathway_function	high	Tpsb2/mMCP-6 -> F2RL1/PAR2 proteolytic activation -> p38/ERK1/2 -> BCL6 in CD4 T cells	The mouse study supports mMCP-6/PAR2-dependent BCL6 induction with recombinant mMCP-6, PAR2 knockdown and MAPK inhibition, while older recombinant alpha/beta-tryptase work establishes PAR2 proteolytic activation at the family level. Exact cleavage stoichiometry, native mMCP-6 substrate preference, heparin/isoform effects, and SCI relevance remain limited; other in-vivo tryptase effects can be PAR2-independent. Module 21A qualified-relay promotion batch100 (2026-09-02): exact pair-associated proteolytic receptor activation, endocytic receptor/coreceptor function, syntaxin association, adaptor/adhesion relay, or bounded receptor-complex function is raised to high at the validated layer. Tpsb2/PAR2, Trf/Cubn-Lrp2, Try4/PAR2, TSLP/CRLF2-IL7R, TXLNA/syntaxin, VASP/CXCR2, VCAM1/alpha9beta1, and VCAN/EGFR topology, processing, complex, isoform, species/model, assay, pathway, and no-SCI boundaries remain explicit. Existing Module 22A terminal-TF metadata is preserved unchanged; no new terminal-TF or SCI claim is created.	mapped_to_local_primary_source_packet	Primary downstream review batches164_165; exact pair/family boundary search.	The mouse study supports mMCP-6/PAR2-dependent BCL6 induction with recombinant mMCP-6, PAR2 knockdown and MAPK inhibition, while older recombinant alpha/beta-tryptase work establishes PAR2 proteolytic activation at the family level. Exact cleavage stoichiometry, native mMCP-6 substrate preference, heparin/isoform effects, and SCI relevance remain limited; other in-vivo tryptase effects can be PAR2-independent.	not_promoted_under_current_strict_gate	exact_pair_or_family_review_required
M22A-HANDOFF-005172	Ucn2 Crhr2	FOS (provisional)	M21A-PAIR-EVID-5722	PMID:11226328; PMCID:PMC30227; DOI:10.1073/pnas.051626398; PMID:12611895; DOI:10.1074/jbc.M210476200; PMID:20942811; DOI:10.1111/j.1476-5381.2010.00960.x	mouse; human; recombinant receptor systems	Mouse CNS and CRHR2-expressing neuronal systems; recombinant CRHR2alpha/beta and extracellular-domain assays; mouse ventricular myocytes	Selective UCN2/CRHR2 binding and receptor pharmacology; CRHR2 antagonist blockade; cAMP/PKA/CaMKII signaling; Fos induction and cardiomyocyte functional assays	UCN2 is a selective high-affinity CRHR2 ligand that activates CRHR2-linked cAMP/PKA and calcium-dependent outputs	ligand_receptor_binding_or_activation;receptor_proximal_relay;downstream_pathway_function	high	UCN2 -> CRHR2alpha/beta -> cAMP/PKA and Ca2+/CaMKII -> Fos induction, cardiac contractility and neuroendocrine function	The selective ligand evidence is strong, but CRHR2alpha/beta, tissue and dose context determine downstream outputs; Fos is a provisional measured endpoint and not a universal CRHR2 transcriptional program.	mapped_to_local_primary_source_packet	Primary downstream review batches232; exact pair/family boundary search.	The selective ligand evidence is strong, but CRHR2alpha/beta, tissue and dose context determine downstream outputs; Fos is a provisional measured endpoint and not a universal CRHR2 transcriptional program.	not_promoted_under_current_strict_gate	ligand_or_family_specificity_boundary;tf_or_target_assignment_unresolved;program_or_function_level_boundary;model_or_context_boundary;exact_pair_or_family_review_required
M22A-HANDOFF-005191	Vcan Tlr2	RelB	M21A-PAIR-EVID-5681	PMID:19122641; PMCID:PMC2746432; PMCID:PMC12247142	mouse; human comparator	Lewis lung carcinoma-conditioned medium; primary murine bone-marrow-derived macrophages; Raw264.7 macrophages; melanoma-associated macrophage models	Biochemical versican purification; Tlr2/Tlr6/Cd14 loss-of-function; co-immunoprecipitation; cytokine assays; MyD88 and RelB perturbation; PCB transcription/function assays	Versican-associated TLR2/TLR6 activation drives a MyD88 inflammatory relay; direct VCAN-TLR2 contact is supported but not fully separable from hyaluronan/cofactor presentation	ligand_receptor_binding_or_activation;receptor_proximal_relay;downstream_pathway_function	high	VCAN -> TLR2/TLR6/CD14 -> MyD88 -> RelB -> inflammatory or PCB transcriptional/functional output	The primary studies establish TLR2 dependence and a RelB transcriptional endpoint, but the molecular contact may involve versican-associated hyaluronan or other matrix context; TLR6/CD14 receptor-complex composition must be retained. Module 21A relay/function promotion batch055 (2026-09-02): evidence tier raised to high for the exact, context-bounded packet; evidence-layer scope, upstream Module 20A LR confidence, terminal-TF status, and SCI transfer remain unchanged.	mapped_to_local_primary_source_packet	Primary downstream review batches233; exact pair/family boundary search.	The primary studies establish TLR2 dependence and a RelB transcriptional endpoint, but the molecular contact may involve versican-associated hyaluronan or other matrix context; TLR6/CD14 receptor-complex composition must be retained.	not_promoted_under_current_strict_gate	receptor_or_composite_boundary;model_or_context_boundary;exact_pair_or_family_review_required
M22A-HANDOFF-005275	Wnt5a Ptk7	AP-1 (provisional)	M21A-PAIR-EVID-5725	PMID:26499793; PMCID:PMC4683276; DOI:10.1074/jbc.M115.697615; PMID:21772251; PMCID:PMC3173783	mouse; Xenopus; human recombinant/heterologous	mouse embryonic fibroblasts; HEK293T; Xenopus embryos	WNT5A/PTK7 co-IP and domain deletion; PTK7 knockout/rescue; JNK phosphorylation; AP-1 reporter; wound healing/migration	WNT5A binds PTK7 in a context-dependent receptor/co-receptor branch and PTK7 is required for WNT5A-induced JNK/motility outputs	ligand_receptor_binding_or_activation;receptor_proximal_relay;downstream_pathway_function	high	WNT5A -> PTK7 with ROR2/FZD context -> JNK -> AP-1-dependent transcription and cell movement	One primary Xenopus study (PMID:21772251) detected PTK7 with WNT3A/WNT8 but not WNT5A in its co-IP assay; later mammalian/Xenopus work (PMID:26499793) directly reported WNT5A-PTK7 association and PTK7-dependent JNK/motility. Do not generalize across ligand or receptor context. Module 21A relay/function promotion batch051 (2026-09-02): evidence tier raised to high for the exact, context-bounded packet; evidence-layer scope, upstream Module 20A LR confidence, terminal-TF status, and SCI transfer remain unchanged.	mapped_to_local_primary_source_packet	Primary downstream review batches234; exact pair/family boundary search.	One primary Xenopus study (PMID:21772251) detected PTK7 with WNT3A/WNT8 but not WNT5A in its co-IP assay; later mammalian/Xenopus work (PMID:26499793) directly reported WNT5A-PTK7 association and PTK7-dependent JNK/motility. Do not generalize across ligand or receptor context.	not_promoted_under_current_strict_gate	ligand_or_family_specificity_boundary;model_or_context_boundary;exact_pair_or_family_review_required
M22A-HANDOFF-005277	Wnt5a Ror1	CREB (provisional)	M21A-PAIR-EVID-5726	PMID:18287027; DOI:10.1073/pnas.0712148105; PMID:22403610; PMCID:PMC3293865; DOI:10.1371/journal.pone.0031127	human	human CLL cells; MDA-MB-231 breast-cancer cells; recombinant WNT5A	ROR1 antigen/ligand co-IP; WNT5A stimulation; ROR1 silencing; PI3K/AKT and CREB phosphorylation; growth assays	WNT5A binds/engages ROR1 and drives ROR1-dependent survival/growth signaling	ligand_receptor_binding_or_activation;receptor_proximal_relay;downstream_pathway_function	high	WNT5A -> ROR1/CK1epsilon -> PI3K-AKT -> CREB -> cancer-cell survival/growth	Human cancer/CLL context; ROR1/ROR2 heteromerization and FZD/co-receptor contribution can alter the branch; p-CREB is a measured provisional endpoint rather than a universal terminal program. Module 21A relay/function promotion batch051 (2026-09-02): evidence tier raised to high for the exact, context-bounded packet; evidence-layer scope, upstream Module 20A LR confidence, terminal-TF status, and SCI transfer remain unchanged.	mapped_to_local_primary_source_packet	Primary downstream review batches234; exact pair/family boundary search.	Human cancer/CLL context; ROR1/ROR2 heteromerization and FZD/co-receptor contribution can alter the branch; p-CREB is a measured provisional endpoint rather than a universal terminal program.	not_promoted_under_current_strict_gate	tf_or_target_assignment_unresolved;program_or_function_level_boundary;model_or_context_boundary;exact_pair_or_family_review_required
M22A-HANDOFF-005299	Wnt7a Reck	TCF/LEF family (provisional)	M21A-PAIR-EVID-5728	PMID:30304675; PMCID:PMC6338448; DOI:10.1016/j.celrep.2018.09.045	human recombinant; rat brain-vessel comparator; mouse	HEK293 RECK-null/WNT7A cells; endothelial Wnt reporter systems; rat brain vessels	purified soluble RECK binding/cross-pull-down; cell-surface crosslinking; WNT7A stability; GPR124/FZD/LRP reporter and angiogenesis context	WNT7A directly binds RECK and RECK presents/stabilizes ligand for a GPR124/FZD/LRP receptor-complex relay	ligand_receptor_binding_or_activation;receptor_proximal_relay;downstream_pathway_function	high	WNT7A -> RECK/GPR124 -> FZD/LRP5/6 canonical Wnt signalosome -> beta-catenin/TCF-LEF and CNS vascular function	RECK is a GPI-anchored WNT7 co-receptor/scaffold rather than a kinase; full complex stoichiometry and transfer to FZD/LRP are context-dependent; TCF/LEF reporter output is provisional and not a direct RECK-TF interaction. Module 21A relay/function promotion batch051 (2026-09-02): evidence tier raised to high for the exact, context-bounded packet; evidence-layer scope, upstream Module 20A LR confidence, terminal-TF status, and SCI transfer remain unchanged.	mapped_to_local_primary_source_packet	Primary downstream review batches234; exact pair/family boundary search.	RECK is a GPI-anchored WNT7 co-receptor/scaffold rather than a kinase; full complex stoichiometry and transfer to FZD/LRP are context-dependent; TCF/LEF reporter output is provisional and not a direct RECK-TF interaction.	not_promoted_under_current_strict_gate	tf_or_target_assignment_unresolved;model_or_context_boundary;exact_pair_or_family_review_required
M22A-HANDOFF-005311	Bdnf Ngfr	JUN	M21A-PAIR-EVID-4162	PMID:9472042; PMID:15930396; PMCID:PMC6724992; DOI:10.1523/JNEUROSCI.5123-04.2005	mouse; rat comparator	neonatal mouse sympathetic neurons; cultured sympathetic neurons with p75NTR/sortilin status; rat DRG comparator	BDNF/proBDNF stimulation; p75NTR-blocking antibody and knockout; sortilin antagonism; JNK/c-JUN phosphorylation and apoptosis readouts	BDNF/proBDNF-p75NTR receptor activation with co-receptor-dependent relay and function	binding_activation;receptor_proximal_relay;downstream_pathway_function	high	BDNF/proBDNF -> p75NTR (sortilin required for proBDNF) -> JNK -> c-JUN/apoptosis	Mature BDNF and proBDNF have different receptor requirements, and TrkA/TrkB co-expression changes outcome. The cited models are developmental sympathetic neurons rather than SCI receiver cells; c-JUN phosphorylation is a measured output, not proof of a universal terminal-TF dependency. Module 21A qualified-relay promotion batch102 (2026-09-02): exact pair-associated neurotrophin/co-receptor function, BMP receptor-complex relay, immune receptor engagement, chemokine GPCR activation, integrin costimulation, or myeloid receptor function is raised to high at the validated layer. BDNF/p75NTR, BMP3/ACVR2B, BMP8A/BMPR1A-BMPR2, BTLA/HVEM, chemokine/CCR-CXCR pairs, CD40LG/integrin complexes, CD70/CD27, CSF3/CSF3R, and CXCL1/CXCR1-CXCR2 topology, processing, complex, species, model, assay, pathway, and no-SCI boundaries remain explicit. Existing Module 22A terminal-TF metadata is preserved unchanged; no new terminal-TF or SCI claim is created.	mapped_to_local_primary_source_packet	Primary downstream review batches170_171; exact pair/family boundary search.	Mature BDNF and proBDNF have different receptor requirements, and TrkA/TrkB co-expression changes outcome. The cited models are developmental sympathetic neurons rather than SCI receiver cells; c-JUN phosphorylation is a measured output, not proof of a universal terminal-TF dependency.	not_promoted_under_current_strict_gate	model_or_context_boundary;exact_pair_or_family_review_required
M22A-HANDOFF-005319	Bmp8a Acvr1_acvr2a	SMAD1;SMAD5;SMAD9	M21A-PAIR-EVID-4170	PMID:37553521; PMID:15883158	mouse; human comparator	mouse and human 3T3-L1 preadipocytes; pulmonary-artery smooth-muscle BMP comparator	BMP8A/BMP8A overexpression; ACVR1/ACVR2A receptor co-expression; BRE/CAGA luciferase; p-SMAD1/5/8 and adipocyte-differentiation assays	Component-wise ACVR1/ACVR2A-dependent BMP8A signaling function; unique receptor-complex binding was not isolated	downstream_pathway_function	medium	BMP8A -> ACVR1/ACVR2A-context -> SMAD1/5/8 -> adipocyte differentiation	The primary BMP8A study supports functional receptor combinations in 3T3-L1 cells but does not establish a unique stable ACVR1-ACVR2A complex or SCI-cell relay. SMAD readouts are pathway-level and not evidence of direct pair binding.	mapped_to_local_primary_source_packet	Primary downstream review batches170_171; exact pair/family boundary search.	The primary BMP8A study supports functional receptor combinations in 3T3-L1 cells but does not establish a unique stable ACVR1-ACVR2A complex or SCI-cell relay. SMAD readouts are pathway-level and not evidence of direct pair binding.	not_promoted_under_current_strict_gate	model_or_context_boundary;exact_pair_or_family_review_required
M22A-HANDOFF-005321	Bmp8a Acvr1_bmpr2	SMAD1;SMAD5;SMAD9	M21A-PAIR-EVID-4172	PMID:37553521; PMID:15883158	mouse; human comparator	mouse and human 3T3-L1 preadipocytes; pulmonary-artery smooth-muscle BMP comparator	BMP8A/BMP8A overexpression; BMPR2 co-expression; BRE/CAGA luciferase; p-SMAD1/5/8 and adipocyte-differentiation assays	Component-wise ACVR1/BMPR2-dependent BMP8A signaling function; unique receptor-complex binding was not isolated	downstream_pathway_function	medium	BMP8A -> ACVR1/BMPR2-context -> SMAD1/5/8 -> adipocyte differentiation	The primary study supports functional co-expression and reporter activation but does not isolate the exact ACVR1-BMPR2 complex or direct ligand binding. Context is adipocyte biology rather than SCI, and the SMAD endpoint is pathway-level.	mapped_to_local_primary_source_packet	Primary downstream review batches170_171; exact pair/family boundary search.	The primary study supports functional co-expression and reporter activation but does not isolate the exact ACVR1-BMPR2 complex or direct ligand binding. Context is adipocyte biology rather than SCI, and the SMAD endpoint is pathway-level.	not_promoted_under_current_strict_gate	ligand_or_family_specificity_boundary;model_or_context_boundary;exact_pair_or_family_review_required
