regulator_key	display_symbols	species_scopes	source_registries	source_versions	identity_catalogs	original_triage_bucket	identity_source_count	catalog_profile_count	tflink_target_count	identifier_flags	primary_role_category	role_subcategory	role_screen_basis	classification_status	module_route	module22b_eligibility	evidence_readiness	sort_priority	provenance_note
rhox9	Rhox9	mouse	AnimalTFDB3	AnimalTFDB3_git_snapshot	AnimalTFDB3	manual_identity_review	1	0	0		identity_review_unclassified	single_source_or_profile_identity	Candidate requires identity, domain, and functional-role review before routing.	role_triage_staging	identity_and_role_review	not_ready_pending_identity_and_pair_review	identity_catalog_only_or_unverified	60	This is a role-triage overlay. Source registries, source versions, species scope, and source-specific parent identity records remain authoritative; no canonical role or evidence promotion is created by this row.
rit1	Rit1	mouse	AnimalTFDB3	AnimalTFDB3_git_snapshot	AnimalTFDB3	manual_identity_review	1	0	0		identity_review_unclassified	single_source_or_profile_identity	Candidate requires identity, domain, and functional-role review before routing.	role_triage_staging	identity_and_role_review	not_ready_pending_identity_and_pair_review	identity_catalog_only_or_unverified	60	This is a role-triage overlay. Source registries, source versions, species scope, and source-specific parent identity records remain authoritative; no canonical role or evidence promotion is created by this row.
rsl1	Rsl1	mouse	AnimalTFDB3	AnimalTFDB3_git_snapshot	AnimalTFDB3	manual_identity_review	1	0	0		identity_review_unclassified	single_source_or_profile_identity	Candidate requires identity, domain, and functional-role review before routing.	role_triage_staging	identity_and_role_review	not_ready_pending_identity_and_pair_review	identity_catalog_only_or_unverified	60	This is a role-triage overlay. Source registries, source versions, species scope, and source-specific parent identity records remain authoritative; no canonical role or evidence promotion is created by this row.
rslcan18	Rslcan18	mouse	AnimalTFDB3	AnimalTFDB3_git_snapshot	AnimalTFDB3	manual_identity_review	1	0	0		identity_review_unclassified	single_source_or_profile_identity	Candidate requires identity, domain, and functional-role review before routing.	role_triage_staging	identity_and_role_review	not_ready_pending_identity_and_pair_review	identity_catalog_only_or_unverified	60	This is a role-triage overlay. Source registries, source versions, species scope, and source-specific parent identity records remain authoritative; no canonical role or evidence promotion is created by this row.
safb2	SAFB2	human	Lambert_HumanTFs	Lambert_v1.01	Lambert_HumanTFs	manual_identity_review	1	0	0		identity_review_unclassified	single_source_or_profile_identity	Candidate requires identity, domain, and functional-role review before routing.	role_triage_staging	identity_and_role_review	not_ready_pending_identity_and_pair_review	identity_catalog_only_or_unverified	60	This is a role-triage overlay. Source registries, source versions, species scope, and source-specific parent identity records remain authoritative; no canonical role or evidence promotion is created by this row.
samd11	SAMD11	human	AnimalTFDB3	AnimalTFDB3_git_snapshot	AnimalTFDB3	manual_identity_review	1	0	0		identity_review_unclassified	single_source_or_profile_identity	Candidate requires identity, domain, and functional-role review before routing.	role_triage_staging	identity_and_role_review	not_ready_pending_identity_and_pair_review	identity_catalog_only_or_unverified	60	This is a role-triage overlay. Source registries, source versions, species scope, and source-specific parent identity records remain authoritative; no canonical role or evidence promotion is created by this row.
scmh1	SCMH1	human	Lambert_HumanTFs	Lambert_v1.01	Lambert_HumanTFs	manual_identity_review	1	0	0		identity_review_unclassified	single_source_or_profile_identity	Candidate requires identity, domain, and functional-role review before routing.	role_triage_staging	identity_and_role_review	not_ready_pending_identity_and_pair_review	identity_catalog_only_or_unverified	60	This is a role-triage overlay. Source registries, source versions, species scope, and source-specific parent identity records remain authoritative; no canonical role or evidence promotion is created by this row.
scml4	SCML4	human	Lambert_HumanTFs	Lambert_v1.01	Lambert_HumanTFs	manual_identity_review	1	0	0		identity_review_unclassified	single_source_or_profile_identity	Candidate requires identity, domain, and functional-role review before routing.	role_triage_staging	identity_and_role_review	not_ready_pending_identity_and_pair_review	identity_catalog_only_or_unverified	60	This is a role-triage overlay. Source registries, source versions, species scope, and source-specific parent identity records remain authoritative; no canonical role or evidence promotion is created by this row.
sgsm2	SGSM2	human	Lambert_HumanTFs	Lambert_v1.01	Lambert_HumanTFs	manual_identity_review	1	0	0		identity_review_unclassified	single_source_or_profile_identity	Candidate requires identity, domain, and functional-role review before routing.	role_triage_staging	identity_and_role_review	not_ready_pending_identity_and_pair_review	identity_catalog_only_or_unverified	60	This is a role-triage overlay. Source registries, source versions, species scope, and source-specific parent identity records remain authoritative; no canonical role or evidence promotion is created by this row.
skor1	SKOR1	human	Lambert_HumanTFs	Lambert_v1.01	Lambert_HumanTFs	manual_identity_review	1	0	0		identity_review_unclassified	single_source_or_profile_identity	Candidate requires identity, domain, and functional-role review before routing.	role_triage_staging	identity_and_role_review	not_ready_pending_identity_and_pair_review	identity_catalog_only_or_unverified	60	This is a role-triage overlay. Source registries, source versions, species scope, and source-specific parent identity records remain authoritative; no canonical role or evidence promotion is created by this row.
skor2	SKOR2	human	Lambert_HumanTFs	Lambert_v1.01	Lambert_HumanTFs	manual_identity_review	1	0	0		identity_review_unclassified	single_source_or_profile_identity	Candidate requires identity, domain, and functional-role review before routing.	role_triage_staging	identity_and_role_review	not_ready_pending_identity_and_pair_review	identity_catalog_only_or_unverified	60	This is a role-triage overlay. Source registries, source versions, species scope, and source-specific parent identity records remain authoritative; no canonical role or evidence promotion is created by this row.
snapc5	SNAPC5	human	Lambert_HumanTFs	Lambert_v1.01	Lambert_HumanTFs	manual_identity_review	1	0	0		identity_review_unclassified	single_source_or_profile_identity	Candidate requires identity, domain, and functional-role review before routing.	role_triage_staging	identity_and_role_review	not_ready_pending_identity_and_pair_review	identity_catalog_only_or_unverified	60	This is a role-triage overlay. Source registries, source versions, species scope, and source-specific parent identity records remain authoritative; no canonical role or evidence promotion is created by this row.
sub1	SUB1;Sub1	human;mouse	AnimalTFDB3	AnimalTFDB3_git_snapshot	AnimalTFDB3	manual_identity_review	2	0	0		identity_review_unclassified	single_source_or_profile_identity	Candidate requires identity, domain, and functional-role review before routing.	role_triage_staging	identity_and_role_review	not_ready_pending_identity_and_pair_review	identity_catalog_only_or_unverified	60	This is a role-triage overlay. Source registries, source versions, species scope, and source-specific parent identity records remain authoritative; no canonical role or evidence promotion is created by this row.
tada2a	TADA2A;Tada2a	human;mouse	AnimalTFDB3	AnimalTFDB3_git_snapshot	AnimalTFDB3	manual_identity_review	2	0	0		identity_review_unclassified	single_source_or_profile_identity	Candidate requires identity, domain, and functional-role review before routing.	role_triage_staging	identity_and_role_review	not_ready_pending_identity_and_pair_review	identity_catalog_only_or_unverified	60	This is a role-triage overlay. Source registries, source versions, species scope, and source-specific parent identity records remain authoritative; no canonical role or evidence promotion is created by this row.
tada2b	TADA2B;Tada2b	human;mouse	AnimalTFDB3	AnimalTFDB3_git_snapshot	AnimalTFDB3	manual_identity_review	2	0	0		identity_review_unclassified	single_source_or_profile_identity	Candidate requires identity, domain, and functional-role review before routing.	role_triage_staging	identity_and_role_review	not_ready_pending_identity_and_pair_review	identity_catalog_only_or_unverified	60	This is a role-triage overlay. Source registries, source versions, species scope, and source-specific parent identity records remain authoritative; no canonical role or evidence promotion is created by this row.
tax1bp1	TAX1BP1;Tax1bp1	human;mouse	AnimalTFDB3	AnimalTFDB3_git_snapshot	AnimalTFDB3	manual_identity_review	2	0	0		identity_review_unclassified	single_source_or_profile_identity	Candidate requires identity, domain, and functional-role review before routing.	role_triage_staging	identity_and_role_review	not_ready_pending_identity_and_pair_review	identity_catalog_only_or_unverified	60	This is a role-triage overlay. Source registries, source versions, species scope, and source-specific parent identity records remain authoritative; no canonical role or evidence promotion is created by this row.
tbpl2	TBPL2	human	Lambert_HumanTFs	Lambert_v1.01	Lambert_HumanTFs	manual_identity_review	1	0	0		identity_review_unclassified	single_source_or_profile_identity	Candidate requires identity, domain, and functional-role review before routing.	role_triage_staging	identity_and_role_review	not_ready_pending_identity_and_pair_review	identity_catalog_only_or_unverified	60	This is a role-triage overlay. Source registries, source versions, species scope, and source-specific parent identity records remain authoritative; no canonical role or evidence promotion is created by this row.
tfb1m	TFB1M;Tfb1m	human;mouse	AnimalTFDB3	AnimalTFDB3_git_snapshot	AnimalTFDB3	manual_identity_review	2	0	0		identity_review_unclassified	single_source_or_profile_identity	Candidate requires identity, domain, and functional-role review before routing.	role_triage_staging	identity_and_role_review	not_ready_pending_identity_and_pair_review	identity_catalog_only_or_unverified	60	This is a role-triage overlay. Source registries, source versions, species scope, and source-specific parent identity records remain authoritative; no canonical role or evidence promotion is created by this row.
tgif2lx1	Tgif2lx1	mouse	AnimalTFDB3	AnimalTFDB3_git_snapshot	AnimalTFDB3	manual_identity_review	1	0	0		identity_review_unclassified	single_source_or_profile_identity	Candidate requires identity, domain, and functional-role review before routing.	role_triage_staging	identity_and_role_review	not_ready_pending_identity_and_pair_review	identity_catalog_only_or_unverified	60	This is a role-triage overlay. Source registries, source versions, species scope, and source-specific parent identity records remain authoritative; no canonical role or evidence promotion is created by this row.
tgif2lx2	Tgif2lx2	mouse	AnimalTFDB3	AnimalTFDB3_git_snapshot	AnimalTFDB3	manual_identity_review	1	0	0		identity_review_unclassified	single_source_or_profile_identity	Candidate requires identity, domain, and functional-role review before routing.	role_triage_staging	identity_and_role_review	not_ready_pending_identity_and_pair_review	identity_catalog_only_or_unverified	60	This is a role-triage overlay. Source registries, source versions, species scope, and source-specific parent identity records remain authoritative; no canonical role or evidence promotion is created by this row.
tigd1	TIGD1	human	Lambert_HumanTFs	Lambert_v1.01	Lambert_HumanTFs	manual_identity_review	1	0	0		identity_review_unclassified	single_source_or_profile_identity	Candidate requires identity, domain, and functional-role review before routing.	role_triage_staging	identity_and_role_review	not_ready_pending_identity_and_pair_review	identity_catalog_only_or_unverified	60	This is a role-triage overlay. Source registries, source versions, species scope, and source-specific parent identity records remain authoritative; no canonical role or evidence promotion is created by this row.
tigd2	TIGD2	human	Lambert_HumanTFs	Lambert_v1.01	Lambert_HumanTFs	manual_identity_review	1	0	0		identity_review_unclassified	single_source_or_profile_identity	Candidate requires identity, domain, and functional-role review before routing.	role_triage_staging	identity_and_role_review	not_ready_pending_identity_and_pair_review	identity_catalog_only_or_unverified	60	This is a role-triage overlay. Source registries, source versions, species scope, and source-specific parent identity records remain authoritative; no canonical role or evidence promotion is created by this row.
tigd3	TIGD3	human;vertebrates	JASPAR_CORE;Lambert_HumanTFs	JASPAR2026_CORE_vertebrates_nonredundant;Lambert_v1.01	JASPAR_CORE;Lambert_HumanTFs	manual_identity_review	2	1	0		identity_review_unclassified	single_source_or_profile_identity	Candidate requires identity, domain, and functional-role review before routing.	role_triage_staging	identity_and_role_review	not_ready_pending_identity_and_pair_review	identity_plus_profile_only	60	This is a role-triage overlay. Source registries, source versions, species scope, and source-specific parent identity records remain authoritative; no canonical role or evidence promotion is created by this row.
tigd4	TIGD4	human;vertebrates	JASPAR_CORE;Lambert_HumanTFs	JASPAR2026_CORE_vertebrates_nonredundant;Lambert_v1.01	JASPAR_CORE;Lambert_HumanTFs	manual_identity_review	2	1	0		identity_review_unclassified	single_source_or_profile_identity	Candidate requires identity, domain, and functional-role review before routing.	role_triage_staging	identity_and_role_review	not_ready_pending_identity_and_pair_review	identity_plus_profile_only	60	This is a role-triage overlay. Source registries, source versions, species scope, and source-specific parent identity records remain authoritative; no canonical role or evidence promotion is created by this row.
tigd5	TIGD5	human;vertebrates	JASPAR_CORE;Lambert_HumanTFs	JASPAR2026_CORE_vertebrates_nonredundant;Lambert_v1.01	JASPAR_CORE;Lambert_HumanTFs	manual_identity_review	2	1	0		identity_review_unclassified	single_source_or_profile_identity	Candidate requires identity, domain, and functional-role review before routing.	role_triage_staging	identity_and_role_review	not_ready_pending_identity_and_pair_review	identity_plus_profile_only	60	This is a role-triage overlay. Source registries, source versions, species scope, and source-specific parent identity records remain authoritative; no canonical role or evidence promotion is created by this row.
tigd6	TIGD6	human	Lambert_HumanTFs	Lambert_v1.01	Lambert_HumanTFs	manual_identity_review	1	0	0		identity_review_unclassified	single_source_or_profile_identity	Candidate requires identity, domain, and functional-role review before routing.	role_triage_staging	identity_and_role_review	not_ready_pending_identity_and_pair_review	identity_catalog_only_or_unverified	60	This is a role-triage overlay. Source registries, source versions, species scope, and source-specific parent identity records remain authoritative; no canonical role or evidence promotion is created by this row.
tigd7	TIGD7	human;vertebrates	JASPAR_CORE;Lambert_HumanTFs	JASPAR2026_CORE_vertebrates_nonredundant;Lambert_v1.01	JASPAR_CORE;Lambert_HumanTFs	manual_identity_review	2	1	0		identity_review_unclassified	single_source_or_profile_identity	Candidate requires identity, domain, and functional-role review before routing.	role_triage_staging	identity_and_role_review	not_ready_pending_identity_and_pair_review	identity_plus_profile_only	60	This is a role-triage overlay. Source registries, source versions, species scope, and source-specific parent identity records remain authoritative; no canonical role or evidence promotion is created by this row.
topors	TOPORS	human	Lambert_HumanTFs	Lambert_v1.01	Lambert_HumanTFs	manual_identity_review	1	0	0		identity_review_unclassified	single_source_or_profile_identity	Candidate requires identity, domain, and functional-role review before routing.	role_triage_staging	identity_and_role_review	not_ready_pending_identity_and_pair_review	identity_catalog_only_or_unverified	60	This is a role-triage overlay. Source registries, source versions, species scope, and source-specific parent identity records remain authoritative; no canonical role or evidence promotion is created by this row.
tox2	TOX2;Tox2	human;mouse	AnimalTFDB3	AnimalTFDB3_git_snapshot	AnimalTFDB3	manual_identity_review	2	0	0		identity_review_unclassified	single_source_or_profile_identity	Candidate requires identity, domain, and functional-role review before routing.	role_triage_staging	identity_and_role_review	not_ready_pending_identity_and_pair_review	identity_catalog_only_or_unverified	60	This is a role-triage overlay. Source registries, source versions, species scope, and source-specific parent identity records remain authoritative; no canonical role or evidence promotion is created by this row.
trafd1	TRAFD1	human	Lambert_HumanTFs	Lambert_v1.01	Lambert_HumanTFs	manual_identity_review	1	0	0		identity_review_unclassified	single_source_or_profile_identity	Candidate requires identity, domain, and functional-role review before routing.	role_triage_staging	identity_and_role_review	not_ready_pending_identity_and_pair_review	identity_catalog_only_or_unverified	60	This is a role-triage overlay. Source registries, source versions, species scope, and source-specific parent identity records remain authoritative; no canonical role or evidence promotion is created by this row.
tsc22d2	TSC22D2;Tsc22d2	human;mouse	AnimalTFDB3	AnimalTFDB3_git_snapshot	AnimalTFDB3	manual_identity_review	2	0	0		identity_review_unclassified	single_source_or_profile_identity	Candidate requires identity, domain, and functional-role review before routing.	role_triage_staging	identity_and_role_review	not_ready_pending_identity_and_pair_review	identity_catalog_only_or_unverified	60	This is a role-triage overlay. Source registries, source versions, species scope, and source-specific parent identity records remain authoritative; no canonical role or evidence promotion is created by this row.
tub	TUB;Tub	human;mouse	AnimalTFDB3	AnimalTFDB3_git_snapshot	AnimalTFDB3	manual_identity_review	2	0	0		identity_review_unclassified	single_source_or_profile_identity	Candidate requires identity, domain, and functional-role review before routing.	role_triage_staging	identity_and_role_review	not_ready_pending_identity_and_pair_review	identity_catalog_only_or_unverified	60	This is a role-triage overlay. Source registries, source versions, species scope, and source-specific parent identity records remain authoritative; no canonical role or evidence promotion is created by this row.
tulp1	TULP1;Tulp1	human;mouse	AnimalTFDB3	AnimalTFDB3_git_snapshot	AnimalTFDB3	manual_identity_review	2	0	0		identity_review_unclassified	single_source_or_profile_identity	Candidate requires identity, domain, and functional-role review before routing.	role_triage_staging	identity_and_role_review	not_ready_pending_identity_and_pair_review	identity_catalog_only_or_unverified	60	This is a role-triage overlay. Source registries, source versions, species scope, and source-specific parent identity records remain authoritative; no canonical role or evidence promotion is created by this row.
tulp2	TULP2;Tulp2	human;mouse	AnimalTFDB3	AnimalTFDB3_git_snapshot	AnimalTFDB3	manual_identity_review	2	0	0		identity_review_unclassified	single_source_or_profile_identity	Candidate requires identity, domain, and functional-role review before routing.	role_triage_staging	identity_and_role_review	not_ready_pending_identity_and_pair_review	identity_catalog_only_or_unverified	60	This is a role-triage overlay. Source registries, source versions, species scope, and source-specific parent identity records remain authoritative; no canonical role or evidence promotion is created by this row.
tulp3	TULP3;Tulp3	human;mouse	AnimalTFDB3	AnimalTFDB3_git_snapshot	AnimalTFDB3	manual_identity_review	2	0	0		identity_review_unclassified	single_source_or_profile_identity	Candidate requires identity, domain, and functional-role review before routing.	role_triage_staging	identity_and_role_review	not_ready_pending_identity_and_pair_review	identity_catalog_only_or_unverified	60	This is a role-triage overlay. Source registries, source versions, species scope, and source-specific parent identity records remain authoritative; no canonical role or evidence promotion is created by this row.
tulp4	TULP4;Tulp4	human;mouse	AnimalTFDB3	AnimalTFDB3_git_snapshot	AnimalTFDB3	manual_identity_review	2	0	0		identity_review_unclassified	single_source_or_profile_identity	Candidate requires identity, domain, and functional-role review before routing.	role_triage_staging	identity_and_role_review	not_ready_pending_identity_and_pair_review	identity_catalog_only_or_unverified	60	This is a role-triage overlay. Source registries, source versions, species scope, and source-specific parent identity records remain authoritative; no canonical role or evidence promotion is created by this row.
ubtfl1	UBTFL1;Ubtfl1	human;mouse	AnimalTFDB3	AnimalTFDB3_git_snapshot	AnimalTFDB3	manual_identity_review	2	0	0		identity_review_unclassified	single_source_or_profile_identity	Candidate requires identity, domain, and functional-role review before routing.	role_triage_staging	identity_and_role_review	not_ready_pending_identity_and_pair_review	identity_catalog_only_or_unverified	60	This is a role-triage overlay. Source registries, source versions, species scope, and source-specific parent identity records remain authoritative; no canonical role or evidence promotion is created by this row.
zbed9	ZBED9	human	Lambert_HumanTFs	Lambert_v1.01	Lambert_HumanTFs	manual_identity_review	1	0	0		identity_review_unclassified	single_source_or_profile_identity	Candidate requires identity, domain, and functional-role review before routing.	role_triage_staging	identity_and_role_review	not_ready_pending_identity_and_pair_review	identity_catalog_only_or_unverified	60	This is a role-triage overlay. Source registries, source versions, species scope, and source-specific parent identity records remain authoritative; no canonical role or evidence promotion is created by this row.
zbtb9	ZBTB9	human	Lambert_HumanTFs	Lambert_v1.01	Lambert_HumanTFs	manual_identity_review	1	0	0		identity_review_unclassified	single_source_or_profile_identity	Candidate requires identity, domain, and functional-role review before routing.	role_triage_staging	identity_and_role_review	not_ready_pending_identity_and_pair_review	identity_catalog_only_or_unverified	60	This is a role-triage overlay. Source registries, source versions, species scope, and source-specific parent identity records remain authoritative; no canonical role or evidence promotion is created by this row.
zfp101	Zfp101	mouse	AnimalTFDB3	AnimalTFDB3_git_snapshot	AnimalTFDB3	manual_identity_review	1	0	0		identity_review_unclassified	single_source_or_profile_identity	Candidate requires identity, domain, and functional-role review before routing.	role_triage_staging	identity_and_role_review	not_ready_pending_identity_and_pair_review	identity_catalog_only_or_unverified	60	This is a role-triage overlay. Source registries, source versions, species scope, and source-specific parent identity records remain authoritative; no canonical role or evidence promotion is created by this row.
zfp105	Zfp105	mouse	AnimalTFDB3	AnimalTFDB3_git_snapshot	AnimalTFDB3	manual_identity_review	1	0	0		identity_review_unclassified	single_source_or_profile_identity	Candidate requires identity, domain, and functional-role review before routing.	role_triage_staging	identity_and_role_review	not_ready_pending_identity_and_pair_review	identity_catalog_only_or_unverified	60	This is a role-triage overlay. Source registries, source versions, species scope, and source-specific parent identity records remain authoritative; no canonical role or evidence promotion is created by this row.
zfp108	Zfp108	mouse	AnimalTFDB3	AnimalTFDB3_git_snapshot	AnimalTFDB3	manual_identity_review	1	0	0		identity_review_unclassified	single_source_or_profile_identity	Candidate requires identity, domain, and functional-role review before routing.	role_triage_staging	identity_and_role_review	not_ready_pending_identity_and_pair_review	identity_catalog_only_or_unverified	60	This is a role-triage overlay. Source registries, source versions, species scope, and source-specific parent identity records remain authoritative; no canonical role or evidence promotion is created by this row.
zfp109	Zfp109	mouse	AnimalTFDB3	AnimalTFDB3_git_snapshot	AnimalTFDB3	manual_identity_review	1	0	0		identity_review_unclassified	single_source_or_profile_identity	Candidate requires identity, domain, and functional-role review before routing.	role_triage_staging	identity_and_role_review	not_ready_pending_identity_and_pair_review	identity_catalog_only_or_unverified	60	This is a role-triage overlay. Source registries, source versions, species scope, and source-specific parent identity records remain authoritative; no canonical role or evidence promotion is created by this row.
zfp11	Zfp11	mouse	AnimalTFDB3	AnimalTFDB3_git_snapshot	AnimalTFDB3	manual_identity_review	1	0	0		identity_review_unclassified	single_source_or_profile_identity	Candidate requires identity, domain, and functional-role review before routing.	role_triage_staging	identity_and_role_review	not_ready_pending_identity_and_pair_review	identity_catalog_only_or_unverified	60	This is a role-triage overlay. Source registries, source versions, species scope, and source-specific parent identity records remain authoritative; no canonical role or evidence promotion is created by this row.
zfp110	Zfp110	mouse	AnimalTFDB3	AnimalTFDB3_git_snapshot	AnimalTFDB3	manual_identity_review	1	0	0		identity_review_unclassified	single_source_or_profile_identity	Candidate requires identity, domain, and functional-role review before routing.	role_triage_staging	identity_and_role_review	not_ready_pending_identity_and_pair_review	identity_catalog_only_or_unverified	60	This is a role-triage overlay. Source registries, source versions, species scope, and source-specific parent identity records remain authoritative; no canonical role or evidence promotion is created by this row.
zfp111	Zfp111	mouse	AnimalTFDB3	AnimalTFDB3_git_snapshot	AnimalTFDB3	manual_identity_review	1	0	0		identity_review_unclassified	single_source_or_profile_identity	Candidate requires identity, domain, and functional-role review before routing.	role_triage_staging	identity_and_role_review	not_ready_pending_identity_and_pair_review	identity_catalog_only_or_unverified	60	This is a role-triage overlay. Source registries, source versions, species scope, and source-specific parent identity records remain authoritative; no canonical role or evidence promotion is created by this row.
zfp112	Zfp112	mouse	AnimalTFDB3	AnimalTFDB3_git_snapshot	AnimalTFDB3	manual_identity_review	1	0	0		identity_review_unclassified	single_source_or_profile_identity	Candidate requires identity, domain, and functional-role review before routing.	role_triage_staging	identity_and_role_review	not_ready_pending_identity_and_pair_review	identity_catalog_only_or_unverified	60	This is a role-triage overlay. Source registries, source versions, species scope, and source-specific parent identity records remain authoritative; no canonical role or evidence promotion is created by this row.
zfp113	Zfp113	mouse	AnimalTFDB3	AnimalTFDB3_git_snapshot	AnimalTFDB3	manual_identity_review	1	0	0		identity_review_unclassified	single_source_or_profile_identity	Candidate requires identity, domain, and functional-role review before routing.	role_triage_staging	identity_and_role_review	not_ready_pending_identity_and_pair_review	identity_catalog_only_or_unverified	60	This is a role-triage overlay. Source registries, source versions, species scope, and source-specific parent identity records remain authoritative; no canonical role or evidence promotion is created by this row.
zfp114	Zfp114	mouse	AnimalTFDB3	AnimalTFDB3_git_snapshot	AnimalTFDB3	manual_identity_review	1	0	0		identity_review_unclassified	single_source_or_profile_identity	Candidate requires identity, domain, and functional-role review before routing.	role_triage_staging	identity_and_role_review	not_ready_pending_identity_and_pair_review	identity_catalog_only_or_unverified	60	This is a role-triage overlay. Source registries, source versions, species scope, and source-specific parent identity records remain authoritative; no canonical role or evidence promotion is created by this row.
zfp119a	Zfp119a	mouse	AnimalTFDB3	AnimalTFDB3_git_snapshot	AnimalTFDB3	manual_identity_review	1	0	0		identity_review_unclassified	single_source_or_profile_identity	Candidate requires identity, domain, and functional-role review before routing.	role_triage_staging	identity_and_role_review	not_ready_pending_identity_and_pair_review	identity_catalog_only_or_unverified	60	This is a role-triage overlay. Source registries, source versions, species scope, and source-specific parent identity records remain authoritative; no canonical role or evidence promotion is created by this row.
zfp119b	Zfp119b	mouse	AnimalTFDB3	AnimalTFDB3_git_snapshot	AnimalTFDB3	manual_identity_review	1	0	0		identity_review_unclassified	single_source_or_profile_identity	Candidate requires identity, domain, and functional-role review before routing.	role_triage_staging	identity_and_role_review	not_ready_pending_identity_and_pair_review	identity_catalog_only_or_unverified	60	This is a role-triage overlay. Source registries, source versions, species scope, and source-specific parent identity records remain authoritative; no canonical role or evidence promotion is created by this row.
zfp12	Zfp12	mouse	AnimalTFDB3	AnimalTFDB3_git_snapshot	AnimalTFDB3	manual_identity_review	1	0	0		identity_review_unclassified	single_source_or_profile_identity	Candidate requires identity, domain, and functional-role review before routing.	role_triage_staging	identity_and_role_review	not_ready_pending_identity_and_pair_review	identity_catalog_only_or_unverified	60	This is a role-triage overlay. Source registries, source versions, species scope, and source-specific parent identity records remain authoritative; no canonical role or evidence promotion is created by this row.
zfp120	Zfp120	mouse	AnimalTFDB3	AnimalTFDB3_git_snapshot	AnimalTFDB3	manual_identity_review	1	0	0		identity_review_unclassified	single_source_or_profile_identity	Candidate requires identity, domain, and functional-role review before routing.	role_triage_staging	identity_and_role_review	not_ready_pending_identity_and_pair_review	identity_catalog_only_or_unverified	60	This is a role-triage overlay. Source registries, source versions, species scope, and source-specific parent identity records remain authoritative; no canonical role or evidence promotion is created by this row.
zfp128	Zfp128	mouse	AnimalTFDB3	AnimalTFDB3_git_snapshot	AnimalTFDB3	manual_identity_review	1	0	0		identity_review_unclassified	single_source_or_profile_identity	Candidate requires identity, domain, and functional-role review before routing.	role_triage_staging	identity_and_role_review	not_ready_pending_identity_and_pair_review	identity_catalog_only_or_unverified	60	This is a role-triage overlay. Source registries, source versions, species scope, and source-specific parent identity records remain authoritative; no canonical role or evidence promotion is created by this row.
zfp131	Zfp131	mouse	AnimalTFDB3	AnimalTFDB3_git_snapshot	AnimalTFDB3	manual_identity_review	1	0	0		identity_review_unclassified	single_source_or_profile_identity	Candidate requires identity, domain, and functional-role review before routing.	role_triage_staging	identity_and_role_review	not_ready_pending_identity_and_pair_review	identity_catalog_only_or_unverified	60	This is a role-triage overlay. Source registries, source versions, species scope, and source-specific parent identity records remain authoritative; no canonical role or evidence promotion is created by this row.
zfp141	Zfp141	mouse	AnimalTFDB3	AnimalTFDB3_git_snapshot	AnimalTFDB3	manual_identity_review	1	0	0		identity_review_unclassified	single_source_or_profile_identity	Candidate requires identity, domain, and functional-role review before routing.	role_triage_staging	identity_and_role_review	not_ready_pending_identity_and_pair_review	identity_catalog_only_or_unverified	60	This is a role-triage overlay. Source registries, source versions, species scope, and source-specific parent identity records remain authoritative; no canonical role or evidence promotion is created by this row.
zfp142	Zfp142	mouse	AnimalTFDB3	AnimalTFDB3_git_snapshot	AnimalTFDB3	manual_identity_review	1	0	0		identity_review_unclassified	single_source_or_profile_identity	Candidate requires identity, domain, and functional-role review before routing.	role_triage_staging	identity_and_role_review	not_ready_pending_identity_and_pair_review	identity_catalog_only_or_unverified	60	This is a role-triage overlay. Source registries, source versions, species scope, and source-specific parent identity records remain authoritative; no canonical role or evidence promotion is created by this row.
zfp146	Zfp146	mouse	AnimalTFDB3	AnimalTFDB3_git_snapshot	AnimalTFDB3	manual_identity_review	1	0	0		identity_review_unclassified	single_source_or_profile_identity	Candidate requires identity, domain, and functional-role review before routing.	role_triage_staging	identity_and_role_review	not_ready_pending_identity_and_pair_review	identity_catalog_only_or_unverified	60	This is a role-triage overlay. Source registries, source versions, species scope, and source-specific parent identity records remain authoritative; no canonical role or evidence promotion is created by this row.
zfp157	Zfp157	mouse	AnimalTFDB3	AnimalTFDB3_git_snapshot	AnimalTFDB3	manual_identity_review	1	0	0		identity_review_unclassified	single_source_or_profile_identity	Candidate requires identity, domain, and functional-role review before routing.	role_triage_staging	identity_and_role_review	not_ready_pending_identity_and_pair_review	identity_catalog_only_or_unverified	60	This is a role-triage overlay. Source registries, source versions, species scope, and source-specific parent identity records remain authoritative; no canonical role or evidence promotion is created by this row.
zfp160	Zfp160	mouse	AnimalTFDB3	AnimalTFDB3_git_snapshot	AnimalTFDB3	manual_identity_review	1	0	0		identity_review_unclassified	single_source_or_profile_identity	Candidate requires identity, domain, and functional-role review before routing.	role_triage_staging	identity_and_role_review	not_ready_pending_identity_and_pair_review	identity_catalog_only_or_unverified	60	This is a role-triage overlay. Source registries, source versions, species scope, and source-specific parent identity records remain authoritative; no canonical role or evidence promotion is created by this row.
zfp169	Zfp169	mouse	AnimalTFDB3	AnimalTFDB3_git_snapshot	AnimalTFDB3	manual_identity_review	1	0	0		identity_review_unclassified	single_source_or_profile_identity	Candidate requires identity, domain, and functional-role review before routing.	role_triage_staging	identity_and_role_review	not_ready_pending_identity_and_pair_review	identity_catalog_only_or_unverified	60	This is a role-triage overlay. Source registries, source versions, species scope, and source-specific parent identity records remain authoritative; no canonical role or evidence promotion is created by this row.
