regulator_key	display_symbols	species_scopes	source_registries	source_versions	identity_catalogs	triage_bucket	identity_source_count	catalog_profile_count	tflink_target_count	matched_role_signals	role_category	classification_confidence	classification_status	module_route	module22b_eligibility	evidence_readiness	provenance_note
sap130	SAP130;Sap130	human;mouse	TFLink	TFLink_v1.0_snapshot		prioritize_target_evidence_search	2	0	15017	SAP130:transcriptional_coregulator_or_complex	transcriptional_coregulator_or_complex	high_signal_screen	staged_noncanonical_regulator_candidate	separate_noncanonical_regulator_queue	not_strict_tf_pending_role_and_pair_review	aggregated_target_lead_only	Candidate selected by the conservative family/symbol screen; source registries, source versions, species scope, and parent raw identity records remain authoritative. This row is a role-review candidate, not a biological assertion or evidence promotion.
sap30	SAP30;Sap30	human;mouse	TFLink	TFLink_v1.0_snapshot		prioritize_target_evidence_search	2	0	12700	SAP30:transcriptional_coregulator_or_complex	transcriptional_coregulator_or_complex	high_signal_screen	staged_noncanonical_regulator_candidate	separate_noncanonical_regulator_queue	not_strict_tf_pending_role_and_pair_review	aggregated_target_lead_only	Candidate selected by the conservative family/symbol screen; source registries, source versions, species scope, and parent raw identity records remain authoritative. This row is a role-review candidate, not a biological assertion or evidence promotion.
ss18	SS18	human	TFLink	TFLink_v1.0_snapshot		prioritize_target_evidence_search	1	0	13077	SS18:transcriptional_coregulator_or_complex	transcriptional_coregulator_or_complex	high_signal_screen	staged_noncanonical_regulator_candidate	separate_noncanonical_regulator_queue	not_strict_tf_pending_role_and_pair_review	aggregated_target_lead_only	Candidate selected by the conservative family/symbol screen; source registries, source versions, species scope, and parent raw identity records remain authoritative. This row is a role-review candidate, not a biological assertion or evidence promotion.
tbl1xr1	TBL1XR1	human	TFLink	TFLink_v1.0_snapshot		prioritize_target_evidence_search	1	0	10045	TBL1XR1:transcriptional_coregulator_or_complex	transcriptional_coregulator_or_complex	high_signal_screen	staged_noncanonical_regulator_candidate	separate_noncanonical_regulator_queue	not_strict_tf_pending_role_and_pair_review	aggregated_target_lead_only	Candidate selected by the conservative family/symbol screen; source registries, source versions, species scope, and parent raw identity records remain authoritative. This row is a role-review candidate, not a biological assertion or evidence promotion.
tle5	TLE5;Tle5	human;mouse	TFLink	TFLink_v1.0_snapshot		prioritize_target_evidence_search	2	0	4	TLE5:transcriptional_coregulator_or_complex	transcriptional_coregulator_or_complex	high_signal_screen	staged_noncanonical_regulator_candidate	separate_noncanonical_regulator_queue	not_strict_tf_pending_role_and_pair_review	aggregated_target_lead_only	Candidate selected by the conservative family/symbol screen; source registries, source versions, species scope, and parent raw identity records remain authoritative. This row is a role-review candidate, not a biological assertion or evidence promotion.
yap1	YAP1;Yap1	human;mouse	TFLink	TFLink_v1.0_snapshot		prioritize_target_evidence_search	2	0	18760	YAP1:transcriptional_coregulator_or_complex	transcriptional_coregulator_or_complex	high_signal_screen	staged_noncanonical_regulator_candidate	separate_noncanonical_regulator_queue	not_strict_tf_pending_role_and_pair_review	aggregated_target_lead_only	Candidate selected by the conservative family/symbol screen; source registries, source versions, species scope, and parent raw identity records remain authoritative. This row is a role-review candidate, not a biological assertion or evidence promotion.
zmiz1	ZMIZ1;Zmiz1	human;mouse	AnimalTFDB3;TFLink	AnimalTFDB3_git_snapshot;TFLink_v1.0_snapshot	AnimalTFDB3	prioritize_target_evidence_search	4	0	11900	ZMIZ1:transcriptional_coregulator_or_complex	transcriptional_coregulator_or_complex	high_signal_screen	staged_noncanonical_regulator_candidate	separate_noncanonical_regulator_queue	not_strict_tf_pending_role_and_pair_review	identity_plus_aggregated_target_lead	Candidate selected by the conservative family/symbol screen; source registries, source versions, species scope, and parent raw identity records remain authoritative. This row is a role-review candidate, not a biological assertion or evidence promotion.
zmym2	ZMYM2	human	TFLink	TFLink_v1.0_snapshot		prioritize_target_evidence_search	1	0	117	ZMYM2:transcriptional_coregulator_or_complex	transcriptional_coregulator_or_complex	high_signal_screen	staged_noncanonical_regulator_candidate	separate_noncanonical_regulator_queue	not_strict_tf_pending_role_and_pair_review	aggregated_target_lead_only	Candidate selected by the conservative family/symbol screen; source registries, source versions, species scope, and parent raw identity records remain authoritative. This row is a role-review candidate, not a biological assertion or evidence promotion.
zmym3	ZMYM3	human	TFLink	TFLink_v1.0_snapshot		prioritize_target_evidence_search	1	0	2804	ZMYM3:transcriptional_coregulator_or_complex	transcriptional_coregulator_or_complex	high_signal_screen	staged_noncanonical_regulator_candidate	separate_noncanonical_regulator_queue	not_strict_tf_pending_role_and_pair_review	aggregated_target_lead_only	Candidate selected by the conservative family/symbol screen; source registries, source versions, species scope, and parent raw identity records remain authoritative. This row is a role-review candidate, not a biological assertion or evidence promotion.
znf532	ZNF532	human	AnimalTFDB3;Lambert_HumanTFs;TFLink	AnimalTFDB3_git_snapshot;Lambert_v1.01;TFLink_v1.0_snapshot	AnimalTFDB3;Lambert_HumanTFs	promote_identity_staging	3	0	57	ZNF532:transcriptional_coregulator_or_complex	transcriptional_coregulator_or_complex	provisional_screen	staged_noncanonical_regulator_candidate	separate_noncanonical_regulator_queue	not_strict_tf_pending_role_and_pair_review	identity_plus_aggregated_target_lead	Candidate selected by the conservative family/symbol screen; source registries, source versions, species scope, and parent raw identity records remain authoritative. This row is a role-review candidate, not a biological assertion or evidence promotion.
znf592	ZNF592	human	AnimalTFDB3;Lambert_HumanTFs;TFLink	AnimalTFDB3_git_snapshot;Lambert_v1.01;TFLink_v1.0_snapshot	AnimalTFDB3;Lambert_HumanTFs	promote_identity_staging	3	0	1640	ZNF592:transcriptional_coregulator_or_complex	transcriptional_coregulator_or_complex	provisional_screen	staged_noncanonical_regulator_candidate	separate_noncanonical_regulator_queue	not_strict_tf_pending_role_and_pair_review	identity_plus_aggregated_target_lead	Candidate selected by the conservative family/symbol screen; source registries, source versions, species scope, and parent raw identity records remain authoritative. This row is a role-review candidate, not a biological assertion or evidence promotion.
znf687	ZNF687	human	AnimalTFDB3;Lambert_HumanTFs;TFLink	AnimalTFDB3_git_snapshot;Lambert_v1.01;TFLink_v1.0_snapshot	AnimalTFDB3;Lambert_HumanTFs	promote_identity_staging	3	0	3933	ZNF687:transcriptional_coregulator_or_complex	transcriptional_coregulator_or_complex	provisional_screen	staged_noncanonical_regulator_candidate	separate_noncanonical_regulator_queue	not_strict_tf_pending_role_and_pair_review	identity_plus_aggregated_target_lead	Candidate selected by the conservative family/symbol screen; source registries, source versions, species scope, and parent raw identity records remain authoritative. This row is a role-review candidate, not a biological assertion or evidence promotion.
znf827	ZNF827	human;vertebrates	AnimalTFDB3;JASPAR_CORE;Lambert_HumanTFs	AnimalTFDB3_git_snapshot;JASPAR2026_CORE_vertebrates_nonredundant;Lambert_v1.01	AnimalTFDB3;JASPAR_CORE;Lambert_HumanTFs	promote_identity_staging	3	1	0	ZNF827:transcriptional_coregulator_or_complex	transcriptional_coregulator_or_complex	provisional_screen	staged_noncanonical_regulator_candidate	separate_noncanonical_regulator_queue	not_strict_tf_pending_role_and_pair_review	identity_plus_profile_only	Candidate selected by the conservative family/symbol screen; source registries, source versions, species scope, and parent raw identity records remain authoritative. This row is a role-review candidate, not a biological assertion or evidence promotion.
paf1	PAF1	human	TFLink	TFLink_v1.0_snapshot		prioritize_target_evidence_search	1	0	62	PAF1:transcriptional_coregulator_or_complex;PAF1:transcriptional_modifier_or_elongation_factor	transcriptional_coregulator_or_complex;transcriptional_modifier_or_elongation_factor	high_signal_screen	staged_noncanonical_regulator_candidate	separate_noncanonical_regulator_queue	not_strict_tf_pending_role_and_pair_review	aggregated_target_lead_only	Candidate selected by the conservative family/symbol screen; source registries, source versions, species scope, and parent raw identity records remain authoritative. This row is a role-review candidate, not a biological assertion or evidence promotion.
supt5h	SUPT5H;Supt5h	human;mouse	TFLink	TFLink_v1.0_snapshot		prioritize_target_evidence_search	2	0	20185	SUPT5H:transcriptional_coregulator_or_complex;SUPT5H:transcriptional_modifier_or_elongation_factor	transcriptional_coregulator_or_complex;transcriptional_modifier_or_elongation_factor	high_signal_screen	staged_noncanonical_regulator_candidate	separate_noncanonical_regulator_queue	not_strict_tf_pending_role_and_pair_review	aggregated_target_lead_only	Candidate selected by the conservative family/symbol screen; source registries, source versions, species scope, and parent raw identity records remain authoritative. This row is a role-review candidate, not a biological assertion or evidence promotion.
ccnt2	CCNT2	human	TFLink	TFLink_v1.0_snapshot		prioritize_target_evidence_search	1	0	8362	CCNT2:transcriptional_modifier_or_elongation_factor	transcriptional_modifier_or_elongation_factor	high_signal_screen	staged_noncanonical_regulator_candidate	separate_noncanonical_regulator_queue	not_strict_tf_pending_role_and_pair_review	aggregated_target_lead_only	Candidate selected by the conservative family/symbol screen; source registries, source versions, species scope, and parent raw identity records remain authoritative. This row is a role-review candidate, not a biological assertion or evidence promotion.
cdk12	CDK12	human	TFLink	TFLink_v1.0_snapshot		prioritize_target_evidence_search	1	0	6157	CDK12:transcriptional_modifier_or_elongation_factor	transcriptional_modifier_or_elongation_factor	high_signal_screen	staged_noncanonical_regulator_candidate	separate_noncanonical_regulator_queue	not_strict_tf_pending_role_and_pair_review	aggregated_target_lead_only	Candidate selected by the conservative family/symbol screen; source registries, source versions, species scope, and parent raw identity records remain authoritative. This row is a role-review candidate, not a biological assertion or evidence promotion.
cdk7	CDK7;Cdk7	human;mouse	TFLink	TFLink_v1.0_snapshot		prioritize_target_evidence_search	2	0	18826	CDK7:transcriptional_modifier_or_elongation_factor	transcriptional_modifier_or_elongation_factor	high_signal_screen	staged_noncanonical_regulator_candidate	separate_noncanonical_regulator_queue	not_strict_tf_pending_role_and_pair_review	aggregated_target_lead_only	Candidate selected by the conservative family/symbol screen; source registries, source versions, species scope, and parent raw identity records remain authoritative. This row is a role-review candidate, not a biological assertion or evidence promotion.
cdk8	CDK8;Cdk8	human;mouse	TFLink	TFLink_v1.0_snapshot		prioritize_target_evidence_search	2	0	21348	CDK8:transcriptional_modifier_or_elongation_factor	transcriptional_modifier_or_elongation_factor	high_signal_screen	staged_noncanonical_regulator_candidate	separate_noncanonical_regulator_queue	not_strict_tf_pending_role_and_pair_review	aggregated_target_lead_only	Candidate selected by the conservative family/symbol screen; source registries, source versions, species scope, and parent raw identity records remain authoritative. This row is a role-review candidate, not a biological assertion or evidence promotion.
cdk9	CDK9;Cdk9	human;mouse	TFLink	TFLink_v1.0_snapshot		prioritize_target_evidence_search	2	0	23731	CDK9:transcriptional_modifier_or_elongation_factor	transcriptional_modifier_or_elongation_factor	high_signal_screen	staged_noncanonical_regulator_candidate	separate_noncanonical_regulator_queue	not_strict_tf_pending_role_and_pair_review	aggregated_target_lead_only	Candidate selected by the conservative family/symbol screen; source registries, source versions, species scope, and parent raw identity records remain authoritative. This row is a role-review candidate, not a biological assertion or evidence promotion.
ints11	INTS11	human	TFLink	TFLink_v1.0_snapshot		prioritize_target_evidence_search	1	0	15737	INTS11:transcriptional_modifier_or_elongation_factor	transcriptional_modifier_or_elongation_factor	high_signal_screen	staged_noncanonical_regulator_candidate	separate_noncanonical_regulator_queue	not_strict_tf_pending_role_and_pair_review	aggregated_target_lead_only	Candidate selected by the conservative family/symbol screen; source registries, source versions, species scope, and parent raw identity records remain authoritative. This row is a role-review candidate, not a biological assertion or evidence promotion.
ints12	INTS12	human	TFLink	TFLink_v1.0_snapshot		prioritize_target_evidence_search	1	0	8557	INTS12:transcriptional_modifier_or_elongation_factor	transcriptional_modifier_or_elongation_factor	high_signal_screen	staged_noncanonical_regulator_candidate	separate_noncanonical_regulator_queue	not_strict_tf_pending_role_and_pair_review	aggregated_target_lead_only	Candidate selected by the conservative family/symbol screen; source registries, source versions, species scope, and parent raw identity records remain authoritative. This row is a role-review candidate, not a biological assertion or evidence promotion.
ints13	INTS13	human	TFLink	TFLink_v1.0_snapshot		prioritize_target_evidence_search	1	0	11316	INTS13:transcriptional_modifier_or_elongation_factor	transcriptional_modifier_or_elongation_factor	high_signal_screen	staged_noncanonical_regulator_candidate	separate_noncanonical_regulator_queue	not_strict_tf_pending_role_and_pair_review	aggregated_target_lead_only	Candidate selected by the conservative family/symbol screen; source registries, source versions, species scope, and parent raw identity records remain authoritative. This row is a role-review candidate, not a biological assertion or evidence promotion.
larp7	LARP7	human	TFLink	TFLink_v1.0_snapshot		prioritize_target_evidence_search	1	0	6982	LARP7:transcriptional_modifier_or_elongation_factor	transcriptional_modifier_or_elongation_factor	high_signal_screen	staged_noncanonical_regulator_candidate	separate_noncanonical_regulator_queue	not_strict_tf_pending_role_and_pair_review	aggregated_target_lead_only	Candidate selected by the conservative family/symbol screen; source registries, source versions, species scope, and parent raw identity records remain authoritative. This row is a role-review candidate, not a biological assertion or evidence promotion.
mllt1	MLLT1	human	TFLink	TFLink_v1.0_snapshot		prioritize_target_evidence_search	1	0	10421	MLLT1:transcriptional_modifier_or_elongation_factor	transcriptional_modifier_or_elongation_factor	high_signal_screen	staged_noncanonical_regulator_candidate	separate_noncanonical_regulator_queue	not_strict_tf_pending_role_and_pair_review	aggregated_target_lead_only	Candidate selected by the conservative family/symbol screen; source registries, source versions, species scope, and parent raw identity records remain authoritative. This row is a role-review candidate, not a biological assertion or evidence promotion.
nelfa	NELFA;Nelfa	human;mouse	TFLink	TFLink_v1.0_snapshot		prioritize_target_evidence_search	2	0	24323	NELFA:transcriptional_modifier_or_elongation_factor	transcriptional_modifier_or_elongation_factor	high_signal_screen	staged_noncanonical_regulator_candidate	separate_noncanonical_regulator_queue	not_strict_tf_pending_role_and_pair_review	aggregated_target_lead_only	Candidate selected by the conservative family/symbol screen; source registries, source versions, species scope, and parent raw identity records remain authoritative. This row is a role-review candidate, not a biological assertion or evidence promotion.
nelfe	NELFE;Nelfe	human;mouse	TFLink	TFLink_v1.0_snapshot		prioritize_target_evidence_search	2	0	23838	NELFE:transcriptional_modifier_or_elongation_factor	transcriptional_modifier_or_elongation_factor	high_signal_screen	staged_noncanonical_regulator_candidate	separate_noncanonical_regulator_queue	not_strict_tf_pending_role_and_pair_review	aggregated_target_lead_only	Candidate selected by the conservative family/symbol screen; source registries, source versions, species scope, and parent raw identity records remain authoritative. This row is a role-review candidate, not a biological assertion or evidence promotion.
pcf11	PCF11	human	TFLink	TFLink_v1.0_snapshot		prioritize_target_evidence_search	1	0	5733	PCF11:transcriptional_modifier_or_elongation_factor	transcriptional_modifier_or_elongation_factor	high_signal_screen	staged_noncanonical_regulator_candidate	separate_noncanonical_regulator_queue	not_strict_tf_pending_role_and_pair_review	aggregated_target_lead_only	Candidate selected by the conservative family/symbol screen; source registries, source versions, species scope, and parent raw identity records remain authoritative. This row is a role-review candidate, not a biological assertion or evidence promotion.
ssu72	SSU72	human	TFLink	TFLink_v1.0_snapshot		prioritize_target_evidence_search	1	0	6393	SSU72:transcriptional_modifier_or_elongation_factor	transcriptional_modifier_or_elongation_factor	high_signal_screen	staged_noncanonical_regulator_candidate	separate_noncanonical_regulator_queue	not_strict_tf_pending_role_and_pair_review	aggregated_target_lead_only	Candidate selected by the conservative family/symbol screen; source registries, source versions, species scope, and parent raw identity records remain authoritative. This row is a role-review candidate, not a biological assertion or evidence promotion.
supt6h	Supt6h	mouse	TFLink	TFLink_v1.0_snapshot		prioritize_target_evidence_search	1	0	1901	SUPT6H:transcriptional_modifier_or_elongation_factor	transcriptional_modifier_or_elongation_factor	high_signal_screen	staged_noncanonical_regulator_candidate	separate_noncanonical_regulator_queue	not_strict_tf_pending_role_and_pair_review	aggregated_target_lead_only	Candidate selected by the conservative family/symbol screen; source registries, source versions, species scope, and parent raw identity records remain authoritative. This row is a role-review candidate, not a biological assertion or evidence promotion.
taf10	Taf10	mouse	TFLink	TFLink_v1.0_snapshot		prioritize_target_evidence_search	1	0	755	TAF10:transcriptional_modifier_or_elongation_factor	transcriptional_modifier_or_elongation_factor	high_signal_screen	staged_noncanonical_regulator_candidate	separate_noncanonical_regulator_queue	not_strict_tf_pending_role_and_pair_review	aggregated_target_lead_only	Candidate selected by the conservative family/symbol screen; source registries, source versions, species scope, and parent raw identity records remain authoritative. This row is a role-review candidate, not a biological assertion or evidence promotion.
taf15	TAF15	human	TFLink	TFLink_v1.0_snapshot		prioritize_target_evidence_search	1	0	6728	TAF15:transcriptional_modifier_or_elongation_factor	transcriptional_modifier_or_elongation_factor	high_signal_screen	staged_noncanonical_regulator_candidate	separate_noncanonical_regulator_queue	not_strict_tf_pending_role_and_pair_review	aggregated_target_lead_only	Candidate selected by the conservative family/symbol screen; source registries, source versions, species scope, and parent raw identity records remain authoritative. This row is a role-review candidate, not a biological assertion or evidence promotion.
taf2	TAF2;Taf2	human;mouse	TFLink	TFLink_v1.0_snapshot		prioritize_target_evidence_search	2	0	8450	TAF2:transcriptional_modifier_or_elongation_factor	transcriptional_modifier_or_elongation_factor	high_signal_screen	staged_noncanonical_regulator_candidate	separate_noncanonical_regulator_queue	not_strict_tf_pending_role_and_pair_review	aggregated_target_lead_only	Candidate selected by the conservative family/symbol screen; source registries, source versions, species scope, and parent raw identity records remain authoritative. This row is a role-review candidate, not a biological assertion or evidence promotion.
taf3	TAF3	human	TFLink	TFLink_v1.0_snapshot		prioritize_target_evidence_search	1	0	10579	TAF3:transcriptional_modifier_or_elongation_factor	transcriptional_modifier_or_elongation_factor	high_signal_screen	staged_noncanonical_regulator_candidate	separate_noncanonical_regulator_queue	not_strict_tf_pending_role_and_pair_review	aggregated_target_lead_only	Candidate selected by the conservative family/symbol screen; source registries, source versions, species scope, and parent raw identity records remain authoritative. This row is a role-review candidate, not a biological assertion or evidence promotion.
taf7	TAF7	human	TFLink	TFLink_v1.0_snapshot		prioritize_target_evidence_search	1	0	7196	TAF7:transcriptional_modifier_or_elongation_factor	transcriptional_modifier_or_elongation_factor	high_signal_screen	staged_noncanonical_regulator_candidate	separate_noncanonical_regulator_queue	not_strict_tf_pending_role_and_pair_review	aggregated_target_lead_only	Candidate selected by the conservative family/symbol screen; source registries, source versions, species scope, and parent raw identity records remain authoritative. This row is a role-review candidate, not a biological assertion or evidence promotion.
