supplement_id	candidate_unit_id	review_batch	disposition	edge_id	normalized_ligand_key	normalized_receptor_key	supporting_primary_locators	evidence_layer	species_support	evidence_summary	limitations	integration_status
PUBLIC-LR-SUPP:001511	LR:IL33>IL1RL1	batch_161	already_present_exact_or_alias	M21B-E000737	IL33	IL1RL1	DOI:10.1073/pnas.1308651110; PMCID:PMC2766095; PMCID:PMC3773798; PMID:17623648; PMID:17675517; PMID:19836339; PMID:23980170	ligand_receptor_or_direct_molecular;ligand_receptor_binding_or_activation;receptor_proximal_or_pathway;downstream_or_functional	mouse; both; human	The public IL33-IL1RL1 row is already represented by graph edge(s) M20B-E003975;M21B-E000187;M21B-E000717;M21B-E000737. The existing edge-source records provide primary-supported IL25-IL17RA:IL17RB assembly/activation, IL27-IL27RA:gp130 binding, assembly and activation, IL2 receptor-chain binding and quaternary assembly, IL31-OSMR recruitment, IL33-ST2/IL1RAP binding and assembly plus soluble-ST2 decoy binding, and IL36A-IL1RL2:IL1RAP binding, assembly and activation at the stated molecular resolution.	Do not add duplicate edges or collapse IL17RA:IL17RB, IL27RA:gp130, IL2RA:IL2RB:IL2RG, IL2RB:IL2RG, IL1RL1:IL1RAP, or IL1RL2:IL1RAP complexes into autonomous single-chain receptors. Preserve soluble ST2 decoy versus membrane ST2 signaling context, shared-subunit topology, receptor assembly versus activation, species and assay limits, and the distinction between binding, receptor-proximal signaling and functional output; these edges do not assert a universal intracellular cascade or terminal TF route.	attached_to_existing_graph_edge
PUBLIC-LR-SUPP:001512	LR:IL36A>IL1RAP	batch_161	already_present_exact_or_alias	M21B-E001738	IL36A	IL1RAP	DOI:10.1074/jbc.M117.805622; PMID:29180446	ligand_receptor_binding_or_activation;receptor_proximal_or_pathway;downstream_or_functional;ligand_receptor_or_direct_molecular	human	The public IL36A-IL1RAP row is already represented by graph edge(s) M21B-E001738;M21B-E001758;M24B-E000093. The existing edge-source records provide primary-supported IL25-IL17RA:IL17RB assembly/activation, IL27-IL27RA:gp130 binding, assembly and activation, IL2 receptor-chain binding and quaternary assembly, IL31-OSMR recruitment, IL33-ST2/IL1RAP binding and assembly plus soluble-ST2 decoy binding, and IL36A-IL1RL2:IL1RAP binding, assembly and activation at the stated molecular resolution.	Do not add duplicate edges or collapse IL17RA:IL17RB, IL27RA:gp130, IL2RA:IL2RB:IL2RG, IL2RB:IL2RG, IL1RL1:IL1RAP, or IL1RL2:IL1RAP complexes into autonomous single-chain receptors. Preserve soluble ST2 decoy versus membrane ST2 signaling context, shared-subunit topology, receptor assembly versus activation, species and assay limits, and the distinction between binding, receptor-proximal signaling and functional output; these edges do not assert a universal intracellular cascade or terminal TF route.	attached_to_existing_graph_edge
PUBLIC-LR-SUPP:001513	LR:IL36A>IL1RAP	batch_161	already_present_exact_or_alias	M21B-E001758	IL36A	IL1RAP	DOI:10.1074/jbc.M117.805622; PMID:29180446	ligand_receptor_binding_or_activation;receptor_proximal_or_pathway;downstream_or_functional;ligand_receptor_or_direct_molecular	human	The public IL36A-IL1RAP row is already represented by graph edge(s) M21B-E001738;M21B-E001758;M24B-E000093. The existing edge-source records provide primary-supported IL25-IL17RA:IL17RB assembly/activation, IL27-IL27RA:gp130 binding, assembly and activation, IL2 receptor-chain binding and quaternary assembly, IL31-OSMR recruitment, IL33-ST2/IL1RAP binding and assembly plus soluble-ST2 decoy binding, and IL36A-IL1RL2:IL1RAP binding, assembly and activation at the stated molecular resolution.	Do not add duplicate edges or collapse IL17RA:IL17RB, IL27RA:gp130, IL2RA:IL2RB:IL2RG, IL2RB:IL2RG, IL1RL1:IL1RAP, or IL1RL2:IL1RAP complexes into autonomous single-chain receptors. Preserve soluble ST2 decoy versus membrane ST2 signaling context, shared-subunit topology, receptor assembly versus activation, species and assay limits, and the distinction between binding, receptor-proximal signaling and functional output; these edges do not assert a universal intracellular cascade or terminal TF route.	attached_to_existing_graph_edge
PUBLIC-LR-SUPP:001514	LR:IL36A>IL1RAP	batch_161	already_present_exact_or_alias	M24B-E000093	IL36A	IL1RAP	DOI:10.1074/jbc.M117.805622; PMID:29180446	ligand_receptor_binding_or_activation;receptor_proximal_or_pathway;downstream_or_functional;ligand_receptor_or_direct_molecular	human	The public IL36A-IL1RAP row is already represented by graph edge(s) M21B-E001738;M21B-E001758;M24B-E000093. The existing edge-source records provide primary-supported IL25-IL17RA:IL17RB assembly/activation, IL27-IL27RA:gp130 binding, assembly and activation, IL2 receptor-chain binding and quaternary assembly, IL31-OSMR recruitment, IL33-ST2/IL1RAP binding and assembly plus soluble-ST2 decoy binding, and IL36A-IL1RL2:IL1RAP binding, assembly and activation at the stated molecular resolution.	Do not add duplicate edges or collapse IL17RA:IL17RB, IL27RA:gp130, IL2RA:IL2RB:IL2RG, IL2RB:IL2RG, IL1RL1:IL1RAP, or IL1RL2:IL1RAP complexes into autonomous single-chain receptors. Preserve soluble ST2 decoy versus membrane ST2 signaling context, shared-subunit topology, receptor assembly versus activation, species and assay limits, and the distinction between binding, receptor-proximal signaling and functional output; these edges do not assert a universal intracellular cascade or terminal TF route.	attached_to_existing_graph_edge
PUBLIC-LR-SUPP:001515	LR:IL36A>IL1RL2	batch_161	already_present_exact_or_alias	M21B-E000718	IL36A	IL1RL2	DOI:10.1074/jbc.M117.805622; DOI:10.1074/jbc.M117.805739; PMCID:PMC5767850; PMID:29180446	ligand_receptor_binding_or_activation;receptor_proximal_or_pathway;downstream_or_functional;ligand_receptor_or_direct_molecular	human	The public IL36A-IL1RL2 row is already represented by graph edge(s) M21B-E000718;M21B-E001738;M21B-E001758;M24B-E000093. The existing edge-source records provide primary-supported IL25-IL17RA:IL17RB assembly/activation, IL27-IL27RA:gp130 binding, assembly and activation, IL2 receptor-chain binding and quaternary assembly, IL31-OSMR recruitment, IL33-ST2/IL1RAP binding and assembly plus soluble-ST2 decoy binding, and IL36A-IL1RL2:IL1RAP binding, assembly and activation at the stated molecular resolution.	Do not add duplicate edges or collapse IL17RA:IL17RB, IL27RA:gp130, IL2RA:IL2RB:IL2RG, IL2RB:IL2RG, IL1RL1:IL1RAP, or IL1RL2:IL1RAP complexes into autonomous single-chain receptors. Preserve soluble ST2 decoy versus membrane ST2 signaling context, shared-subunit topology, receptor assembly versus activation, species and assay limits, and the distinction between binding, receptor-proximal signaling and functional output; these edges do not assert a universal intracellular cascade or terminal TF route.	attached_to_existing_graph_edge
PUBLIC-LR-SUPP:001516	LR:IL36A>IL1RL2	batch_161	already_present_exact_or_alias	M21B-E001738	IL36A	IL1RL2	DOI:10.1074/jbc.M117.805622; DOI:10.1074/jbc.M117.805739; PMCID:PMC5767850; PMID:29180446	ligand_receptor_binding_or_activation;receptor_proximal_or_pathway;downstream_or_functional;ligand_receptor_or_direct_molecular	human	The public IL36A-IL1RL2 row is already represented by graph edge(s) M21B-E000718;M21B-E001738;M21B-E001758;M24B-E000093. The existing edge-source records provide primary-supported IL25-IL17RA:IL17RB assembly/activation, IL27-IL27RA:gp130 binding, assembly and activation, IL2 receptor-chain binding and quaternary assembly, IL31-OSMR recruitment, IL33-ST2/IL1RAP binding and assembly plus soluble-ST2 decoy binding, and IL36A-IL1RL2:IL1RAP binding, assembly and activation at the stated molecular resolution.	Do not add duplicate edges or collapse IL17RA:IL17RB, IL27RA:gp130, IL2RA:IL2RB:IL2RG, IL2RB:IL2RG, IL1RL1:IL1RAP, or IL1RL2:IL1RAP complexes into autonomous single-chain receptors. Preserve soluble ST2 decoy versus membrane ST2 signaling context, shared-subunit topology, receptor assembly versus activation, species and assay limits, and the distinction between binding, receptor-proximal signaling and functional output; these edges do not assert a universal intracellular cascade or terminal TF route.	attached_to_existing_graph_edge
PUBLIC-LR-SUPP:001517	LR:IL36A>IL1RL2	batch_161	already_present_exact_or_alias	M21B-E001758	IL36A	IL1RL2	DOI:10.1074/jbc.M117.805622; DOI:10.1074/jbc.M117.805739; PMCID:PMC5767850; PMID:29180446	ligand_receptor_binding_or_activation;receptor_proximal_or_pathway;downstream_or_functional;ligand_receptor_or_direct_molecular	human	The public IL36A-IL1RL2 row is already represented by graph edge(s) M21B-E000718;M21B-E001738;M21B-E001758;M24B-E000093. The existing edge-source records provide primary-supported IL25-IL17RA:IL17RB assembly/activation, IL27-IL27RA:gp130 binding, assembly and activation, IL2 receptor-chain binding and quaternary assembly, IL31-OSMR recruitment, IL33-ST2/IL1RAP binding and assembly plus soluble-ST2 decoy binding, and IL36A-IL1RL2:IL1RAP binding, assembly and activation at the stated molecular resolution.	Do not add duplicate edges or collapse IL17RA:IL17RB, IL27RA:gp130, IL2RA:IL2RB:IL2RG, IL2RB:IL2RG, IL1RL1:IL1RAP, or IL1RL2:IL1RAP complexes into autonomous single-chain receptors. Preserve soluble ST2 decoy versus membrane ST2 signaling context, shared-subunit topology, receptor assembly versus activation, species and assay limits, and the distinction between binding, receptor-proximal signaling and functional output; these edges do not assert a universal intracellular cascade or terminal TF route.	attached_to_existing_graph_edge
PUBLIC-LR-SUPP:001518	LR:IL36A>IL1RL2	batch_161	already_present_exact_or_alias	M24B-E000093	IL36A	IL1RL2	DOI:10.1074/jbc.M117.805622; DOI:10.1074/jbc.M117.805739; PMCID:PMC5767850; PMID:29180446	ligand_receptor_binding_or_activation;receptor_proximal_or_pathway;downstream_or_functional;ligand_receptor_or_direct_molecular	human	The public IL36A-IL1RL2 row is already represented by graph edge(s) M21B-E000718;M21B-E001738;M21B-E001758;M24B-E000093. The existing edge-source records provide primary-supported IL25-IL17RA:IL17RB assembly/activation, IL27-IL27RA:gp130 binding, assembly and activation, IL2 receptor-chain binding and quaternary assembly, IL31-OSMR recruitment, IL33-ST2/IL1RAP binding and assembly plus soluble-ST2 decoy binding, and IL36A-IL1RL2:IL1RAP binding, assembly and activation at the stated molecular resolution.	Do not add duplicate edges or collapse IL17RA:IL17RB, IL27RA:gp130, IL2RA:IL2RB:IL2RG, IL2RB:IL2RG, IL1RL1:IL1RAP, or IL1RL2:IL1RAP complexes into autonomous single-chain receptors. Preserve soluble ST2 decoy versus membrane ST2 signaling context, shared-subunit topology, receptor assembly versus activation, species and assay limits, and the distinction between binding, receptor-proximal signaling and functional output; these edges do not assert a universal intracellular cascade or terminal TF route.	attached_to_existing_graph_edge
PUBLIC-LR-SUPP:001519	LR:IL36B>IL1RAP	batch_162	already_present_exact_or_alias	M21B-E003267	IL36B	IL1RAP	DOI:10.1074/jbc.M117.805622; PMCID:PMC3234937; PMID:21965679; PMID:29180446	ligand_receptor_binding_or_activation;ligand_receptor_or_direct_molecular	mouse; human	The public IL36B-IL1RAP row is already represented by graph edge(s) M21B-E003267;M24B-E000094. The existing edge-source records provide primary-supported IL36B/IL36G-IL1RL2:IL1RAP receptor complex assembly and binding, IL3-IL3RA:CSF2RB binding/activation, IL4-IL4RA:IL13RA1 and IL4-IL4RA:IL2RG receptor assembly/activation, and IL5-IL5RA:CSF2RB binding/activation at the stated molecular resolution.	Do not add duplicate edges or collapse IL1RL2:IL1RAP, IL3RA:CSF2RB, IL4RA:IL13RA1, IL4RA:IL2RG, or IL5RA:CSF2RB complexes into autonomous single-chain receptors. Preserve IL-36R agonist and receptor-complex context, common-beta and common-gamma subunit topology, receptor assembly versus activation, species and assay limits, and the distinction between binding, receptor-proximal signaling and functional output; these edges do not assert a universal intracellular cascade or terminal TF route.	attached_to_existing_graph_edge
PUBLIC-LR-SUPP:001520	LR:IL36B>IL1RAP	batch_162	already_present_exact_or_alias	M24B-E000094	IL36B	IL1RAP	DOI:10.1074/jbc.M117.805622; PMCID:PMC3234937; PMID:21965679; PMID:29180446	ligand_receptor_binding_or_activation;ligand_receptor_or_direct_molecular	mouse; human	The public IL36B-IL1RAP row is already represented by graph edge(s) M21B-E003267;M24B-E000094. The existing edge-source records provide primary-supported IL36B/IL36G-IL1RL2:IL1RAP receptor complex assembly and binding, IL3-IL3RA:CSF2RB binding/activation, IL4-IL4RA:IL13RA1 and IL4-IL4RA:IL2RG receptor assembly/activation, and IL5-IL5RA:CSF2RB binding/activation at the stated molecular resolution.	Do not add duplicate edges or collapse IL1RL2:IL1RAP, IL3RA:CSF2RB, IL4RA:IL13RA1, IL4RA:IL2RG, or IL5RA:CSF2RB complexes into autonomous single-chain receptors. Preserve IL-36R agonist and receptor-complex context, common-beta and common-gamma subunit topology, receptor assembly versus activation, species and assay limits, and the distinction between binding, receptor-proximal signaling and functional output; these edges do not assert a universal intracellular cascade or terminal TF route.	attached_to_existing_graph_edge
PUBLIC-LR-SUPP:001521	LR:IL36B>IL1RL2	batch_162	already_present_exact_or_alias	M21B-E000719	IL36B	IL1RL2	DOI:10.1074/jbc.M117.805622; DOI:10.1074/jbc.M117.805739; PMCID:PMC3234937; PMCID:PMC5767850; PMID:21965679; PMID:29180446	ligand_receptor_binding_or_activation;ligand_receptor_or_direct_molecular	human; mouse	The public IL36B-IL1RL2 row is already represented by graph edge(s) M21B-E000719;M21B-E003267;M24B-E000094. The existing edge-source records provide primary-supported IL36B/IL36G-IL1RL2:IL1RAP receptor complex assembly and binding, IL3-IL3RA:CSF2RB binding/activation, IL4-IL4RA:IL13RA1 and IL4-IL4RA:IL2RG receptor assembly/activation, and IL5-IL5RA:CSF2RB binding/activation at the stated molecular resolution.	Do not add duplicate edges or collapse IL1RL2:IL1RAP, IL3RA:CSF2RB, IL4RA:IL13RA1, IL4RA:IL2RG, or IL5RA:CSF2RB complexes into autonomous single-chain receptors. Preserve IL-36R agonist and receptor-complex context, common-beta and common-gamma subunit topology, receptor assembly versus activation, species and assay limits, and the distinction between binding, receptor-proximal signaling and functional output; these edges do not assert a universal intracellular cascade or terminal TF route.	attached_to_existing_graph_edge
PUBLIC-LR-SUPP:001522	LR:IL36B>IL1RL2	batch_162	already_present_exact_or_alias	M21B-E003267	IL36B	IL1RL2	DOI:10.1074/jbc.M117.805622; DOI:10.1074/jbc.M117.805739; PMCID:PMC3234937; PMCID:PMC5767850; PMID:21965679; PMID:29180446	ligand_receptor_binding_or_activation;ligand_receptor_or_direct_molecular	human; mouse	The public IL36B-IL1RL2 row is already represented by graph edge(s) M21B-E000719;M21B-E003267;M24B-E000094. The existing edge-source records provide primary-supported IL36B/IL36G-IL1RL2:IL1RAP receptor complex assembly and binding, IL3-IL3RA:CSF2RB binding/activation, IL4-IL4RA:IL13RA1 and IL4-IL4RA:IL2RG receptor assembly/activation, and IL5-IL5RA:CSF2RB binding/activation at the stated molecular resolution.	Do not add duplicate edges or collapse IL1RL2:IL1RAP, IL3RA:CSF2RB, IL4RA:IL13RA1, IL4RA:IL2RG, or IL5RA:CSF2RB complexes into autonomous single-chain receptors. Preserve IL-36R agonist and receptor-complex context, common-beta and common-gamma subunit topology, receptor assembly versus activation, species and assay limits, and the distinction between binding, receptor-proximal signaling and functional output; these edges do not assert a universal intracellular cascade or terminal TF route.	attached_to_existing_graph_edge
PUBLIC-LR-SUPP:001523	LR:IL36B>IL1RL2	batch_162	already_present_exact_or_alias	M24B-E000094	IL36B	IL1RL2	DOI:10.1074/jbc.M117.805622; DOI:10.1074/jbc.M117.805739; PMCID:PMC3234937; PMCID:PMC5767850; PMID:21965679; PMID:29180446	ligand_receptor_binding_or_activation;ligand_receptor_or_direct_molecular	human; mouse	The public IL36B-IL1RL2 row is already represented by graph edge(s) M21B-E000719;M21B-E003267;M24B-E000094. The existing edge-source records provide primary-supported IL36B/IL36G-IL1RL2:IL1RAP receptor complex assembly and binding, IL3-IL3RA:CSF2RB binding/activation, IL4-IL4RA:IL13RA1 and IL4-IL4RA:IL2RG receptor assembly/activation, and IL5-IL5RA:CSF2RB binding/activation at the stated molecular resolution.	Do not add duplicate edges or collapse IL1RL2:IL1RAP, IL3RA:CSF2RB, IL4RA:IL13RA1, IL4RA:IL2RG, or IL5RA:CSF2RB complexes into autonomous single-chain receptors. Preserve IL-36R agonist and receptor-complex context, common-beta and common-gamma subunit topology, receptor assembly versus activation, species and assay limits, and the distinction between binding, receptor-proximal signaling and functional output; these edges do not assert a universal intracellular cascade or terminal TF route.	attached_to_existing_graph_edge
PUBLIC-LR-SUPP:001524	LR:IL36G>IL1RAP	batch_162	already_present_exact_or_alias	M21B-E003268	IL36G	IL1RAP	DOI:10.1074/jbc.M117.805622; PMCID:PMC5767850; PMID:29180446	ligand_receptor_binding_or_activation;ligand_receptor_or_direct_molecular	human	The public IL36G-IL1RAP row is already represented by graph edge(s) M21B-E003268;M24B-E000095. The existing edge-source records provide primary-supported IL36B/IL36G-IL1RL2:IL1RAP receptor complex assembly and binding, IL3-IL3RA:CSF2RB binding/activation, IL4-IL4RA:IL13RA1 and IL4-IL4RA:IL2RG receptor assembly/activation, and IL5-IL5RA:CSF2RB binding/activation at the stated molecular resolution.	Do not add duplicate edges or collapse IL1RL2:IL1RAP, IL3RA:CSF2RB, IL4RA:IL13RA1, IL4RA:IL2RG, or IL5RA:CSF2RB complexes into autonomous single-chain receptors. Preserve IL-36R agonist and receptor-complex context, common-beta and common-gamma subunit topology, receptor assembly versus activation, species and assay limits, and the distinction between binding, receptor-proximal signaling and functional output; these edges do not assert a universal intracellular cascade or terminal TF route.	attached_to_existing_graph_edge
PUBLIC-LR-SUPP:001525	LR:IL36G>IL1RAP	batch_162	already_present_exact_or_alias	M24B-E000095	IL36G	IL1RAP	DOI:10.1074/jbc.M117.805622; PMCID:PMC5767850; PMID:29180446	ligand_receptor_binding_or_activation;ligand_receptor_or_direct_molecular	human	The public IL36G-IL1RAP row is already represented by graph edge(s) M21B-E003268;M24B-E000095. The existing edge-source records provide primary-supported IL36B/IL36G-IL1RL2:IL1RAP receptor complex assembly and binding, IL3-IL3RA:CSF2RB binding/activation, IL4-IL4RA:IL13RA1 and IL4-IL4RA:IL2RG receptor assembly/activation, and IL5-IL5RA:CSF2RB binding/activation at the stated molecular resolution.	Do not add duplicate edges or collapse IL1RL2:IL1RAP, IL3RA:CSF2RB, IL4RA:IL13RA1, IL4RA:IL2RG, or IL5RA:CSF2RB complexes into autonomous single-chain receptors. Preserve IL-36R agonist and receptor-complex context, common-beta and common-gamma subunit topology, receptor assembly versus activation, species and assay limits, and the distinction between binding, receptor-proximal signaling and functional output; these edges do not assert a universal intracellular cascade or terminal TF route.	attached_to_existing_graph_edge
PUBLIC-LR-SUPP:001526	LR:IL36G>IL1RL2	batch_162	already_present_exact_or_alias	M21B-E000720	IL36G	IL1RL2	DOI:10.1074/jbc.M117.805622; DOI:10.1074/jbc.M117.805739; PMCID:PMC5767850; PMID:29180446	ligand_receptor_binding_or_activation;ligand_receptor_or_direct_molecular	human	The public IL36G-IL1RL2 row is already represented by graph edge(s) M21B-E000720;M21B-E003268;M24B-E000095. The existing edge-source records provide primary-supported IL36B/IL36G-IL1RL2:IL1RAP receptor complex assembly and binding, IL3-IL3RA:CSF2RB binding/activation, IL4-IL4RA:IL13RA1 and IL4-IL4RA:IL2RG receptor assembly/activation, and IL5-IL5RA:CSF2RB binding/activation at the stated molecular resolution.	Do not add duplicate edges or collapse IL1RL2:IL1RAP, IL3RA:CSF2RB, IL4RA:IL13RA1, IL4RA:IL2RG, or IL5RA:CSF2RB complexes into autonomous single-chain receptors. Preserve IL-36R agonist and receptor-complex context, common-beta and common-gamma subunit topology, receptor assembly versus activation, species and assay limits, and the distinction between binding, receptor-proximal signaling and functional output; these edges do not assert a universal intracellular cascade or terminal TF route.	attached_to_existing_graph_edge
PUBLIC-LR-SUPP:001527	LR:IL36G>IL1RL2	batch_162	already_present_exact_or_alias	M21B-E003268	IL36G	IL1RL2	DOI:10.1074/jbc.M117.805622; DOI:10.1074/jbc.M117.805739; PMCID:PMC5767850; PMID:29180446	ligand_receptor_binding_or_activation;ligand_receptor_or_direct_molecular	human	The public IL36G-IL1RL2 row is already represented by graph edge(s) M21B-E000720;M21B-E003268;M24B-E000095. The existing edge-source records provide primary-supported IL36B/IL36G-IL1RL2:IL1RAP receptor complex assembly and binding, IL3-IL3RA:CSF2RB binding/activation, IL4-IL4RA:IL13RA1 and IL4-IL4RA:IL2RG receptor assembly/activation, and IL5-IL5RA:CSF2RB binding/activation at the stated molecular resolution.	Do not add duplicate edges or collapse IL1RL2:IL1RAP, IL3RA:CSF2RB, IL4RA:IL13RA1, IL4RA:IL2RG, or IL5RA:CSF2RB complexes into autonomous single-chain receptors. Preserve IL-36R agonist and receptor-complex context, common-beta and common-gamma subunit topology, receptor assembly versus activation, species and assay limits, and the distinction between binding, receptor-proximal signaling and functional output; these edges do not assert a universal intracellular cascade or terminal TF route.	attached_to_existing_graph_edge
PUBLIC-LR-SUPP:001528	LR:IL36G>IL1RL2	batch_162	already_present_exact_or_alias	M24B-E000095	IL36G	IL1RL2	DOI:10.1074/jbc.M117.805622; DOI:10.1074/jbc.M117.805739; PMCID:PMC5767850; PMID:29180446	ligand_receptor_binding_or_activation;ligand_receptor_or_direct_molecular	human	The public IL36G-IL1RL2 row is already represented by graph edge(s) M21B-E000720;M21B-E003268;M24B-E000095. The existing edge-source records provide primary-supported IL36B/IL36G-IL1RL2:IL1RAP receptor complex assembly and binding, IL3-IL3RA:CSF2RB binding/activation, IL4-IL4RA:IL13RA1 and IL4-IL4RA:IL2RG receptor assembly/activation, and IL5-IL5RA:CSF2RB binding/activation at the stated molecular resolution.	Do not add duplicate edges or collapse IL1RL2:IL1RAP, IL3RA:CSF2RB, IL4RA:IL13RA1, IL4RA:IL2RG, or IL5RA:CSF2RB complexes into autonomous single-chain receptors. Preserve IL-36R agonist and receptor-complex context, common-beta and common-gamma subunit topology, receptor assembly versus activation, species and assay limits, and the distinction between binding, receptor-proximal signaling and functional output; these edges do not assert a universal intracellular cascade or terminal TF route.	attached_to_existing_graph_edge
PUBLIC-LR-SUPP:001529	LR:IL3>CSF2RB	batch_162	already_present_exact_or_alias	M21B-E000326	IL3	CSF2RB	PMID:8649415	ligand_receptor_binding_or_activation;receptor_proximal_or_pathway;downstream_or_functional	human	The public IL3-CSF2RB row is already represented by graph edge(s) M21B-E000326. The existing edge-source records provide primary-supported IL36B/IL36G-IL1RL2:IL1RAP receptor complex assembly and binding, IL3-IL3RA:CSF2RB binding/activation, IL4-IL4RA:IL13RA1 and IL4-IL4RA:IL2RG receptor assembly/activation, and IL5-IL5RA:CSF2RB binding/activation at the stated molecular resolution.	Do not add duplicate edges or collapse IL1RL2:IL1RAP, IL3RA:CSF2RB, IL4RA:IL13RA1, IL4RA:IL2RG, or IL5RA:CSF2RB complexes into autonomous single-chain receptors. Preserve IL-36R agonist and receptor-complex context, common-beta and common-gamma subunit topology, receptor assembly versus activation, species and assay limits, and the distinction between binding, receptor-proximal signaling and functional output; these edges do not assert a universal intracellular cascade or terminal TF route.	attached_to_existing_graph_edge
PUBLIC-LR-SUPP:001530	LR:IL3>IL3RA	batch_162	already_present_exact_or_alias	M21B-E000326	IL3	IL3RA	PMID:8649415	ligand_receptor_binding_or_activation;receptor_proximal_or_pathway;downstream_or_functional	human	The public IL3-IL3RA row is already represented by graph edge(s) M21B-E000326. The existing edge-source records provide primary-supported IL36B/IL36G-IL1RL2:IL1RAP receptor complex assembly and binding, IL3-IL3RA:CSF2RB binding/activation, IL4-IL4RA:IL13RA1 and IL4-IL4RA:IL2RG receptor assembly/activation, and IL5-IL5RA:CSF2RB binding/activation at the stated molecular resolution.	Do not add duplicate edges or collapse IL1RL2:IL1RAP, IL3RA:CSF2RB, IL4RA:IL13RA1, IL4RA:IL2RG, or IL5RA:CSF2RB complexes into autonomous single-chain receptors. Preserve IL-36R agonist and receptor-complex context, common-beta and common-gamma subunit topology, receptor assembly versus activation, species and assay limits, and the distinction between binding, receptor-proximal signaling and functional output; these edges do not assert a universal intracellular cascade or terminal TF route.	attached_to_existing_graph_edge
PUBLIC-LR-SUPP:001531	LR:IL4>IL13RA1	batch_162	already_present_exact_or_alias	M20B-E003979	IL4	IL13RA1	PMID:18852293	ligand_receptor_or_direct_molecular;ligand_receptor_binding_or_activation;receptor_proximal_or_pathway;downstream_or_functional	mouse; both	The public IL4-IL13RA1 row is already represented by graph edge(s) M20B-E003979;M21B-E000323. The existing edge-source records provide primary-supported IL36B/IL36G-IL1RL2:IL1RAP receptor complex assembly and binding, IL3-IL3RA:CSF2RB binding/activation, IL4-IL4RA:IL13RA1 and IL4-IL4RA:IL2RG receptor assembly/activation, and IL5-IL5RA:CSF2RB binding/activation at the stated molecular resolution.	Do not add duplicate edges or collapse IL1RL2:IL1RAP, IL3RA:CSF2RB, IL4RA:IL13RA1, IL4RA:IL2RG, or IL5RA:CSF2RB complexes into autonomous single-chain receptors. Preserve IL-36R agonist and receptor-complex context, common-beta and common-gamma subunit topology, receptor assembly versus activation, species and assay limits, and the distinction between binding, receptor-proximal signaling and functional output; these edges do not assert a universal intracellular cascade or terminal TF route.	attached_to_existing_graph_edge
PUBLIC-LR-SUPP:001532	LR:IL4>IL13RA1	batch_162	already_present_exact_or_alias	M21B-E000323	IL4	IL13RA1	PMID:18852293	ligand_receptor_or_direct_molecular;ligand_receptor_binding_or_activation;receptor_proximal_or_pathway;downstream_or_functional	mouse; both	The public IL4-IL13RA1 row is already represented by graph edge(s) M20B-E003979;M21B-E000323. The existing edge-source records provide primary-supported IL36B/IL36G-IL1RL2:IL1RAP receptor complex assembly and binding, IL3-IL3RA:CSF2RB binding/activation, IL4-IL4RA:IL13RA1 and IL4-IL4RA:IL2RG receptor assembly/activation, and IL5-IL5RA:CSF2RB binding/activation at the stated molecular resolution.	Do not add duplicate edges or collapse IL1RL2:IL1RAP, IL3RA:CSF2RB, IL4RA:IL13RA1, IL4RA:IL2RG, or IL5RA:CSF2RB complexes into autonomous single-chain receptors. Preserve IL-36R agonist and receptor-complex context, common-beta and common-gamma subunit topology, receptor assembly versus activation, species and assay limits, and the distinction between binding, receptor-proximal signaling and functional output; these edges do not assert a universal intracellular cascade or terminal TF route.	attached_to_existing_graph_edge
PUBLIC-LR-SUPP:001533	LR:IL4>IL2RG	batch_162	already_present_exact_or_alias	M20B-E003982	IL4	IL2RG	PMID:11874464; PMID:18243101; PMID:7705343; PMID:9492265; PMID:9799097	ligand_receptor_or_direct_molecular;ligand_receptor_binding_or_activation;receptor_proximal_or_pathway;downstream_or_functional	mouse; human	The public IL4-IL2RG row is already represented by graph edge(s) M20B-E003982;M21B-E000240;M21B-E000969;M21B-E001754. The existing edge-source records provide primary-supported IL36B/IL36G-IL1RL2:IL1RAP receptor complex assembly and binding, IL3-IL3RA:CSF2RB binding/activation, IL4-IL4RA:IL13RA1 and IL4-IL4RA:IL2RG receptor assembly/activation, and IL5-IL5RA:CSF2RB binding/activation at the stated molecular resolution.	Do not add duplicate edges or collapse IL1RL2:IL1RAP, IL3RA:CSF2RB, IL4RA:IL13RA1, IL4RA:IL2RG, or IL5RA:CSF2RB complexes into autonomous single-chain receptors. Preserve IL-36R agonist and receptor-complex context, common-beta and common-gamma subunit topology, receptor assembly versus activation, species and assay limits, and the distinction between binding, receptor-proximal signaling and functional output; these edges do not assert a universal intracellular cascade or terminal TF route.	attached_to_existing_graph_edge
