complex_id	source_review_id	complex_coverage	pair_label	note
M20B-COMPLEX-003535	M20A-EXT-1760	some_components_present_as_separate_module_pairs	Gdf1 Acvr1c_Acvr2b	Coverage annotation preserved; subunit membership is not inferred from the pair label.
M20B-COMPLEX-003539	M20A-EXT-1764	no_components_present_as_separate_module_pairs	Gdf10 Acvr1b_Acvr2b	Coverage annotation preserved; subunit membership is not inferred from the pair label.
M20B-COMPLEX-003542	M20A-EXT-1767	some_components_present_as_separate_module_pairs	Gdf11 Acvr1b_Acvr2a	Coverage annotation preserved; subunit membership is not inferred from the pair label.
M20B-COMPLEX-003544	M20A-EXT-1769	some_components_present_as_separate_module_pairs	Gdf11 Acvr2a_Tgfbr1	Coverage annotation preserved; subunit membership is not inferred from the pair label.
M20B-COMPLEX-003545	M20A-EXT-1770	some_components_present_as_separate_module_pairs	Gdf11 Acvr2b_Tgfbr1	Coverage annotation preserved; subunit membership is not inferred from the pair label.
M20B-COMPLEX-003552	M20A-EXT-1777	no_components_present_as_separate_module_pairs	Gdf2 Acvr2a_Acvrl1	Coverage annotation preserved; subunit membership is not inferred from the pair label.
M20B-COMPLEX-003553	M20A-EXT-1778	no_components_present_as_separate_module_pairs	Gdf2 Acvr2b_Acvrl1	Coverage annotation preserved; subunit membership is not inferred from the pair label.
M20B-COMPLEX-003555	M20A-EXT-1780	all_components_present_as_separate_module_pairs	Gdf3 Acvr1b_Acvr2a	Coverage annotation preserved; subunit membership is not inferred from the pair label.
M20B-COMPLEX-003556	M20A-EXT-1781	all_components_present_as_separate_module_pairs	Gdf3 Acvr1b_Acvr2b	Coverage annotation preserved; subunit membership is not inferred from the pair label.
M20B-COMPLEX-003557	M20A-EXT-1782	all_components_present_as_separate_module_pairs	Gdf3 Acvr1c_Acvr2a	Coverage annotation preserved; subunit membership is not inferred from the pair label.
M20B-COMPLEX-003558	M20A-EXT-1783	all_components_present_as_separate_module_pairs	Gdf3 Acvr1c_Acvr2b	Coverage annotation preserved; subunit membership is not inferred from the pair label.
M20B-COMPLEX-003560	M20A-EXT-1785	no_components_present_as_separate_module_pairs	Gdf5 Acvr2a_Bmpr1a	Coverage annotation preserved; subunit membership is not inferred from the pair label.
M20B-COMPLEX-003561	M20A-EXT-1786	some_components_present_as_separate_module_pairs	Gdf5 Acvr2a_Bmpr1b	Coverage annotation preserved; subunit membership is not inferred from the pair label.
M20B-COMPLEX-003562	M20A-EXT-1787	no_components_present_as_separate_module_pairs	Gdf5 Acvr2b_Bmpr1a	Coverage annotation preserved; subunit membership is not inferred from the pair label.
M20B-COMPLEX-003563	M20A-EXT-1788	some_components_present_as_separate_module_pairs	Gdf5 Acvr2b_Bmpr1b	Coverage annotation preserved; subunit membership is not inferred from the pair label.
M20B-COMPLEX-003564	M20A-EXT-1789	no_components_present_as_separate_module_pairs	Gdf6 Acvr2a_Bmpr1a	Coverage annotation preserved; subunit membership is not inferred from the pair label.
M20B-COMPLEX-003565	M20A-EXT-1790	no_components_present_as_separate_module_pairs	Gdf6 Acvr2a_Bmpr1b	Coverage annotation preserved; subunit membership is not inferred from the pair label.
M20B-COMPLEX-003566	M20A-EXT-1791	no_components_present_as_separate_module_pairs	Gdf6 Acvr2b_Bmpr1a	Coverage annotation preserved; subunit membership is not inferred from the pair label.
M20B-COMPLEX-003567	M20A-EXT-1792	no_components_present_as_separate_module_pairs	Gdf6 Acvr2b_Bmpr1b	Coverage annotation preserved; subunit membership is not inferred from the pair label.
M20B-COMPLEX-003568	M20A-EXT-1793	no_components_present_as_separate_module_pairs	Gdf7 Acvr2a_Bmpr1a	Coverage annotation preserved; subunit membership is not inferred from the pair label.
M20B-COMPLEX-003569	M20A-EXT-1794	no_components_present_as_separate_module_pairs	Gdf7 Acvr2a_Bmpr1b	Coverage annotation preserved; subunit membership is not inferred from the pair label.
M20B-COMPLEX-003570	M20A-EXT-1795	no_components_present_as_separate_module_pairs	Gdf7 Acvr2b_Bmpr1a	Coverage annotation preserved; subunit membership is not inferred from the pair label.
M20B-COMPLEX-003571	M20A-EXT-1796	no_components_present_as_separate_module_pairs	Gdf7 Acvr2b_Bmpr1b	Coverage annotation preserved; subunit membership is not inferred from the pair label.
M20B-COMPLEX-003575	M20A-EXT-1800	no_components_present_as_separate_module_pairs	Gdf9 Bmpr2_Tgfbr1	Coverage annotation preserved; subunit membership is not inferred from the pair label.
M20B-COMPLEX-003579	M20A-EXT-1804	no_components_present_as_separate_module_pairs	Gdnf Gfra2_Ret	Coverage annotation preserved; subunit membership is not inferred from the pair label.
M20B-COMPLEX-003705	M20A-EXT-1930	no_components_present_as_separate_module_pairs	Gp1ba ITGAM_ITGB2	Coverage annotation preserved; subunit membership is not inferred from the pair label.
M20B-COMPLEX-003855	M20A-EXT-2080	no_components_present_as_separate_module_pairs	Icam1 ITGAL_ITGB2	Coverage annotation preserved; subunit membership is not inferred from the pair label.
M20B-COMPLEX-003856	M20A-EXT-2081	no_components_present_as_separate_module_pairs	Icam1 ITGAM_ITGB2	Coverage annotation preserved; subunit membership is not inferred from the pair label.
M20B-COMPLEX-003857	M20A-EXT-2082	no_components_present_as_separate_module_pairs	Icam1 ITGAX_ITGB2	Coverage annotation preserved; subunit membership is not inferred from the pair label.
M20B-COMPLEX-003859	M20A-EXT-2084	no_components_present_as_separate_module_pairs	Icam2 ITGAL_ITGB2	Coverage annotation preserved; subunit membership is not inferred from the pair label.
M20B-COMPLEX-003860	M20A-EXT-2085	no_components_present_as_separate_module_pairs	Icam2 ITGAM_ITGB2	Coverage annotation preserved; subunit membership is not inferred from the pair label.
M20B-COMPLEX-003879	M20A-EXT-2104	no_components_present_as_separate_module_pairs	Igf1 ITGA6_ITGB4	Coverage annotation preserved; subunit membership is not inferred from the pair label.
M20B-COMPLEX-003880	M20A-EXT-2105	no_components_present_as_separate_module_pairs	Igf1 ITGAV_ITGB3	Coverage annotation preserved; subunit membership is not inferred from the pair label.
M20B-COMPLEX-003885	M20A-EXT-2110	no_components_present_as_separate_module_pairs	Igf2 ITGA6_ITGB4	Coverage annotation preserved; subunit membership is not inferred from the pair label.
M20B-COMPLEX-003886	M20A-EXT-2111	no_components_present_as_separate_module_pairs	Igf2 ITGAV_ITGB3	Coverage annotation preserved; subunit membership is not inferred from the pair label.
M20B-COMPLEX-003899	M20A-EXT-2124	no_components_present_as_separate_module_pairs	Ihh PTCH1_SMO	Coverage annotation preserved; subunit membership is not inferred from the pair label.
M20B-COMPLEX-003900	M20A-EXT-2125	no_components_present_as_separate_module_pairs	Ihh PTCH2_SMO	Coverage annotation preserved; subunit membership is not inferred from the pair label.
M20B-COMPLEX-003904	M20A-EXT-2129	all_components_present_as_separate_module_pairs	Il11 Il11ra1_Il6st	Coverage annotation preserved; subunit membership is not inferred from the pair label.
M20B-COMPLEX-003909	M20A-EXT-2134	no_components_present_as_separate_module_pairs	Il12a_Il12b Il12rb1_Il12rb2	Coverage annotation preserved; subunit membership is not inferred from the pair label.
M20B-COMPLEX-003910	M20A-EXT-2135	no_components_present_as_separate_module_pairs	Il12a_Il27 Il12rb2_Il27ra	Coverage annotation preserved; subunit membership is not inferred from the pair label.
M20B-COMPLEX-003912	M20A-EXT-2137	no_components_present_as_separate_module_pairs	Il12b_Il23a Il12rb1_Il23r	Coverage annotation preserved; subunit membership is not inferred from the pair label.
M20B-COMPLEX-003913	M20A-EXT-2138	no_components_present_as_separate_module_pairs	Il13 Il13_Il13ra1_Il4ra	Coverage annotation preserved; subunit membership is not inferred from the pair label.
M20B-COMPLEX-003914	M20A-EXT-2139	no_components_present_as_separate_module_pairs	Il13 Il13ra1_Il4ra	Coverage annotation preserved; subunit membership is not inferred from the pair label.
M20B-COMPLEX-003915	M20A-EXT-2140	no_components_present_as_separate_module_pairs	Il13 Il13ra2_Il4ra	Coverage annotation preserved; subunit membership is not inferred from the pair label.
M20B-COMPLEX-003918	M20A-EXT-2143	no_components_present_as_separate_module_pairs	Il15 Il15ra_Il2rb_Il2rg	Coverage annotation preserved; subunit membership is not inferred from the pair label.
M20B-COMPLEX-003934	M20A-EXT-2159	no_components_present_as_separate_module_pairs	Il17a_Il17f Il17ra_Il17rc	Coverage annotation preserved; subunit membership is not inferred from the pair label.
M20B-COMPLEX-003935	M20A-EXT-2160	no_components_present_as_separate_module_pairs	Il18 Il18_Il18r1_Il18rap	Coverage annotation preserved; subunit membership is not inferred from the pair label.
M20B-COMPLEX-003937	M20A-EXT-2162	no_components_present_as_separate_module_pairs	Il18 IL18R1_IL18RAP	Coverage annotation preserved; subunit membership is not inferred from the pair label.
M20B-COMPLEX-003940	M20A-EXT-2165	some_components_present_as_separate_module_pairs	Il1a Il1r2_Il1rap	Coverage annotation preserved; subunit membership is not inferred from the pair label.
M20B-COMPLEX-003942	M20A-EXT-2167	some_components_present_as_separate_module_pairs	Il1b Il1r2_Il1rap	Coverage annotation preserved; subunit membership is not inferred from the pair label.
M20B-COMPLEX-003945	M20A-EXT-2170	no_components_present_as_separate_module_pairs	Il1f10 Il1rap_Il1rl2	Coverage annotation preserved; subunit membership is not inferred from the pair label.
M20B-COMPLEX-003949	M20A-EXT-2174	no_components_present_as_separate_module_pairs	Il1f5 Il1rap_Il1rl2	Coverage annotation preserved; subunit membership is not inferred from the pair label.
M20B-COMPLEX-003950	M20A-EXT-2175	no_components_present_as_separate_module_pairs	Il1f6 Il1rap_Il1rl2	Coverage annotation preserved; subunit membership is not inferred from the pair label.
M20B-COMPLEX-003951	M20A-EXT-2176	no_components_present_as_separate_module_pairs	Il1f8 Il1rap_Il1rl2	Coverage annotation preserved; subunit membership is not inferred from the pair label.
M20B-COMPLEX-003954	M20A-EXT-2179	no_components_present_as_separate_module_pairs	Il1f9 Il1rap_Il1rl2	Coverage annotation preserved; subunit membership is not inferred from the pair label.
M20B-COMPLEX-003959	M20A-EXT-2184	no_components_present_as_separate_module_pairs	Il2 Il20ra_Il20rb_Il2rg	Coverage annotation preserved; subunit membership is not inferred from the pair label.
M20B-COMPLEX-003960	M20A-EXT-2185	no_components_present_as_separate_module_pairs	Il2 Il2ra_Il2rb_Il2rg	Coverage annotation preserved; subunit membership is not inferred from the pair label.
M20B-COMPLEX-003961	M20A-EXT-2186	no_components_present_as_separate_module_pairs	Il2 IL2RB_IL2RG	Coverage annotation preserved; subunit membership is not inferred from the pair label.
M20B-COMPLEX-003963	M20A-EXT-2188	no_components_present_as_separate_module_pairs	Il20 Il20rb_Il22ra1	Coverage annotation preserved; subunit membership is not inferred from the pair label.
M20B-COMPLEX-003964	M20A-EXT-2189	no_components_present_as_separate_module_pairs	Il21 IL21R_IL2RG	Coverage annotation preserved; subunit membership is not inferred from the pair label.
M20B-COMPLEX-003973	M20A-EXT-2198	no_components_present_as_separate_module_pairs	Il24 Il20rb_Il22ra1	Coverage annotation preserved; subunit membership is not inferred from the pair label.
M20B-COMPLEX-003975	M20A-EXT-2200	no_components_present_as_separate_module_pairs	Il33 Il1rap_Il1rl1	Coverage annotation preserved; subunit membership is not inferred from the pair label.
M20B-COMPLEX-003978	M20A-EXT-2203	no_components_present_as_separate_module_pairs	Il4 Il13_Il13ra1_Il4ra	Coverage annotation preserved; subunit membership is not inferred from the pair label.
M20B-COMPLEX-003979	M20A-EXT-2204	no_components_present_as_separate_module_pairs	Il4 Il13ra1_Il4ra	Coverage annotation preserved; subunit membership is not inferred from the pair label.
M20B-COMPLEX-003980	M20A-EXT-2205	no_components_present_as_separate_module_pairs	Il4 Il13ra2_Il4ra	Coverage annotation preserved; subunit membership is not inferred from the pair label.
M20B-COMPLEX-003982	M20A-EXT-2207	no_components_present_as_separate_module_pairs	Il4 Il2rg_Il4ra	Coverage annotation preserved; subunit membership is not inferred from the pair label.
M20B-COMPLEX-003984	M20A-EXT-2209	some_components_present_as_separate_module_pairs	Il5 Csf2rb_Il5ra	Coverage annotation preserved; subunit membership is not inferred from the pair label.
M20B-COMPLEX-003988	M20A-EXT-2213	no_components_present_as_separate_module_pairs	Il6 Il6ra_Il6st	Coverage annotation preserved; subunit membership is not inferred from the pair label.
M20B-COMPLEX-003990	M20A-EXT-2215	some_components_present_as_separate_module_pairs	Il7 Il2rg_Il7r	Coverage annotation preserved; subunit membership is not inferred from the pair label.
M20B-COMPLEX-003991	M20A-EXT-2216	no_components_present_as_separate_module_pairs	Il9 Il2rg_Il9r	Coverage annotation preserved; subunit membership is not inferred from the pair label.
M20B-COMPLEX-004005	M20A-EXT-2230	no_components_present_as_separate_module_pairs	Inhba_Inhbb Acvr1_Acvr2a	Coverage annotation preserved; subunit membership is not inferred from the pair label.
M20B-COMPLEX-004006	M20A-EXT-2231	no_components_present_as_separate_module_pairs	Inhba_Inhbb Acvr1_Acvr2b	Coverage annotation preserved; subunit membership is not inferred from the pair label.
M20B-COMPLEX-004007	M20A-EXT-2232	no_components_present_as_separate_module_pairs	Inhba_Inhbb Acvr1b_Acvr2a	Coverage annotation preserved; subunit membership is not inferred from the pair label.
M20B-COMPLEX-004008	M20A-EXT-2233	no_components_present_as_separate_module_pairs	Inhba_Inhbb Acvr1b_Acvr2b	Coverage annotation preserved; subunit membership is not inferred from the pair label.
M20B-COMPLEX-004009	M20A-EXT-2234	no_components_present_as_separate_module_pairs	Inhba_Inhbb Acvr1c_Acvr2a	Coverage annotation preserved; subunit membership is not inferred from the pair label.
M20B-COMPLEX-004010	M20A-EXT-2235	no_components_present_as_separate_module_pairs	Inhba_Inhbb Acvr1c_Acvr2b	Coverage annotation preserved; subunit membership is not inferred from the pair label.
M20B-COMPLEX-004048	M20A-EXT-2273	no_components_present_as_separate_module_pairs	Jam2 ITGA3_ITGB1	Coverage annotation preserved; subunit membership is not inferred from the pair label.
M20B-COMPLEX-004049	M20A-EXT-2274	no_components_present_as_separate_module_pairs	Jam2 Itga4_Itgb1	Coverage annotation preserved; subunit membership is not inferred from the pair label.
M20B-COMPLEX-004050	M20A-EXT-2275	no_components_present_as_separate_module_pairs	Jam2 ITGAV_ITGB1	Coverage annotation preserved; subunit membership is not inferred from the pair label.
M20B-COMPLEX-004051	M20A-EXT-2276	no_components_present_as_separate_module_pairs	Jam3 ITGAM_ITGB2	Coverage annotation preserved; subunit membership is not inferred from the pair label.
M20B-COMPLEX-004094	M20A-EXT-2319	no_components_present_as_separate_module_pairs	L1cam ITGA4_ITGB7	Coverage annotation preserved; subunit membership is not inferred from the pair label.
M20B-COMPLEX-004095	M20A-EXT-2320	no_components_present_as_separate_module_pairs	L1cam Itga5_Itgb1	Coverage annotation preserved; subunit membership is not inferred from the pair label.
M20B-COMPLEX-004096	M20A-EXT-2321	no_components_present_as_separate_module_pairs	L1cam ITGAV_ITGB3	Coverage annotation preserved; subunit membership is not inferred from the pair label.
M20B-COMPLEX-004114	M20A-EXT-2339	no_components_present_as_separate_module_pairs	Lck Cd8a_Cd8b1	Coverage annotation preserved; subunit membership is not inferred from the pair label.
M20B-COMPLEX-004156	M20A-EXT-2381	some_components_present_as_separate_module_pairs	Lif Il6st_Lifr	Coverage annotation preserved; subunit membership is not inferred from the pair label.
M20B-COMPLEX-004220	M20A-EXT-2445	no_components_present_as_separate_module_pairs	Mdk ITGA4_ITGB1	Coverage annotation preserved; subunit membership is not inferred from the pair label.
M20B-COMPLEX-004221	M20A-EXT-2446	no_components_present_as_separate_module_pairs	Mdk ITGA6_ITGB1	Coverage annotation preserved; subunit membership is not inferred from the pair label.
M20B-COMPLEX-004247	M20A-EXT-2472	no_components_present_as_separate_module_pairs	Mif Cd44_Cd74	Coverage annotation preserved; subunit membership is not inferred from the pair label.
M20B-COMPLEX-004274	M20A-EXT-2499	no_components_present_as_separate_module_pairs	Mstn ACVR1B_ACVR2A	Coverage annotation preserved; subunit membership is not inferred from the pair label.
M20B-COMPLEX-004275	M20A-EXT-2500	no_components_present_as_separate_module_pairs	Mstn ACVR1B_ACVR2B	Coverage annotation preserved; subunit membership is not inferred from the pair label.
M20B-COMPLEX-004276	M20A-EXT-2501	no_components_present_as_separate_module_pairs	Mstn Acvr2a_Tgfbr1	Coverage annotation preserved; subunit membership is not inferred from the pair label.
M20B-COMPLEX-004277	M20A-EXT-2502	no_components_present_as_separate_module_pairs	Mstn Acvr2b_Tgfbr1	Coverage annotation preserved; subunit membership is not inferred from the pair label.
M20B-COMPLEX-004287	M20A-EXT-2512	no_components_present_as_separate_module_pairs	Nampt ITGA5_ITGB1	Coverage annotation preserved; subunit membership is not inferred from the pair label.
M20B-COMPLEX-004299	M20A-EXT-2524	no_components_present_as_separate_module_pairs	Nfasc CNTN1_CNTNAP1	Coverage annotation preserved; subunit membership is not inferred from the pair label.
M20B-COMPLEX-004331	M20A-EXT-2556	some_components_present_as_separate_module_pairs	Nodal Acvr1b_Acvr2a	Coverage annotation preserved; subunit membership is not inferred from the pair label.
M20B-COMPLEX-004332	M20A-EXT-2557	some_components_present_as_separate_module_pairs	Nodal ACVR1B_ACVR2A_CFC1	Coverage annotation preserved; subunit membership is not inferred from the pair label.
M20B-COMPLEX-004333	M20A-EXT-2558	all_components_present_as_separate_module_pairs	Nodal Acvr1b_Acvr2b	Coverage annotation preserved; subunit membership is not inferred from the pair label.
M20B-COMPLEX-004334	M20A-EXT-2559	some_components_present_as_separate_module_pairs	Nodal ACVR1B_ACVR2B_CFC1	Coverage annotation preserved; subunit membership is not inferred from the pair label.
M20B-COMPLEX-004335	M20A-EXT-2560	some_components_present_as_separate_module_pairs	Nodal Acvr1b_Acvr2b_Tdgf1	Coverage annotation preserved; subunit membership is not inferred from the pair label.
M20B-COMPLEX-004336	M20A-EXT-2561	some_components_present_as_separate_module_pairs	Nodal Acvr1c_Acvr2a	Coverage annotation preserved; subunit membership is not inferred from the pair label.
M20B-COMPLEX-004337	M20A-EXT-2562	some_components_present_as_separate_module_pairs	Nodal ACVR1C_ACVR2A_CFC1	Coverage annotation preserved; subunit membership is not inferred from the pair label.
M20B-COMPLEX-004338	M20A-EXT-2563	all_components_present_as_separate_module_pairs	Nodal Acvr1c_Acvr2b	Coverage annotation preserved; subunit membership is not inferred from the pair label.
M20B-COMPLEX-004385	M20A-EXT-2610	no_components_present_as_separate_module_pairs	Nrg2 ERBB2_ERBB3	Coverage annotation preserved; subunit membership is not inferred from the pair label.
M20B-COMPLEX-004386	M20A-EXT-2611	no_components_present_as_separate_module_pairs	Nrg2 ERBB2_ERBB4	Coverage annotation preserved; subunit membership is not inferred from the pair label.
M20B-COMPLEX-004391	M20A-EXT-2616	no_components_present_as_separate_module_pairs	Nrg3 ERBB2_ERBB4	Coverage annotation preserved; subunit membership is not inferred from the pair label.
M20B-COMPLEX-004394	M20A-EXT-2619	no_components_present_as_separate_module_pairs	Nrg4 ERBB2_ERBB4	Coverage annotation preserved; subunit membership is not inferred from the pair label.
M20B-COMPLEX-004395	M20A-EXT-2620	no_components_present_as_separate_module_pairs	Nrtn Gfra1_Ret	Coverage annotation preserved; subunit membership is not inferred from the pair label.
M20B-COMPLEX-004439	M20A-EXT-2664	no_components_present_as_separate_module_pairs	Osm Il6st_Lifr	Coverage annotation preserved; subunit membership is not inferred from the pair label.
M20B-COMPLEX-004440	M20A-EXT-2665	no_components_present_as_separate_module_pairs	Osm Il6st_Osmr	Coverage annotation preserved; subunit membership is not inferred from the pair label.
M20B-COMPLEX-004465	M20A-EXT-2690	all_components_present_as_separate_module_pairs	Pdgfb Pdgfra_Pdgfrb	Coverage annotation preserved; subunit membership is not inferred from the pair label.
M20B-COMPLEX-004471	M20A-EXT-2696	some_components_present_as_separate_module_pairs	Pdgfd Pdgfra_Pdgfrb	Coverage annotation preserved; subunit membership is not inferred from the pair label.
M20B-COMPLEX-004499	M20A-EXT-2724	some_components_present_as_separate_module_pairs	Pgf Flt1_Kdr	Coverage annotation preserved; subunit membership is not inferred from the pair label.
M20B-COMPLEX-004572	M20A-EXT-2797	some_components_present_as_separate_module_pairs	Postn ITGAV_ITGB3	Coverage annotation preserved; subunit membership is not inferred from the pair label.
M20B-COMPLEX-004573	M20A-EXT-2798	some_components_present_as_separate_module_pairs	Postn ITGAV_ITGB5	Coverage annotation preserved; subunit membership is not inferred from the pair label.
M20B-COMPLEX-004661	M20A-EXT-2886	no_components_present_as_separate_module_pairs	Ptn ITGAV_ITGB3	Coverage annotation preserved; subunit membership is not inferred from the pair label.
M20B-COMPLEX-004746	M20A-EXT-2971	no_components_present_as_separate_module_pairs	Rspo4 Lgr4_Lrp5	Coverage annotation preserved; subunit membership is not inferred from the pair label.
M20B-COMPLEX-004747	M20A-EXT-2972	no_components_present_as_separate_module_pairs	Rspo4 Lgr4_Lrp6	Coverage annotation preserved; subunit membership is not inferred from the pair label.
M20B-COMPLEX-004748	M20A-EXT-2973	no_components_present_as_separate_module_pairs	Rspo4 Lgr5_Lrp5	Coverage annotation preserved; subunit membership is not inferred from the pair label.
M20B-COMPLEX-004749	M20A-EXT-2974	no_components_present_as_separate_module_pairs	Rspo4 Lgr5_Lrp6	Coverage annotation preserved; subunit membership is not inferred from the pair label.
M20B-COMPLEX-004813	M20A-EXT-3038	all_components_present_as_separate_module_pairs	Sema3a NRP1_PLXNA1	Coverage annotation preserved; subunit membership is not inferred from the pair label.
M20B-COMPLEX-004814	M20A-EXT-3039	all_components_present_as_separate_module_pairs	Sema3a NRP1_PLXNA2	Coverage annotation preserved; subunit membership is not inferred from the pair label.
M20B-COMPLEX-004815	M20A-EXT-3040	all_components_present_as_separate_module_pairs	Sema3a NRP1_PLXNA3	Coverage annotation preserved; subunit membership is not inferred from the pair label.
M20B-COMPLEX-004816	M20A-EXT-3041	all_components_present_as_separate_module_pairs	Sema3a NRP1_PLXNA4	Coverage annotation preserved; subunit membership is not inferred from the pair label.
M20B-COMPLEX-004817	M20A-EXT-3042	some_components_present_as_separate_module_pairs	Sema3b NRP1_PLXNA1	Coverage annotation preserved; subunit membership is not inferred from the pair label.
M20B-COMPLEX-004818	M20A-EXT-3043	some_components_present_as_separate_module_pairs	Sema3b NRP1_PLXNA2	Coverage annotation preserved; subunit membership is not inferred from the pair label.
M20B-COMPLEX-004819	M20A-EXT-3044	some_components_present_as_separate_module_pairs	Sema3b NRP1_PLXNA3	Coverage annotation preserved; subunit membership is not inferred from the pair label.
M20B-COMPLEX-004820	M20A-EXT-3045	some_components_present_as_separate_module_pairs	Sema3b NRP1_PLXNA4	Coverage annotation preserved; subunit membership is not inferred from the pair label.
M20B-COMPLEX-004821	M20A-EXT-3046	no_components_present_as_separate_module_pairs	Sema3b NRP2_PLXNA1	Coverage annotation preserved; subunit membership is not inferred from the pair label.
M20B-COMPLEX-004822	M20A-EXT-3047	no_components_present_as_separate_module_pairs	Sema3b NRP2_PLXNA2	Coverage annotation preserved; subunit membership is not inferred from the pair label.
M20B-COMPLEX-004823	M20A-EXT-3048	no_components_present_as_separate_module_pairs	Sema3b NRP2_PLXNA3	Coverage annotation preserved; subunit membership is not inferred from the pair label.
M20B-COMPLEX-004824	M20A-EXT-3049	no_components_present_as_separate_module_pairs	Sema3b NRP2_PLXNA4	Coverage annotation preserved; subunit membership is not inferred from the pair label.
M20B-COMPLEX-004825	M20A-EXT-3050	some_components_present_as_separate_module_pairs	Sema3c Nrp1_Nrp2_Plxnd1	Coverage annotation preserved; subunit membership is not inferred from the pair label.
M20B-COMPLEX-004826	M20A-EXT-3051	some_components_present_as_separate_module_pairs	Sema3c NRP1_PLXNA1	Coverage annotation preserved; subunit membership is not inferred from the pair label.
M20B-COMPLEX-004827	M20A-EXT-3052	some_components_present_as_separate_module_pairs	Sema3c NRP1_PLXNA2	Coverage annotation preserved; subunit membership is not inferred from the pair label.
M20B-COMPLEX-004828	M20A-EXT-3053	some_components_present_as_separate_module_pairs	Sema3c NRP1_PLXNA3	Coverage annotation preserved; subunit membership is not inferred from the pair label.
M20B-COMPLEX-004829	M20A-EXT-3054	some_components_present_as_separate_module_pairs	Sema3c NRP1_PLXNA4	Coverage annotation preserved; subunit membership is not inferred from the pair label.
M20B-COMPLEX-004830	M20A-EXT-3055	no_components_present_as_separate_module_pairs	Sema3c NRP2_PLXNA1	Coverage annotation preserved; subunit membership is not inferred from the pair label.
M20B-COMPLEX-004831	M20A-EXT-3056	no_components_present_as_separate_module_pairs	Sema3c NRP2_PLXNA2	Coverage annotation preserved; subunit membership is not inferred from the pair label.
M20B-COMPLEX-004832	M20A-EXT-3057	no_components_present_as_separate_module_pairs	Sema3c NRP2_PLXNA3	Coverage annotation preserved; subunit membership is not inferred from the pair label.
M20B-COMPLEX-004833	M20A-EXT-3058	no_components_present_as_separate_module_pairs	Sema3c NRP2_PLXNA4	Coverage annotation preserved; subunit membership is not inferred from the pair label.
M20B-COMPLEX-004834	M20A-EXT-3059	no_components_present_as_separate_module_pairs	Sema3d NRP1_PLXNA1	Coverage annotation preserved; subunit membership is not inferred from the pair label.
M20B-COMPLEX-004835	M20A-EXT-3060	no_components_present_as_separate_module_pairs	Sema3d NRP1_PLXNA2	Coverage annotation preserved; subunit membership is not inferred from the pair label.
M20B-COMPLEX-004836	M20A-EXT-3061	no_components_present_as_separate_module_pairs	Sema3d NRP1_PLXNA3	Coverage annotation preserved; subunit membership is not inferred from the pair label.
M20B-COMPLEX-004837	M20A-EXT-3062	no_components_present_as_separate_module_pairs	Sema3d NRP1_PLXNA4	Coverage annotation preserved; subunit membership is not inferred from the pair label.
M20B-COMPLEX-004838	M20A-EXT-3063	no_components_present_as_separate_module_pairs	Sema3d NRP2_PLXNA1	Coverage annotation preserved; subunit membership is not inferred from the pair label.
M20B-COMPLEX-004839	M20A-EXT-3064	no_components_present_as_separate_module_pairs	Sema3d NRP2_PLXNA2	Coverage annotation preserved; subunit membership is not inferred from the pair label.
M20B-COMPLEX-004840	M20A-EXT-3065	no_components_present_as_separate_module_pairs	Sema3d NRP2_PLXNA3	Coverage annotation preserved; subunit membership is not inferred from the pair label.
M20B-COMPLEX-004841	M20A-EXT-3066	no_components_present_as_separate_module_pairs	Sema3d NRP2_PLXNA4	Coverage annotation preserved; subunit membership is not inferred from the pair label.
M20B-COMPLEX-004847	M20A-EXT-3072	all_components_present_as_separate_module_pairs	Sema3f NRP2_PLXNA1	Coverage annotation preserved; subunit membership is not inferred from the pair label.
M20B-COMPLEX-004848	M20A-EXT-3073	some_components_present_as_separate_module_pairs	Sema3f NRP2_PLXNA2	Coverage annotation preserved; subunit membership is not inferred from the pair label.
M20B-COMPLEX-004849	M20A-EXT-3074	all_components_present_as_separate_module_pairs	Sema3f NRP2_PLXNA3	Coverage annotation preserved; subunit membership is not inferred from the pair label.
M20B-COMPLEX-004850	M20A-EXT-3075	some_components_present_as_separate_module_pairs	Sema3f NRP2_PLXNA4	Coverage annotation preserved; subunit membership is not inferred from the pair label.
M20B-COMPLEX-004853	M20A-EXT-3078	no_components_present_as_separate_module_pairs	Sema3g NRP2_PLXNA1	Coverage annotation preserved; subunit membership is not inferred from the pair label.
M20B-COMPLEX-004854	M20A-EXT-3079	no_components_present_as_separate_module_pairs	Sema3g NRP2_PLXNA2	Coverage annotation preserved; subunit membership is not inferred from the pair label.
M20B-COMPLEX-004855	M20A-EXT-3080	no_components_present_as_separate_module_pairs	Sema3g NRP2_PLXNA3	Coverage annotation preserved; subunit membership is not inferred from the pair label.
M20B-COMPLEX-004856	M20A-EXT-3081	no_components_present_as_separate_module_pairs	Sema3g NRP2_PLXNA4	Coverage annotation preserved; subunit membership is not inferred from the pair label.
M20B-COMPLEX-004857	M20A-EXT-3082	no_components_present_as_separate_module_pairs	Sema4a NRP1_PLXNA1	Coverage annotation preserved; subunit membership is not inferred from the pair label.
M20B-COMPLEX-004858	M20A-EXT-3083	no_components_present_as_separate_module_pairs	Sema4a NRP1_PLXNA2	Coverage annotation preserved; subunit membership is not inferred from the pair label.
