curation_id	external_record_key	species_context	tf_symbol	target_symbol	reference_pmids	public_reference_reuse_pmids	public_reference_reuse_item_count	existing_modules	status
PUBTF-CUR-003009	OmniPath_DoRothEA|OmniPath_DoRothEA_snapshot_2026-08-25|human|omnipath_dorothea:human:003010:22d66711d7ea	human	KMT2A	HOXA9	12637319;14522254;14713950;15160920;15851025;15960975;16357144;16518848;16981007;17047146;17671196;18483194;19393316;20010842;20460131;20541251;20541448;20541477;20565746;20677832;20854876;21518888;22902925;22960594;23210835;23318960;23818607;23900238;23908472;23988911;23990460;23994619;24089521;24445817;24488769;25016802;25531430;26594843;26642852;27258906;28978671;29774127;29777171;29972300;30059890;31031188;31413090;31755685;32233950;32378586;33001025;33054052;33967269;34196551;34310280;34502319;34743404;34877491;35947126;37891368;37958457	12637319;14522254;14713950;15160920;15851025;15960975;16357144;16518848;16981007;17047146;17671196;18483194;19393316;20010842;20460131;20541251;20541448;20541477;20565746;20677832;20854876;21518888;22902925;22960594;23210835;23318960;23818607;23900238;23908472;23988911;23990460;23994619;24089521;24445817;24488769;25016802;25531430;26594843;26642852;27258906;28978671;29774127;29777171;29972300;30059890;31031188;31413090;31755685;32233950;32378586;33001025;33054052;33967269;34196551;34310280;34502319;34743404;34877491;35947126;37891368;37958457	8		reference_reuse_review
PUBTF-CUR-003010	OmniPath_DoRothEA|OmniPath_DoRothEA_snapshot_2026-08-25|human|omnipath_dorothea:human:003011:fa5c10b806e3	human	SP1	KIT	20833840;24008320;9834219	20833840;24008320;9834219	2		reference_reuse_review
PUBTF-CUR-003011	OmniPath_DoRothEA|OmniPath_DoRothEA_snapshot_2026-08-25|human|omnipath_dorothea:human:003012:f85f5cce7155	human	TP53	EI24	10321740;10594026;10965130;11498783;11753653;14555708;15333004;16212649;17981155;19637078;20731388;21573140;24014029;26341291;26342551;30030520;30784913;31097220;35574675	10321740;10594026;10965130;11498783;11753653;14555708;15333004;16212649;17981155;19637078;20731388;21573140;24014029;26341291;26342551;30030520;30784913;31097220;35574675	19		reference_reuse_review
PUBTF-CUR-003012	OmniPath_DoRothEA|OmniPath_DoRothEA_snapshot_2026-08-25|human|omnipath_dorothea:human:003013:a4a85f524ff0	human	ETS1	IL2	24019486;33162030;7876544;9780181	24019486;33162030;7876544;9780181	9		reference_reuse_review
PUBTF-CUR-003013	OmniPath_DoRothEA|OmniPath_DoRothEA_snapshot_2026-08-25|human|omnipath_dorothea:human:003014:77e9b7b357c5	human	TFAP2C	ECM1	17187826;24023917	17187826;24023917	12		reference_reuse_review
PUBTF-CUR-003014	OmniPath_DoRothEA|OmniPath_DoRothEA_snapshot_2026-08-25|human|omnipath_dorothea:human:003015:e46be1449bfd	human	SPI1	DAPK2	24038216	24038216	2		reference_reuse_review
PUBTF-CUR-003015	OmniPath_DoRothEA|OmniPath_DoRothEA_snapshot_2026-08-25|human|omnipath_dorothea:human:003016:4a037476f32d	human	E2F2	MCM5	10327050;24038359;36375317	10327050;24038359;36375317	10		reference_reuse_review
PUBTF-CUR-003016	OmniPath_DoRothEA|OmniPath_DoRothEA_snapshot_2026-08-25|human|omnipath_dorothea:human:003017:9a12b5d7c15a	human	TP53	PER2	24051492;30480104	24051492;30480104	9		reference_reuse_review
PUBTF-CUR-003017	OmniPath_DoRothEA|OmniPath_DoRothEA_snapshot_2026-08-25|human|omnipath_dorothea:human:003018:b462f7b4dc9e	human	E2F4	PLK4	17531812;24071582	17531812;24071582	358		reference_reuse_review
PUBTF-CUR-003018	OmniPath_DoRothEA|OmniPath_DoRothEA_snapshot_2026-08-25|human|omnipath_dorothea:human:003019:cc56e2bbbc90	human	E2F1	PLK1	18439978;24076372	18439978;24076372	16		reference_reuse_review
PUBTF-CUR-003019	OmniPath_DoRothEA|OmniPath_DoRothEA_snapshot_2026-08-25|human|omnipath_dorothea:human:003020:0129ccb29b23	human	STAT1	KDM6B	24097101;33771881	24097101;33771881	2		reference_reuse_review
PUBTF-CUR-003020	OmniPath_DoRothEA|OmniPath_DoRothEA_snapshot_2026-08-25|human|omnipath_dorothea:human:003021:e30d158b82aa	human	ESR1	AR	11000528;12135905;14608899;16046054;22391641;22577344;24403250;26230371;31950383;32515122;8299561	11000528;12135905;14608899;16046054;22391641;22577344;24403250;26230371;31950383;32515122;8299561	9		reference_reuse_review
PUBTF-CUR-003021	OmniPath_DoRothEA|OmniPath_DoRothEA_snapshot_2026-08-25|human|omnipath_dorothea:human:003022:aba99a98cf8c	human	GATA3	TGFBR3	24124001	24124001	2		reference_reuse_review
PUBTF-CUR-003022	OmniPath_DoRothEA|OmniPath_DoRothEA_snapshot_2026-08-25|human|omnipath_dorothea:human:003023:ef49949e1185	human	HNF4A	SLC2A2	11423471;11717395;24157454;29093331;35646519	11423471;11717395;24157454;29093331;35646519	7		reference_reuse_review
PUBTF-CUR-003023	OmniPath_DoRothEA|OmniPath_DoRothEA_snapshot_2026-08-25|human|omnipath_dorothea:human:003024:e3dfa646680b	human	TP53	TRIM22	15064739;17257675;17970695;20006605;22509910;23516500;23724988;24183724;29762880;35461040;36195266;37009741;38199981	23724988;35461040;36195266	11		reference_reuse_review
PUBTF-CUR-003024	OmniPath_DoRothEA|OmniPath_DoRothEA_snapshot_2026-08-25|human|omnipath_dorothea:human:003025:7297863e1130	human	TP53	BCL3	12808109;24189068	12808109;24189068	6		reference_reuse_review
PUBTF-CUR-003025	OmniPath_DoRothEA|OmniPath_DoRothEA_snapshot_2026-08-25|human|omnipath_dorothea:human:003026:23d155b3d6c1	human	IRF4	CIITA	11777970;15242870;20580461;24204280	11777970;15242870	3		reference_reuse_review
PUBTF-CUR-003026	OmniPath_DoRothEA|OmniPath_DoRothEA_snapshot_2026-08-25|human|omnipath_dorothea:human:003027:78f15872736d	human	SP1	ATP1A3	15462673;24219545	15462673;24219545	2		reference_reuse_review
PUBTF-CUR-003027	OmniPath_DoRothEA|OmniPath_DoRothEA_snapshot_2026-08-25|human|omnipath_dorothea:human:003028:da3d87ffda32	human	CDX2	UGT1A10	15044625;15364550;24239897;29519853	15044625;15364550;24239897;29519853	9		reference_reuse_review
PUBTF-CUR-003028	OmniPath_DoRothEA|OmniPath_DoRothEA_snapshot_2026-08-25|human|omnipath_dorothea:human:003029:e4f581f0c46f	human	HNF1A	UGT1A10	15044625;15364550;24239897	15044625;15364550;24239897	9		reference_reuse_review
PUBTF-CUR-003029	OmniPath_DoRothEA|OmniPath_DoRothEA_snapshot_2026-08-25|human|omnipath_dorothea:human:003030:6ff5d2f37733	human	STAT1	PPARA	24242046	24242046	5		reference_reuse_review
PUBTF-CUR-003030	OmniPath_DoRothEA|OmniPath_DoRothEA_snapshot_2026-08-25|human|omnipath_dorothea:human:003031:54c704a58202	human	IRF3	CXCL10	11355893;12821121;15619605;15749911;16253303;16490936;17170125;18041715;18691624;18927610;19380831;19398754;19426678;19541850;19890046;20483755;20720199;21497908;21613249;21827211;23405030;23512614;23707530;24044884;24257594;25342131;25359319;25683914;28717003;28744018;29421524;31662325;31781113;32033247;32508531;32532953;34824546;37583816;37984507	11355893;12821121;15619605;15749911;16253303;16490936;17170125;18041715;18691624;18927610;19380831;19398754;19426678;19541850;19890046;20483755;20720199;21497908;21613249;21827211;23405030;23512614;23707530;24044884;24257594;25342131;25359319;25683914;28717003;28744018;29421524;31662325;31781113;32033247;32508531;32532953;34824546;37583816;37984507	28		reference_reuse_review
PUBTF-CUR-003031	OmniPath_DoRothEA|OmniPath_DoRothEA_snapshot_2026-08-25|human|omnipath_dorothea:human:003032:e85739c3a004	human	STAT3	CCND2	10918073;12147685;15479729;16192633;21164517;24086526;24287565;25216185;25594014;26359029;26707908;26814430;31511084;32165235;37577590	10918073;12147685;16192633;24086526;25216185;25594014;26814430;32165235;37577590	5		reference_reuse_review
PUBTF-CUR-003032	OmniPath_DoRothEA|OmniPath_DoRothEA_snapshot_2026-08-25|human|omnipath_dorothea:human:003033:e51c1e623829	human	NFKB1	CDK4	15699216;18160626;18336468;18425349;23559092;24296733;27553713;27668411;28127258;34017419;35049931;36254600;36283853	15699216;18160626;18336468;18425349;23559092;24296733;27553713;27668411;28127258;34017419;35049931;36254600;36283853	16		reference_reuse_review
PUBTF-CUR-003033	OmniPath_DoRothEA|OmniPath_DoRothEA_snapshot_2026-08-25|human|omnipath_dorothea:human:003034:acc7b14cd5f9	human	ESR1	PLAC1	19652226;23542418;24304549	19652226;23542418;24304549	8		reference_reuse_review
PUBTF-CUR-003034	OmniPath_DoRothEA|OmniPath_DoRothEA_snapshot_2026-08-25|human|omnipath_dorothea:human:003035:697e6cbec280	human	RELB	TRAF3	24316970	24316970	2		reference_reuse_review
PUBTF-CUR-003035	OmniPath_DoRothEA|OmniPath_DoRothEA_snapshot_2026-08-25|human|omnipath_dorothea:human:003036:3c64a8182aa0	human	CTCF	RUNX1	24321385;35140205	24321385;35140205	2		reference_reuse_review
PUBTF-CUR-003036	OmniPath_DoRothEA|OmniPath_DoRothEA_snapshot_2026-08-25|human|omnipath_dorothea:human:003037:d0bf6b87943a	human	HIF1A	BAX	12943686;15024076;15706354;17558861;17953712;18366759;18447926;19021771;19048182;20206160;20513003;21163055;21448921;24349374;24401554;24583668;24860939;25108166;26931435;27488203;29341321;29806273;30145667;30425242;30504760;30876462;31377879;33358677;33553188;33800744;34293021;34313997;34465337;35265143;35377130;35380485;35395968;35400361;35780066;36790003;37282472	12943686;15024076;15706354;17558861;17953712;18366759;18447926;19021771;19048182;20206160;20513003;21163055;21448921;24349374;24401554;24583668;24860939;25108166;26931435;27488203;29341321;29806273;30145667;30425242;30504760;30876462;31377879;33358677;33553188;33800744;34293021;34313997;34465337;35265143;35377130;35380485;35395968;35400361;35780066;36790003;37282472	10		reference_reuse_review
PUBTF-CUR-003038	OmniPath_DoRothEA|OmniPath_DoRothEA_snapshot_2026-08-25|human|omnipath_dorothea:human:003039:ed86340212a2	human	MYCN	MXI1	15382088;24403858	15382088;24403858	7		reference_reuse_review
PUBTF-CUR-003039	OmniPath_DoRothEA|OmniPath_DoRothEA_snapshot_2026-08-25|human|omnipath_dorothea:human:003040:7f3ce88a256a	human	GATA2	AR	19684615;24423874;25489091;25670076;26751772;30833300;31296150;32094298;33586682;34636746;35203681	19684615;24423874;25489091;25670076;26751772;30833300;31296150;32094298;33586682;34636746;35203681	4		reference_reuse_review
PUBTF-CUR-003040	OmniPath_DoRothEA|OmniPath_DoRothEA_snapshot_2026-08-25|human|omnipath_dorothea:human:003041:992ec5305b71	human	E2F1	UHRF1	12838312;15361834;19501055;23023523;24453336;30696879	12838312;15361834;19501055;23023523;24453336;30696879	8		reference_reuse_review
PUBTF-CUR-003041	OmniPath_DoRothEA|OmniPath_DoRothEA_snapshot_2026-08-25|human|omnipath_dorothea:human:003042:12618e82ca9d	human	AR	RELA	18386814	18386814	9		reference_reuse_review
PUBTF-CUR-003042	OmniPath_DoRothEA|OmniPath_DoRothEA_snapshot_2026-08-25|human|omnipath_dorothea:human:003043:c00bbe880846	human	RELA	AR	12706288;12841583;14576180;14715080;15517885;15678501;16139439;16619263;17975021;18008330;18701501;19628766;20388792;21541973;22426480;24058525;24466341;24656569;24867960;25220414;26152187;26837169;28223364;28556958;29210800;29592878;30807779;31730277;33863813;34984192;36982155	12706288;12841583;14576180;14715080;15517885;15678501;16139439;16619263;17975021;18008330;18701501;19628766;20388792;21541973;22426480;24058525;24466341;24656569;24867960;25220414;26152187;26837169;28223364;28556958;29210800;29592878;30807779;31730277;33863813;34984192;36982155	59		reference_reuse_review
PUBTF-CUR-003043	OmniPath_DoRothEA|OmniPath_DoRothEA_snapshot_2026-08-25|human|omnipath_dorothea:human:003044:4a352cc22c23	human	RELA	STAT1	12634403;15165826;15795279;16317104;19723087;25040843;26834734;33658823	12634403;15165826;15795279;16317104;19723087;25040843;26834734;33658823	69		reference_reuse_review
PUBTF-CUR-003044	OmniPath_DoRothEA|OmniPath_DoRothEA_snapshot_2026-08-25|human|omnipath_dorothea:human:003045:e3ddf0391ada	human	SOX2	HHAT	24525231	24525231	2		reference_reuse_review
PUBTF-CUR-003045	OmniPath_DoRothEA|OmniPath_DoRothEA_snapshot_2026-08-25|human|omnipath_dorothea:human:003046:7a812173bbac	human	CTCF	WT1	17210670;24534946	17210670;24534946	3		reference_reuse_review
PUBTF-CUR-003046	OmniPath_DoRothEA|OmniPath_DoRothEA_snapshot_2026-08-25|human|omnipath_dorothea:human:003047:53218841ab78	human	FOXM1	CDC6	24583551;35639418	24583551;35639418	5		reference_reuse_review
PUBTF-CUR-003047	OmniPath_DoRothEA|OmniPath_DoRothEA_snapshot_2026-08-25|human|omnipath_dorothea:human:003048:30609b6b40a7	human	TP53	PIAS3	11877452;24584189	11877452;24584189	4		reference_reuse_review
PUBTF-CUR-003048	OmniPath_DoRothEA|OmniPath_DoRothEA_snapshot_2026-08-25|human|omnipath_dorothea:human:003049:d7f914f23163	human	ESR1	ME3	24632205	24632205	2		reference_reuse_review
PUBTF-CUR-003049	OmniPath_DoRothEA|OmniPath_DoRothEA_snapshot_2026-08-25|human|omnipath_dorothea:human:003050:5d6f4d3b0d97	human	SOX9	RGR	24634209	24634209	2		reference_reuse_review
PUBTF-CUR-003050	OmniPath_DoRothEA|OmniPath_DoRothEA_snapshot_2026-08-25|human|omnipath_dorothea:human:003051:0814d779821b	human	MYC	HBA1	12695333;2463629	12695333;2463629	418		reference_reuse_review
PUBTF-CUR-003051	OmniPath_DoRothEA|OmniPath_DoRothEA_snapshot_2026-08-25|human|omnipath_dorothea:human:003052:789253772d52	human	JUN	RHOB	21084431;21565167;24636898;26098773;9388198	21084431;21565167;24636898;26098773;9388198	2		reference_reuse_review
PUBTF-CUR-003052	OmniPath_DoRothEA|OmniPath_DoRothEA_snapshot_2026-08-25|human|omnipath_dorothea:human:003053:4e909a53e10e	human	GATA2	FCER1A	18846228;24639354;25801432;26297757;30537419;37154775	18846228;24639354;25801432;26297757;30537419;37154775	7		reference_reuse_review
PUBTF-CUR-003053	OmniPath_DoRothEA|OmniPath_DoRothEA_snapshot_2026-08-25|human|omnipath_dorothea:human:003054:48d5a14b86a6	human	GATA2	MS4A2	24639354;31501274	24639354;31501274	7		reference_reuse_review
PUBTF-CUR-003054	OmniPath_DoRothEA|OmniPath_DoRothEA_snapshot_2026-08-25|human|omnipath_dorothea:human:003055:fba3fd0a610a	human	SPI1	FCER1A	11971001;18629488;18680724;23534406;24639354;33443066;36368013	11971001;18629488;18680724;23534406;24639354;33443066;36368013	7		reference_reuse_review
PUBTF-CUR-003055	OmniPath_DoRothEA|OmniPath_DoRothEA_snapshot_2026-08-25|human|omnipath_dorothea:human:003056:dac71d3d989e	human	CTCF	ANG	24659782	24659782	2		reference_reuse_review
PUBTF-CUR-003056	OmniPath_DoRothEA|OmniPath_DoRothEA_snapshot_2026-08-25|human|omnipath_dorothea:human:003057:f19a15052a1d	human	STAT1	PRKCE	24825907	24825907	4		reference_reuse_review
PUBTF-CUR-003057	OmniPath_DoRothEA|OmniPath_DoRothEA_snapshot_2026-08-25|human|omnipath_dorothea:human:003058:51876e5c5c09	human	REL	CSF2	10590260;11418664;12556500;22860011;23982206;24899500;27217485;33442719;34867937;8063696;8152309;8648737;8660380;8662666;8676897;8934574;9185524;9414129	10590260;11418664;12556500;22860011;23982206;24899500;27217485;33442719;34867937;8063696;8152309;8648737;8660380;8662666;8676897;8934574;9185524;9414129	18		reference_reuse_review
PUBTF-CUR-003058	OmniPath_DoRothEA|OmniPath_DoRothEA_snapshot_2026-08-25|human|omnipath_dorothea:human:003059:010158859163	human	MYC	BSG	12695333;24906624;30068332	12695333;24906624;30068332	418		reference_reuse_review
PUBTF-CUR-003059	OmniPath_DoRothEA|OmniPath_DoRothEA_snapshot_2026-08-25|human|omnipath_dorothea:human:003060:8908b5c0a7b2	human	CTCF	CELSR3	25113559	25113559	4		reference_reuse_review
PUBTF-CUR-003060	OmniPath_DoRothEA|OmniPath_DoRothEA_snapshot_2026-08-25|human|omnipath_dorothea:human:003061:394fb6ab078d	human	JUN	PENK	10762717;10825388;11113530;11295234;12269402;1491720;15814102;19912894;2512642;7477937;7568884;7751931;7935470;8007991;8453059;8632147;8738155;8884985;8931456;9037530;9147818;9221929;9502431;9555062;9757037	10762717;10825388;11113530;11295234;12269402;1491720;15814102;19912894;2512642;7477937;7568884;7751931;7935470;8007991;8453059;8632147;8738155;8884985;8931456;9037530;9147818;9221929;9502431;9555062;9757037	11		reference_reuse_review
PUBTF-CUR-003061	OmniPath_DoRothEA|OmniPath_DoRothEA_snapshot_2026-08-25|human|omnipath_dorothea:human:003062:e5b4ca55ce41	human	FOS	PENK	11355693;12269402;12539735;1312200;1362516;1491720;1545910;1828294;2512642;34062009;3427445;7477937;7568884;7643080;7804603;7894225;7984041;8102782;8170480;8346209;8584889;8632147;8750842;8917449;8931456;9037530;9147818;9221926;9221929;9502431;9555037;9555062	11355693;12269402;12539735;1312200;1362516;1491720;1545910;1828294;2512642;34062009;3427445;7477937;7568884;7643080;7804603;7894225;7984041;8102782;8170480;8346209;8584889;8632147;8750842;8917449;8931456;9037530;9147818;9221926;9221929;9502431;9555037;9555062	11		reference_reuse_review
PUBTF-CUR-003062	OmniPath_DoRothEA|OmniPath_DoRothEA_snapshot_2026-08-25|human|omnipath_dorothea:human:003063:607de085a112	human	NFKB2	IL2RA	10194184;11490013;11574819;11748186;11781710;1419905;1452201;1508203;15308505;16428082;16556269;1737792;17765898;1777480;1777483;1830061;18385818;19064727;20511707;2059661;2225078;23715268;2494663;2497520;2687377;2838755;2843985;29359407;30340635;3139753;34848154;7636248;7738013;7843230;7905283;7929104;8029023;8098618;8152309;8170951;8206753;8361755;8382312;8455627;8475098;8648111;8982260;9115639;9135552;9389355;9445466	10194184;11490013;11574819;11748186;11781710;1419905;1452201;1508203;15308505;16428082;16556269;1737792;17765898;1777480;1777483;1830061;18385818;19064727;20511707;2059661;2225078;23715268;2494663;2497520;2687377;2838755;2843985;29359407;30340635;3139753;34848154;7636248;7738013;7843230;7905283;7929104;8029023;8098618;8152309;8170951;8206753;8361755;8382312;8455627;8475098;8648111;8982260;9115639;9135552;9389355;9445466	28		reference_reuse_review
PUBTF-CUR-003063	OmniPath_DoRothEA|OmniPath_DoRothEA_snapshot_2026-08-25|human|omnipath_dorothea:human:003064:420add3c3fcc	human	JUN	NTS	11093935;1436492;21508335;28477138;7476995;7791794;9288121	11093935;1436492;21508335;28477138;7476995;7791794;9288121	9		reference_reuse_review
PUBTF-CUR-003064	OmniPath_DoRothEA|OmniPath_DoRothEA_snapshot_2026-08-25|human|omnipath_dorothea:human:003065:9643b9b9e2ae	human	TP53	CKM	12760745;7488858;7605578;7969181;8247545;8389468;8710368;9136900;9464547;9571041;9690516	12760745;7488858;7605578;7969181;8247545;8389468;8710368;9136900;9464547;9571041;9690516	49		reference_reuse_review
PUBTF-CUR-003065	OmniPath_DoRothEA|OmniPath_DoRothEA_snapshot_2026-08-25|human|omnipath_dorothea:human:003066:feafb964ae98	human	CREB1	FLT1	36451001;7499271	36451001;7499271	4		reference_reuse_review
PUBTF-CUR-003066	OmniPath_DoRothEA|OmniPath_DoRothEA_snapshot_2026-08-25|human|omnipath_dorothea:human:003067:c3f661df7170	human	CEBPD	CFTR	12482874;7499410	12482874;7499410	4		reference_reuse_review
PUBTF-CUR-003067	OmniPath_DoRothEA|OmniPath_DoRothEA_snapshot_2026-08-25|human|omnipath_dorothea:human:003068:d133880106bc	human	MYB	CD34	10572091;10656693;28418072;35865433;7509358;7523384;7987850;8630382;8798443;9766450	10572091;10656693;28418072;35865433;7509358;7523384;7987850;8630382;8798443;9766450	2		reference_reuse_review
PUBTF-CUR-003068	OmniPath_DoRothEA|OmniPath_DoRothEA_snapshot_2026-08-25|human|omnipath_dorothea:human:003069:2c5857ed7778	human	STAT1	FOS	11071637;11278738;12195235;12600988;15022320;16781847;17558387;19404962;19620301;21453726;21723864;26255980;26351076;30061878;7507205;7510676;8657134;8728040;8770944;8830676;8874187;9202212	11071637;11278738;12195235;12600988;15022320;16781847;17558387;19404962;19620301;21453726;21723864;26255980;26351076;30061878;7507205;7510676;8657134;8728040;8770944;8830676;8874187;9202212	59		reference_reuse_review
PUBTF-CUR-003069	OmniPath_DoRothEA|OmniPath_DoRothEA_snapshot_2026-08-25|human|omnipath_dorothea:human:003070:108977e103ca	human	NFKB1	SELE	10090829;10224059;10455896;10542243;10556825;10657661;10706725;10710354;10748004;10859217;10946302;10974035;11004431;11108718;11173994;11231628;11238660;11282439;11500034;11507211;11677236;11735124;11762948;11827962;11886496;11897787;12003967;12115600;12408953;12420742;12438297;12505871;12512036;12618429;12704649;12716476;12860295;12885753;1375914;1382069;1385398;14584040;14762100;14991270;15167972;15257037;15286208;15356172;15367687;15583752;15591119;15671023;15809308;15917220;16135789;16266460;16455066;16918500;1703529;17055512;17099067;17126899;1713680;17192276;17259331;17371946;17447895;17689945;17822721;17943075;18025230;18199969;18292573;18490752;18613029;18845708;18951002;19142568;19250612;19299739;19422386;19429369;20014279;20016245;20426662;20484867;20579861;20656374;20684748;20692795;20937831;21245742;21496279;21659524;21673972;21718796;22019447;22120522;22622040;22683914;23042817;23261968;23524880;23533479;23836589;23855486;23929007;24072078;24329519;24336934;24517399;25251368;25407919;25541286;25576172;25939768;25978361;26189586;26396484;26400537;26659566;26980442;27294204;27297585;27412371;28935669;29148754;29170041;29402939;29407890;29791907;31642986;32130250;32308678;32354017;32825714;32924701;33222501;33623121;34699634;34743931;34925018;35063404;35354250;35656886;35908591;36279659;36841467;7504714;7518838;7520524;7520526;7523851;7525580;7534663;7538441;7540353;7540991;7541425;7542214;7545088;7545467;7558318;7561050;7690126;7692236;8063696;8386742;8392092;8566054;8621602;8621937;8655602;8831497;8867672;8878392;8906837;8928867;9006914;9016563;9024987;9092569;9103451;9277499;9317150;9351830;9374789;9486659;9565103;9587347;9649216;9728048;9743365;9769910;9780008;9806002;9825820;9850083;9852915	10090829;10224059;10455896;10542243;10556825;10657661;10706725;10710354;10748004;10859217;10946302;10974035;11004431;11108718;11173994;11231628;11238660;11282439;11500034;11507211;11677236;11735124;11762948;11827962;11886496;11897787;12003967;12115600;12408953;12420742;12438297;12505871;12512036;12618429;12704649;12716476;12860295;12885753;1375914;1382069;1385398;14584040;14762100;14991270;15167972;15257037;15286208;15356172;15367687;15583752;15591119;15671023;15809308;15917220;16135789;16266460;16455066;16918500;1703529;17055512;17099067;17126899;1713680;17192276;17259331;17371946;17447895;17689945;17822721;17943075;18025230;18199969;18292573;18490752;18613029;18845708;18951002;19142568;19250612;19299739;19422386;19429369;20014279;20016245;20426662;20484867;20579861;20656374;20684748;20692795;20937831;21245742;21496279;21659524;21673972;21718796;22019447;22120522;22622040;22683914;23042817;23261968;23524880;23533479;23836589;23855486;23929007;24072078;24329519;24336934;24517399;25251368;25407919;25541286;25576172;25939768;25978361;26189586;26396484;26400537;26659566;26980442;27294204;27297585;27412371;28935669;29148754;29170041;29402939;29407890;29791907;31642986;32130250;32308678;32354017;32825714;32924701;33222501;33623121;34699634;34743931;34925018;35063404;35354250;35656886;35908591;36279659;36841467;7504714;7518838;7520524;7520526;7523851;7525580;7534663;7538441;7540353;7540991;7541425;7542214;7545088;7545467;7558318;7561050;7690126;7692236;8063696;8386742;8392092;8566054;8621602;8621937;8655602;8831497;8867672;8878392;8906837;8928867;9006914;9016563;9024987;9092569;9103451;9277499;9317150;9351830;9374789;9486659;9565103;9587347;9649216;9728048;9743365;9769910;9780008;9806002;9825820;9850083;9852915	43		reference_reuse_review
