species	tf_symbol	tf_key	source_labels	source_record_count	records_with_reference	unique_reference_pmids	source_registries	mapping_decision	frozen_entity_match_status	frozen_entity_ids	explicit_tf_role_present	default_module	existing_module_overlap_flags	both_species_present	priority_rank	review_status	notes
human	RB1CC1	rb1cc1	RB1CC1	3	3	4	TRRUST	normalized_exact	absent_from_frozen_graph		false	22B		false	4	new_candidate	
human	SHOX	shox	SHOX	4	4	3	TRRUST	normalized_exact	absent_from_frozen_graph		false	22B		false	4	new_candidate	
human	TRAF6	traf6	TRAF6	3	3	4	TRRUST	normalized_exact	absent_from_frozen_graph		false	22B		false	4	new_candidate	
mouse	Trp53bp1	trp53bp1	Trp53bp1	4	4	3	TRRUST	normalized_exact	absent_from_frozen_graph		false	22B		false	4	new_candidate	
human	ZHX2	zhx2	ZHX2	4	4	3	TRRUST	normalized_exact	absent_from_frozen_graph		false	22B		false	4	new_candidate	
mouse	A3KN90	a3kn90	A3KN90	1	1	3	OmniPath_DoRothEA	normalized_exact	absent_from_frozen_graph		false	22B		false	3	new_candidate	
mouse	A5D6P6	a5d6p6	A5D6P6	3	3	3	OmniPath_DoRothEA	normalized_exact	absent_from_frozen_graph		false	22B		false	3	new_candidate	
human	AIP	aip	AIP	5	5	2	TRRUST	normalized_exact	absent_from_frozen_graph		false	22B		false	3	new_candidate	
human	BTF3	btf3	BTF3	9	9	1	TRRUST	normalized_exact	absent_from_frozen_graph		false	22B		false	3	new_candidate	
human	CBFB	cbfb	CBFB	4	4	2	TRRUST	normalized_exact	absent_from_frozen_graph		false	22B		false	3	new_candidate	
mouse	Chd7	chd7	Chd7	5	5	2	TRRUST	normalized_exact	absent_from_frozen_graph		false	22B		false	3	new_candidate	
human	CTNNBIP1	ctnnbip1	CTNNBIP1	3	3	3	TRRUST	normalized_exact	absent_from_frozen_graph		false	22B		false	3	new_candidate	
human	DDB2	ddb2	DDB2	3	3	3	TRRUST	normalized_exact	absent_from_frozen_graph		false	22B		false	3	new_candidate	
mouse	Egr4	egr4	Egr4	2	2	3	TRRUST	normalized_exact	absent_from_frozen_graph		false	22B		false	3	new_candidate	
human	ELL	ell	ELL	4	4	2	TRRUST	normalized_exact	absent_from_frozen_graph		false	22B		false	3	new_candidate	
human	FOXE1	foxe1	FOXE1	2	2	3	TRRUST	normalized_exact	absent_from_frozen_graph		false	22B		false	3	new_candidate	
human	FOXF2	foxf2	FOXF2	8	8	1	TRRUST	normalized_exact	absent_from_frozen_graph		false	22B		false	3	new_candidate	
human	FUBP1	fubp1	FUBP1	2	2	3	TRRUST	normalized_exact	absent_from_frozen_graph		false	22B		false	3	new_candidate	
mouse	G3UW90	g3uw90	G3UW90	1	1	3	OmniPath_DoRothEA	normalized_exact	absent_from_frozen_graph		false	22B		false	3	new_candidate	
human	ING2	ing2	ING2	3	3	3	TRRUST	normalized_exact	absent_from_frozen_graph		false	22B		false	3	new_candidate	
human	PAWR	pawr	PAWR	2	2	3	TRRUST	normalized_exact	absent_from_frozen_graph		false	22B		false	3	new_candidate	
mouse	Ppargc1b	ppargc1b	Ppargc1b	3	3	3	TRRUST	normalized_exact	absent_from_frozen_graph		false	22B		false	3	new_candidate	
human	RFX2	rfx2	RFX2	2	2	3	TRRUST	normalized_exact	absent_from_frozen_graph		false	22B		false	3	new_candidate	
human	SNW1	snw1	SNW1	3	3	3	TRRUST	normalized_exact	absent_from_frozen_graph		false	22B		false	3	new_candidate	
mouse	Sox18	sox18	Sox18	3	3	3	TRRUST	normalized_exact	absent_from_frozen_graph		false	22B		false	3	new_candidate	
mouse	Sox7	sox7	Sox7	3	3	3	TRRUST	normalized_exact	absent_from_frozen_graph		false	22B		false	3	new_candidate	
human	SP100	sp100	SP100	2	2	3	OmniPath_DoRothEA;TRRUST	normalized_exact	absent_from_frozen_graph		false	22B		false	3	new_candidate	
mouse	Sufu	sufu	Sufu	3	3	3	TRRUST	normalized_exact	absent_from_frozen_graph		false	22B		false	3	new_candidate	
mouse	Tlx3	tlx3	Tlx3	3	3	3	TRRUST	normalized_exact	absent_from_frozen_graph		false	22B		false	3	new_candidate	
human	TRERF1	trerf1	TRERF1	7	7	2	TRRUST	normalized_exact	absent_from_frozen_graph		false	22B		false	3	new_candidate	
human	TRIB3	trib3	TRIB3	2	2	3	TRRUST	normalized_exact	absent_from_frozen_graph		false	22B		false	3	new_candidate	
human	TSC22D3	tsc22d3	TSC22D3	5	5	2	TRRUST	normalized_exact	absent_from_frozen_graph		false	22B		false	3	new_candidate	
mouse	Ttf1	ttf1	Ttf1	1	1	3	TRRUST	normalized_exact	absent_from_frozen_graph		false	22B		false	3	new_candidate	
mouse	Vsx2	vsx2	Vsx2	3	3	3	TRRUST	normalized_exact	absent_from_frozen_graph		false	22B		false	3	new_candidate	
mouse	Zfp385a	zfp385a	Zfp385a	3	3	3	TRRUST	normalized_exact	absent_from_frozen_graph		false	22B		false	3	new_candidate	
mouse	Zfp423	zfp423	Zfp423	4	4	2	TRRUST	normalized_exact	absent_from_frozen_graph		false	22B		false	3	new_candidate	
mouse	Zfpm2	zfpm2	Zfpm2	3	3	3	TRRUST	normalized_exact	absent_from_frozen_graph		false	22B		false	3	new_candidate	
human	ARID1A	arid1a	ARID1A	3	3	2	TRRUST	normalized_exact	absent_from_frozen_graph		false	22B		false	2	new_candidate	
human	ATF7	atf7	ATF7	2	2	2	TRRUST	normalized_exact	absent_from_frozen_graph		false	22B		false	2	new_candidate	
human	BHLHE41	bhlhe41	BHLHE41	2	2	2	TRRUST	normalized_exact	absent_from_frozen_graph		false	22B		false	2	new_candidate	
human	BRIP1	brip1	BRIP1	2	2	2	TRRUST	normalized_exact	absent_from_frozen_graph		false	22B		false	2	new_candidate	
human	CBX7	cbx7	CBX7	2	2	2	TRRUST	normalized_exact	absent_from_frozen_graph		false	22B		false	2	new_candidate	
mouse	Creb3l3	creb3l3	Creb3l3	2	2	2	TRRUST	normalized_exact	absent_from_frozen_graph		false	22B		false	2	new_candidate	
mouse	Dnmt3b	dnmt3b	Dnmt3b	3	3	2	TRRUST	normalized_exact	absent_from_frozen_graph		false	22B		false	2	new_candidate	
mouse	Dot1l	dot1l	Dot1l	1	1	2	TRRUST	normalized_exact	absent_from_frozen_graph		false	22B		false	2	new_candidate	
mouse	Elf5	elf5	Elf5	2	2	2	TRRUST	normalized_exact	absent_from_frozen_graph		false	22B		false	2	new_candidate	
mouse	Emx2	emx2	Emx2	2	2	2	TRRUST	normalized_exact	absent_from_frozen_graph		false	22B		false	2	new_candidate	
mouse	F8VPV3	f8vpv3	F8VPV3	2	2	2	OmniPath_DoRothEA	normalized_exact	absent_from_frozen_graph		false	22B		false	2	new_candidate	
mouse	Foxd1	foxd1	Foxd1	2	2	2	TRRUST	normalized_exact	absent_from_frozen_graph		false	22B		false	2	new_candidate	
human	FOXK2	foxk2	FOXK2	2	2	2	TRRUST	normalized_exact	absent_from_frozen_graph		false	22B		false	2	new_candidate	
mouse	Gcgr	gcgr	Gcgr	2	2	2	TRRUST	normalized_exact	absent_from_frozen_graph		false	22B		false	2	new_candidate	
mouse	Gtf2ird1	gtf2ird1	Gtf2ird1	6	6	1	TRRUST	normalized_exact	absent_from_frozen_graph		false	22B		false	2	new_candidate	
mouse	Hcls1	hcls1	Hcls1	2	2	2	TRRUST	normalized_exact	absent_from_frozen_graph		false	22B		false	2	new_candidate	
mouse	Hes7	hes7	Hes7	2	2	2	TRRUST	normalized_exact	absent_from_frozen_graph		false	22B		false	2	new_candidate	
human	HMGN1	hmgn1	HMGN1	3	3	2	TRRUST	normalized_exact	absent_from_frozen_graph		false	22B		false	2	new_candidate	
human	HOPX	hopx	HOPX	3	3	2	TRRUST	normalized_exact	absent_from_frozen_graph		false	22B		false	2	new_candidate	
mouse	Hoxb2	hoxb2	Hoxb2	2	2	2	TRRUST	normalized_exact	absent_from_frozen_graph		false	22B		false	2	new_candidate	
mouse	Ikzf2	ikzf2	Ikzf2	2	2	2	TRRUST	normalized_exact	absent_from_frozen_graph		false	22B		false	2	new_candidate	
mouse	Ikzf3	ikzf3	Ikzf3	2	2	2	TRRUST	normalized_exact	absent_from_frozen_graph		false	22B		false	2	new_candidate	
human	KAT6A	kat6a	KAT6A	1	1	2	TRRUST	normalized_exact	absent_from_frozen_graph		false	22B		false	2	new_candidate	
human	KDM2A	kdm2a	KDM2A	3	3	2	TRRUST	normalized_exact	absent_from_frozen_graph		false	22B		false	2	new_candidate	
human	L3MBTL1	l3mbtl1	L3MBTL1	2	2	2	TRRUST	normalized_exact	absent_from_frozen_graph		false	22B		false	2	new_candidate	
mouse	Lbx1	lbx1	Lbx1	3	3	2	TRRUST	normalized_exact	absent_from_frozen_graph		false	22B		false	2	new_candidate	
human	LRRFIP1	lrrfip1	LRRFIP1	2	2	2	TRRUST	normalized_exact	absent_from_frozen_graph		false	22B		false	2	new_candidate	
human	MAML1	maml1	MAML1	3	3	2	TRRUST	normalized_exact	absent_from_frozen_graph		false	22B		false	2	new_candidate	
mouse	Mkx	mkx	Mkx	3	3	2	TRRUST	normalized_exact	absent_from_frozen_graph		false	22B		false	2	new_candidate	
mouse	Mtf2	mtf2	Mtf2	2	2	2	TRRUST	normalized_exact	absent_from_frozen_graph		false	22B		false	2	new_candidate	
human	NELFB	nelfb	NELFB	2	2	2	TRRUST	normalized_exact	absent_from_frozen_graph		false	22B		false	2	new_candidate	
mouse	Neurod6	neurod6	Neurod6	2	2	2	TRRUST	normalized_exact	absent_from_frozen_graph		false	22B		false	2	new_candidate	
mouse	Neurog1	neurog1	Neurog1	2	2	2	TRRUST	normalized_exact	absent_from_frozen_graph		false	22B		false	2	new_candidate	
mouse	Nkx3-2	nkx3-2	Nkx3-2	2	2	2	TRRUST	normalized_exact	absent_from_frozen_graph		false	22B		false	2	new_candidate	
mouse	Nr2c1	nr2c1	Nr2c1	2	2	2	TRRUST	normalized_exact	absent_from_frozen_graph		false	22B		false	2	new_candidate	
mouse	Pax9	pax9	Pax9	2	2	2	TRRUST	normalized_exact	absent_from_frozen_graph		false	22B		false	2	new_candidate	
mouse	Pelp1	pelp1	Pelp1	5	5	1	TRRUST	normalized_exact	absent_from_frozen_graph		false	22B		false	2	new_candidate	
human	PHB2	phb2	PHB2	2	2	2	TRRUST	normalized_exact	absent_from_frozen_graph		false	22B		false	2	new_candidate	
human	PLAGL1	plagl1	PLAGL1	3	3	2	OmniPath_DoRothEA;TRRUST	normalized_exact	absent_from_frozen_graph		false	22B		false	2	new_candidate	
mouse	Prdm16	prdm16	Prdm16	2	2	2	TRRUST	normalized_exact	absent_from_frozen_graph		false	22B		false	2	new_candidate	
human	PREB	preb	PREB	2	2	2	TRRUST	normalized_exact	absent_from_frozen_graph		false	22B		false	2	new_candidate	
mouse	Prop1	prop1	Prop1	2	2	2	TRRUST	normalized_exact	absent_from_frozen_graph		false	22B		false	2	new_candidate	
mouse	Prrx2	prrx2	Prrx2	2	2	2	TRRUST	normalized_exact	absent_from_frozen_graph		false	22B		false	2	new_candidate	
human	RFWD2	rfwd2	RFWD2	3	3	2	TRRUST	normalized_exact	absent_from_frozen_graph		false	22B		false	2	new_candidate	
mouse	Sall2	sall2	Sall2	3	3	2	TRRUST	normalized_exact	absent_from_frozen_graph		false	22B		false	2	new_candidate	
human	SALL3	sall3	SALL3	2	2	2	TRRUST	normalized_exact	absent_from_frozen_graph		false	22B		false	2	new_candidate	
human	SIRT2	sirt2	SIRT2	3	3	2	TRRUST	normalized_exact	absent_from_frozen_graph		false	22B		false	2	new_candidate	
mouse	Smad9	smad9	Smad9	2	2	2	TRRUST	normalized_exact	absent_from_frozen_graph		false	22B		false	2	new_candidate	
mouse	Smarcc1	smarcc1	Smarcc1	2	2	2	TRRUST	normalized_exact	absent_from_frozen_graph		false	22B		false	2	new_candidate	
human	SNIP1	snip1	SNIP1	2	2	2	TRRUST	normalized_exact	absent_from_frozen_graph		false	22B		false	2	new_candidate	
mouse	Sox15	sox15	Sox15	2	2	2	TRRUST	normalized_exact	absent_from_frozen_graph		false	22B		false	2	new_candidate	
human	SRCAP	srcap	SRCAP	2	2	2	TRRUST	normalized_exact	absent_from_frozen_graph		false	22B		false	2	new_candidate	
human	SRSF1	srsf1	SRSF1	2	2	2	TRRUST	normalized_exact	absent_from_frozen_graph		false	22B		false	2	new_candidate	
mouse	Syt1	syt1	Syt1	2	2	2	TRRUST	normalized_exact	absent_from_frozen_graph		false	22B		false	2	new_candidate	
human	TAF4	taf4	TAF4	2	2	2	TRRUST	normalized_exact	absent_from_frozen_graph		false	22B		false	2	new_candidate	
mouse	Tardbp	tardbp	Tardbp	2	2	2	TRRUST	normalized_exact	absent_from_frozen_graph		false	22B		false	2	new_candidate	
human	TFDP3	tfdp3	TFDP3	2	2	2	TRRUST	normalized_exact	absent_from_frozen_graph		false	22B		false	2	new_candidate	
mouse	Tfe3	tfe3	Tfe3	2	2	2	TRRUST	normalized_exact	absent_from_frozen_graph		false	22B		false	2	new_candidate	
human	TGIF1	tgif1	TGIF1	2	2	2	TRRUST	normalized_exact	absent_from_frozen_graph		false	22B		false	2	new_candidate	
mouse	Tle2	tle2	Tle2	4	4	1	TRRUST	normalized_exact	absent_from_frozen_graph		false	22B		false	2	new_candidate	
human	TP53BP1	tp53bp1	TP53BP1	2	2	2	TRRUST	normalized_exact	absent_from_frozen_graph		false	22B		false	2	new_candidate	
mouse	Trim13	trim13	Trim13	2	2	2	TRRUST	normalized_exact	absent_from_frozen_graph		false	22B		false	2	new_candidate	
human	TRIM16	trim16	TRIM16	3	3	2	TRRUST	normalized_exact	absent_from_frozen_graph		false	22B		false	2	new_candidate	
human	UPF1	upf1	UPF1	2	2	2	TRRUST	normalized_exact	absent_from_frozen_graph		false	22B		false	2	new_candidate	
human	WHSC1	whsc1	WHSC1	2	2	2	TRRUST	normalized_exact	absent_from_frozen_graph		false	22B		false	2	new_candidate	
mouse	Zfp143	zfp143	Zfp143	2	2	2	TRRUST	normalized_exact	absent_from_frozen_graph		false	22B		false	2	new_candidate	
mouse	Zfp513	zfp513	Zfp513	4	4	1	TRRUST	normalized_exact	absent_from_frozen_graph		false	22B		false	2	new_candidate	
human	ZNF267	znf267	ZNF267	2	2	2	OmniPath_DoRothEA;TRRUST	normalized_exact	absent_from_frozen_graph		false	22B		false	2	new_candidate	
human	ZNF300	znf300	ZNF300	5	5	1	TRRUST	normalized_exact	absent_from_frozen_graph		false	22B		false	2	new_candidate	
human	ZNF76	znf76	ZNF76	3	3	2	TRRUST	normalized_exact	absent_from_frozen_graph		false	22B		false	2	new_candidate	
human	ZNRD1	znrd1	ZNRD1	2	2	2	TRRUST	normalized_exact	absent_from_frozen_graph		false	22B		false	2	new_candidate	
mouse	Zscan10	zscan10	Zscan10	3	3	2	TRRUST	normalized_exact	absent_from_frozen_graph		false	22B		false	2	new_candidate	
mouse	Aebp2	aebp2	Aebp2	2	2	1	TRRUST	normalized_exact	absent_from_frozen_graph		false	22B		false	1	new_candidate	
mouse	Alx4	alx4	Alx4	1	1	1	TRRUST	normalized_exact	absent_from_frozen_graph		false	22B		false	1	new_candidate	
human	ARID1B	arid1b	ARID1B	1	1	1	TRRUST	normalized_exact	absent_from_frozen_graph		false	22B		false	1	new_candidate	
mouse	Arid3b	arid3b	Arid3b	1	1	1	TRRUST	normalized_exact	absent_from_frozen_graph		false	22B		false	1	new_candidate	
mouse	Arid5b	arid5b	Arid5b	1	1	1	TRRUST	normalized_exact	absent_from_frozen_graph		false	22B		false	1	new_candidate	
mouse	Arl6ip5	arl6ip5	Arl6ip5	2	2	1	TRRUST	normalized_exact	absent_from_frozen_graph		false	22B		false	1	new_candidate	
human	ATRX	atrx	ATRX	2	2	1	TRRUST	normalized_exact	absent_from_frozen_graph		false	22B		false	1	new_candidate	
human	BARD1	bard1	BARD1	1	1	1	TRRUST	normalized_exact	absent_from_frozen_graph		false	22B		false	1	new_candidate	
mouse	Batf2	batf2	Batf2	3	3	1	TRRUST	normalized_exact	absent_from_frozen_graph		false	22B		false	1	new_candidate	
mouse	Batf3	batf3	Batf3	1	1	1	TRRUST	normalized_exact	absent_from_frozen_graph		false	22B		false	1	new_candidate	
mouse	Bcl6b	bcl6b	Bcl6b	1	1	1	TRRUST	normalized_exact	absent_from_frozen_graph		false	22B		false	1	new_candidate	
human	BDP1	bdp1	BDP1	3	3	1	TRRUST	normalized_exact	absent_from_frozen_graph		false	22B		false	1	new_candidate	
human	BIN1	bin1	BIN1	1	1	1	TRRUST	normalized_exact	absent_from_frozen_graph		false	22B		false	1	new_candidate	
human	BPTF	bptf	BPTF	1	1	1	TRRUST	normalized_exact	absent_from_frozen_graph		false	22B		false	1	new_candidate	
human	BRPF1	brpf1	BRPF1	2	2	1	TRRUST	normalized_exact	absent_from_frozen_graph		false	22B		false	1	new_candidate	
mouse	Bub3	bub3	Bub3	1	1	1	TRRUST	normalized_exact	absent_from_frozen_graph		false	22B		false	1	new_candidate	
mouse	Cbx6	cbx6	Cbx6	1	1	1	TRRUST	normalized_exact	absent_from_frozen_graph		false	22B		false	1	new_candidate	
human	CBX8	cbx8	CBX8	1	1	1	TRRUST	normalized_exact	absent_from_frozen_graph		false	22B		false	1	new_candidate	
human	CDC5L	cdc5l	CDC5L	1	1	1	TRRUST	normalized_exact	absent_from_frozen_graph		false	22B		false	1	new_candidate	
human	CDCA7L	cdca7l	CDCA7L	1	1	1	TRRUST	normalized_exact	absent_from_frozen_graph		false	22B		false	1	new_candidate	
mouse	Cdx4	cdx4	Cdx4	1	1	1	TRRUST	normalized_exact	absent_from_frozen_graph		false	22B		false	1	new_candidate	
mouse	Chd1	chd1	Chd1	1	1	1	TRRUST	normalized_exact	absent_from_frozen_graph		false	22B		false	1	new_candidate	
human	CNBP	cnbp	CNBP	1	1	1	TRRUST	normalized_exact	absent_from_frozen_graph		false	22B		false	1	new_candidate	
mouse	Cnot3	cnot3	Cnot3	2	2	1	TRRUST	normalized_exact	absent_from_frozen_graph		false	22B		false	1	new_candidate	
human	CNOT8	cnot8	CNOT8	2	2	1	TRRUST	normalized_exact	absent_from_frozen_graph		false	22B		false	1	new_candidate	
human	CRABP2	crabp2	CRABP2	1	1	1	TRRUST	normalized_exact	absent_from_frozen_graph		false	22B		false	1	new_candidate	
mouse	Crebzf	crebzf	Crebzf	1	1	1	TRRUST	normalized_exact	absent_from_frozen_graph		false	22B		false	1	new_candidate	
human	CREG1	creg1	CREG1	1	1	1	TRRUST	normalized_exact	absent_from_frozen_graph		false	22B		false	1	new_candidate	
mouse	Cry1	cry1	Cry1	1	1	1	TRRUST	normalized_exact	absent_from_frozen_graph		false	22B		false	1	new_candidate	
mouse	Csf1	csf1	Csf1	1	1	1	TRRUST	normalized_exact	absent_from_frozen_graph		false	22B		false	1	new_candidate	
mouse	Ctr9	ctr9	Ctr9	1	1	1	TRRUST	normalized_exact	absent_from_frozen_graph		false	22B		false	1	new_candidate	
mouse	Cux2	cux2	Cux2	1	1	1	TRRUST	normalized_exact	absent_from_frozen_graph		false	22B		false	1	new_candidate	
mouse	D3YU76	d3yu76	D3YU76	1	1	1	OmniPath_DoRothEA	normalized_exact	absent_from_frozen_graph		false	22B		false	1	new_candidate	
mouse	Dab2	dab2	Dab2	1	1	1	TRRUST	normalized_exact	absent_from_frozen_graph		false	22B		false	1	new_candidate	
mouse	Dach2	dach2	Dach2	1	1	1	TRRUST	normalized_exact	absent_from_frozen_graph		false	22B		false	1	new_candidate	
human	DDB1	ddb1	DDB1	1	1	1	TRRUST	normalized_exact	absent_from_frozen_graph		false	22B		false	1	new_candidate	
mouse	Ddx54	ddx54	Ddx54	1	1	1	TRRUST	normalized_exact	absent_from_frozen_graph		false	22B		false	1	new_candidate	
mouse	Ddx58	ddx58	Ddx58	1	1	1	TRRUST	normalized_exact	absent_from_frozen_graph		false	22B		false	1	new_candidate	
human	DEDD	dedd	DEDD	2	2	1	TRRUST	normalized_exact	absent_from_frozen_graph		false	22B		false	1	new_candidate	
human	DENND4A	dennd4a	DENND4A	1	1	1	TRRUST	normalized_exact	absent_from_frozen_graph		false	22B		false	1	new_candidate	
mouse	Dlx1	dlx1	Dlx1	1	1	1	TRRUST	normalized_exact	absent_from_frozen_graph		false	22B		false	1	new_candidate	
human	DLX4	dlx4	DLX4	1	1	1	TRRUST	normalized_exact	absent_from_frozen_graph		false	22B		false	1	new_candidate	
mouse	Dmbx1	dmbx1	Dmbx1	3	3	1	TRRUST	normalized_exact	absent_from_frozen_graph		false	22B		false	1	new_candidate	
mouse	Dmrt1	dmrt1	Dmrt1	1	1	1	TRRUST	normalized_exact	absent_from_frozen_graph		false	22B		false	1	new_candidate	
mouse	Dmrt2	dmrt2	Dmrt2	1	1	1	TRRUST	normalized_exact	absent_from_frozen_graph		false	22B		false	1	new_candidate	
mouse	Dnajc2	dnajc2	Dnajc2	1	1	1	TRRUST	normalized_exact	absent_from_frozen_graph		false	22B		false	1	new_candidate	
human	DNMT3L	dnmt3l	DNMT3L	1	1	1	TRRUST	normalized_exact	absent_from_frozen_graph		false	22B		false	1	new_candidate	
human	DRAP1	drap1	DRAP1	1	1	1	TRRUST	normalized_exact	absent_from_frozen_graph		false	22B		false	1	new_candidate	
mouse	Dtx1	dtx1	Dtx1	1	1	1	TRRUST	normalized_exact	absent_from_frozen_graph		false	22B		false	1	new_candidate	
human	DUX4	dux4	DUX4	1	1	1	TRRUST	normalized_exact	absent_from_frozen_graph		false	22B		false	1	new_candidate	
human	EAF1	eaf1	EAF1	1	1	1	TRRUST	normalized_exact	absent_from_frozen_graph		false	22B		false	1	new_candidate	
human	EBF3	ebf3	EBF3	1	1	1	TRRUST	normalized_exact	absent_from_frozen_graph		false	22B		false	1	new_candidate	
human	ECD	ecd	ECD	1	1	1	TRRUST	normalized_exact	absent_from_frozen_graph		false	22B		false	1	new_candidate	
human	EED	eed	EED	1	1	1	TRRUST	normalized_exact	absent_from_frozen_graph		false	22B		false	1	new_candidate	
mouse	Ehmt1	ehmt1	Ehmt1	1	1	1	TRRUST	normalized_exact	absent_from_frozen_graph		false	22B		false	1	new_candidate	
mouse	Ell3	ell3	Ell3	3	3	1	TRRUST	normalized_exact	absent_from_frozen_graph		false	22B		false	1	new_candidate	
mouse	Elp2	elp2	Elp2	1	1	1	TRRUST	normalized_exact	absent_from_frozen_graph		false	22B		false	1	new_candidate	
mouse	Elp3	elp3	Elp3	1	1	1	TRRUST	normalized_exact	absent_from_frozen_graph		false	22B		false	1	new_candidate	
mouse	En2	en2	En2	1	1	1	TRRUST	normalized_exact	absent_from_frozen_graph		false	22B		false	1	new_candidate	
mouse	Epc1	epc1	Epc1	1	1	1	TRRUST	normalized_exact	absent_from_frozen_graph		false	22B		false	1	new_candidate	
human	ETV7	etv7	ETV7	3	3	1	TRRUST	normalized_exact	absent_from_frozen_graph		false	22B		false	1	new_candidate	
human	EVX1	evx1	EVX1	1	1	1	TRRUST	normalized_exact	absent_from_frozen_graph		false	22B		false	1	new_candidate	
mouse	Eya1	eya1	Eya1	1	1	1	TRRUST	normalized_exact	absent_from_frozen_graph		false	22B		false	1	new_candidate	
mouse	Eya2	eya2	Eya2	1	1	1	TRRUST	normalized_exact	absent_from_frozen_graph		false	22B		false	1	new_candidate	
mouse	Ezh1	ezh1	Ezh1	1	1	1	TRRUST	normalized_exact	absent_from_frozen_graph		false	22B		false	1	new_candidate	
human	FIGLA	figla	FIGLA	1	1	1	TRRUST	normalized_exact	absent_from_frozen_graph		false	22B		false	1	new_candidate	
mouse	Fmr1	fmr1	Fmr1	1	1	1	TRRUST	normalized_exact	absent_from_frozen_graph		false	22B		false	1	new_candidate	
mouse	Foxj3	foxj3	Foxj3	1	1	1	TRRUST	normalized_exact	absent_from_frozen_graph		false	22B		false	1	new_candidate	
human	FUBP3	fubp3	FUBP3	1	1	1	TRRUST	normalized_exact	absent_from_frozen_graph		false	22B		false	1	new_candidate	
human	GABPB2	gabpb2	GABPB2	1	1	1	TRRUST	normalized_exact	absent_from_frozen_graph		false	22B		false	1	new_candidate	
human	GATA5	gata5	GATA5	1	1	1	TRRUST	normalized_exact	absent_from_frozen_graph		false	22B		false	1	new_candidate	
mouse	Gcfc2	gcfc2	Gcfc2	1	1	1	TRRUST	normalized_exact	absent_from_frozen_graph		false	22B		false	1	new_candidate	
mouse	Glis2	glis2	Glis2	1	1	1	TRRUST	normalized_exact	absent_from_frozen_graph		false	22B		false	1	new_candidate	
human	GRHL1	grhl1	GRHL1	1	1	1	TRRUST	normalized_exact	absent_from_frozen_graph		false	22B		false	1	new_candidate	
mouse	Grin1	grin1	Grin1	1	1	1	TRRUST	normalized_exact	absent_from_frozen_graph		false	22B		false	1	new_candidate	
mouse	Gsx2	gsx2	Gsx2	1	1	1	TRRUST	normalized_exact	absent_from_frozen_graph		false	22B		false	1	new_candidate	
mouse	Gtf2a2	gtf2a2	Gtf2a2	1	1	1	TRRUST	normalized_exact	absent_from_frozen_graph		false	22B		false	1	new_candidate	
human	GTF2F1	gtf2f1	GTF2F1	1	1	1	TRRUST	normalized_exact	absent_from_frozen_graph		false	22B		false	1	new_candidate	
mouse	Gtf2h1	gtf2h1	Gtf2h1	1	1	1	TRRUST	normalized_exact	absent_from_frozen_graph		false	22B		false	1	new_candidate	
human	HAX1	hax1	HAX1	1	1	1	TRRUST	normalized_exact	absent_from_frozen_graph		false	22B		false	1	new_candidate	
human	HDAC10	hdac10	HDAC10	1	1	1	TRRUST	normalized_exact	absent_from_frozen_graph		false	22B		false	1	new_candidate	
human	HIF3A	hif3a	HIF3A	2	2	1	TRRUST	normalized_exact	absent_from_frozen_graph		false	22B		false	1	new_candidate	
human	HINFP	hinfp	HINFP	1	1	1	TRRUST	normalized_exact	absent_from_frozen_graph		false	22B		false	1	new_candidate	
human	HIRA	hira	HIRA	1	1	1	TRRUST	normalized_exact	absent_from_frozen_graph		false	22B		false	1	new_candidate	
human	HMG20B	hmg20b	HMG20B	1	1	1	TRRUST	normalized_exact	absent_from_frozen_graph		false	22B		false	1	new_candidate	
mouse	Hmgn3	hmgn3	Hmgn3	1	1	1	TRRUST	normalized_exact	absent_from_frozen_graph		false	22B		false	1	new_candidate	
mouse	Hnrnpk	hnrnpk	Hnrnpk	1	1	1	TRRUST	normalized_exact	absent_from_frozen_graph		false	22B		false	1	new_candidate	
human	HNRNPR	hnrnpr	HNRNPR	1	1	1	TRRUST	normalized_exact	absent_from_frozen_graph		false	22B		false	1	new_candidate	
mouse	Hoxa3	hoxa3	Hoxa3	1	1	1	TRRUST	normalized_exact	absent_from_frozen_graph		false	22B		false	1	new_candidate	
mouse	Hoxb3	hoxb3	Hoxb3	1	1	1	TRRUST	normalized_exact	absent_from_frozen_graph		false	22B		false	1	new_candidate	
mouse	Hoxb5	hoxb5	Hoxb5	1	1	1	TRRUST	normalized_exact	absent_from_frozen_graph		false	22B		false	1	new_candidate	
mouse	Hoxb8	hoxb8	Hoxb8	3	3	1	TRRUST	normalized_exact	absent_from_frozen_graph		false	22B		false	1	new_candidate	
human	HOXC10	hoxc10	HOXC10	1	1	1	TRRUST	normalized_exact	absent_from_frozen_graph		false	22B		false	1	new_candidate	
human	HOXC9	hoxc9	HOXC9	1	1	1	TRRUST	normalized_exact	absent_from_frozen_graph		false	22B		false	1	new_candidate	
human	HOXD1	hoxd1	HOXD1	1	1	1	TRRUST	normalized_exact	absent_from_frozen_graph		false	22B		false	1	new_candidate	
human	HOXD9	hoxd9	HOXD9	1	1	1	TRRUST	normalized_exact	absent_from_frozen_graph		false	22B		false	1	new_candidate	
mouse	Hspb1	hspb1	Hspb1	1	1	1	TRRUST	normalized_exact	absent_from_frozen_graph		false	22B		false	1	new_candidate	
