node_id	canonical_name	node_type	node_subtype	gene_symbol	organism_scope	compartment	notes
NODE13588	Uts2	ligand		Uts2			modules=20B; pathways=module20a_frozen_ligand_receptor; label_variants=Uts2; exportable_edge_count=1
NODE13589	Uts2b	ligand		Uts2b			modules=20B; pathways=module20a_frozen_ligand_receptor; label_variants=Uts2b; exportable_edge_count=2
NODE13590	Uts2r	receptor		Uts2r			modules=20B; pathways=module20a_frozen_ligand_receptor; label_variants=Uts2r; exportable_edge_count=2
NODE13591	VASN-TGFB1 binding -> reduced TGFBR signaling -> lower pSMAD2 and vascular remodeling	signaling_effector					modules=22B; pathways=cell_state_program; label_variants=VASN-TGFB1 binding -> reduced TGFBR signaling -> lower pSMAD2 and vascular remodeling; exportable_edge_count=1
NODE13592	VCAM1 -> activated alpha4beta7 -> rolling/adhesion and eosinophil survival	signaling_effector					modules=22B; pathways=phenotype; label_variants=VCAM1 -> activated alpha4beta7 -> rolling/adhesion and eosinophil survival; exportable_edge_count=1
NODE13593	VCAM1 -> alpha4beta1 -> endothelial tethering and firm leukocyte adhesion	signaling_effector					modules=22B; pathways=phenotype; label_variants=VCAM1 -> alpha4beta1 -> endothelial tethering and firm leukocyte adhesion; exportable_edge_count=1
NODE13594	VCAM1 -> alpha9beta1 -> endothelial adhesion and transendothelial neutrophil migration	signaling_effector					modules=22B; pathways=phenotype; label_variants=VCAM1 -> alpha9beta1 -> endothelial adhesion and transendothelial neutrophil migration; exportable_edge_count=1
NODE13595	VCAM1-alpha4beta1 adhesion is a separate integrin-ligand branch from VCAN-ITGA4	signaling_effector					modules=22B; pathways=phenotype; label_variants=VCAM1-alpha4beta1 adhesion is a separate integrin-ligand branch from VCAN-ITGA4; exportable_edge_count=1
NODE13596	VCAN C-terminal/G3 -> beta1-integrin -> FAK -> glioma adhesion and apoptosis resistance	signaling_effector					modules=22B; pathways=phenotype; label_variants=VCAN C-terminal/G3 -> beta1-integrin -> FAK -> glioma adhesion and apoptosis resistance; exportable_edge_count=1
NODE13597	VCAN chondroitin-sulfate/dermatan-sulfate chain -> P-selectin carbohydrate-binding and leukocyte-adhesion presentation	signaling_effector					modules=22B; pathways=phenotype; label_variants=VCAN chondroitin-sulfate/dermatan-sulfate chain -> P-selectin carbohydrate-binding and leukocyte-adhesion presentation; exportable_edge_count=1
NODE13598	VCAN-G3	signaling_effector					modules=23B; pathways=VCAN C-terminal G3-beta1 integrin; label_variants=VCAN-G3; exportable_edge_count=1
NODE13599	VCAN/versican G3 or ADAMTS1-processed VCAN V1	signaling_effector					modules=23B; pathways=VCAN-domain/ADAMTS1-EGFR transactivation ERK invasion; label_variants=VCAN/versican G3 or ADAMTS1-processed VCAN V1; exportable_edge_count=2
NODE13600	VCAN/versican-associated matrix	ligand					modules=23B; pathways=VCAN-TLR2/TLR6-CD14-MyD88-RelB inflammatory program; label_variants=VCAN/versican-associated matrix; exportable_edge_count=3
NODE13601	VCL/vinculin-associated adhesome	signaling_effector					modules=23B; pathways=alphaVbeta5-zyxin-vinculin adhesome organization; label_variants=VCL/vinculin-associated adhesome; exportable_edge_count=1
NODE13602	VDR	transcription_factor		VDR			modules=22B; pathways=target_gene; label_variants=VDR; exportable_edge_count=1
NODE13603	VEGF-EGFR transactivation	signaling_effector					modules=21B; pathways=VEGF-EGFR-NSC-SCI; label_variants=VEGF-EGFR transactivation; exportable_edge_count=2
NODE13604	VEGF165 -> CD44v6/VEGFR2 co-receptor context -> VEGFR2 signaling and migration/sprouting outputs	signaling_effector					modules=22B; pathways=phenotype; label_variants=VEGF165 -> CD44v6/VEGFR2 co-receptor context -> VEGFR2 signaling and migration/sprouting outputs; exportable_edge_count=1
NODE13605	VEGFA -> alpha9beta1 plus VEGFR2 -> endothelial adhesion/migration and angiogenesis	signaling_effector					modules=22B; pathways=phenotype; label_variants=VEGFA -> alpha9beta1 plus VEGFR2 -> endothelial adhesion/migration and angiogenesis; exportable_edge_count=1
NODE13606	VEGFA -> alpha9beta1/ITGB1 plus VEGFR2 -> endothelial adhesion, migration and angiogenesis	signaling_effector					modules=22B; pathways=phenotype; label_variants=VEGFA -> alpha9beta1/ITGB1 plus VEGFR2 -> endothelial adhesion, migration and angiogenesis; exportable_edge_count=1
NODE13607	VEGFA165 heparin-binding domain -> alphaVbeta3/VEGFR2 D1 -> KDR, ITGB3 and ERK signaling -> endothelial proliferation	signaling_effector					modules=22B; pathways=phenotype; label_variants=VEGFA165 heparin-binding domain -> alphaVbeta3/VEGFR2 D1 -> KDR, ITGB3 and ERK signaling -> endothelial proliferation; exportable_edge_count=1
NODE13608	VEGFA165-HBD	signaling_effector					modules=23B; pathways=VEGF165 HBD-alphaVbeta3; label_variants=VEGFA165-HBD; exportable_edge_count=1
NODE13609	VEGFA165-HBD -> alphaVbeta3 -> VEGFR2/FAK/ERK1/2 and endothelial migration/angiogenic signaling; terminal TF not measured	signaling_effector					modules=22B; pathways=phenotype; label_variants=VEGFA165-HBD -> alphaVbeta3 -> VEGFR2/FAK/ERK1/2 and endothelial migration/angiogenic signaling; terminal TF not measured; exportable_edge_count=1
NODE13610	VEGFA165/121 -> NRP1 -> VEGFR2-associated receptor complex -> ERK/AKT and endothelial migration/sprouting or neuronal patterning	signaling_effector					modules=22B; pathways=phenotype; label_variants=VEGFA165/121 -> NRP1 -> VEGFR2-associated receptor complex -> ERK/AKT and endothelial migration/sprouting or neuronal patterning; exportable_edge_count=1
NODE13611	VEGFC -> alpha9beta1 -> Erk1/2/paxillin and adhesion/migration; VEGFR3 co-expression is a separate cooperating branch	signaling_effector					modules=22B; pathways=phenotype; label_variants=VEGFC -> alpha9beta1 -> Erk1/2/paxillin and adhesion/migration; VEGFR3 co-expression is a separate cooperating branch; exportable_edge_count=1
NODE13612	VEGFC -> alpha9beta1 -> Erk1/2/paxillin and adhesion/migration; VEGFR3 cooperation remains distinct	signaling_effector					modules=22B; pathways=phenotype; label_variants=VEGFC -> alpha9beta1 -> Erk1/2/paxillin and adhesion/migration; VEGFR3 cooperation remains distinct; exportable_edge_count=1
NODE13613	VEGFR2 receptor complex	signaling_effector					modules=21B; pathways=VEGF-RTK-PI3K-AKT;VEGF-RTK-PLC-ERK; label_variants=VEGFR2 receptor complex; exportable_edge_count=2
NODE13614	VIP -> VIPR2/VPAC2 -> Gs/Gi-linked cAMP and growth/migration responses	signaling_effector					modules=22B; pathways=phenotype; label_variants=VIP -> VIPR2/VPAC2 -> Gs/Gi-linked cAMP and growth/migration responses; exportable_edge_count=1
NODE13615	VPAC1-cAMP/ERK context	signaling_effector					modules=23B; pathways=PACAP VPAC1 signaling; label_variants=VPAC1-cAMP/ERK context; exportable_edge_count=1
NODE13616	VPAC2-PKA/ERK neuronal function	signaling_effector					modules=23B; pathways=PACAP VPAC2 output; label_variants=VPAC2-PKA/ERK neuronal function; exportable_edge_count=1
NODE13617	VTN -> alpha-v-beta-6-dependent adhesion/migration -> PKC-sensitive motility output	signaling_effector					modules=22B; pathways=phenotype; label_variants=VTN -> alpha-v-beta-6-dependent adhesion/migration -> PKC-sensitive motility output; exportable_edge_count=1
NODE13618	VTN RGD	ligand					modules=23B; pathways=VTN-alpha8beta1 adhesion;VTN-alphaVbeta3 adhesion; label_variants=VTN RGD; exportable_edge_count=2
NODE13619	VTN altered-conformation domain	ligand					modules=23B; pathways=VTN alphaIIbbeta3 adhesion; label_variants=VTN altered-conformation domain; exportable_edge_count=1
NODE13620	VTN/vitronectin	signaling_effector					modules=23B; pathways=VTN-uPAR-integrin adhesion and migration; label_variants=VTN/vitronectin; exportable_edge_count=2
NODE13621	VWF -> GPIb-IX-V complex -> PLC/PKC/Ca2+ and ADAP-dependent alphaIIbbeta3 activation -> platelet adhesion/aggregation	signaling_effector					modules=22B; pathways=phenotype; label_variants=VWF -> GPIb-IX-V complex -> PLC/PKC/Ca2+ and ADAP-dependent alphaIIbbeta3 activation -> platelet adhesion/aggregation; exportable_edge_count=1
NODE13622	VWF -> SELP/P-selectin -> endothelial VWF-string anchoring and ADAMTS13-accessible hemostatic surface	signaling_effector					modules=22B; pathways=phenotype; label_variants=VWF -> SELP/P-selectin -> endothelial VWF-string anchoring and ADAMTS13-accessible hemostatic surface; exportable_edge_count=1
NODE13623	VWF A1-domain -> OPG/TNFRSF11B complex in Weibel-Palade bodies/plasma -> modulation of VWF platelet-adhesion context	signaling_effector					modules=22B; pathways=phenotype; label_variants=VWF A1-domain -> OPG/TNFRSF11B complex in Weibel-Palade bodies/plasma -> modulation of VWF platelet-adhesion context; exportable_edge_count=1
NODE13624	VWF RGD	signaling_effector					modules=23B; pathways=VWF-alphaVbeta3 adhesion; label_variants=VWF RGD; exportable_edge_count=1
NODE13625	VWF RGDS	ligand					modules=23B; pathways=VWF platelet binding; label_variants=VWF RGDS; exportable_edge_count=1
NODE13626	VWF/von Willebrand factor	ligand					modules=23B; pathways=VWF-P-selectin endothelial VWF-string anchoring; label_variants=VWF/von Willebrand factor; exportable_edge_count=2
NODE13627	Vasn	receptor		Vasn			modules=20B; pathways=module20a_frozen_ligand_receptor; label_variants=Vasn; exportable_edge_count=1
NODE13628	Vcam1	ligand		Vcam1			modules=20B;23B; pathways=VCAM1 -> alpha9beta1 -> endothelial adhesion and transendothelial neutrophil migration;VCAM1-alpha4beta1-VLA4-paxillin/talin-adhesion-strengthening branch;VCAM1-alpha9beta1 adhesion;VCAM1-alphaD/beta2 integrin adhesion/inflammatory branch;alpha9beta1 outside-in signaling;module20a_frozen_ligand_receptor; label_variants=VCAM1; Vcam1; exportable_edge_count=12
NODE13629	Vcan	ligand		Vcan			modules=20B;24B; pathways=VCAN-TLR2/TLR6 inflammatory relay;module20a_frozen_ligand_receptor; label_variants=VCAN; Vcan; exportable_edge_count=4
NODE13630	Vegfa	ligand		Vegfa			modules=20B;22B;23B; pathways=VEGFA -> alpha9beta1 plus VEGFR2 -> endothelial adhesion/migration and angiogenesis;VEGFA -> alpha9beta1/ITGB1 plus VEGFR2 -> endothelial adhesion, migration and angiogenesis;VEGFA-FLT1 vascular branch;VEGFA-VEGFR2-NR2B neuronal branch;module20a_frozen_ligand_receptor;target_gene; label_variants=VEGFA; Vegfa; exportable_edge_count=12
NODE13631	Vegfb	ligand		Vegfb			modules=20B; pathways=module20a_frozen_ligand_receptor; label_variants=Vegfb; exportable_edge_count=1
NODE13632	Vegfc	ligand		Vegfc			modules=20B;23B; pathways=VEGFC -> alpha9beta1 -> Erk1/2/paxillin and adhesion/migration; VEGFR3 co-expression is a separate cooperating branch;VEGFC -> alpha9beta1 -> Erk1/2/paxillin and adhesion/migration; VEGFR3 cooperation remains distinct;module20a_frozen_ligand_receptor; label_variants=VEGFC; Vegfc; exportable_edge_count=7
NODE13633	Versican CS chains -> CD44 extracellular adhesion/recognition branch	signaling_effector					modules=22B; pathways=phenotype; label_variants=Versican CS chains -> CD44 extracellular adhesion/recognition branch; exportable_edge_count=1
NODE13634	Versican CS glycoform -> SELL/L-selectin adhesion and leukocyte-trafficking branch	signaling_effector					modules=22B; pathways=phenotype; label_variants=Versican CS glycoform -> SELL/L-selectin adhesion and leukocyte-trafficking branch; exportable_edge_count=1
NODE13635	Vim	ligand		Vim			modules=20B; pathways=module20a_frozen_ligand_receptor; label_variants=Vim; exportable_edge_count=1
NODE13636	Vip	ligand		Vip			modules=20B;23B; pathways=VIP-PAC1-Gs-cAMP;module20a_frozen_ligand_receptor; label_variants=VIP; Vip; exportable_edge_count=4
NODE13637	Vipr1	receptor		Vipr1			modules=20B; pathways=module20a_frozen_ligand_receptor; label_variants=Vipr1; exportable_edge_count=2
NODE13638	Vipr2	receptor		Vipr2			modules=20B; pathways=module20a_frozen_ligand_receptor; label_variants=Vipr2; exportable_edge_count=2
NODE13639	Vldlr	receptor		Vldlr			modules=20B;23B; pathways=Dab1–Src-family–PI3K/Akt;RELN-VLDLR-DAB1 branch;Reelin lipoprotein-receptor recognition;module20a_frozen_ligand_receptor;neuronal migration/cytoskeletal function; label_variants=VLDLR; Vldlr; exportable_edge_count=5
NODE13640	Vtn	ligand		Vtn			modules=20B;23B; pathways=VTN beta3-tail relay;VTN-alphaVbeta1 function;VTN-alphaVbeta5 function;VTN-alphaVbeta8 adhesion;module20a_frozen_ligand_receptor;vitronectin-alphaIIbbeta3 platelet adhesion;vitronectin-alphaVbeta3 vascular adhesion;vitronectin-uPAR-integrin adhesion; label_variants=VTN; Vtn; exportable_edge_count=15
NODE13641	Vwf	ligand		Vwf			modules=20B;23B; pathways=GPIb-IX-V platelet function;GPIb-IX-V-Src-Syk-PLCgamma2 relay;VWF platelet arrest;VWF platelet tethering and alphaIIbbeta3 stabilization;VWF-GPIb-IX-V initial adhesion;module20a_frozen_ligand_receptor; label_variants=VWF; Vwf; exportable_edge_count=12
NODE13642	Vwf GP	ligand					modules=20B; pathways=module20a_frozen_ligand_receptor; label_variants=Vwf GP; exportable_edge_count=1
NODE13643	WNT1 -> FZD10 + LRP6 -> DVL/LRP6 phosphorylation and beta-catenin/TCF-LEF signaling -> dorsal spinal-cord proliferation/patterning	signaling_effector					modules=22B; pathways=cell_state_program; label_variants=WNT1 -> FZD10 + LRP6 -> DVL/LRP6 phosphorylation and beta-catenin/TCF-LEF signaling -> dorsal spinal-cord proliferation/patterning; exportable_edge_count=1
NODE13644	WNT1 -> FZD10 plus LRP5/6 canonical receptor context -> beta-catenin/TCF-LEF branch; LRP5-specific FZD10 complex assignment unresolved	signaling_effector					modules=22B; pathways=cell_state_program; label_variants=WNT1 -> FZD10 plus LRP5/6 canonical receptor context -> beta-catenin/TCF-LEF branch; LRP5-specific FZD10 complex assignment unresolved; exportable_edge_count=1
NODE13645	WNT1 -> FZD4 + LRP6 -> DVL/LRP6 recruitment and beta-catenin/TCF-LEF reporter activity	signaling_effector					modules=22B; pathways=cell_state_program; label_variants=WNT1 -> FZD4 + LRP6 -> DVL/LRP6 recruitment and beta-catenin/TCF-LEF reporter activity; exportable_edge_count=1
NODE13646	WNT1 -> FZD5 + LRP6 -> DVL/LRP6 recruitment and beta-catenin/TCF-LEF reporter activity	signaling_effector					modules=22B; pathways=cell_state_program; label_variants=WNT1 -> FZD5 + LRP6 -> DVL/LRP6 recruitment and beta-catenin/TCF-LEF reporter activity; exportable_edge_count=1
NODE13647	WNT1 -> FZD8 + LRP6 -> DVL/LRP6 recruitment and beta-catenin/TCF-LEF reporter/developmental output	signaling_effector					modules=22B; pathways=cell_state_program; label_variants=WNT1 -> FZD8 + LRP6 -> DVL/LRP6 recruitment and beta-catenin/TCF-LEF reporter/developmental output; exportable_edge_count=1
NODE13648	WNT1 -> RYK plus Frizzled -> Dishevelled -> canonical TCF output and Wnt-dependent neurite/axon guidance	signaling_effector					modules=22B; pathways=phenotype; label_variants=WNT1 -> RYK plus Frizzled -> Dishevelled -> canonical TCF output and Wnt-dependent neurite/axon guidance; exportable_edge_count=1
NODE13649	WNT10B -> FZD6-LRP6 signalosome/proximity -> early nuclear beta-catenin canonical Wnt output	signaling_effector					modules=22B; pathways=cell_state_program; label_variants=WNT10B -> FZD6-LRP6 signalosome/proximity -> early nuclear beta-catenin canonical Wnt output; exportable_edge_count=1
NODE13650	WNT11 -> FZD4 -> PKC -> cardiomyocyte differentiation	signaling_effector					modules=22B; pathways=cell_state_program; label_variants=WNT11 -> FZD4 -> PKC -> cardiomyocyte differentiation; exportable_edge_count=1
NODE13651	WNT11 -> FZD7/DAAM1 -> Rho-ROCK1/2-Myosin II -> invasion and metastasis	signaling_effector					modules=22B; pathways=phenotype; label_variants=WNT11 -> FZD7/DAAM1 -> Rho-ROCK1/2-Myosin II -> invasion and metastasis; exportable_edge_count=1
NODE13652	WNT3 -> ROR2-associated canonical Wnt modulation -> cytosolic beta-catenin/reporter output in osteoblastic cells	signaling_effector					modules=22B; pathways=cell_state_program; label_variants=WNT3 -> ROR2-associated canonical Wnt modulation -> cytosolic beta-catenin/reporter output in osteoblastic cells; exportable_edge_count=1
NODE13653	WNT3 -> RYK extracellular association -> RYK cleavage/nuclear ICD -> neuronal differentiation	signaling_effector					modules=22B; pathways=cell_state_program; label_variants=WNT3 -> RYK extracellular association -> RYK cleavage/nuclear ICD -> neuronal differentiation; exportable_edge_count=1
NODE13654	WNT3A -> APCDD1 extracellular inhibitor -> LRP5/Wnt-reporter suppression -> beta-catenin-dependent transcription	signaling_effector					modules=22B; pathways=cell_state_program; label_variants=WNT3A -> APCDD1 extracellular inhibitor -> LRP5/Wnt-reporter suppression -> beta-catenin-dependent transcription; exportable_edge_count=1
NODE13655	WNT3A -> FZD/LRP6 canonical Wnt signaling, modulated by ATP6AP2 trafficking/adaptor function -> beta-catenin/TCF-LEF output	signaling_effector					modules=22B; pathways=cell_state_program; label_variants=WNT3A -> FZD/LRP6 canonical Wnt signaling, modulated by ATP6AP2 trafficking/adaptor function -> beta-catenin/TCF-LEF output; exportable_edge_count=1
NODE13656	WNT3A -> FZD8 CRD + LRP6 E1E4 -> purified ternary complex -> canonical beta-catenin signaling context	signaling_effector					modules=22B; pathways=cell_state_program; label_variants=WNT3A -> FZD8 CRD + LRP6 E1E4 -> purified ternary complex -> canonical beta-catenin signaling context; exportable_edge_count=1
NODE13657	WNT4 -> NOTCH1-associated Wnt/beta-catenin program -> c-Jun/VEGFA/CYCD1 and neurorepair outputs	signaling_effector					modules=22B; pathways=cell_state_program; label_variants=WNT4 -> NOTCH1-associated Wnt/beta-catenin program -> c-Jun/VEGFA/CYCD1 and neurorepair outputs; exportable_edge_count=1
NODE13658	WNT5A -> FZD5 -> noncanonical/cell-state and endometrial stem-like-cell outputs	signaling_effector					modules=22B; pathways=phenotype; label_variants=WNT5A -> FZD5 -> noncanonical/cell-state and endometrial stem-like-cell outputs; exportable_edge_count=1
NODE13659	WNT5A -> FZD7 -> ABCG2/drug-resistance and survival program	signaling_effector					modules=22B; pathways=phenotype; label_variants=WNT5A -> FZD7 -> ABCG2/drug-resistance and survival program; exportable_edge_count=1
NODE13660	WNT5A -> RYK -> apoptosis/proliferation response	signaling_effector					modules=22B; pathways=phenotype; label_variants=WNT5A -> RYK -> apoptosis/proliferation response; exportable_edge_count=1
NODE13661	WNT5A-FZD3-JNK-c-JUN planar-cell-polarity/neural program	signaling_effector					modules=22B; pathways=cell_state_program; label_variants=WNT5A-FZD3-JNK-c-JUN planar-cell-polarity/neural program; exportable_edge_count=1
NODE13662	WNT5A-FZD5/LRP5-associated WNT/beta-catenin activity -> TCF/LEF reporter and active beta-catenin -> eMSC proliferation/self-renewal	signaling_effector					modules=22B; pathways=cell_state_program; label_variants=WNT5A-FZD5/LRP5-associated WNT/beta-catenin activity -> TCF/LEF reporter and active beta-catenin -> eMSC proliferation/self-renewal; exportable_edge_count=1
NODE13663	WNT5A-MAPK/JNK signaling	signaling_effector					modules=21B; pathways=WNT5A-JNK-NSC-function; label_variants=WNT5A-MAPK/JNK signaling; exportable_edge_count=1
NODE13664	WNT5A-PTK7-associated JNK/AP-1 planar-cell-polarity program	signaling_effector					modules=22B; pathways=cell_state_program; label_variants=WNT5A-PTK7-associated JNK/AP-1 planar-cell-polarity program; exportable_edge_count=1
NODE13665	WNT5A-PTK7-associated cell-movement and neural-morphogenesis phenotype	signaling_effector					modules=22B; pathways=phenotype; label_variants=WNT5A-PTK7-associated cell-movement and neural-morphogenesis phenotype; exportable_edge_count=1
NODE13666	WNT5A-ROR1-associated PI3K-AKT-CREB growth program	signaling_effector					modules=22B; pathways=cell_state_program; label_variants=WNT5A-ROR1-associated PI3K-AKT-CREB growth program; exportable_edge_count=1
NODE13667	WNT5A-ROR1-associated breast-tumor cell survival and growth phenotype	signaling_effector					modules=22B; pathways=phenotype; label_variants=WNT5A-ROR1-associated breast-tumor cell survival and growth phenotype; exportable_edge_count=1
NODE13668	WNT5A-ROR2 signaling	signaling_effector					modules=21B; pathways=WNT5A-ROR2-neurodegeneration;WNT5A-ROR2-noncanonical; label_variants=WNT5A-ROR2 signaling; exportable_edge_count=2
NODE13669	WNT5B -> FZD1/LRP6 composite -> beta-catenin stabilization/nuclear translocation -> renal fibroblast activation	signaling_effector					modules=22B; pathways=cell_state_program; label_variants=WNT5B -> FZD1/LRP6 composite -> beta-catenin stabilization/nuclear translocation -> renal fibroblast activation; exportable_edge_count=1
NODE13670	WNT7A -> FZD5 with LRP5 co-receptor context -> beta-catenin stabilization and TCF reporter	signaling_effector					modules=22B; pathways=cell_state_program; label_variants=WNT7A -> FZD5 with LRP5 co-receptor context -> beta-catenin stabilization and TCF reporter; exportable_edge_count=1
NODE13671	WNT7A -> FZD5-LRP6 receptor context -> beta-catenin stabilization/TCF reporter -> neuronal model response	signaling_effector					modules=22B; pathways=cell_state_program; label_variants=WNT7A -> FZD5-LRP6 receptor context -> beta-catenin stabilization/TCF reporter -> neuronal model response; exportable_edge_count=1
NODE13672	WNT7A -> GPR124/FZD4-LRP5 context -> canonical beta-catenin/TCF reporter -> CNS angiogenesis and BBB branch	signaling_effector					modules=22B; pathways=cell_state_program; label_variants=WNT7A -> GPR124/FZD4-LRP5 context -> canonical beta-catenin/TCF reporter -> CNS angiogenesis and BBB branch; exportable_edge_count=1
NODE13673	WNT7A-FZD9 -> G-alpha16/ERK5 -> PPARgamma and antitumor functional branch; LRP5 composite unresolved	signaling_effector					modules=22B; pathways=cell_state_program; label_variants=WNT7A-FZD9 -> G-alpha16/ERK5 -> PPARgamma and antitumor functional branch; LRP5 composite unresolved; exportable_edge_count=1
NODE13674	WNT7A-FZD9 -> G-alpha16/ERK5 -> PPARgamma and antitumor functional branch; LRP6 composite unresolved	signaling_effector					modules=22B; pathways=cell_state_program; label_variants=WNT7A-FZD9 -> G-alpha16/ERK5 -> PPARgamma and antitumor functional branch; LRP6 composite unresolved; exportable_edge_count=1
NODE13675	WNT7A-RECK-GPR124 canonical Wnt-TCF/LEF vascular program	signaling_effector					modules=22B; pathways=cell_state_program; label_variants=WNT7A-RECK-GPR124 canonical Wnt-TCF/LEF vascular program; exportable_edge_count=1
NODE13676	WNT7A-RECK-associated CNS angiogenesis and blood-brain-barrier phenotype	signaling_effector					modules=22B; pathways=phenotype; label_variants=WNT7A-RECK-associated CNS angiogenesis and blood-brain-barrier phenotype; exportable_edge_count=1
NODE13677	WNT7B -> FZD1-LRP5 receptor complex -> beta-catenin stabilization/TOPFLASH -> lung airway and vascular smooth-muscle development	signaling_effector					modules=22B; pathways=cell_state_program; label_variants=WNT7B -> FZD1-LRP5 receptor complex -> beta-catenin stabilization/TOPFLASH -> lung airway and vascular smooth-muscle development; exportable_edge_count=1
NODE13678	WNT7B -> FZD10-LRP5 receptor complex -> beta-catenin stabilization/TOPFLASH -> airway and vascular smooth-muscle development	signaling_effector					modules=22B; pathways=cell_state_program; label_variants=WNT7B -> FZD10-LRP5 receptor complex -> beta-catenin stabilization/TOPFLASH -> airway and vascular smooth-muscle development; exportable_edge_count=1
NODE13679	WNT7B -> GPR124/FZD4-LRP5 context -> canonical beta-catenin/TCF reporter -> CNS angiogenesis and BBB branch	signaling_effector					modules=22B; pathways=cell_state_program; label_variants=WNT7B -> GPR124/FZD4-LRP5 context -> canonical beta-catenin/TCF reporter -> CNS angiogenesis and BBB branch; exportable_edge_count=1
NODE13680	WNT9A-FZD9/Fzd9b-LRP6 canonical beta-catenin signaling; EGFR-dependent FZD9b phosphorylation and endocytosis; HSPC proliferation/emergence	signaling_effector					modules=22B; pathways=cell_state_program; label_variants=WNT9A-FZD9/Fzd9b-LRP6 canonical beta-catenin signaling; EGFR-dependent FZD9b phosphorylation and endocytosis; HSPC proliferation/emergence; exportable_edge_count=1
NODE13681	WNT9B -> FZD5/LRP6-dependent canonical reporter response in nephron progenitor-like cells; exact physical ternary assembly unresolved	signaling_effector					modules=22B; pathways=cell_state_program; label_variants=WNT9B -> FZD5/LRP6-dependent canonical reporter response in nephron progenitor-like cells; exact physical ternary assembly unresolved; exportable_edge_count=1
NODE13682	Wnt/β-catenin transcriptional program	signaling_effector					modules=22B; pathways=cell_state_program; label_variants=Wnt/β-catenin transcriptional program; exportable_edge_count=2
NODE13683	Wnt1	ligand		Wnt1			modules=20B; pathways=module20a_frozen_ligand_receptor; label_variants=Wnt1; exportable_edge_count=1
NODE13684	Wnt1 -> ROR2/TAK1 -> ROR2 phosphorylation and context-dependent canonical Wnt signaling	signaling_effector					modules=22B; pathways=cell_state_program; label_variants=Wnt1 -> ROR2/TAK1 -> ROR2 phosphorylation and context-dependent canonical Wnt signaling; exportable_edge_count=1
NODE13685	Wnt3	ligand		Wnt3			modules=20B; pathways=module20a_frozen_ligand_receptor; label_variants=Wnt3; exportable_edge_count=2
NODE13686	Wnt5a	ligand		Wnt5a			modules=20B;24B; pathways=WNT5A-ROR2-VANGL2 planar-cell-polarity branch;module20a_frozen_ligand_receptor; label_variants=WNT5A; Wnt5a; exportable_edge_count=7
NODE13687	Wnt5b	ligand		Wnt5b			modules=20B;23B; pathways=WNT5B-FZD7 noncanonical Wnt;module20a_frozen_ligand_receptor; label_variants=WNT5B; Wnt5b; exportable_edge_count=2
NODE13688	Wnt7a	ligand		Wnt7a			modules=20B; pathways=module20a_frozen_ligand_receptor; label_variants=Wnt7a; exportable_edge_count=1
NODE13689	XCL1 -> XCR1 -> Gi -> calcium/chemotaxis; XCR1-positive cDC1 recruitment and antigen-specific CD8-positive cytotoxicity	signaling_effector					modules=22B; pathways=phenotype; label_variants=XCL1 -> XCR1 -> Gi -> calcium/chemotaxis; XCR1-positive cDC1 recruitment and antigen-specific CD8-positive cytotoxicity; exportable_edge_count=1
NODE13690	XCL1/XCR1 axis	signaling_effector					modules=24B; pathways=XCL1-XCR1 comparator context; label_variants=XCL1/XCR1 axis; exportable_edge_count=1
NODE13691	XWnt8-FZD3 fusion -> LRP6 -> weak beta-catenin/OT reporter output	signaling_effector					modules=22B; pathways=cell_state_program; label_variants=XWnt8-FZD3 fusion -> LRP6 -> weak beta-catenin/OT reporter output; exportable_edge_count=1
NODE13692	XWnt8-FZD5 -> LRP6 -> beta-catenin stabilization/OT reporter -> Xenopus axis and neuronal synaptogenesis comparator	signaling_effector					modules=22B; pathways=cell_state_program; label_variants=XWnt8-FZD5 -> LRP6 -> beta-catenin stabilization/OT reporter -> Xenopus axis and neuronal synaptogenesis comparator; exportable_edge_count=1
NODE13693	XWnt8-FZD5 fusion -> LRP5 -> weaker beta-catenin/OT reporter output	signaling_effector					modules=22B; pathways=cell_state_program; label_variants=XWnt8-FZD5 fusion -> LRP5 -> weaker beta-catenin/OT reporter output; exportable_edge_count=1
NODE13694	XWnt8-FZD6 fusion -> LRP6 -> weak beta-catenin/OT reporter output	signaling_effector					modules=22B; pathways=cell_state_program; label_variants=XWnt8-FZD6 fusion -> LRP6 -> weak beta-catenin/OT reporter output; exportable_edge_count=1
NODE13695	YAP	signaling_effector					modules=22B; pathways=cell_state_program; label_variants=YAP; exportable_edge_count=1
NODE13696	YBX1 regulation/inhibition of NOTCH1 -> BCL2/BCL3 and apoptosis; canonical NICD-RBPJ branch not assigned to YBX1	signaling_effector					modules=22B; pathways=cell_state_program; label_variants=YBX1 regulation/inhibition of NOTCH1 -> BCL2/BCL3 and apoptosis; canonical NICD-RBPJ branch not assigned to YBX1; exportable_edge_count=1
NODE13697	Zfp36	target_gene		Zfp36			modules=22B; pathways=target_gene; label_variants=Zfp36; exportable_edge_count=1
NODE13698	Znrf3	receptor		Znrf3			modules=20B; pathways=module20a_frozen_ligand_receptor; label_variants=Znrf3; exportable_edge_count=4
NODE13699	activated A2M/RBD	signaling_effector					modules=23B; pathways=activated A2M neural function;activated A2M neural relay; label_variants=activated A2M/RBD; exportable_edge_count=2
NODE13700	activated A2M/RBD fragment	ligand					modules=23B; pathways=activated A2M-LRP1 binding; label_variants=activated A2M/RBD fragment; exportable_edge_count=1
