species_scope	source_registry	source_version	source_record_id	raw_tf_symbol	normalized_tf_symbol	normalized_tf_symbol_key	tf_uniprot_id	target_count	source_locator	raw_record_sha256	provenance_status	notes
mouse	TFLink	TFLink_v1.0_snapshot	tflink:mouse:000966:c91c98fc91aa	Sirt6	Sirt6	sirt6	P59941	5536	https://tflink.net/download/#interaction-gmt	c91c98fc91aa745c3f5ae0712d316c60dc8d82a1308e5749e9f2ad959c446178	aggregated_gateway_record	GMT preserves TF identifiers and target membership counts but not the detailed source database, assay, or PMID per target; not pair-level corroboration.
mouse	TFLink	TFLink_v1.0_snapshot	tflink:mouse:000320:c98b69e9348c	Six1	Six1	six1	Q62231	14	https://tflink.net/download/#interaction-gmt	c98b69e9348ce86387b3ec65d830b918741388682d1896aad7503e42041154d0	aggregated_gateway_record	GMT preserves TF identifiers and target membership counts but not the detailed source database, assay, or PMID per target; not pair-level corroboration.
mouse	TFLink	TFLink_v1.0_snapshot	tflink:mouse:000256:852a074628c8	Six2	Six2	six2	Q62232	8931	https://tflink.net/download/#interaction-gmt	852a074628c8384bdec8eba2b3a1dbec0356054b7e572518fa2a0dce055a5e0d	aggregated_gateway_record	GMT preserves TF identifiers and target membership counts but not the detailed source database, assay, or PMID per target; not pair-level corroboration.
mouse	TFLink	TFLink_v1.0_snapshot	tflink:mouse:000077:ff06bc284b9d	Six3	Six3	six3	Q62233	5	https://tflink.net/download/#interaction-gmt	ff06bc284b9df373e8cd194b291c268375835fd13df40b90baf617f9618eed91	aggregated_gateway_record	GMT preserves TF identifiers and target membership counts but not the detailed source database, assay, or PMID per target; not pair-level corroboration.
mouse	TFLink	TFLink_v1.0_snapshot	tflink:mouse:000720:369e66dab597	Six4	Six4	six4	Q61321	10296	https://tflink.net/download/#interaction-gmt	369e66dab59792adf53027db419f7c0fbaebd291a7f0c4a3f8f2712c505e0bf5	aggregated_gateway_record	GMT preserves TF identifiers and target membership counts but not the detailed source database, assay, or PMID per target; not pair-level corroboration.
mouse	TFLink	TFLink_v1.0_snapshot	tflink:mouse:000766:aefef8198be1	Six5	Six5	six5	P70178	1	https://tflink.net/download/#interaction-gmt	aefef8198be1715d7ed02fa773cd3709fffb952e0fc2daa34cda5a749d2eefe7	aggregated_gateway_record	GMT preserves TF identifiers and target membership counts but not the detailed source database, assay, or PMID per target; not pair-level corroboration.
mouse	TFLink	TFLink_v1.0_snapshot	tflink:mouse:000801:87319b39af26	Six6	Six6	six6	Q9QZ28	30	https://tflink.net/download/#interaction-gmt	87319b39af263beb9075d61adcbf952e84c868c60130a4be9716d5de168babad	aggregated_gateway_record	GMT preserves TF identifiers and target membership counts but not the detailed source database, assay, or PMID per target; not pair-level corroboration.
mouse	TFLink	TFLink_v1.0_snapshot	tflink:mouse:000803:a1532e213872	Ski	Ski	ski	Q60698	3	https://tflink.net/download/#interaction-gmt	a1532e213872c61ca713adc9aadf5db4e391869e152ac6acd283db1c675da2ff	aggregated_gateway_record	GMT preserves TF identifiers and target membership counts but not the detailed source database, assay, or PMID per target; not pair-level corroboration.
mouse	TFLink	TFLink_v1.0_snapshot	tflink:mouse:000490:f3daef8d9080	Skil	Skil	skil	Q60665	5	https://tflink.net/download/#interaction-gmt	f3daef8d90802087702fe5c88310c2c5844adb325357775f4cd6b23de297edc2	aggregated_gateway_record	GMT preserves TF identifiers and target membership counts but not the detailed source database, assay, or PMID per target; not pair-level corroboration.
mouse	TFLink	TFLink_v1.0_snapshot	tflink:mouse:000101:ce2d636b094d	Sla2	Sla2	sla2	Q8R4L0	2	https://tflink.net/download/#interaction-gmt	ce2d636b094d79bba322ce553f539a082ecf01adb2fd2d523d42c616cc654da9	aggregated_gateway_record	GMT preserves TF identifiers and target membership counts but not the detailed source database, assay, or PMID per target; not pair-level corroboration.
mouse	TFLink	TFLink_v1.0_snapshot	tflink:mouse:000328:1b82594c7b1f	Smad1	Smad1	smad1	P70340	2254	https://tflink.net/download/#interaction-gmt	1b82594c7b1fa5676f6a1bcaf9fc03bb3e989bb57ee70ba94b40aec5c5d4c346	aggregated_gateway_record	GMT preserves TF identifiers and target membership counts but not the detailed source database, assay, or PMID per target; not pair-level corroboration.
mouse	TFLink	TFLink_v1.0_snapshot	tflink:mouse:000092:1b7a59838fe7	Smad2	Smad2	smad2	Q62432	12907	https://tflink.net/download/#interaction-gmt	1b7a59838fe7e6de1cf4c574cfa3e032a36d9ddf44441dda4e26c13829d866a2	aggregated_gateway_record	GMT preserves TF identifiers and target membership counts but not the detailed source database, assay, or PMID per target; not pair-level corroboration.
mouse	TFLink	TFLink_v1.0_snapshot	tflink:mouse:000035:54bfc182fb91	Smad3	Smad3	smad3	Q8BUN5	13392	https://tflink.net/download/#interaction-gmt	54bfc182fb91cc721f7670f75a801329f4c7ffa16cdfd46b60c25a5989636f34	aggregated_gateway_record	GMT preserves TF identifiers and target membership counts but not the detailed source database, assay, or PMID per target; not pair-level corroboration.
mouse	TFLink	TFLink_v1.0_snapshot	tflink:mouse:000240:813c5f6c9c0e	Smad4	Smad4	smad4	P97471	10950	https://tflink.net/download/#interaction-gmt	813c5f6c9c0ef9102070b19dc3e55624ad84c3ec1e9649cb6f4b2007961ea168	aggregated_gateway_record	GMT preserves TF identifiers and target membership counts but not the detailed source database, assay, or PMID per target; not pair-level corroboration.
mouse	TFLink	TFLink_v1.0_snapshot	tflink:mouse:000184:d787212e4f38	Smad5	Smad5	smad5	P97454	10	https://tflink.net/download/#interaction-gmt	d787212e4f38dee079c3653bdeaed68fbd6f26f7ceb620b7d51a16e3f26ce339	aggregated_gateway_record	GMT preserves TF identifiers and target membership counts but not the detailed source database, assay, or PMID per target; not pair-level corroboration.
mouse	TFLink	TFLink_v1.0_snapshot	tflink:mouse:000366:58620c7e3cf4	Smad6	Smad6	smad6	O35182	5	https://tflink.net/download/#interaction-gmt	58620c7e3cf4a66487ba2f4f61609b84bd67d85ba374e5258fbbb8db40ecfbe3	aggregated_gateway_record	GMT preserves TF identifiers and target membership counts but not the detailed source database, assay, or PMID per target; not pair-level corroboration.
mouse	TFLink	TFLink_v1.0_snapshot	tflink:mouse:000105:488f906c678c	Smad7	Smad7	smad7	O35253	15	https://tflink.net/download/#interaction-gmt	488f906c678cbbe7ceffcd80a3f0f403647b8f1e7575120cfe0e2e588c1bd0f1	aggregated_gateway_record	GMT preserves TF identifiers and target membership counts but not the detailed source database, assay, or PMID per target; not pair-level corroboration.
mouse	TFLink	TFLink_v1.0_snapshot	tflink:mouse:000758:294442ec0366	Smad9	Smad9	smad9	Q9JIW5	2	https://tflink.net/download/#interaction-gmt	294442ec036630bd25997e0319ab09899dd606f3c770fd57b2205b6050e252a3	aggregated_gateway_record	GMT preserves TF identifiers and target membership counts but not the detailed source database, assay, or PMID per target; not pair-level corroboration.
mouse	TFLink	TFLink_v1.0_snapshot	tflink:mouse:000502:393791075a6a	Smarca2	Smarca2	smarca2	Q6DIC0	165	https://tflink.net/download/#interaction-gmt	393791075a6a659931f8014621363e8677d0ad59978c1dce243746c6b5d1f128	aggregated_gateway_record	GMT preserves TF identifiers and target membership counts but not the detailed source database, assay, or PMID per target; not pair-level corroboration.
mouse	TFLink	TFLink_v1.0_snapshot	tflink:mouse:000173:2021a175d1fb	Smarca4	Smarca4	smarca4	Q3TKT4	16916	https://tflink.net/download/#interaction-gmt	2021a175d1fbaae34bea0dbcf7401c62029f6614f965babae3c110b88e1445f9	aggregated_gateway_record	GMT preserves TF identifiers and target membership counts but not the detailed source database, assay, or PMID per target; not pair-level corroboration.
mouse	TFLink	TFLink_v1.0_snapshot	tflink:mouse:000733:0ebb5a2de3b7	Smarca5	Smarca5	smarca5	Q91ZW3	5771	https://tflink.net/download/#interaction-gmt	0ebb5a2de3b7428a20d726e31251b70d1aaa3ea5b595b483c68c3c9361bc7bc6	aggregated_gateway_record	GMT preserves TF identifiers and target membership counts but not the detailed source database, assay, or PMID per target; not pair-level corroboration.
mouse	TFLink	TFLink_v1.0_snapshot	tflink:mouse:000952:046b61ff776c	Smarcad1	Smarcad1	smarcad1	Q04692	12412	https://tflink.net/download/#interaction-gmt	046b61ff776cd9bf1f2a28be5002febd7345f3a7350fd492ecb568ad5fdbf17e	aggregated_gateway_record	GMT preserves TF identifiers and target membership counts but not the detailed source database, assay, or PMID per target; not pair-level corroboration.
mouse	TFLink	TFLink_v1.0_snapshot	tflink:mouse:000674:d341cdb48cbf	Smarcc1	Smarcc1	smarcc1	P97496	3193	https://tflink.net/download/#interaction-gmt	d341cdb48cbfe560bee4327e4bfb2352f93dd131aedf24fea2cfacb69d3b94c8	aggregated_gateway_record	GMT preserves TF identifiers and target membership counts but not the detailed source database, assay, or PMID per target; not pair-level corroboration.
mouse	TFLink	TFLink_v1.0_snapshot	tflink:mouse:001019:b683d9b50407	Smarcc2	Smarcc2	smarcc2	Q6PDG5	467	https://tflink.net/download/#interaction-gmt	b683d9b50407a316e28a56a902cc3843b6a9895ef8c1e24bcbc77fe365eedd26	aggregated_gateway_record	GMT preserves TF identifiers and target membership counts but not the detailed source database, assay, or PMID per target; not pair-level corroboration.
mouse	TFLink	TFLink_v1.0_snapshot	tflink:mouse:000318:8b1a6e5a7d83	Smarcd1	Smarcd1	smarcd1	Q61466	2	https://tflink.net/download/#interaction-gmt	8b1a6e5a7d83c3658e72217eef3eacdbc47e6e997ad275647dae87fda32161a7	aggregated_gateway_record	GMT preserves TF identifiers and target membership counts but not the detailed source database, assay, or PMID per target; not pair-level corroboration.
mouse	TFLink	TFLink_v1.0_snapshot	tflink:mouse:000718:4959930f8c69	Smarce1	Smarce1	smarce1	O54941	1	https://tflink.net/download/#interaction-gmt	4959930f8c6936926c4a44e0c3250aa63576c43d609029aa6d75c39a3e3c3227	aggregated_gateway_record	GMT preserves TF identifiers and target membership counts but not the detailed source database, assay, or PMID per target; not pair-level corroboration.
mouse	TFLink	TFLink_v1.0_snapshot	tflink:mouse:000900:f5e194fd1ad0	Smc1a	Smc1a	smc1a	Q9CU62	16027	https://tflink.net/download/#interaction-gmt	f5e194fd1ad0ff275119fd53696f6466a5f6fe05a67cb1f541fc45c3bdaed2f9	aggregated_gateway_record	GMT preserves TF identifiers and target membership counts but not the detailed source database, assay, or PMID per target; not pair-level corroboration.
mouse	TFLink	TFLink_v1.0_snapshot	tflink:mouse:000989:62d556d20652	Smc3	Smc3	smc3	Q9CW03	10292	https://tflink.net/download/#interaction-gmt	62d556d20652cd7df271334d906ee83833182c1abf96794579a21df64dd9db39	aggregated_gateway_record	GMT preserves TF identifiers and target membership counts but not the detailed source database, assay, or PMID per target; not pair-level corroboration.
mouse	TFLink	TFLink_v1.0_snapshot	tflink:mouse:000889:58f8d8e66ecb	Smc5	Smc5	smc5	Q8CG46	2833	https://tflink.net/download/#interaction-gmt	58f8d8e66ecbb2929ad71177d4f404e2537879a5b8d6a04d783130ede7431e52	aggregated_gateway_record	GMT preserves TF identifiers and target membership counts but not the detailed source database, assay, or PMID per target; not pair-level corroboration.
mouse	TFLink	TFLink_v1.0_snapshot	tflink:mouse:001108:610223fb2145	Smchd1	Smchd1	smchd1	Q6P5D8	75	https://tflink.net/download/#interaction-gmt	610223fb2145e662e3e3de06f8031f67430050c81d97eaf447cb1f572f8dabf9	aggregated_gateway_record	GMT preserves TF identifiers and target membership counts but not the detailed source database, assay, or PMID per target; not pair-level corroboration.
mouse	TFLink	TFLink_v1.0_snapshot	tflink:mouse:000654:acd94f9a12ef	Smurf1	Smurf1	smurf1	Q9CUN6	1	https://tflink.net/download/#interaction-gmt	acd94f9a12efbcb8fbaf62f20610a43684754ec75912c16b8c4365d05d680963	aggregated_gateway_record	GMT preserves TF identifiers and target membership counts but not the detailed source database, assay, or PMID per target; not pair-level corroboration.
mouse	TFLink	TFLink_v1.0_snapshot	tflink:mouse:000577:27e85c6c44ae	Smurf2	Smurf2	smurf2	A2A5Z6	3	https://tflink.net/download/#interaction-gmt	27e85c6c44aed9cb88d2c1d999037ddc2bc4b237471f877a104b75ed7a9243fe	aggregated_gateway_record	GMT preserves TF identifiers and target membership counts but not the detailed source database, assay, or PMID per target; not pair-level corroboration.
mouse	TFLink	TFLink_v1.0_snapshot	tflink:mouse:000747:e4f5f30bf5ca	Smyd1	Smyd1	smyd1	P97443	1	https://tflink.net/download/#interaction-gmt	e4f5f30bf5ca56935fe416da98828b82edc234d1a3d08ccda7985e785c5b3823	aggregated_gateway_record	GMT preserves TF identifiers and target membership counts but not the detailed source database, assay, or PMID per target; not pair-level corroboration.
mouse	TFLink	TFLink_v1.0_snapshot	tflink:mouse:001096:da992b02f799	Smyd2	Smyd2	smyd2	Q8R5A0	16	https://tflink.net/download/#interaction-gmt	da992b02f7993aeeae1288c173d69ecc6ba72acc150af2c21d9816140714b99f	aggregated_gateway_record	GMT preserves TF identifiers and target membership counts but not the detailed source database, assay, or PMID per target; not pair-level corroboration.
mouse	TFLink	TFLink_v1.0_snapshot	tflink:mouse:000893:f1cb75f4f3d3	Smyd3	Smyd3	smyd3	Q9CWR2	10339	https://tflink.net/download/#interaction-gmt	f1cb75f4f3d3b3f99a1022bdb430aeb7ba7e582cb17833930ff7c4f83d0e5628	aggregated_gateway_record	GMT preserves TF identifiers and target membership counts but not the detailed source database, assay, or PMID per target; not pair-level corroboration.
mouse	TFLink	TFLink_v1.0_snapshot	tflink:mouse:001111:93390f35dcc6	Smyd5	Smyd5	smyd5	Q3TYX3	9	https://tflink.net/download/#interaction-gmt	93390f35dcc6bd8853b369080307d148bd3e2e9e3376b5f9453e278654f952e0	aggregated_gateway_record	GMT preserves TF identifiers and target membership counts but not the detailed source database, assay, or PMID per target; not pair-level corroboration.
mouse	TFLink	TFLink_v1.0_snapshot	tflink:mouse:000162:b80c649cd168	Snai1	Snai1	snai1	Q02085	8748	https://tflink.net/download/#interaction-gmt	b80c649cd168afa182a58fba21821a5babd78531a9ddd3c16a892cd83bb24963	aggregated_gateway_record	GMT preserves TF identifiers and target membership counts but not the detailed source database, assay, or PMID per target; not pair-level corroboration.
mouse	TFLink	TFLink_v1.0_snapshot	tflink:mouse:000302:aa48d38aa9a5	Snai2	Snai2	snai2	P97469	2469	https://tflink.net/download/#interaction-gmt	aa48d38aa9a573502b6b6032784ecf3c428480fbf342f44e8bc9fac76ed7d085	aggregated_gateway_record	GMT preserves TF identifiers and target membership counts but not the detailed source database, assay, or PMID per target; not pair-level corroboration.
mouse	TFLink	TFLink_v1.0_snapshot	tflink:mouse:000778:fc6559ad9764	Snd1	Snd1	snd1	Q78PY7	1	https://tflink.net/download/#interaction-gmt	fc6559ad9764151200fa9efe160d504f098edcb927633eef63391de15a243246	aggregated_gateway_record	GMT preserves TF identifiers and target membership counts but not the detailed source database, assay, or PMID per target; not pair-level corroboration.
mouse	TFLink	TFLink_v1.0_snapshot	tflink:mouse:000297:bae20e3f732d	Sox10	Sox10	sox10	Q04888	1374	https://tflink.net/download/#interaction-gmt	bae20e3f732d078e5679b08c5db4496a8b1d80febd301fbfeda4ff2e3b69694e	aggregated_gateway_record	GMT preserves TF identifiers and target membership counts but not the detailed source database, assay, or PMID per target; not pair-level corroboration.
mouse	TFLink	TFLink_v1.0_snapshot	tflink:mouse:000672:a9e61ccb5c56	Sox11	Sox11	sox11	Q7M6Y2	15	https://tflink.net/download/#interaction-gmt	a9e61ccb5c5608d884ebcb09b6c099d249d0f980dc698e38bba07660d4262c5d	aggregated_gateway_record	GMT preserves TF identifiers and target membership counts but not the detailed source database, assay, or PMID per target; not pair-level corroboration.
mouse	TFLink	TFLink_v1.0_snapshot	tflink:mouse:001122:09ecf7c87275	Sox13	Sox13	sox13	Q04891	55	https://tflink.net/download/#interaction-gmt	09ecf7c872756d04811b99f54d47dc0241531bb4bdfb2629f8f824a2562e904d	aggregated_gateway_record	GMT preserves TF identifiers and target membership counts but not the detailed source database, assay, or PMID per target; not pair-level corroboration.
mouse	TFLink	TFLink_v1.0_snapshot	tflink:mouse:000727:38798aef3586	Sox14	Sox14	sox14	Q04892	1	https://tflink.net/download/#interaction-gmt	38798aef35867693f30cc04e18f8e56515bddf6e9353a696158802dc3550a30a	aggregated_gateway_record	GMT preserves TF identifiers and target membership counts but not the detailed source database, assay, or PMID per target; not pair-level corroboration.
mouse	TFLink	TFLink_v1.0_snapshot	tflink:mouse:000824:c0db2cd4da48	Sox15	Sox15	sox15	P43267	26	https://tflink.net/download/#interaction-gmt	c0db2cd4da4842c13ba4411708cbf52432380de65daaee5de031b0bdea38dc7a	aggregated_gateway_record	GMT preserves TF identifiers and target membership counts but not the detailed source database, assay, or PMID per target; not pair-level corroboration.
mouse	TFLink	TFLink_v1.0_snapshot	tflink:mouse:000138:b56052c5c020	Sox17	Sox17	sox17	Q61473	10906	https://tflink.net/download/#interaction-gmt	b56052c5c0200ae635b0de4cb27db87d7d998e2bf70a713f72e52260764e4d13	aggregated_gateway_record	GMT preserves TF identifiers and target membership counts but not the detailed source database, assay, or PMID per target; not pair-level corroboration.
mouse	TFLink	TFLink_v1.0_snapshot	tflink:mouse:000548:624936eccfd7	Sox18	Sox18	sox18	P43680	2	https://tflink.net/download/#interaction-gmt	624936eccfd7fec006d9e358fad0d3d0a78e2d128fe8b3547add36b5e16ae5a3	aggregated_gateway_record	GMT preserves TF identifiers and target membership counts but not the detailed source database, assay, or PMID per target; not pair-level corroboration.
mouse	TFLink	TFLink_v1.0_snapshot	tflink:mouse:000385:c46d3455f273	Sox2	Sox2	sox2	P48432	16887	https://tflink.net/download/#interaction-gmt	c46d3455f273f41142f16d59d4cf9b670925adf0d7ab7881a08b3b28b6fa3f13	aggregated_gateway_record	GMT preserves TF identifiers and target membership counts but not the detailed source database, assay, or PMID per target; not pair-level corroboration.
mouse	TFLink	TFLink_v1.0_snapshot	tflink:mouse:000443:c989d9c03881	Sox21	Sox21	sox21	Q811W0	1	https://tflink.net/download/#interaction-gmt	c989d9c03881313b001b37b582f1a117ef445125c358340c90a6279a133bab4c	aggregated_gateway_record	GMT preserves TF identifiers and target membership counts but not the detailed source database, assay, or PMID per target; not pair-level corroboration.
mouse	TFLink	TFLink_v1.0_snapshot	tflink:mouse:000984:51e68b877018	Sox3	Sox3	sox3	P53784	4615	https://tflink.net/download/#interaction-gmt	51e68b8770188d8dbd4cda59294d810346112dd6b0b5fbd0c5827318c206c5b7	aggregated_gateway_record	GMT preserves TF identifiers and target membership counts but not the detailed source database, assay, or PMID per target; not pair-level corroboration.
mouse	TFLink	TFLink_v1.0_snapshot	tflink:mouse:000938:aabe63580d0b	Sox30	Sox30	sox30	Q8CGW4	953	https://tflink.net/download/#interaction-gmt	aabe63580d0ba5397e02363f949b260cdfb063c1b2b41b7058b6fcffa6abe13f	aggregated_gateway_record	GMT preserves TF identifiers and target membership counts but not the detailed source database, assay, or PMID per target; not pair-level corroboration.
mouse	TFLink	TFLink_v1.0_snapshot	tflink:mouse:000304:def32cdeb855	Sox4	Sox4	sox4	Q06831	3199	https://tflink.net/download/#interaction-gmt	def32cdeb8558fb3e0b2cd39283414f014e48317345852042ec705e18f7e1f86	aggregated_gateway_record	GMT preserves TF identifiers and target membership counts but not the detailed source database, assay, or PMID per target; not pair-level corroboration.
mouse	TFLink	TFLink_v1.0_snapshot	tflink:mouse:000512:47cd3f9a89a8	Sox5	Sox5	sox5	P35710	20	https://tflink.net/download/#interaction-gmt	47cd3f9a89a83a0cf6229010849b6b3494f62b1bbc116a098f4b96126d8c0cc1	aggregated_gateway_record	GMT preserves TF identifiers and target membership counts but not the detailed source database, assay, or PMID per target; not pair-level corroboration.
mouse	TFLink	TFLink_v1.0_snapshot	tflink:mouse:000466:3a1970637103	Sox6	Sox6	sox6	P40645	184	https://tflink.net/download/#interaction-gmt	3a197063710373cca87f3a806d94074aa0192c85a3b7699bfba0ace979a4be27	aggregated_gateway_record	GMT preserves TF identifiers and target membership counts but not the detailed source database, assay, or PMID per target; not pair-level corroboration.
mouse	TFLink	TFLink_v1.0_snapshot	tflink:mouse:000604:11f51d0d022b	Sox7	Sox7	sox7	P40646	3	https://tflink.net/download/#interaction-gmt	11f51d0d022bde8cf05d2434edbb04a0065001b676fad71f8205001ceeaf1761	aggregated_gateway_record	GMT preserves TF identifiers and target membership counts but not the detailed source database, assay, or PMID per target; not pair-level corroboration.
mouse	TFLink	TFLink_v1.0_snapshot	tflink:mouse:000574:df695e6a533e	Sox8	Sox8	sox8	Q04886	4	https://tflink.net/download/#interaction-gmt	df695e6a533e6b9b7aeceeaebd189bf1ac25626d7d983203cbb6cd4b7819a3c7	aggregated_gateway_record	GMT preserves TF identifiers and target membership counts but not the detailed source database, assay, or PMID per target; not pair-level corroboration.
mouse	TFLink	TFLink_v1.0_snapshot	tflink:mouse:000223:354ea912c5b1	Sox9	Sox9	sox9	Q04887	10862	https://tflink.net/download/#interaction-gmt	354ea912c5b1abe005cca9e71278113fdedc23880117eebd4c0fdf6d41c771f9	aggregated_gateway_record	GMT preserves TF identifiers and target membership counts but not the detailed source database, assay, or PMID per target; not pair-level corroboration.
mouse	TFLink	TFLink_v1.0_snapshot	tflink:mouse:000021:d806ee6317fb	Sp1	Sp1	sp1	O89090	11507	https://tflink.net/download/#interaction-gmt	d806ee6317fba4e5880d5411a9b28fe8f50b39adea8ee9849e5e0c71d0bf4a04	aggregated_gateway_record	GMT preserves TF identifiers and target membership counts but not the detailed source database, assay, or PMID per target; not pair-level corroboration.
mouse	TFLink	TFLink_v1.0_snapshot	tflink:mouse:000339:414fe1cdefca	Sp2	Sp2	sp2	Q9D2H6	11	https://tflink.net/download/#interaction-gmt	414fe1cdefca04b7576ea5f80f97373949a5dd09846ca01c0294b237f550fa4a	aggregated_gateway_record	GMT preserves TF identifiers and target membership counts but not the detailed source database, assay, or PMID per target; not pair-level corroboration.
mouse	TFLink	TFLink_v1.0_snapshot	tflink:mouse:000051:ad55d972d995	Sp3	Sp3	sp3	O70494	119	https://tflink.net/download/#interaction-gmt	ad55d972d995724a66b3698f43689d81210d5d9465a5848c3d8f6e17c1220344	aggregated_gateway_record	GMT preserves TF identifiers and target membership counts but not the detailed source database, assay, or PMID per target; not pair-level corroboration.
mouse	TFLink	TFLink_v1.0_snapshot	tflink:mouse:000437:bf166769474e	Sp4	Sp4	sp4	Q62445	8	https://tflink.net/download/#interaction-gmt	bf166769474eedaf7b18314719e0d97b2d5b6ecec3804d21de9f57465ea03f31	aggregated_gateway_record	GMT preserves TF identifiers and target membership counts but not the detailed source database, assay, or PMID per target; not pair-level corroboration.
mouse	TFLink	TFLink_v1.0_snapshot	tflink:mouse:000504:bcd5034e1082	Sp5	Sp5	sp5	Q9JHX2	968	https://tflink.net/download/#interaction-gmt	bcd5034e10828df73ca86089ec5cfd2339b6f1debb760e410a1fd8ec97fc144f	aggregated_gateway_record	GMT preserves TF identifiers and target membership counts but not the detailed source database, assay, or PMID per target; not pair-level corroboration.
mouse	TFLink	TFLink_v1.0_snapshot	tflink:mouse:000043:98c128af4466	Sp7	Sp7	sp7	Q8VI67	7452	https://tflink.net/download/#interaction-gmt	98c128af44668708f3112cb72a4ee1dd7028b3a4acbfdfa8fbaccf704c1d157f	aggregated_gateway_record	GMT preserves TF identifiers and target membership counts but not the detailed source database, assay, or PMID per target; not pair-level corroboration.
mouse	TFLink	TFLink_v1.0_snapshot	tflink:mouse:000621:3e38a52a73ae	Sp8	Sp8	sp8	Q8BMJ8	3	https://tflink.net/download/#interaction-gmt	3e38a52a73ae17f8d65911e9f20d7f2918e029558ec243c4b6e48ee2dc512fde	aggregated_gateway_record	GMT preserves TF identifiers and target membership counts but not the detailed source database, assay, or PMID per target; not pair-level corroboration.
mouse	TFLink	TFLink_v1.0_snapshot	tflink:mouse:000533:1d794927de5c	Sp9	Sp9	sp9	Q64HY3	5878	https://tflink.net/download/#interaction-gmt	1d794927de5cd68a9e65b8b8ad52fab4544b608e41f674e9912eb9385a5dcbd3	aggregated_gateway_record	GMT preserves TF identifiers and target membership counts but not the detailed source database, assay, or PMID per target; not pair-level corroboration.
mouse	TFLink	TFLink_v1.0_snapshot	tflink:mouse:000616:f4ec74c3642c	Spdef	Spdef	spdef	Q9WTP3	6	https://tflink.net/download/#interaction-gmt	f4ec74c3642c163863ac05021ace07be83d038afbe5bc11ff365c8193bf70d98	aggregated_gateway_record	GMT preserves TF identifiers and target membership counts but not the detailed source database, assay, or PMID per target; not pair-level corroboration.
mouse	TFLink	TFLink_v1.0_snapshot	tflink:mouse:000143:8a0c327870d4	Spen	Spen	spen	Q62504	1231	https://tflink.net/download/#interaction-gmt	8a0c327870d438a0b6b1c1ec3e1173f0d7f5c9ee590465607fe374bbee63ae75	aggregated_gateway_record	GMT preserves TF identifiers and target membership counts but not the detailed source database, assay, or PMID per target; not pair-level corroboration.
mouse	TFLink	TFLink_v1.0_snapshot	tflink:mouse:000115:4e627beff9c8	Spi1	Spi1	spi1	P17433	18974	https://tflink.net/download/#interaction-gmt	4e627beff9c89deee747e25bd39c45d5197c1660f33d775db615cf9ede560fd9	aggregated_gateway_record	GMT preserves TF identifiers and target membership counts but not the detailed source database, assay, or PMID per target; not pair-level corroboration.
mouse	TFLink	TFLink_v1.0_snapshot	tflink:mouse:000210:d6ec20472d76	Spib	Spib	spib	O35906	261	https://tflink.net/download/#interaction-gmt	d6ec20472d7624b10d4a8c2d92910d93f3085d91cb9ef6957af3ff93ed33492b	aggregated_gateway_record	GMT preserves TF identifiers and target membership counts but not the detailed source database, assay, or PMID per target; not pair-level corroboration.
mouse	TFLink	TFLink_v1.0_snapshot	tflink:mouse:000440:3f71ccdb8d28	Spic	Spic	spic	Q6P3D7	5	https://tflink.net/download/#interaction-gmt	3f71ccdb8d2898d63d0210cf5401cf9c05fe67b32e5875443c87af520cf2d587	aggregated_gateway_record	GMT preserves TF identifiers and target membership counts but not the detailed source database, assay, or PMID per target; not pair-level corroboration.
mouse	TFLink	TFLink_v1.0_snapshot	tflink:mouse:001060:df6153df8280	Spin1	Spin1	spin1	Q61142	2481	https://tflink.net/download/#interaction-gmt	df6153df8280230ae6883689a3584ba61b75823389146e0dfa6f28d31368643e	aggregated_gateway_record	GMT preserves TF identifiers and target membership counts but not the detailed source database, assay, or PMID per target; not pair-level corroboration.
mouse	TFLink	TFLink_v1.0_snapshot	tflink:mouse:000153:cf7ec786c0d2	Srebf1	Srebf1	srebf1	Q9WTN3	11474	https://tflink.net/download/#interaction-gmt	cf7ec786c0d292dfea18b1ff930609f09f694e8145533df64e29a3d8e87d5d1d	aggregated_gateway_record	GMT preserves TF identifiers and target membership counts but not the detailed source database, assay, or PMID per target; not pair-level corroboration.
mouse	TFLink	TFLink_v1.0_snapshot	tflink:mouse:000081:7798fa4a2067	Srebf2	Srebf2	srebf2	Q3U1N2	12	https://tflink.net/download/#interaction-gmt	7798fa4a2067b213473de52395a5463115153527af57e26be44bb6180ce216df	aggregated_gateway_record	GMT preserves TF identifiers and target membership counts but not the detailed source database, assay, or PMID per target; not pair-level corroboration.
mouse	TFLink	TFLink_v1.0_snapshot	tflink:mouse:000118:0774b0cd03e0	Srf	Srf	srf	Q9JM73	12619	https://tflink.net/download/#interaction-gmt	0774b0cd03e088010a781da20c7d3b3471845170c6865a17d1b08ed1a04f7ff2	aggregated_gateway_record	GMT preserves TF identifiers and target membership counts but not the detailed source database, assay, or PMID per target; not pair-level corroboration.
mouse	TFLink	TFLink_v1.0_snapshot	tflink:mouse:000476:382cc3acb349	Srrt	Srrt	srrt	Q99MR6	1	https://tflink.net/download/#interaction-gmt	382cc3acb349e364df8e6d2859f2cb4761d84e0b7943a485a08347b851c7d965	aggregated_gateway_record	GMT preserves TF identifiers and target membership counts but not the detailed source database, assay, or PMID per target; not pair-level corroboration.
