paper_identifier	identifier_type	identifier_value	canonical_url	metadata_status	title	authors	publication_year	journal	source_lanes	source_registers	source_record_count	source_record_ids	source_edge_ids	source_evidence_ids	source_handoff_ids	confidence_tiers	evidence_layers	sci_context_phrase_present	notes
PMID:24896812	PMID	24896812	https://pubmed.ncbi.nlm.nih.gov/24896812/	identifier_only_no_local_metadata					module22b_evidence_register	work/module_b_consolidation/module22b/module22b_evidence_register.tsv	1	module22b_evidence_register:M22B-EVID-003666	M22B-E005576	M22B-EVID-003666			downstream_or_functional	false	SCI flag means the associated Module 22 record text mentions SCI/spinal cord/spinal injury; it is not a paper-level SCI validation.
PMID:24899181	PMID	24899181	https://pubmed.ncbi.nlm.nih.gov/24899181/	identifier_only_no_local_metadata					module22b_evidence_register	work/module_b_consolidation/module22b/module22b_evidence_register.tsv	1	module22b_evidence_register:M22B-EVID-003425	M22B-E005340	M22B-EVID-003425			downstream_or_functional	false	SCI flag means the associated Module 22 record text mentions SCI/spinal cord/spinal injury; it is not a paper-level SCI validation.
PMID:24899581	PMID	24899581	https://pubmed.ncbi.nlm.nih.gov/24899581/	identifier_only_no_local_metadata					module22b_evidence_register	work/module_b_consolidation/module22b/module22b_evidence_register.tsv	2	module22b_evidence_register:M22B-EVID-007935;module22b_evidence_register:M22B-EVID-009344	M22B-E007762;M22B-E009171	M22B-EVID-007935;M22B-EVID-009344		medium-high	downstream_or_functional	true	SCI flag means the associated Module 22 record text mentions SCI/spinal cord/spinal injury; it is not a paper-level SCI validation.
PMID:24906624	PMID	24906624	https://pubmed.ncbi.nlm.nih.gov/24906624/	identifier_only_no_local_metadata					module22b_evidence_register	work/module_b_consolidation/module22b/module22b_evidence_register.tsv	3	module22b_evidence_register:M22B-EVID-006818;module22b_evidence_register:M22B-EVID-007235;module22b_evidence_register:M22B-EVID-008989	M22B-E006645;M22B-E007062;M22B-E008816	M22B-EVID-006818;M22B-EVID-007235;M22B-EVID-008989		high	downstream_or_functional	true	SCI flag means the associated Module 22 record text mentions SCI/spinal cord/spinal injury; it is not a paper-level SCI validation.
PMID:24915467	PMID	24915467	https://pubmed.ncbi.nlm.nih.gov/24915467/	identifier_only_no_local_metadata					module22b_evidence_register	work/module_b_consolidation/module22b/module22b_evidence_register.tsv	1	module22b_evidence_register:M22B-EVID-008027	M22B-E007854	M22B-EVID-008027		high	downstream_or_functional	true	SCI flag means the associated Module 22 record text mentions SCI/spinal cord/spinal injury; it is not a paper-level SCI validation.
PMID:24917395	PMID	24917395	https://pubmed.ncbi.nlm.nih.gov/24917395/	identifier_only_no_local_metadata					module22b_evidence_register	work/module_b_consolidation/module22b/module22b_evidence_register.tsv	2	module22b_evidence_register:M22B-EVID-001773;module22b_evidence_register:M22B-EVID-001774	M22B-E003273;M22B-E003274	M22B-EVID-001773;M22B-EVID-001774			downstream_or_functional	false	SCI flag means the associated Module 22 record text mentions SCI/spinal cord/spinal injury; it is not a paper-level SCI validation.
PMID:2491849	PMID	2491849	https://pubmed.ncbi.nlm.nih.gov/2491849/	matched_existing_local_metadata	Regulation of cell adhesion receptors by transforming growth factor-beta. Concomitant regulation of integrins that share a common beta 1 subunit.	Heino J; Ignotz RA; Hemler ME; Crouse C; Massagué J	1989	The Journal of biological chemistry	module22b_evidence_register	work/module_b_consolidation/module22b/module22b_evidence_register.tsv	1	module22b_evidence_register:M22B-EVID-005054	M22B-E000703	M22B-EVID-005054		high	downstream_or_functional	true	SCI flag means the associated Module 22 record text mentions SCI/spinal cord/spinal injury; it is not a paper-level SCI validation.
PMID:24923428	PMID	24923428	https://pubmed.ncbi.nlm.nih.gov/24923428/	identifier_only_no_local_metadata					module22b_evidence_register	work/module_b_consolidation/module22b/module22b_evidence_register.tsv	1	module22b_evidence_register:M22B-EVID-005517	M22B-E000811	M22B-EVID-005517			downstream_or_functional	false	SCI flag means the associated Module 22 record text mentions SCI/spinal cord/spinal injury; it is not a paper-level SCI validation.
PMID:24924632	PMID	24924632	https://pubmed.ncbi.nlm.nih.gov/24924632/	identifier_only_no_local_metadata					module22b_evidence_register	work/module_b_consolidation/module22b/module22b_evidence_register.tsv	2	module22b_evidence_register:M22B-EVID-006478;module22b_evidence_register:M22B-EVID-008621	M22B-E006305;M22B-E008448	M22B-EVID-006478;M22B-EVID-008621		high	downstream_or_functional	true	SCI flag means the associated Module 22 record text mentions SCI/spinal cord/spinal injury; it is not a paper-level SCI validation.
PMID:2492664	PMID	2492664	https://pubmed.ncbi.nlm.nih.gov/2492664/	identifier_only_no_local_metadata					module22b_evidence_register	work/module_b_consolidation/module22b/module22b_evidence_register.tsv	1	module22b_evidence_register:M22B-EVID-007622	M22B-E007449	M22B-EVID-007622		high	downstream_or_functional	true	SCI flag means the associated Module 22 record text mentions SCI/spinal cord/spinal injury; it is not a paper-level SCI validation.
PMID:24937430	PMID	24937430	https://pubmed.ncbi.nlm.nih.gov/24937430/	identifier_only_no_local_metadata					module22b_evidence_register	work/module_b_consolidation/module22b/module22b_evidence_register.tsv	1	module22b_evidence_register:M22B-EVID-003561	M22B-E005475	M22B-EVID-003561			downstream_or_functional	false	SCI flag means the associated Module 22 record text mentions SCI/spinal cord/spinal injury; it is not a paper-level SCI validation.
PMID:24940389	PMID	24940389	https://pubmed.ncbi.nlm.nih.gov/24940389/	identifier_only_no_local_metadata					module22b_evidence_register	work/module_b_consolidation/module22b/module22b_evidence_register.tsv	2	module22b_evidence_register:M22B-EVID-007036;module22b_evidence_register:M22B-EVID-009165	M22B-E006863;M22B-E008992	M22B-EVID-007036;M22B-EVID-009165		high	downstream_or_functional	true	SCI flag means the associated Module 22 record text mentions SCI/spinal cord/spinal injury; it is not a paper-level SCI validation.
PMID:24947582	PMID	24947582	https://pubmed.ncbi.nlm.nih.gov/24947582/	identifier_only_no_local_metadata					module22b_evidence_register	work/module_b_consolidation/module22b/module22b_evidence_register.tsv	1	module22b_evidence_register:M22B-EVID-000397	M22B-E000123	M22B-EVID-000397			downstream_or_functional	false	SCI flag means the associated Module 22 record text mentions SCI/spinal cord/spinal injury; it is not a paper-level SCI validation.
PMID:24949629	PMID	24949629	https://pubmed.ncbi.nlm.nih.gov/24949629/	identifier_only_no_local_metadata					module22b_evidence_register	work/module_b_consolidation/module22b/module22b_evidence_register.tsv	1	module22b_evidence_register:M22B-EVID-000941	M22B-E004516	M22B-EVID-000941			downstream_or_functional	false	SCI flag means the associated Module 22 record text mentions SCI/spinal cord/spinal injury; it is not a paper-level SCI validation.
PMID:24951594	PMID	24951594	https://pubmed.ncbi.nlm.nih.gov/24951594/	identifier_only_no_local_metadata					module22b_evidence_register	work/module_b_consolidation/module22b/module22b_evidence_register.tsv	2	module22b_evidence_register:M22B-EVID-007094;module22b_evidence_register:M22B-EVID-008935	M22B-E006921;M22B-E008762	M22B-EVID-007094;M22B-EVID-008935		high	downstream_or_functional	true	SCI flag means the associated Module 22 record text mentions SCI/spinal cord/spinal injury; it is not a paper-level SCI validation.
PMID:24958857	PMID	24958857	https://pubmed.ncbi.nlm.nih.gov/24958857/	identifier_only_no_local_metadata					module22b_evidence_register	work/module_b_consolidation/module22b/module22b_evidence_register.tsv	1	module22b_evidence_register:M22B-EVID-007741	M22B-E007568	M22B-EVID-007741		high	downstream_or_functional	true	SCI flag means the associated Module 22 record text mentions SCI/spinal cord/spinal injury; it is not a paper-level SCI validation.
PMID:24965890	PMID	24965890	https://pubmed.ncbi.nlm.nih.gov/24965890/	identifier_only_no_local_metadata					module22b_evidence_register	work/module_b_consolidation/module22b/module22b_evidence_register.tsv	39	module22b_evidence_register:M22B-EVID-000696;module22b_evidence_register:M22B-EVID-000697;module22b_evidence_register:M22B-EVID-000698;module22b_evidence_register:M22B-EVID-000699;module22b_evidence_register:M22B-EVID-000700;module22b_evidence_register:M22B-EVID-000701;module22b_evidence_register:M22B-EVID-000702;module22b_evidence_register:M22B-EVID-000703;module22b_evidence_register:M22B-EVID-000704;module22b_evidence_register:M22B-EVID-000705;module22b_evidence_register:M22B-EVID-000706;module22b_evidence_register:M22B-EVID-000707;module22b_evidence_register:M22B-EVID-000708;module22b_evidence_register:M22B-EVID-000709;module22b_evidence_register:M22B-EVID-000710;module22b_evidence_register:M22B-EVID-000711;module22b_evidence_register:M22B-EVID-000712;module22b_evidence_register:M22B-EVID-000713;module22b_evidence_register:M22B-EVID-000714;module22b_evidence_register:M22B-EVID-000715;module22b_evidence_register:M22B-EVID-000716;module22b_evidence_register:M22B-EVID-000717;module22b_evidence_register:M22B-EVID-000718;module22b_evidence_register:M22B-EVID-000719;module22b_evidence_register:M22B-EVID-000720;module22b_evidence_register:M22B-EVID-000721;module22b_evidence_register:M22B-EVID-000722;module22b_evidence_register:M22B-EVID-000723;module22b_evidence_register:M22B-EVID-000724;module22b_evidence_register:M22B-EVID-000725;module22b_evidence_register:M22B-EVID-000726;module22b_evidence_register:M22B-EVID-000727;module22b_evidence_register:M22B-EVID-000728;module22b_evidence_register:M22B-EVID-000729;module22b_evidence_register:M22B-EVID-000730;module22b_evidence_register:M22B-EVID-000731;module22b_evidence_register:M22B-EVID-000732;module22b_evidence_register:M22B-EVID-000733;module22b_evidence_register:M22B-EVID-000734	M22B-E000051;M22B-E001524	M22B-EVID-000696;M22B-EVID-000697;M22B-EVID-000698;M22B-EVID-000699;M22B-EVID-000700;M22B-EVID-000701;M22B-EVID-000702;M22B-EVID-000703;M22B-EVID-000704;M22B-EVID-000705;M22B-EVID-000706;M22B-EVID-000707;M22B-EVID-000708;M22B-EVID-000709;M22B-EVID-000710;M22B-EVID-000711;M22B-EVID-000712;M22B-EVID-000713;M22B-EVID-000714;M22B-EVID-000715;M22B-EVID-000716;M22B-EVID-000717;M22B-EVID-000718;M22B-EVID-000719;M22B-EVID-000720;M22B-EVID-000721;M22B-EVID-000722;M22B-EVID-000723;M22B-EVID-000724;M22B-EVID-000725;M22B-EVID-000726;M22B-EVID-000727;M22B-EVID-000728;M22B-EVID-000729;M22B-EVID-000730;M22B-EVID-000731;M22B-EVID-000732;M22B-EVID-000733;M22B-EVID-000734			downstream_or_functional	false	SCI flag means the associated Module 22 record text mentions SCI/spinal cord/spinal injury; it is not a paper-level SCI validation.
PMID:24967343	PMID	24967343	https://pubmed.ncbi.nlm.nih.gov/24967343/	identifier_only_no_local_metadata					module22b_evidence_register	work/module_b_consolidation/module22b/module22b_evidence_register.tsv	4	module22b_evidence_register:M22B-EVID-006056;module22b_evidence_register:M22B-EVID-006116;module22b_evidence_register:M22B-EVID-008228;module22b_evidence_register:M22B-EVID-008285	M22B-E005883;M22B-E005943;M22B-E008055;M22B-E008112	M22B-EVID-006056;M22B-EVID-006116;M22B-EVID-008228;M22B-EVID-008285		high;medium-high	downstream_or_functional	true	SCI flag means the associated Module 22 record text mentions SCI/spinal cord/spinal injury; it is not a paper-level SCI validation.
PMID:24968297	PMID	24968297	https://pubmed.ncbi.nlm.nih.gov/24968297/	identifier_only_no_local_metadata					module22b_evidence_register	work/module_b_consolidation/module22b/module22b_evidence_register.tsv	2	module22b_evidence_register:M22B-EVID-006256;module22b_evidence_register:M22B-EVID-008418	M22B-E006083;M22B-E008245	M22B-EVID-006256;M22B-EVID-008418		medium-high	downstream_or_functional	true	SCI flag means the associated Module 22 record text mentions SCI/spinal cord/spinal injury; it is not a paper-level SCI validation.
PMID:24975396	PMID	24975396	https://pubmed.ncbi.nlm.nih.gov/24975396/	identifier_only_no_local_metadata					module22b_evidence_register	work/module_b_consolidation/module22b/module22b_evidence_register.tsv	1	module22b_evidence_register:M22B-EVID-007562	M22B-E007389	M22B-EVID-007562		high	downstream_or_functional	true	SCI flag means the associated Module 22 record text mentions SCI/spinal cord/spinal injury; it is not a paper-level SCI validation.
PMID:24975844	PMID	24975844	https://pubmed.ncbi.nlm.nih.gov/24975844/	identifier_only_no_local_metadata					module22b_evidence_register	work/module_b_consolidation/module22b/module22b_evidence_register.tsv	2	module22b_evidence_register:M22B-EVID-006047;module22b_evidence_register:M22B-EVID-008217	M22B-E005874;M22B-E008044	M22B-EVID-006047;M22B-EVID-008217		high	downstream_or_functional	true	SCI flag means the associated Module 22 record text mentions SCI/spinal cord/spinal injury; it is not a paper-level SCI validation.
PMID:24976214	PMID	24976214	https://pubmed.ncbi.nlm.nih.gov/24976214/	identifier_only_no_local_metadata					module22b_evidence_register	work/module_b_consolidation/module22b/module22b_evidence_register.tsv	1	module22b_evidence_register:M22B-EVID-005022	M22B-E005709	M22B-EVID-005022			downstream_or_functional	false	SCI flag means the associated Module 22 record text mentions SCI/spinal cord/spinal injury; it is not a paper-level SCI validation.
PMID:24980614	PMID	24980614	https://pubmed.ncbi.nlm.nih.gov/24980614/	identifier_only_no_local_metadata					module22b_evidence_register	work/module_b_consolidation/module22b/module22b_evidence_register.tsv	2	module22b_evidence_register:M22B-EVID-006556;module22b_evidence_register:M22B-EVID-008716	M22B-E006383;M22B-E008543	M22B-EVID-006556;M22B-EVID-008716		high	downstream_or_functional	true	SCI flag means the associated Module 22 record text mentions SCI/spinal cord/spinal injury; it is not a paper-level SCI validation.
PMID:2498162	PMID	2498162	https://pubmed.ncbi.nlm.nih.gov/2498162/	identifier_only_no_local_metadata					module22b_evidence_register	work/module_b_consolidation/module22b/module22b_evidence_register.tsv	1	module22b_evidence_register:M22B-EVID-008512	M22B-E008339	M22B-EVID-008512		high	downstream_or_functional	true	SCI flag means the associated Module 22 record text mentions SCI/spinal cord/spinal injury; it is not a paper-level SCI validation.
PMID:24982421	PMID	24982421	https://pubmed.ncbi.nlm.nih.gov/24982421/	identifier_only_no_local_metadata					module22b_evidence_register	work/module_b_consolidation/module22b/module22b_evidence_register.tsv	2	module22b_evidence_register:M22B-EVID-006540;module22b_evidence_register:M22B-EVID-008688	M22B-E006367;M22B-E008515	M22B-EVID-006540;M22B-EVID-008688		high	downstream_or_functional	true	SCI flag means the associated Module 22 record text mentions SCI/spinal cord/spinal injury; it is not a paper-level SCI validation.
PMID:2498322	PMID	2498322	https://pubmed.ncbi.nlm.nih.gov/2498322/	identifier_only_no_local_metadata					module22b_evidence_register	work/module_b_consolidation/module22b/module22b_evidence_register.tsv	1	module22b_evidence_register:M22B-EVID-008512	M22B-E008339	M22B-EVID-008512		high	downstream_or_functional	true	SCI flag means the associated Module 22 record text mentions SCI/spinal cord/spinal injury; it is not a paper-level SCI validation.
PMID:24990881	PMID	24990881	https://pubmed.ncbi.nlm.nih.gov/24990881/	identifier_only_no_local_metadata					module22b_evidence_register	work/module_b_consolidation/module22b/module22b_evidence_register.tsv	1	module22b_evidence_register:M22B-EVID-002554	M22B-E000871	M22B-EVID-002554			downstream_or_functional	false	SCI flag means the associated Module 22 record text mentions SCI/spinal cord/spinal injury; it is not a paper-level SCI validation.
PMID:24992983	PMID	24992983	https://pubmed.ncbi.nlm.nih.gov/24992983/	identifier_only_no_local_metadata					module22b_evidence_register	work/module_b_consolidation/module22b/module22b_evidence_register.tsv	2	module22b_evidence_register:M22B-EVID-007956;module22b_evidence_register:M22B-EVID-009402	M22B-E007783;M22B-E009229	M22B-EVID-007956;M22B-EVID-009402		high	downstream_or_functional	true	SCI flag means the associated Module 22 record text mentions SCI/spinal cord/spinal injury; it is not a paper-level SCI validation.
PMID:25001622	PMID	25001622	https://pubmed.ncbi.nlm.nih.gov/25001622/	identifier_only_no_local_metadata					module22b_evidence_register	work/module_b_consolidation/module22b/module22b_evidence_register.tsv	2	module22b_evidence_register:M22B-EVID-006391;module22b_evidence_register:M22B-EVID-008537	M22B-E006218;M22B-E008364	M22B-EVID-006391;M22B-EVID-008537		high	downstream_or_functional	true	SCI flag means the associated Module 22 record text mentions SCI/spinal cord/spinal injury; it is not a paper-level SCI validation.
PMID:25012664	PMID	25012664	https://pubmed.ncbi.nlm.nih.gov/25012664/	identifier_only_no_local_metadata					module22b_evidence_register	work/module_b_consolidation/module22b/module22b_evidence_register.tsv	2	module22b_evidence_register:M22B-EVID-006150;module22b_evidence_register:M22B-EVID-008311	M22B-E005977;M22B-E008138	M22B-EVID-006150;M22B-EVID-008311		high	downstream_or_functional	true	SCI flag means the associated Module 22 record text mentions SCI/spinal cord/spinal injury; it is not a paper-level SCI validation.
PMID:25015565	PMID	25015565	https://pubmed.ncbi.nlm.nih.gov/25015565/	identifier_only_no_local_metadata					module22b_evidence_register	work/module_b_consolidation/module22b/module22b_evidence_register.tsv	1	module22b_evidence_register:M22B-EVID-010026	M22B-E009853	M22B-EVID-010026		high	downstream_or_functional	true	SCI flag means the associated Module 22 record text mentions SCI/spinal cord/spinal injury; it is not a paper-level SCI validation.
PMID:25016017	PMID	25016017	https://pubmed.ncbi.nlm.nih.gov/25016017/	identifier_only_no_local_metadata					module22b_evidence_register	work/module_b_consolidation/module22b/module22b_evidence_register.tsv	2	module22b_evidence_register:M22B-EVID-006392;module22b_evidence_register:M22B-EVID-008541	M22B-E006219;M22B-E008368	M22B-EVID-006392;M22B-EVID-008541		high	downstream_or_functional	true	SCI flag means the associated Module 22 record text mentions SCI/spinal cord/spinal injury; it is not a paper-level SCI validation.
PMID:25023983	PMID	25023983	https://pubmed.ncbi.nlm.nih.gov/25023983/	identifier_only_no_local_metadata					module22b_evidence_register	work/module_b_consolidation/module22b/module22b_evidence_register.tsv	1	module22b_evidence_register:M22B-EVID-010342	M22B-E010169	M22B-EVID-010342		high	ligand_receptor_or_direct_molecular	true	SCI flag means the associated Module 22 record text mentions SCI/spinal cord/spinal injury; it is not a paper-level SCI validation.
PMID:25024375	PMID	25024375	https://pubmed.ncbi.nlm.nih.gov/25024375/	identifier_only_no_local_metadata					module22b_evidence_register	work/module_b_consolidation/module22b/module22b_evidence_register.tsv	1	module22b_evidence_register:M22B-EVID-010017	M22B-E009844	M22B-EVID-010017		high	downstream_or_functional	true	SCI flag means the associated Module 22 record text mentions SCI/spinal cord/spinal injury; it is not a paper-level SCI validation.
PMID:25028387	PMID	25028387	https://pubmed.ncbi.nlm.nih.gov/25028387/	identifier_only_no_local_metadata					module22b_evidence_register	work/module_b_consolidation/module22b/module22b_evidence_register.tsv	3	module22b_evidence_register:M22B-EVID-006102;module22b_evidence_register:M22B-EVID-008178;module22b_evidence_register:M22B-EVID-008258	M22B-E005929;M22B-E008005;M22B-E008085	M22B-EVID-006102;M22B-EVID-008178;M22B-EVID-008258		high	downstream_or_functional	true	SCI flag means the associated Module 22 record text mentions SCI/spinal cord/spinal injury; it is not a paper-level SCI validation.
PMID:25028566	PMID	25028566	https://pubmed.ncbi.nlm.nih.gov/25028566/	identifier_only_no_local_metadata					module22b_evidence_register	work/module_b_consolidation/module22b/module22b_evidence_register.tsv	1	module22b_evidence_register:M22B-EVID-010403	M22B-E010230	M22B-EVID-010403		high	ligand_receptor_or_direct_molecular	true	SCI flag means the associated Module 22 record text mentions SCI/spinal cord/spinal injury; it is not a paper-level SCI validation.
PMID:25035988	PMID	25035988	https://pubmed.ncbi.nlm.nih.gov/25035988/	identifier_only_no_local_metadata					module22b_evidence_register	work/module_b_consolidation/module22b/module22b_evidence_register.tsv	1	module22b_evidence_register:M22B-EVID-006534	M22B-E006361	M22B-EVID-006534		high	downstream_or_functional	true	SCI flag means the associated Module 22 record text mentions SCI/spinal cord/spinal injury; it is not a paper-level SCI validation.
PMID:25040798	PMID	25040798	https://pubmed.ncbi.nlm.nih.gov/25040798/	identifier_only_no_local_metadata					module22b_evidence_register	work/module_b_consolidation/module22b/module22b_evidence_register.tsv	1	module22b_evidence_register:M22B-EVID-005398	M22B-E005612	M22B-EVID-005398			downstream_or_functional	false	SCI flag means the associated Module 22 record text mentions SCI/spinal cord/spinal injury; it is not a paper-level SCI validation.
PMID:25040843	PMID	25040843	https://pubmed.ncbi.nlm.nih.gov/25040843/	identifier_only_no_local_metadata					module22b_evidence_register	work/module_b_consolidation/module22b/module22b_evidence_register.tsv	1	module22b_evidence_register:M22B-EVID-007565	M22B-E007392	M22B-EVID-007565		high	downstream_or_functional	true	SCI flag means the associated Module 22 record text mentions SCI/spinal cord/spinal injury; it is not a paper-level SCI validation.
PMID:25049377	PMID	25049377	https://pubmed.ncbi.nlm.nih.gov/25049377/	identifier_only_no_local_metadata					module22b_evidence_register	work/module_b_consolidation/module22b/module22b_evidence_register.tsv	2	module22b_evidence_register:M22B-EVID-007645;module22b_evidence_register:M22B-EVID-007729	M22B-E007472;M22B-E007556	M22B-EVID-007645;M22B-EVID-007729		high	downstream_or_functional	true	SCI flag means the associated Module 22 record text mentions SCI/spinal cord/spinal injury; it is not a paper-level SCI validation.
PMID:25050461	PMID	25050461	https://pubmed.ncbi.nlm.nih.gov/25050461/	identifier_only_no_local_metadata					module22b_evidence_register	work/module_b_consolidation/module22b/module22b_evidence_register.tsv	1	module22b_evidence_register:M22B-EVID-007965	M22B-E007792	M22B-EVID-007965		high	downstream_or_functional	true	SCI flag means the associated Module 22 record text mentions SCI/spinal cord/spinal injury; it is not a paper-level SCI validation.
PMID:25051961	PMID	25051961	https://pubmed.ncbi.nlm.nih.gov/25051961/	identifier_only_no_local_metadata					module22b_evidence_register	work/module_b_consolidation/module22b/module22b_evidence_register.tsv	2	module22b_evidence_register:M22B-EVID-002160;module22b_evidence_register:M22B-EVID-002170	M22B-E001218;M22B-E001229	M22B-EVID-002160;M22B-EVID-002170			downstream_or_functional	false	SCI flag means the associated Module 22 record text mentions SCI/spinal cord/spinal injury; it is not a paper-level SCI validation.
PMID:25052841	PMID	25052841	https://pubmed.ncbi.nlm.nih.gov/25052841/	identifier_only_no_local_metadata					module22b_evidence_register	work/module_b_consolidation/module22b/module22b_evidence_register.tsv	2	module22b_evidence_register:M22B-EVID-006489;module22b_evidence_register:M22B-EVID-008641	M22B-E006316;M22B-E008468	M22B-EVID-006489;M22B-EVID-008641		high	downstream_or_functional	true	SCI flag means the associated Module 22 record text mentions SCI/spinal cord/spinal injury; it is not a paper-level SCI validation.
PMID:25055037	PMID	25055037	https://pubmed.ncbi.nlm.nih.gov/25055037/	identifier_only_no_local_metadata					module22b_evidence_register	work/module_b_consolidation/module22b/module22b_evidence_register.tsv	1	module22b_evidence_register:M22B-EVID-009796	M22B-E009623	M22B-EVID-009796		high	downstream_or_functional	true	SCI flag means the associated Module 22 record text mentions SCI/spinal cord/spinal injury; it is not a paper-level SCI validation.
PMID:25056900	PMID	25056900	https://pubmed.ncbi.nlm.nih.gov/25056900/	identifier_only_no_local_metadata					module22b_evidence_register	work/module_b_consolidation/module22b/module22b_evidence_register.tsv	1	module22b_evidence_register:M22B-EVID-007669	M22B-E007496	M22B-EVID-007669		high	downstream_or_functional	true	SCI flag means the associated Module 22 record text mentions SCI/spinal cord/spinal injury; it is not a paper-level SCI validation.
PMID:25057311	PMID	25057311	https://pubmed.ncbi.nlm.nih.gov/25057311/	identifier_only_no_local_metadata					module22b_evidence_register	work/module_b_consolidation/module22b/module22b_evidence_register.tsv	1	module22b_evidence_register:M22B-EVID-001647	M22B-E003076	M22B-EVID-001647			downstream_or_functional	false	SCI flag means the associated Module 22 record text mentions SCI/spinal cord/spinal injury; it is not a paper-level SCI validation.
PMID:25058354	PMID	25058354	https://pubmed.ncbi.nlm.nih.gov/25058354/	identifier_only_no_local_metadata					module22b_evidence_register	work/module_b_consolidation/module22b/module22b_evidence_register.tsv	2	module22b_evidence_register:M22B-EVID-000103;module22b_evidence_register:M22B-EVID-000104	M22B-E000291;M22B-E000294	M22B-EVID-000103;M22B-EVID-000104			downstream_or_functional	false	SCI flag means the associated Module 22 record text mentions SCI/spinal cord/spinal injury; it is not a paper-level SCI validation.
PMID:25062971	PMID	25062971	https://pubmed.ncbi.nlm.nih.gov/25062971/	identifier_only_no_local_metadata					module22b_evidence_register	work/module_b_consolidation/module22b/module22b_evidence_register.tsv	1	module22b_evidence_register:M22B-EVID-010083	M22B-E009910	M22B-EVID-010083		high	downstream_or_functional	true	SCI flag means the associated Module 22 record text mentions SCI/spinal cord/spinal injury; it is not a paper-level SCI validation.
PMID:25064859	PMID	25064859	https://pubmed.ncbi.nlm.nih.gov/25064859/	identifier_only_no_local_metadata					module22b_evidence_register	work/module_b_consolidation/module22b/module22b_evidence_register.tsv	2	module22b_evidence_register:M22B-EVID-006032;module22b_evidence_register:M22B-EVID-008204	M22B-E005859;M22B-E008031	M22B-EVID-006032;M22B-EVID-008204		medium-high	downstream_or_functional	true	SCI flag means the associated Module 22 record text mentions SCI/spinal cord/spinal injury; it is not a paper-level SCI validation.
PMID:25072357	PMID	25072357	https://pubmed.ncbi.nlm.nih.gov/25072357/	identifier_only_no_local_metadata					module22b_evidence_register	work/module_b_consolidation/module22b/module22b_evidence_register.tsv	2	module22b_evidence_register:M22B-EVID-006622;module22b_evidence_register:M22B-EVID-008772	M22B-E006449;M22B-E008599	M22B-EVID-006622;M22B-EVID-008772		medium-high	downstream_or_functional	true	SCI flag means the associated Module 22 record text mentions SCI/spinal cord/spinal injury; it is not a paper-level SCI validation.
PMID:25074926	PMID	25074926	https://pubmed.ncbi.nlm.nih.gov/25074926/	identifier_only_no_local_metadata					module22a_pending_candidate_dispositions;module22b_evidence_register	work/module22a_22b_promotion_audit/module22a_pending_candidate_dispositions.tsv;work/module_b_consolidation/module22b/module22b_evidence_register.tsv	5	module22a_pending_candidate_dispositions:M22A-HANDOFF-004595;module22b_evidence_register:M22B-EVID-000229;module22b_evidence_register:M22B-EVID-000230;module22b_evidence_register:M22B-EVID-000231;module22b_evidence_register:M22B-EVID-004664	M22B-E000314;M22B-E000315;M22B-E000325;M22B-E003540	M21A-PAIR-EVID-5526;M22B-EVID-000229;M22B-EVID-000230;M22B-EVID-000231;M22B-EVID-004664	M22A-HANDOFF-004595	low-medium	downstream_or_functional;ligand_receptor_binding_or_activation;receptor_proximal_relay;downstream_pathway_function	false	SCI flag means the associated Module 22 record text mentions SCI/spinal cord/spinal injury; it is not a paper-level SCI validation.
PMID:25085348	PMID	25085348	https://pubmed.ncbi.nlm.nih.gov/25085348/	identifier_only_no_local_metadata					module22b_evidence_register	work/module_b_consolidation/module22b/module22b_evidence_register.tsv	1	module22b_evidence_register:M22B-EVID-004847	M22B-E003751	M22B-EVID-004847			downstream_or_functional	false	SCI flag means the associated Module 22 record text mentions SCI/spinal cord/spinal injury; it is not a paper-level SCI validation.
PMID:25085974	PMID	25085974	https://pubmed.ncbi.nlm.nih.gov/25085974/	identifier_only_no_local_metadata					module22b_evidence_register	work/module_b_consolidation/module22b/module22b_evidence_register.tsv	1	module22b_evidence_register:M22B-EVID-004952	M22B-E005630	M22B-EVID-004952		high	downstream_or_functional	true	SCI flag means the associated Module 22 record text mentions SCI/spinal cord/spinal injury; it is not a paper-level SCI validation.
PMID:25086905	PMID	25086905	https://pubmed.ncbi.nlm.nih.gov/25086905/	identifier_only_no_local_metadata					module22b_evidence_register	work/module_b_consolidation/module22b/module22b_evidence_register.tsv	1	module22b_evidence_register:M22B-EVID-007569	M22B-E007396	M22B-EVID-007569		medium-high	downstream_or_functional	true	SCI flag means the associated Module 22 record text mentions SCI/spinal cord/spinal injury; it is not a paper-level SCI validation.
PMID:25088803	PMID	25088803	https://pubmed.ncbi.nlm.nih.gov/25088803/	identifier_only_no_local_metadata					module22a_pending_candidate_dispositions;module22b_evidence_register	work/module22a_22b_promotion_audit/module22a_pending_candidate_dispositions.tsv;work/module_b_consolidation/module22b/module22b_evidence_register.tsv	3	module22a_pending_candidate_dispositions:M22A-HANDOFF-004629;module22b_evidence_register:M22B-EVID-000169;module22b_evidence_register:M22B-EVID-000170	M22B-E000141;M22B-E000142	M21A-PAIR-EVID-5532;M22B-EVID-000169;M22B-EVID-000170	M22A-HANDOFF-004629	high	downstream_or_functional;receptor_proximal_relay;downstream_pathway_function	true	SCI flag means the associated Module 22 record text mentions SCI/spinal cord/spinal injury; it is not a paper-level SCI validation.
