review_priority_rank	review_priority_score	ligand_label	receptor_label	route_record_count	unique_evidence_id_count	output_annotated_route_count	tf_annotated_route_count	intracellular_annotated_route_count	missing_intracellular_count	missing_tf_count	route_tiers	selection_note
4787	12	HLA-F open conformer	KIR3DL1	1	1	0	0	0	1	1	ligand_receptor_entry_only:1	Workflow prioritization only; mSCS determines route plausibility and confidence.
4788	12	HLA-F open conformer	KIR3DL2	1	1	0	0	0	1	1	ligand_receptor_entry_only:1	Workflow prioritization only; mSCS determines route plausibility and confidence.
4789	12	HOMER1/Homer1 family scaffold	TRPC1/transient receptor potential canonical 1	1	1	0	0	0	1	1	ligand_receptor_entry_only:1	Workflow prioritization only; mSCS determines route plausibility and confidence.
4790	12	HPV16 L1 VLP	ITGA6 integrin subunit	1	1	0	0	0	1	1	ligand_receptor_entry_only:1	Workflow prioritization only; mSCS determines route plausibility and confidence.
4791	12	HSF1 pS216	CDC20	1	1	0	0	0	1	1	ligand_receptor_entry_only:1	Workflow prioritization only; mSCS determines route plausibility and confidence.
4792	12	HSF1 pS303/pS307 phosphosite set	YWHAE/14-3-3epsilon	1	1	0	0	0	1	1	ligand_receptor_entry_only:1	Workflow prioritization only; mSCS determines route plausibility and confidence.
4793	12	HSP90AA1/HSP90alpha	P2RX1/P2X1 ATP-gated receptor	1	1	0	0	0	1	1	ligand_receptor_entry_only:1	Workflow prioritization only; mSCS determines route plausibility and confidence.
4794	12	HSPG2 perlecan/endorepellin	ITGA2:ITGB1	1	1	0	0	0	1	1	ligand_receptor_entry_only:1	Workflow prioritization only; mSCS determines route plausibility and confidence.
4795	12	HSPG2/perlecan	CSPG4/NG2	1	1	0	0	0	1	1	ligand_receptor_entry_only:1	Workflow prioritization only; mSCS determines route plausibility and confidence.
4796	12	HSPG2/perlecan	DAG1/dystroglycan	1	1	0	0	0	1	1	ligand_receptor_entry_only:1	Workflow prioritization only; mSCS determines route plausibility and confidence.
4797	12	Hbegf	Erbb4	1	1	0	0	0	1	1	ligand_receptor_entry_only:1	Workflow prioritization only; mSCS determines route plausibility and confidence.
4798	12	HcpA/Borrelia recurrentis multifunctional surface lipoprotein	FHR1/Factor H-related protein 1	1	1	0	0	0	1	1	ligand_receptor_entry_only:1	Workflow prioritization only; mSCS determines route plausibility and confidence.
4799	12	Hcrt	Hcrtr1	1	1	0	0	0	1	1	ligand_receptor_entry_only:1	Workflow prioritization only; mSCS determines route plausibility and confidence.
4800	12	Hcrt	Hcrtr2	1	1	0	0	0	1	1	ligand_receptor_entry_only:1	Workflow prioritization only; mSCS determines route plausibility and confidence.
4801	12	Heparan sulfate glycoform	NCR1/NKp46	1	1	0	0	0	1	1	ligand_receptor_entry_only:1	Workflow prioritization only; mSCS determines route plausibility and confidence.
4802	12	Hgf	Nrp1	1	1	0	0	0	1	1	ligand_receptor_entry_only:1	Workflow prioritization only; mSCS determines route plausibility and confidence.
4803	12	Hp	Cd163	1	1	0	0	0	1	1	ligand_receptor_entry_only:1	Workflow prioritization only; mSCS determines route plausibility and confidence.
4804	12	Hp	Itgam	1	1	0	0	0	1	1	ligand_receptor_entry_only:1	Workflow prioritization only; mSCS determines route plausibility and confidence.
4805	12	Hp	Itgb2	1	1	0	0	0	1	1	ligand_receptor_entry_only:1	Workflow prioritization only; mSCS determines route plausibility and confidence.
4806	12	Hpx	Lrp1	1	1	0	0	0	1	1	ligand_receptor_entry_only:1	Workflow prioritization only; mSCS determines route plausibility and confidence.
4807	12	Hspg2	Dag1	1	1	0	0	0	1	1	ligand_receptor_entry_only:1	Workflow prioritization only; mSCS determines route plausibility and confidence.
4808	12	Hyaluronan/HA	HMMR/RHAMM	1	1	0	0	0	1	1	ligand_receptor_entry_only:1	Workflow prioritization only; mSCS determines route plausibility and confidence.
4809	12	Hyaluronan/HA	LYVE1	1	1	0	0	0	1	1	ligand_receptor_entry_only:1	Workflow prioritization only; mSCS determines route plausibility and confidence.
4810	12	ICOSLG/ICOSL/B7-H2	ICOS/CD278	1	1	0	0	0	1	1	ligand_receptor_entry_only:1	Workflow prioritization only; mSCS determines route plausibility and confidence.
4811	12	IFN-lambda1	IFNLR1	1	1	0	0	0	1	1	ligand_receptor_entry_only:1	Workflow prioritization only; mSCS determines route plausibility and confidence.
4812	12	IFNAR1 Y466/YVFF motif	AP2M1/AP50	1	1	0	0	0	1	1	ligand_receptor_entry_only:1	Workflow prioritization only; mSCS determines route plausibility and confidence.
4813	12	IFNAR1 pY466	PTPN1/PTP1B	1	1	0	0	0	1	1	ligand_receptor_entry_only:1	Workflow prioritization only; mSCS determines route plausibility and confidence.
4814	12	IFNAR1 pY466	STAT2	1	1	0	0	0	1	1	ligand_receptor_entry_only:1	Workflow prioritization only; mSCS determines route plausibility and confidence.
4815	12	IFNB1/interferon-beta	IFNAR1/interferon-alpha/beta receptor 1	1	1	0	0	0	1	1	ligand_receptor_entry_only:1	Workflow prioritization only; mSCS determines route plausibility and confidence.
4816	12	IFNB1/interferon-beta	IFNAR2/interferon-alpha/beta receptor 2	1	1	0	0	0	1	1	ligand_receptor_entry_only:1	Workflow prioritization only; mSCS determines route plausibility and confidence.
4817	12	IFNE/interferon-epsilon	IFNAR1/interferon-alpha/beta receptor 1	1	1	0	0	0	1	1	ligand_receptor_entry_only:1	Workflow prioritization only; mSCS determines route plausibility and confidence.
4818	12	IFNE/interferon-epsilon	IFNAR2/interferon-alpha/beta receptor 2	1	1	0	0	0	1	1	ligand_receptor_entry_only:1	Workflow prioritization only; mSCS determines route plausibility and confidence.
4819	12	IFNGR1	CD93	1	1	0	0	0	1	1	ligand_receptor_entry_only:1	Workflow prioritization only; mSCS determines route plausibility and confidence.
4820	12	IFNGR1 pY440	STAT1	1	1	0	0	0	1	1	ligand_receptor_entry_only:1	Workflow prioritization only; mSCS determines route plausibility and confidence.
4821	12	IFNL1	IFNLR1	1	1	0	0	0	1	1	ligand_receptor_entry_only:1	Workflow prioritization only; mSCS determines route plausibility and confidence.
4822	12	IFNW1/interferon-omega	IFNAR2/interferon alpha-beta receptor 2	1	1	0	0	0	1	1	ligand_receptor_entry_only:1	Workflow prioritization only; mSCS determines route plausibility and confidence.
4823	12	IGF1/IGF-I	IGF1R	1	1	0	0	0	1	1	ligand_receptor_entry_only:1	Workflow prioritization only; mSCS determines route plausibility and confidence.
4824	12	IGF1/IGF-I	IGF1R receptor dimer	1	1	0	0	0	1	1	ligand_receptor_entry_only:1	Workflow prioritization only; mSCS determines route plausibility and confidence.
4825	12	IGF1R pY950	IRS1	1	1	0	0	0	1	1	ligand_receptor_entry_only:1	Workflow prioritization only; mSCS determines route plausibility and confidence.
4826	12	IGF1R pY950	SHC1	1	1	0	0	0	1	1	ligand_receptor_entry_only:1	Workflow prioritization only; mSCS determines route plausibility and confidence.
4827	12	IGFBP7	DCC	1	1	0	0	0	1	1	ligand_receptor_entry_only:1	Workflow prioritization only; mSCS determines route plausibility and confidence.
4828	12	IGFBP7	IL-6Rα/IL6R	1	1	0	0	0	1	1	ligand_receptor_entry_only:1	Workflow prioritization only; mSCS determines route plausibility and confidence.
4829	12	IGFBP7	ISLR2/LINX	1	1	0	0	0	1	1	ligand_receptor_entry_only:1	Workflow prioritization only; mSCS determines route plausibility and confidence.
4830	12	IGFBP7	NEO1/neogenin	1	1	0	0	0	1	1	ligand_receptor_entry_only:1	Workflow prioritization only; mSCS determines route plausibility and confidence.
4831	12	IGFBP7	PRTG/protogenin	1	1	0	0	0	1	1	ligand_receptor_entry_only:1	Workflow prioritization only; mSCS determines route plausibility and confidence.
4832	12	IGFBP7	PUNC	1	1	0	0	0	1	1	ligand_receptor_entry_only:1	Workflow prioritization only; mSCS determines route plausibility and confidence.
4833	12	IGFBP7	PUNC e11	1	1	0	0	0	1	1	ligand_receptor_entry_only:1	Workflow prioritization only; mSCS determines route plausibility and confidence.
4834	12	IGFBPL1	DCC	1	1	0	0	0	1	1	ligand_receptor_entry_only:1	Workflow prioritization only; mSCS determines route plausibility and confidence.
4835	12	IGFBPL1	IL-6Rα/IL6R	1	1	0	0	0	1	1	ligand_receptor_entry_only:1	Workflow prioritization only; mSCS determines route plausibility and confidence.
4836	12	IGFBPL1	ISLR2/LINX	1	1	0	0	0	1	1	ligand_receptor_entry_only:1	Workflow prioritization only; mSCS determines route plausibility and confidence.
4837	12	IGFBPL1	NEO1/neogenin	1	1	0	0	0	1	1	ligand_receptor_entry_only:1	Workflow prioritization only; mSCS determines route plausibility and confidence.
4838	12	IGFBPL1	PRTG/protogenin	1	1	0	0	0	1	1	ligand_receptor_entry_only:1	Workflow prioritization only; mSCS determines route plausibility and confidence.
4839	12	IGFBPL1	PUNC	1	1	0	0	0	1	1	ligand_receptor_entry_only:1	Workflow prioritization only; mSCS determines route plausibility and confidence.
4840	12	IGFBPL1	PUNC e11	1	1	0	0	0	1	1	ligand_receptor_entry_only:1	Workflow prioritization only; mSCS determines route plausibility and confidence.
4841	12	IGFL1	IGFLR1/TMEM149	1	1	0	0	0	1	1	ligand_receptor_entry_only:1	Workflow prioritization only; mSCS determines route plausibility and confidence.
4842	12	IGFL3	IGFLR1/TMEM149	1	1	0	0	0	1	1	ligand_receptor_entry_only:1	Workflow prioritization only; mSCS determines route plausibility and confidence.
4843	12	IGSF21/immunoglobulin superfamily member 21	NRXN2alpha	1	1	0	0	0	1	1	ligand_receptor_entry_only:1	Workflow prioritization only; mSCS determines route plausibility and confidence.
4844	12	IGSF8/EWI-2	KIR3DL2/CD158k	1	1	0	0	0	1	1	ligand_receptor_entry_only:1	Workflow prioritization only; mSCS determines route plausibility and confidence.
4845	12	IHH/Indian hedgehog	PTCH1	1	1	0	0	0	1	1	ligand_receptor_entry_only:1	Workflow prioritization only; mSCS determines route plausibility and confidence.
4846	12	IHH/indian hedgehog	PTCH2	1	1	0	0	0	1	1	ligand_receptor_entry_only:1	Workflow prioritization only; mSCS determines route plausibility and confidence.
4847	12	IL-11	IL-11Ralpha:gp130 hexamer	1	1	0	0	0	1	1	ligand_receptor_entry_only:1	Workflow prioritization only; mSCS determines route plausibility and confidence.
4848	12	IL-1alpha	sIL1R2:sIL1RAP	1	1	0	0	0	1	1	ligand_receptor_entry_only:1	Workflow prioritization only; mSCS determines route plausibility and confidence.
4849	12	IL-27	IL-27RA/WSX-1:gp130	1	1	0	0	0	1	1	ligand_receptor_entry_only:1	Workflow prioritization only; mSCS determines route plausibility and confidence.
4850	12	IL-6Rα/IL6R	CD248	1	1	0	0	0	1	1	ligand_receptor_entry_only:1	Workflow prioritization only; mSCS determines route plausibility and confidence.
4851	12	IL-6Rα/IL6R	ISLR2/LINX	1	1	0	0	0	1	1	ligand_receptor_entry_only:1	Workflow prioritization only; mSCS determines route plausibility and confidence.
4852	12	IL10/interleukin-10	developing hippocampal neuronal synapse formation	1	1	0	0	0	1	1	ligand_receptor_entry_only:1	Workflow prioritization only; mSCS determines route plausibility and confidence.
4853	12	IL12A/IL12B	IL12RB1	1	1	0	0	0	1	1	ligand_receptor_entry_only:1	Workflow prioritization only; mSCS determines route plausibility and confidence.
4854	12	IL12A/IL12B	IL12RB2	1	1	0	0	0	1	1	ligand_receptor_entry_only:1	Workflow prioritization only; mSCS determines route plausibility and confidence.
4855	12	IL17AF	IL17RC	1	1	0	0	0	1	1	ligand_receptor_entry_only:1	Workflow prioritization only; mSCS determines route plausibility and confidence.
4856	12	IL17RA:IL17RC receptor complex	ACT1/CIKS	1	1	0	0	0	1	1	ligand_receptor_entry_only:1	Workflow prioritization only; mSCS determines route plausibility and confidence.
4857	12	IL1A	SIL1R2:SIL1RAP decoy complex	1	1	0	0	0	1	1	ligand_receptor_entry_only:1	Workflow prioritization only; mSCS determines route plausibility and confidence.
4858	12	IL1RAPL1	PTPRS/PTPσ	1	1	0	0	0	1	1	ligand_receptor_entry_only:1	Workflow prioritization only; mSCS determines route plausibility and confidence.
4859	12	IL1RAPL2	PTPRD/PTPδ	1	1	0	0	0	1	1	ligand_receptor_entry_only:1	Workflow prioritization only; mSCS determines route plausibility and confidence.
4860	12	IL1RAPL2	PTPRS/PTPσ	1	1	0	0	0	1	1	ligand_receptor_entry_only:1	Workflow prioritization only; mSCS determines route plausibility and confidence.
4861	12	IL2 receptor complex	JAK1/JAK3	1	1	0	0	0	1	1	ligand_receptor_entry_only:1	Workflow prioritization only; mSCS determines route plausibility and confidence.
4862	12	IL25/IL17E	IL17RB	1	1	0	0	0	1	1	ligand_receptor_entry_only:1	Workflow prioritization only; mSCS determines route plausibility and confidence.
4863	12	IL2RB pY338	SHC1	1	1	0	0	0	1	1	ligand_receptor_entry_only:1	Workflow prioritization only; mSCS determines route plausibility and confidence.
4864	12	IL36Ra	IL1RL2:IL1RAP receptor complex assembly	1	1	0	0	0	1	1	ligand_receptor_entry_only:1	Workflow prioritization only; mSCS determines route plausibility and confidence.
4865	12	IL4Ralpha pY497	IRS1	1	1	0	0	0	1	1	ligand_receptor_entry_only:1	Workflow prioritization only; mSCS determines route plausibility and confidence.
4866	12	IL4Ralpha pY500/Y497 I4R motif	IRS2	1	1	0	0	0	1	1	ligand_receptor_entry_only:1	Workflow prioritization only; mSCS determines route plausibility and confidence.
4867	12	IL4Ralpha pY575/pY603/pY631 site-set	STAT6	1	1	0	0	0	1	1	ligand_receptor_entry_only:1	Workflow prioritization only; mSCS determines route plausibility and confidence.
4868	12	IL4Ralpha pY713	INPP5D/SHIP1	1	1	0	0	0	1	1	ligand_receptor_entry_only:1	Workflow prioritization only; mSCS determines route plausibility and confidence.
4869	12	IL4Ralpha pY713	PTPN11/SHP2	1	1	0	0	0	1	1	ligand_receptor_entry_only:1	Workflow prioritization only; mSCS determines route plausibility and confidence.
4870	12	IL4Ralpha pY713	PTPN6/SHP1	1	1	0	0	0	1	1	ligand_receptor_entry_only:1	Workflow prioritization only; mSCS determines route plausibility and confidence.
4871	12	ILT7/LILRA4	FCER1G/FcRgamma	1	1	0	0	0	1	1	ligand_receptor_entry_only:1	Workflow prioritization only; mSCS determines route plausibility and confidence.
4872	12	INHBA/Activin A	ACVR1B:ACVR2A receptor complex	1	1	0	0	0	1	1	ligand_receptor_entry_only:1	Workflow prioritization only; mSCS determines route plausibility and confidence.
4873	12	INHBA/Activin A	ACVR2A	1	1	0	0	0	1	1	ligand_receptor_entry_only:1	Workflow prioritization only; mSCS determines route plausibility and confidence.
4874	12	INHBA/Activin A	ACVR2B	1	1	0	0	0	1	1	ligand_receptor_entry_only:1	Workflow prioritization only; mSCS determines route plausibility and confidence.
4875	12	INHBA/Activin A	CRIPTO/TDGF1:ACVR2B complex	1	1	0	0	0	1	1	ligand_receptor_entry_only:1	Workflow prioritization only; mSCS determines route plausibility and confidence.
4876	12	INSR/insulin receptor	IGF1R/IGF-I receptor	1	1	0	0	0	1	1	ligand_receptor_entry_only:1	Workflow prioritization only; mSCS determines route plausibility and confidence.
4877	12	ITGA5:ITGB1/alpha5beta1 integrin	ADGRE5/CD97	1	1	0	0	0	1	1	ligand_receptor_entry_only:1	Workflow prioritization only; mSCS determines route plausibility and confidence.
4878	12	ITGAV:ITGB3/alphavbeta3 integrin	ADGRE5/CD97	1	1	0	0	0	1	1	ligand_receptor_entry_only:1	Workflow prioritization only; mSCS determines route plausibility and confidence.
4879	12	ITGB1 beta1A cytoplasmic Y788 tail	TLN1/talin-1	1	1	0	0	0	1	1	ligand_receptor_entry_only:1	Workflow prioritization only; mSCS determines route plausibility and confidence.
4880	12	ITGB3 pY747	DOK1	1	1	0	0	0	1	1	ligand_receptor_entry_only:1	Workflow prioritization only; mSCS determines route plausibility and confidence.
4881	12	Iapp	Calcr	1	1	0	0	0	1	1	ligand_receptor_entry_only:1	Workflow prioritization only; mSCS determines route plausibility and confidence.
4882	12	Icam5	Itgal	1	1	0	0	0	1	1	ligand_receptor_entry_only:1	Workflow prioritization only; mSCS determines route plausibility and confidence.
4883	12	Icam5	Itgb2	1	1	0	0	0	1	1	ligand_receptor_entry_only:1	Workflow prioritization only; mSCS determines route plausibility and confidence.
4884	12	Icosl	Icos	1	1	0	0	0	1	1	ligand_receptor_entry_only:1	Workflow prioritization only; mSCS determines route plausibility and confidence.
4885	12	Ifna9	IFNAR1_IFNAR2	1	1	0	0	0	1	1	ligand_receptor_entry_only:1	Workflow prioritization only; mSCS determines route plausibility and confidence.
4886	12	Ifnab	IFNAR1_IFNAR2	1	1	0	0	0	1	1	ligand_receptor_entry_only:1	Workflow prioritization only; mSCS determines route plausibility and confidence.
4887	12	Ifnb1	IFNAR1_IFNAR2	1	1	0	0	0	1	1	ligand_receptor_entry_only:1	Workflow prioritization only; mSCS determines route plausibility and confidence.
4888	12	Ifne	IFNAR1_IFNAR2	1	1	0	0	0	1	1	ligand_receptor_entry_only:1	Workflow prioritization only; mSCS determines route plausibility and confidence.
4889	12	Ifng	IFNGR1_IFNGR2	1	1	0	0	0	1	1	ligand_receptor_entry_only:1	Workflow prioritization only; mSCS determines route plausibility and confidence.
4890	12	Ifnk	IFNAR1_IFNAR2	1	1	0	0	0	1	1	ligand_receptor_entry_only:1	Workflow prioritization only; mSCS determines route plausibility and confidence.
4891	12	IgA1-Fc	FCAR/CD89	1	1	0	0	0	1	1	ligand_receptor_entry_only:1	Workflow prioritization only; mSCS determines route plausibility and confidence.
4892	12	IgE/IGHE	FCER1A/Fc-epsilon-RI-alpha	1	1	0	0	0	1	1	ligand_receptor_entry_only:1	Workflow prioritization only; mSCS determines route plausibility and confidence.
4893	12	Igf1	Insr	1	1	0	0	0	1	1	ligand_receptor_entry_only:1	Workflow prioritization only; mSCS determines route plausibility and confidence.
4894	12	Igf2	Igf2r	1	1	0	0	0	1	1	ligand_receptor_entry_only:1	Workflow prioritization only; mSCS determines route plausibility and confidence.
4895	12	Igf2	Insr	1	1	0	0	0	1	1	ligand_receptor_entry_only:1	Workflow prioritization only; mSCS determines route plausibility and confidence.
4896	12	Igfbp4	Lrp6	1	1	0	0	0	1	1	ligand_receptor_entry_only:1	Workflow prioritization only; mSCS determines route plausibility and confidence.
4897	12	Igfbpl1	Dcc	1	1	0	0	0	1	1	ligand_receptor_entry_only:1	Workflow prioritization only; mSCS determines route plausibility and confidence.
4898	12	Igfl3	Igflr1	1	1	0	0	0	1	1	ligand_receptor_entry_only:1	Workflow prioritization only; mSCS determines route plausibility and confidence.
4899	12	Ihh	Boc	1	1	0	0	0	1	1	ligand_receptor_entry_only:1	Workflow prioritization only; mSCS determines route plausibility and confidence.
4900	12	Ihh	Cdon	1	1	0	0	0	1	1	ligand_receptor_entry_only:1	Workflow prioritization only; mSCS determines route plausibility and confidence.
4901	12	Ihh	Hhip	1	1	0	0	0	1	1	ligand_receptor_entry_only:1	Workflow prioritization only; mSCS determines route plausibility and confidence.
4902	12	Ihh	PTCH1_SMO	1	1	0	0	0	1	1	ligand_receptor_entry_only:1	Workflow prioritization only; mSCS determines route plausibility and confidence.
4903	12	Il11	Il11ra1_Il6st	1	1	0	0	0	1	1	ligand_receptor_entry_only:1	Workflow prioritization only; mSCS determines route plausibility and confidence.
4904	12	Il12a_Il12b	Il12rb1_Il12rb2	1	1	0	0	0	1	1	ligand_receptor_entry_only:1	Workflow prioritization only; mSCS determines route plausibility and confidence.
4905	12	Il12b_Il23a	Il12rb1_Il23r	1	1	0	0	0	1	1	ligand_receptor_entry_only:1	Workflow prioritization only; mSCS determines route plausibility and confidence.
4906	12	Il13	Il13ra1_Il4ra	1	1	0	0	0	1	1	ligand_receptor_entry_only:1	Workflow prioritization only; mSCS determines route plausibility and confidence.
4907	12	Il16	Cd4	1	1	0	0	0	1	1	ligand_receptor_entry_only:1	Workflow prioritization only; mSCS determines route plausibility and confidence.
4908	12	Il17a_Il17f	Il17ra_Il17rc	1	1	0	0	0	1	1	ligand_receptor_entry_only:1	Workflow prioritization only; mSCS determines route plausibility and confidence.
4909	12	Il1a	Il1r2_Il1rap	1	1	0	0	0	1	1	ligand_receptor_entry_only:1	Workflow prioritization only; mSCS determines route plausibility and confidence.
4910	12	Il1f5	Il1rap_Il1rl2	1	1	0	0	0	1	1	ligand_receptor_entry_only:1	Workflow prioritization only; mSCS determines route plausibility and confidence.
4911	12	Il1f6	Il1rap_Il1rl2	1	1	0	0	0	1	1	ligand_receptor_entry_only:1	Workflow prioritization only; mSCS determines route plausibility and confidence.
4912	12	Il1f8	Il1rap_Il1rl2	1	1	0	0	0	1	1	ligand_receptor_entry_only:1	Workflow prioritization only; mSCS determines route plausibility and confidence.
4913	12	Il1f9	Il1rap_Il1rl2	1	1	0	0	0	1	1	ligand_receptor_entry_only:1	Workflow prioritization only; mSCS determines route plausibility and confidence.
4914	12	Il21	IL21R_IL2RG	1	1	0	0	0	1	1	ligand_receptor_entry_only:1	Workflow prioritization only; mSCS determines route plausibility and confidence.
4915	12	Il24	Il20rb_Il22ra1	1	1	0	0	0	1	1	ligand_receptor_entry_only:1	Workflow prioritization only; mSCS determines route plausibility and confidence.
4916	12	Il4	Il13ra1_Il4ra	1	1	0	0	0	1	1	ligand_receptor_entry_only:1	Workflow prioritization only; mSCS determines route plausibility and confidence.
4917	12	Il4	Il2rg_Il4ra	1	1	0	0	0	1	1	ligand_receptor_entry_only:1	Workflow prioritization only; mSCS determines route plausibility and confidence.
4918	12	Il6	Il6ra_Il6st	1	1	0	0	0	1	1	ligand_receptor_entry_only:1	Workflow prioritization only; mSCS determines route plausibility and confidence.
4919	12	Il7	Il2rg_Il7r	1	1	0	0	0	1	1	ligand_receptor_entry_only:1	Workflow prioritization only; mSCS determines route plausibility and confidence.
4920	12	Imiquimod/R837	TLR7	1	1	0	0	0	1	1	ligand_receptor_entry_only:1	Workflow prioritization only; mSCS determines route plausibility and confidence.
4921	12	Inhba	Eng	1	1	0	0	0	1	1	ligand_receptor_entry_only:1	Workflow prioritization only; mSCS determines route plausibility and confidence.
4922	12	Ins2	Igf1r	1	1	0	0	0	1	1	ligand_receptor_entry_only:1	Workflow prioritization only; mSCS determines route plausibility and confidence.
4923	12	Ins2	Insr	1	1	0	0	0	1	1	ligand_receptor_entry_only:1	Workflow prioritization only; mSCS determines route plausibility and confidence.
4924	12	Insl3	Rxfp2	1	1	0	0	0	1	1	ligand_receptor_entry_only:1	Workflow prioritization only; mSCS determines route plausibility and confidence.
4925	12	Insulin	INSR/insulin receptor	1	1	0	0	0	1	1	ligand_receptor_entry_only:1	Workflow prioritization only; mSCS determines route plausibility and confidence.
4926	12	Insulin	LRP2/megalin	1	1	0	0	0	1	1	ligand_receptor_entry_only:1	Workflow prioritization only; mSCS determines route plausibility and confidence.
4927	12	JAG1/Jagged1	NOTCH1/Notch1 receptor	1	1	0	0	0	1	1	ligand_receptor_entry_only:1	Workflow prioritization only; mSCS determines route plausibility and confidence.
4928	12	JAG1/Jagged1	VASN/vasorin	1	1	0	0	0	1	1	ligand_receptor_entry_only:1	Workflow prioritization only; mSCS determines route plausibility and confidence.
4929	12	JAG2/Jagged2	NOTCH1/Notch1 receptor	1	1	0	0	0	1	1	ligand_receptor_entry_only:1	Workflow prioritization only; mSCS determines route plausibility and confidence.
4930	12	JAG2/Jagged2	NOTCH3/Notch3 receptor	1	1	0	0	0	1	1	ligand_receptor_entry_only:1	Workflow prioritization only; mSCS determines route plausibility and confidence.
4931	12	JAG2/Jagged2	VASN/vasorin	1	1	0	0	0	1	1	ligand_receptor_entry_only:1	Workflow prioritization only; mSCS determines route plausibility and confidence.
4932	12	JAKMIP1/Marlin-1	GABBR1/GABA-B receptor 1 subunit	1	1	0	0	0	1	1	ligand_receptor_entry_only:1	Workflow prioritization only; mSCS determines route plausibility and confidence.
4933	12	JAM2	ITGA4:ITGB1 (α4β1/VLA-4)	1	1	0	0	0	1	1	ligand_receptor_entry_only:1	Workflow prioritization only; mSCS determines route plausibility and confidence.
4934	12	JAM3	ITGAM:ITGB2 (Mac-1)	1	1	0	0	0	1	1	ligand_receptor_entry_only:1	Workflow prioritization only; mSCS determines route plausibility and confidence.
4935	12	JAM3/JAM-C	ITGAM:ITGB2 Mac-1	1	1	0	0	0	1	1	ligand_receptor_entry_only:1	Workflow prioritization only; mSCS determines route plausibility and confidence.
4936	12	JAM3/JAM-C	ITGAX:ITGB2 integrin	1	1	0	0	0	1	1	ligand_receptor_entry_only:1	Workflow prioritization only; mSCS determines route plausibility and confidence.
4937	12	JAML/AMICA1	CXADR/CAR	1	1	0	0	0	1	1	ligand_receptor_entry_only:1	Workflow prioritization only; mSCS determines route plausibility and confidence.
4938	12	Jag1	Cd46	1	1	0	0	0	1	1	ligand_receptor_entry_only:1	Workflow prioritization only; mSCS determines route plausibility and confidence.
4939	12	KCNAB1/Kvbeta1 auxiliary subunit	KCNA1/Kv1.1 voltage-gated potassium channel	1	1	0	0	0	1	1	ligand_receptor_entry_only:1	Workflow prioritization only; mSCS determines route plausibility and confidence.
4940	12	KCNAB2/Kvbeta2 auxiliary subunit	KCNA2/Kv1.2 voltage-gated potassium channel	1	1	0	0	0	1	1	ligand_receptor_entry_only:1	Workflow prioritization only; mSCS determines route plausibility and confidence.
4941	12	KCNE1/minK	KCNQ1/Kv7.1 voltage-gated potassium channel	1	1	0	0	0	1	1	ligand_receptor_entry_only:1	Workflow prioritization only; mSCS determines route plausibility and confidence.
4942	12	KCNE2/MiRP1	KCNQ1/Kv7.1 voltage-gated potassium channel	1	1	0	0	0	1	1	ligand_receptor_entry_only:1	Workflow prioritization only; mSCS determines route plausibility and confidence.
4943	12	KCNE3	KCNQ1	1	1	0	0	0	1	1	ligand_receptor_entry_only:1	Workflow prioritization only; mSCS determines route plausibility and confidence.
4944	12	KCNIP1/KChIP1	KCND2/Kv4.2 voltage-gated potassium channel	1	1	0	0	0	1	1	ligand_receptor_entry_only:1	Workflow prioritization only; mSCS determines route plausibility and confidence.
4945	12	KCNIP1/KChIP1	KCND3/Kv4.3 voltage-gated potassium channel	1	1	0	0	0	1	1	ligand_receptor_entry_only:1	Workflow prioritization only; mSCS determines route plausibility and confidence.
4946	12	KCNIP2/KChIP2	CACNA1C/CaV1.2 L-type calcium channel	1	1	0	0	0	1	1	ligand_receptor_entry_only:1	Workflow prioritization only; mSCS determines route plausibility and confidence.
4947	12	KCNIP2/KChIP2	KCND2/Kv4.2 voltage-gated potassium channel	1	1	0	0	0	1	1	ligand_receptor_entry_only:1	Workflow prioritization only; mSCS determines route plausibility and confidence.
4948	12	KCNIP3	KCND3	1	1	0	0	0	1	1	ligand_receptor_entry_only:1	Workflow prioritization only; mSCS determines route plausibility and confidence.
4949	12	KCTD3	HCN3	1	1	0	0	0	1	1	ligand_receptor_entry_only:1	Workflow prioritization only; mSCS determines route plausibility and confidence.
4950	12	KCTD8/potassium channel tetramerization domain-containing protein 8	CACNA1E/CaV2.3 R-type calcium channel	1	1	0	0	0	1	1	ligand_receptor_entry_only:1	Workflow prioritization only; mSCS determines route plausibility and confidence.
4951	12	KCTD8/potassium channel tetramerization domain-containing protein 8	GABBR2/GABA-B receptor 2 subunit	1	1	0	0	0	1	1	ligand_receptor_entry_only:1	Workflow prioritization only; mSCS determines route plausibility and confidence.
4952	12	KIF21B	GABRG2/GABA-A receptor gamma2 subunit	1	1	0	0	0	1	1	ligand_receptor_entry_only:1	Workflow prioritization only; mSCS determines route plausibility and confidence.
4953	12	KIF5/Kinesin-1	GABBR1:GABBR2/GABA-B receptor complex	1	1	0	0	0	1	1	ligand_receptor_entry_only:1	Workflow prioritization only; mSCS determines route plausibility and confidence.
4954	12	KIF5/Kinesin-1	GPHN/gephyrin	1	1	0	0	0	1	1	ligand_receptor_entry_only:1	Workflow prioritization only; mSCS determines route plausibility and confidence.
4955	12	KIR inhibitory ITIM phosphotyrosine site-set	PTPN6/SHP1	1	1	0	0	0	1	1	ligand_receptor_entry_only:1	Workflow prioritization only; mSCS determines route plausibility and confidence.
