edge_id	module	source_node_id	target_node_id	source_label	relation_type	target_label	pathway_name	evidence_layer	edge_status	context_scope	cell_type_context	compartment_context	species_context	injury_context	confidence_tier	export_priority	evidence_ids	evidence_count	source_locator_count	exportable	consolidation_note
M23B-E000666	23B	NODE01675	NODE01952	LRRC4/NGL-2	binds	NTNG2/netrin-G2	LRRC4/NGL-2–netrin-G2 trans-synaptic adhesion	ligand_receptor_or_direct_molecular	staged_primary_review	primary comparator; exact-pair or exact-complex evidence only	hippocampal/cortical and retinal neuronal systems; recombinant proteins	cell surface/adhesion or signaling compartment	mouse; rat	non-SCI comparator; no SCI transfer	high	P2	M23B-EVID-000889	1	1	true	Direct, pathway, program, and functional layers remain distinct.
M23B-E000667	23B	NODE01675	NODE01952	LRRC4/NGL-2	organizes	NTNG2/netrin-G2	lamina-specific excitatory synapse organization	downstream_or_functional	staged_primary_review	primary comparator; exact-pair or exact-complex evidence only	hippocampal/cortical and retinal neuronal models	cell surface/adhesion or signaling compartment	mouse; rat	non-SCI comparator; no SCI transfer	high	P2	M23B-EVID-000890	1	1	true	Direct, pathway, program, and functional layers remain distinct.
M23B-E000668	23B	NODE01677	NODE02125	LRRC4B/NGL-3	binds	PTPRF/LAR-RPTP	LRRC4B/NGL-3–PTPRF/LAR trans-synaptic adhesion	ligand_receptor_or_direct_molecular	staged_primary_review	primary comparator; exact-pair or exact-complex evidence only	cultured hippocampal neurons, COS7/HEK adhesion systems, recombinant ectodomains	cell surface/adhesion or signaling compartment	mouse; rat; human orthology	non-SCI comparator; no SCI transfer	high	P2	M23B-EVID-000891	1	1	true	Direct, pathway, program, and functional layers remain distinct.
M23B-E000669	23B	NODE01677	NODE02125	LRRC4B/NGL-3	organizes	PTPRF/LAR-RPTP	PTPRF/LAR–presynaptic differentiation	downstream_or_functional	staged_primary_review	primary comparator; exact-pair or exact-complex evidence only	cultured hippocampal neurons	cell surface/adhesion or signaling compartment	mouse; rat; human orthology	non-SCI comparator; no SCI transfer	high	P2	M23B-EVID-000892	1	1	true	Direct, pathway, program, and functional layers remain distinct.
M23B-E000670	23B	NODE01679	NODE01950	LRRC4C/NGL-1	binds	NTNG1/netrin-G1	LRRC4C/NGL-1–netrin-G1 trans-synaptic adhesion	ligand_receptor_or_direct_molecular	staged_primary_review	primary comparator; exact-pair or exact-complex evidence only	mouse hippocampus/cortex and rat retinal/neuronal models; recombinant proteins	cell surface/adhesion or signaling compartment	mouse; rat	non-SCI comparator; no SCI transfer	high	P2	M23B-EVID-000893	1	1	true	Direct, pathway, program, and functional layers remain distinct.
M23B-E000671	23B	NODE01679	NODE01950	LRRC4C/NGL-1	organizes	NTNG1/netrin-G1	lamina-specific excitatory synapse development/function	downstream_or_functional	staged_primary_review	primary comparator; exact-pair or exact-complex evidence only	hippocampal/cortical and retinal neuronal models	cell surface/adhesion or signaling compartment	mouse; rat	non-SCI comparator; no SCI transfer	high	P2	M23B-EVID-000894	1	1	true	Direct, pathway, program, and functional layers remain distinct.
M23B-E000672	23B	NODE01717	NODE01369	Matrilin-1/CMP	associates	ITGA1:ITGB1 (alpha1beta1)	matrilin-1–alpha1beta1 cartilage adhesion	ligand_receptor_or_direct_molecular	staged_primary_review	primary comparator; exact-pair or exact-complex evidence only	rabbit/human chondrocytes and MRC5 fibroblasts	cell surface/adhesion or signaling compartment	rabbit; human	non-SCI comparator; no SCI transfer	medium	P2	M23B-EVID-000895	1	1	true	Direct, pathway, program, and functional layers remain distinct.
M23B-E000673	23B	NODE01717	NODE01369	Matrilin-1/CMP	supports	ITGA1:ITGB1 (alpha1beta1)	alpha1beta1-mediated chondrocyte/fibroblast adhesion and spreading	downstream_or_functional	staged_primary_review	primary comparator; exact-pair or exact-complex evidence only	chondrocytes and MRC5 fibroblasts	cell surface/adhesion or signaling compartment	rabbit; human	non-SCI comparator; no SCI transfer	medium	P2	M23B-EVID-000896	1	1	true	Direct, pathway, program, and functional layers remain distinct.
M23B-E000674	23B	NODE01747	NODE01137	Midkine/MDK	binds	GPC2 glypican-2	heparan-sulfate-dependent MDK–GPC2 clustering	ligand_receptor_or_direct_molecular	staged_primary_review	primary comparator; exact-pair or exact-complex evidence only	N2a neuroblastoma cells and recombinant/epitope-tagged GPC2	cell surface/adhesion or signaling compartment	mouse	non-SCI comparator; no SCI transfer	high	P2	M23B-EVID-000898	1	1	true	Direct, pathway, program, and functional layers remain distinct.
M23B-E000675	23B	NODE01747	NODE01137	Midkine/MDK	supports	GPC2 glypican-2	MDK–GPC2–neuronal adhesion/neurite outgrowth	downstream_or_functional	staged_primary_review	primary comparator; exact-pair or exact-complex evidence only	N2a neuroblastoma cells	cell surface/adhesion or signaling compartment	mouse	non-SCI comparator; no SCI transfer	high	P2	M23B-EVID-000899	1	1	true	Direct, pathway, program, and functional layers remain distinct.
M23B-E000676	23B	NODE01747	NODE02257	Midkine/MDK	binds	SDC3 syndecan-3	heparan/chondroitin-sulfate-dependent MDK–SDC3 clustering	ligand_receptor_or_direct_molecular	staged_primary_review	primary comparator; exact-pair or exact-complex evidence only	N2a neuroblastoma cells and recombinant/matrix systems	cell surface/adhesion or signaling compartment	mouse	non-SCI comparator; no SCI transfer	medium-high	P2	M23B-EVID-000900	1	1	true	Direct, pathway, program, and functional layers remain distinct.
M23B-E000677	23B	NODE01747	NODE02257	Midkine/MDK	supports	SDC3 syndecan-3	MDK–SDC3–neuronal adhesion/neurite outgrowth	downstream_or_functional	staged_primary_review	primary comparator; exact-pair or exact-complex evidence only	N2a neuroblastoma cells	cell surface/adhesion or signaling compartment	mouse	non-SCI comparator; no SCI transfer	medium-high	P2	M23B-EVID-000901	1	1	true	Direct, pathway, program, and functional layers remain distinct.
M23B-E000678	23B	NODE01742	NODE01396	MIA	binds/inactivates	ITGA4:ITGB1 (alpha4beta1)	MIA–alpha4beta1 integrin inhibitory branch	ligand_receptor_or_direct_molecular	staged_primary_review	primary comparator; exact-pair or exact-complex evidence only	human melanoma cells and recombinant integrin preparations	cell surface/adhesion or signaling compartment	human	non-SCI comparator; no SCI transfer	high	P2	M23B-EVID-000902	1	1	true	Direct, pathway, program, and functional layers remain distinct.
M23B-E000679	23B	NODE01742	NODE01396	MIA	inhibits	ITGA4:ITGB1 (alpha4beta1)	alpha4beta1 inactivation–MAPK/ERK reduction	receptor_proximal_or_pathway	staged_primary_review	primary comparator; exact-pair or exact-complex evidence only	human melanoma cells	cell surface/adhesion or signaling compartment	human	non-SCI comparator; no SCI transfer	high	P2	M23B-EVID-000903	1	1	true	Direct, pathway, program, and functional layers remain distinct.
M23B-E000680	23B	NODE01742	NODE01396	MIA	reduces	ITGA4:ITGB1 (alpha4beta1)	alpha4beta1–MAPK/ERK–matrix detachment and migration	downstream_or_functional	staged_primary_review	primary comparator; exact-pair or exact-complex evidence only	human melanoma cells	cell surface/adhesion or signaling compartment	human	non-SCI comparator; no SCI transfer	high	P2	M23B-EVID-000904	1	1	true	Direct, pathway, program, and functional layers remain distinct.
M23B-E000681	23B	NODE02427	NODE01407	SPP1/osteopontin	binds/activates	ITGA5:ITGB1	SPP1/OPN -> ITGA5-ITGB1 -> RGD-dependent adhesion and context-specific integrin activation; downstream relay unresolved	ligand_receptor_or_direct_molecular	staged_primary_review	bounded primary comparator; no SCI transfer	K562 and other integrin-expressing cell adhesion models; purified OPN systems	cell surface/adhesion or signaling compartment	mouse; human comparator	non-SCI comparator unless otherwise stated	medium-high	P2	M23B-EVID-000908	1	1	true	Direct, pathway, program, and functional layers remain distinct.
M23B-E000682	23B	NODE02427	NODE01407	SPP1/osteopontin	promotes/modulates	ITGA5:ITGB1	SPP1/OPN -> ITGA5-ITGB1 -> RGD-dependent adhesion and context-specific integrin activation; downstream relay unresolved	downstream_or_functional	staged_primary_review	bounded primary comparator; no SCI transfer	K562 and other integrin-expressing cell adhesion models; purified OPN systems	cell surface/adhesion or signaling compartment	mouse; human comparator	non-SCI comparator unless otherwise stated	medium	P2	M23B-EVID-000910	1	1	true	Direct, pathway, program, and functional layers remain distinct.
M23B-E000683	23B	NODE02427	NODE01437	SPP1/osteopontin	binds/activates	ITGA8:ITGB1	SPP1/OPN -> ITGA8-ITGB1 -> cell adhesion and kidney morphogenesis; unique intracellular relay unresolved	ligand_receptor_or_direct_molecular	staged_primary_review	bounded primary comparator; no SCI transfer	K562 alpha8-beta1 cells, purified osteopontin, and embryonic kidney morphogenesis models	cell surface/adhesion or signaling compartment	mouse; human comparator	non-SCI comparator unless otherwise stated	medium-high	P2	M23B-EVID-000911	1	1	true	Direct, pathway, program, and functional layers remain distinct.
M23B-E000684	23B	NODE02427	NODE01437	SPP1/osteopontin	promotes/modulates	ITGA8:ITGB1	SPP1/OPN -> ITGA8-ITGB1 -> cell adhesion and kidney morphogenesis; unique intracellular relay unresolved	downstream_or_functional	staged_primary_review	bounded primary comparator; no SCI transfer	K562 alpha8-beta1 cells, purified osteopontin, and embryonic kidney morphogenesis models	cell surface/adhesion or signaling compartment	mouse; human comparator	non-SCI comparator unless otherwise stated	medium	P2	M23B-EVID-000913	1	1	true	Direct, pathway, program, and functional layers remain distinct.
M23B-E000685	23B	NODE02427	NODE01442	SPP1/osteopontin	binds/activates	ITGA9:ITGB1	SPP1/OPN -> ITGA9-ITGB1 -> hematopoietic-stem-cell migration and retention; unique intracellular relay unresolved	ligand_receptor_or_direct_molecular	staged_primary_review	bounded primary comparator; no SCI transfer	Hematopoietic stem-cell migration/retention models; recombinant OPN and integrin-binding systems	cell surface/adhesion or signaling compartment	mouse; human comparator	non-SCI comparator unless otherwise stated	medium-high	P2	M23B-EVID-000914	1	1	true	Direct, pathway, program, and functional layers remain distinct.
M23B-E000686	23B	NODE02427	NODE01442	SPP1/osteopontin	promotes/modulates	ITGA9:ITGB1	SPP1/OPN -> ITGA9-ITGB1 -> hematopoietic-stem-cell migration and retention; unique intracellular relay unresolved	downstream_or_functional	staged_primary_review	bounded primary comparator; no SCI transfer	Hematopoietic stem-cell migration/retention models; recombinant OPN and integrin-binding systems	cell surface/adhesion or signaling compartment	mouse; human comparator	non-SCI comparator unless otherwise stated	medium	P2	M23B-EVID-000916	1	1	true	Direct, pathway, program, and functional layers remain distinct.
M23B-E000687	23B	NODE02427	NODE01466	SPP1/osteopontin	binds/activates	ITGAV:ITGB1	SPP1/OPN -> ITGAV-ITGB1 -> integrin-dependent adhesion and migration; unique intracellular relay unresolved	ligand_receptor_or_direct_molecular	staged_primary_review	bounded primary comparator; no SCI transfer	HEK293 alphaV-beta1 adhesion models and mammary epithelial migration comparator systems	cell surface/adhesion or signaling compartment	mouse; human comparator	non-SCI comparator unless otherwise stated	medium-high	P2	M23B-EVID-000917	1	1	true	Direct, pathway, program, and functional layers remain distinct.
M23B-E000688	23B	NODE02427	NODE01466	SPP1/osteopontin	promotes/modulates	ITGAV:ITGB1	SPP1/OPN -> ITGAV-ITGB1 -> integrin-dependent adhesion and migration; unique intracellular relay unresolved	downstream_or_functional	staged_primary_review	bounded primary comparator; no SCI transfer	HEK293 alphaV-beta1 adhesion models and mammary epithelial migration comparator systems	cell surface/adhesion or signaling compartment	mouse; human comparator	non-SCI comparator unless otherwise stated	medium	P2	M23B-EVID-000919	1	1	true	Direct, pathway, program, and functional layers remain distinct.
M23B-E000689	23B	NODE02499	NODE00076	TENM2	binds/activates	ADGRL1	TENM2-ADGRL1 transsynaptic adhesion and synapse/axonal-guidance branch	ligand_receptor_or_direct_molecular	staged_primary_review	bounded primary comparator; no SCI transfer	recombinant Ten2/ADGRL1 ectodomains, HEK293 and cell aggregation assays, cultured neurons and axonal growth cones	cell surface/adhesion or signaling compartment	human; mouse; rat	non-SCI comparator unless otherwise stated	medium-high	P2	M23B-EVID-000920	1	1	true	Direct, pathway, program, and functional layers remain distinct.
M23B-E000690	23B	NODE02499	NODE00076	TENM2	promotes/modulates	ADGRL1	TENM2-ADGRL1 transsynaptic adhesion and synapse/axonal-guidance branch	downstream_or_functional	staged_primary_review	bounded primary comparator; no SCI transfer	recombinant Ten2/ADGRL1 ectodomains, HEK293 and cell aggregation assays, cultured neurons and axonal growth cones	cell surface/adhesion or signaling compartment	human; mouse; rat	non-SCI comparator unless otherwise stated	medium	P2	M23B-EVID-000922	1	1	true	Direct, pathway, program, and functional layers remain distinct.
M23B-E000691	23B	NODE02499	NODE00078	TENM2	binds/activates	ADGRL2	TENM2-ADGRL2 transsynaptic adhesion and perforant-path synapse-specification branch	ligand_receptor_or_direct_molecular	staged_primary_review	bounded primary comparator; no SCI transfer	recombinant Ten2/ADGRL2 ectodomains, HEK293 binding/aggregation systems and mouse hippocampal synapse models	cell surface/adhesion or signaling compartment	human; mouse	non-SCI comparator unless otherwise stated	medium-high	P2	M23B-EVID-000923	1	1	true	Direct, pathway, program, and functional layers remain distinct.
M23B-E000692	23B	NODE02499	NODE00078	TENM2	promotes/modulates	ADGRL2	TENM2-ADGRL2 transsynaptic adhesion and perforant-path synapse-specification branch	downstream_or_functional	staged_primary_review	bounded primary comparator; no SCI transfer	recombinant Ten2/ADGRL2 ectodomains, HEK293 binding/aggregation systems and mouse hippocampal synapse models	cell surface/adhesion or signaling compartment	human; mouse	non-SCI comparator unless otherwise stated	medium	P2	M23B-EVID-000925	1	1	true	Direct, pathway, program, and functional layers remain distinct.
M23B-E000693	23B	NODE02499	NODE00080	TENM2	binds/activates	ADGRL3	TENM2-ADGRL3 transsynaptic adhesion plus FLRT-coincident excitatory-synapse branch	ligand_receptor_or_direct_molecular	staged_primary_review	bounded primary comparator; no SCI transfer	recombinant Ten2/ADGRL3 ectodomains, cryo-EM/SPR and cell-aggregation assays, cultured neurons and mouse synapse models	cell surface/adhesion or signaling compartment	human; mouse	non-SCI comparator unless otherwise stated	medium-high	P2	M23B-EVID-000926	1	1	true	Direct, pathway, program, and functional layers remain distinct.
M23B-E000694	23B	NODE02499	NODE00080	TENM2	promotes/modulates	ADGRL3	TENM2-ADGRL3 transsynaptic adhesion plus FLRT-coincident excitatory-synapse branch	downstream_or_functional	staged_primary_review	bounded primary comparator; no SCI transfer	recombinant Ten2/ADGRL3 ectodomains, cryo-EM/SPR and cell-aggregation assays, cultured neurons and mouse synapse models	cell surface/adhesion or signaling compartment	human; mouse	non-SCI comparator unless otherwise stated	medium	P2	M23B-EVID-000928	1	1	true	Direct, pathway, program, and functional layers remain distinct.
M23B-E000695	23B	NODE02516	NODE01506	TGFB1	promotes/modulates	ITGB1 (alphaVbeta1 expression/adhesion context)	TGFB1 -> TGFBR/SMAD -> ITGB1/alpha-beta1 expression and matrix-adhesion remodeling	downstream_or_functional	staged_primary_review	bounded primary comparator; no SCI transfer	Human WI-38 lung fibroblasts, mouse fibroblasts, and integrin/TGF-beta matrix comparator systems	cell surface/adhesion or signaling compartment	human; mouse comparator systems	non-SCI comparator unless otherwise stated	medium	P2	M23B-EVID-000931	1	1	true	Direct, pathway, program, and functional layers remain distinct.
M23B-E000696	23B	NODE02521	NODE01495	TGFB1-LAP (latent complex)	binds/activates	ITGAV:ITGB8	latent TGFB1-LAP -> alphaVbeta8 -> MT1-MMP-mediated release -> autocrine/paracrine growth and matrix responses	ligand_receptor_or_direct_molecular	staged_primary_review	bounded primary comparator; no SCI transfer	beta8-expressing HT1080 cells; normal epithelial and neuronal cells; epithelial homeostasis models	cell surface/adhesion or signaling compartment	human; mouse comparator	non-SCI comparator unless otherwise stated	medium-high	P2	M23B-EVID-000932	1	1	true	Direct, pathway, program, and functional layers remain distinct.
M23B-E000697	23B	NODE02521	NODE01495	TGFB1-LAP (latent complex)	activates/modulates	ITGAV:ITGB8	latent TGFB1-LAP -> alphaVbeta8 -> MT1-MMP-mediated release -> autocrine/paracrine growth and matrix responses	receptor_proximal_or_pathway	staged_primary_review	bounded primary comparator; no SCI transfer	beta8-expressing HT1080 cells; normal epithelial and neuronal cells; epithelial homeostasis models	cell surface-to-cytoplasmic signaling compartment	human; mouse comparator	non-SCI comparator unless otherwise stated	medium	P2	M23B-EVID-000933	1	1	true	Direct, pathway, program, and functional layers remain distinct.
M23B-E000698	23B	NODE02521	NODE01495	TGFB1-LAP (latent complex)	promotes/modulates	ITGAV:ITGB8	latent TGFB1-LAP -> alphaVbeta8 -> MT1-MMP-mediated release -> autocrine/paracrine growth and matrix responses	downstream_or_functional	staged_primary_review	bounded primary comparator; no SCI transfer	beta8-expressing HT1080 cells; normal epithelial and neuronal cells; epithelial homeostasis models	cell surface/adhesion or signaling compartment	human; mouse comparator	non-SCI comparator unless otherwise stated	medium	P2	M23B-EVID-000934	1	1	true	Direct, pathway, program, and functional layers remain distinct.
M23B-E000699	23B	NODE02516	NODE02254	TGFB1	binds/activates	SDC2	TGFB1-SDC2 binding/uptake -> betaglycan/TGFBR trafficking -> SMAD signaling and matrix/fibrosis outputs	ligand_receptor_or_direct_molecular	staged_primary_review	bounded primary comparator; no SCI transfer	renal papillary fibroblasts; human small-airway epithelial cells; mouse bleomycin-fibrosis model	cell surface/adhesion or signaling compartment	human; mouse comparator	non-SCI comparator unless otherwise stated	medium-high	P2	M23B-EVID-000935	1	1	true	Direct, pathway, program, and functional layers remain distinct.
M23B-E000700	23B	NODE02516	NODE02254	TGFB1	activates/modulates	SDC2	TGFB1-SDC2 binding/uptake -> betaglycan/TGFBR trafficking -> SMAD signaling and matrix/fibrosis outputs	receptor_proximal_or_pathway	staged_primary_review	bounded primary comparator; no SCI transfer	renal papillary fibroblasts; human small-airway epithelial cells; mouse bleomycin-fibrosis model	cell surface-to-cytoplasmic signaling compartment	human; mouse comparator	non-SCI comparator unless otherwise stated	medium	P2	M23B-EVID-000936	1	1	true	Direct, pathway, program, and functional layers remain distinct.
M23B-E000701	23B	NODE02516	NODE02254	TGFB1	promotes/modulates	SDC2	TGFB1-SDC2 binding/uptake -> betaglycan/TGFBR trafficking -> SMAD signaling and matrix/fibrosis outputs	downstream_or_functional	staged_primary_review	bounded primary comparator; no SCI transfer	renal papillary fibroblasts; human small-airway epithelial cells; mouse bleomycin-fibrosis model	cell surface/adhesion or signaling compartment	human; mouse comparator	non-SCI comparator unless otherwise stated	medium	P2	M23B-EVID-000937	1	1	true	Direct, pathway, program, and functional layers remain distinct.
M23B-E000702	23B	NODE02516	NODE02528	TGFB1	binds/activates	TGFBR1:TGFBR2	TGFB1 -> TGFBR2/TGFBR1 -> receptor kinase -> SMAD2/3-SMAD4 and non-SMAD MAPK branches -> growth inhibition, matrix, EMT, and context-dependent repair outputs	ligand_receptor_or_direct_molecular	staged_primary_review	bounded primary comparator; no SCI transfer	Mv1Lu mink lung epithelial cells, endothelial/fibroblast receptor systems, purified TGF-beta receptor ectodomains, and structural receptor-complex models	cell surface/adhesion or signaling compartment	human; mouse; recombinant receptor systems	non-SCI comparator unless otherwise stated	medium-high	P2	M23B-EVID-000938	1	1	true	Direct, pathway, program, and functional layers remain distinct.
M23B-E000703	23B	NODE02516	NODE02528	TGFB1	activates/modulates	TGFBR1:TGFBR2	TGFB1 -> TGFBR2/TGFBR1 -> receptor kinase -> SMAD2/3-SMAD4 and non-SMAD MAPK branches -> growth inhibition, matrix, EMT, and context-dependent repair outputs	receptor_proximal_or_pathway	staged_primary_review	bounded primary comparator; no SCI transfer	Mv1Lu mink lung epithelial cells, endothelial/fibroblast receptor systems, purified TGF-beta receptor ectodomains, and structural receptor-complex models	cell surface-to-cytoplasmic signaling compartment	human; mouse; recombinant receptor systems	non-SCI comparator unless otherwise stated	medium	P2	M23B-EVID-000939	1	1	true	Direct, pathway, program, and functional layers remain distinct.
M23B-E000704	23B	NODE02516	NODE02528	TGFB1	promotes/modulates	TGFBR1:TGFBR2	TGFB1 -> TGFBR2/TGFBR1 -> receptor kinase -> SMAD2/3-SMAD4 and non-SMAD MAPK branches -> growth inhibition, matrix, EMT, and context-dependent repair outputs	downstream_or_functional	staged_primary_review	bounded primary comparator; no SCI transfer	Mv1Lu mink lung epithelial cells, endothelial/fibroblast receptor systems, purified TGF-beta receptor ectodomains, and structural receptor-complex models	cell surface/adhesion or signaling compartment	human; mouse; recombinant receptor systems	non-SCI comparator unless otherwise stated	medium	P2	M23B-EVID-000940	1	1	true	Direct, pathway, program, and functional layers remain distinct.
M23B-E000705	23B	NODE02516	NODE02528	TGFB1	binds/activates	TGFBR1:TGFBR2	TGFB1 -> TGFBR2/TGFBR1 complex -> receptor kinase signaling -> SMAD2/3-associated growth and matrix responses	ligand_receptor_or_direct_molecular	staged_primary_review	bounded primary comparator; no SCI transfer	Rat-1 fibroblasts; mink lung epithelial cells; recombinant TGFBR1/TGFBR2 complexes	cell surface/adhesion or signaling compartment	rat; human; mouse comparator; recombinant/structural systems	non-SCI comparator unless otherwise stated	medium-high	P2	M23B-EVID-000941	1	1	true	Direct, pathway, program, and functional layers remain distinct.
M23B-E000706	23B	NODE02516	NODE02528	TGFB1	activates/modulates	TGFBR1:TGFBR2	TGFB1 -> TGFBR2/TGFBR1 complex -> receptor kinase signaling -> SMAD2/3-associated growth and matrix responses	receptor_proximal_or_pathway	staged_primary_review	bounded primary comparator; no SCI transfer	Rat-1 fibroblasts; mink lung epithelial cells; recombinant TGFBR1/TGFBR2 complexes	cell surface-to-cytoplasmic signaling compartment	rat; human; mouse comparator; recombinant/structural systems	non-SCI comparator unless otherwise stated	medium	P2	M23B-EVID-000942	1	1	true	Direct, pathway, program, and functional layers remain distinct.
M23B-E000707	23B	NODE02516	NODE02528	TGFB1	promotes/modulates	TGFBR1:TGFBR2	TGFB1 -> TGFBR2/TGFBR1 complex -> receptor kinase signaling -> SMAD2/3-associated growth and matrix responses	downstream_or_functional	staged_primary_review	bounded primary comparator; no SCI transfer	Rat-1 fibroblasts; mink lung epithelial cells; recombinant TGFBR1/TGFBR2 complexes	cell surface/adhesion or signaling compartment	rat; human; mouse comparator; recombinant/structural systems	non-SCI comparator unless otherwise stated	medium	P2	M23B-EVID-000943	1	1	true	Direct, pathway, program, and functional layers remain distinct.
M23B-E000708	23B	NODE02523	NODE02528	TGFB3	binds/activates	TGFBR1:TGFBR2	TGFB3 -> TGFBR2/TGFBR1 complex -> receptor kinase signaling -> SMAD2/3-associated growth and matrix responses	ligand_receptor_or_direct_molecular	staged_primary_review	bounded primary comparator; no SCI transfer	mink lung epithelial cells; Rat-1 cells; recombinant TGFBR1/TGFBR2/TGFB3 complex systems	cell surface/adhesion or signaling compartment	human; rat; mouse comparator; recombinant/structural systems	non-SCI comparator unless otherwise stated	medium-high	P2	M23B-EVID-000944	1	1	true	Direct, pathway, program, and functional layers remain distinct.
M23B-E000709	23B	NODE02523	NODE02528	TGFB3	activates/modulates	TGFBR1:TGFBR2	TGFB3 -> TGFBR2/TGFBR1 complex -> receptor kinase signaling -> SMAD2/3-associated growth and matrix responses	receptor_proximal_or_pathway	staged_primary_review	bounded primary comparator; no SCI transfer	mink lung epithelial cells; Rat-1 cells; recombinant TGFBR1/TGFBR2/TGFB3 complex systems	cell surface-to-cytoplasmic signaling compartment	human; rat; mouse comparator; recombinant/structural systems	non-SCI comparator unless otherwise stated	medium	P2	M23B-EVID-000945	1	1	true	Direct, pathway, program, and functional layers remain distinct.
M23B-E000710	23B	NODE02523	NODE02528	TGFB3	promotes/modulates	TGFBR1:TGFBR2	TGFB3 -> TGFBR2/TGFBR1 complex -> receptor kinase signaling -> SMAD2/3-associated growth and matrix responses	downstream_or_functional	staged_primary_review	bounded primary comparator; no SCI transfer	mink lung epithelial cells; Rat-1 cells; recombinant TGFBR1/TGFBR2/TGFB3 complex systems	cell surface/adhesion or signaling compartment	human; rat; mouse comparator; recombinant/structural systems	non-SCI comparator unless otherwise stated	medium	P2	M23B-EVID-000946	1	1	true	Direct, pathway, program, and functional layers remain distinct.
M23B-E000711	23B	NODE02533	NODE01515	TGM2	binds/activates	ITGB3-containing integrin complex	TG2 + MFG-E8 -> integrin beta3 phagocytic cup -> phagocytic signaling and apoptotic-cell clearance	ligand_receptor_or_direct_molecular	staged_primary_review	bounded primary comparator; no SCI transfer	TG2-null and beta3-overexpressing macrophages; phagocytosis, beta3 accumulation/signaling, and rescue assays	cell surface/adhesion or signaling compartment	mouse	non-SCI comparator unless otherwise stated	medium-high	P2	M23B-EVID-000947	1	1	true	Direct, pathway, program, and functional layers remain distinct.
M23B-E000712	23B	NODE02533	NODE01515	TGM2	promotes/modulates	ITGB3-containing integrin complex	TG2 + MFG-E8 -> integrin beta3 phagocytic cup -> phagocytic signaling and apoptotic-cell clearance	downstream_or_functional	staged_primary_review	bounded primary comparator; no SCI transfer	TG2-null and beta3-overexpressing macrophages; phagocytosis, beta3 accumulation/signaling, and rescue assays	cell surface/adhesion or signaling compartment	mouse	non-SCI comparator unless otherwise stated	medium	P2	M23B-EVID-000949	1	1	true	Direct, pathway, program, and functional layers remain distinct.
M23B-E000713	23B	NODE02541	NODE00394	THBS1	binds/activates	CD36	THBS1-CD36 antiangiogenic endothelial branch	ligand_receptor_or_direct_molecular	staged_primary_review	bounded primary comparator; no SCI transfer	endothelial cells and CD36 models	cell surface/adhesion or signaling compartment	human and mouse	non-SCI comparator unless otherwise stated	medium-high	P2	M23B-EVID-000115;M23B-EVID-000950	2	2	true	Direct, pathway, program, and functional layers remain distinct.
M23B-E000714	23B	NODE02541	NODE00394	THBS1	promotes/modulates	CD36	THBS1-CD36 antiangiogenic endothelial branch	downstream_or_functional	staged_primary_review	bounded primary comparator; no SCI transfer	endothelial cells and CD36 models	cell surface/adhesion or signaling compartment	human and mouse	non-SCI comparator unless otherwise stated	medium	P2	M23B-EVID-000952	1	1	true	Direct, pathway, program, and functional layers remain distinct.
M23B-E000715	23B	NODE02541	NODE00407	THBS1	binds/activates	CD47	THBS1-CD47 endothelial motility/NO branch	ligand_receptor_or_direct_molecular	staged_primary_review	bounded primary comparator; no SCI transfer	endothelial cells	cell surface/adhesion or signaling compartment	human	non-SCI comparator unless otherwise stated	medium-high	P2	M23B-EVID-000953	1	1	true	Direct, pathway, program, and functional layers remain distinct.
M23B-E000716	23B	NODE02541	NODE00407	THBS1	promotes/modulates	CD47	THBS1-CD47 endothelial motility/NO branch	downstream_or_functional	staged_primary_review	bounded primary comparator; no SCI transfer	endothelial cells	cell surface/adhesion or signaling compartment	human	non-SCI comparator unless otherwise stated	medium	P2	M23B-EVID-000955	1	1	true	Direct, pathway, program, and functional layers remain distinct.
M23B-E000717	23B	NODE02541	NODE01386	THBS1	promotes/modulates	ITGA3:ITGB1	THBS1-alpha3beta1 matrix adhesion branch	downstream_or_functional	staged_primary_review	bounded primary comparator; no SCI transfer	breast carcinoma/endothelial models	cell surface/adhesion or signaling compartment	human	non-SCI comparator unless otherwise stated	medium	P2	M23B-EVID-000958	1	1	true	Direct, pathway, program, and functional layers remain distinct.
M23B-E000718	23B	NODE02546	NODE01395	THBS1 N-terminal LDVP motif	binds/activates	ITGA4:ITGB1	TSP1 N-terminal LDVP motif -> alpha4beta1 -> adhesion/chemotaxis and MMP response	ligand_receptor_or_direct_molecular	staged_primary_review	bounded primary comparator; no SCI transfer	Jurkat and primary human CD4-positive T cells; recombinant TSP1 N-terminal domains	cell surface/adhesion or signaling compartment	human	non-SCI comparator unless otherwise stated	medium-high	P2	M23B-EVID-000959	1	1	true	Direct, pathway, program, and functional layers remain distinct.
M23B-E000719	23B	NODE02546	NODE01395	THBS1 N-terminal LDVP motif	promotes/modulates	ITGA4:ITGB1	TSP1 N-terminal LDVP motif -> alpha4beta1 -> adhesion/chemotaxis and MMP response	downstream_or_functional	staged_primary_review	bounded primary comparator; no SCI transfer	Jurkat and primary human CD4-positive T cells; recombinant TSP1 N-terminal domains	cell surface/adhesion or signaling compartment	human	non-SCI comparator unless otherwise stated	medium	P2	M23B-EVID-000961	1	1	true	Direct, pathway, program, and functional layers remain distinct.
