module	b_edge_ids	b_evidence_id	source_kind	support_kind	source_scope	source_locator	species_support	evidence_layer	exportable	confidence_tier	citation_note	evidence_grade	context_level	grading_status	grading_basis	paper_keys	context_basis	limitations	pass_disposition
23B	M23B-E000247	M23B-EVID-PROMO-20260826-019	promotion_round_primary_corroboration	primary_experiment_plus_independent_corroboration	2026-08-26 supervised lane-01 exact-pair corroboration; human; mouse comparator	PMID:19141530; https://pubmed.ncbi.nlm.nih.gov/19141530/; PMID:39409168; https://pubmed.ncbi.nlm.nih.gov/39409168/	human; mouse comparator	contextual_or_unresolved	true	high	Lane-01 promotion; primary PMIDs 19141530; independent corroboration PMIDs 39409168	A	L1	rule_based_provisional	Register explicitly records primary experiment plus independent corroboration.	PMID:19141530; PMID:39409168	A traceable source or species context is present, but no CNS, spinal-cord, or SCI context is established.	PTN receptor branches are context-dependent; preserve the alphaVbeta3/PTPRZ1 co-receptor configuration.	retain_for_adjudication
23B	M23B-E000248	M23B-EVID-PROMO-20260826-020	promotion_round_primary_corroboration	primary_experiment_plus_independent_corroboration	2026-08-26 supervised lane-01 exact-pair corroboration; human; mouse comparator	PMID:27445335; https://pubmed.ncbi.nlm.nih.gov/27445335/; PMID:28569747; https://pubmed.ncbi.nlm.nih.gov/28569747/	human; mouse comparator	contextual_or_unresolved	true	high	Lane-01 promotion; primary PMIDs 27445335; independent corroboration PMIDs 28569747	A	L1	rule_based_provisional	Register explicitly records primary experiment plus independent corroboration.	PMID:27445335; PMID:28569747	A traceable source or species context is present, but no CNS, spinal-cord, or SCI context is established.	PTN/PTPRZ1 is a phosphatase-receptor context rather than a classical integrin; downstream effects are cell-state dependent.	retain_for_adjudication
23B	M23B-E000249	M23B-EVID-PROMO-20260826-021	promotion_round_primary_corroboration	primary_experiment_plus_independent_corroboration	2026-08-26 supervised lane-01 exact-pair corroboration; human; mouse comparator	PMID:8175719; https://pubmed.ncbi.nlm.nih.gov/8175719/; PMID:9749725; https://pubmed.ncbi.nlm.nih.gov/9749725/	human; mouse comparator	contextual_or_unresolved	true	high	Lane-01 promotion; primary PMIDs 8175719; independent corroboration PMIDs 9749725	A	L2	rule_based_provisional	Register explicitly records primary experiment plus independent corroboration.	PMID:8175719; PMID:9749725	The register identifies a CNS or neural system but not spinal-cord tissue or SCI.	Proteoglycan glycosaminoglycan/core-protein presentation is required; preserve SDC3 specificity.	retain_for_adjudication
23B	M23B-E000251	M23B-EVID-PROMO-20260826-022	promotion_round_primary_corroboration	primary_experiment_plus_independent_corroboration	2026-08-26 supervised lane-01 exact-pair corroboration; mouse; rat comparator	PMID:12670700; https://pubmed.ncbi.nlm.nih.gov/12670700/; PMID:10571240; https://pubmed.ncbi.nlm.nih.gov/10571240/; PMID:14729980; https://pubmed.ncbi.nlm.nih.gov/14729980/; PMID:14578885; https://pubmed.ncbi.nlm.nih.gov/14578885/	mouse; rat comparator	contextual_or_unresolved	true	high	Lane-01 promotion; primary PMIDs 12670700;10571240; independent corroboration PMIDs 14729980;14578885	A	L1	rule_based_provisional	Register explicitly records primary experiment plus independent corroboration.	PMID:10571240; PMID:12670700; PMID:14578885; PMID:14729980	A traceable source or species context is present, but no CNS, spinal-cord, or SCI context is established.	Reelin is a large extracellular glycoprotein and receptor clustering/context are required.	retain_for_adjudication
23B	M23B-E000252	M23B-EVID-PROMO-20260826-023	promotion_round_primary_corroboration	primary_experiment_plus_independent_corroboration	2026-08-26 supervised lane-01 exact-pair corroboration; mouse; rat comparator	PMID:12670700; https://pubmed.ncbi.nlm.nih.gov/12670700/; PMID:10571240; https://pubmed.ncbi.nlm.nih.gov/10571240/; PMID:14729980; https://pubmed.ncbi.nlm.nih.gov/14729980/; PMID:14578885; https://pubmed.ncbi.nlm.nih.gov/14578885/	mouse; rat comparator	contextual_or_unresolved	true	high	Lane-01 promotion; primary PMIDs 12670700;10571240; independent corroboration PMIDs 14729980;14578885	A	L1	rule_based_provisional	Register explicitly records primary experiment plus independent corroboration.	PMID:10571240; PMID:12670700; PMID:14578885; PMID:14729980	A traceable source or species context is present, but no CNS, spinal-cord, or SCI context is established.	Reelin receptor clustering and extracellular presentation are required; do not merge with LRP8.	retain_for_adjudication
23B	M23B-E000253	M23B-EVID-PROMO-20260826-024	promotion_round_primary_corroboration	primary_experiment_plus_independent_corroboration	2026-08-26 supervised lane-01 exact-pair corroboration; mouse; human; Xenopus comparator	PMID:16836993; https://pubmed.ncbi.nlm.nih.gov/16836993/; PMID:19273616; https://pubmed.ncbi.nlm.nih.gov/19273616/; PMID:20643353; https://pubmed.ncbi.nlm.nih.gov/20643353/; PMID:23744777; https://pubmed.ncbi.nlm.nih.gov/23744777/; PMID:33748906; https://pubmed.ncbi.nlm.nih.gov/33748906/	mouse; human; Xenopus comparator	contextual_or_unresolved	true	high	Lane-01 promotion; primary PMIDs 16836993;19273616;20643353; independent corroboration PMIDs 23744777;33748906	A	L1	rule_based_provisional	Register explicitly records primary experiment plus independent corroboration.	PMID:16836993; PMID:19273616; PMID:20643353; PMID:23744777; PMID:33748906	A traceable source or species context is present, but no CNS, spinal-cord, or SCI context is established.	RGMA has parallel receptor/co-receptor branches; this row is specifically NEO1.	retain_for_adjudication
23B	M23B-E000254	M23B-EVID-PROMO-20260826-025	promotion_round_primary_corroboration	primary_experiment_plus_independent_corroboration	2026-08-26 supervised lane-01 exact-pair corroboration; human; mouse comparator	PMID:21813734; https://pubmed.ncbi.nlm.nih.gov/21813734/; PMID:33784491; https://pubmed.ncbi.nlm.nih.gov/33784491/	human; mouse comparator	contextual_or_unresolved	true	high	Lane-01 promotion; primary PMIDs 21813734; independent corroboration PMIDs 33784491	A	L1	rule_based_provisional	Register explicitly records primary experiment plus independent corroboration.	PMID:21813734; PMID:33784491	A traceable source or species context is present, but no CNS, spinal-cord, or SCI context is established.	Association is context-dependent and does not imply a freely soluble binary ligand.	retain_for_adjudication
23B	M23B-E000255	M23B-EVID-PROMO-20260826-026	promotion_round_primary_corroboration	primary_experiment_plus_independent_corroboration	2026-08-26 supervised lane-01 exact-pair corroboration; human; mouse comparator	PMID:9099943; https://pubmed.ncbi.nlm.nih.gov/9099943/; PMID:17442598; https://pubmed.ncbi.nlm.nih.gov/17442598/	human; mouse comparator	contextual_or_unresolved	true	high	Lane-01 promotion; primary PMIDs 9099943; independent corroboration PMIDs 17442598	A	L1	rule_based_provisional	Register explicitly records primary experiment plus independent corroboration.	PMID:17442598; PMID:9099943	A traceable source or species context is present, but no CNS, spinal-cord, or SCI context is established.	Glycan presentation and endothelial rolling context are required.	retain_for_adjudication
23B	M23B-E000258	M23B-EVID-PROMO-20260826-027	promotion_round_primary_corroboration	primary_experiment_plus_independent_corroboration	2026-08-26 supervised lane-01 exact-pair corroboration; mouse; human comparator	PMID:10520994; https://pubmed.ncbi.nlm.nih.gov/10520994/; PMID:22723296; https://pubmed.ncbi.nlm.nih.gov/22723296/	mouse; human comparator	contextual_or_unresolved	true	high	Lane-01 promotion; primary PMIDs 10520994; independent corroboration PMIDs 22723296	A	L1	rule_based_provisional	Register explicitly records primary experiment plus independent corroboration.	PMID:10520994; PMID:22723296	A traceable source or species context is present, but no CNS, spinal-cord, or SCI context is established.	Preserve the NRP1:PLXNA1 complex; semaphorin receptor composition is not interchangeable across plexins.	retain_for_adjudication
23B	M23B-E000259	M23B-EVID-PROMO-20260826-028	promotion_round_primary_corroboration	primary_experiment_plus_independent_corroboration	2026-08-26 supervised lane-01 exact-pair corroboration; mouse; human comparator	PMID:36720439; https://pubmed.ncbi.nlm.nih.gov/36720439/; PMID:40533501; https://pubmed.ncbi.nlm.nih.gov/40533501/	mouse; human comparator	contextual_or_unresolved	true	high	Lane-01 promotion; primary PMIDs 36720439; independent corroboration PMIDs 40533501	A	L1	rule_based_provisional	Register explicitly records primary experiment plus independent corroboration.	PMID:36720439; PMID:40533501	A traceable source or species context is present, but no CNS, spinal-cord, or SCI context is established.	Complex composition is critical; related Sema3G/NRP2/Plexin-D1 evidence is not substituted for Plexin-A1.	retain_for_adjudication
23B	M23B-E000260	M23B-EVID-PROMO-20260826-029	promotion_round_primary_corroboration	primary_experiment_plus_independent_corroboration	2026-08-26 supervised lane-01 exact-pair corroboration; mouse; rat; human comparator	PMID:17377534; https://pubmed.ncbi.nlm.nih.gov/17377534/; PMID:12879062; https://pubmed.ncbi.nlm.nih.gov/12879062/	mouse; rat; human comparator	contextual_or_unresolved	true	high	Lane-01 promotion; primary PMIDs 17377534; independent corroboration PMIDs 12879062	A	L1	rule_based_provisional	Register explicitly records primary experiment plus independent corroboration.	PMID:12879062; PMID:17377534	A traceable source or species context is present, but no CNS, spinal-cord, or SCI context is established.	Complete alpha1beta1 and glycosylated membrane presentation are required.	retain_for_adjudication
23B	M23B-E000261	M23B-EVID-PROMO-20260826-030	promotion_round_primary_corroboration	primary_experiment_plus_independent_corroboration	2026-08-26 supervised lane-01 exact-pair corroboration; human; mouse comparator	PMID:34070790; https://pubmed.ncbi.nlm.nih.gov/34070790/; PMID:17332338; https://pubmed.ncbi.nlm.nih.gov/17332338/	human; mouse comparator	contextual_or_unresolved	true	high	Lane-01 promotion; primary PMIDs 34070790; independent corroboration PMIDs 17332338	A	L1	rule_based_provisional	Register explicitly records primary experiment plus independent corroboration.	PMID:17332338; PMID:34070790	A traceable source or species context is present, but no CNS, spinal-cord, or SCI context is established.	CD44 variant and glycosylation context matter; do not generalize to all CD44 forms.	retain_for_adjudication
23B	M23B-E000264	M23B-EVID-PROMO-20260826-031	promotion_round_primary_corroboration	primary_experiment_plus_independent_corroboration	2026-08-26 supervised lane-01 exact-pair corroboration; human; mouse comparator	PMID:19398782; https://pubmed.ncbi.nlm.nih.gov/19398782/; PMID:22442151; https://pubmed.ncbi.nlm.nih.gov/22442151/; PMID:20929862; https://pubmed.ncbi.nlm.nih.gov/20929862/	human; mouse comparator	contextual_or_unresolved	true	high	Lane-01 promotion; primary PMIDs 19398782; independent corroboration PMIDs 22442151;20929862	A	L1	rule_based_provisional	Register explicitly records primary experiment plus independent corroboration.	PMID:19398782; PMID:20929862; PMID:22442151	A traceable source or species context is present, but no CNS, spinal-cord, or SCI context is established.	Matrix crosslinking and SDC4 presentation are context-dependent; no purified binary affinity was required for this adhesion-complex promotion.	retain_for_adjudication
23B	M23B-E000269	M23B-EVID-PROMO-20260826-032	promotion_round_primary_corroboration	primary_experiment_plus_independent_corroboration	2026-08-26 supervised lane-01 exact-pair corroboration; human; mammalian	PMID:11805102; https://pubmed.ncbi.nlm.nih.gov/11805102/; PMID:25451625; https://pubmed.ncbi.nlm.nih.gov/25451625/	human; mammalian	contextual_or_unresolved	true	high	Lane-01 promotion; primary PMIDs 11805102; independent corroboration PMIDs 25451625	A	L1	rule_based_provisional	Register explicitly records primary experiment plus independent corroboration.	PMID:11805102; PMID:25451625	A traceable source or species context is present, but no CNS, spinal-cord, or SCI context is established.	Promotion is domain/isoform-specific; do not generalize G3 evidence to all versican forms or infer a single alpha partner.	retain_for_adjudication
23B	M23B-E000280	M23B-EVID-PROMO-20260826-033	promotion_round_primary_corroboration	primary_experiment_plus_independent_corroboration	2026-08-26 supervised lane-01 exact-pair corroboration; rat; mouse	PMID:10366629; https://pubmed.ncbi.nlm.nih.gov/10366629/; PMID:17143272; https://pubmed.ncbi.nlm.nih.gov/17143272/; PMID:23707953; https://pubmed.ncbi.nlm.nih.gov/23707953/	rat; mouse	contextual_or_unresolved	true	high	Lane-01 promotion; primary PMIDs 10366629;17143272; independent corroboration PMIDs 23707953	A	L2	rule_based_provisional	Register explicitly records primary experiment plus independent corroboration.	PMID:10366629; PMID:17143272; PMID:23707953	The register identifies a CNS or neural system but not spinal-cord tissue or SCI.	Ephrin ligand presentation and receptor clustering are required; no SCI-specific validation.	retain_for_adjudication
23B	M23B-E000288	M23B-EVID-PROMO-20260826-034	promotion_round_primary_corroboration	primary_experiment_plus_independent_corroboration	2026-08-26 supervised lane-01 exact-pair corroboration; mouse; human comparator	PMID:15713841; https://pubmed.ncbi.nlm.nih.gov/15713841/; PMID:18562299; https://pubmed.ncbi.nlm.nih.gov/18562299/	mouse; human comparator	contextual_or_unresolved	true	high	Lane-01 promotion; primary PMIDs 15713841; independent corroboration PMIDs 18562299	A	L2	rule_based_provisional	Register explicitly records primary experiment plus independent corroboration.	PMID:15713841; PMID:18562299	The register identifies a CNS or neural system but not spinal-cord tissue or SCI.	EphA7 isoform/processing and membrane presentation matter; no SCI-specific validation.	retain_for_adjudication
23B	M23B-E001076	M23B-EVID-EXPAND23A-001	primary_research_paper	primary_experiment	non-SCI vascular comparator	PMID:28671670; PMCID:PMC5671938; https://pubmed.ncbi.nlm.nih.gov/28671670/; https://pmc.ncbi.nlm.nih.gov/articles/PMC5671938/; local:data/raw/evidence/module23a_second_pass_20260904/PMC5671938_bioc.json	human; recombinant	contextual_or_unresolved	true	high	Khan et al.; second-pass primary full text acquired locally	B	L4	rule_based_provisional	Register identifies a traceable primary source; independent corroboration was not explicitly recorded on this row.	PMCID:PMC5671938; PMID:28671670	The register explicitly identifies spinal-cord injury or an injury model, but not an explicit receiver-cell/lesion-compartment match.	The interaction is extracellular and vascular; no SCI model, intracellular CD93 relay, or terminal TF was measured.	retain_for_adjudication
23B	M23B-E001077	M23B-EVID-EXPAND23A-002	primary_research_paper	primary_experiment	non-SCI vascular/pericyte comparator	PMID:28671670; PMCID:PMC5671938; https://pubmed.ncbi.nlm.nih.gov/28671670/; https://pmc.ncbi.nlm.nih.gov/articles/PMC5671938/; local:data/raw/evidence/module23a_second_pass_20260904/PMC5671938_bioc.json	human; mouse comparator; recombinant	contextual_or_unresolved	true	high	Khan et al.; second-pass primary full text acquired locally	B	L4	rule_based_provisional	Register identifies a traceable primary source; independent corroboration was not explicitly recorded on this row.	PMCID:PMC5671938; PMID:28671670	The register explicitly identifies spinal-cord injury or an injury model, but not an explicit receiver-cell/lesion-compartment match.	CD248-GFP misfolding is retained as a limitation; no SCI model or CD248-specific intracellular relay was measured.	retain_for_adjudication
23B	M23B-E001078	M23B-EVID-EXPAND23A-003	primary_research_paper	primary_experiment	developmental neural comparator	PMID:23217742; PMCID:PMC3526105; https://pubmed.ncbi.nlm.nih.gov/23217742/; https://pmc.ncbi.nlm.nih.gov/articles/PMC3526105/; local:data/raw/evidence/module23a_second_pass_20260904/PMC3526105_bioc.json	mouse; recombinant	contextual_or_unresolved	true	high	Wright et al. 2012; second-pass primary full text acquired locally	B	L2	rule_based_provisional	Register identifies a traceable primary source; independent corroboration was not explicitly recorded on this row.	PMCID:PMC3526105; PMID:23217742	The register identifies a CNS or neural system but not spinal-cord tissue or SCI.	Binding requires the glycosylated DAG1 state and tested SLIT2 C-terminal domain; no traumatic SCI evidence.	retain_for_adjudication
23B	M23B-E001079	M23B-EVID-EXPAND23A-004	primary_research_paper	primary_experiment	developmental neural comparator	PMID:23217742; PMCID:PMC3526105; https://pubmed.ncbi.nlm.nih.gov/23217742/; https://pmc.ncbi.nlm.nih.gov/articles/PMC3526105/; local:data/raw/evidence/module23a_second_pass_20260904/PMC3526105_bioc.json	mouse	contextual_or_unresolved	true	high	Wright et al. 2012; second-pass primary full text acquired locally	B	L2	rule_based_provisional	Register identifies a traceable primary source; independent corroboration was not explicitly recorded on this row.	PMCID:PMC3526105; PMID:23217742	The register identifies a CNS or neural system but not spinal-cord tissue or SCI.	This is an extracellular localization relay; no intracellular DAG1 kinase/adaptor or terminal TF was measured.	retain_for_adjudication
23B	M23B-E001080	M23B-EVID-EXPAND23A-005	primary_research_paper	primary_experiment	developmental neural comparator	PMID:23217742; PMCID:PMC3526105; https://pubmed.ncbi.nlm.nih.gov/23217742/; https://pmc.ncbi.nlm.nih.gov/articles/PMC3526105/; local:data/raw/evidence/module23a_second_pass_20260904/PMC3526105_bioc.json	mouse	contextual_or_unresolved	true	high	Wright et al. 2012; second-pass primary full text acquired locally	B	L2	rule_based_provisional	Register identifies a traceable primary source; independent corroboration was not explicitly recorded on this row.	PMCID:PMC3526105; PMID:23217742	The register identifies a CNS or neural system but not spinal-cord tissue or SCI.	The function is developmental and neural; no traumatic SCI injury model or SCI receiver-state weight is transferred.	retain_for_adjudication
23B	M23B-E001081	M23B-EVID-EXPAND23A-006	review_led_primary_research_paper	primary_experiment_plus_review	non-SCI epithelial/tumor comparator	PMID:9988678; PMID:25017885; PMCID:PMC4211183; PMCID:PMC4099942; local:data/raw/evidence/module23a_review_led_20260904/decorin_pubmed.xml; local:data/raw/evidence/module23a_review_led_20260904/PMC4211183_fulltext.xml	human; recombinant	contextual_or_unresolved	true	high	Decorin EGFR primary binding/activation with SCI review context	B	L4	rule_based_provisional	Register identifies a traceable primary source; independent corroboration was not explicitly recorded on this row.	PMCID:PMC4099942; PMCID:PMC4211183; PMID:25017885; PMID:9988678	The register explicitly identifies spinal-cord injury or an injury model, but not an explicit receiver-cell/lesion-compartment match.	No SCI receiver-state transfer; decorin core-protein and EGFR context are required.	retain_for_adjudication
23B	M23B-E001082	M23B-EVID-EXPAND23A-007	review_led_primary_research_paper	primary_experiment_plus_review	SCI primary comparator	PMID:15016081; PMID:25017885; PMCID:PMC4211183; PMCID:PMC4099942; local:data/raw/evidence/module23a_review_led_20260904/decorin_pubmed.xml; local:data/raw/evidence/module23a_review_led_20260904/PMC4211183_fulltext.xml	rat; recombinant human	contextual_or_unresolved	true	high	Decorin acute rat SCI intervention with SCI review context	B	L5	rule_based_provisional	Register identifies a traceable primary source; independent corroboration was not explicitly recorded on this row.	PMCID:PMC4099942; PMCID:PMC4211183; PMID:15016081; PMID:25017885	The register explicitly names an injury model or lesion and an SCI receiver cell or lesion compartment.	Function-only intervention; no direct decorin receptor, proximal kinase relay, or terminal TF is asserted.	retain_for_adjudication
23B	M23B-E001083	M23B-EVID-EXPAND23A-008	review_led_primary_research_paper	primary_experiment_plus_review	inflammatory macrophage comparator	PMID:29777767; PMID:16025156; PMID:22821552; PMID:25017885; PMCID:PMC3527886; PMCID:PMC4099942; local:data/raw/evidence/module23a_review_led_20260904/biglycan_pubmed.xml; local:data/raw/evidence/module23a_review_led_20260904/biglycan_and_sci_review_pubmed.xml; local:data/raw/evidence/module23a_review_led_20260904/PMC3527886_fulltext.xml; local:data/raw/evidence/module23a_review_led_20260904/PMC4099942_fulltext.xml	mouse; human comparator; recombinant	contextual_or_unresolved	true	high	Biglycan CD14 binding with SCI ECM and biglycan review context	B	L5	rule_based_provisional	Register identifies a traceable primary source; independent corroboration was not explicitly recorded on this row.	PMCID:PMC3527886; PMCID:PMC4099942; PMID:16025156; PMID:22821552; PMID:25017885; PMID:29777767	The register explicitly names an injury model or lesion and an SCI receiver cell or lesion compartment.	Soluble intact biglycan and CD14/TLR2/TLR4 receptor-complex context are required; no traumatic SCI perturbation was tested.	retain_for_adjudication
23B	M23B-E001084	M23B-EVID-EXPAND23A-009	review_led_primary_research_paper	primary_experiment_plus_review	inflammatory macrophage comparator	PMID:16025156; PMID:22821552; PMID:25017885; local:data/raw/evidence/module23a_review_led_20260904/PMC3527886_fulltext.xml; local:data/raw/evidence/module23a_review_led_20260904/PMC4099942_fulltext.xml; local:data/raw/evidence/module23a_review_led_20260904/biglycan_pubmed.xml	mouse; human comparator; recombinant	receptor_proximal_or_pathway	true	high	Biglycan TLR2/TLR4/MyD88 relay with ECM review context	B	L1	rule_based_provisional	Register identifies a traceable primary source; independent corroboration was not explicitly recorded on this row.	PMID:16025156; PMID:22821552; PMID:25017885	A traceable source or species context is present, but no CNS, spinal-cord, or SCI context is established.	Receptor-proximal pathway evidence is from non-SCI inflammatory comparators; no terminal TF occupancy or SCI receiver-state transfer is asserted.	retain_for_adjudication
23B	M23B-E001085	M23B-EVID-EXPAND23A-010	review_led_primary_research_paper	primary_experiment_plus_review	inflammatory macrophage and sterile-injury comparator	PMID:19605353; PMID:22821552; PMID:25017885; PMCID:PMC2781998; PMCID:PMC3527886; PMCID:PMC4099942; local:data/raw/evidence/module23a_review_led_20260904/PMC2781998_metadata.xml; local:data/raw/evidence/module23a_review_led_20260904/PMC3527886_fulltext.xml; local:data/raw/evidence/module23a_review_led_20260904/PMC4099942_fulltext.xml	mouse; recombinant	receptor_proximal_or_pathway	true	high	Biglycan P2X/NLRP3 inflammasome relay with ECM review context	B	L1	rule_based_provisional	Register identifies a traceable primary source; independent corroboration was not explicitly recorded on this row.	PMCID:PMC2781998; PMCID:PMC3527886; PMCID:PMC4099942; PMID:19605353; PMID:22821552; PMID:25017885	A traceable source or species context is present, but no CNS, spinal-cord, or SCI context is established.	This is a multireceptor inflammatory relay, not a single binary receptor claim; no traumatic SCI transfer or terminal TF is asserted.	retain_for_adjudication
23B	M23B-E001086	M23B-EVID-EXPAND23A-011	review_led_primary_research_paper	primary_experiment_plus_review	inflammatory macrophage and sterile-injury comparator	PMID:16025156; PMID:19605353; PMID:29777767; PMID:22821552; PMID:25017885; PMCID:PMC2781998; PMCID:PMC3527886; PMCID:PMC4099942; local:data/raw/evidence/module23a_review_led_20260904/biglycan_pubmed.xml; local:data/raw/evidence/module23a_review_led_20260904/PMC2781998_metadata.xml; local:data/raw/evidence/module23a_review_led_20260904/PMC3527886_fulltext.xml; local:data/raw/evidence/module23a_review_led_20260904/PMC4099942_fulltext.xml	mouse; human comparator; recombinant	downstream_or_functional	true	high	Biglycan macrophage output with ECM review context	B	L1	rule_based_provisional	Register identifies a traceable primary source; independent corroboration was not explicitly recorded on this row.	PMCID:PMC2781998; PMCID:PMC3527886; PMCID:PMC4099942; PMID:16025156; PMID:19605353; PMID:22821552; PMID:25017885; PMID:29777767	A traceable source or species context is present, but no CNS, spinal-cord, or SCI context is established.	Downstream output is not terminal-TF evidence and is not transferred to traumatic SCI.	retain_for_adjudication
23B	M23B-E001087	M23B-EVID-EXPAND23A-012	review_led_primary_research_paper	primary_experiment_plus_review	non-SCI sterile-inflammation comparator	PMID:29150600; PMID:25017885; PMCID:PMC5693923; PMCID:PMC4099942; local:data/raw/evidence/module23a_review_led_20260904/PMC5693923_fulltext.xml; local:data/raw/evidence/module23a_review_led_20260904/tenascin_hyaluronan_pubmed.xml; local:data/raw/evidence/module23a_review_led_20260904/PMC4099942_fulltext.xml	human; recombinant	contextual_or_unresolved	true	high	Tenascin-C FBG/TLR4 direct-binding evidence with SCI ECM review context	B	L4	rule_based_provisional	Register identifies a traceable primary source; independent corroboration was not explicitly recorded on this row.	PMCID:PMC4099942; PMCID:PMC5693923; PMID:25017885; PMID:29150600	The register explicitly identifies spinal-cord injury or an injury model, but not an explicit receiver-cell/lesion-compartment match.	No traumatic SCI receiver state or additional TLR4-complex component was measured; full-length TNC and FBG-C are not interchangeable without context.	retain_for_adjudication
23B	M23B-E001088	M23B-EVID-EXPAND23A-013	review_led_primary_research_paper	primary_experiment_plus_review	non-SCI sterile-inflammation comparator	PMID:29150600; PMID:25017885; PMCID:PMC5693923; PMCID:PMC4099942; local:data/raw/evidence/module23a_review_led_20260904/PMC5693923_fulltext.xml; local:data/raw/evidence/module23a_review_led_20260904/tenascin_hyaluronan_pubmed.xml; local:data/raw/evidence/module23a_review_led_20260904/PMC4099942_fulltext.xml	human; recombinant	receptor_proximal_or_pathway	true	high	Tenascin-C FBG/TLR4 proximal relay with SCI ECM review context	B	L4	rule_based_provisional	Register identifies a traceable primary source; independent corroboration was not explicitly recorded on this row.	PMCID:PMC4099942; PMCID:PMC5693923; PMID:25017885; PMID:29150600	The register explicitly identifies spinal-cord injury or an injury model, but not an explicit receiver-cell/lesion-compartment match.	The relay is receptor-proximal and comparator-specific; no universal MyD88 assignment, terminal TF occupancy, or traumatic SCI transfer is asserted.	retain_for_adjudication
23B	M23B-E001089	M23B-EVID-EXPAND23A-014	review_led_primary_research_paper	primary_experiment_plus_review	non-SCI macrophage/microglia comparator	PMID:29150600; PMID:31271872; PMID:25017885; PMCID:PMC5693923; PMCID:PMC4099942; local:data/raw/evidence/module23a_review_led_20260904/PMC5693923_fulltext.xml; local:data/raw/evidence/module23a_review_led_20260904/tenascin_hyaluronan_pubmed.xml; local:data/raw/evidence/module23a_review_led_20260904/PMC4099942_fulltext.xml	human; mouse comparator; recombinant	downstream_or_functional	true	high	Tenascin-C inflammatory macrophage/microglia function with SCI ECM review context	B	L5	rule_based_provisional	Register identifies a traceable primary source; independent corroboration was not explicitly recorded on this row.	PMCID:PMC4099942; PMCID:PMC5693923; PMID:25017885; PMID:29150600; PMID:31271872	The register explicitly names an injury model or lesion and an SCI receiver cell or lesion compartment.	Early-postnatal microglial and non-SCI comparator evidence; no traumatic SCI transfer or terminal TF is asserted.	retain_for_adjudication
23B	M23B-E001090	M23B-EVID-EXPAND23A-015	review_led_primary_research_paper	primary_experiment_plus_review	inflammatory monocyte/macrophage comparator	PMID:24366870; PMID:25017885; PMCID:PMC3924308; PMCID:PMC4099942; local:data/raw/evidence/module23a_review_led_20260904/PMC3924308_fulltext.xml; local:data/raw/evidence/module23a_review_led_20260904/tenascin_hyaluronan_pubmed.xml; local:data/raw/evidence/module23a_review_led_20260904/PMC4099942_fulltext.xml	mouse; human comparator; recombinant	receptor_proximal_or_pathway	true	high	LMW-HA TLR4/MyD88 relay with SCI ECM review context	B	L5	rule_based_provisional	Register identifies a traceable primary source; independent corroboration was not explicitly recorded on this row.	PMCID:PMC3924308; PMCID:PMC4099942; PMID:24366870; PMID:25017885	The register explicitly names an injury model or lesion and an SCI receiver cell or lesion compartment.	Fragment-size and endotoxin-control requirements are retained; no direct HA-TLR4 binding or traumatic SCI transfer is asserted.	retain_for_adjudication
23B	M23B-E001091	M23B-EVID-EXPAND23A-016	review_led_primary_research_paper	primary_experiment_plus_review	inflammatory macrophage comparator	PMID:23721397; PMID:25017885; PMCID:PMC3682892; PMCID:PMC4099942; local:data/raw/evidence/module23a_review_led_20260904/PMC3682892_fulltext.xml; local:data/raw/evidence/module23a_review_led_20260904/tenascin_hyaluronan_pubmed.xml; local:data/raw/evidence/module23a_review_led_20260904/PMC4099942_fulltext.xml	mouse; recombinant	receptor_proximal_or_pathway	true	high	LMW-HA TLR4/TRIF/IRF3 relay with SCI ECM review context	B	L5	rule_based_provisional	Register identifies a traceable primary source; independent corroboration was not explicitly recorded on this row.	PMCID:PMC3682892; PMCID:PMC4099942; PMID:23721397; PMID:25017885	The register explicitly names an injury model or lesion and an SCI receiver cell or lesion compartment.	This is a distinct adaptor relay from TLR2/MyD88 chemokine signaling; no traumatic SCI transfer or terminal TF assignment is asserted.	retain_for_adjudication
23B	M23B-E001092	M23B-EVID-EXPAND23A-017	review_led_primary_research_paper	primary_experiment_plus_review	inflammatory monocyte/macrophage comparator	PMID:24366870; PMID:25017885; PMCID:PMC3924308; PMCID:PMC4099942; local:data/raw/evidence/module23a_review_led_20260904/PMC3924308_fulltext.xml; local:data/raw/evidence/module23a_review_led_20260904/tenascin_hyaluronan_pubmed.xml; local:data/raw/evidence/module23a_review_led_20260904/PMC4099942_fulltext.xml	mouse; human comparator; recombinant	downstream_or_functional	true	high	LMW-HA cPLA2alpha/COX2 and eicosanoid output with SCI ECM review context	B	L5	rule_based_provisional	Register identifies a traceable primary source; independent corroboration was not explicitly recorded on this row.	PMCID:PMC3924308; PMCID:PMC4099942; PMID:24366870; PMID:25017885	The register explicitly names an injury model or lesion and an SCI receiver cell or lesion compartment.	Downstream lipid output is not terminal-TF evidence and remains a non-SCI comparator result.	retain_for_adjudication
