"extraction_id"	"module"	"b_evidence_id"	"canonical_paper_key"	"source_locator"	"identity_resolution_status"	"unresolved_reason"	"authoritative_source"
"M22B-P2-R-000178"	"22B"	"M22B-EVID-000183"	"PMID:32105707; PMID:9284044; PMCID:PMC316448"	"PMID:32105707; PMID:9284044; PMCID:PMC316448; https://pmc.ncbi.nlm.nih.gov/articles/PMC316448/; local source=data/raw/evidence/module20_24_supervised_cli_phase2/retry_B22B_batch075_PMC316448_full.xml"	"unresolved_ambiguous_multiple_canonical_pmids"	"canonical_paper_key contains multiple PMIDs and no exact paper-level disambiguator was established"	""
"M22B-P2-R-000191"	"22B"	"M22B-EVID-000201"	"PMID:12485415; DOI:10.1046/j.1471-4159.2003.01544.x; PMID:23371389; DOI:10.1210/me.2012-1359; PMID:29305536; PMCID:PMC5815346; DOI:10.1523/JNEUROSCI.1641-17.2017"	"PMID:12485415; DOI:10.1046/j.1471-4159.2003.01544.x; PMID:23371389; DOI:10.1210/me.2012-1359; PMID:29305536; PMCID:PMC5815346; DOI:10.1523/JNEUROSCI.1641-17.2017; PubMed URLs; local source=data/raw/evidence/module20_24_supervised_cli_phase2/retry_B22B_batch077_PMIDs_201_210_pubmed.xml"	"unresolved_ambiguous_multiple_canonical_pmids"	"canonical_paper_key contains multiple PMIDs and no exact paper-level disambiguator was established"	""
"M22B-P2-R-000192"	"22B"	"M22B-EVID-000202"	"PMID:12485415; DOI:10.1046/j.1471-4159.2003.01544.x; PMID:23371389; DOI:10.1210/me.2012-1359; PMID:29305536; DOI:10.1016/j.cell.2008.01.033"	"PMID:12485415; DOI:10.1046/j.1471-4159.2003.01544.x; PMID:23371389; DOI:10.1210/me.2012-1359; PMID:29305536; DOI:10.1016/j.cell.2008.01.033; local source=data/raw/evidence/module20_24_supervised_cli_phase2/retry_B22B_batch077_PMIDs_201_210_pubmed.xml"	"unresolved_ambiguous_multiple_canonical_pmids"	"canonical_paper_key contains multiple PMIDs and no exact paper-level disambiguator was established"	""
"M22B-P2-R-000196"	"22B"	"M22B-EVID-000208"	"PMID:12840057; PMCID:PMC162283; DOI:10.1172/JCI17034; PMID:11959660; DOI:10.1152/ajpheart.00921.2001; PMID:21893328; DOI:10.1016/j.surg.2011.07.013"	"Existing primary observation reused after full-text/abstract validation; no duplicate canonical observation created."	"unresolved_ambiguous_multiple_canonical_pmids"	"canonical_paper_key contains multiple PMIDs and no exact paper-level disambiguator was established"	""
"M22B-P2-R-000199"	"22B"	"M22B-EVID-000213"	"PMID:17889508; DOI:10.1016/j.cellsig.2007.08.016; PMID:30115027; PMCID:PMC6097285; DOI:10.1186/s12885-018-4717-7"	"PMID:17889508; DOI:10.1016/j.cellsig.2007.08.016; https://pubmed.ncbi.nlm.nih.gov/17889508/; PMID:30115027; PMCID:PMC6097285; DOI:10.1186/s12885-018-4717-7; https://pmc.ncbi.nlm.nih.gov/articles/PMC6097285/"	"unresolved_ambiguous_multiple_canonical_pmids"	"canonical_paper_key contains multiple PMIDs and no exact paper-level disambiguator was established"	""
"M22B-P2-R-000200"	"22B"	"M22B-EVID-000214"	"PMID:17889508; DOI:10.1016/j.cellsig.2007.08.016; PMID:30115027; PMCID:PMC6097285; DOI:10.1186/s12885-018-4717-7"	"PMID:30115027; PMCID:PMC6097285; DOI:10.1186/s12885-018-4717-7; PMID:17889508; DOI:10.1016/j.cellsig.2007.08.016; local source=data/raw/evidence/module20_24_supervised_cli_phase2/retry_B22B_batch078_PMC6097285_full.xml and retry_B22B_batch078_PMIDs_211_220_pubmed.xml"	"unresolved_ambiguous_multiple_canonical_pmids"	"canonical_paper_key contains multiple PMIDs and no exact paper-level disambiguator was established"	""
"M22B-P2-R-000202"	"22B"	"M22B-EVID-000216"	"PMID:20693566; PMCID:PMC2952555; DOI:10.1194/jlr.M006841; PMID:35192688; PMCID:PMC7612781; DOI:10.2337/db21-1166"	"PMID:20693566; PMCID:PMC2952555; DOI:10.1194/jlr.M006841; PMID:35192688; PMCID:PMC7612781; DOI:10.2337/db21-1166; local source=data/raw/evidence/module20_24_supervised_cli_phase2/retry_B22B_batch078_PMC2952555_full.xml and retry_B22B_batch078_PMC7612781_full.xml"	"unresolved_ambiguous_multiple_canonical_pmids"	"canonical_paper_key contains multiple PMIDs and no exact paper-level disambiguator was established"	""
"M22B-P2-R-000204"	"22B"	"M22B-EVID-000218"	"PMCID:PMC3843007; PMID:22467855; DOI:10.1242/jcs.098889; PMCID:PMC3702736; PMID:23665349; DOI:10.1016/j.ajpath.2013.03.013"	"PMCID:PMC3702736; PMID:23665349; DOI:10.1016/j.ajpath.2013.03.013; PMCID:PMC3843007; PMID:22467855; DOI:10.1242/jcs.098889; local source=data/raw/evidence/module20_24_supervised_cli_phase2/retry_B22B_batch078_PMC3702736_full.xml and retry_B22B_batch078_PMC3843007_full.xml"	"unresolved_ambiguous_multiple_canonical_pmids"	"canonical_paper_key contains multiple PMIDs and no exact paper-level disambiguator was established"	""
"M22B-P2-R-000330"	"22B"	"M22B-EVID-000421"	"PMCID:PMC3258927; PMID:18436533; DOI:10.1074/jbc.M800850200; PMCID:PMC3243093; PMID:22159578; DOI:10.1242/dev.074948; PMCID:PMC4942578; PMID:27406972; DOI:10.1038/srep29703"	"PMCID:PMC3258927; PMCID:PMC3243093; PMCID:PMC4942578; local full texts retry_B22B_batch094_*_full.xml"	"unresolved_ambiguous_multiple_canonical_pmids"	"canonical_paper_key contains multiple PMIDs and no exact paper-level disambiguator was established"	""
"M22B-P2-R-000351"	"22B"	"M22B-EVID-000951"	"PMCID:PMC2561062; PMID:18309101; DOI:10.1161/CIRCRESAHA.107.165530; PMCID:PMC3423339; PMID:22622516; DOI:10.1007/s10456-012-9277-x"	"PMCID:PMC2561062; PMCID:PMC3423339; local full texts retry_B22B_batch043_PMC2561062_BMP9_ALK1.html and retry_B22B_batch043_PMC3423339_BMP9_EphrinB2.html"	"unresolved_ambiguous_multiple_canonical_pmids"	"canonical_paper_key contains multiple PMIDs and no exact paper-level disambiguator was established"	""
"M22B-P2-R-000353"	"22B"	"M22B-EVID-000956"	"DOI:10.1111/febs.12256; DOI:10.1177/2041731420919334; PMCID:PMC7238299; PMID:23527555; PMID:32489577"	"DOI:10.1111/febs.12256; DOI:10.1177/2041731420919334; PMCID:PMC7238299; PMID:23527555; PMID:32489577; local PubMed retry_B22B_batch044_pubmed_23527555_32489577_16049014_27156839_22457515_25201974.xml"	"unresolved_ambiguous_multiple_canonical_pmids"	"canonical_paper_key contains multiple PMIDs and no exact paper-level disambiguator was established"	""
"M22B-P2-R-000716"	"22B"	"M22B-EVID-005132"	"DOI:10.1016/S0960-9822(98)70204-0;PMID:11094155;DOI:10.1016/S0014-5793(00)02219-5;PMID:11728344;DOI:10.1016/S1074-7613(01)00232-1;PMID:11911831;DOI:10.1016/S1074-7613(02)00283-2;URL:https://pubmed.ncbi.nlm.nih.gov/?term=Tnfsf12+Tnfrsf25+transcription+factor+target+gene"	"DOI:10.1016/S0960-9822(98)70204-0;PMID:11094155;DOI:10.1016/S0014-5793(00)02219-5;PMID:11728344;DOI:10.1016/S1074-7613(01)00232-1;PMID:11911831;DOI:10.1016/S1074-7613(02)00283-2;URL:https://pubmed.ncbi.nlm.nih.gov/?term=Tnfsf12+Tnfrsf25+transcription+factor+target+gene; local source=data/raw/evidence/module20_24_supervised_cli_phase2/retry_B22B_batch063_doi_esearch.json"	"unresolved_ambiguous_multiple_canonical_pmids"	"canonical_paper_key contains multiple PMIDs and no exact paper-level disambiguator was established"	""
"M23B-P2-R-000027"	"23B"	"M23B-EVID-000027"	"PMCID:PMC2288935; PMID:2010469; PMID:7535784; DOI:10.1083/jcb.113.2.417"	"PMID:8344274; DOI:10.1111/j.1432-1033.1993.tb18017.x; PMCID:PMC2288935; PMID:2010469; PMID:7535784; https://pubmed.ncbi.nlm.nih.gov/8344274/"	"unresolved_ambiguous_multiple_canonical_pmids"	"canonical_paper_key contains multiple PMIDs and no exact paper-level disambiguator was established"	""
"M23B-P2-R-RECOVERY-COLL4-ITGA1B1-000001"	"23B"	"M23B-EVID-000027"	"PMCID:PMC2288935; PMID:2010469; PMID:7535784; DOI:10.1083/jcb.113.2.417"	"PMID:8344274; DOI:10.1111/j.1432-1033.1993.tb18017.x; PMCID:PMC2288935; PMID:2010469; PMID:7535784; https://pubmed.ncbi.nlm.nih.gov/8344274/"	"unresolved_ambiguous_multiple_canonical_pmids"	"canonical_paper_key contains multiple PMIDs and no exact paper-level disambiguator was established"	""
"M23B-P2-R-000109"	"23B"	"M23B-EVID-000109"	"PMID:11470831; PMCID:PMC2150762; DOI:10.1083/jcb.200103069; PMID:19342381; PMCID:PMC2682901; DOI:10.1074/jbc.M900200200"	"PMID:11470831; PMCID:PMC2150762; DOI:10.1083/jcb.200103069; PMID:19342381; PMCID:PMC2682901; DOI:10.1074/jbc.M900200200; local full text=data/raw/evidence/module20_24_supervised_cli_phase2/retry_PMC2150762.xml; data/raw/evidence/module20_24_supervised_cli_phase2/retry_PMC2682901.xml; stable full text=https://pmc.ncbi.nlm.nih.gov/articles/PMC2150762/; https://pmc.ncbi.nlm.nih.gov/articles/PMC2682901/"	"unresolved_ambiguous_multiple_canonical_pmids"	"canonical_paper_key contains multiple PMIDs and no exact paper-level disambiguator was established"	""
"M23B-P2-R-000111"	"23B"	"M23B-EVID-000111"	"PMID:11470831; PMCID:PMC2150762; DOI:10.1083/jcb.200103069; PMID:17537792; PMCID:PMC2757411; PMID:19342381; PMCID:PMC2682901; DOI:10.1074/jbc.M900200200"	"PMID:11470831; PMCID:PMC2150762; DOI:10.1083/jcb.200103069; PMID:17537792; PMCID:PMC2757411; PMID:19342381; PMCID:PMC2682901; DOI:10.1074/jbc.M900200200; local full text=data/raw/evidence/module20_24_supervised_cli_phase2/retry_PMC2150762.xml; data/raw/evidence/module20_24_supervised_cli_phase2/retry_PMC2682901.xml; stable full text=https://pmc.ncbi.nlm.nih.gov/articles/PMC2150762/; https://pmc.ncbi.nlm.nih.gov/articles/PMC2682901/"	"unresolved_ambiguous_multiple_canonical_pmids"	"canonical_paper_key contains multiple PMIDs and no exact paper-level disambiguator was established"	""
"M23B-P2-R-000118"	"23B"	"M23B-EVID-000118"	"PMID:10982388; PMCID:PMC14963; DOI:10.1091/mbc.11.9.2885; PMID:10196234; DOI:10.1074/jbc.274.16.11408"	"PMID:10982388; PMCID:PMC14963; DOI:10.1091/mbc.11.9.2885; PMID:10196234; DOI:10.1074/jbc.274.16.11408; local full text=data/raw/evidence/module20_24_supervised_cli_phase2/retry_PMC14963.xml; stable full text=https://pmc.ncbi.nlm.nih.gov/articles/PMC14963/"	"unresolved_ambiguous_multiple_canonical_pmids"	"canonical_paper_key contains multiple PMIDs and no exact paper-level disambiguator was established"	""
"M23B-P2-R-000120"	"23B"	"M23B-EVID-000120"	"PMID:11257118; PMCID:PMC2199199; DOI:10.1083/jcb.152.6.1169; PMID:8601596; PMCID:PMC2120752; DOI:10.1083/jcb.132.6.1209"	"PMID:11257118; PMCID:PMC2199199; DOI:10.1083/jcb.152.6.1169; PMID:8601596; PMCID:PMC2120752; DOI:10.1083/jcb.132.6.1209; local full text=data/raw/evidence/module20_24_supervised_cli_phase2/retry_PMC2199199.xml; data/raw/evidence/module20_24_supervised_cli_phase2/retry_PMC2120752.xml; stable full text=https://pmc.ncbi.nlm.nih.gov/articles/PMC2199199/; https://pmc.ncbi.nlm.nih.gov/articles/PMC2120752/"	"unresolved_ambiguous_multiple_canonical_pmids"	"canonical_paper_key contains multiple PMIDs and no exact paper-level disambiguator was established"	""
"M23B-P2-R-000125"	"23B"	"M23B-EVID-000125"	"PMID:33021341; PMCID:PMC7686970; DOI:10.1111/jcmm.15874; PMID:7798222"	"PMID:33021341; PMCID:PMC7686970; DOI:10.1111/jcmm.15874; PMID:7798222; local full text=data/raw/evidence/module20_24_supervised_cli_phase2/retry_PMC7686970.xml; stable full text=https://pmc.ncbi.nlm.nih.gov/articles/PMC7686970/"	"unresolved_ambiguous_multiple_canonical_pmids"	"canonical_paper_key contains multiple PMIDs and no exact paper-level disambiguator was established"	""
"M23B-P2-R-000135"	"23B"	"M23B-EVID-000135"	"PMID:20884877; PMCID:PMC2993182; DOI:10.1161/CIRCRESAHA.110.232371; PMID:16099885"	"PMID:20884877; PMCID:PMC2993182; DOI:10.1161/CIRCRESAHA.110.232371; PMID:16099885; local full text=data/raw/evidence/module20_24_supervised_cli_phase2/retry_PMC2993182.xml; stable full text=https://pmc.ncbi.nlm.nih.gov/articles/PMC2993182/"	"unresolved_ambiguous_multiple_canonical_pmids"	"canonical_paper_key contains multiple PMIDs and no exact paper-level disambiguator was established"	""
"M23B-P2-R-000136"	"23B"	"M23B-EVID-000136"	"PMID:7541634; PMCID:PMC2692383; DOI:10.1016/0896-6273(95)90268-6; PMID:7559467; DOI:10.1074/jbc.270.39.23196; PMID:9548928; PMCID:PMC2710129; DOI:10.1021/bi9727489"	"PMID:7541634; PMCID:PMC2692383; DOI:10.1016/0896-6273(95)90268-6; PMID:7559467; DOI:10.1074/jbc.270.39.23196; PMID:9548928; PMCID:PMC2710129; DOI:10.1021/bi9727489; local full text=data/raw/evidence/module20_24_supervised_cli_phase2/retry_PMC2692383.xml; data/raw/evidence/module20_24_supervised_cli_phase2/retry_PMC2710129.xml; stable full text=https://pmc.ncbi.nlm.nih.gov/articles/PMC2692383/; https://pmc.ncbi.nlm.nih.gov/articles/PMC2710129/"	"unresolved_ambiguous_multiple_canonical_pmids"	"canonical_paper_key contains multiple PMIDs and no exact paper-level disambiguator was established"	""
"M23B-P2-R-000138"	"23B"	"M23B-EVID-000138"	"PMID:7505785; DOI:10.1242/jcs.106.1.389; PMID:7693733; DOI:10.1242/jcs.105.4.1001; PMID:23958855; PMCID:PMC3759126; DOI:10.1038/oncsis.2013.27"	"PMID:7505785; DOI:10.1242/jcs.106.1.389; PMID:7693733; DOI:10.1242/jcs.105.4.1001; PMID:23958855; PMCID:PMC3759126; DOI:10.1038/oncsis.2013.27; local PubMed XML=data/raw/evidence/module20_24_supervised_cli_phase2/retry_PMID23958855_7505785_7693733_9314546_11731446_17901052.xml; stable full text=https://pmc.ncbi.nlm.nih.gov/articles/PMC3759126/"	"unresolved_ambiguous_multiple_canonical_pmids"	"canonical_paper_key contains multiple PMIDs and no exact paper-level disambiguator was established"	""
"M23B-P2-R-000146"	"23B"	"M23B-EVID-000146"	"PMID:14766759; PMID:7525179"	"PMID:14766759; PMID:7525179; local PubMed XML=data/raw/evidence/module20_24_supervised_cli_phase2/retry_PMID9153222_14766759_7525179_1717468.xml; stable PubMed=https://pubmed.ncbi.nlm.nih.gov/14766759/; https://pubmed.ncbi.nlm.nih.gov/7525179/"	"unresolved_ambiguous_multiple_canonical_pmids"	"canonical_paper_key contains multiple PMIDs and no exact paper-level disambiguator was established"	""
"M23B-P2-R-000153"	"23B"	"M23B-EVID-000153"	"PMID:1688848; PMID:9310484"	"PMID:1688848; PMID:9310484; local PubMed XML=data/raw/evidence/module20_24_supervised_cli_phase2/retry_PMID1688848_9310484_31516087_11507091_18499670_19401592_21290408.xml; stable PubMed=https://pubmed.ncbi.nlm.nih.gov/1688848/; https://pubmed.ncbi.nlm.nih.gov/9310484/"	"unresolved_ambiguous_multiple_canonical_pmids"	"canonical_paper_key contains multiple PMIDs and no exact paper-level disambiguator was established"	""
"M23B-P2-R-000156"	"23B"	"M23B-EVID-000156"	"PMID:11507091; DOI:10.1074/jbc.M104382200; PMID:18499670; PMCID:PMC2459272; DOI:10.1074/jbc.M801762200; PMID:19401592; PMCID:PMC2696635; DOI:10.1126/scisignal.2000188"	"PMID:11507091; DOI:10.1074/jbc.M104382200; PMID:18499670; PMCID:PMC2459272; DOI:10.1074/jbc.M801762200; PMID:19401592; PMCID:PMC2696635; DOI:10.1126/scisignal.2000188; local full text=data/raw/evidence/module20_24_supervised_cli_phase2/retry_PMC2459272.xml; data/raw/evidence/module20_24_supervised_cli_phase2/retry_PMC2696635.xml; stable full text=https://pmc.ncbi.nlm.nih.gov/articles/PMC2459272/; https://pmc.ncbi.nlm.nih.gov/articles/PMC2696635/"	"unresolved_ambiguous_multiple_canonical_pmids"	"canonical_paper_key contains multiple PMIDs and no exact paper-level disambiguator was established"	""
"M23B-P2-R-000157"	"23B"	"M23B-EVID-000157"	"PMID:19401592; PMCID:PMC2696635; DOI:10.1126/scisignal.2000188; PMID:21290408; PMCID:PMC3560970; DOI:10.1002/jnr.22576"	"PMID:19401592; PMCID:PMC2696635; DOI:10.1126/scisignal.2000188; PMID:21290408; PMCID:PMC3560970; DOI:10.1002/jnr.22576; local full text=data/raw/evidence/module20_24_supervised_cli_phase2/retry_PMC2696635.xml; data/raw/evidence/module20_24_supervised_cli_phase2/retry_PMC3560970.xml; stable full text=https://pmc.ncbi.nlm.nih.gov/articles/PMC2696635/; https://pmc.ncbi.nlm.nih.gov/articles/PMC3560970/"	"unresolved_ambiguous_multiple_canonical_pmids"	"canonical_paper_key contains multiple PMIDs and no exact paper-level disambiguator was established"	""
"M23B-P2-R-000158"	"23B"	"M23B-EVID-000158"	"PMID:15169786; PMID:18499670; PMID:21290408"	"PMID:15169786; PMID:18499670; PMID:21290408; DOI:10.1074/jbc.M401055200; DOI:10.1074/jbc.M801762200; DOI:10.1002/jnr.22576; local PubMed XML=data/raw/evidence/module20_24_supervised_cli_phase2/retry_C23B029_pmids.xml; local full text=data/raw/evidence/module20_24_supervised_cli_phase2/retry_PMC2459272.xml; retry_PMC3560970.xml; stable sources=https://pubmed.ncbi.nlm.nih.gov/15169786/; https://pmc.ncbi.nlm.nih.gov/articles/PMC2459272/; https://pmc.ncbi.nlm.nih.gov/articles/PMC3560970/"	"unresolved_ambiguous_multiple_canonical_pmids"	"canonical_paper_key contains multiple PMIDs and no exact paper-level disambiguator was established"	""
"M23B-P2-R-000160"	"23B"	"M23B-EVID-000160"	"PMID:24696141; PMID:29141923"	"PMID:24696141; PMID:29141923; DOI:10.1152/ajpcell.00001.2014; DOI:10.1152/ajpcell.00223.2017; PMCID:PMC4042093; PMCID:PMC5866440; local PubMed XML=data/raw/evidence/module20_24_supervised_cli_phase2/retry_C23B029_pmids.xml; local full text=data/raw/evidence/module20_24_supervised_cli_phase2/retry_C23B029_pacap_pmc.xml; stable sources=https://pmc.ncbi.nlm.nih.gov/articles/PMC4042093/; https://pmc.ncbi.nlm.nih.gov/articles/PMC5866440/"	"unresolved_ambiguous_multiple_canonical_pmids"	"canonical_paper_key contains multiple PMIDs and no exact paper-level disambiguator was established"	""
"M23B-P2-R-000161"	"23B"	"M23B-EVID-000161"	"PMID:22532442; PMID:29141923"	"PMID:22532442; PMID:29141923; DOI:10.1096/fj.11-203042; DOI:10.1152/ajpcell.00223.2017; PMCID:PMC3405272; PMCID:PMC5866440; local PubMed XML=data/raw/evidence/module20_24_supervised_cli_phase2/retry_C23B029_pmids.xml; local full text=data/raw/evidence/module20_24_supervised_cli_phase2/retry_C23B029_pacap_pmc.xml; stable sources=https://pmc.ncbi.nlm.nih.gov/articles/PMC3405272/; https://pmc.ncbi.nlm.nih.gov/articles/PMC5866440/"	"unresolved_ambiguous_multiple_canonical_pmids"	"canonical_paper_key contains multiple PMIDs and no exact paper-level disambiguator was established"	""
"M23B-P2-R-000187"	"23B"	"M23B-EVID-000184"	"PMID:10781587; PMID:31557129; PMCID:PMC6781990; PMID:32124475; PMCID:PMC7136142"	"PMID:10781587; PMID:31557129; PMCID:PMC6781990; PMID:32124475; PMCID:PMC7136142; local PubMed XML=data/raw/evidence/module20_24_supervised_cli_phase2/retry_C23B035_pmids.xml; local full text=data/raw/evidence/module20_24_supervised_cli_phase2/retry_C23B035_pmc_full.xml; stable sources=https://pubmed.ncbi.nlm.nih.gov/10781587/; https://pmc.ncbi.nlm.nih.gov/articles/PMC6781990/; https://pmc.ncbi.nlm.nih.gov/articles/PMC7136142/"	"unresolved_ambiguous_multiple_canonical_pmids"	"canonical_paper_key contains multiple PMIDs and no exact paper-level disambiguator was established"	""
"M23B-P2-R-000174"	"23B"	"M23B-EVID-000202"	"PMCID:PMC3323978; PMID:22411794; PMID:11075810"	"PMCID:PMC3323978; PMID:22411794; DOI:10.1073/pnas.1112129109; PMID:11075810; DOI:10.1210/me.14.11.0553; local PubMed XML=data/raw/evidence/module20_24_supervised_cli_phase2/retry_C23B032_pmids.xml; local full text=data/raw/evidence/module20_24_supervised_cli_phase2/retry_C23B032_pmc3323978_full.xml; stable source=https://pmc.ncbi.nlm.nih.gov/articles/PMC3323978/"	"unresolved_ambiguous_multiple_canonical_pmids"	"canonical_paper_key contains multiple PMIDs and no exact paper-level disambiguator was established"	""
"M23B-P2-R-000176"	"23B"	"M23B-EVID-000204"	"PMID:26116666; PMCID:PMC4529033; PMID:31358536; PMCID:PMC7376788"	"PMID:26116666; PMCID:PMC4529033; DOI:10.1242/dev.122630; PMID:31358536; PMCID:PMC7376788; DOI:10.1242/dev.176776; local PubMed XML=data/raw/evidence/module20_24_supervised_cli_phase2/retry_C23B032_pmids.xml; local full text=data/raw/evidence/module20_24_supervised_cli_phase2/retry_C23B032_pmc4529033_full.xml; retry_C23B032_pmc7376788_full.xml; stable sources=https://pmc.ncbi.nlm.nih.gov/articles/PMC4529033/; https://pmc.ncbi.nlm.nih.gov/articles/PMC7376788/"	"unresolved_ambiguous_multiple_canonical_pmids"	"canonical_paper_key contains multiple PMIDs and no exact paper-level disambiguator was established"	""
"M23B-P2-R-000204"	"23B"	"M23B-EVID-000210"	"PMID:10640397; DOI:10.1006/abbi.1999.1607; PMID:17485492; PMCID:PMC1885470"	"PMID:10640397; DOI:10.1006/abbi.1999.1607; PMID:17485492; PMCID:PMC1885470; DOI:10.1083/jcb.200610076; local PubMed XML=data/raw/evidence/module20_24_supervised_cli_phase2/retry_C23B039_pmids.xml; stable sources=https://pubmed.ncbi.nlm.nih.gov/10640397/; https://pmc.ncbi.nlm.nih.gov/articles/PMC1885470/"	"unresolved_ambiguous_multiple_canonical_pmids"	"canonical_paper_key contains multiple PMIDs and no exact paper-level disambiguator was established"	""
"M23B-P2-R-000212"	"23B"	"M23B-EVID-000224"	"PMID:8755474; DOI:10.1016/S0896-6273(00)80276-7; PMID:8903354; DOI:10.1006/dbio.1996.0269; PMID:9259560; DOI:10.1016/S0960-9822(06)00256-9; PMID:9990854; PMCID:PMC3164261; DOI:10.1101/gad.13.3.295"	"PMID:8755474; DOI:10.1016/S0896-6273(00)80276-7; PMID:8903354; DOI:10.1006/dbio.1996.0269; PMID:9259560; DOI:10.1016/S0960-9822(06)00256-9; PMID:9990854; PMCID:PMC3164261; DOI:10.1101/gad.13.3.295; local PubMed XML=data/raw/evidence/module20_24_supervised_cli_phase2/retry_C23B040_eph_pubmed.xml"	"unresolved_ambiguous_multiple_canonical_pmids"	"canonical_paper_key contains multiple PMIDs and no exact paper-level disambiguator was established"	""
"M23B-P2-R-C23B273-000002"	"23B"	"M23B-EVID-000265"	"PMCID:PMC6781430; DOI:10.1083/jcb.201807178"	"PMCID:PMC6781430; DOI:10.1083/jcb.201807178; https://pmc.ncbi.nlm.nih.gov/articles/PMC6781430/; local full text=data/raw/evidence/module20_24_supervised_cli_phase2/retry_C23B087_PMC6781430_ncbi.xml"	"unresolved_no_authoritative_resolution"	"no exact metadata-ledger, source-locator, or content-level local-artifact resolution"	""
"M23B-P2-R-C23B271-000009"	"23B"	"M23B-EVID-000275"	"PMID:29535183; DOI:10.1530/JME-17-0152; PMID:27243554; DOI:10.1111/bph.13522"	"PMID:29535183; https://pubmed.ncbi.nlm.nih.gov/29535183/; DOI:10.1530/JME-17-0152; PMID:27243554; https://pubmed.ncbi.nlm.nih.gov/27243554/; DOI:10.1111/bph.13522"	"unresolved_ambiguous_multiple_canonical_pmids"	"canonical_paper_key contains multiple PMIDs and no exact paper-level disambiguator was established"	""
"M23B-P2-R-000293"	"23B"	"M23B-EVID-000359"	"DOI:10.1083/jcb.200807029; PMCID:PMC2686409; PMID:19273616; PMID:16836993; PMID:20643353; PMCID:PMC2924163; PMID:23744777; PMCID:PMC4730555; PMID:33748906"	"DOI:10.1083/jcb.200807029; PMCID:PMC2686409; PMID:19273616; PMID:16836993; DOI:10.1016/j.ydbio.2006.06.018; PMID:20643353; PMCID:PMC2924163; DOI:10.1016/j.devcell.2010.06.016; PMID:23744777; PMCID:PMC4730555; DOI:10.1126/science.1232322; PMID:33748906; DOI:10.1007/s11626-021-00555-9; https://pmc.ncbi.nlm.nih.gov/articles/PMC2686409/; https://pmc.ncbi.nlm.nih.gov/articles/PMC2924163/; https://pmc.ncbi.nlm.nih.gov/articles/PMC4730555/; local sources=data/raw/evidence/module20_24_supervised_cli_phase2/retry_C23B057_rgma_neo1_pmids.xml; data/raw/evidence/module20_24_supervised_cli_phase2/retry_C23B057_pmc2686409_rgma.xml; data/raw/evidence/module20_24_supervised_cli_phase2/retry_C23B057_pmc2924163_rgma.xml; data/raw/evidence/module20_24_supervised_cli_phase2/retry_C23B057_pmc4730555_rgma.xml"	"unresolved_ambiguous_multiple_canonical_pmids"	"canonical_paper_key contains multiple PMIDs and no exact paper-level disambiguator was established"	""
"M23B-P2-R-000313"	"23B"	"M23B-EVID-000379"	"PMID:17332338; PMID:34070790"	"PMID:17332338; PMID:34070790; https://pubmed.ncbi.nlm.nih.gov/17332338/; https://pubmed.ncbi.nlm.nih.gov/34070790/; local source=data/raw/evidence/module20_24_supervised_cli_phase2/retry_C23B062_sema7a_osteopontin_pmids.xml"	"unresolved_ambiguous_multiple_canonical_pmids"	"canonical_paper_key contains multiple PMIDs and no exact paper-level disambiguator was established"	""
"M23B-P2-R-000323"	"23B"	"M23B-EVID-000389"	"PMID:9169439; DOI:10.1074/jbc.272.23.14740; PMID:8550562; DOI:10.1074/jbc.271.1.21"	"PMID:9169439; DOI:10.1074/jbc.272.23.14740; PMID:8550562; DOI:10.1074/jbc.271.1.21; https://pubmed.ncbi.nlm.nih.gov/9169439/; https://pubmed.ncbi.nlm.nih.gov/8550562/; local source=data/raw/evidence/module20_24_supervised_cli_phase2/retry_C23B065_thbs_talin_pmids.xml"	"unresolved_ambiguous_multiple_canonical_pmids"	"canonical_paper_key contains multiple PMIDs and no exact paper-level disambiguator was established"	""
"M23B-P2-R-000337"	"23B"	"M23B-EVID-000404"	"PMCID:PMC514852; PMID:12820653; PMCID:PMC11128890; PMID:38803393"	"PMCID:PMC514852; PMID:12820653; PMCID:PMC11128890; PMID:38803393; https://pmc.ncbi.nlm.nih.gov/articles/PMC514852/; https://pmc.ncbi.nlm.nih.gov/articles/PMC11128890/; local sources=data/raw/evidence/module20_24_supervised_cli_phase2/retry_C23B067_vegfa_alphaVbeta3_PMC514852_full.xml and retry_C23B067_vegf165_hbd_alphaVbeta3_PMC11128890_full.xml"	"unresolved_ambiguous_multiple_canonical_pmids"	"canonical_paper_key contains multiple PMIDs and no exact paper-level disambiguator was established"	""
"M23B-P2-R-000342"	"23B"	"M23B-EVID-000410"	"PMCID:PMC2288998; PMID:1709170; PMID:11922905"	"PMCID:PMC2288998; PMID:1709170; PMID:11922905; https://pmc.ncbi.nlm.nih.gov/articles/PMC2288998/; https://pubmed.ncbi.nlm.nih.gov/11922905/; local sources=data/raw/evidence/module20_24_supervised_cli_phase2/retry_C23B068_vitronectin_alphaVbeta3_PMC2288998_full.xml and retry_C23B068_vitronectin_vascular_11922905_core.json"	"unresolved_ambiguous_multiple_canonical_pmids"	"canonical_paper_key contains multiple PMIDs and no exact paper-level disambiguator was established"	""
