"extraction_id"	"module"	"b_evidence_id"	"canonical_paper_key"	"source_locator"	"resolved_canonical_paper_key"	"resolved_pmid"	"resolved_pmcid"	"resolved_doi"	"identity_resolution_status"	"resolution_basis"	"authoritative_source"	"source_metadata_title"	"source_metadata_authors"	"source_metadata_year"	"source_metadata_journal"	"source_metadata_abstract"	"source_metadata_url"	"unresolved_reason"
"M23B-P2-R-000685"	"23B"	"M23B-EVID-000728"	"PMID:16886606; PMID:9145328; DOI:10.1016/S0171-2985(97)80067-8"	"PMID:16886606; PMID:9145328; DOI:10.1016/S0171-2985(97)80067-8; local source=data/raw/evidence/module20_24_supervised_cli_phase2/retry_C23B140_PMID16886606_FN1_CD44_pubmed.xml; data/raw/evidence/module20_24_supervised_cli_phase2/retry_C23B140_PMID9145328_FN1_CD44_pubmed.xml"	"PMID:9145328"	"9145328"	""	"10.1016/s0171-2985(97)80067-8"	"resolved_authoritative_local_artifact"	"canonical identifier matched the same identifier in local source artifact"	"data/raw/evidence/module20_24_supervised_cli_phase2/retry_C23B140_PMID9145328_FN1_CD44_pubmed.xml"	"Binding of human leukocytes to fibronectin is augmented by an anti-CD44 mAb (TL-1) and blocked by another anti-CD44 mAb (Hermes-3) but not by anti-VLA-4/VLA-5 mAbs."	"L Cao; T Yoshino; N Kawasaki; H Yanai; K Kawahara; E Kondo; K Omonishi; K Takahashi; T Akagi"	""	"Immunobiology"	"Fibronectin (FN) forms meshworks in extracellular spaces, and it plays an important role in cellular trafficking. Lymphoid cells are activated by binding to FN of the VLA-4 and VLA-5 receptors. CD44 also acts as a receptor of FN, but the mechanism and physiologic regulation of their binding are poorly understood. We have developed an anti-CD44 monoclonal antibody (mAb) (TL-1) in which lymphoid cells are activated and form homotypic cell aggregation. In this study, we found that the adhesion of CEM, HSB2, and LAD lymphoid cells to FN was augmented by TL-1 treatment and was apparently blocked by another anti-CD44 mAb (Hermes-3), but TL-1 Fab' fragments treatment did not induce FN-binding. A similar phenomenon is reported in the binding of the CD44 molecule to HA. This augmentation was not inhibited by the CS1 and RGD peptides of FN or by anti-VLA-4 and -VLA-5 mAbs; it was energy-dependent and associated with cytoplasmic actin filaments. Tl-1 treatment did not alter the cell surface expression of CD44 molecules. These findings above suggested that activated and/or altered cell surface distribution of CD44 molecules via a conformational change augmented the avidity of its binding to FN, which may be similar to lymphocyte-hyaluronate and lymphocyte-endothelial cell binding. As the Hermes-3 binding site is also involved in the interaction between lymphocytes and endothelial cells, activation of lymphocytes via CD44 molecules may facilitate the binding of lymphocytes to endothelial cells, extravasation, and migration to inflammatory sites rich in FN."	"https://pubmed.ncbi.nlm.nih.gov/9145328/"	""
"M23B-P2-R-000686"	"23B"	"M23B-EVID-000729"	"PMCID:PMC2115745; PMID:2527858"	"PMCID:PMC2115745; PMID:2527858; local source=data/raw/evidence/module20_24_supervised_cli_phase2/retry_C23B141_PMC2115745_FN1_ITGA4B1_fulltext_bioc.json"	"PMID:2527858"	"2527858"	""	""	"resolved_canonical_pmid"	"single explicit PMID in canonical_paper_key"	"canonical_paper_key"	""	""	""	""	""	""	""
"P2FALLBACK-23B-M23B-EVID-000730"	"23B"	"M23B-EVID-000730"	"PMCID:PMC2115745"	"https://pmc.ncbi.nlm.nih.gov/articles/PMC2115745/"	"PMID:2527858"	"2527858"	"PMC2115745"	"10.1083/jcb.109.3.1321"	"resolved_authoritative_ncbi_exception_ledger"	"exact NCBI PMC ID converter PMCID-to-PMID mapping"	"work/cross_module_synthesis/canonical_evidence_review/module20_24_phase2_paper_identity_authoritative_resolutions.tsv"	"Identification and characterization of the T lymphocyte adhesion receptor for an alternative cell attachment domain (CS-1) in plasma fibronectin."	"Wayner EA; Garcia-Pardo A; Humphries MJ; McDonald JA; Carter WG"	"1989"	"The Journal of cell biology"	""	"https://pubmed.ncbi.nlm.nih.gov/2527858/"	""
"M23B-P2-R-000688"	"23B"	"M23B-EVID-000731"	"PMCID:PMC2115745; PMID:2527858"	"PMCID:PMC2115745; PMID:2527858; local source=data/raw/evidence/module20_24_supervised_cli_phase2/retry_C23B141_PMC2115745_FN1_ITGA4B1_fulltext_bioc.json"	"PMID:2527858"	"2527858"	""	""	"resolved_canonical_pmid"	"single explicit PMID in canonical_paper_key"	"canonical_paper_key"	""	""	""	""	""	""	""
"M23B-P2-R-000689"	"23B"	"M23B-EVID-000732"	"PMCID:PMC2289398; PMID:1372909"	"PMCID:PMC2289398; PMID:1372909; local source=data/raw/evidence/module20_24_supervised_cli_phase2/retry_C23B141_PMC2289398_FN1_ITGA4B7_fulltext_bioc.json"	"PMID:1372909"	"1372909"	""	""	"resolved_canonical_pmid"	"single explicit PMID in canonical_paper_key"	"canonical_paper_key"	""	""	""	""	""	""	""
"P2FALLBACK-23B-M23B-EVID-000733"	"23B"	"M23B-EVID-000733"	"URL:https://pmc.ncbi.nlm.nih.gov/articles/PMC2289398/"	"https://pmc.ncbi.nlm.nih.gov/articles/PMC2289398/"	"PMID:1372909"	"1372909"	"PMC2289398"	"10.1083/jcb.117.1.179"	"resolved_authoritative_metadata_ledger"	"exact canonical_paper_key match in paper_ready metadata ledger"	"work/cross_module_synthesis/module20_24_canonical_paper_metadata.tsv"	"Role of integrin alpha 4 beta 7/alpha 4 beta P in lymphocyte adherence to fibronectin and VCAM-1 and in homotypic cell clustering."	"Rüegg C; Postigo AA; Sikorski EE; Butcher EC; Pytela R; Erle DJ"	"1992"	"The Journal of cell biology"	""	"https://pubmed.ncbi.nlm.nih.gov/1372909/"	""
"M23B-P2-R-000691"	"23B"	"M23B-EVID-000734"	"PMCID:PMC2289398; PMID:1372909"	"PMCID:PMC2289398; PMID:1372909; local source=data/raw/evidence/module20_24_supervised_cli_phase2/retry_C23B141_PMC2289398_FN1_ITGA4B7_fulltext_bioc.json"	"PMID:1372909"	"1372909"	""	""	"resolved_canonical_pmid"	"single explicit PMID in canonical_paper_key"	"canonical_paper_key"	""	""	""	""	""	""	""
"M23B-P2-R-000692"	"23B"	"M23B-EVID-000735"	"PMCID:PMC301202; PMID:7626807; DOI:10.1091/mbc.6.4.433; PMID:7559467; DOI:10.1074/jbc.270.39.23196"	"PMCID:PMC301202; PMID:7626807; DOI:10.1091/mbc.6.4.433; PMID:7559467; DOI:10.1074/jbc.270.39.23196; local source=data/raw/evidence/module20_24_supervised_cli_phase2/retry_C23B142_PMC301202_FN1_ITGA8B1_fulltext.xml; data/raw/evidence/module20_24_supervised_cli_phase2/retry_C23B142_PMID7626807_FN1_ITGA8B1_pubmed.xml; data/raw/evidence/module20_24_supervised_cli_phase2/retry_C23B142_PMID7559467_FN1_ITGA8B1_pubmed.xml"	""	""	""	""	"unresolved_ambiguous_multiple_canonical_pmids"	""	""	""	""	""	""	""	""	"canonical_paper_key contains multiple PMIDs and no exact paper-level disambiguator was established"
"P2FALLBACK-23B-M23B-EVID-000736"	"23B"	"M23B-EVID-000736"	"URL:https://pmc.ncbi.nlm.nih.gov/articles/PMC301202/"	"https://pmc.ncbi.nlm.nih.gov/articles/PMC301202/"	"PMID:7626807"	"7626807"	"PMC301202"	"10.1091/mbc.6.4.433"	"resolved_authoritative_metadata_ledger"	"exact canonical_paper_key match in paper_ready metadata ledger"	"work/cross_module_synthesis/module20_24_canonical_paper_metadata.tsv"	"Integrin alpha 8 beta 1 promotes attachment, cell spreading, and neurite outgrowth on fibronectin."	"Müller U; Bossy B; Venstrom K; Reichardt LF"	"1995"	"Molecular biology of the cell"	""	"https://pubmed.ncbi.nlm.nih.gov/7626807/"	""
"M23B-P2-R-000694"	"23B"	"M23B-EVID-000737"	"PMCID:PMC301202; PMID:7626807; DOI:10.1091/mbc.6.4.433; PMID:7559467; DOI:10.1074/jbc.270.39.23196"	"PMCID:PMC301202; PMID:7626807; DOI:10.1091/mbc.6.4.433; PMID:7559467; DOI:10.1074/jbc.270.39.23196; local source=data/raw/evidence/module20_24_supervised_cli_phase2/retry_C23B142_PMC301202_FN1_ITGA8B1_fulltext.xml; data/raw/evidence/module20_24_supervised_cli_phase2/retry_C23B142_PMID7626807_FN1_ITGA8B1_pubmed.xml; data/raw/evidence/module20_24_supervised_cli_phase2/retry_C23B142_PMID7559467_FN1_ITGA8B1_pubmed.xml"	""	""	""	""	"unresolved_ambiguous_multiple_canonical_pmids"	""	""	""	""	""	""	""	""	"canonical_paper_key contains multiple PMIDs and no exact paper-level disambiguator was established"
"M23B-P2-R-000695"	"23B"	"M23B-EVID-000738"	"PMCID:PMC2119613; PMID:8314844"	"PMCID:PMC2119613; PMID:8314844; local source=data/raw/evidence/module20_24_supervised_cli_phase2/retry_C23B142_PMC2119613_FN1_ITGAVB1_fulltext_bioc.json"	"PMID:8314844"	"8314844"	""	""	"resolved_canonical_pmid"	"single explicit PMID in canonical_paper_key"	"canonical_paper_key"	""	""	""	""	""	""	""
"P2FALLBACK-23B-M23B-EVID-000739"	"23B"	"M23B-EVID-000739"	"URL:https://pmc.ncbi.nlm.nih.gov/articles/PMC2119613/"	"https://pmc.ncbi.nlm.nih.gov/articles/PMC2119613/"	"PMID:8314844"	"8314844"	"PMC2119613"	"10.1083/jcb.122.1.235"	"resolved_authoritative_metadata_ledger"	"exact canonical_paper_key match in paper_ready metadata ledger"	"work/cross_module_synthesis/module20_24_canonical_paper_metadata.tsv"	"The alpha v beta 1 integrin functions as a fibronectin receptor but does not support fibronectin matrix assembly and cell migration on fibronectin."	"Zhang Z; Morla AO; Vuori K; Bauer JS; Juliano RL; Ruoslahti E"	"1993"	"The Journal of cell biology"	""	"https://pubmed.ncbi.nlm.nih.gov/8314844/"	""
"M23B-P2-R-000697"	"23B"	"M23B-EVID-000740"	"PMCID:PMC2119613; PMID:8314844"	"PMCID:PMC2119613; PMID:8314844; local source=data/raw/evidence/module20_24_supervised_cli_phase2/retry_C23B142_PMC2119613_FN1_ITGAVB1_fulltext_bioc.json"	"PMID:8314844"	"8314844"	""	""	"resolved_canonical_pmid"	"single explicit PMID in canonical_paper_key"	"canonical_paper_key"	""	""	""	""	""	""	""
"M23B-P2-R-000698"	"23B"	"M23B-EVID-000741"	"PMCID:PMC2116382; PMID:1703545; DOI:10.1083/jcb.111.6.2795"	"PMCID:PMC2116382; PMID:1703545; DOI:10.1083/jcb.111.6.2795; local source=data/raw/evidence/module20_24_supervised_cli_phase2/retry_C23B143_PMC2116382_FN1_ITGAVB3_fulltext_bioc.json"	"PMID:1703545"	"1703545"	""	""	"resolved_canonical_pmid"	"single explicit PMID in canonical_paper_key"	"canonical_paper_key"	""	""	""	""	""	""	""
"M23B-P2-R-000699"	"23B"	"M23B-EVID-000742"	"PMCID:PMC2173988; PMID:12486108; DOI:10.1083/jcb.200205014"	"PMCID:PMC2173988; PMID:12486108; DOI:10.1083/jcb.200205014; local source=data/raw/evidence/module20_24_supervised_cli_phase2/retry_C23B143_PMC2173988_FN1_ITGAVB3_fulltext_bioc.json"	"PMID:12486108"	"12486108"	""	""	"resolved_canonical_pmid"	"single explicit PMID in canonical_paper_key"	"canonical_paper_key"	""	""	""	""	""	""	""
"M23B-P2-R-000700"	"23B"	"M23B-EVID-000743"	"PMCID:PMC2173988; PMID:12486108; DOI:10.1083/jcb.200205014"	"PMCID:PMC2173988; PMID:12486108; DOI:10.1083/jcb.200205014; local source=data/raw/evidence/module20_24_supervised_cli_phase2/retry_C23B143_PMC2173988_FN1_ITGAVB3_fulltext_bioc.json"	"PMID:12486108"	"12486108"	""	""	"resolved_canonical_pmid"	"single explicit PMID in canonical_paper_key"	"canonical_paper_key"	""	""	""	""	""	""	""
"M23B-P2-R-000701"	"23B"	"M23B-EVID-000744"	"PMID:1532572"	"PMID:1532572; local source=data/raw/evidence/module20_24_supervised_cli_phase2/retry_C23B144_PMID1532572_FN1_ITGAVB6_pubmed.xml"	"PMID:1532572"	"1532572"	""	""	"resolved_canonical_pmid"	"single explicit PMID in canonical_paper_key"	"canonical_paper_key"	""	""	""	""	""	""	""
"M23B-P2-R-000702"	"23B"	"M23B-EVID-000745"	"PMID:1532572; PMID:9664040; DOI:10.1242/jcs.111.15.2189"	"PMID:1532572; PMID:9664040; DOI:10.1242/jcs.111.15.2189; local source=data/raw/evidence/module20_24_supervised_cli_phase2/retry_C23B144_PMID1532572_FN1_ITGAVB6_pubmed.xml; data/raw/evidence/module20_24_supervised_cli_phase2/retry_C23B144_PMID9664040_FN1_ITGAVB6_pubmed.xml"	"PMID:9664040"	"9664040"	""	"10.1242/jcs.111.15.2189"	"resolved_authoritative_local_artifact"	"canonical identifier matched the same identifier in local source artifact"	"data/raw/evidence/module20_24_supervised_cli_phase2/retry_C23B144_PMID9664040_FN1_ITGAVB6_pubmed.xml"	"The integrin alphavbeta6 is critical for keratinocyte migration on both its known ligand, fibronectin, and on vitronectin."	"X Huang; J Wu; S Spong; D Sheppard"	"1998"	"Journal of cell science"	"The integrin alphavbeta6 is expressed on a variety of epithelial cells during dynamic processes including organogenesis, tissue injury and malignant transformation. However, because of the lack of tools to specifically inhibit the function of this integrin, little is known about its effects on cell behavior. To directly examine the role of this integrin in cell migration, we used keratinocytes derived from wild-type mice or mice expressing a null mutation in the beta6 subunit (beta6-/-) to perform migration assays in vitro. Migration on the known alphavbeta6 ligand, fibronectin was reduced in keratinocytes from beta6-/- mice. Interestingly, keratinocytes from beta6-/- mice also demonstrated markedly reduced migration on vitronectin, a protein not previously known to be a ligand for alphavbeta6. An anti-alphavbeta6 monoclonal antibody 10D5, generated by immunization of beta6-/- mice with murine keratinocytes, inhibited adhesion and migration of wild-type keratinocyte on both vitronectin and fibronectin to levels similar to those seen with keratinocytes from beta6-/- mice. alphavbeta6-mediated migration on both ligands was dramatically augmented by treatment with phorbol myrisate acetate (PMA) or with hepatocyte growth factor, and augmentation of migration by either stimulus could be abolished by the PKC inhibitor GF109203X, suggesting a critical role for PKC in enhancement of alphavbeta6-mediated cell migration."	"https://pubmed.ncbi.nlm.nih.gov/9664040/"	""
"M23B-P2-R-000703"	"23B"	"M23B-EVID-000746"	"PMID:1532572; PMID:9664040; DOI:10.1242/jcs.111.15.2189"	"PMID:1532572; PMID:9664040; DOI:10.1242/jcs.111.15.2189; local source=data/raw/evidence/module20_24_supervised_cli_phase2/retry_C23B144_PMID1532572_FN1_ITGAVB6_pubmed.xml; data/raw/evidence/module20_24_supervised_cli_phase2/retry_C23B144_PMID9664040_FN1_ITGAVB6_pubmed.xml"	"PMID:9664040"	"9664040"	""	"10.1242/jcs.111.15.2189"	"resolved_authoritative_local_artifact"	"canonical identifier matched the same identifier in local source artifact"	"data/raw/evidence/module20_24_supervised_cli_phase2/retry_C23B144_PMID9664040_FN1_ITGAVB6_pubmed.xml"	"The integrin alphavbeta6 is critical for keratinocyte migration on both its known ligand, fibronectin, and on vitronectin."	"X Huang; J Wu; S Spong; D Sheppard"	"1998"	"Journal of cell science"	"The integrin alphavbeta6 is expressed on a variety of epithelial cells during dynamic processes including organogenesis, tissue injury and malignant transformation. However, because of the lack of tools to specifically inhibit the function of this integrin, little is known about its effects on cell behavior. To directly examine the role of this integrin in cell migration, we used keratinocytes derived from wild-type mice or mice expressing a null mutation in the beta6 subunit (beta6-/-) to perform migration assays in vitro. Migration on the known alphavbeta6 ligand, fibronectin was reduced in keratinocytes from beta6-/- mice. Interestingly, keratinocytes from beta6-/- mice also demonstrated markedly reduced migration on vitronectin, a protein not previously known to be a ligand for alphavbeta6. An anti-alphavbeta6 monoclonal antibody 10D5, generated by immunization of beta6-/- mice with murine keratinocytes, inhibited adhesion and migration of wild-type keratinocyte on both vitronectin and fibronectin to levels similar to those seen with keratinocytes from beta6-/- mice. alphavbeta6-mediated migration on both ligands was dramatically augmented by treatment with phorbol myrisate acetate (PMA) or with hepatocyte growth factor, and augmentation of migration by either stimulus could be abolished by the PKC inhibitor GF109203X, suggesting a critical role for PKC in enhancement of alphavbeta6-mediated cell migration."	"https://pubmed.ncbi.nlm.nih.gov/9664040/"	""
"M23B-P2-R-000704"	"23B"	"M23B-EVID-000747"	"PMID:20929862; PMCID:PMC3001003; DOI:10.1074/jbc.M110.123703"	"PMID:20929862; PMCID:PMC3001003; DOI:10.1074/jbc.M110.123703; local source=data/raw/evidence/module20_24_supervised_cli_phase2/retry_C23B144_PMID20929862_FN1_SDC2_TG2_pubmed.xml"	"PMID:20929862"	"20929862"	""	""	"resolved_canonical_pmid"	"single explicit PMID in canonical_paper_key"	"canonical_paper_key"	""	""	""	""	""	""	""
"M23B-P2-R-000705"	"23B"	"M23B-EVID-000748"	"PMID:20929862; PMCID:PMC3001003; DOI:10.1074/jbc.M110.123703"	"PMID:20929862; PMCID:PMC3001003; DOI:10.1074/jbc.M110.123703; local source=data/raw/evidence/module20_24_supervised_cli_phase2/retry_C23B144_PMID20929862_FN1_SDC2_TG2_pubmed.xml"	"PMID:20929862"	"20929862"	""	""	"resolved_canonical_pmid"	"single explicit PMID in canonical_paper_key"	"canonical_paper_key"	""	""	""	""	""	""	""
"M23B-P2-R-000706"	"23B"	"M23B-EVID-000749"	"PMID:20929862; PMCID:PMC3001003; DOI:10.1074/jbc.M110.123703"	"PMID:20929862; PMCID:PMC3001003; DOI:10.1074/jbc.M110.123703; local source=data/raw/evidence/module20_24_supervised_cli_phase2/retry_C23B145_PMID20929862_FN1_SDC2_TG2_pubmed.xml"	"PMID:20929862"	"20929862"	""	""	"resolved_canonical_pmid"	"single explicit PMID in canonical_paper_key"	"canonical_paper_key"	""	""	""	""	""	""	""
"M23B-P2-R-000707"	"23B"	"M23B-EVID-000750"	"PMCID:PMC209362; PMID:25944935; PMID:8554519"	"PMCID:PMC209362; PMID:25944935; PMID:8554519; local source=data/raw/evidence/module20_24_supervised_cli_phase2/retry_C23B145_PMIDs25944935_8554519_P2RY12_pubmed.xml"	""	""	""	""	"unresolved_ambiguous_multiple_canonical_pmids"	""	""	""	""	""	""	""	""	"canonical_paper_key contains multiple PMIDs and no exact paper-level disambiguator was established"
"M23B-P2-R-000708"	"23B"	"M23B-EVID-000751"	"PMCID:PMC209362; PMID:8554519; PMID:25944935"	"PMID:8554519; PMID:25944935; PMCID:PMC4443332; DOI:10.1073/pnas.1505887112; local source=data/raw/evidence/module20_24_supervised_cli_phase2/retry_C23B145_PMIDs25944935_8554519_P2RY12_pubmed.xml"	""	""	""	""	"unresolved_ambiguous_multiple_canonical_pmids"	""	""	""	""	""	""	""	""	"canonical_paper_key contains multiple PMIDs and no exact paper-level disambiguator was established"
"M23B-P2-R-000709"	"23B"	"M23B-EVID-000752"	"PMCID:PMC209362; PMID:25944935; PMID:8554519"	"PMID:25944935; PMID:8554519; PMCID:PMC4443332; DOI:10.1073/pnas.1505887112; local source=data/raw/evidence/module20_24_supervised_cli_phase2/retry_C23B145_PMIDs25944935_8554519_P2RY12_pubmed.xml"	""	""	""	""	"unresolved_ambiguous_multiple_canonical_pmids"	""	""	""	""	""	""	""	""	"canonical_paper_key contains multiple PMIDs and no exact paper-level disambiguator was established"
"M23B-P2-R-000710"	"23B"	"M23B-EVID-000753"	"PMCID:PMC11413474"	"PMCID:PMC11413474; local source=data/raw/evidence/module20_24_supervised_cli_phase2/retry_C23B145_PMC11413474_IBSP_ITGAVB5_fulltext_bioc.json"	"PMID:39310027"	"39310027"	"PMC11413474"	"10.3892/ol.2024.14675"	"resolved_authoritative_ncbi_exception_ledger"	"exact NCBI PMC ID converter PMCID-to-PMID mapping"	"work/cross_module_synthesis/canonical_evidence_review/module20_24_phase2_paper_identity_authoritative_resolutions.tsv"	"Bone sialoprotein stimulates cancer cell adhesion through the RGD motif and the αvβ3 and αvβ5 integrin receptors."	"Kottmann V; Kolpeja E; Baumkötter G; Clauder F; Bokel A; Armbruster FP; Drees P; Gercek E; Ritz U"	"2024"	"Oncology letters"	""	"https://pubmed.ncbi.nlm.nih.gov/39310027/"	""
"M23B-P2-R-000711"	"23B"	"M23B-EVID-000754"	"PMCID:PMC11413474"	"PMCID:PMC11413474; local source=data/raw/evidence/module20_24_supervised_cli_phase2/retry_C23B145_PMC11413474_IBSP_ITGAVB5_fulltext_bioc.json"	"PMID:39310027"	"39310027"	"PMC11413474"	"10.3892/ol.2024.14675"	"resolved_authoritative_ncbi_exception_ledger"	"exact NCBI PMC ID converter PMCID-to-PMID mapping"	"work/cross_module_synthesis/canonical_evidence_review/module20_24_phase2_paper_identity_authoritative_resolutions.tsv"	"Bone sialoprotein stimulates cancer cell adhesion through the RGD motif and the αvβ3 and αvβ5 integrin receptors."	"Kottmann V; Kolpeja E; Baumkötter G; Clauder F; Bokel A; Armbruster FP; Drees P; Gercek E; Ritz U"	"2024"	"Oncology letters"	""	"https://pubmed.ncbi.nlm.nih.gov/39310027/"	""
"M23B-P2-R-000712"	"23B"	"M23B-EVID-000755"	"PMCID:PMC11413474"	"PMCID:PMC11413474; local source=data/raw/evidence/module20_24_supervised_cli_phase2/retry_C23B145_PMC11413474_IBSP_ITGAVB5_fulltext_bioc.json"	"PMID:39310027"	"39310027"	"PMC11413474"	"10.3892/ol.2024.14675"	"resolved_authoritative_ncbi_exception_ledger"	"exact NCBI PMC ID converter PMCID-to-PMID mapping"	"work/cross_module_synthesis/canonical_evidence_review/module20_24_phase2_paper_identity_authoritative_resolutions.tsv"	"Bone sialoprotein stimulates cancer cell adhesion through the RGD motif and the αvβ3 and αvβ5 integrin receptors."	"Kottmann V; Kolpeja E; Baumkötter G; Clauder F; Bokel A; Armbruster FP; Drees P; Gercek E; Ritz U"	"2024"	"Oncology letters"	""	"https://pubmed.ncbi.nlm.nih.gov/39310027/"	""
"M23B-P2-R-000713"	"23B"	"M23B-EVID-000756"	"PMCID:PMC276084; PMID:9190212; DOI:10.1091/mbc.8.2.341; PMID:9539703; DOI:10.1073/pnas.95.8.4140; PMID:3315233; DOI:10.1016/0092-8674(87)90104-8"	"PMID:3315233; DOI:10.1016/0092-8674(87)90104-8; PMID:9539703; DOI:10.1073/pnas.95.8.4140; PMCID:PMC276084; PMID:9190212; DOI:10.1091/mbc.8.2.341; local source=data/raw/evidence/module20_24_supervised_cli_phase2/retry_C23B146_PMID3315233_ICAM1_LFA1_pubmed.xml; data/raw/evidence/module20_24_supervised_cli_phase2/retry_C23B146_PMC276084_ICAM1_LFA1_fulltext.xml"	"PMID:3315233"	"3315233"	""	"10.1016/0092-8674(87)90104-8"	"resolved_authoritative_local_artifact"	"one metadata-bearing local artifact record matched one PMID already explicit in canonical_paper_key"	"data/raw/evidence/module20_24_supervised_cli_phase2/retry_C23B146_PMID3315233_ICAM1_LFA1_pubmed.xml"	"Purified intercellular adhesion molecule-1 (ICAM-1) is a ligand for lymphocyte function-associated antigen 1 (LFA-1)."	"S D Marlin; T A Springer"	"1987"	"Cell"	""	"https://pubmed.ncbi.nlm.nih.gov/3315233/"	""
"M23B-P2-R-000714"	"23B"	"M23B-EVID-000757"	"PMCID:PMC276084; PMID:9190212; DOI:10.1091/mbc.8.2.341; PMID:10198043; PMCID:PMC25207; DOI:10.1091/mbc.10.4.861"	"PMCID:PMC276084; PMID:9190212; DOI:10.1091/mbc.8.2.341; PMID:10198043; PMCID:PMC25207; DOI:10.1091/mbc.10.4.861; local source=data/raw/evidence/module20_24_supervised_cli_phase2/retry_C23B146_PMC276084_ICAM1_LFA1_fulltext.xml; data/raw/evidence/module20_24_supervised_cli_phase2/retry_C23B146_PMID9190212_ICAM1_LFA1_pubmed.xml; data/raw/evidence/module20_24_supervised_cli_phase2/retry_C23B146_PMIDs10198043_9539703_ICAM1_LFA1_pubmed.xml"	"PMID:9190212"	"9190212"	"PMC276084"	"10.1091/mbc.8.2.341"	"resolved_authoritative_local_artifact"	"one metadata-bearing local artifact record matched one PMID already explicit in canonical_paper_key"	"data/raw/evidence/module20_24_supervised_cli_phase2/retry_C23B146_PMID9190212_ICAM1_LFA1_pubmed.xml"	"Dual role of the actin cytoskeleton in regulating cell adhesion mediated by the integrin lymphocyte function-associated molecule-1."	"M Lub; Y van Kooyk; S J van Vliet; C G Figdor"	"1997"	"Molecular biology of the cell"	""	"https://pubmed.ncbi.nlm.nih.gov/9190212/"	""
"M23B-P2-R-000715"	"23B"	"M23B-EVID-000758"	"PMCID:PMC276084; PMID:9190212; DOI:10.1091/mbc.8.2.341; PMID:10198043; PMCID:PMC25207; DOI:10.1091/mbc.10.4.861; PMID:9539703"	"PMCID:PMC276084; PMID:9190212; DOI:10.1091/mbc.8.2.341; PMID:10198043; PMCID:PMC25207; DOI:10.1091/mbc.10.4.861; local source=data/raw/evidence/module20_24_supervised_cli_phase2/retry_C23B146_PMC276084_ICAM1_LFA1_fulltext.xml; local source=data/raw/evidence/module20_24_supervised_cli_phase2/retry_C23B146_PMIDs10198043_9539703_ICAM1_LFA1_pubmed.xml"	"PMID:10198043"	"10198043"	"PMC25207"	"10.1091/mbc.10.4.861"	"resolved_authoritative_local_artifact"	"canonical identifier matched the same identifier in local source artifact"	"data/raw/evidence/module20_24_supervised_cli_phase2/retry_C23B146_PMIDs10198043_9539703_ICAM1_LFA1_pubmed.xml"	"Specific activation of leukocyte beta2 integrins lymphocyte function-associated antigen-1 and Mac-1 by chemokines mediated by distinct pathways via the alpha subunit cytoplasmic domains."	"K S Weber; L B Klickstein; C Weber"	"1999"	"Molecular biology of the cell"	"We show that CC chemokines induced a sustained increase in monocyte adhesion to intercellular adhesion molecule-1 that was mediated by Mac-1 (alphaMbeta2) but not lymphocyte function-associated antigen-1 (LFA-1; alphaLbeta2). In contrast, staining for an activation epitope revealed a rapid and transient up-regulation of LFA-1 activity by monocyte chemotactic protein-1 (MCP-1) in monocytes and Jurkat CCR2 chemokine receptor transfectants or by stromal-derived factor-1alpha in Jurkat cells. Differential kinetics for activation of Mac-1 (sustained) and LFA-1 (transient) avidity in response to stromal-derived factor-1alpha were confirmed by expression of alphaM or alphaL in alphaL-deficient Jurkat cells. Moreover, expression of chimeras containing alphaL and alphaM cytoplasmic domain exchanges indicated that alpha cytoplasmic tails conferred the specific mode of regulation. Coexpressing alphaM or chimeras in mutant Jurkat cells with a ""gain of function"" phenotype that results in constitutively active LFA-1 demonstrated that Mac-1 was not constitutively active, whereas constitutive activity was mediated via the alphaL cytoplasmic tail, implying the presence of distinct signaling pathways for LFA-1 and Mac-1. Transendothelial chemotaxis of monocytes in response to MCP-1 was dependent on LFA-1; however, Mac-1 was involved at MCP-1 concentrations stimulating its avidity, showing differential contributions of beta2 integrins. Our data suggest that a specific regulation of beta2 integrin avidity by chemokines may be important in leukocyte extravasation and may be triggered by distinct activation pathways transduced via the alpha subunit cytoplasmic domains."	"https://pubmed.ncbi.nlm.nih.gov/10198043/"	""
"M23B-P2-R-000716"	"23B"	"M23B-EVID-000759"	"PMCID:PMC2116396; PMID:1980124; PMID:17164347; PMID:21454473"	"PMCID:PMC2116396; PMID:1980124; local source=data/raw/evidence/module20_24_supervised_cli_phase2/retry_C23B147_PMC2116396_ICAM1_MAC1_fulltext_bioc.json; local source=data/raw/evidence/module20_24_supervised_cli_phase2/retry_C23B147_PMID1980124_ICAM1_MAC1_pubmed.xml; PMID:17164347; PMID:21454473"	"PMID:1980124"	"1980124"	"PMC2116396"	"10.1083/jcb.111.6.3129"	"resolved_authoritative_local_artifact"	"one metadata-bearing local artifact record matched one PMID already explicit in canonical_paper_key"	"data/raw/evidence/module20_24_supervised_cli_phase2/retry_C23B147_PMID1980124_ICAM1_MAC1_pubmed.xml"	"ICAM-1 (CD54): a counter-receptor for Mac-1 (CD11b/CD18)."	"M S Diamond; D E Staunton; A R de Fougerolles; S A Stacker; J Garcia-Aguilar; M L Hibbs; T A Springer"	"1990"	"The Journal of cell biology"	""	"https://pubmed.ncbi.nlm.nih.gov/1980124/"	""
