"module"	"canonical_paper_key"	"identity_resolution_status"	"unresolved_reason"	"extraction_row_count"	"source_locator_count"	"extraction_ids"
"20B"	"PMID:33717261; PMID:33797167"	"unresolved_ambiguous_multiple_canonical_pmids"	"canonical_paper_key contains multiple PMIDs and no exact paper-level disambiguator was established"	"1"	"1"	"M20B-P2-R-004338-R203A"
"20B"	"PMID:33724150; PMID:10908620; PMID:33740419"	"unresolved_ambiguous_multiple_canonical_pmids"	"canonical_paper_key contains multiple PMIDs and no exact paper-level disambiguator was established"	"1"	"1"	"M20B-P2-R-004410-R213C"
"20B"	"PMID:33724150; PMID:33740419"	"unresolved_ambiguous_multiple_canonical_pmids"	"canonical_paper_key contains multiple PMIDs and no exact paper-level disambiguator was established"	"1"	"1"	"M20B-P2-R-004410-R213A"
"20B"	"PMID:33724150; PMID:33883596"	"unresolved_ambiguous_multiple_canonical_pmids"	"canonical_paper_key contains multiple PMIDs and no exact paper-level disambiguator was established"	"1"	"1"	"M20B-P2-R-004410-R213B"
"20B"	"PMID:33797167; PMID:30401983"	"unresolved_ambiguous_multiple_canonical_pmids"	"canonical_paper_key contains multiple PMIDs and no exact paper-level disambiguator was established"	"2"	"1"	"M20B-P2-R-004337-R203B;M20B-P2-R-004337-R203C"
"20B"	"PMID:33903257; PMID:38199575; PMID:40130745"	"unresolved_ambiguous_multiple_canonical_pmids"	"canonical_paper_key contains multiple PMIDs and no exact paper-level disambiguator was established"	"1"	"1"	"M20B-P2-R-004240-R182B"
"20B"	"PMID:34237462; PMID:25111734"	"unresolved_ambiguous_multiple_canonical_pmids"	"canonical_paper_key contains multiple PMIDs and no exact paper-level disambiguator was established"	"2"	"1"	"M20B-P2-R-004278-R195A;M20B-P2-R-004278-R195C"
"20B"	"PMID:34769079; PMCID:PMC6447622; DOI:10.1038/s41467-019-09234-6; PMID:32736577; PMCID:PMC7393919; DOI:10.1186/s13075-020-02266-0; PMID:30273401; PMCID:PMC6166945; DOI:10.1002/jcb.240450207"	"unresolved_ambiguous_multiple_canonical_pmids"	"canonical_paper_key contains multiple PMIDs and no exact paper-level disambiguator was established"	"1"	"1"	"M20B-P2-R-004440-R216B"
"20B"	"PMID:34769079; PMCID:PMC6447622; DOI:10.1038/s41467-019-09234-6; PMID:32736577; PMCID:PMC7393919; DOI:10.1186/s13075-020-02266-0; PMID:37120549; PMCID:PMC10149029; DOI:10.1186/s12967-023-04163-x"	"unresolved_ambiguous_multiple_canonical_pmids"	"canonical_paper_key contains multiple PMIDs and no exact paper-level disambiguator was established"	"1"	"1"	"M20B-P2-R-004440-R216C"
"20B"	"PMID:35440625; PMID:29288685"	"unresolved_ambiguous_multiple_canonical_pmids"	"canonical_paper_key contains multiple PMIDs and no exact paper-level disambiguator was established"	"2"	"1"	"M20B-P2-R-004324-R202A;M20B-P2-R-004324-R202B"
"20B"	"PMID:35916713; PMID:25745997"	"unresolved_ambiguous_multiple_canonical_pmids"	"canonical_paper_key contains multiple PMIDs and no exact paper-level disambiguator was established"	"1"	"1"	"M20B-P2-R-004270-R192A"
"20B"	"PMID:35916713; PMID:34435184"	"unresolved_ambiguous_multiple_canonical_pmids"	"canonical_paper_key contains multiple PMIDs and no exact paper-level disambiguator was established"	"1"	"1"	"M20B-P2-R-004270-R192C"
"20B"	"PMID:35916735; PMID:20870044; PMID:20934630"	"unresolved_ambiguous_multiple_canonical_pmids"	"canonical_paper_key contains multiple PMIDs and no exact paper-level disambiguator was established"	"1"	"1"	"M20B-P2-R-004301-R201C"
"20B"	"PMID:36525977; DOI:10.1016/j.str.2022.11.010; PMID:29157865; DOI:10.1016/j.npep.2017.11.003"	"unresolved_ambiguous_multiple_canonical_pmids"	"canonical_paper_key contains multiple PMIDs and no exact paper-level disambiguator was established"	"1"	"1"	"M20B-P2-R-004681-R234B"
"20B"	"PMID:36525977; DOI:10.1016/j.str.2022.11.010; PMID:29367257; DOI:10.1124/mol.117.110627"	"unresolved_ambiguous_multiple_canonical_pmids"	"canonical_paper_key contains multiple PMIDs and no exact paper-level disambiguator was established"	"1"	"1"	"M20B-P2-R-004681-R234A"
"20B"	"PMID:37633268; PMCID:PMC10528194; DOI:10.1016/j.cell.2023.07.037; PMID:18436865; PMID:25143485; https://pubmed.ncbi.nlm.nih.gov/37633268/; https://pubmed.ncbi.nlm.nih.gov/18436865/; https://pubmed.ncbi.nlm.nih.gov/25143485/"	"unresolved_ambiguous_multiple_canonical_pmids"	"canonical_paper_key contains multiple PMIDs and no exact paper-level disambiguator was established"	"1"	"1"	"M20B-P2-R-005070-R287C"
"20B"	"PMID:37633268; PMCID:PMC10528194; DOI:10.1016/j.cell.2023.07.037; PMID:40766813; PMCID:PMC12320440; https://pubmed.ncbi.nlm.nih.gov/37633268/; https://pubmed.ncbi.nlm.nih.gov/40766813/"	"unresolved_ambiguous_multiple_canonical_pmids"	"canonical_paper_key contains multiple PMIDs and no exact paper-level disambiguator was established"	"1"	"1"	"M20B-P2-R-005070-R287A"
"20B"	"PMID:38882210; PMID:2153577"	"unresolved_ambiguous_multiple_canonical_pmids"	"canonical_paper_key contains multiple PMIDs and no exact paper-level disambiguator was established"	"1"	"1"	"M20B-P2-R-004380-R209A"
"20B"	"PMID:38882210; PMID:9685589"	"unresolved_ambiguous_multiple_canonical_pmids"	"canonical_paper_key contains multiple PMIDs and no exact paper-level disambiguator was established"	"2"	"1"	"M20B-P2-R-004381-R209B;M20B-P2-R-004382-R209B"
"20B"	"PMID:39151001; DOI:10.1126/sciadv.adn7771; PMID:11994395; DOI:10.1210/jcem.87.5.8626"	"unresolved_ambiguous_multiple_canonical_pmids"	"canonical_paper_key contains multiple PMIDs and no exact paper-level disambiguator was established"	"1"	"1"	"M20B-P2-R-004053-R139A"
"20B"	"PMID:39840816; PMID:28126904"	"unresolved_ambiguous_multiple_canonical_pmids"	"canonical_paper_key contains multiple PMIDs and no exact paper-level disambiguator was established"	"1"	"1"	"M20B-P2-R-004335-R203A"
"20B"	"PMID:39840816; PMID:33797167"	"unresolved_ambiguous_multiple_canonical_pmids"	"canonical_paper_key contains multiple PMIDs and no exact paper-level disambiguator was established"	"1"	"1"	"M20B-P2-R-004337-R203A"
"20B"	"PMID:40049042; PMID:8621465; PMID:10805285"	"unresolved_ambiguous_multiple_canonical_pmids"	"canonical_paper_key contains multiple PMIDs and no exact paper-level disambiguator was established"	"1"	"1"	"M20B-P2-R-004230-R179C"
"20B"	"PMID:40130745; PMID:33903257; PMID:33749877"	"unresolved_ambiguous_multiple_canonical_pmids"	"canonical_paper_key contains multiple PMIDs and no exact paper-level disambiguator was established"	"2"	"1"	"M20B-P2-R-004240-R182C;M20B-P2-R-004240-R182D"
"20B"	"PMID:40130745; PMID:33903257; PMID:38199575"	"unresolved_ambiguous_multiple_canonical_pmids"	"canonical_paper_key contains multiple PMIDs and no exact paper-level disambiguator was established"	"1"	"1"	"M20B-P2-R-004240-R182A"
"20B"	"PMID:41021026; PMID:41922797"	"unresolved_ambiguous_multiple_canonical_pmids"	"canonical_paper_key contains multiple PMIDs and no exact paper-level disambiguator was established"	"2"	"1"	"M20B-P2-R-004287-R197B;M20B-P2-R-004287-R197C"
"20B"	"PMID:6178977; DOI:10.1038/298667a0; PMID:11526109; DOI:10.1074/jbc.M105194200; PMID:34826178; DOI:10.1111/febs.16299"	"unresolved_ambiguous_multiple_canonical_pmids"	"canonical_paper_key contains multiple PMIDs and no exact paper-level disambiguator was established"	"1"	"1"	"M20B-P2-R-004014-R134B"
"20B"	"PMID:7493650; PMID:10772239"	"unresolved_ambiguous_multiple_canonical_pmids"	"canonical_paper_key contains multiple PMIDs and no exact paper-level disambiguator was established"	"1"	"1"	"M20B-P2-R-001951"
"20B"	"PMID:7493650; PMID:7688313"	"unresolved_ambiguous_multiple_canonical_pmids"	"canonical_paper_key contains multiple PMIDs and no exact paper-level disambiguator was established"	"1"	"1"	"M20B-P2-R-001952"
"20B"	"PMID:7515493; PMCID:PMC43968; DOI:10.1073/pnas.91.12.5232; PMID:7925280; PMCID:PMC395363; DOI:10.1002/j.1460-2075.1994.tb06756.x; PMID:9516478; DOI:10.1074/jbc.273.13.7709"	"unresolved_ambiguous_multiple_canonical_pmids"	"canonical_paper_key contains multiple PMIDs and no exact paper-level disambiguator was established"	"1"	"1"	"M20B-P2-R-004583-R226B"
"20B"	"PMID:7523411; PMID:9314547"	"unresolved_ambiguous_multiple_canonical_pmids"	"canonical_paper_key contains multiple PMIDs and no exact paper-level disambiguator was established"	"1"	"1"	"M20B-P2-R-002840"
"20B"	"PMID:7525179; PMID:14766759; PMID:1690718"	"unresolved_ambiguous_multiple_canonical_pmids"	"canonical_paper_key contains multiple PMIDs and no exact paper-level disambiguator was established"	"1"	"1"	"M20B-P2-R-002180"
"20B"	"PMID:7543416; PMID:7796811; PMID:15671147; https://pubmed.ncbi.nlm.nih.gov/7543416/; https://pubmed.ncbi.nlm.nih.gov/7796811/; https://pubmed.ncbi.nlm.nih.gov/15671147/"	"unresolved_ambiguous_multiple_canonical_pmids"	"canonical_paper_key contains multiple PMIDs and no exact paper-level disambiguator was established"	"1"	"1"	"M20B-P2-R-005070-R287B"
"20B"	"PMID:7556091; PMID:8621424"	"unresolved_ambiguous_multiple_canonical_pmids"	"canonical_paper_key contains multiple PMIDs and no exact paper-level disambiguator was established"	"2"	"2"	"M20B-P2-R-004404-R212A;M20B-P2-R-004404-R212B"
"20B"	"PMID:7595513; PMID:11223544; PMID:14720220"	"unresolved_ambiguous_multiple_canonical_pmids"	"canonical_paper_key contains multiple PMIDs and no exact paper-level disambiguator was established"	"1"	"1"	"M20B-P2-R-004407-R212B"
"20B"	"PMID:7595513; PMID:9728915"	"unresolved_ambiguous_multiple_canonical_pmids"	"canonical_paper_key contains multiple PMIDs and no exact paper-level disambiguator was established"	"1"	"1"	"M20B-P2-R-004407-R212A"
"20B"	"PMID:7615664; DOI:10.1242/jcs.108.4.1433; PMID:7959795; DOI:10.1006/geno.1994.1348"	"unresolved_ambiguous_multiple_canonical_pmids"	"canonical_paper_key contains multiple PMIDs and no exact paper-level disambiguator was established"	"1"	"1"	"M20B-P2-R-004185-R160A"
"20B"	"PMID:7628014; PMID:21969550; PMCID:PMC6784959; DOI:10.1016/0092-8674(95)90312-7; DOI:10.1073/pnas.1108774108"	"unresolved_ambiguous_multiple_canonical_pmids"	"canonical_paper_key contains multiple PMIDs and no exact paper-level disambiguator was established"	"1"	"1"	"M20B-P2-R-002353"
"20B"	"PMID:7693733; PMID:7505785; PMID:23958855"	"unresolved_ambiguous_multiple_canonical_pmids"	"canonical_paper_key contains multiple PMIDs and no exact paper-level disambiguator was established"	"1"	"1"	"M20B-P2-R-002152"
"20B"	"PMID:7718508; PMID:8756628"	"unresolved_ambiguous_multiple_canonical_pmids"	"canonical_paper_key contains multiple PMIDs and no exact paper-level disambiguator was established"	"1"	"1"	"M20B-P2-R-003991-R131A"
"20B"	"PMID:7781605; PMID:8943308"	"unresolved_ambiguous_multiple_canonical_pmids"	"canonical_paper_key contains multiple PMIDs and no exact paper-level disambiguator was established"	"1"	"1"	"M20B-P2-NORM-M20B-EVID-005309-P2-RELAY"
"20B"	"PMID:7907293; PMID:11067872"	"unresolved_ambiguous_multiple_canonical_pmids"	"canonical_paper_key contains multiple PMIDs and no exact paper-level disambiguator was established"	"1"	"1"	"M20B-P2-R-002210"
"20B"	"PMID:7908342; PMID:14720220; PMID:17681695"	"unresolved_ambiguous_multiple_canonical_pmids"	"canonical_paper_key contains multiple PMIDs and no exact paper-level disambiguator was established"	"1"	"1"	"M20B-P2-R-004407-R212C"
"20B"	"PMID:7929268; PMID:8822205"	"unresolved_ambiguous_multiple_canonical_pmids"	"canonical_paper_key contains multiple PMIDs and no exact paper-level disambiguator was established"	"1"	"1"	"M20B-P2-R-004506-R222A"
"20B"	"PMID:7961669; PMID:10704499"	"unresolved_ambiguous_multiple_canonical_pmids"	"canonical_paper_key contains multiple PMIDs and no exact paper-level disambiguator was established"	"1"	"1"	"M20B-P2-R-002202"
"20B"	"PMID:8102785; PMID:8175684"	"unresolved_ambiguous_multiple_canonical_pmids"	"canonical_paper_key contains multiple PMIDs and no exact paper-level disambiguator was established"	"1"	"1"	"M20B-P2-R-004988-R285H"
"20B"	"PMID:8144581; PMID:8144582; PMID:8387541"	"unresolved_ambiguous_multiple_canonical_pmids"	"canonical_paper_key contains multiple PMIDs and no exact paper-level disambiguator was established"	"1"	"1"	"M20B-P2-R-004198-R168A"
"20B"	"PMID:8387021; PMID:1478946"	"unresolved_ambiguous_multiple_canonical_pmids"	"canonical_paper_key contains multiple PMIDs and no exact paper-level disambiguator was established"	"1"	"1"	"M20B-P2-R-002483"
"20B"	"PMID:8496674; PMID:10092887"	"unresolved_ambiguous_multiple_canonical_pmids"	"canonical_paper_key contains multiple PMIDs and no exact paper-level disambiguator was established"	"1"	"1"	"M20B-P2-R-003984-R130C"
"20B"	"PMID:8557662; PMID:9813029; PMID:8624802"	"unresolved_ambiguous_multiple_canonical_pmids"	"canonical_paper_key contains multiple PMIDs and no exact paper-level disambiguator was established"	"1"	"1"	"M20B-P2-R-003982-R129B"
"20B"	"PMID:8565074; DOI:10.1182/blood.V86.4.1351; PMID:40400463"	"unresolved_ambiguous_multiple_canonical_pmids"	"canonical_paper_key contains multiple PMIDs and no exact paper-level disambiguator was established"	"1"	"1"	"M20B-P2-R-002185"
"20B"	"PMID:8576240; PMID:17897391"	"unresolved_ambiguous_multiple_canonical_pmids"	"canonical_paper_key contains multiple PMIDs and no exact paper-level disambiguator was established"	"1"	"1"	"M20B-P2-R-004316-R202A"
"20B"	"PMID:8576240; PMID:28641112"	"unresolved_ambiguous_multiple_canonical_pmids"	"canonical_paper_key contains multiple PMIDs and no exact paper-level disambiguator was established"	"1"	"1"	"M20B-P2-R-004314-R202A"
"20B"	"PMID:8609172; PMID:12011116"	"unresolved_ambiguous_multiple_canonical_pmids"	"canonical_paper_key contains multiple PMIDs and no exact paper-level disambiguator was established"	"1"	"1"	"M20B-P2-R-002805"
"20B"	"PMID:8609172; PMID:17055473"	"unresolved_ambiguous_multiple_canonical_pmids"	"canonical_paper_key contains multiple PMIDs and no exact paper-level disambiguator was established"	"1"	"1"	"M20B-P2-R-002800"
"20B"	"PMID:8621465; PMID:10805285; PMID:15226297"	"unresolved_ambiguous_multiple_canonical_pmids"	"canonical_paper_key contains multiple PMIDs and no exact paper-level disambiguator was established"	"1"	"1"	"M20B-P2-R-004230-R179A"
"20B"	"PMID:8663044; PMID:16597617; DOI:10.1074/jbc.271.25.15292; DOI:10.1074/jbc.M601252200"	"unresolved_ambiguous_multiple_canonical_pmids"	"canonical_paper_key contains multiple PMIDs and no exact paper-level disambiguator was established"	"1"	"1"	"M20B-P2-R-002070"
"20B"	"PMID:8688086; PMID:10604470; DOI:10.1126/science.273.5277.974; DOI:10.1038/45230"	"unresolved_ambiguous_multiple_canonical_pmids"	"canonical_paper_key contains multiple PMIDs and no exact paper-level disambiguator was established"	"1"	"1"	"M20B-P2-R-002956"
"20B"	"PMID:8702914; PMID:32764110"	"unresolved_ambiguous_multiple_canonical_pmids"	"canonical_paper_key contains multiple PMIDs and no exact paper-level disambiguator was established"	"2"	"1"	"M20B-P2-R-002919;M20B-P2-R-002921"
"20B"	"PMID:8752100; PMID:8621424"	"unresolved_ambiguous_multiple_canonical_pmids"	"canonical_paper_key contains multiple PMIDs and no exact paper-level disambiguator was established"	"1"	"1"	"M20B-P2-R-004405-R212A"
"20B"	"PMID:8752100; PMID:8946053"	"unresolved_ambiguous_multiple_canonical_pmids"	"canonical_paper_key contains multiple PMIDs and no exact paper-level disambiguator was established"	"1"	"1"	"M20B-P2-R-004405-R212B"
"20B"	"PMID:8756628; PMID:10888117"	"unresolved_ambiguous_multiple_canonical_pmids"	"canonical_paper_key contains multiple PMIDs and no exact paper-level disambiguator was established"	"1"	"1"	"M20B-P2-R-003991-R131C"
"20B"	"PMID:8756628; PMID:9261146; PMID:10486269"	"unresolved_ambiguous_multiple_canonical_pmids"	"canonical_paper_key contains multiple PMIDs and no exact paper-level disambiguator was established"	"1"	"1"	"M20B-P2-R-003991-R131B"
"20B"	"PMID:8770894; DOI:10.1074/jbc.271.31.18839; PMID:10854439; DOI:10.1074/jbc.M001503200"	"unresolved_ambiguous_multiple_canonical_pmids"	"canonical_paper_key contains multiple PMIDs and no exact paper-level disambiguator was established"	"1"	"1"	"M20B-P2-R-004642-R231A"
"20B"	"PMID:8770894; DOI:10.1074/jbc.271.31.18839; PMID:12754053; DOI:10.1016/S0022-4731(03)00020-1"	"unresolved_ambiguous_multiple_canonical_pmids"	"canonical_paper_key contains multiple PMIDs and no exact paper-level disambiguator was established"	"1"	"1"	"M20B-P2-R-004642-R231B"
"20B"	"PMID:8770894; DOI:10.1210/endo.137.7.8770894; PMID:10465299; DOI:10.1210/endo.140.9.6950; PMID:7797535; DOI:10.1074/jbc.270.26.15455"	"unresolved_ambiguous_multiple_canonical_pmids"	"canonical_paper_key contains multiple PMIDs and no exact paper-level disambiguator was established"	"1"	"1"	"M20B-P2-R-004631-R232A"
"20B"	"PMID:8824284; PMID:18457425"	"unresolved_ambiguous_multiple_canonical_pmids"	"canonical_paper_key contains multiple PMIDs and no exact paper-level disambiguator was established"	"1"	"1"	"M20B-P2-R-004382-R209A"
"20B"	"PMID:8896403; PMID:8618433"	"unresolved_ambiguous_multiple_canonical_pmids"	"canonical_paper_key contains multiple PMIDs and no exact paper-level disambiguator was established"	"1"	"1"	"M20B-P2-R-002832"
"20B"	"PMID:8898967; DOI:10.1002/eji.1830261035; PMID:15609076; DOI:10.1007/s10456-004-1328-5"	"unresolved_ambiguous_multiple_canonical_pmids"	"canonical_paper_key contains multiple PMIDs and no exact paper-level disambiguator was established"	"1"	"1"	"M20B-P2-R-004096-R142A"
"20B"	"PMID:9028792; PMID:1709170"	"unresolved_ambiguous_multiple_canonical_pmids"	"canonical_paper_key contains multiple PMIDs and no exact paper-level disambiguator was established"	"1"	"1"	"M20B-P2-R-002182"
"20B"	"PMID:9045873; PMID:9764835; data/raw/evidence/module20_24_supervised_cli_phase2/retry_A20B_MST1_MST1R_exact_search.json; data/raw/evidence/module20_24_supervised_cli_phase2/retry_A20B_MST1_MPZ_MRC1_selected_primary_records.xml"	"unresolved_ambiguous_multiple_canonical_pmids"	"canonical_paper_key contains multiple PMIDs and no exact paper-level disambiguator was established"	"1"	"1"	"M20B-P2-R-004273-R193A"
"20B"	"PMID:9045873; PMID:9766449; PMID:11856768; PMID:18614774; data/raw/evidence/module20_24_supervised_cli_phase2/retry_A20B_MST1_MPZ_MRC1_selected_primary_records.xml"	"unresolved_ambiguous_multiple_canonical_pmids"	"canonical_paper_key contains multiple PMIDs and no exact paper-level disambiguator was established"	"1"	"1"	"M20B-P2-R-004273-R193C"
"20B"	"PMID:9049255; PMID:11564762; PMCID:PMC2114423; PMCID:PMC2133392"	"unresolved_ambiguous_multiple_canonical_pmids"	"canonical_paper_key contains multiple PMIDs and no exact paper-level disambiguator was established"	"1"	"1"	"M20B-P2-R-002352"
"20B"	"PMID:9089390; PMID:12084985"	"unresolved_ambiguous_multiple_canonical_pmids"	"canonical_paper_key contains multiple PMIDs and no exact paper-level disambiguator was established"	"1"	"1"	"M20B-P2-R-004229-R181A"
"20B"	"PMID:9092574; DOI:10.1074/jbc.272.15.10248; PMID:9355737; DOI:10.1042/bj3270073; PMID:1372524; DOI:10.1091/mbc.3.2.197"	"unresolved_ambiguous_multiple_canonical_pmids"	"canonical_paper_key contains multiple PMIDs and no exact paper-level disambiguator was established"	"1"	"1"	"M20B-P2-R-004056-R140B"
"20B"	"PMID:9122217; DOI:10.1073/pnas.94.6.2460; PMID:9202035; DOI:10.1074/jbc.272.27.17154; PMID:12566458; DOI:10.1074/jbc.M208661200"	"unresolved_ambiguous_multiple_canonical_pmids"	"canonical_paper_key contains multiple PMIDs and no exact paper-level disambiguator was established"	"1"	"1"	"M20B-P2-R-004193-R159B"
"20B"	"PMID:9153222; DOI:10.1016/S0022-2836(02)00960-8; PMID:10192457"	"unresolved_ambiguous_multiple_canonical_pmids"	"canonical_paper_key contains multiple PMIDs and no exact paper-level disambiguator was established"	"1"	"1"	"M20B-P2-R-002178"
"20B"	"PMID:9242667; DOI:10.1074/jbc.272.32.19982; PMID:10068666; PMID:9852103; DOI:10.1074/jbc.273.51.34370"	"unresolved_ambiguous_multiple_canonical_pmids"	"canonical_paper_key contains multiple PMIDs and no exact paper-level disambiguator was established"	"1"	"1"	"M20B-P2-R-004156-R158C"
"20B"	"PMID:9261564; DOI:10.1038/cr.1997.8; PMID:9413015; DOI:10.1016/S0143-4179(97)90032-9"	"unresolved_ambiguous_multiple_canonical_pmids"	"canonical_paper_key contains multiple PMIDs and no exact paper-level disambiguator was established"	"1"	"1"	"M20B-P2-R-004547-R225A"
"20B"	"PMID:9341130; DOI:10.1074/jbc.272.43.26947; PMID:1915266; PMCID:PMC452994; DOI:10.1002/j.1460-2075.1991.tb07833.x"	"unresolved_ambiguous_multiple_canonical_pmids"	"canonical_paper_key contains multiple PMIDs and no exact paper-level disambiguator was established"	"1"	"1"	"M20B-P2-R-004156-R158A"
"20B"	"PMID:9516124; PMID:9257712; PMID:21965659"	"unresolved_ambiguous_multiple_canonical_pmids"	"canonical_paper_key contains multiple PMIDs and no exact paper-level disambiguator was established"	"1"	"1"	"M20B-P2-R-003984-R130B"
"20B"	"PMID:9548928; DOI:10.1074/jbc.273.11.6796; PMID:7541634"	"unresolved_ambiguous_multiple_canonical_pmids"	"canonical_paper_key contains multiple PMIDs and no exact paper-level disambiguator was established"	"1"	"1"	"M20B-P2-R-002150"
"20B"	"PMID:9603945; PMID:15064358; PMCID:PMC420106; PMCID:PMC3887175"	"unresolved_ambiguous_multiple_canonical_pmids"	"canonical_paper_key contains multiple PMIDs and no exact paper-level disambiguator was established"	"1"	"1"	"M20B-P2-R-005107-R294A"
"20B"	"PMID:9605184; PMID:11773030"	"unresolved_ambiguous_multiple_canonical_pmids"	"canonical_paper_key contains multiple PMIDs and no exact paper-level disambiguator was established"	"1"	"1"	"M20B-P2-R-003979-R129A"
"20B"	"PMID:9623983; PMID:9795372"	"unresolved_ambiguous_multiple_canonical_pmids"	"canonical_paper_key contains multiple PMIDs and no exact paper-level disambiguator was established"	"1"	"1"	"M20B-P2-R-004382-R209C"
"20B"	"PMID:9742126; PMID:10214951; PMID:12466964"	"unresolved_ambiguous_multiple_canonical_pmids"	"canonical_paper_key contains multiple PMIDs and no exact paper-level disambiguator was established"	"1"	"1"	"M20B-P2-R-004385-R210A"
"20B"	"PMID:9742126; PMID:10214951; PMID:12466964; PMID:17945187"	"unresolved_ambiguous_multiple_canonical_pmids"	"canonical_paper_key contains multiple PMIDs and no exact paper-level disambiguator was established"	"1"	"1"	"M20B-P2-R-004386-R210A"
"20B"	"PMID:9742126; PMID:12466964"	"unresolved_ambiguous_multiple_canonical_pmids"	"canonical_paper_key contains multiple PMIDs and no exact paper-level disambiguator was established"	"1"	"1"	"M20B-P2-R-004385-R210B"
"20B"	"PMID:9742126; PMID:12466964; PMID:17945187"	"unresolved_ambiguous_multiple_canonical_pmids"	"canonical_paper_key contains multiple PMIDs and no exact paper-level disambiguator was established"	"1"	"1"	"M20B-P2-R-004386-R210B"
"20B"	"PMID:9789069; PMID:12784995; PMID:15328199"	"unresolved_ambiguous_multiple_canonical_pmids"	"canonical_paper_key contains multiple PMIDs and no exact paper-level disambiguator was established"	"1"	"1"	"M20B-P2-R-004266-R191C"
"20B"	"PMID:9927700; PMID:8576240"	"unresolved_ambiguous_multiple_canonical_pmids"	"canonical_paper_key contains multiple PMIDs and no exact paper-level disambiguator was established"	"1"	"1"	"M20B-P2-R-004312-R202A"
"20B"	"UNRESOLVED_MANIFEST_SOURCE"	"unresolved_no_authoritative_resolution"	"no exact metadata-ledger, source-locator, or content-level local-artifact resolution"	"4"	"1"	"M20B-P2-000370;M20B-P2-000472;M20B-P2-000475;M20B-P2-000478"
"20B"	"URL:https://pubmed.ncbi.nlm.nih.gov/?term=CORT+GHSR"	"unresolved_no_authoritative_resolution"	"no exact metadata-ledger, source-locator, or content-level local-artifact resolution"	"1"	"1"	"M20B-P2-R-002494"
"20B"	"URL:https://pubmed.ncbi.nlm.nih.gov/?term=CORT+SSTR1"	"unresolved_no_authoritative_resolution"	"no exact metadata-ledger, source-locator, or content-level local-artifact resolution"	"1"	"1"	"M20B-P2-R-002499"
"20B"	"URL:https://pubmed.ncbi.nlm.nih.gov/?term=CORT+SSTR2"	"unresolved_no_authoritative_resolution"	"no exact metadata-ledger, source-locator, or content-level local-artifact resolution"	"1"	"1"	"M20B-P2-R-002500"
"20B"	"URL:https://pubmed.ncbi.nlm.nih.gov/?term=CORT+SSTR3"	"unresolved_no_authoritative_resolution"	"no exact metadata-ledger, source-locator, or content-level local-artifact resolution"	"1"	"1"	"M20B-P2-R-002501"
"20B"	"URL:https://pubmed.ncbi.nlm.nih.gov/?term=CORT+SSTR4"	"unresolved_no_authoritative_resolution"	"no exact metadata-ledger, source-locator, or content-level local-artifact resolution"	"1"	"1"	"M20B-P2-R-002502"
"20B"	"URL:https://pubmed.ncbi.nlm.nih.gov/?term=CORT+SSTR5"	"unresolved_no_authoritative_resolution"	"no exact metadata-ledger, source-locator, or content-level local-artifact resolution"	"1"	"1"	"M20B-P2-R-002503"
"20B"	"URL:https://pubmed.ncbi.nlm.nih.gov/?term=CTHRC1+FZD5"	"unresolved_no_authoritative_resolution"	"no exact metadata-ledger, source-locator, or content-level local-artifact resolution"	"1"	"1"	"M20B-P2-R-002538"
"20B"	"URL:https://pubmed.ncbi.nlm.nih.gov/?term=CTHRC1+ROR2"	"unresolved_no_authoritative_resolution"	"no exact metadata-ledger, source-locator, or content-level local-artifact resolution"	"1"	"1"	"M20B-P2-R-002540"
"20B"	"URL:https://pubmed.ncbi.nlm.nih.gov/?term=CXCL14+CXCR4"	"unresolved_no_authoritative_resolution"	"no exact metadata-ledger, source-locator, or content-level local-artifact resolution"	"1"	"1"	"M20B-P2-R-002575"
"20B"	"URL:https://pubmed.ncbi.nlm.nih.gov/?term=F9+Lrp1"	"unresolved_no_authoritative_resolution"	"no exact metadata-ledger, source-locator, or content-level local-artifact resolution"	"1"	"1"	"M20B-P2-R-002737"
"20B"	"URL:https://pubmed.ncbi.nlm.nih.gov/?term=FGF1+CD44"	"unresolved_no_authoritative_resolution"	"no exact metadata-ledger, source-locator, or content-level local-artifact resolution"	"1"	"1"	"M20B-P2-R-002776"
"20B"	"URL:https://pubmed.ncbi.nlm.nih.gov/?term=FGF11+FGFR1"	"unresolved_no_authoritative_resolution"	"no exact metadata-ledger, source-locator, or content-level local-artifact resolution"	"1"	"1"	"M20B-P2-R-002784"
"20B"	"URL:https://pubmed.ncbi.nlm.nih.gov/?term=FGF12+FGFR1"	"unresolved_no_authoritative_resolution"	"no exact metadata-ledger, source-locator, or content-level local-artifact resolution"	"1"	"1"	"M20B-P2-R-002786"
"20B"	"URL:https://pubmed.ncbi.nlm.nih.gov/?term=GDF1+ACVR1C+ACVR2A"	"unresolved_no_authoritative_resolution"	"no exact metadata-ledger, source-locator, or content-level local-artifact resolution"	"1"	"1"	"M20B-P2-R-002892"
"20B"	"URL:https://pubmed.ncbi.nlm.nih.gov/?term=GDF1+ACVR1C+ACVR2B"	"unresolved_no_authoritative_resolution"	"no exact metadata-ledger, source-locator, or content-level local-artifact resolution"	"1"	"1"	"M20B-P2-R-002893"
"20B"	"URL:https://pubmed.ncbi.nlm.nih.gov/?term=GDF7+ACVR2B+BMPR1A"	"unresolved_no_authoritative_resolution"	"no exact metadata-ledger, source-locator, or content-level local-artifact resolution"	"1"	"1"	"M20B-P2-R-002928"
