"identifier_type"	"identifier_value"	"canonical_identifier"	"resolved_pmid"	"resolved_pmcid"	"resolved_doi"	"resolution_status"	"resolution_basis"	"authoritative_source"	"source_metadata_title"	"source_metadata_authors"	"source_metadata_year"	"source_metadata_journal"	"source_metadata_url"	"resolution_reason"
"PMCID"	"PMC1892765"	"PMCID:PMC1892765"	"17592548"	"PMC1892765"	"10.2119/2007–00005.Wu"	"resolved_authoritative_ncbi"	"exact NCBI PMC ID converter PMCID-to-PMID mapping"	"https://www.ncbi.nlm.nih.gov/pmc/utils/idconv/v1.0/"	"Up-regulation of Rac1 by epidermal growth factor mediates COX-2 expression in recurrent respiratory papillomas."	"Wu R; Coniglio SJ; Chan A; Symons MH; Steinberg BM"	"2007"	"Molecular medicine (Cambridge, Mass.)"	"https://pubmed.ncbi.nlm.nih.gov/17592548/"	""
"PMCID"	"PMC2064262"	"PMCID:PMC2064262"	"16908672"	"PMC2064262"	"10.1083/jcb.200602043"	"resolved_authoritative_ncbi"	"exact NCBI PMC ID converter PMCID-to-PMID mapping"	"https://www.ncbi.nlm.nih.gov/pmc/utils/idconv/v1.0/"	"N-syndecan deficiency impairs neural migration in brain."	"Hienola A; Tumova S; Kulesskiy E; Rauvala H"	"2006"	"The Journal of cell biology"	"https://pubmed.ncbi.nlm.nih.gov/16908672/"	""
"PMCID"	"PMC2080618"	"PMCID:PMC2080618"	"16597617"	"PMC2080618"	"10.1074/jbc.M601252200"	"resolved_authoritative_ncbi"	"exact NCBI PMC ID converter PMCID-to-PMID mapping"	"https://www.ncbi.nlm.nih.gov/pmc/utils/idconv/v1.0/"	"Receptor specificity of the fibroblast growth factor family. The complete mammalian FGF family."	"Zhang X; Ibrahimi OA; Olsen SK; Umemori H; Mohammadi M; Ornitz DM"	"2006"	"The Journal of biological chemistry"	"https://pubmed.ncbi.nlm.nih.gov/16597617/"	""
"PMCID"	"PMC2115745"	"PMCID:PMC2115745"	"2527858"	"PMC2115745"	"10.1083/jcb.109.3.1321"	"resolved_authoritative_ncbi"	"exact NCBI PMC ID converter PMCID-to-PMID mapping"	"https://www.ncbi.nlm.nih.gov/pmc/utils/idconv/v1.0/"	"Identification and characterization of the T lymphocyte adhesion receptor for an alternative cell attachment domain (CS-1) in plasma fibronectin."	"Wayner EA; Garcia-Pardo A; Humphries MJ; McDonald JA; Carter WG"	"1989"	"The Journal of cell biology"	"https://pubmed.ncbi.nlm.nih.gov/2527858/"	""
"PMCID"	"PMC2136766"	"PMCID:PMC2136766"	"9281592"	"PMC2136766"	"10.1083/jcb.138.5.1159"	"resolved_authoritative_ncbi"	"exact NCBI PMC ID converter PMCID-to-PMID mapping"	"https://www.ncbi.nlm.nih.gov/pmc/utils/idconv/v1.0/"	"Integrin alpha2beta1 is a receptor for the cartilage matrix protein chondroadherin."	"Camper L; Heinegârd D; Lundgren-Akerlund E"	"1997"	"The Journal of cell biology"	"https://pubmed.ncbi.nlm.nih.gov/9281592/"	""
"PMCID"	"PMC2169340"	"PMCID:PMC2169340"	"10579726"	"PMC2169340"	"10.1083/jcb.147.5.1073"	"resolved_authoritative_ncbi"	"exact NCBI PMC ID converter PMCID-to-PMID mapping"	"https://www.ncbi.nlm.nih.gov/pmc/utils/idconv/v1.0/"	"Enhancement of endothelial cell migration and in vitro tube formation by TAP20, a novel beta 5 integrin-modulating, PKC theta-dependent protein."	"Tang S; Gao Y; Ware JA"	"1999"	"The Journal of cell biology"	"https://pubmed.ncbi.nlm.nih.gov/10579726/"	""
"PMCID"	"PMC2173730"	"PMCID:PMC2173730"	"14676309"	"PMC2173730"	"10.1083/jcb.200309147"	"resolved_authoritative_ncbi"	"exact NCBI PMC ID converter PMCID-to-PMID mapping"	"https://www.ncbi.nlm.nih.gov/pmc/utils/idconv/v1.0/"	"Caspr regulates the processing of contactin and inhibits its binding to neurofascin."	"Gollan L; Salomon D; Salzer JL; Peles E"	"2003"	"The Journal of cell biology"	"https://pubmed.ncbi.nlm.nih.gov/14676309/"	""
"PMCID"	"PMC2193364"	"PMCID:PMC2193364"	"11283158"	"PMC2193364"	"10.1084/jem.193.7.855"	"resolved_authoritative_ncbi"	"exact NCBI PMC ID converter PMCID-to-PMID mapping"	"https://www.ncbi.nlm.nih.gov/pmc/utils/idconv/v1.0/"	"CD47-signal regulatory protein alpha (SIRPalpha) regulates Fcgamma and complement receptor-mediated phagocytosis."	"Oldenborg PA; Gresham HD; Lindberg FP"	"2001"	"The Journal of experimental medicine"	"https://pubmed.ncbi.nlm.nih.gov/11283158/"	""
"PMCID"	"PMC2194005"	"PMCID:PMC2194005"	"12208882"	"PMC2194005"	"10.1084/jem.20020267"	"resolved_authoritative_ncbi"	"exact NCBI PMC ID converter PMCID-to-PMID mapping"	"https://www.ncbi.nlm.nih.gov/pmc/utils/idconv/v1.0/"	"The junctional adhesion molecule 3 (JAM-3) on human platelets is a counterreceptor for the leukocyte integrin Mac-1."	"Santoso S; Sachs UJ; Kroll H; Linder M; Ruf A; Preissner KT; Chavakis T"	"2002"	"The Journal of experimental medicine"	"https://pubmed.ncbi.nlm.nih.gov/12208882/"	""
"PMCID"	"PMC2227265"	"PMCID:PMC2227265"	"15886210"	"PMC2227265"	"10.1074/jbc.M412828200"	"resolved_authoritative_ncbi"	"exact NCBI PMC ID converter PMCID-to-PMID mapping"	"https://www.ncbi.nlm.nih.gov/pmc/utils/idconv/v1.0/"	"2-Arachidonoylglycerol stimulates activator protein-1-dependent transcriptional activity and enhances epidermal growth factor-induced cell transformation in JB6 P+ cells."	"Zhao Q; He Z; Chen N; Cho YY; Zhu F; Lu C; Ma WY; Bode AM; Dong Z"	"2005"	"The Journal of biological chemistry"	"https://pubmed.ncbi.nlm.nih.gov/15886210/"	""
"PMCID"	"PMC2276409"	"PMCID:PMC2276409"	"18349125"	"PMC2276409"	"10.2353/ajpath.2008.070633"	"resolved_authoritative_ncbi"	"exact NCBI PMC ID converter PMCID-to-PMID mapping"	"https://www.ncbi.nlm.nih.gov/pmc/utils/idconv/v1.0/"	"CD40 ligand promotes Mac-1 expression, leukocyte recruitment, and neointima formation after vascular injury."	"Li G; Sanders JM; Bevard MH; Sun Z; Chumley JW; Galkina EV; Ley K; Sarembock IJ"	"2008"	"The American journal of pathology"	"https://pubmed.ncbi.nlm.nih.gov/18349125/"	""
"PMCID"	"PMC2542478"	"PMCID:PMC2542478"	"18809727"	"PMC2542478"	"10.1083/jcb.200803045"	"resolved_authoritative_ncbi"	"exact NCBI PMC ID converter PMCID-to-PMID mapping"	"https://www.ncbi.nlm.nih.gov/pmc/utils/idconv/v1.0/"	"NCAM induces CaMKIIalpha-mediated RPTPalpha phosphorylation to enhance its catalytic activity and neurite outgrowth."	"Bodrikov V; Sytnyk V; Leshchyns'ka I; den Hertog J; Schachner M"	"2008"	"The Journal of cell biology"	"https://pubmed.ncbi.nlm.nih.gov/18809727/"	""
"PMCID"	"PMC2566990"	"PMCID:PMC2566990"	"18852457"	"PMC2566990"	"10.1073/pnas.0804017105"	"resolved_authoritative_ncbi"	"exact NCBI PMC ID converter PMCID-to-PMID mapping"	"https://www.ncbi.nlm.nih.gov/pmc/utils/idconv/v1.0/"	"Structural determinants of MIF functions in CXCR2-mediated inflammatory and atherogenic leukocyte recruitment."	"Weber C; Kraemer S; Drechsler M; Lue H; Koenen RR; Kapurniotu A; Zernecke A; Bernhagen J"	"2008"	"Proceedings of the National Academy of Sciences of the United States of America"	"https://pubmed.ncbi.nlm.nih.gov/18852457/"	""
"PMCID"	"PMC2570862"	"PMCID:PMC2570862"	"18713744"	"PMC2570862"	"10.1074/jbc.M804401200"	"resolved_authoritative_ncbi"	"exact NCBI PMC ID converter PMCID-to-PMID mapping"	"https://www.ncbi.nlm.nih.gov/pmc/utils/idconv/v1.0/"	"Ephrin-B2-induced cleavage of EphB2 receptor is mediated by matrix metalloproteinases to trigger cell repulsion."	"Lin KT; Sloniowski S; Ethell DW; Ethell IM"	"2008"	"The Journal of biological chemistry"	"https://pubmed.ncbi.nlm.nih.gov/18713744/"	""
"PMCID"	"PMC2575350"	"PMCID:PMC2575350"	"18974846"	"PMC2575350"	"10.7150/ijbs.4.387"	"resolved_authoritative_ncbi"	"exact NCBI PMC ID converter PMCID-to-PMID mapping"	"https://www.ncbi.nlm.nih.gov/pmc/utils/idconv/v1.0/"	"LGI1 and LGI4 bind to ADAM22, ADAM23 and ADAM11."	"Sagane K; Ishihama Y; Sugimoto H"	"2008"	"International journal of biological sciences"	"https://pubmed.ncbi.nlm.nih.gov/18974846/"	""
"PMCID"	"PMC2615553"	"PMCID:PMC2615553"	"19027330"	"PMC2615553"	"10.1016/j.immuni.2008.10.008"	"resolved_authoritative_ncbi"	"exact NCBI PMC ID converter PMCID-to-PMID mapping"	"https://www.ncbi.nlm.nih.gov/pmc/utils/idconv/v1.0/"	"PlexinD1 glycoprotein controls migration of positively selected thymocytes into the medulla."	"Choi YI; Duke-Cohan JS; Ahmed WB; Handley MA; Mann F; Epstein JA; Clayton LK; Reinherz EL"	"2008"	"Immunity"	"https://pubmed.ncbi.nlm.nih.gov/19027330/"	""
"PMCID"	"PMC2699283"	"PMCID:PMC2699283"	"17324588"	"PMC2699283"	"10.1016/j.mcn.2007.01.005"	"resolved_authoritative_ncbi"	"exact NCBI PMC ID converter PMCID-to-PMID mapping"	"https://www.ncbi.nlm.nih.gov/pmc/utils/idconv/v1.0/"	"Phosphoinositide-3-kinase and mitogen activated protein kinase signaling pathways mediate acute NGF sensitization of TRPV1."	"Zhu W; Oxford GS"	"2007"	"Molecular and cellular neurosciences"	"https://pubmed.ncbi.nlm.nih.gov/17324588/"	""
"PMCID"	"PMC2718350"	"PMCID:PMC2718350"	"19666625"	"PMC2718350"	"10.1073/pnas.0902531106"	"resolved_authoritative_ncbi"	"exact NCBI PMC ID converter PMCID-to-PMID mapping"	"https://www.ncbi.nlm.nih.gov/pmc/utils/idconv/v1.0/"	"Systemic administration of an antagonist of the ATP-sensitive receptor P2X7 improves recovery after spinal cord injury."	"Peng W; Cotrina ML; Han X; Yu H; Bekar L; Blum L; Takano T; Tian GF; Goldman SA; Nedergaard M"	"2009"	"Proceedings of the National Academy of Sciences of the United States of America"	"https://pubmed.ncbi.nlm.nih.gov/19666625/"	""
"PMCID"	"PMC2749330"	"PMCID:PMC2749330"	"18215137"	"PMC2749330"	"10.1042/BJ20071216"	"resolved_authoritative_ncbi"	"exact NCBI PMC ID converter PMCID-to-PMID mapping"	"https://www.ncbi.nlm.nih.gov/pmc/utils/idconv/v1.0/"	"Renal cells activate the platelet receptor CLEC-2 through podoplanin."	"Christou CM; Pearce AC; Watson AA; Mistry AR; Pollitt AY; Fenton-May AE; Johnson LA; Jackson DG; Watson SP; O'Callaghan CA"	"2008"	"The Biochemical journal"	"https://pubmed.ncbi.nlm.nih.gov/18215137/"	""
"PMCID"	"PMC2760388"	"PMCID:PMC2760388"	"18922901"	"PMC2760388"	"10.1158/0008-5472.CAN-07-6601"	"resolved_authoritative_ncbi"	"exact NCBI PMC ID converter PMCID-to-PMID mapping"	"https://www.ncbi.nlm.nih.gov/pmc/utils/idconv/v1.0/"	"Semaphorin 3B inhibits the phosphatidylinositol 3-kinase/Akt pathway through neuropilin-1 in lung and breast cancer cells."	"Castro-Rivera E; Ran S; Brekken RA; Minna JD"	"2008"	"Cancer research"	"https://pubmed.ncbi.nlm.nih.gov/18922901/"	""
"PMCID"	"PMC276084"	"PMCID:PMC276084"	"9190212"	"PMC276084"	"10.1091/mbc.8.2.341"	"resolved_authoritative_ncbi"	"exact NCBI PMC ID converter PMCID-to-PMID mapping"	"https://www.ncbi.nlm.nih.gov/pmc/utils/idconv/v1.0/"	"Dual role of the actin cytoskeleton in regulating cell adhesion mediated by the integrin lymphocyte function-associated molecule-1."	"Lub M; van Kooyk Y; van Vliet SJ; Figdor CG"	"1997"	"Molecular biology of the cell"	"https://pubmed.ncbi.nlm.nih.gov/9190212/"	""
"PMCID"	"PMC2777537"	"PMCID:PMC2777537"	"17963729"	"PMC2777537"	"10.1016/j.bbrc.2007.10.049"	"resolved_authoritative_ncbi"	"exact NCBI PMC ID converter PMCID-to-PMID mapping"	"https://www.ncbi.nlm.nih.gov/pmc/utils/idconv/v1.0/"	"A NPxY-independent beta5 integrin activation signal regulates phagocytosis of apoptotic cells."	"Singh S; D'mello V; van Bergen en Henegouwen P; Birge RB"	"2007"	"Biochemical and biophysical research communications"	"https://pubmed.ncbi.nlm.nih.gov/17963729/"	""
"PMCID"	"PMC2782004"	"PMCID:PMC2782004"	"19578119"	"PMC2782004"	"10.1074/jbc.M109.013201"	"resolved_authoritative_ncbi"	"exact NCBI PMC ID converter PMCID-to-PMID mapping"	"https://www.ncbi.nlm.nih.gov/pmc/utils/idconv/v1.0/"	"The direct binding of insulin-like growth factor-1 (IGF-1) to integrin alphavbeta3 is involved in IGF-1 signaling."	"Saegusa J; Yamaji S; Ieguchi K; Wu CY; Lam KS; Liu FT; Takada YK; Takada Y"	"2009"	"The Journal of biological chemistry"	"https://pubmed.ncbi.nlm.nih.gov/19578119/"	""
"PMCID"	"PMC2839190"	"PMCID:PMC2839190"	"18469807"	"PMC2839190"	"10.1038/ncb1732"	"resolved_authoritative_ncbi"	"exact NCBI PMC ID converter PMCID-to-PMID mapping"	"https://www.ncbi.nlm.nih.gov/pmc/utils/idconv/v1.0/"	"Netrin-1 mediates neuronal survival through PIKE-L interaction with the dependence receptor UNC5B."	"Tang X; Jang SW; Okada M; Chan CB; Feng Y; Liu Y; Luo SW; Hong Y; Rama N; Xiong WC; Mehlen P; Ye K"	"2008"	"Nature cell biology"	"https://pubmed.ncbi.nlm.nih.gov/18469807/"	""
"PMCID"	"PMC2860599"	"PMCID:PMC2860599"	"19864611"	"PMC2860599"	"10.4049/jimmunol.0900983"	"resolved_authoritative_ncbi"	"exact NCBI PMC ID converter PMCID-to-PMID mapping"	"https://www.ncbi.nlm.nih.gov/pmc/utils/idconv/v1.0/"	"Outside-in signal transmission by conformational changes in integrin Mac-1."	"Lefort CT; Hyun YM; Schultz JB; Law FY; Waugh RE; Knauf PA; Kim M"	"2009"	"Journal of immunology (Baltimore, Md. : 1950)"	"https://pubmed.ncbi.nlm.nih.gov/19864611/"	""
"PMCID"	"PMC2902137"	"PMCID:PMC2902137"	"20407033"	"PMC2902137"	"10.1182/blood-2009-11-252338"	"resolved_authoritative_ncbi"	"exact NCBI PMC ID converter PMCID-to-PMID mapping"	"https://www.ncbi.nlm.nih.gov/pmc/utils/idconv/v1.0/"	"Netrin-4 induces lymphangiogenesis in vivo."	"Larrieu-Lahargue F; Welm AL; Thomas KR; Li DY"	"2010"	"Blood"	"https://pubmed.ncbi.nlm.nih.gov/20407033/"	""
"PMCID"	"PMC2923666"	"PMCID:PMC2923666"	"20663860"	"PMC2923666"	"10.1158/1541-7786.MCR-09-0329"	"resolved_authoritative_ncbi"	"exact NCBI PMC ID converter PMCID-to-PMID mapping"	"https://www.ncbi.nlm.nih.gov/pmc/utils/idconv/v1.0/"	"Oxytocin induces the migration of prostate cancer cells: involvement of the Gi-coupled signaling pathway."	"Zhong M; Boseman ML; Millena AC; Khan SA"	"2010"	"Molecular cancer research : MCR"	"https://pubmed.ncbi.nlm.nih.gov/20663860/"	""
"PMCID"	"PMC3001003"	"PMCID:PMC3001003"	"20929862"	"PMC3001003"	"10.1074/jbc.M110.123703"	"resolved_authoritative_ncbi"	"exact NCBI PMC ID converter PMCID-to-PMID mapping"	"https://www.ncbi.nlm.nih.gov/pmc/utils/idconv/v1.0/"	"RGD-independent cell adhesion via a tissue transglutaminase-fibronectin matrix promotes fibronectin fibril deposition and requires syndecan-4/2 α5β1 integrin co-signaling."	"Wang Z; Collighan RJ; Gross SR; Danen EH; Orend G; Telci D; Griffin M"	"2010"	"The Journal of biological chemistry"	"https://pubmed.ncbi.nlm.nih.gov/20929862/"	""
"PMCID"	"PMC3030677"	"PMCID:PMC3030677"	"21122816"	"PMC3030677"	"10.1016/j.mcn.2010.11.005"	"resolved_authoritative_ncbi"	"exact NCBI PMC ID converter PMCID-to-PMID mapping"	"https://www.ncbi.nlm.nih.gov/pmc/utils/idconv/v1.0/"	"Semaphorin 4C and 4G are ligands of Plexin-B2 required in cerebellar development."	"Maier V; Jolicoeur C; Rayburn H; Takegahara N; Kumanogoh A; Kikutani H; Tessier-Lavigne M; Wurst W; Friedel RH"	"2011"	"Molecular and cellular neurosciences"	"https://pubmed.ncbi.nlm.nih.gov/21122816/"	""
"PMCID"	"PMC3034869"	"PMCID:PMC3034869"	"21044884"	"PMC3034869"	"10.1016/j.matbio.2010.10.004"	"resolved_authoritative_ncbi"	"exact NCBI PMC ID converter PMCID-to-PMID mapping"	"https://www.ncbi.nlm.nih.gov/pmc/utils/idconv/v1.0/"	"Collagen binding specificity of the discoidin domain receptors: binding sites on collagens II and III and molecular determinants for collagen IV recognition by DDR1."	"Xu H; Raynal N; Stathopoulos S; Myllyharju J; Farndale RW; Leitinger B"	"2011"	"Matrix biology : journal of the International Society for Matrix Biology"	"https://pubmed.ncbi.nlm.nih.gov/21044884/"	""
"PMCID"	"PMC3110033"	"PMCID:PMC3110033"	"21460247"	"PMC3110033"	"10.1182/blood-2010-09-306928"	"resolved_authoritative_ncbi"	"exact NCBI PMC ID converter PMCID-to-PMID mapping"	"https://www.ncbi.nlm.nih.gov/pmc/utils/idconv/v1.0/"	"Flt-1 regulates vascular endothelial cell migration via a protein tyrosine kinase-7-dependent pathway."	"Lee HK; Chauhan SK; Kay E; Dana R"	"2011"	"Blood"	"https://pubmed.ncbi.nlm.nih.gov/21460247/"	""
"PMCID"	"PMC3141932"	"PMCID:PMC3141932"	"21724987"	"PMC3141932"	"10.1073/pnas.1019434108"	"resolved_authoritative_ncbi"	"exact NCBI PMC ID converter PMCID-to-PMID mapping"	"https://www.ncbi.nlm.nih.gov/pmc/utils/idconv/v1.0/"	"Latrophilin 1 and its endogenous ligand Lasso/teneurin-2 form a high-affinity transsynaptic receptor pair with signaling capabilities."	"Silva JP; Lelianova VG; Ermolyuk YS; Vysokov N; Hitchen PG; Berninghausen O; Rahman MA; Zangrandi A; Fidalgo S; Tonevitsky AG; Dell A; Volynski KE; Ushkaryov YA"	"2011"	"Proceedings of the National Academy of Sciences of the United States of America"	"https://pubmed.ncbi.nlm.nih.gov/21724987/"	""
"PMCID"	"PMC3150962"	"PMCID:PMC3150962"	"20033473"	"PMC3150962"	"10.1007/s11010-009-0355-3"	"resolved_authoritative_ncbi"	"exact NCBI PMC ID converter PMCID-to-PMID mapping"	"https://www.ncbi.nlm.nih.gov/pmc/utils/idconv/v1.0/"	"Cartilage oligomeric matrix protein promotes cell attachment via two independent mechanisms involving CD47 and alphaVbeta3 integrin."	"Rock MJ; Holden P; Horton WA; Cohn DH"	"2010"	"Molecular and cellular biochemistry"	"https://pubmed.ncbi.nlm.nih.gov/20033473/"	""
"PMCID"	"PMC3179320"	"PMCID:PMC3179320"	"20684029"	"PMC3179320"	"10.1002/jbmr.205"	"resolved_authoritative_ncbi"	"exact NCBI PMC ID converter PMCID-to-PMID mapping"	"https://www.ncbi.nlm.nih.gov/pmc/utils/idconv/v1.0/"	"WISP-1/CCN4 regulates osteogenesis by enhancing BMP-2 activity."	"Ono M; Inkson CA; Kilts TM; Young MF"	"2011"	"Journal of bone and mineral research : the official journal of the American Society for Bone and Mineral Research"	"https://pubmed.ncbi.nlm.nih.gov/20684029/"	""
"PMCID"	"PMC3216331"	"PMCID:PMC3216331"	"21708981"	"PMC3216331"	"10.1083/jcb.201011143"	"resolved_authoritative_ncbi"	"exact NCBI PMC ID converter PMCID-to-PMID mapping"	"https://www.ncbi.nlm.nih.gov/pmc/utils/idconv/v1.0/"	"SPARC promotes pericyte recruitment via inhibition of endoglin-dependent TGF-β1 activity."	"Rivera LB; Brekken RA"	"2011"	"The Journal of cell biology"	"https://pubmed.ncbi.nlm.nih.gov/21708981/"	""
"PMCID"	"PMC3235522"	"PMCID:PMC3235522"	"21316586"	"PMC3235522"	"10.1016/j.devcel.2011.01.002"	"resolved_authoritative_ncbi"	"exact NCBI PMC ID converter PMCID-to-PMID mapping"	"https://www.ncbi.nlm.nih.gov/pmc/utils/idconv/v1.0/"	"Vangl2 promotes Wnt/planar cell polarity-like signaling by antagonizing Dvl1-mediated feedback inhibition in growth cone guidance."	"Shafer B; Onishi K; Lo C; Colakoglu G; Zou Y"	"2011"	"Developmental cell"	"https://pubmed.ncbi.nlm.nih.gov/21316586/"	""
"PMCID"	"PMC3271903"	"PMCID:PMC3271903"	"22210111"	"PMC3271903"	"10.1073/pnas.1117220108"	"resolved_authoritative_ncbi"	"exact NCBI PMC ID converter PMCID-to-PMID mapping"	"https://www.ncbi.nlm.nih.gov/pmc/utils/idconv/v1.0/"	"Affinity of talin-1 for the β3-integrin cytosolic domain is modulated by its phospholipid bilayer environment."	"Moore DT; Nygren P; Jo H; Boesze-Battaglia K; Bennett JS; DeGrado WF"	"2012"	"Proceedings of the National Academy of Sciences of the United States of America"	"https://pubmed.ncbi.nlm.nih.gov/22210111/"	""
"PMCID"	"PMC3288805"	"PMCID:PMC3288805"	"22286174"	"PMC3288805"	"10.1038/nn.3040"	"resolved_authoritative_ncbi"	"exact NCBI PMC ID converter PMCID-to-PMID mapping"	"https://www.ncbi.nlm.nih.gov/pmc/utils/idconv/v1.0/"	"Selective control of inhibitory synapse development by Slitrk3-PTPδ trans-synaptic interaction."	"Takahashi H; Katayama K; Sohya K; Miyamoto H; Prasad T; Matsumoto Y; Ota M; Yasuda H; Tsumoto T; Aruga J; Craig AM"	"2012"	"Nature neuroscience"	"https://pubmed.ncbi.nlm.nih.gov/22286174/"	""
"PMCID"	"PMC3291815"	"PMCID:PMC3291815"	"21998326"	"PMC3291815"	"10.1161/CIRCRESAHA.111.247684"	"resolved_authoritative_ncbi"	"exact NCBI PMC ID converter PMCID-to-PMID mapping"	"https://www.ncbi.nlm.nih.gov/pmc/utils/idconv/v1.0/"	"Binding of CD40L to Mac-1's I-domain involves the EQLKKSKTL motif and mediates leukocyte recruitment and atherosclerosis--but does not affect immunity and thrombosis in mice."	"Wolf D; Hohmann JD; Wiedemann A; Bledzka K; Blankenbach H; Marchini T; Gutte K; Zeschky K; Bassler N; Hoppe N; Rodriguez AO; Herr N; Hilgendorf I; Stachon P; Willecke F; Duerschmied D; von zur Muhlen C; Soloviev DA; Zhang L; Bode C; Plow EF; Libby P; Peter K; Zirlik A"	"2011"	"Circulation research"	"https://pubmed.ncbi.nlm.nih.gov/21998326/"	""
"PMCID"	"PMC3361695"	"PMCID:PMC3361695"	"22632726"	"PMC3361695"	"10.1016/j.neuron.2012.03.025"	"resolved_authoritative_ncbi"	"exact NCBI PMC ID converter PMCID-to-PMID mapping"	"https://www.ncbi.nlm.nih.gov/pmc/utils/idconv/v1.0/"	"Optic chiasm presentation of Semaphorin6D in the context of Plexin-A1 and Nr-CAM promotes retinal axon midline crossing."	"Kuwajima T; Yoshida Y; Takegahara N; Petros TJ; Kumanogoh A; Jessell TM; Sakurai T; Mason C"	"2012"	"Neuron"	"https://pubmed.ncbi.nlm.nih.gov/22632726/"	""
"PMCID"	"PMC3402285"	"PMCID:PMC3402285"	"22677557"	"PMC3402285"	"10.1681/ASN.2011111123"	"resolved_authoritative_ncbi"	"exact NCBI PMC ID converter PMCID-to-PMID mapping"	"https://www.ncbi.nlm.nih.gov/pmc/utils/idconv/v1.0/"	"Tissue plasminogen activator activates NF-κB through a pathway involving annexin A2/CD11b and integrin-linked kinase."	"Lin L; Wu C; Hu K"	"2012"	"Journal of the American Society of Nephrology : JASN"	"https://pubmed.ncbi.nlm.nih.gov/22677557/"	""
"PMCID"	"PMC3434516"	"PMCID:PMC3434516"	"22645303"	"PMC3434516"	"10.1128/MCB.00299-12"	"resolved_authoritative_ncbi"	"exact NCBI PMC ID converter PMCID-to-PMID mapping"	"https://www.ncbi.nlm.nih.gov/pmc/utils/idconv/v1.0/"	"Claudin-2 promotes breast cancer liver metastasis by facilitating tumor cell interactions with hepatocytes."	"Tabariès S; Dupuy F; Dong Z; Monast A; Annis MG; Spicer J; Ferri LE; Omeroglu A; Basik M; Amir E; Clemons M; Siegel PM"	"2012"	"Molecular and cellular biology"	"https://pubmed.ncbi.nlm.nih.gov/22645303/"	""
"PMCID"	"PMC3445328"	"PMCID:PMC3445328"	"22836270"	"PMC3445328"	"10.1523/JNEUROSCI.5874-11.2012"	"resolved_authoritative_ncbi"	"exact NCBI PMC ID converter PMCID-to-PMID mapping"	"https://www.ncbi.nlm.nih.gov/pmc/utils/idconv/v1.0/"	"TAG1 regulates the endocytic trafficking and signaling of the semaphorin3A receptor complex."	"Dang P; Smythe E; Furley AJ"	"2012"	"The Journal of neuroscience : the official journal of the Society for Neuroscience"	"https://pubmed.ncbi.nlm.nih.gov/22836270/"	""
"PMCID"	"PMC3593915"	"PMCID:PMC3593915"	"23345436"	"PMC3593915"	"10.1073/pnas.1209881110"	"resolved_authoritative_ncbi"	"exact NCBI PMC ID converter PMCID-to-PMID mapping"	"https://www.ncbi.nlm.nih.gov/pmc/utils/idconv/v1.0/"	"Slitrks control excitatory and inhibitory synapse formation with LAR receptor protein tyrosine phosphatases."	"Yim YS; Kwon Y; Nam J; Yoon HI; Lee K; Kim DG; Kim E; Kim CH; Ko J"	"2013"	"Proceedings of the National Academy of Sciences of the United States of America"	"https://pubmed.ncbi.nlm.nih.gov/23345436/"	""
"PMCID"	"PMC3689943"	"PMCID:PMC3689943"	"23645683"	"PMC3689943"	"10.1074/jbc.M113.451831"	"resolved_authoritative_ncbi"	"exact NCBI PMC ID converter PMCID-to-PMID mapping"	"https://www.ncbi.nlm.nih.gov/pmc/utils/idconv/v1.0/"	"Proteolytic processing regulates placental growth factor activities."	"Hoffmann DC; Willenborg S; Koch M; Zwolanek D; Müller S; Becker AK; Metzger S; Ehrbar M; Kurschat P; Hellmich M; Hubbell JA; Eming SA"	"2013"	"The Journal of biological chemistry"	"https://pubmed.ncbi.nlm.nih.gov/23645683/"	""
"PMCID"	"PMC3707630"	"PMCID:PMC3707630"	"17045821"	"PMC3707630"	"10.1016/j.immuni.2006.08.020"	"resolved_authoritative_ncbi"	"exact NCBI PMC ID converter PMCID-to-PMID mapping"	"https://www.ncbi.nlm.nih.gov/pmc/utils/idconv/v1.0/"	"CD44 is the signaling component of the macrophage migration inhibitory factor-CD74 receptor complex."	"Shi X; Leng L; Wang T; Wang W; Du X; Li J; McDonald C; Chen Z; Murphy JW; Lolis E; Noble P; Knudson W; Bucala R"	"2006"	"Immunity"	"https://pubmed.ncbi.nlm.nih.gov/17045821/"	""
"PMCID"	"PMC3724651"	"PMCID:PMC3724651"	"23744080"	"PMC3724651"	"10.1074/jbc.M112.442731"	"resolved_authoritative_ncbi"	"exact NCBI PMC ID converter PMCID-to-PMID mapping"	"https://www.ncbi.nlm.nih.gov/pmc/utils/idconv/v1.0/"	"Receptor-type protein-tyrosine phosphatase ζ is a functional receptor for interleukin-34."	"Nandi S; Cioce M; Yeung YG; Nieves E; Tesfa L; Lin H; Hsu AW; Halenbeck R; Cheng HY; Gokhan S; Mehler MF; Stanley ER"	"2013"	"The Journal of biological chemistry"	"https://pubmed.ncbi.nlm.nih.gov/23744080/"	""
