regulator	target	old_edge_ids	new_edge_ids	semantic_mapping_status
none_identified	wnt3a -> fzd8 crd + lrp6 e1e4 -> purified ternary complex -> canonical beta-catenin signaling context	M22B-E000779	M22B-E000779	exact_label_relation_match
none_identified	wnt4 -> notch1-associated wnt/beta-catenin program -> c-jun/vegfa/cycd1 and neurorepair outputs	M22B-E000780	M22B-E000780	exact_label_relation_match
none_identified	wnt5a -> fzd5 -> noncanonical/cell-state and endometrial stem-like-cell outputs	M22B-E000781	M22B-E000781	exact_label_relation_match
none_identified	wnt5a -> fzd7 -> abcg2/drug-resistance and survival program	M22B-E000782	M22B-E000782	exact_label_relation_match
none_identified	wnt5a -> ryk -> apoptosis/proliferation response	M22B-E000783	M22B-E000783	exact_label_relation_match
none_identified	wnt5a-fzd5/lrp5-associated wnt/beta-catenin activity -> tcf/lef reporter and active beta-catenin -> emsc proliferation/self-renewal	M22B-E000784	M22B-E000784	exact_label_relation_match
none_identified	wnt5b -> fzd1/lrp6 composite -> beta-catenin stabilization/nuclear translocation -> renal fibroblast activation	M22B-E000785	M22B-E000785	exact_label_relation_match
none_identified	wnt7a -> fzd5 with lrp5 co-receptor context -> beta-catenin stabilization and tcf reporter	M22B-E000786	M22B-E000786	exact_label_relation_match
none_identified	wnt7a -> fzd5-lrp6 receptor context -> beta-catenin stabilization/tcf reporter -> neuronal model response	M22B-E000787	M22B-E000787	exact_label_relation_match
none_identified	wnt7a -> gpr124/fzd4-lrp5 context -> canonical beta-catenin/tcf reporter -> cns angiogenesis and bbb branch	M22B-E000788	M22B-E000788	exact_label_relation_match
none_identified	wnt7a-fzd9 -> g-alpha16/erk5 -> ppargamma and antitumor functional branch; lrp5 composite unresolved	M22B-E000789	M22B-E000789	exact_label_relation_match
none_identified	wnt7a-fzd9 -> g-alpha16/erk5 -> ppargamma and antitumor functional branch; lrp6 composite unresolved	M22B-E000790	M22B-E000790	exact_label_relation_match
none_identified	wnt7b -> fzd1-lrp5 receptor complex -> beta-catenin stabilization/topflash -> lung airway and vascular smooth-muscle development	M22B-E000791	M22B-E000791	exact_label_relation_match
none_identified	wnt7b -> fzd10-lrp5 receptor complex -> beta-catenin stabilization/topflash -> airway and vascular smooth-muscle development	M22B-E000792	M22B-E000792	exact_label_relation_match
none_identified	wnt7b -> gpr124/fzd4-lrp5 context -> canonical beta-catenin/tcf reporter -> cns angiogenesis and bbb branch	M22B-E000793	M22B-E000793	exact_label_relation_match
none_identified	wnt9a-fzd9/fzd9b-lrp6 canonical beta-catenin signaling; egfr-dependent fzd9b phosphorylation and endocytosis; hspc proliferation/emergence	M22B-E000794	M22B-E000794	exact_label_relation_match
none_identified	wnt9b -> fzd5/lrp6-dependent canonical reporter response in nephron progenitor-like cells; exact physical ternary assembly unresolved	M22B-E000795	M22B-E000795	exact_label_relation_match
none_identified	xcl1 -> xcr1 -> gi -> calcium/chemotaxis; xcr1-positive cdc1 recruitment and antigen-specific cd8-positive cytotoxicity	M22B-E000797	M22B-E000797	exact_label_relation_match
none_identified	xwnt8-fzd3 fusion -> lrp6 -> weak beta-catenin/ot reporter output	M22B-E000798	M22B-E000798	exact_label_relation_match
none_identified	xwnt8-fzd5 -> lrp6 -> beta-catenin stabilization/ot reporter -> xenopus axis and neuronal synaptogenesis comparator	M22B-E000799	M22B-E000799	exact_label_relation_match
none_identified	xwnt8-fzd5 fusion -> lrp5 -> weaker beta-catenin/ot reporter output	M22B-E000800	M22B-E000800	exact_label_relation_match
none_identified	xwnt8-fzd6 fusion -> lrp6 -> weak beta-catenin/ot reporter output	M22B-E000801	M22B-E000801	exact_label_relation_match
none_identified	ybx1 regulation/inhibition of notch1 -> bcl2/bcl3 and apoptosis; canonical nicd-rbpj branch not assigned to ybx1	M22B-E000802	M22B-E000802	exact_label_relation_match
notch receptor complex	nicd	M21B-E000054	M21B-E000054	exact_label_relation_match
notch1-dll4 versus notch1-dll1 receptor-ligand signaling	nicd-rbpj/hes transcriptional output	M21B-E000094	M21B-E000094	exact_label_relation_match
npb	npbwr1	M20B-E004342	M20B-E004342	exact_label_relation_match
npff	npffr1	M20B-E004343	M20B-E004343	exact_label_relation_match
npff	npffr2	M20B-E004344	M20B-E004344	exact_label_relation_match
npnt	alpha8beta1 adhesion relay	M23B-E000220	M23B-E000220	exact_label_relation_match
npnt	gdnf expression and kidney morphogenesis	M23B-E001014	M23B-E001014	exact_label_relation_match
npnt	itga8:itgb1	M23B-E000219	M23B-E000219	exact_label_relation_match
npnt complex 1	itga8_itgb1	M20B-E002377	M20B-E002377	exact_label_relation_match
npnt complex 2	itga8_itgb1	M20B-E002378	M20B-E002378	exact_label_relation_match
nppa	npr1	M20B-E004345	M20B-E004345	exact_label_relation_match
nppc	npr2	M20B-E004349	M20B-E004349	exact_label_relation_match
nps	npsr1	M20B-E004356	M20B-E004356	exact_label_relation_match
nptx1	nptxr	M20B-E004362	M20B-E004362	exact_label_relation_match
nptx2	nptxr	M20B-E004363	M20B-E004363	exact_label_relation_match
npvf	npffr1	M20B-E004364	M20B-E004364	exact_label_relation_match
npvf	npffr2	M20B-E004365	M20B-E004365	exact_label_relation_match
npw	npbwr1	M20B-E004369	M20B-E004369	exact_label_relation_match
npy	npy1r	M20B-E004380	M20B-E004380	exact_label_relation_match
npy	npy2r	M20B-E004381	M20B-E004381	exact_label_relation_match
npy	npy5r	M20B-E004382	M20B-E004382	exact_label_relation_match
nr1h4	cyp11a1	M22B-E000287	M22B-E000287	exact_label_relation_match
nr1h4	cyp3a4	M22B-E000288	M22B-E000288	exact_label_relation_match
nr1h4	nr0b2 (shp)	M22B-E000289	M22B-E000289	exact_label_relation_match
nr3c1	cyp11b1	M22B-E000291	M22B-E000291	exact_label_relation_match
nr3c2	cyp11b2	M22B-E000292	M22B-E000292	exact_label_relation_match
nr3c2	mr-dependent skeletal-muscle injury repair and inflammatory microenvironment phenotype	M22B-E000293	M22B-E000293	exact_label_relation_match
nrf2	nrf2/slc7a11 antioxidant program	M22B-E000295	M22B-E000295	exact_label_relation_match
nrg1	itga6:itgb4 plus erbb3	M23B-E000812;M23B-E000813;M23B-E000814	M23B-E000812;M23B-E000813;M23B-E000814	exact_label_relation_match
nrg1	itgav:itgb3 plus erbb3	M23B-E000815;M23B-E000816;M23B-E000817	M23B-E000815;M23B-E000816;M23B-E000817	exact_label_relation_match
nrg2	erbb2_erbb3	M20B-E004385	M20B-E004385	exact_label_relation_match
nrg2	erbb2_erbb4	M20B-E004386	M20B-E004386	exact_label_relation_match
nrxn1	adgrl1	M20B-E001461	M20B-E001461	exact_label_relation_match
nrxn1	adgrl1/cirl1	M23B-E000818;M23B-E000819	M23B-E000818;M23B-E000819	exact_label_relation_match
nrxn1	nlgn1	M20B-E004397	M20B-E004397	exact_label_relation_match
nrxn1	nlgn1-nrxn1 trans-synaptic complex	M23B-E000820;M23B-E000821	M23B-E000820;M23B-E000821	exact_label_relation_match
nrxn1	nlgn2	M20B-E004398	M20B-E004398	exact_label_relation_match
nrxn1	nlgn2-nrxn1beta trans-synaptic complex	M23B-E000822;M23B-E000823	M23B-E000822;M23B-E000823	exact_label_relation_match
nrxn1	nlgn3	M20B-E004399	M20B-E004399	exact_label_relation_match
nrxn1	nlgn3-nrxn1beta trans-synaptic complex	M23B-E000824;M23B-E000825	M23B-E000824;M23B-E000825	exact_label_relation_match
nrxn2	adgrl1	M20B-E001470	M20B-E001470	exact_label_relation_match
nrxn2	adgrl1/cirl1	M23B-E000826;M23B-E000827	M23B-E000826;M23B-E000827	exact_label_relation_match
nrxn2	nlgn1	M20B-E004400	M20B-E004400	exact_label_relation_match
nrxn2	nlgn1-nrxn2beta trans-synaptic complex	M23B-E000828;M23B-E000829	M23B-E000828;M23B-E000829	exact_label_relation_match
nrxn2	nlgn2	M20B-E004401	M20B-E004401	exact_label_relation_match
nrxn2	nlgn3	M20B-E004402	M20B-E004402	exact_label_relation_match
nrxn3	adgrl1	M20B-E001479	M20B-E001479	exact_label_relation_match
ntf3	ntrk2	M20B-E004404	M20B-E004404	exact_label_relation_match
ntf3	ntrk3	M20B-E004405	M20B-E004405	exact_label_relation_match
ntf5	ntrk2	M20B-E004407	M20B-E004407	exact_label_relation_match
ntn1	dcc	M20B-E002232	M20B-E002232	exact_label_relation_match
ntn1	dscam	M20B-E002233	M20B-E002233	exact_label_relation_match
ntn1	mcam	M20B-E004409	M20B-E004409	exact_label_relation_match
ntn1	neo1	M20B-E004410	M20B-E004410	exact_label_relation_match
ntn1	neo1/neogenin	M23B-E000221	M23B-E000221	exact_label_relation_match
ntn1	unc5a	M20B-E002234	M20B-E002234	exact_label_relation_match
ntn1	unc5b	M20B-E002235	M20B-E002235	exact_label_relation_match
ntn1	unc5c	M20B-E002236	M20B-E002236	exact_label_relation_match
ntn1	unc5d	M20B-E004411	M20B-E004411	exact_label_relation_match
ntn1/netrin-1	mcam/cd146	M23B-E000980;M23B-E000981;M23B-E000982	M23B-E000980;M23B-E000981;M23B-E000982	exact_label_relation_match
ntn3	neo1	M20B-E004413	M20B-E004413	exact_label_relation_match
ntn3	neo1-cdon/boc cis complex	M23B-E000222	M23B-E000222	exact_label_relation_match
ntn3	neo1-cdon/boc myogenic differentiation	M23B-E000244	M23B-E000244	exact_label_relation_match
ntn4	dcc	M20B-E004414	M20B-E004414	exact_label_relation_match
ntn4	neo1-unc5b complex	M23B-E000223	M23B-E000223	exact_label_relation_match
ntn4	src/fak/pi3k-akt-erk relay	M23B-E000224	M23B-E000224	exact_label_relation_match
ntn4	unc5b	M20B-E002380	M20B-E002380	exact_label_relation_match
ntn4	unc5d	M20B-E002381	M20B-E002381	exact_label_relation_match
ntng1	lrrc4c	M20B-E004416	M20B-E004416	exact_label_relation_match
ntng1	lrrc4c/ngl-1	M23B-E000830;M23B-E000831	M23B-E000830;M23B-E000831	exact_label_relation_match
ntng2	lrrc4	M20B-E004417	M20B-E004417	exact_label_relation_match
ntng2	lrrc4/ngl-2	M23B-E000832;M23B-E000833	M23B-E000832;M23B-E000833	exact_label_relation_match
nts	ntsr1	M20B-E004422	M20B-E004422	exact_label_relation_match
nts	ntsr2	M20B-E004423	M20B-E004423	exact_label_relation_match
nts	sort1	M20B-E004424	M20B-E004424	exact_label_relation_match
nxph1	nrxn1	M20B-E004426	M20B-E004426	exact_label_relation_match
nxph1	nrxn2	M20B-E004427	M20B-E004427	exact_label_relation_match
nxph3	nrxn1	M20B-E004429	M20B-E004429	exact_label_relation_match
nxph3	nrxn2	M20B-E004430	M20B-E004430	exact_label_relation_match
oca-b/oct-2	igg1 3-prime-igh enhancer	M22B-E000296	M22B-E000296	exact_label_relation_match
osm	il6st_lifr	M20B-E004439	M20B-E004439	exact_label_relation_match
osm	il6st_osmr	M20B-E004440	M20B-E004440	exact_label_relation_match
ostn	npr3	M20B-E004441	M20B-E004441	exact_label_relation_match
ovol2	cdh2	unknown	PTF-EDGE-20B-001278;PTF-EDGE-23B-000241	unresolved_no_counterpart
oxt	avpr1a	M20B-E004442	M20B-E004442	exact_label_relation_match
oxt	avpr1b	M20B-E004443	M20B-E004443	exact_label_relation_match
oxt	avpr2	M20B-E004444	M20B-E004444	exact_label_relation_match
oxt	oxtr	M20B-E004445	M20B-E004445	exact_label_relation_match
p2x7r	microglial/gliotic inflammation	M24B-E000005	M24B-E000005	exact_label_relation_match
p2y12r	cd39/cd73-adenosine-a1r relay	M24B-E000006	M24B-E000006	exact_label_relation_match
p2y12r/adenosine	pink1/parkin/lc3 neuronal mitophagy	M24B-E000007	M24B-E000007	exact_label_relation_match
pacap/adcyap1	adcyap1r1/pac1	M23B-E000097	M23B-E000097	exact_label_relation_match
pacap/adcyap1	adcyap1r1/pac1-plc/pkc/src-erk relay	M23B-E000098	M23B-E000098	exact_label_relation_match
pacap/adcyap1	pac1-erk/creb neuritogenesis/excitability	M23B-E000099	M23B-E000099	exact_label_relation_match
pacap/adcyap1	sctr	M23B-E000100	M23B-E000100	exact_label_relation_match
pacap/adcyap1	vpac1-camp/erk context	M23B-E000101	M23B-E000101	exact_label_relation_match
pacap/adcyap1	vpac2-pka/erk neuronal function	M23B-E000102	M23B-E000102	exact_label_relation_match
pcdhgc3	endothelial barrier	M24B-E000100	M24B-E000100	exact_label_relation_match
pcsk9	aplp2	M20B-E004450	M20B-E004450	exact_label_relation_match
pcsk9	cd36	M20B-E004451	M20B-E004451	exact_label_relation_match
pcsk9	cd81	M20B-E004452	M20B-E004452	exact_label_relation_match
pcsk9	ldlr	M20B-E004453	M20B-E004453	exact_label_relation_match
pcsk9	lrp8	M20B-E004455	M20B-E004455	exact_label_relation_match
pdcd1lg2	pdcd1	M20B-E004459	M20B-E004459	exact_label_relation_match
pdgf receptor complex	pi3k	M21B-E000047	M21B-E000047	exact_label_relation_match
pdgf-a signaling	erk-dependent oligodendrocyte progenitor migration	M21B-E000085	M21B-E000085	exact_label_relation_match
pdgfb	alphavbeta3/pdgfrb focal adhesion function	M23B-E000225	M23B-E000225	exact_label_relation_match
pdgfb	lrp1-pdgfrb endosomal complex	M23B-E000226	M23B-E000226	exact_label_relation_match
pdgfb	src/erk/akt endosomal relay	M23B-E000227	M23B-E000227	exact_label_relation_match
pdgfb/pdgfd-pdgfr-beta signaling	fibrotic scar formation after sci	M21B-E000097	M21B-E000097	exact_label_relation_match
pdgfr-beta receptor complex	mapk1/mapk3	M21B-E000084	M21B-E000084	exact_label_relation_match
pdgfr-beta receptor complex	src	M21B-E000083	M21B-E000083	exact_label_relation_match
pdpn	clec1b	M20B-E004472	M20B-E004472	exact_label_relation_match
pdpn	clec1b/clec-2	M23B-E000119;M23B-E000228	M23B-E000119;M23B-E000228	exact_label_relation_match
pdpn	src-syk-lat-plcgamma2 relay	M23B-E000229	M23B-E000229	exact_label_relation_match
pea3	col1a1-ddr2-jak2/erk1/2-pea3 collagen-response program	M22B-E000297	M22B-E000297	exact_label_relation_match
pea3	collagen-i-ddr2-associated lung-fibroblast matrix-remodeling phenotype	M22B-E000298	M22B-E000298	exact_label_relation_match
pea3	ddr1 promoter	M22B-E000299	M22B-E000299	exact_label_relation_match
pecam1	alphavbeta3 integrin	M23B-E000008	M23B-E000008	exact_label_relation_match
periostin	pericyte-macrophage fibrotic scar interaction	M23B-E000175	M23B-E000175	exact_label_relation_match
perivascular col1a1-positive fibroblast	ecm scar	M23B-E000176	M23B-E000176	exact_label_relation_match
pgd2-ptgds	ptgdr	M20B-E001576	M20B-E001576	exact_label_relation_match
pgd2-ptgds	ptgdr2	M20B-E001577	M20B-E001577	exact_label_relation_match
pge2	ep2	M24B-E000067	M24B-E000067	exact_label_relation_match
pge2	ep4	M24B-E000068	M24B-E000068	exact_label_relation_match
pglyrp1	trem1	M20B-E004502	M20B-E004502	exact_label_relation_match
pianp/panp	pilra	M24B-E000120	M24B-E000120	exact_label_relation_match
pigf	flt1	M20B-E004506	M20B-E004506	exact_label_relation_match
pla2g10	pla2r1	M20B-E004510	M20B-E004510	exact_label_relation_match
plat/tpa	annexina2-mac1 complex	M23B-E000234	M23B-E000234	exact_label_relation_match
plat/tpa	mac1 inflammatory migration	M23B-E000235	M23B-E000235	exact_label_relation_match
plau	alphambeta2 integrin	M23B-E000009	M23B-E000009	exact_label_relation_match
plau	plaur	M20B-E004521	M20B-E004521	exact_label_relation_match
plau/upa	integrin/egfr-src/fak-rac-erk relay	M23B-E000238	M23B-E000238	exact_label_relation_match
plau/upa	itga5	M23B-E000834;M23B-E000835	M23B-E000834;M23B-E000835	exact_label_relation_match
plau/upa	itgb5	M23B-E000838	M23B-E000838	exact_label_relation_match
plau/upa	plaur-beta1 integrin complexes	M23B-E000237	M23B-E000237	exact_label_relation_match
plau/upa	plaur-upar-itga3:itgb1 complex	M23B-E000236	M23B-E000236	exact_label_relation_match
plau/upa	plaur/upar-mac-1 (itgam:itgb2)	M23B-E000836;M23B-E000837	M23B-E000836;M23B-E000837	exact_label_relation_match
plg	igf2r	M20B-E004530	M20B-E004530	exact_label_relation_match
plg	plgrkt	M20B-E004537	M20B-E004537	exact_label_relation_match
plg/plasminogen	plgrkt	M23B-E000839;M23B-E000840	M23B-E000839;M23B-E000840	exact_label_relation_match
plgf	flt1/vegfr1	M23B-E000230	M23B-E000230	exact_label_relation_match
plgf	pi3k-akt/erk/fak endothelial relay	M23B-E000231	M23B-E000231	exact_label_relation_match
plgf-2	fak/mapk migration relay	M23B-E000233	M23B-E000233	exact_label_relation_match
plgf-2	nrp1	M23B-E000232	M23B-E000232	exact_label_relation_match
pltp	abca1	M20B-E004538	M20B-E004538	exact_label_relation_match
pnoc	oprl1	M20B-E004547	M20B-E004547	exact_label_relation_match
postn	alphavbeta3-fak/akt macrophage migration relay	M23B-E000010	M23B-E000010	exact_label_relation_match
postn-associated state	fibrotic scar formation and inflammatory function	M23B-E000011	M23B-E000011	exact_label_relation_match
postn/periostin	itgav:itgb3-fak function	M23B-E000239	M23B-E000239	exact_label_relation_match
postn/periostin	itgav:itgb5-ilk/fak function	M23B-E000240	M23B-E000240	exact_label_relation_match
pparalpha	pparα lipid-metabolism program	M22B-E000300	M22B-E000300	exact_label_relation_match
prl	prlr	M20B-E004583	M20B-E004583	exact_label_relation_match
prlh	prlhr	M20B-E004584	M20B-E004584	exact_label_relation_match
proc	procr	M20B-E004588	M20B-E004588	exact_label_relation_match
procr	hsp90aa1	M23B-E000245	M23B-E000245	exact_label_relation_match
prok1	prokr1	M20B-E004591;M23B-E000246	M20B-E004591;M23B-E000246	exact_label_relation_match
prok1	prokr2	M20B-E004592	M20B-E004592	exact_label_relation_match
prok2	prokr1	M20B-E004593	M20B-E004593	exact_label_relation_match
prok2	prokr2	M20B-E004594	M20B-E004594	exact_label_relation_match
pros1	axl	M20B-E004595	M20B-E004595	exact_label_relation_match
pros1	mertk	M20B-E004596	M20B-E004596	exact_label_relation_match
pros1	tyro3	M20B-E004597	M20B-E004597	exact_label_relation_match
psap	gpr37	M20B-E004605	M20B-E004605	exact_label_relation_match
psap	gpr37l1	M20B-E004606	M20B-E004606	exact_label_relation_match
psap	sort1	M20B-E004608	M20B-E004608	exact_label_relation_match
pth	lrp6	M20B-E004629	M20B-E004629	exact_label_relation_match
pth	pth1r	M20B-E004630	M20B-E004630	exact_label_relation_match
pth	pth2r	M20B-E004631	M20B-E004631	exact_label_relation_match
pth2	pth1r	M20B-E004641	M20B-E004641	exact_label_relation_match
pth2	pth2r	M20B-E004642	M20B-E004642	exact_label_relation_match
pthlh	pth1r	M20B-E004653	M20B-E004653	exact_label_relation_match
pthlh	pth2r	M20B-E004654	M20B-E004654	exact_label_relation_match
ptn	alk	M20B-E004659	M20B-E004659	exact_label_relation_match
ptn	itgav:itgb3/ptprz1	M23B-E000247	M23B-E000247	exact_label_relation_match
ptn	itgav_itgb3	M20B-E004661	M20B-E004661	exact_label_relation_match
ptn	ptprz1	M20B-E004666;M23B-E000248	M20B-E004666;M23B-E000248	exact_label_relation_match
ptn	sdc3	M23B-E000249	M23B-E000249	exact_label_relation_match
ptprd	il1rap	M24B-E000121	M24B-E000121	exact_label_relation_match
ptprs	ntrk3	M23B-E000841;M23B-E000842;M23B-E000843	M23B-E000841;M23B-E000842;M23B-E000843	exact_label_relation_match
pyy	npy1r	M20B-E004680;M23B-E000250	M20B-E004680;M23B-E000250	exact_label_relation_match
pyy	npy2r	M20B-E004681	M20B-E004681	exact_label_relation_match
pyy	npy5r	M20B-E004682	M20B-E004682	exact_label_relation_match
qrfp	qrfpr	M20B-E004685	M20B-E004685	exact_label_relation_match
rarg	aldh1a3-generated atra-rarg craniofacial developmental program	M22B-E000304	M22B-E000304	exact_label_relation_match
rarres2	cmklr1	M20B-E004687	M20B-E004687	exact_label_relation_match
rbp4	stra6	M20B-E004689	M20B-E004689	exact_label_relation_match
rbpj/csl	hes1	M22B-E000307	M22B-E000307	exact_label_relation_match
rbpj/csl	notch-presenilin-dependent progenitor differentiation and neurodevelopmental phenotype	M22B-E000308	M22B-E000308	exact_label_relation_match
rbpj/csl	psen1-dependent notch1-4-rbpj/csl progenitor maintenance and differentiation program	M22B-E000309	M22B-E000309	exact_label_relation_match
rela	alpha7-nachr-nf-kb/rela-ngf inflammatory program	M22B-E000320	M22B-E000320	exact_label_relation_match
rela	anchorage-independent epithelial survival phenotype	M22B-E000321	M22B-E000321	exact_label_relation_match
rela	fas target gene	M22B-E000310	M22B-E000310	exact_label_relation_match
rela	laminin-332-itga6/itgb4 nf-kb epithelial survival and migration program	M22B-E000322	M22B-E000322	exact_label_relation_match
rela	mmp9-neu1-nmbr-tlr9-myd88-nf-kappab inflammatory program	M22B-E000311	M22B-E000311	exact_label_relation_match
rela	mmp9-tlr9-associated macrophage inflammatory cytokine phenotype	M22B-E000312	M22B-E000312	exact_label_relation_match
rela	notch1 target gene	M22B-E000313	M22B-E000313	exact_label_relation_match
rela	pros1-axl-associated mesenchymal glioblastoma growth and immune-microenvironment phenotype	M22B-E000315	M22B-E000315	exact_label_relation_match
rela	pros1-axl-nf-kappab or rela mesenchymal-glioblastoma program	M22B-E000314	M22B-E000314	exact_label_relation_match
rela	s100a1-tlr4-associated cardiac fibroblast immunomodulation and myocardial-repair phenotype	M22B-E000317	M22B-E000317	exact_label_relation_match
rela	s100a1-tlr4-myd88-nf-kb inflammatory fibroblast program	M22B-E000316	M22B-E000316	exact_label_relation_match
rela	slurp1-chrna7 calcium-kinase-nf-kb inflammatory epithelial program	M22B-E000318	M22B-E000318	exact_label_relation_match
rela	slurp1-chrna7-associated epithelial growth and corneal angiogenic-inflammation phenotype	M22B-E000319	M22B-E000319	exact_label_relation_match
rela/p65	il6 inflammatory target gene	M22B-E000329	M22B-E000329	exact_label_relation_match
rela/p65	saa1-tlr2-associated myotube atrophy phenotype	M22B-E000330	M22B-E000330	exact_label_relation_match
rela/p65	tlr4-rela inflammatory nf-kb program	M22B-E000331	M22B-E000331	exact_label_relation_match
rela/p65	tlr4-rela inflammatory target module including ccl3,il23a,tnf,il1b	M22B-E000332	M22B-E000332	exact_label_relation_match
rela;relb	ltbr-rela/relb canonical-to-alternative nf-kb program	M22B-E000333	M22B-E000333	exact_label_relation_match
rela;relb	secondary lymphoid organ microarchitecture phenotype	M22B-E000335	M22B-E000335	exact_label_relation_match
relb	ltb;tnfrsf9	M22B-E000336	M22B-E000336	exact_label_relation_match
relb	pcb/pc target gene	M22B-E000343	M22B-E000343	exact_label_relation_match
reln	alpha3beta1 integrin	M23B-E000012	M23B-E000012	exact_label_relation_match
reln	dab1-associated neuron-glia migration	M23B-E000013	M23B-E000013	exact_label_relation_match
reln	itga3_itgb1	M20B-E002237	M20B-E002237	exact_label_relation_match
reln	lrp8	M23B-E000251	M23B-E000251	exact_label_relation_match
reln	neuronal migration and cortical lamination	M23B-E001015	M23B-E001015	exact_label_relation_match
reln	vldlr	M23B-E000252	M23B-E000252	exact_label_relation_match
ren1	atp6ap2	M20B-E004690	M20B-E004690	exact_label_relation_match
resolvin d1	gpr32/drv1	M24B-E000135	M24B-E000135	exact_label_relation_match
retn	cap1	M20B-E004691	M20B-E004691	exact_label_relation_match
retn/resistin	inflammatory cytokine output	M24B-E000079	M24B-E000079	exact_label_relation_match
retn/resistin	myd88/mapk/nfkb	M24B-E000078	M24B-E000078	exact_label_relation_match
retn/resistin	tlr4/md2/cd14	M24B-E000077	M24B-E000077	exact_label_relation_match
rgma	neo1	M20B-E004696;M23B-E000253	M20B-E004696;M23B-E000253	exact_label_relation_match
rgmb	neo1	M20B-E004700	M20B-E004700	exact_label_relation_match
rln1	rxfp1	M20B-E004706	M20B-E004706	exact_label_relation_match
rln3	rxfp1	M20B-E004721	M20B-E004721	exact_label_relation_match
rln3	rxfp3	M20B-E004723	M20B-E004723	exact_label_relation_match
rln3	rxfp4	M20B-E004724	M20B-E004724	exact_label_relation_match
rps19	c5ar1	M20B-E004727	M20B-E004727	exact_label_relation_match
rspo1	lgr4	M20B-E004728	M20B-E004728	exact_label_relation_match
rspo1	lgr5	M20B-E004729	M20B-E004729	exact_label_relation_match
rspo1	lgr6	M20B-E004730	M20B-E004730	exact_label_relation_match
rspo1	lrp6	M20B-E004731	M20B-E004731	exact_label_relation_match
rspo1	rnf43	M20B-E004732	M20B-E004732	exact_label_relation_match
rspo1	znrf3	M20B-E004733	M20B-E004733	exact_label_relation_match
rspo2	lgr4	M20B-E004734	M20B-E004734	exact_label_relation_match
rspo2	lgr5	M20B-E004735	M20B-E004735	exact_label_relation_match
rspo2	lgr6	M20B-E004736	M20B-E004736	exact_label_relation_match
rspo2	rnf43	M20B-E004737	M20B-E004737	exact_label_relation_match
rspo2	znrf3	M20B-E004738	M20B-E004738	exact_label_relation_match
rspo3	lgr4	M20B-E004739	M20B-E004739	exact_label_relation_match
rspo3	lgr5	M20B-E004740	M20B-E004740	exact_label_relation_match
rspo3	lgr6	M20B-E004741	M20B-E004741	exact_label_relation_match
rspo3	rnf43	M20B-E004743	M20B-E004743	exact_label_relation_match
rspo3	sdc4	M20B-E004744	M20B-E004744	exact_label_relation_match
rspo3	znrf3	M20B-E004745	M20B-E004745	exact_label_relation_match
rspo4	lgr6	M20B-E004750	M20B-E004750	exact_label_relation_match
rspo4	rnf43	M20B-E004751	M20B-E004751	exact_label_relation_match
rspo4	znrf3	M20B-E004752	M20B-E004752	exact_label_relation_match
rtn4	ngfr	M20B-E004756	M20B-E004756	exact_label_relation_match
rtn4	rtn4r	M20B-E004757	M20B-E004757	exact_label_relation_match
rtn4	s1pr2	M20B-E004759	M20B-E004759	exact_label_relation_match
rtn4r/nogo receptor	adgrb1	M23B-E000844;M23B-E000845	M23B-E000844;M23B-E000845	exact_label_relation_match
runx2	edil3-integrin-erk-runx2 osteoblast-differentiation program	M22B-E000341	M22B-E000341	exact_label_relation_match
rvd1	anti-inflammatory/regenerative outcome	M24B-E000012	M24B-E000012	exact_label_relation_match
rvd1	fpr2/alx	M24B-E000069	M24B-E000069	exact_label_relation_match
rvd1/17(r)-rvd1	spinal inflammatory pain and tnf release	M24B-E000151	M24B-E000151	exact_label_relation_match
rvd3	inflammatory resolution and neuroprotection	M24B-E000011	M24B-E000011	exact_label_relation_match
ryk in astrocytes	astrocyte scar-border formation and wound healing after sci	M21B-E000100	M21B-E000100	exact_label_relation_match
s100a1	tlr4	M20B-E004764	M20B-E004764	exact_label_relation_match
s100a4	erbb3	M20B-E004772	M20B-E004772	exact_label_relation_match
s100a8-associated damp signal	tlr4-erk/nf-kb inflammatory injury	M24B-E000017	M24B-E000017	exact_label_relation_match
s100a8-containing preparation	itgam:itgb2 (mac-1)	M23B-E000846	M23B-E000846	exact_label_relation_match
s100a9-containing preparation	itgam:itgb2 (mac-1)	M23B-E000847	M23B-E000847	exact_label_relation_match
s100b	ager/rage	M24B-E000101	M24B-E000101	exact_label_relation_match
saa1	cd36	M20B-E004781	M20B-E004781	exact_label_relation_match
saa1	fpr2	M20B-E004783	M20B-E004783	exact_label_relation_match
saa1	tlr2/md2/nfkb/mapk	M24B-E000102	M24B-E000102	exact_label_relation_match
saa1	tlr4/md2	M24B-E000103	M24B-E000103	exact_label_relation_match
saa2	fpr2	M20B-E004790	M20B-E004790	exact_label_relation_match
saa2	tlr2	M20B-E004794	M20B-E004794	exact_label_relation_match
saa3	tlr4/md2/myd88/p38/nfkb	M24B-E000104	M24B-E000104	exact_label_relation_match
scube2	kdr	M20B-E004801	M20B-E004801	exact_label_relation_match
sdc2	ptprj	M23B-E000254	M23B-E000254	exact_label_relation_match
sectm1a	cd7	M20B-E004803	M20B-E004803	exact_label_relation_match
sele	glg1	M23B-E000255	M23B-E000255	exact_label_relation_match
sele/e-selectin	cd44	M23B-E000851;M23B-E000852;M23B-E000853	M23B-E000851;M23B-E000852;M23B-E000853	exact_label_relation_match
