review_queue_rank	priority_band	route_status	queue_key	promotion_id	regulator_key	regulator_symbol	raw_tf_symbol	target_symbol	species_scope	module_count	module_assignments	target_graph_modules	module_routes	module_row_count	evidence_weight_tier	evidence_weight_rank	evidence_tier_basis	source_registries	source_record_ids	review_ids	primary_citations	regulator_role_class	canonical_role_status	mechanism_evidence_type	mechanism_evidence_definition	context_level_regulator	context_level_target	context_level_exact_pair	context_evidence_scope	context_promotion_lane	context_review_status	context_review_basis
85	C2_canonical_single_module:90	module_routed	arnt2|actr2|mouse	public_tf_comprehensive_133	arnt2	ARNT2	Arnt2	Actr2	mouse	1	20B	20B	20B_target_interaction	1	C_tflink_source_table_only	1	promoted overlay evidence tier	TFLink	tflink:mouse:000856:ade019945ee8	tflink_source_arnt2_actr2_mouse_tflink_mouse_000856_ade019945ee8	https://pubmed.ncbi.nlm.nih.gov/27924024/	canonical_sequence_specific_tf	canonical_tf	direct_sequence_specific_tf_binding	Sequence-specific TF binding or occupancy at the target regulatory locus is the proposed mechanism.	L3_spinal_cord_tissue_context	L2_CNS_context	L0_no_context_evidence	component_only	sci_relevant_component_context	adjudicated_context_overlay_applied	Mouse ARNT2 was localized to neurons and glia in healthy spinal cord in an experimental CNS inflammatory-disease study, establishing spinal-cord-tissue regulator-component context; the study was not an SCI model. Mouse Actr2 was independently measured in the mouse brain atlas, establishing CNS target-component context. No ARNT2-to-Actr2 context was established; the exact pair remains L0.
86	C2_canonical_single_module:90	module_routed	ascl2|ackr2|human	public_tf_comprehensive_142	ascl2	ASCL2	ASCL2	ACKR2	human	1	20B	20B	20B_target_interaction	1	C_tflink_source_table_only	1	promoted overlay evidence tier	TFLink	tflink:human:001045:0be97b935eac	tflink_source_ascl2_ackr2_human_tflink_human_001045_0be97b935eac	https://pubmed.ncbi.nlm.nih.gov/27924024/	canonical_sequence_specific_tf	canonical_tf	direct_sequence_specific_tf_binding	Sequence-specific TF binding or occupancy at the target regulatory locus is the proposed mechanism.	L1_non_CNS_context	L1_non_CNS_context	L0_no_context_evidence	component_only	sci_relevant_component_context	adjudicated_context_overlay_applied	Human ASCL2 was functionally studied in human trophoblast stem-cell differentiation and loss-of-function models, establishing non-CNS regulator-component context. Human ACKR2 was independently measured in human peripheral blood leukocyte subsets, establishing non-CNS target-component context. No ASCL2-to-ACKR2 context was established; the exact pair remains L0.
87	C2_canonical_single_module:90	module_routed	ascl2|ackr3|human	public_tf_comprehensive_143	ascl2	ASCL2	ASCL2	ACKR3	human	1	20B	20B	20B_target_interaction	1	C_tflink_source_table_only	1	promoted overlay evidence tier	TFLink	tflink:human:001045:0be97b935eac	tflink_source_ascl2_ackr3_human_tflink_human_001045_0be97b935eac	https://pubmed.ncbi.nlm.nih.gov/27924024/	canonical_sequence_specific_tf	canonical_tf	direct_sequence_specific_tf_binding	Sequence-specific TF binding or occupancy at the target regulatory locus is the proposed mechanism.	L1_non_CNS_context	L3_spinal_cord_tissue_context	L0_no_context_evidence	component_only	sci_relevant_component_context	adjudicated_context_overlay_applied	Human ASCL2 was functionally studied in human trophoblast stem-cell differentiation and loss-of-function models, establishing non-CNS regulator-component context. Human ACKR3 was independently measured in human spinal-cord tissue in the Human Protein Atlas brain/spinal-cord RNA-seq resource, establishing spinal-cord-tissue target-component context. No ASCL2-to-ACKR3 context was established; the exact pair remains L0.
88	C2_canonical_single_module:90	module_routed	ascl2|ackr4|mouse	public_tf_comprehensive_144	ascl2	ASCL2	Ascl2	Ackr4	mouse	1	20B	20B	20B_target_interaction	1	C_tflink_source_table_only	1	promoted overlay evidence tier	TFLink	tflink:mouse:000953:3231da0bbb17	tflink_source_ascl2_ackr4_mouse_tflink_mouse_000953_3231da0bbb17	https://pubmed.ncbi.nlm.nih.gov/27924024/	canonical_sequence_specific_tf	canonical_tf	direct_sequence_specific_tf_binding	Sequence-specific TF binding or occupancy at the target regulatory locus is the proposed mechanism.	L1_non_CNS_context	L1_non_CNS_context	L0_no_context_evidence	component_only	sci_relevant_component_context	adjudicated_context_overlay_applied	Mouse Ascl2 was functionally studied in trophoblast and intestinal stem-cell models, establishing non-CNS regulator-component context. Mouse Ackr4/CCRL1 was independently localized and functionally studied in thymic epithelial microenvironments, establishing non-CNS target-component context. No Ascl2-to-Ackr4 context was established; the exact pair remains L0.
89	C2_canonical_single_module:90	module_routed	ascl2|actr2|human	public_tf_comprehensive_145	ascl2	ASCL2	ASCL2	ACTR2	human	1	20B	20B	20B_target_interaction	1	C_tflink_source_table_only	1	promoted overlay evidence tier	TFLink	tflink:human:001045:0be97b935eac	tflink_source_ascl2_actr2_human_tflink_human_001045_0be97b935eac	https://pubmed.ncbi.nlm.nih.gov/27924024/	canonical_sequence_specific_tf	canonical_tf	direct_sequence_specific_tf_binding	Sequence-specific TF binding or occupancy at the target regulatory locus is the proposed mechanism.	L1_non_CNS_context	L3_spinal_cord_tissue_context	L0_no_context_evidence	component_only	sci_relevant_component_context	adjudicated_context_overlay_applied	Human ASCL2 was functionally studied in human trophoblast stem-cell differentiation and loss-of-function models, establishing non-CNS regulator-component context. Human ACTR2 was independently measured in human spinal-cord tissue in the Human Protein Atlas brain/spinal-cord RNA-seq resource, establishing spinal-cord-tissue target-component context. No ASCL2-to-ACTR2 context was established; the exact pair remains L0.
90	C2_canonical_single_module:90	module_routed	ascl2|actr2|mouse	public_tf_comprehensive_146	ascl2	ASCL2	Ascl2	Actr2	mouse	1	20B	20B	20B_target_interaction	1	C_tflink_source_table_only	1	promoted overlay evidence tier	TFLink	tflink:mouse:000953:3231da0bbb17	tflink_source_ascl2_actr2_mouse_tflink_mouse_000953_3231da0bbb17	https://pubmed.ncbi.nlm.nih.gov/27924024/	canonical_sequence_specific_tf	canonical_tf	direct_sequence_specific_tf_binding	Sequence-specific TF binding or occupancy at the target regulatory locus is the proposed mechanism.	L1_non_CNS_context	L2_CNS_context	L0_no_context_evidence	component_only	sci_relevant_component_context	adjudicated_context_overlay_applied	Mouse Ascl2 was functionally studied in trophoblast and intestinal stem-cell models, establishing non-CNS regulator-component context. Mouse Actr2 was independently measured in the mouse brain atlas, establishing CNS target-component context. No Ascl2-to-Actr2 context was established; the exact pair remains L0.
91	C2_canonical_single_module:90	module_routed	ascl2|adam17|mouse	public_tf_comprehensive_148	ascl2	ASCL2	Ascl2	Adam17	mouse	1	20B	20B	20B_target_interaction	1	C_tflink_source_table_only	1	promoted overlay evidence tier	TFLink	tflink:mouse:000953:3231da0bbb17	tflink_source_ascl2_adam17_mouse_tflink_mouse_000953_3231da0bbb17	https://pubmed.ncbi.nlm.nih.gov/27924024/	canonical_sequence_specific_tf	canonical_tf	direct_sequence_specific_tf_binding	Sequence-specific TF binding or occupancy at the target regulatory locus is the proposed mechanism.	L1_non_CNS_context	L4_SCI_context	L0_no_context_evidence	component_only	sci_relevant_component_context	adjudicated_context_overlay_applied	Mouse Ascl2 was functionally studied in trophoblast and intestinal stem-cell models, establishing non-CNS regulator-component context. Mouse Adam17 was independently studied in spinal cord injury models, where its deficiency or inhibition altered microglial responses and functional recovery, establishing SCI target-component context. No Ascl2-to-Adam17 context was established; the exact pair remains L0.
92	C2_canonical_single_module:90	module_routed	ascl2|adam9|mouse	public_tf_comprehensive_149	ascl2	ASCL2	Ascl2	Adam9	mouse	1	20B	20B	20B_target_interaction	1	C_tflink_source_table_only	1	promoted overlay evidence tier	TFLink	tflink:mouse:000953:3231da0bbb17	tflink_source_ascl2_adam9_mouse_tflink_mouse_000953_3231da0bbb17	https://pubmed.ncbi.nlm.nih.gov/27924024/	canonical_sequence_specific_tf	canonical_tf	direct_sequence_specific_tf_binding	Sequence-specific TF binding or occupancy at the target regulatory locus is the proposed mechanism.	L0_no_context_evidence	L2_CNS_context	L0_no_context_evidence	target_only	sci_relevant_component_context	adjudicated_context_overlay_applied	Mouse Ascl2 has no qualifying CNS context in the reviewed evidence. Mouse Adam9/MDC9 was independently documented in brain and developing spinal-cord-associated tissue, establishing CNS target-component context; the study was developmental and not SCI. No Ascl2-to-Adam9 context was established; the exact pair remains L0.
93	C2_canonical_single_module:90	module_routed	ascl2|ada|human	public_tf_comprehensive_147	ascl2	ASCL2	ASCL2	ADA	human	1	20B	20B	20B_target_interaction	1	C_tflink_source_table_only	1	promoted overlay evidence tier	TFLink	tflink:human:001045:0be97b935eac	tflink_source_ascl2_ada_human_tflink_human_001045_0be97b935eac	https://pubmed.ncbi.nlm.nih.gov/27924024/	canonical_sequence_specific_tf	canonical_tf	direct_sequence_specific_tf_binding	Sequence-specific TF binding or occupancy at the target regulatory locus is the proposed mechanism.	L0_no_context_evidence	L3_spinal_cord_tissue_context	L0_no_context_evidence	target_only	sci_relevant_component_context	adjudicated_context_overlay_applied	Human ASCL2 has no qualifying CNS context in the reviewed evidence. Human ADA was independently measured in human spinal-cord tissue in the Human Protein Atlas, establishing spinal-cord-tissue target-component context. No ASCL2-to-ADA context was established; the exact pair remains L0.
94	C2_canonical_single_module:90	module_routed	barx1|adm|human	public_tf_comprehensive_192	barx1	BARX1	BARX1	ADM	human	1	20B	20B	20B_target_interaction	1	C_tflink_source_table_only	1	promoted overlay evidence tier	TFLink	tflink:human:001381:b79bd74fcea5	tflink_source_barx1_adm_human_tflink_human_001381_b79bd74fcea5	https://pubmed.ncbi.nlm.nih.gov/27924024/	canonical_sequence_specific_tf	canonical_tf	direct_sequence_specific_tf_binding	Sequence-specific TF binding or occupancy at the target regulatory locus is the proposed mechanism.	L2_CNS_context	L2_CNS_context	L0_no_context_evidence	component_only	sci_relevant_component_context	adjudicated_context_overlay_applied	Human BARX1 was independently profiled in the human brain atlas, establishing CNS regulator-component context. Human ADM/adrenomedullin was independently measured throughout the human brain, establishing CNS target-component context. No BARX1-to-ADM context was established; the exact pair remains L0.
95	C2_canonical_single_module:90	module_routed	barx1|areg|human	public_tf_comprehensive_195	barx1	BARX1	BARX1	AREG	human	1	20B	20B	20B_target_interaction	1	C_tflink_source_table_only	1	promoted overlay evidence tier	TFLink	tflink:human:001381:b79bd74fcea5	tflink_source_barx1_areg_human_tflink_human_001381_b79bd74fcea5	https://pubmed.ncbi.nlm.nih.gov/27924024/	canonical_sequence_specific_tf	canonical_tf	direct_sequence_specific_tf_binding	Sequence-specific TF binding or occupancy at the target regulatory locus is the proposed mechanism.	L2_CNS_context	L3_spinal_cord_tissue_context	L0_no_context_evidence	component_only	sci_relevant_component_context	adjudicated_context_overlay_applied	Human BARX1 was independently profiled in the human brain atlas, establishing CNS regulator-component context. Human AREG was independently measured in human spinal-cord tissue in the Human Protein Atlas, establishing spinal-cord-tissue target-component context. No BARX1-to-AREG context was established; the exact pair remains L0.
96	C2_canonical_single_module:90	module_routed	bhlha15|abca1|mouse	public_tf_comprehensive_208	bhlha15	BHLHA15	Bhlha15	Abca1	mouse	1	20B	20B	20B_target_interaction	1	C_tflink_source_table_only	1	promoted overlay evidence tier	TFLink	tflink:mouse:000903:ae4339786317	tflink_source_bhlha15_abca1_mouse_tflink_mouse_000903_ae4339786317	https://pubmed.ncbi.nlm.nih.gov/27924024/	canonical_sequence_specific_tf	canonical_tf	direct_sequence_specific_tf_binding	Sequence-specific TF binding or occupancy at the target regulatory locus is the proposed mechanism.	L0_no_context_evidence	L4_SCI_context	L0_no_context_evidence	target_only	sci_relevant_component_context	adjudicated_context_overlay_applied	Mouse Bhlha15 has no qualifying CNS context in the reviewed evidence. Mouse Abca1 was independently studied in injured spinal cord, where its manipulation altered lipid clearance, inflammation, and functional recovery, establishing SCI target-component context. No Bhlha15-to-Abca1 context was established; the exact pair remains L0.
97	C2_canonical_single_module:90	module_routed	bhlha15|acvr1|mouse	public_tf_comprehensive_209	bhlha15	BHLHA15	Bhlha15	Acvr1	mouse	1	20B	20B	20B_target_interaction	1	C_tflink_source_table_only	1	promoted overlay evidence tier	TFLink	tflink:mouse:000903:ae4339786317	tflink_source_bhlha15_acvr1_mouse_tflink_mouse_000903_ae4339786317	https://pubmed.ncbi.nlm.nih.gov/27924024/	canonical_sequence_specific_tf	canonical_tf	direct_sequence_specific_tf_binding	Sequence-specific TF binding or occupancy at the target regulatory locus is the proposed mechanism.	L0_no_context_evidence	L2_CNS_context	L0_no_context_evidence	target_only	sci_relevant_component_context	adjudicated_context_overlay_applied	Mouse Bhlha15 has no qualifying CNS context in the reviewed evidence. Mouse Acvr1/ALK2 was independently documented in neural tissues during development, establishing CNS target-component context. No Bhlha15-to-Acvr1 context was established; the exact pair remains L0.
98	C2_canonical_single_module:90	module_routed	bhlha15|adam10|mouse	public_tf_comprehensive_211	bhlha15	BHLHA15	Bhlha15	Adam10	mouse	1	23B	23B	23B_target_interaction	1	C_tflink_source_table_only	1	promoted overlay evidence tier	TFLink	tflink:mouse:000903:ae4339786317	tflink_source_bhlha15_adam10_mouse_tflink_mouse_000903_ae4339786317	https://pubmed.ncbi.nlm.nih.gov/27924024/	canonical_sequence_specific_tf	canonical_tf	direct_sequence_specific_tf_binding	Sequence-specific TF binding or occupancy at the target regulatory locus is the proposed mechanism.	L0_no_context_evidence	L3_spinal_cord_tissue_context	L0_no_context_evidence	target_only	sci_relevant_component_context	adjudicated_context_overlay_applied	Mouse Bhlha15 has no qualifying CNS context in the reviewed evidence. Mouse Adam10 was independently measured throughout the CNS, including spinal cord, in neurons and glial cell populations, establishing spinal-cord-tissue target-component context. No Bhlha15-to-Adam10 context was established; the exact pair remains L0.
99	C2_canonical_single_module:90	module_routed	bhlha15|ada|mouse	public_tf_comprehensive_210	bhlha15	BHLHA15	Bhlha15	Ada	mouse	1	20B	20B	20B_target_interaction	1	C_tflink_source_table_only	1	promoted overlay evidence tier	TFLink	tflink:mouse:000903:ae4339786317	tflink_source_bhlha15_ada_mouse_tflink_mouse_000903_ae4339786317	https://pubmed.ncbi.nlm.nih.gov/27924024/	canonical_sequence_specific_tf	canonical_tf	direct_sequence_specific_tf_binding	Sequence-specific TF binding or occupancy at the target regulatory locus is the proposed mechanism.	L0_no_context_evidence	L2_CNS_context	L0_no_context_evidence	target_only	sci_relevant_component_context	adjudicated_context_overlay_applied	Mouse Bhlha15 has no qualifying CNS context in the reviewed evidence. Mouse Ada was independently measured in multiple brain regions and studied in an Ada-deficient mouse model, establishing CNS target-component context. No Bhlha15-to-Ada context was established; the exact pair remains L0.
100	C2_canonical_single_module:90	module_routed	bhlhe22|a2m|human	public_tf_comprehensive_212	bhlhe22	BHLHE22	BHLHE22	A2M	human	1	20B	20B	20B_target_interaction	1	C_tflink_source_table_only	1	promoted overlay evidence tier	TFLink	tflink:human:001218:88914b5c4bd6	tflink_source_bhlhe22_a2m_human_tflink_human_001218_88914b5c4bd6	https://pubmed.ncbi.nlm.nih.gov/29126285/	canonical_sequence_specific_tf	canonical_tf	direct_sequence_specific_tf_binding	Sequence-specific TF binding or occupancy at the target regulatory locus is the proposed mechanism.	L2_CNS_context	L3_spinal_cord_tissue_context	L0_no_context_evidence	component_only	sci_relevant_component_context	adjudicated_context_overlay_applied	Human BHLHE22 was independently characterized as a CNS-enriched neural transcription factor and is profiled in human brain/spinal-cord resources, establishing CNS regulator-component context. Human A2M was independently measured in human spinal-cord tissue in the Human Protein Atlas, establishing spinal-cord-tissue target-component context. No BHLHE22-to-A2M context was established; the exact pair remains L0.
