b_edge_id	source_entity	target_entity	relation_type	confidence_tier	evidence_layer	edge_status	exportable	register_pathway_name	pathway_family	family_label	assignment_status	assignment_basis	pathway_claim_boundary
M20B-E004438	Omg	Tnfrsf1b	engages	low	boundary	no_evidence	false	module20a_frozen_ligand_receptor	pathway_not_established	Pathway not established	not_established	boundary or non-direct layer; no pathway-family assignment made	Family grouping only; downstream pathway, relay, TF/program, and SCI context remain unasserted.
M20B-E004439	Osm	Il6st_Lifr	engages	medium	ligand_receptor_or_direct_molecular	frozen_lr_supported	true	module20a_frozen_ligand_receptor	cytokine_receptor_family	Cytokine receptor family	family_group_assigned	explicit target receptor-family nomenclature plus direct molecular evidence layer	Family grouping only; downstream pathway, relay, TF/program, and SCI context remain unasserted.
M20B-E004440	Osm	Il6st_Osmr	engages	medium	ligand_receptor_or_direct_molecular	frozen_lr_supported	true	module20a_frozen_ligand_receptor	cytokine_receptor_family	Cytokine receptor family	family_group_assigned	explicit target receptor-family nomenclature plus direct molecular evidence layer	Family grouping only; downstream pathway, relay, TF/program, and SCI context remain unasserted.
M20B-E004441	Ostn	Npr3	engages	high	ligand_receptor_or_direct_molecular	frozen_lr_supported	true	module20a_frozen_ligand_receptor	pathway_not_established	Pathway not established	not_established	target nomenclature did not support a conservative family assignment	Family grouping only; downstream pathway, relay, TF/program, and SCI context remain unasserted.
M20B-E004442	Oxt	Avpr1a	engages	medium	ligand_receptor_or_direct_molecular	frozen_lr_supported	true	module20a_frozen_ligand_receptor	pathway_not_established	Pathway not established	not_established	target nomenclature did not support a conservative family assignment	Family grouping only; downstream pathway, relay, TF/program, and SCI context remain unasserted.
M20B-E004443	Oxt	Avpr1b	engages	medium	ligand_receptor_or_direct_molecular	frozen_lr_supported	true	module20a_frozen_ligand_receptor	pathway_not_established	Pathway not established	not_established	target nomenclature did not support a conservative family assignment	Family grouping only; downstream pathway, relay, TF/program, and SCI context remain unasserted.
M20B-E004444	Oxt	Avpr2	engages	medium	ligand_receptor_or_direct_molecular	frozen_lr_supported	true	module20a_frozen_ligand_receptor	pathway_not_established	Pathway not established	not_established	target nomenclature did not support a conservative family assignment	Family grouping only; downstream pathway, relay, TF/program, and SCI context remain unasserted.
M20B-E004445	Oxt	Oxtr	engages	high	ligand_receptor_or_direct_molecular	frozen_lr_supported	true	module20a_frozen_ligand_receptor	pathway_not_established	Pathway not established	not_established	target nomenclature did not support a conservative family assignment	Family grouping only; downstream pathway, relay, TF/program, and SCI context remain unasserted.
M20B-E004446	P4hb	Mttp	engages	low	boundary	no_evidence	false	module20a_frozen_ligand_receptor	pathway_not_established	Pathway not established	not_established	boundary or non-direct layer; no pathway-family assignment made	Family grouping only; downstream pathway, relay, TF/program, and SCI context remain unasserted.
M20B-E004447	Pam	Dpp4	engages	low	boundary	no_evidence	false	module20a_frozen_ligand_receptor	pathway_not_established	Pathway not established	not_established	boundary or non-direct layer; no pathway-family assignment made	Family grouping only; downstream pathway, relay, TF/program, and SCI context remain unasserted.
M20B-E004448	Pam	Fap	engages	low	boundary	no_evidence	false	module20a_frozen_ligand_receptor	pathway_not_established	Pathway not established	not_established	boundary or non-direct layer; no pathway-family assignment made	Family grouping only; downstream pathway, relay, TF/program, and SCI context remain unasserted.
M20B-E004449	Pcsk1n	Gpr171	engages	low	boundary	no_evidence	false	module20a_frozen_ligand_receptor	pathway_not_established	Pathway not established	not_established	boundary or non-direct layer; no pathway-family assignment made	Family grouping only; downstream pathway, relay, TF/program, and SCI context remain unasserted.
M20B-E004450	Pcsk9	Aplp2	engages	high	ligand_receptor_or_direct_molecular	frozen_lr_supported	true	module20a_frozen_ligand_receptor	pathway_not_established	Pathway not established	not_established	target nomenclature did not support a conservative family assignment	Family grouping only; downstream pathway, relay, TF/program, and SCI context remain unasserted.
M20B-E004451	Pcsk9	Cd36	engages	medium	ligand_receptor_or_direct_molecular	frozen_lr_supported	true	module20a_frozen_ligand_receptor	ecm_integrin_adhesion_family	ECM/integrin adhesion receptor family	family_group_assigned	explicit target receptor-family nomenclature plus direct molecular evidence layer	Family grouping only; downstream pathway, relay, TF/program, and SCI context remain unasserted.
M20B-E004452	Pcsk9	Cd81	engages	medium	ligand_receptor_or_direct_molecular	frozen_lr_supported	true	module20a_frozen_ligand_receptor	pathway_not_established	Pathway not established	not_established	target nomenclature did not support a conservative family assignment	Family grouping only; downstream pathway, relay, TF/program, and SCI context remain unasserted.
M20B-E004453	Pcsk9	Ldlr	engages	high	ligand_receptor_or_direct_molecular	frozen_lr_supported	true	module20a_frozen_ligand_receptor	scavenger_uptake_receptor_family	Scavenger/uptake-associated receptor family	family_group_assigned	explicit target receptor-family nomenclature plus direct molecular evidence layer	Family grouping only; downstream pathway, relay, TF/program, and SCI context remain unasserted.
M20B-E004454	Pcsk9	Lrp1	engages	low	boundary	low_evidence	false	module20a_frozen_ligand_receptor	pathway_not_established	Pathway not established	not_established	boundary or non-direct layer; no pathway-family assignment made	Family grouping only; downstream pathway, relay, TF/program, and SCI context remain unasserted.
M20B-E004455	Pcsk9	Lrp8	engages	medium	ligand_receptor_or_direct_molecular	frozen_lr_supported	true	module20a_frozen_ligand_receptor	pathway_not_established	Pathway not established	not_established	target nomenclature did not support a conservative family assignment	Family grouping only; downstream pathway, relay, TF/program, and SCI context remain unasserted.
M20B-E004456	Pcsk9	Sort1	engages	low	boundary	no_evidence	false	module20a_frozen_ligand_receptor	pathway_not_established	Pathway not established	not_established	boundary or non-direct layer; no pathway-family assignment made	Family grouping only; downstream pathway, relay, TF/program, and SCI context remain unasserted.
M20B-E004457	Pcsk9	Vldlr	engages	low	boundary	low_evidence	false	module20a_frozen_ligand_receptor	pathway_not_established	Pathway not established	not_established	boundary or non-direct layer; no pathway-family assignment made	Family grouping only; downstream pathway, relay, TF/program, and SCI context remain unasserted.
M20B-E004458	Pdap1	Pdgfrb	engages	low	boundary	no_evidence	false	module20a_frozen_ligand_receptor	pathway_not_established	Pathway not established	not_established	boundary or non-direct layer; no pathway-family assignment made	Family grouping only; downstream pathway, relay, TF/program, and SCI context remain unasserted.
M20B-E004459	Pdcd1lg2	Pdcd1	engages	medium	ligand_receptor_or_direct_molecular	frozen_lr_supported	true	module20a_frozen_ligand_receptor	pathway_not_established	Pathway not established	not_established	target nomenclature did not support a conservative family assignment	Family grouping only; downstream pathway, relay, TF/program, and SCI context remain unasserted.
M20B-E004460	Pdcd1lg2	Pdcd2	engages	low	boundary	no_evidence	false	module20a_frozen_ligand_receptor	pathway_not_established	Pathway not established	not_established	boundary or non-direct layer; no pathway-family assignment made	Family grouping only; downstream pathway, relay, TF/program, and SCI context remain unasserted.
M20B-E004461	Pdcd1lg2	Rgmb	engages	low	boundary	no_evidence	false	module20a_frozen_ligand_receptor	pathway_not_established	Pathway not established	not_established	boundary or non-direct layer; no pathway-family assignment made	Family grouping only; downstream pathway, relay, TF/program, and SCI context remain unasserted.
M20B-E004462	Pdgfb	Art1	engages	low	boundary	no_evidence	false	module20a_frozen_ligand_receptor	pathway_not_established	Pathway not established	not_established	boundary or non-direct layer; no pathway-family assignment made	Family grouping only; downstream pathway, relay, TF/program, and SCI context remain unasserted.
M20B-E004463	Pdgfb	Itgav	engages	low	boundary	no_evidence	false	module20a_frozen_ligand_receptor	pathway_not_established	Pathway not established	not_established	boundary or non-direct layer; no pathway-family assignment made	Family grouping only; downstream pathway, relay, TF/program, and SCI context remain unasserted.
M20B-E004464	Pdgfb	Lrp1	engages	low	boundary	no_evidence	false	module20a_frozen_ligand_receptor	pathway_not_established	Pathway not established	not_established	boundary or non-direct layer; no pathway-family assignment made	Family grouping only; downstream pathway, relay, TF/program, and SCI context remain unasserted.
M20B-E004465	Pdgfb	Pdgfra_Pdgfrb	engages	low	boundary	no_evidence	false	module20a_frozen_ligand_receptor	pathway_not_established	Pathway not established	not_established	boundary or non-direct layer; no pathway-family assignment made	Family grouping only; downstream pathway, relay, TF/program, and SCI context remain unasserted.
M20B-E004466	Pdgfb	S1pr1	engages	low	boundary	no_evidence	false	module20a_frozen_ligand_receptor	pathway_not_established	Pathway not established	not_established	boundary or non-direct layer; no pathway-family assignment made	Family grouping only; downstream pathway, relay, TF/program, and SCI context remain unasserted.
M20B-E004467	Pdgfc	Flt1	engages	low	boundary	no_evidence	false	module20a_frozen_ligand_receptor	pathway_not_established	Pathway not established	not_established	boundary or non-direct layer; no pathway-family assignment made	Family grouping only; downstream pathway, relay, TF/program, and SCI context remain unasserted.
M20B-E004468	Pdgfc	Flt4	engages	low	boundary	no_evidence	false	module20a_frozen_ligand_receptor	pathway_not_established	Pathway not established	not_established	boundary or non-direct layer; no pathway-family assignment made	Family grouping only; downstream pathway, relay, TF/program, and SCI context remain unasserted.
M20B-E004469	Pdgfc	Kdr	engages	low	boundary	no_evidence	false	module20a_frozen_ligand_receptor	pathway_not_established	Pathway not established	not_established	boundary or non-direct layer; no pathway-family assignment made	Family grouping only; downstream pathway, relay, TF/program, and SCI context remain unasserted.
M20B-E004470	Pdgfc	Pdgfrb	engages	low	boundary	no_evidence	false	module20a_frozen_ligand_receptor	pathway_not_established	Pathway not established	not_established	boundary or non-direct layer; no pathway-family assignment made	Family grouping only; downstream pathway, relay, TF/program, and SCI context remain unasserted.
M20B-E004471	Pdgfd	Pdgfra_Pdgfrb	engages	low	boundary	non_ligand_receptor	false	module20a_frozen_ligand_receptor	pathway_not_established	Pathway not established	not_established	boundary or non-direct layer; no pathway-family assignment made	Family grouping only; downstream pathway, relay, TF/program, and SCI context remain unasserted.
M20B-E004472	Pdpn	Clec1b	engages	high	ligand_receptor_or_direct_molecular	frozen_lr_supported	true	module20a_frozen_ligand_receptor	pathway_not_established	Pathway not established	not_established	target nomenclature did not support a conservative family assignment	Family grouping only; downstream pathway, relay, TF/program, and SCI context remain unasserted.
M20B-E004473	Pdx1	Slc2a2	engages	low	boundary	non_ligand_receptor	false	module20a_frozen_ligand_receptor	pathway_not_established	Pathway not established	not_established	boundary or non-direct layer; no pathway-family assignment made	Family grouping only; downstream pathway, relay, TF/program, and SCI context remain unasserted.
M20B-E004474	Pdyn	Adra2a	engages	low	boundary	no_evidence	false	module20a_frozen_ligand_receptor	pathway_not_established	Pathway not established	not_established	boundary or non-direct layer; no pathway-family assignment made	Family grouping only; downstream pathway, relay, TF/program, and SCI context remain unasserted.
M20B-E004475	Pdyn	Grm7	engages	low	boundary	no_evidence	false	module20a_frozen_ligand_receptor	pathway_not_established	Pathway not established	not_established	boundary or non-direct layer; no pathway-family assignment made	Family grouping only; downstream pathway, relay, TF/program, and SCI context remain unasserted.
M20B-E004476	Pdyn	Mtnr1a	engages	low	boundary	no_evidence	false	module20a_frozen_ligand_receptor	pathway_not_established	Pathway not established	not_established	boundary or non-direct layer; no pathway-family assignment made	Family grouping only; downstream pathway, relay, TF/program, and SCI context remain unasserted.
M20B-E004477	Pdyn	Oprd1	engages	low	boundary	no_evidence	false	module20a_frozen_ligand_receptor	pathway_not_established	Pathway not established	not_established	boundary or non-direct layer; no pathway-family assignment made	Family grouping only; downstream pathway, relay, TF/program, and SCI context remain unasserted.
M20B-E004478	Pdyn	Oprk1	engages	low	boundary	no_evidence	false	module20a_frozen_ligand_receptor	pathway_not_established	Pathway not established	not_established	boundary or non-direct layer; no pathway-family assignment made	Family grouping only; downstream pathway, relay, TF/program, and SCI context remain unasserted.
M20B-E004479	Pdyn	Oprl1	engages	low	boundary	no_evidence	false	module20a_frozen_ligand_receptor	pathway_not_established	Pathway not established	not_established	boundary or non-direct layer; no pathway-family assignment made	Family grouping only; downstream pathway, relay, TF/program, and SCI context remain unasserted.
M20B-E004480	Pdyn	Oprm1	engages	low	boundary	no_evidence	false	module20a_frozen_ligand_receptor	pathway_not_established	Pathway not established	not_established	boundary or non-direct layer; no pathway-family assignment made	Family grouping only; downstream pathway, relay, TF/program, and SCI context remain unasserted.
M20B-E004481	Penk	Adra2a	engages	low	boundary	no_evidence	false	module20a_frozen_ligand_receptor	pathway_not_established	Pathway not established	not_established	boundary or non-direct layer; no pathway-family assignment made	Family grouping only; downstream pathway, relay, TF/program, and SCI context remain unasserted.
M20B-E004482	Penk	Grm7	engages	low	boundary	no_evidence	false	module20a_frozen_ligand_receptor	pathway_not_established	Pathway not established	not_established	boundary or non-direct layer; no pathway-family assignment made	Family grouping only; downstream pathway, relay, TF/program, and SCI context remain unasserted.
M20B-E004483	Penk	Mrgprb2	engages	low	boundary	no_evidence	false	module20a_frozen_ligand_receptor	pathway_not_established	Pathway not established	not_established	boundary or non-direct layer; no pathway-family assignment made	Family grouping only; downstream pathway, relay, TF/program, and SCI context remain unasserted.
M20B-E004484	Penk	Mtnr1a	engages	low	boundary	no_evidence	false	module20a_frozen_ligand_receptor	pathway_not_established	Pathway not established	not_established	boundary or non-direct layer; no pathway-family assignment made	Family grouping only; downstream pathway, relay, TF/program, and SCI context remain unasserted.
M20B-E004485	Penk	Ogfr	engages	low	boundary	no_evidence	false	module20a_frozen_ligand_receptor	pathway_not_established	Pathway not established	not_established	boundary or non-direct layer; no pathway-family assignment made	Family grouping only; downstream pathway, relay, TF/program, and SCI context remain unasserted.
M20B-E004486	Penk	Oprd1	engages	low	boundary	no_evidence	false	module20a_frozen_ligand_receptor	pathway_not_established	Pathway not established	not_established	boundary or non-direct layer; no pathway-family assignment made	Family grouping only; downstream pathway, relay, TF/program, and SCI context remain unasserted.
M20B-E004487	Penk	Oprk1	engages	low	boundary	no_evidence	false	module20a_frozen_ligand_receptor	pathway_not_established	Pathway not established	not_established	boundary or non-direct layer; no pathway-family assignment made	Family grouping only; downstream pathway, relay, TF/program, and SCI context remain unasserted.
M20B-E004488	Penk	Oprl1	engages	low	boundary	no_evidence	false	module20a_frozen_ligand_receptor	pathway_not_established	Pathway not established	not_established	boundary or non-direct layer; no pathway-family assignment made	Family grouping only; downstream pathway, relay, TF/program, and SCI context remain unasserted.
M20B-E004489	Penk	Oprm1	engages	low	boundary	no_evidence	false	module20a_frozen_ligand_receptor	pathway_not_established	Pathway not established	not_established	boundary or non-direct layer; no pathway-family assignment made	Family grouping only; downstream pathway, relay, TF/program, and SCI context remain unasserted.
M20B-E004490	Pf4	Adra2a	engages	low	boundary	no_evidence	false	module20a_frozen_ligand_receptor	pathway_not_established	Pathway not established	not_established	boundary or non-direct layer; no pathway-family assignment made	Family grouping only; downstream pathway, relay, TF/program, and SCI context remain unasserted.
M20B-E004491	Pf4	Fgfr2	engages	low	boundary	no_evidence	false	module20a_frozen_ligand_receptor	pathway_not_established	Pathway not established	not_established	boundary or non-direct layer; no pathway-family assignment made	Family grouping only; downstream pathway, relay, TF/program, and SCI context remain unasserted.
M20B-E004492	Pf4	Grm7	engages	low	boundary	no_evidence	false	module20a_frozen_ligand_receptor	pathway_not_established	Pathway not established	not_established	boundary or non-direct layer; no pathway-family assignment made	Family grouping only; downstream pathway, relay, TF/program, and SCI context remain unasserted.
M20B-E004493	Pf4	Ldlr	engages	low	boundary	no_evidence	false	module20a_frozen_ligand_receptor	pathway_not_established	Pathway not established	not_established	boundary or non-direct layer; no pathway-family assignment made	Family grouping only; downstream pathway, relay, TF/program, and SCI context remain unasserted.
M20B-E004494	Pf4	Lrp1	engages	low	boundary	low_evidence	false	module20a_frozen_ligand_receptor	pathway_not_established	Pathway not established	not_established	boundary or non-direct layer; no pathway-family assignment made	Family grouping only; downstream pathway, relay, TF/program, and SCI context remain unasserted.
M20B-E004495	Pf4	Mtnr1a	engages	low	boundary	no_evidence	false	module20a_frozen_ligand_receptor	pathway_not_established	Pathway not established	not_established	boundary or non-direct layer; no pathway-family assignment made	Family grouping only; downstream pathway, relay, TF/program, and SCI context remain unasserted.
M20B-E004496	Pf4	Procr	engages	low	boundary	no_evidence	false	module20a_frozen_ligand_receptor	pathway_not_established	Pathway not established	not_established	boundary or non-direct layer; no pathway-family assignment made	Family grouping only; downstream pathway, relay, TF/program, and SCI context remain unasserted.
M20B-E004497	Pf4	Sdc2	engages	low	boundary	no_evidence	false	module20a_frozen_ligand_receptor	pathway_not_established	Pathway not established	not_established	boundary or non-direct layer; no pathway-family assignment made	Family grouping only; downstream pathway, relay, TF/program, and SCI context remain unasserted.
M20B-E004498	Pf4	Thbd	engages	low	boundary	no_evidence	false	module20a_frozen_ligand_receptor	pathway_not_established	Pathway not established	not_established	boundary or non-direct layer; no pathway-family assignment made	Family grouping only; downstream pathway, relay, TF/program, and SCI context remain unasserted.
M20B-E004499	Pgf	Flt1_Kdr	engages	low	boundary	no_evidence	false	module20a_frozen_ligand_receptor	pathway_not_established	Pathway not established	not_established	boundary or non-direct layer; no pathway-family assignment made	Family grouping only; downstream pathway, relay, TF/program, and SCI context remain unasserted.
M20B-E004500	Pgf	Nrp1	engages	low	boundary	low_evidence	false	module20a_frozen_ligand_receptor	pathway_not_established	Pathway not established	not_established	boundary or non-direct layer; no pathway-family assignment made	Family grouping only; downstream pathway, relay, TF/program, and SCI context remain unasserted.
M20B-E004501	Pgf	Nrp2	engages	low	boundary	no_evidence	false	module20a_frozen_ligand_receptor	pathway_not_established	Pathway not established	not_established	boundary or non-direct layer; no pathway-family assignment made	Family grouping only; downstream pathway, relay, TF/program, and SCI context remain unasserted.
M20B-E004502	Pglyrp1	Trem1	engages	high	ligand_receptor_or_direct_molecular	frozen_lr_supported	true	module20a_frozen_ligand_receptor	pathway_not_established	Pathway not established	not_established	target nomenclature did not support a conservative family assignment	Family grouping only; downstream pathway, relay, TF/program, and SCI context remain unasserted.
M20B-E004503	Pi16	Mfap3l	engages	low	boundary	no_evidence	false	module20a_frozen_ligand_receptor	pathway_not_established	Pathway not established	not_established	boundary or non-direct layer; no pathway-family assignment made	Family grouping only; downstream pathway, relay, TF/program, and SCI context remain unasserted.
M20B-E004504	Pi16	Tnfrsf21	engages	low	boundary	no_evidence	false	module20a_frozen_ligand_receptor	pathway_not_established	Pathway not established	not_established	boundary or non-direct layer; no pathway-family assignment made	Family grouping only; downstream pathway, relay, TF/program, and SCI context remain unasserted.
M20B-E004505	Piga	Pigr	engages	low	boundary	non_ligand_receptor	false	module20a_frozen_ligand_receptor	pathway_not_established	Pathway not established	not_established	boundary or non-direct layer; no pathway-family assignment made	Family grouping only; downstream pathway, relay, TF/program, and SCI context remain unasserted.
M20B-E004506	Pigf	Flt1	engages	high	ligand_receptor_or_direct_molecular	frozen_lr_supported	true	module20a_frozen_ligand_receptor	pathway_not_established	Pathway not established	not_established	target nomenclature did not support a conservative family assignment	Family grouping only; downstream pathway, relay, TF/program, and SCI context remain unasserted.
M20B-E004507	Pip	Aqp5	engages	low	boundary	low_evidence	false	module20a_frozen_ligand_receptor	pathway_not_established	Pathway not established	not_established	boundary or non-direct layer; no pathway-family assignment made	Family grouping only; downstream pathway, relay, TF/program, and SCI context remain unasserted.
M20B-E004508	Pip	Cd4	engages	low	boundary	low_evidence	false	module20a_frozen_ligand_receptor	pathway_not_established	Pathway not established	not_established	boundary or non-direct layer; no pathway-family assignment made	Family grouping only; downstream pathway, relay, TF/program, and SCI context remain unasserted.
M20B-E004509	Pkm	Cd44	engages	low	boundary	non_ligand_receptor	false	module20a_frozen_ligand_receptor	pathway_not_established	Pathway not established	not_established	boundary or non-direct layer; no pathway-family assignment made	Family grouping only; downstream pathway, relay, TF/program, and SCI context remain unasserted.
M20B-E004510	Pla2g10	Pla2r1	engages	high	ligand_receptor_or_direct_molecular	frozen_lr_supported	true	module20a_frozen_ligand_receptor	pathway_not_established	Pathway not established	not_established	target nomenclature did not support a conservative family assignment	Family grouping only; downstream pathway, relay, TF/program, and SCI context remain unasserted.
M20B-E004511	Plat	Itgam	engages	low	boundary	no_evidence	false	module20a_frozen_ligand_receptor	pathway_not_established	Pathway not established	not_established	boundary or non-direct layer; no pathway-family assignment made	Family grouping only; downstream pathway, relay, TF/program, and SCI context remain unasserted.
M20B-E004512	Plat	Lrp1	engages	low	boundary	low_evidence	false	module20a_frozen_ligand_receptor	pathway_not_established	Pathway not established	not_established	boundary or non-direct layer; no pathway-family assignment made	Family grouping only; downstream pathway, relay, TF/program, and SCI context remain unasserted.
M20B-E004513	Plau	Igf2r	engages	low	boundary	no_evidence	false	module20a_frozen_ligand_receptor	pathway_not_established	Pathway not established	not_established	boundary or non-direct layer; no pathway-family assignment made	Family grouping only; downstream pathway, relay, TF/program, and SCI context remain unasserted.
M20B-E004514	Plau	Itga3	engages	low	boundary	no_evidence	false	module20a_frozen_ligand_receptor	pathway_not_established	Pathway not established	not_established	boundary or non-direct layer; no pathway-family assignment made	Family grouping only; downstream pathway, relay, TF/program, and SCI context remain unasserted.
M20B-E004515	Plau	Itga5	engages	low	boundary	no_evidence	false	module20a_frozen_ligand_receptor	pathway_not_established	Pathway not established	not_established	boundary or non-direct layer; no pathway-family assignment made	Family grouping only; downstream pathway, relay, TF/program, and SCI context remain unasserted.
M20B-E004516	Plau	Itgam	engages	low	boundary	no_evidence	false	module20a_frozen_ligand_receptor	pathway_not_established	Pathway not established	not_established	boundary or non-direct layer; no pathway-family assignment made	Family grouping only; downstream pathway, relay, TF/program, and SCI context remain unasserted.
M20B-E004517	Plau	Itgb1	engages	low	boundary	no_evidence	false	module20a_frozen_ligand_receptor	pathway_not_established	Pathway not established	not_established	boundary or non-direct layer; no pathway-family assignment made	Family grouping only; downstream pathway, relay, TF/program, and SCI context remain unasserted.
M20B-E004518	Plau	Itgb5	engages	low	boundary	no_evidence	false	module20a_frozen_ligand_receptor	pathway_not_established	Pathway not established	not_established	boundary or non-direct layer; no pathway-family assignment made	Family grouping only; downstream pathway, relay, TF/program, and SCI context remain unasserted.
M20B-E004519	Plau	Lrp1	engages	low	boundary	low_evidence	false	module20a_frozen_ligand_receptor	pathway_not_established	Pathway not established	not_established	boundary or non-direct layer; no pathway-family assignment made	Family grouping only; downstream pathway, relay, TF/program, and SCI context remain unasserted.
M20B-E004520	Plau	Lrp2	engages	low	boundary	no_evidence	false	module20a_frozen_ligand_receptor	pathway_not_established	Pathway not established	not_established	boundary or non-direct layer; no pathway-family assignment made	Family grouping only; downstream pathway, relay, TF/program, and SCI context remain unasserted.
M20B-E004521	Plau	Plaur	engages	medium	ligand_receptor_or_direct_molecular	frozen_lr_supported	true	module20a_frozen_ligand_receptor	pathway_not_established	Pathway not established	not_established	target nomenclature did not support a conservative family assignment	Family grouping only; downstream pathway, relay, TF/program, and SCI context remain unasserted.
M20B-E004522	Plau	St14	engages	low	boundary	no_evidence	false	module20a_frozen_ligand_receptor	pathway_not_established	Pathway not established	not_established	boundary or non-direct layer; no pathway-family assignment made	Family grouping only; downstream pathway, relay, TF/program, and SCI context remain unasserted.
M20B-E004523	Plau	Vldlr	engages	low	boundary	no_evidence	false	module20a_frozen_ligand_receptor	pathway_not_established	Pathway not established	not_established	boundary or non-direct layer; no pathway-family assignment made	Family grouping only; downstream pathway, relay, TF/program, and SCI context remain unasserted.
M20B-E004524	Plg	F2r	engages	low	boundary	no_evidence	false	module20a_frozen_ligand_receptor	pathway_not_established	Pathway not established	not_established	boundary or non-direct layer; no pathway-family assignment made	Family grouping only; downstream pathway, relay, TF/program, and SCI context remain unasserted.
M20B-E004525	Plg	F2rl1	engages	low	boundary	no_evidence	false	module20a_frozen_ligand_receptor	pathway_not_established	Pathway not established	not_established	boundary or non-direct layer; no pathway-family assignment made	Family grouping only; downstream pathway, relay, TF/program, and SCI context remain unasserted.
M20B-E004526	Plg	F2rl2	engages	low	boundary	no_evidence	false	module20a_frozen_ligand_receptor	pathway_not_established	Pathway not established	not_established	boundary or non-direct layer; no pathway-family assignment made	Family grouping only; downstream pathway, relay, TF/program, and SCI context remain unasserted.
M20B-E004527	Plg	F2rl3	engages	low	boundary	no_evidence	false	module20a_frozen_ligand_receptor	pathway_not_established	Pathway not established	not_established	boundary or non-direct layer; no pathway-family assignment made	Family grouping only; downstream pathway, relay, TF/program, and SCI context remain unasserted.
M20B-E004528	Plg	F3	engages	low	boundary	no_evidence	false	module20a_frozen_ligand_receptor	pathway_not_established	Pathway not established	not_established	boundary or non-direct layer; no pathway-family assignment made	Family grouping only; downstream pathway, relay, TF/program, and SCI context remain unasserted.
M20B-E004529	Plg	Flt1	engages	low	boundary	no_evidence	false	module20a_frozen_ligand_receptor	pathway_not_established	Pathway not established	not_established	boundary or non-direct layer; no pathway-family assignment made	Family grouping only; downstream pathway, relay, TF/program, and SCI context remain unasserted.
M20B-E004530	Plg	Igf2r	engages	medium	ligand_receptor_or_direct_molecular	frozen_lr_supported	true	module20a_frozen_ligand_receptor	gpcr_receptor_family	GPCR receptor family	family_group_assigned	explicit target receptor-family nomenclature plus direct molecular evidence layer	Family grouping only; downstream pathway, relay, TF/program, and SCI context remain unasserted.
M20B-E004531	Plg	Itga9	engages	low	boundary	no_evidence	false	module20a_frozen_ligand_receptor	pathway_not_established	Pathway not established	not_established	boundary or non-direct layer; no pathway-family assignment made	Family grouping only; downstream pathway, relay, TF/program, and SCI context remain unasserted.
M20B-E004532	Plg	Itgam	engages	low	boundary	no_evidence	false	module20a_frozen_ligand_receptor	pathway_not_established	Pathway not established	not_established	boundary or non-direct layer; no pathway-family assignment made	Family grouping only; downstream pathway, relay, TF/program, and SCI context remain unasserted.
M20B-E004533	Plg	Itgb1	engages	low	boundary	no_evidence	false	module20a_frozen_ligand_receptor	pathway_not_established	Pathway not established	not_established	boundary or non-direct layer; no pathway-family assignment made	Family grouping only; downstream pathway, relay, TF/program, and SCI context remain unasserted.
M20B-E004534	Plg	Itgb2	engages	low	boundary	no_evidence	false	module20a_frozen_ligand_receptor	pathway_not_established	Pathway not established	not_established	boundary or non-direct layer; no pathway-family assignment made	Family grouping only; downstream pathway, relay, TF/program, and SCI context remain unasserted.
M20B-E004535	Plg	Pard3	engages	low	boundary	no_evidence	false	module20a_frozen_ligand_receptor	pathway_not_established	Pathway not established	not_established	boundary or non-direct layer; no pathway-family assignment made	Family grouping only; downstream pathway, relay, TF/program, and SCI context remain unasserted.
M20B-E004536	Plg	Plaur	engages	low	boundary	no_evidence	false	module20a_frozen_ligand_receptor	pathway_not_established	Pathway not established	not_established	boundary or non-direct layer; no pathway-family assignment made	Family grouping only; downstream pathway, relay, TF/program, and SCI context remain unasserted.
M20B-E004537	Plg	Plgrkt	engages	medium	ligand_receptor_or_direct_molecular	frozen_lr_supported	true	module20a_frozen_ligand_receptor	wnt_frizzled_receptor_family	WNT/Frizzled receptor family	family_group_assigned	explicit target receptor-family nomenclature plus direct molecular evidence layer	Family grouping only; downstream pathway, relay, TF/program, and SCI context remain unasserted.
M20B-E004538	Pltp	Abca1	engages	medium	ligand_receptor_or_direct_molecular	frozen_lr_supported	true	module20a_frozen_ligand_receptor	pathway_not_established	Pathway not established	not_established	target nomenclature did not support a conservative family assignment	Family grouping only; downstream pathway, relay, TF/program, and SCI context remain unasserted.
M20B-E004539	Pmch	Adra2a	engages	low	boundary	no_evidence	false	module20a_frozen_ligand_receptor	pathway_not_established	Pathway not established	not_established	boundary or non-direct layer; no pathway-family assignment made	Family grouping only; downstream pathway, relay, TF/program, and SCI context remain unasserted.
M20B-E004540	Pmch	Grm7	engages	low	boundary	no_evidence	false	module20a_frozen_ligand_receptor	pathway_not_established	Pathway not established	not_established	boundary or non-direct layer; no pathway-family assignment made	Family grouping only; downstream pathway, relay, TF/program, and SCI context remain unasserted.
M20B-E004541	Pmch	Mchr1	engages	low	boundary	no_evidence	false	module20a_frozen_ligand_receptor	pathway_not_established	Pathway not established	not_established	boundary or non-direct layer; no pathway-family assignment made	Family grouping only; downstream pathway, relay, TF/program, and SCI context remain unasserted.
