species	tf_symbol	target_symbol	external_record_keys	decision	module_assignment	evidence_status	support_kind	effect_polarity	primary_pmids	corroborating_pmids	shared_paper_status	cross_module_status	cell_type_context	stimulus_context	limitations	notes
human	CRABP2	RARA	TRRUST|TRRUST_v2_snapshot_2026-08-25|human|trrust:human:000824	database_only_unverified	22B	database_curated_unverified	database_assertion	positive			not_assessed	none_claimed	not verified	not verified	TRRUST/DoRothEA source lead was not independently verified in the retrieved abstracts.	Abstract triage: exact_pair_pmids=none; direct_evidence_pmids=none; source_lead_pmids=16166294.
mouse	Crebzf	Adipoq	TRRUST|TRRUST_v2_snapshot_2026-08-25|mouse|trrust:mouse:000492	database_only_unverified	22B	database_curated_unverified	database_assertion	negative			not_assessed	none_claimed	not verified	not verified	TRRUST/DoRothEA source lead was not independently verified in the retrieved abstracts.	Abstract triage: exact_pair_pmids=none; direct_evidence_pmids=none; source_lead_pmids=25896661.
human	CREG1	HSPA4	TRRUST|TRRUST_v2_snapshot_2026-08-25|human|trrust:human:000961	database_only_unverified	22B	database_curated_unverified	database_assertion	negative			not_assessed	none_claimed	not verified	not verified	TRRUST/DoRothEA source lead was not independently verified in the retrieved abstracts.	Abstract triage: exact_pair_pmids=none; direct_evidence_pmids=none; source_lead_pmids=9710587.
mouse	Cry1	Per2	TRRUST|TRRUST_v2_snapshot_2026-08-25|mouse|trrust:mouse:000510	hold_exact_pair	22B	abstract_verified_exact_pair_single_source	primary_literature_lead	unknown	19129230		not_assessed	none_claimed	as reported in abstract	as reported in abstract	Abstract-level adjudication; full-text details and species/context boundaries require manual follow-up.	Abstract triage: exact_pair_pmids=19129230; direct_evidence_pmids=19129230; source_lead_pmids=19129230.
mouse	Csf1	Cd36	TRRUST|TRRUST_v2_snapshot_2026-08-25|mouse|trrust:mouse:000511	database_only_unverified	22B	database_curated_unverified	database_assertion	positive			not_assessed	none_claimed	not verified	not verified	TRRUST/DoRothEA source lead was not independently verified in the retrieved abstracts.	Abstract triage: exact_pair_pmids=none; direct_evidence_pmids=none; source_lead_pmids=10787429.
mouse	Ctr9	Il6	TRRUST|TRRUST_v2_snapshot_2026-08-25|mouse|trrust:mouse:000591	database_only_unverified	22B	database_curated_unverified	database_assertion	unknown			not_assessed	none_claimed	not verified	not verified	TRRUST/DoRothEA source lead was not independently verified in the retrieved abstracts.	Abstract triage: exact_pair_pmids=none; direct_evidence_pmids=none; source_lead_pmids=17911113.
mouse	Cux2	Cdkn1b	TRRUST|TRRUST_v2_snapshot_2026-08-25|mouse|trrust:mouse:000605	database_only_unverified	22B	database_curated_unverified	database_assertion	unknown			not_assessed	none_claimed	not verified	not verified	TRRUST/DoRothEA source lead was not independently verified in the retrieved abstracts.	Abstract triage: exact_pair_pmids=none; direct_evidence_pmids=none; source_lead_pmids=18223201.
mouse	D3YU76	Cd8b	OmniPath_DoRothEA|OmniPath_DoRothEA_snapshot_2026-08-25|mouse|omnipath_dorothea:mouse:003786:276c691386b4	database_only_unverified	22B	database_curated_unverified	database_assertion	positive			not_assessed	none_claimed	not verified	not verified	TRRUST/DoRothEA source lead was not independently verified in the retrieved abstracts.	Abstract triage: exact_pair_pmids=none; direct_evidence_pmids=none; source_lead_pmids=11937547.
mouse	Dab2	Axin1	TRRUST|TRRUST_v2_snapshot_2026-08-25|mouse|trrust:mouse:000606	database_only_unverified	22B	database_curated_unverified	database_assertion	negative			not_assessed	none_claimed	not verified	not verified	TRRUST/DoRothEA source lead was not independently verified in the retrieved abstracts.	Abstract triage: exact_pair_pmids=none; direct_evidence_pmids=none; source_lead_pmids=19581931.
mouse	Dach2	Myog	TRRUST|TRRUST_v2_snapshot_2026-08-25|mouse|trrust:mouse:000614	database_only_unverified	22B	database_curated_unverified	database_assertion	negative			not_assessed	none_claimed	not verified	not verified	TRRUST/DoRothEA source lead was not independently verified in the retrieved abstracts.	Abstract triage: exact_pair_pmids=none; direct_evidence_pmids=none; source_lead_pmids=17075071.
human	DDB1	CDKN2A	TRRUST|TRRUST_v2_snapshot_2026-08-25|human|trrust:human:001085	database_only_unverified	22B	database_curated_unverified	database_assertion	unknown			not_assessed	none_claimed	not verified	not verified	TRRUST/DoRothEA source lead was not independently verified in the retrieved abstracts.	Abstract triage: exact_pair_pmids=none; direct_evidence_pmids=none; source_lead_pmids=19208841.
mouse	Ddx54	Mbp	TRRUST|TRRUST_v2_snapshot_2026-08-25|mouse|trrust:mouse:000626	hold_exact_pair	22B	abstract_verified_exact_pair_single_source	primary_literature_lead	positive	23239230		not_assessed	none_claimed	as reported in abstract	as reported in abstract	Abstract-level adjudication; full-text details and species/context boundaries require manual follow-up.	Abstract triage: exact_pair_pmids=23239230; direct_evidence_pmids=23239230; source_lead_pmids=23239230.
mouse	Ddx58	Ifnb1	TRRUST|TRRUST_v2_snapshot_2026-08-25|mouse|trrust:mouse:000627	database_only_unverified	22B	database_curated_unverified	database_assertion	positive			not_assessed	none_claimed	not verified	not verified	TRRUST/DoRothEA source lead was not independently verified in the retrieved abstracts.	Abstract triage: exact_pair_pmids=none; direct_evidence_pmids=none; source_lead_pmids=19108859.
human	DEDD	FADD	TRRUST|TRRUST_v2_snapshot_2026-08-25|human|trrust:human:001114	hold_exact_pair	22B	abstract_verified_exact_pair_single_source	primary_literature_lead	unknown	17193921		not_assessed	none_claimed	as reported in abstract	as reported in abstract	Abstract-level adjudication; full-text details and species/context boundaries require manual follow-up.	Abstract triage: exact_pair_pmids=17193921; direct_evidence_pmids=17193921; source_lead_pmids=17193921.
human	DENND4A	ERBB2	TRRUST|TRRUST_v2_snapshot_2026-08-25|human|trrust:human:001120	database_only_unverified	22B	database_curated_unverified	database_assertion	negative			not_assessed	none_claimed	not verified	not verified	TRRUST/DoRothEA source lead was not independently verified in the retrieved abstracts.	Abstract triage: exact_pair_pmids=none; direct_evidence_pmids=none; source_lead_pmids=23421821.
mouse	Dlx1	Arx	TRRUST|TRRUST_v2_snapshot_2026-08-25|mouse|trrust:mouse:000629	hold_exact_pair	22B	abstract_verified_exact_pair_single_source	primary_literature_lead	positive	15682394		not_assessed	none_claimed	as reported in abstract	as reported in abstract	Abstract-level adjudication; full-text details and species/context boundaries require manual follow-up.	Abstract triage: exact_pair_pmids=15682394; direct_evidence_pmids=15682394; source_lead_pmids=15682394.
human	DLX4	BRCA1	TRRUST|TRRUST_v2_snapshot_2026-08-25|human|trrust:human:001122	hold_exact_pair	22B	abstract_verified_exact_pair_single_source	primary_literature_lead	negative	20877436		not_assessed	none_claimed	as reported in abstract	as reported in abstract	Abstract-level adjudication; full-text details and species/context boundaries require manual follow-up.	Abstract triage: exact_pair_pmids=20877436; direct_evidence_pmids=20877436; source_lead_pmids=20877436.
mouse	Dmbx1	Crx	TRRUST|TRRUST_v2_snapshot_2026-08-25|mouse|trrust:mouse:000653	database_only_unverified	22B	database_curated_unverified	database_assertion	negative			not_assessed	none_claimed	not verified	not verified	TRRUST/DoRothEA source lead was not independently verified in the retrieved abstracts.	Abstract triage: exact_pair_pmids=none; direct_evidence_pmids=none; source_lead_pmids=12055180.
mouse	Dmrt1	Sox2	TRRUST|TRRUST_v2_snapshot_2026-08-25|mouse|trrust:mouse:000657	hold_exact_pair	22B	abstract_verified_exact_pair_single_source	primary_literature_lead	negative	24029916		not_assessed	none_claimed	as reported in abstract	as reported in abstract	Abstract-level adjudication; full-text details and species/context boundaries require manual follow-up.	Abstract triage: exact_pair_pmids=24029916; direct_evidence_pmids=24029916; source_lead_pmids=24029916.
mouse	Dmrt2	Myf5	TRRUST|TRRUST_v2_snapshot_2026-08-25|mouse|trrust:mouse:000658	hold_exact_pair	22B	abstract_verified_exact_pair_single_source	primary_literature_lead	positive	20368965		not_assessed	none_claimed	as reported in abstract	as reported in abstract	Abstract-level adjudication; full-text details and species/context boundaries require manual follow-up.	Abstract triage: exact_pair_pmids=20368965; direct_evidence_pmids=20368965; source_lead_pmids=20368965.
mouse	Dnajc2	Id1	TRRUST|TRRUST_v2_snapshot_2026-08-25|mouse|trrust:mouse:000668	database_only_unverified	22B	database_curated_unverified	database_assertion	positive			not_assessed	none_claimed	not verified	not verified	TRRUST/DoRothEA source lead was not independently verified in the retrieved abstracts.	Abstract triage: exact_pair_pmids=none; direct_evidence_pmids=none; source_lead_pmids=25361733.
human	DNMT3L	TDG	TRRUST|TRRUST_v2_snapshot_2026-08-25|human|trrust:human:001174	hold_exact_pair	22B	abstract_verified_exact_pair_single_source	primary_literature_lead	negative	20428781		not_assessed	none_claimed	as reported in abstract	as reported in abstract	Abstract-level adjudication; full-text details and species/context boundaries require manual follow-up.	Abstract triage: exact_pair_pmids=20428781; direct_evidence_pmids=20428781; source_lead_pmids=20428781.
human	DRAP1	TBP	TRRUST|TRRUST_v2_snapshot_2026-08-25|human|trrust:human:001180	hold_exact_pair	22B	abstract_verified_exact_pair_single_source	primary_literature_lead	unknown	15509807		not_assessed	none_claimed	as reported in abstract	as reported in abstract	Abstract-level adjudication; full-text details and species/context boundaries require manual follow-up.	Abstract triage: exact_pair_pmids=15509807; direct_evidence_pmids=15509807; source_lead_pmids=15509807.
mouse	Dtx1	Smarcc1	TRRUST|TRRUST_v2_snapshot_2026-08-25|mouse|trrust:mouse:000687	database_only_unverified	22B	database_curated_unverified	database_assertion	negative			not_assessed	none_claimed	not verified	not verified	TRRUST/DoRothEA source lead was not independently verified in the retrieved abstracts.	Abstract triage: exact_pair_pmids=none; direct_evidence_pmids=none; source_lead_pmids=16341126.
human	DUX4	HEY1	TRRUST|TRRUST_v2_snapshot_2026-08-25|human|trrust:human:001181	hold_exact_pair	22B	abstract_verified_exact_pair_single_source	primary_literature_lead	positive	24278031		not_assessed	none_claimed	as reported in abstract	as reported in abstract	Abstract-level adjudication; full-text details and species/context boundaries require manual follow-up.	Abstract triage: exact_pair_pmids=24278031; direct_evidence_pmids=24278031; source_lead_pmids=24278031.
human	EAF1	ELL	TRRUST|TRRUST_v2_snapshot_2026-08-25|human|trrust:human:001393	database_only_unverified	22B	database_curated_unverified	database_assertion	positive			not_assessed	none_claimed	not verified	not verified	TRRUST/DoRothEA source lead was not independently verified in the retrieved abstracts.	Abstract triage: exact_pair_pmids=none; direct_evidence_pmids=none; source_lead_pmids=16006523.
human	EBF3	CDKN1A	TRRUST|TRRUST_v2_snapshot_2026-08-25|human|trrust:human:001399	database_only_unverified	22B	database_curated_unverified	database_assertion	positive			not_assessed	none_claimed	not verified	not verified	TRRUST/DoRothEA source lead was not independently verified in the retrieved abstracts.	Abstract triage: exact_pair_pmids=none; direct_evidence_pmids=none; source_lead_pmids=19934318.
human	ECD	GCGR	TRRUST|TRRUST_v2_snapshot_2026-08-25|human|trrust:human:001400	database_only_unverified	22B	database_curated_unverified	database_assertion	negative			not_assessed	none_claimed	not verified	not verified	TRRUST/DoRothEA source lead was not independently verified in the retrieved abstracts.	Abstract triage: exact_pair_pmids=none; direct_evidence_pmids=none; source_lead_pmids=22908259.
human	EED	CPEB1	TRRUST|TRRUST_v2_snapshot_2026-08-25|human|trrust:human:001401	hold_exact_pair	22B	abstract_verified_exact_pair_single_source	primary_literature_lead	unknown	23788032		not_assessed	none_claimed	as reported in abstract	as reported in abstract	Abstract-level adjudication; full-text details and species/context boundaries require manual follow-up.	Abstract triage: exact_pair_pmids=23788032; direct_evidence_pmids=23788032; source_lead_pmids=23788032.
mouse	Ehmt1	Ccnd1	TRRUST|TRRUST_v2_snapshot_2026-08-25|mouse|trrust:mouse:000880	database_only_unverified	22B	database_curated_unverified	database_assertion	unknown			not_assessed	none_claimed	not verified	not verified	TRRUST/DoRothEA source lead was not independently verified in the retrieved abstracts.	Abstract triage: exact_pair_pmids=none; direct_evidence_pmids=none; source_lead_pmids=19010785.
mouse	Ell3	Zeb1	TRRUST|TRRUST_v2_snapshot_2026-08-25|mouse|trrust:mouse:000925	hold_exact_pair	22B	abstract_verified_exact_pair_single_source	primary_literature_lead	positive	22768269		not_assessed	none_claimed	as reported in abstract	as reported in abstract	Abstract-level adjudication; full-text details and species/context boundaries require manual follow-up.	Abstract triage: exact_pair_pmids=22768269; direct_evidence_pmids=22768269; source_lead_pmids=22768269.
mouse	Elp2	Pou5f1	TRRUST|TRRUST_v2_snapshot_2026-08-25|mouse|trrust:mouse:000927	database_only_unverified	22B	database_curated_unverified	database_assertion	positive			not_assessed	none_claimed	not verified	not verified	TRRUST/DoRothEA source lead was not independently verified in the retrieved abstracts.	Abstract triage: exact_pair_pmids=none; direct_evidence_pmids=none; source_lead_pmids=10692469.
mouse	Elp3	Pou5f1	TRRUST|TRRUST_v2_snapshot_2026-08-25|mouse|trrust:mouse:000928	database_only_unverified	22B	database_curated_unverified	database_assertion	positive			not_assessed	none_claimed	not verified	not verified	TRRUST/DoRothEA source lead was not independently verified in the retrieved abstracts.	Abstract triage: exact_pair_pmids=none; direct_evidence_pmids=none; source_lead_pmids=10692469.
mouse	En2	Pax5	TRRUST|TRRUST_v2_snapshot_2026-08-25|mouse|trrust:mouse:000935	hold_exact_pair	22B	abstract_verified_exact_pair_single_source	primary_literature_lead	positive	11124114		not_assessed	none_claimed	as reported in abstract	as reported in abstract	Abstract-level adjudication; full-text details and species/context boundaries require manual follow-up.	Abstract triage: exact_pair_pmids=11124114; direct_evidence_pmids=11124114; source_lead_pmids=11124114.
mouse	Epc1	Tagln	TRRUST|TRRUST_v2_snapshot_2026-08-25|mouse|trrust:mouse:001019	database_only_unverified	22B	database_curated_unverified	database_assertion	positive			not_assessed	none_claimed	not verified	not verified	TRRUST/DoRothEA source lead was not independently verified in the retrieved abstracts.	Abstract triage: exact_pair_pmids=none; direct_evidence_pmids=none; source_lead_pmids=22398275.
human	ETV7	ETS1	TRRUST|TRRUST_v2_snapshot_2026-08-25|human|trrust:human:001980	database_only_unverified	22B	database_curated_unverified	database_assertion	unknown			not_assessed	none_claimed	not verified	not verified	TRRUST/DoRothEA source lead was not independently verified in the retrieved abstracts.	Abstract triage: exact_pair_pmids=none; direct_evidence_pmids=none; source_lead_pmids=22615925.
human	EVX1	GSC	TRRUST|TRRUST_v2_snapshot_2026-08-25|human|trrust:human:001983	hold_exact_pair	22B	abstract_verified_exact_pair_single_source	primary_literature_lead	negative	22178155		not_assessed	none_claimed	as reported in abstract	as reported in abstract	Abstract-level adjudication; full-text details and species/context boundaries require manual follow-up.	Abstract triage: exact_pair_pmids=22178155; direct_evidence_pmids=22178155; source_lead_pmids=22178155.
mouse	Eya1	Atoh1	TRRUST|TRRUST_v2_snapshot_2026-08-25|mouse|trrust:mouse:001224	hold_exact_pair	22B	abstract_verified_exact_pair_single_source	primary_literature_lead	positive	22340499		not_assessed	none_claimed	as reported in abstract	as reported in abstract	Abstract-level adjudication; full-text details and species/context boundaries require manual follow-up.	Abstract triage: exact_pair_pmids=22340499; direct_evidence_pmids=22340499; source_lead_pmids=22340499.
mouse	Eya2	Mtor	TRRUST|TRRUST_v2_snapshot_2026-08-25|mouse|trrust:mouse:001225	hold_exact_pair	22B	abstract_verified_exact_pair_single_source	primary_literature_lead	positive	22197309		not_assessed	none_claimed	as reported in abstract	as reported in abstract	Abstract-level adjudication; full-text details and species/context boundaries require manual follow-up.	Abstract triage: exact_pair_pmids=22197309; direct_evidence_pmids=22197309; source_lead_pmids=22197309.
mouse	Ezh1	Tollip	TRRUST|TRRUST_v2_snapshot_2026-08-25|mouse|trrust:mouse:001226	hold_exact_pair	22B	abstract_verified_exact_pair_single_source	primary_literature_lead	negative	25687760		not_assessed	none_claimed	as reported in abstract	as reported in abstract	Abstract-level adjudication; full-text details and species/context boundaries require manual follow-up.	Abstract triage: exact_pair_pmids=25687760; direct_evidence_pmids=25687760; source_lead_pmids=25687760.
human	FIGLA	TCF3	TRRUST|TRRUST_v2_snapshot_2026-08-25|human|trrust:human:002041	hold_exact_pair	22B	abstract_verified_exact_pair_single_source	primary_literature_lead	unknown	18499083		not_assessed	none_claimed	as reported in abstract	as reported in abstract	Abstract-level adjudication; full-text details and species/context boundaries require manual follow-up.	Abstract triage: exact_pair_pmids=18499083; direct_evidence_pmids=18499083; source_lead_pmids=18499083.
mouse	Fmr1	Rac1	TRRUST|TRRUST_v2_snapshot_2026-08-25|mouse|trrust:mouse:001257	hold_exact_pair	22B	abstract_verified_exact_pair_single_source	primary_literature_lead	negative	21645877		not_assessed	none_claimed	as reported in abstract	as reported in abstract	Abstract-level adjudication; full-text details and species/context boundaries require manual follow-up.	Abstract triage: exact_pair_pmids=21645877; direct_evidence_pmids=21645877; source_lead_pmids=21645877.
mouse	Foxj3	Mef2c	TRRUST|TRRUST_v2_snapshot_2026-08-25|mouse|trrust:mouse:001425	hold_exact_pair	22B	abstract_verified_exact_pair_single_source	primary_literature_lead	positive	19914232		not_assessed	none_claimed	as reported in abstract	as reported in abstract	Abstract-level adjudication; full-text details and species/context boundaries require manual follow-up.	Abstract triage: exact_pair_pmids=19914232; direct_evidence_pmids=19914232; source_lead_pmids=19914232.
human	FUBP3	FGF9	TRRUST|TRRUST_v2_snapshot_2026-08-25|human|trrust:human:002337	hold_exact_pair	22B	abstract_verified_exact_pair_single_source	primary_literature_lead	unknown	21252297		not_assessed	none_claimed	as reported in abstract	as reported in abstract	Abstract-level adjudication; full-text details and species/context boundaries require manual follow-up.	Abstract triage: exact_pair_pmids=21252297; direct_evidence_pmids=21252297; source_lead_pmids=21252297.
human	GABPB2	RPS3A	TRRUST|TRRUST_v2_snapshot_2026-08-25|human|trrust:human:002348	database_only_unverified	22B	database_curated_unverified	database_assertion	unknown			not_assessed	none_claimed	not verified	not verified	TRRUST/DoRothEA source lead was not independently verified in the retrieved abstracts.	Abstract triage: exact_pair_pmids=none; direct_evidence_pmids=none; source_lead_pmids=12463423.
human	GATA5	SLC5A1	TRRUST|TRRUST_v2_snapshot_2026-08-25|human|trrust:human:002494	database_only_unverified	22B	database_curated_unverified	database_assertion	unknown			not_assessed	none_claimed	not verified	not verified	TRRUST/DoRothEA source lead was not independently verified in the retrieved abstracts.	Abstract triage: exact_pair_pmids=none; direct_evidence_pmids=none; source_lead_pmids=18656622.
mouse	Gcfc2	Egfr	TRRUST|TRRUST_v2_snapshot_2026-08-25|mouse|trrust:mouse:001664	database_only_unverified	22B	database_curated_unverified	database_assertion	negative			not_assessed	none_claimed	not verified	not verified	TRRUST/DoRothEA source lead was not independently verified in the retrieved abstracts.	Abstract triage: exact_pair_pmids=none; direct_evidence_pmids=none; source_lead_pmids=8494791.
mouse	Glis2	Ins2	TRRUST|TRRUST_v2_snapshot_2026-08-25|mouse|trrust:mouse:001722	hold_exact_pair	22B	abstract_verified_exact_pair_single_source	primary_literature_lead	positive	21127075		not_assessed	none_claimed	as reported in abstract	as reported in abstract	Abstract-level adjudication; full-text details and species/context boundaries require manual follow-up.	Abstract triage: exact_pair_pmids=21127075; direct_evidence_pmids=21127075; source_lead_pmids=21127075.
human	GRHL1	CYP11A1	TRRUST|TRRUST_v2_snapshot_2026-08-25|human|trrust:human:002563	database_only_unverified	22B	database_curated_unverified	database_assertion	unknown			not_assessed	none_claimed	not verified	not verified	TRRUST/DoRothEA source lead was not independently verified in the retrieved abstracts.	Abstract triage: exact_pair_pmids=none; direct_evidence_pmids=none; source_lead_pmids=18004979.
mouse	Grin1	Cox4i1	TRRUST|TRRUST_v2_snapshot_2026-08-25|mouse|trrust:mouse:001725	database_only_unverified	22B	database_curated_unverified	database_assertion	positive			not_assessed	none_claimed	not verified	not verified	TRRUST/DoRothEA source lead was not independently verified in the retrieved abstracts.	Abstract triage: exact_pair_pmids=none; direct_evidence_pmids=none; source_lead_pmids=19144849.
mouse	Gsx2	Ppp1r1b	TRRUST|TRRUST_v2_snapshot_2026-08-25|mouse|trrust:mouse:001730	database_only_unverified	22B	database_curated_unverified	database_assertion	positive			not_assessed	none_claimed	not verified	not verified	TRRUST/DoRothEA source lead was not independently verified in the retrieved abstracts.	Abstract triage: exact_pair_pmids=none; direct_evidence_pmids=none; source_lead_pmids=15269172.
mouse	Gtf2a2	Bglap	TRRUST|TRRUST_v2_snapshot_2026-08-25|mouse|trrust:mouse:001733	database_only_unverified	22B	database_curated_unverified	database_assertion	positive			not_assessed	none_claimed	not verified	not verified	TRRUST/DoRothEA source lead was not independently verified in the retrieved abstracts.	Abstract triage: exact_pair_pmids=none; direct_evidence_pmids=none; source_lead_pmids=18171674.
human	GTF2F1	BGLAP	TRRUST|TRRUST_v2_snapshot_2026-08-25|human|trrust:human:002567	database_only_unverified	22B	database_curated_unverified	database_assertion	unknown			not_assessed	none_claimed	not verified	not verified	TRRUST/DoRothEA source lead was not independently verified in the retrieved abstracts.	Abstract triage: exact_pair_pmids=none; direct_evidence_pmids=none; source_lead_pmids=9265625.
mouse	Gtf2h1	Keap1	TRRUST|TRRUST_v2_snapshot_2026-08-25|mouse|trrust:mouse:001735	database_only_unverified	22B	database_curated_unverified	database_assertion	positive			not_assessed	none_claimed	not verified	not verified	TRRUST/DoRothEA source lead was not independently verified in the retrieved abstracts.	Abstract triage: exact_pair_pmids=none; direct_evidence_pmids=none; source_lead_pmids=20173742.
human	HAX1	ATP2A2	TRRUST|TRRUST_v2_snapshot_2026-08-25|human|trrust:human:002581	database_only_unverified	22B	database_curated_unverified	database_assertion	negative			not_assessed	none_claimed	not verified	not verified	TRRUST/DoRothEA source lead was not independently verified in the retrieved abstracts.	Abstract triage: exact_pair_pmids=none; direct_evidence_pmids=none; source_lead_pmids=18971376.
human	HDAC10	TXNIP	TRRUST|TRRUST_v2_snapshot_2026-08-25|human|trrust:human:002671	hold_exact_pair	22B	abstract_verified_exact_pair_single_source	primary_literature_lead	negative	20680488		not_assessed	none_claimed	as reported in abstract	as reported in abstract	Abstract-level adjudication; full-text details and species/context boundaries require manual follow-up.	Abstract triage: exact_pair_pmids=20680488; direct_evidence_pmids=20680488; source_lead_pmids=20680488.
human	HIF3A	EPAS1	TRRUST|TRRUST_v2_snapshot_2026-08-25|human|trrust:human:002936	hold_exact_pair	22B	abstract_verified_exact_pair_single_source	primary_literature_lead	unknown	19755485		not_assessed	none_claimed	as reported in abstract	as reported in abstract	Abstract-level adjudication; full-text details and species/context boundaries require manual follow-up.	Abstract triage: exact_pair_pmids=19755485; direct_evidence_pmids=19755485; source_lead_pmids=19755485.
human	HINFP	MBD2	TRRUST|TRRUST_v2_snapshot_2026-08-25|human|trrust:human:002938	database_only_unverified	22B	database_curated_unverified	database_assertion	negative			not_assessed	none_claimed	not verified	not verified	TRRUST/DoRothEA source lead was not independently verified in the retrieved abstracts.	Abstract triage: exact_pair_pmids=none; direct_evidence_pmids=none; source_lead_pmids=11553631.
human	HIRA	PLB1	TRRUST|TRRUST_v2_snapshot_2026-08-25|human|trrust:human:002948	database_only_unverified	22B	database_curated_unverified	database_assertion	negative			not_assessed	none_claimed	not verified	not verified	TRRUST/DoRothEA source lead was not independently verified in the retrieved abstracts.	Abstract triage: exact_pair_pmids=none; direct_evidence_pmids=none; source_lead_pmids=9809417.
human	HMG20B	BRCA2	TRRUST|TRRUST_v2_snapshot_2026-08-25|human|trrust:human:002961	hold_exact_pair	22B	abstract_verified_exact_pair_single_source	primary_literature_lead	unknown	21399666		not_assessed	none_claimed	as reported in abstract	as reported in abstract	Abstract-level adjudication; full-text details and species/context boundaries require manual follow-up.	Abstract triage: exact_pair_pmids=21399666; direct_evidence_pmids=21399666; source_lead_pmids=21399666.
mouse	Hmgn3	Slc2a2	TRRUST|TRRUST_v2_snapshot_2026-08-25|mouse|trrust:mouse:001901	database_only_unverified	22B	database_curated_unverified	database_assertion	unknown			not_assessed	none_claimed	not verified	not verified	TRRUST/DoRothEA source lead was not independently verified in the retrieved abstracts.	Abstract triage: exact_pair_pmids=none; direct_evidence_pmids=none; source_lead_pmids=19651901.
mouse	Hnrnpk	Slc1a2	TRRUST|TRRUST_v2_snapshot_2026-08-25|mouse|trrust:mouse:001982	database_only_unverified	22B	database_curated_unverified	database_assertion	unknown			not_assessed	none_claimed	not verified	not verified	TRRUST/DoRothEA source lead was not independently verified in the retrieved abstracts.	Abstract triage: exact_pair_pmids=none; direct_evidence_pmids=none; source_lead_pmids=19323997.
human	HNRNPR	ASCL1	TRRUST|TRRUST_v2_snapshot_2026-08-25|human|trrust:human:003069	database_only_unverified	22B	database_curated_unverified	database_assertion	unknown			not_assessed	none_claimed	not verified	not verified	TRRUST/DoRothEA source lead was not independently verified in the retrieved abstracts.	Abstract triage: exact_pair_pmids=none; direct_evidence_pmids=none; source_lead_pmids=25124043.
mouse	Hoxa3	Hoxd3	TRRUST|TRRUST_v2_snapshot_2026-08-25|mouse|trrust:mouse:001997	hold_exact_pair	22B	abstract_verified_exact_pair_single_source	primary_literature_lead	unknown	9441667		not_assessed	none_claimed	as reported in abstract	as reported in abstract	Abstract-level adjudication; full-text details and species/context boundaries require manual follow-up.	Abstract triage: exact_pair_pmids=9441667; direct_evidence_pmids=9441667; source_lead_pmids=9441667.
mouse	Hoxb3	Hoxb1	TRRUST|TRRUST_v2_snapshot_2026-08-25|mouse|trrust:mouse:002012	hold_exact_pair	22B	abstract_verified_exact_pair_single_source	primary_literature_lead	negative	21320481		not_assessed	none_claimed	as reported in abstract	as reported in abstract	Abstract-level adjudication; full-text details and species/context boundaries require manual follow-up.	Abstract triage: exact_pair_pmids=21320481; direct_evidence_pmids=21320481; source_lead_pmids=21320481.
mouse	Hoxb5	Foxd3	TRRUST|TRRUST_v2_snapshot_2026-08-25|mouse|trrust:mouse:002017	hold_exact_pair	22B	abstract_verified_exact_pair_single_source	primary_literature_lead	unknown	25220476		not_assessed	none_claimed	as reported in abstract	as reported in abstract	Abstract-level adjudication; full-text details and species/context boundaries require manual follow-up.	Abstract triage: exact_pair_pmids=25220476; direct_evidence_pmids=25220476; source_lead_pmids=25220476.
mouse	Hoxb8	Acta2	TRRUST|TRRUST_v2_snapshot_2026-08-25|mouse|trrust:mouse:002018	database_only_unverified	22B	database_curated_unverified	database_assertion	negative			not_assessed	none_claimed	not verified	not verified	TRRUST/DoRothEA source lead was not independently verified in the retrieved abstracts.	Abstract triage: exact_pair_pmids=none; direct_evidence_pmids=none; source_lead_pmids=15886193.
human	HOXC10	HOXB8	TRRUST|TRRUST_v2_snapshot_2026-08-25|human|trrust:human:003129	database_only_unverified	22B	database_curated_unverified	database_assertion	negative			not_assessed	none_claimed	not verified	not verified	TRRUST/DoRothEA source lead was not independently verified in the retrieved abstracts.	Abstract triage: exact_pair_pmids=none; direct_evidence_pmids=none; source_lead_pmids=18534812.
human	HOXC9	HOXB8	TRRUST|TRRUST_v2_snapshot_2026-08-25|human|trrust:human:003137	hold_exact_pair	22B	abstract_verified_exact_pair_single_source	primary_literature_lead	negative	18534812		not_assessed	none_claimed	as reported in abstract	as reported in abstract	Abstract-level adjudication; full-text details and species/context boundaries require manual follow-up.	Abstract triage: exact_pair_pmids=18534812; direct_evidence_pmids=18534812; source_lead_pmids=18534812.
human	HOXD1	ITGB1	TRRUST|TRRUST_v2_snapshot_2026-08-25|human|trrust:human:003138	hold_exact_pair	22B	abstract_verified_exact_pair_single_source	primary_literature_lead	unknown	21501586		not_assessed	none_claimed	as reported in abstract	as reported in abstract	Abstract-level adjudication; full-text details and species/context boundaries require manual follow-up.	Abstract triage: exact_pair_pmids=21501586; direct_evidence_pmids=21501586; source_lead_pmids=21501586.
human	HOXD9	HOXD9	TRRUST|TRRUST_v2_snapshot_2026-08-25|human|trrust:human:003145	hold_exact_pair	22B	abstract_verified_exact_pair_single_source	primary_literature_lead	positive	7926763		not_assessed	none_claimed	as reported in abstract	as reported in abstract	Abstract-level adjudication; full-text details and species/context boundaries require manual follow-up.	Abstract triage: exact_pair_pmids=7926763; direct_evidence_pmids=7926763; source_lead_pmids=7926763.
