batch_rank	tf_key	tf_symbol	species	target_symbol	tflink_target_count	lead_rank_within_tf	pubmed_hit_count	primary_candidate_count	direct_experiment_candidate_count	best_pmid	best_score	suggested_action	query_variant	source_snapshot	limitations
64	znf750	ZNF750	human	ANKHD1	5273	2	0	0	0			no_retrieved_abstract_candidate	species_unrestricted_fallback	data/raw/public_database_snapshots/tf_union_expansion_v1/tflink_human_v1.0.gmt	Abstract-level discovery only; database/GMT membership is not treated as evidence.
64	znf750	ZNF750	human	TBC1D9	5273	3	0	0	0			no_retrieved_abstract_candidate	species_unrestricted_fallback	data/raw/public_database_snapshots/tf_union_expansion_v1/tflink_human_v1.0.gmt	Abstract-level discovery only; database/GMT membership is not treated as evidence.
64	znf750	ZNF750	human	BLVRA	5273	4	0	0	0			no_retrieved_abstract_candidate	species_unrestricted_fallback	data/raw/public_database_snapshots/tf_union_expansion_v1/tflink_human_v1.0.gmt	Abstract-level discovery only; database/GMT membership is not treated as evidence.
65	zbed1	ZBED1	human	BLVRA	5199	1	0	0	0			no_retrieved_abstract_candidate	species_unrestricted_fallback	data/raw/public_database_snapshots/tf_union_expansion_v1/tflink_human_v1.0.gmt	Abstract-level discovery only; database/GMT membership is not treated as evidence.
65	zbed1	ZBED1	human	ASL	5199	2	0	0	0			no_retrieved_abstract_candidate	species_unrestricted_fallback	data/raw/public_database_snapshots/tf_union_expansion_v1/tflink_human_v1.0.gmt	Abstract-level discovery only; database/GMT membership is not treated as evidence.
65	zbed1	ZBED1	human	NME1	5199	3	0	0	0			no_retrieved_abstract_candidate	species_unrestricted_fallback	data/raw/public_database_snapshots/tf_union_expansion_v1/tflink_human_v1.0.gmt	Abstract-level discovery only; database/GMT membership is not treated as evidence.
65	zbed1	ZBED1	human	PARD6A	5199	4	0	0	0			no_retrieved_abstract_candidate	species_unrestricted_fallback	data/raw/public_database_snapshots/tf_union_expansion_v1/tflink_human_v1.0.gmt	Abstract-level discovery only; database/GMT membership is not treated as evidence.
66	znf644	ZNF644	human	TMEM53	5183	1	0	0	0			no_retrieved_abstract_candidate	species_unrestricted_fallback	data/raw/public_database_snapshots/tf_union_expansion_v1/tflink_human_v1.0.gmt	Abstract-level discovery only; database/GMT membership is not treated as evidence.
66	znf644	ZNF644	human	ANKHD1	5183	2	0	0	0			no_retrieved_abstract_candidate	species_unrestricted_fallback	data/raw/public_database_snapshots/tf_union_expansion_v1/tflink_human_v1.0.gmt	Abstract-level discovery only; database/GMT membership is not treated as evidence.
66	znf644	ZNF644	human	TBC1D9	5183	3	0	0	0			no_retrieved_abstract_candidate	species_unrestricted_fallback	data/raw/public_database_snapshots/tf_union_expansion_v1/tflink_human_v1.0.gmt	Abstract-level discovery only; database/GMT membership is not treated as evidence.
66	znf644	ZNF644	human	SVOP	5183	4	0	0	0			no_retrieved_abstract_candidate	species_unrestricted_fallback	data/raw/public_database_snapshots/tf_union_expansion_v1/tflink_human_v1.0.gmt	Abstract-level discovery only; database/GMT membership is not treated as evidence.
67	yy2	YY2	human	MIS12	5144	1	0	0	0			no_retrieved_abstract_candidate	species_unrestricted_fallback	data/raw/public_database_snapshots/tf_union_expansion_v1/tflink_human_v1.0.gmt	Abstract-level discovery only; database/GMT membership is not treated as evidence.
67	yy2	YY2	human	SNRNP35	5144	2	0	0	0			no_retrieved_abstract_candidate	species_unrestricted_fallback	data/raw/public_database_snapshots/tf_union_expansion_v1/tflink_human_v1.0.gmt	Abstract-level discovery only; database/GMT membership is not treated as evidence.
67	yy2	YY2	human	PINX1	5144	3	0	0	0			no_retrieved_abstract_candidate	species_unrestricted_fallback	data/raw/public_database_snapshots/tf_union_expansion_v1/tflink_human_v1.0.gmt	Abstract-level discovery only; database/GMT membership is not treated as evidence.
67	yy2	YY2	human	ANKHD1	5144	4	0	0	0			no_retrieved_abstract_candidate	species_unrestricted_fallback	data/raw/public_database_snapshots/tf_union_expansion_v1/tflink_human_v1.0.gmt	Abstract-level discovery only; database/GMT membership is not treated as evidence.
67	yy2	Yy2	mouse	Mtnd4l	5144	1	0	0	0			no_retrieved_abstract_candidate	species_unrestricted_fallback	data/raw/public_database_snapshots/tf_union_expansion_v1/tflink_mouse_v1.0.gmt	Abstract-level discovery only; database/GMT membership is not treated as evidence.
67	yy2	Yy2	mouse	Gm10719	5144	2	0	0	0			no_retrieved_abstract_candidate	species_unrestricted_fallback	data/raw/public_database_snapshots/tf_union_expansion_v1/tflink_mouse_v1.0.gmt	Abstract-level discovery only; database/GMT membership is not treated as evidence.
67	yy2	Yy2	mouse	Mtnd4	5144	3	0	0	0			no_retrieved_abstract_candidate	species_unrestricted_fallback	data/raw/public_database_snapshots/tf_union_expansion_v1/tflink_mouse_v1.0.gmt	Abstract-level discovery only; database/GMT membership is not treated as evidence.
67	yy2	Yy2	mouse	AW822073	5144	4	0	0	0			no_retrieved_abstract_candidate	species_unrestricted_fallback	data/raw/public_database_snapshots/tf_union_expansion_v1/tflink_mouse_v1.0.gmt	Abstract-level discovery only; database/GMT membership is not treated as evidence.
68	zfat	ZFAT	human	SNRNP35	5142	1	0	0	0			no_retrieved_abstract_candidate	species_unrestricted_fallback	data/raw/public_database_snapshots/tf_union_expansion_v1/tflink_human_v1.0.gmt	Abstract-level discovery only; database/GMT membership is not treated as evidence.
68	zfat	ZFAT	human	EIF3A	5142	2	0	0	0			no_retrieved_abstract_candidate	species_unrestricted_fallback	data/raw/public_database_snapshots/tf_union_expansion_v1/tflink_human_v1.0.gmt	Abstract-level discovery only; database/GMT membership is not treated as evidence.
68	zfat	ZFAT	human	EFCAB11	5142	3	0	0	0			no_retrieved_abstract_candidate	species_unrestricted_fallback	data/raw/public_database_snapshots/tf_union_expansion_v1/tflink_human_v1.0.gmt	Abstract-level discovery only; database/GMT membership is not treated as evidence.
68	zfat	ZFAT	human	MPG	5142	4	0	0	0			no_retrieved_abstract_candidate	species_unrestricted_fallback	data/raw/public_database_snapshots/tf_union_expansion_v1/tflink_human_v1.0.gmt	Abstract-level discovery only; database/GMT membership is not treated as evidence.
68	zfat	Zfat	mouse	P2rx2	5142	1	0	0	0			no_retrieved_abstract_candidate	species_unrestricted_fallback	data/raw/public_database_snapshots/tf_union_expansion_v1/tflink_mouse_v1.0.gmt	Abstract-level discovery only; database/GMT membership is not treated as evidence.
68	zfat	Zfat	mouse	Znf423	5142	2	0	0	0			no_retrieved_abstract_candidate	species_unrestricted_fallback	data/raw/public_database_snapshots/tf_union_expansion_v1/tflink_mouse_v1.0.gmt	Abstract-level discovery only; database/GMT membership is not treated as evidence.
68	zfat	Zfat	mouse	Ppp1r18	5142	3	0	0	0			no_retrieved_abstract_candidate	species_unrestricted_fallback	data/raw/public_database_snapshots/tf_union_expansion_v1/tflink_mouse_v1.0.gmt	Abstract-level discovery only; database/GMT membership is not treated as evidence.
68	zfat	Zfat	mouse	Kcnd3	5142	4	0	0	0			no_retrieved_abstract_candidate	species_unrestricted_fallback	data/raw/public_database_snapshots/tf_union_expansion_v1/tflink_mouse_v1.0.gmt	Abstract-level discovery only; database/GMT membership is not treated as evidence.
69	scrt1	SCRT1	human	TMEM53	5124	1	0	0	0			no_retrieved_abstract_candidate	species_unrestricted_fallback	data/raw/public_database_snapshots/tf_union_expansion_v1/tflink_human_v1.0.gmt	Abstract-level discovery only; database/GMT membership is not treated as evidence.
69	scrt1	SCRT1	human	PINX1	5124	2	0	0	0			no_retrieved_abstract_candidate	species_unrestricted_fallback	data/raw/public_database_snapshots/tf_union_expansion_v1/tflink_human_v1.0.gmt	Abstract-level discovery only; database/GMT membership is not treated as evidence.
69	scrt1	SCRT1	human	SNRNP35	5124	3	0	0	0			no_retrieved_abstract_candidate	species_unrestricted_fallback	data/raw/public_database_snapshots/tf_union_expansion_v1/tflink_human_v1.0.gmt	Abstract-level discovery only; database/GMT membership is not treated as evidence.
69	scrt1	SCRT1	human	TBC1D9	5124	4	0	0	0			no_retrieved_abstract_candidate	species_unrestricted_fallback	data/raw/public_database_snapshots/tf_union_expansion_v1/tflink_human_v1.0.gmt	Abstract-level discovery only; database/GMT membership is not treated as evidence.
70	hoxa6	HOXA6	human	TMEM53	5091	1	0	0	0			no_retrieved_abstract_candidate	species_unrestricted_fallback	data/raw/public_database_snapshots/tf_union_expansion_v1/tflink_human_v1.0.gmt	Abstract-level discovery only; database/GMT membership is not treated as evidence.
70	hoxa6	HOXA6	human	PINX1	5091	2	0	0	0			no_retrieved_abstract_candidate	species_unrestricted_fallback	data/raw/public_database_snapshots/tf_union_expansion_v1/tflink_human_v1.0.gmt	Abstract-level discovery only; database/GMT membership is not treated as evidence.
70	hoxa6	HOXA6	human	ANKHD1	5091	3	0	0	0			no_retrieved_abstract_candidate	species_unrestricted_fallback	data/raw/public_database_snapshots/tf_union_expansion_v1/tflink_human_v1.0.gmt	Abstract-level discovery only; database/GMT membership is not treated as evidence.
70	hoxa6	HOXA6	human	PUS10	5091	4	0	0	0			no_retrieved_abstract_candidate	species_unrestricted_fallback	data/raw/public_database_snapshots/tf_union_expansion_v1/tflink_human_v1.0.gmt	Abstract-level discovery only; database/GMT membership is not treated as evidence.
71	znf18	ZNF18	human	MIS12	4992	1	0	0	0			no_retrieved_abstract_candidate	species_unrestricted_fallback	data/raw/public_database_snapshots/tf_union_expansion_v1/tflink_human_v1.0.gmt	Abstract-level discovery only; database/GMT membership is not treated as evidence.
71	znf18	ZNF18	human	ANKHD1	4992	2	0	0	0			no_retrieved_abstract_candidate	species_unrestricted_fallback	data/raw/public_database_snapshots/tf_union_expansion_v1/tflink_human_v1.0.gmt	Abstract-level discovery only; database/GMT membership is not treated as evidence.
71	znf18	ZNF18	human	PUS10	4992	3	0	0	0			no_retrieved_abstract_candidate	species_unrestricted_fallback	data/raw/public_database_snapshots/tf_union_expansion_v1/tflink_human_v1.0.gmt	Abstract-level discovery only; database/GMT membership is not treated as evidence.
71	znf18	ZNF18	human	TRIP13	4992	4	0	0	0			no_retrieved_abstract_candidate	species_unrestricted_fallback	data/raw/public_database_snapshots/tf_union_expansion_v1/tflink_human_v1.0.gmt	Abstract-level discovery only; database/GMT membership is not treated as evidence.
72	zbtb42	ZBTB42	human	PINX1	4956	1	0	0	0			no_retrieved_abstract_candidate	species_unrestricted_fallback	data/raw/public_database_snapshots/tf_union_expansion_v1/tflink_human_v1.0.gmt	Abstract-level discovery only; database/GMT membership is not treated as evidence.
72	zbtb42	ZBTB42	human	SNRNP35	4956	2	0	0	0			no_retrieved_abstract_candidate	species_unrestricted_fallback	data/raw/public_database_snapshots/tf_union_expansion_v1/tflink_human_v1.0.gmt	Abstract-level discovery only; database/GMT membership is not treated as evidence.
72	zbtb42	ZBTB42	human	SVOP	4956	3	0	0	0			no_retrieved_abstract_candidate	species_unrestricted_fallback	data/raw/public_database_snapshots/tf_union_expansion_v1/tflink_human_v1.0.gmt	Abstract-level discovery only; database/GMT membership is not treated as evidence.
72	zbtb42	ZBTB42	human	BLVRA	4956	4	0	0	0			no_retrieved_abstract_candidate	species_unrestricted_fallback	data/raw/public_database_snapshots/tf_union_expansion_v1/tflink_human_v1.0.gmt	Abstract-level discovery only; database/GMT membership is not treated as evidence.
73	rbak	RBAK	human	MIS12	4889	1	0	0	0			no_retrieved_abstract_candidate	species_unrestricted_fallback	data/raw/public_database_snapshots/tf_union_expansion_v1/tflink_human_v1.0.gmt	Abstract-level discovery only; database/GMT membership is not treated as evidence.
73	rbak	RBAK	human	ANKHD1	4889	2	0	0	0			no_retrieved_abstract_candidate	species_unrestricted_fallback	data/raw/public_database_snapshots/tf_union_expansion_v1/tflink_human_v1.0.gmt	Abstract-level discovery only; database/GMT membership is not treated as evidence.
73	rbak	RBAK	human	CASC3	4889	3	0	0	0			no_retrieved_abstract_candidate	species_unrestricted_fallback	data/raw/public_database_snapshots/tf_union_expansion_v1/tflink_human_v1.0.gmt	Abstract-level discovery only; database/GMT membership is not treated as evidence.
73	rbak	RBAK	human	SVOP	4889	4	0	0	0			no_retrieved_abstract_candidate	species_unrestricted_fallback	data/raw/public_database_snapshots/tf_union_expansion_v1/tflink_human_v1.0.gmt	Abstract-level discovery only; database/GMT membership is not treated as evidence.
74	wiz	WIZ	human	DIP2C	4824	1	0	0	0			no_retrieved_abstract_candidate	species_unrestricted_fallback	data/raw/public_database_snapshots/tf_union_expansion_v1/tflink_human_v1.0.gmt	Abstract-level discovery only; database/GMT membership is not treated as evidence.
74	wiz	WIZ	human	PPP2R5C	4824	2	0	0	0			no_retrieved_abstract_candidate	species_unrestricted_fallback	data/raw/public_database_snapshots/tf_union_expansion_v1/tflink_human_v1.0.gmt	Abstract-level discovery only; database/GMT membership is not treated as evidence.
74	wiz	WIZ	human	SENP5	4824	3	0	0	0			no_retrieved_abstract_candidate	species_unrestricted_fallback	data/raw/public_database_snapshots/tf_union_expansion_v1/tflink_human_v1.0.gmt	Abstract-level discovery only; database/GMT membership is not treated as evidence.
74	wiz	WIZ	human	CASKIN2	4824	4	0	0	0			no_retrieved_abstract_candidate	species_unrestricted_fallback	data/raw/public_database_snapshots/tf_union_expansion_v1/tflink_human_v1.0.gmt	Abstract-level discovery only; database/GMT membership is not treated as evidence.
74	wiz	Wiz	mouse	Ndst3	4824	1	0	0	0			no_retrieved_abstract_candidate	species_unrestricted_fallback	data/raw/public_database_snapshots/tf_union_expansion_v1/tflink_mouse_v1.0.gmt	Abstract-level discovery only; database/GMT membership is not treated as evidence.
74	wiz	Wiz	mouse	Znf423	4824	2	0	0	0			no_retrieved_abstract_candidate	species_unrestricted_fallback	data/raw/public_database_snapshots/tf_union_expansion_v1/tflink_mouse_v1.0.gmt	Abstract-level discovery only; database/GMT membership is not treated as evidence.
74	wiz	Wiz	mouse	Cd22	4824	3	0	0	0			no_retrieved_abstract_candidate	species_unrestricted_fallback	data/raw/public_database_snapshots/tf_union_expansion_v1/tflink_mouse_v1.0.gmt	Abstract-level discovery only; database/GMT membership is not treated as evidence.
74	wiz	Wiz	mouse	Emg1	4824	4	0	0	0			no_retrieved_abstract_candidate	species_unrestricted_fallback	data/raw/public_database_snapshots/tf_union_expansion_v1/tflink_mouse_v1.0.gmt	Abstract-level discovery only; database/GMT membership is not treated as evidence.
75	sox3	SOX3	human	ARRDC3	4707	1	0	0	0			no_retrieved_abstract_candidate	species_unrestricted_fallback	data/raw/public_database_snapshots/tf_union_expansion_v1/tflink_human_v1.0.gmt	Abstract-level discovery only; database/GMT membership is not treated as evidence.
75	sox3	SOX3	human	ATPSCKMT	4707	2	0	0	0			no_retrieved_abstract_candidate	species_unrestricted_fallback	data/raw/public_database_snapshots/tf_union_expansion_v1/tflink_human_v1.0.gmt	Abstract-level discovery only; database/GMT membership is not treated as evidence.
75	sox3	SOX3	human	PRCC	4707	3	0	0	0			no_retrieved_abstract_candidate	species_unrestricted_fallback	data/raw/public_database_snapshots/tf_union_expansion_v1/tflink_human_v1.0.gmt	Abstract-level discovery only; database/GMT membership is not treated as evidence.
75	sox3	SOX3	human	NME1	4707	4	0	0	0			no_retrieved_abstract_candidate	species_unrestricted_fallback	data/raw/public_database_snapshots/tf_union_expansion_v1/tflink_human_v1.0.gmt	Abstract-level discovery only; database/GMT membership is not treated as evidence.
75	sox3	Sox3	mouse	Ckb	4707	1	0	0	0			no_retrieved_abstract_candidate	species_unrestricted_fallback	data/raw/public_database_snapshots/tf_union_expansion_v1/tflink_mouse_v1.0.gmt	Abstract-level discovery only; database/GMT membership is not treated as evidence.
75	sox3	Sox3	mouse	Znf423	4707	2	0	0	0			no_retrieved_abstract_candidate	species_unrestricted_fallback	data/raw/public_database_snapshots/tf_union_expansion_v1/tflink_mouse_v1.0.gmt	Abstract-level discovery only; database/GMT membership is not treated as evidence.
75	sox3	Sox3	mouse	Emg1	4707	3	0	0	0			no_retrieved_abstract_candidate	species_unrestricted_fallback	data/raw/public_database_snapshots/tf_union_expansion_v1/tflink_mouse_v1.0.gmt	Abstract-level discovery only; database/GMT membership is not treated as evidence.
75	sox3	Sox3	mouse	Mrm2	4707	4	0	0	0			no_retrieved_abstract_candidate	species_unrestricted_fallback	data/raw/public_database_snapshots/tf_union_expansion_v1/tflink_mouse_v1.0.gmt	Abstract-level discovery only; database/GMT membership is not treated as evidence.
76	znf366	ZNF366	human	TMEM53	4689	1	0	0	0			no_retrieved_abstract_candidate	species_unrestricted_fallback	data/raw/public_database_snapshots/tf_union_expansion_v1/tflink_human_v1.0.gmt	Abstract-level discovery only; database/GMT membership is not treated as evidence.
76	znf366	ZNF366	human	ANKHD1	4689	2	0	0	0			no_retrieved_abstract_candidate	species_unrestricted_fallback	data/raw/public_database_snapshots/tf_union_expansion_v1/tflink_human_v1.0.gmt	Abstract-level discovery only; database/GMT membership is not treated as evidence.
76	znf366	ZNF366	human	RORB	4689	3	0	0	0			no_retrieved_abstract_candidate	species_unrestricted_fallback	data/raw/public_database_snapshots/tf_union_expansion_v1/tflink_human_v1.0.gmt	Abstract-level discovery only; database/GMT membership is not treated as evidence.
76	znf366	ZNF366	human	BRWD3	4689	4	0	0	0			no_retrieved_abstract_candidate	species_unrestricted_fallback	data/raw/public_database_snapshots/tf_union_expansion_v1/tflink_human_v1.0.gmt	Abstract-level discovery only; database/GMT membership is not treated as evidence.
77	hoxc5	HOXC5	human	CARM1	4589	1	0	0	0			no_retrieved_abstract_candidate	species_unrestricted_fallback	data/raw/public_database_snapshots/tf_union_expansion_v1/tflink_human_v1.0.gmt	Abstract-level discovery only; database/GMT membership is not treated as evidence.
77	hoxc5	HOXC5	human	ANKHD1	4589	2	0	0	0			no_retrieved_abstract_candidate	species_unrestricted_fallback	data/raw/public_database_snapshots/tf_union_expansion_v1/tflink_human_v1.0.gmt	Abstract-level discovery only; database/GMT membership is not treated as evidence.
77	hoxc5	HOXC5	human	BRWD3	4589	3	0	0	0			no_retrieved_abstract_candidate	species_unrestricted_fallback	data/raw/public_database_snapshots/tf_union_expansion_v1/tflink_human_v1.0.gmt	Abstract-level discovery only; database/GMT membership is not treated as evidence.
77	hoxc5	HOXC5	human	POM121C	4589	4	0	0	0			no_retrieved_abstract_candidate	species_unrestricted_fallback	data/raw/public_database_snapshots/tf_union_expansion_v1/tflink_human_v1.0.gmt	Abstract-level discovery only; database/GMT membership is not treated as evidence.
78	myrf	MYRF	human	TMEM53	4573	1	0	0	0			no_retrieved_abstract_candidate	species_unrestricted_fallback	data/raw/public_database_snapshots/tf_union_expansion_v1/tflink_human_v1.0.gmt	Abstract-level discovery only; database/GMT membership is not treated as evidence.
78	myrf	MYRF	human	LRRC75B	4573	2	0	0	0			no_retrieved_abstract_candidate	species_unrestricted_fallback	data/raw/public_database_snapshots/tf_union_expansion_v1/tflink_human_v1.0.gmt	Abstract-level discovery only; database/GMT membership is not treated as evidence.
78	myrf	MYRF	human	CASC3	4573	3	0	0	0			no_retrieved_abstract_candidate	species_unrestricted_fallback	data/raw/public_database_snapshots/tf_union_expansion_v1/tflink_human_v1.0.gmt	Abstract-level discovery only; database/GMT membership is not treated as evidence.
78	myrf	MYRF	human	SVOP	4573	4	0	0	0			no_retrieved_abstract_candidate	species_unrestricted_fallback	data/raw/public_database_snapshots/tf_union_expansion_v1/tflink_human_v1.0.gmt	Abstract-level discovery only; database/GMT membership is not treated as evidence.
79	zbtb6	ZBTB6	human	LRRC75B	4571	1	0	0	0			no_retrieved_abstract_candidate	species_unrestricted_fallback	data/raw/public_database_snapshots/tf_union_expansion_v1/tflink_human_v1.0.gmt	Abstract-level discovery only; database/GMT membership is not treated as evidence.
79	zbtb6	ZBTB6	human	EIF3A	4571	2	0	0	0			no_retrieved_abstract_candidate	species_unrestricted_fallback	data/raw/public_database_snapshots/tf_union_expansion_v1/tflink_human_v1.0.gmt	Abstract-level discovery only; database/GMT membership is not treated as evidence.
79	zbtb6	ZBTB6	human	TBC1D9	4571	3	0	0	0			no_retrieved_abstract_candidate	species_unrestricted_fallback	data/raw/public_database_snapshots/tf_union_expansion_v1/tflink_human_v1.0.gmt	Abstract-level discovery only; database/GMT membership is not treated as evidence.
79	zbtb6	ZBTB6	human	SVOP	4571	4	0	0	0			no_retrieved_abstract_candidate	species_unrestricted_fallback	data/raw/public_database_snapshots/tf_union_expansion_v1/tflink_human_v1.0.gmt	Abstract-level discovery only; database/GMT membership is not treated as evidence.
80	znf280d	ZNF280D	human	TMEM53	4513	1	0	0	0			no_retrieved_abstract_candidate	species_unrestricted_fallback	data/raw/public_database_snapshots/tf_union_expansion_v1/tflink_human_v1.0.gmt	Abstract-level discovery only; database/GMT membership is not treated as evidence.
80	znf280d	ZNF280D	human	PINX1	4513	2	0	0	0			no_retrieved_abstract_candidate	species_unrestricted_fallback	data/raw/public_database_snapshots/tf_union_expansion_v1/tflink_human_v1.0.gmt	Abstract-level discovery only; database/GMT membership is not treated as evidence.
80	znf280d	ZNF280D	human	CASC3	4513	3	0	0	0			no_retrieved_abstract_candidate	species_unrestricted_fallback	data/raw/public_database_snapshots/tf_union_expansion_v1/tflink_human_v1.0.gmt	Abstract-level discovery only; database/GMT membership is not treated as evidence.
80	znf280d	ZNF280D	human	SNRNP35	4513	4	0	0	0			no_retrieved_abstract_candidate	species_unrestricted_fallback	data/raw/public_database_snapshots/tf_union_expansion_v1/tflink_human_v1.0.gmt	Abstract-level discovery only; database/GMT membership is not treated as evidence.
81	znf511	ZNF511	human	LRRC75B	4506	1	0	0	0			no_retrieved_abstract_candidate	species_unrestricted_fallback	data/raw/public_database_snapshots/tf_union_expansion_v1/tflink_human_v1.0.gmt	Abstract-level discovery only; database/GMT membership is not treated as evidence.
81	znf511	ZNF511	human	SVOP	4506	2	0	0	0			no_retrieved_abstract_candidate	species_unrestricted_fallback	data/raw/public_database_snapshots/tf_union_expansion_v1/tflink_human_v1.0.gmt	Abstract-level discovery only; database/GMT membership is not treated as evidence.
81	znf511	ZNF511	human	MASP2	4506	3	0	0	0			no_retrieved_abstract_candidate	species_unrestricted_fallback	data/raw/public_database_snapshots/tf_union_expansion_v1/tflink_human_v1.0.gmt	Abstract-level discovery only; database/GMT membership is not treated as evidence.
81	znf511	ZNF511	human	PC	4506	4	0	0	0			no_retrieved_abstract_candidate	species_unrestricted_fallback	data/raw/public_database_snapshots/tf_union_expansion_v1/tflink_human_v1.0.gmt	Abstract-level discovery only; database/GMT membership is not treated as evidence.
82	osr2	OSR2	human	ETHE1	4450	1	0	0	0			no_retrieved_abstract_candidate	species_unrestricted_fallback	data/raw/public_database_snapshots/tf_union_expansion_v1/tflink_human_v1.0.gmt	Abstract-level discovery only; database/GMT membership is not treated as evidence.
82	osr2	OSR2	human	MIS12	4450	2	0	0	0			no_retrieved_abstract_candidate	species_unrestricted_fallback	data/raw/public_database_snapshots/tf_union_expansion_v1/tflink_human_v1.0.gmt	Abstract-level discovery only; database/GMT membership is not treated as evidence.
82	osr2	OSR2	human	SNRNP35	4450	3	0	0	0			no_retrieved_abstract_candidate	species_unrestricted_fallback	data/raw/public_database_snapshots/tf_union_expansion_v1/tflink_human_v1.0.gmt	Abstract-level discovery only; database/GMT membership is not treated as evidence.
82	osr2	OSR2	human	SVOP	4450	4	0	0	0			no_retrieved_abstract_candidate	species_unrestricted_fallback	data/raw/public_database_snapshots/tf_union_expansion_v1/tflink_human_v1.0.gmt	Abstract-level discovery only; database/GMT membership is not treated as evidence.
83	znf264	ZNF264	human	CARM1	4344	1	0	0	0			no_retrieved_abstract_candidate	species_unrestricted_fallback	data/raw/public_database_snapshots/tf_union_expansion_v1/tflink_human_v1.0.gmt	Abstract-level discovery only; database/GMT membership is not treated as evidence.
83	znf264	ZNF264	human	CASC3	4344	2	1	1	0	21827969	14	abstract_review_then_fulltext	species_restricted	data/raw/public_database_snapshots/tf_union_expansion_v1/tflink_human_v1.0.gmt	Abstract-level discovery only; database/GMT membership is not treated as evidence.
83	znf264	ZNF264	human	SVOP	4344	3	0	0	0			no_retrieved_abstract_candidate	species_unrestricted_fallback	data/raw/public_database_snapshots/tf_union_expansion_v1/tflink_human_v1.0.gmt	Abstract-level discovery only; database/GMT membership is not treated as evidence.
83	znf264	ZNF264	human	SNRNP35	4344	4	0	0	0			no_retrieved_abstract_candidate	species_unrestricted_fallback	data/raw/public_database_snapshots/tf_union_expansion_v1/tflink_human_v1.0.gmt	Abstract-level discovery only; database/GMT membership is not treated as evidence.
84	zfp1	ZFP1	human	LRRC75B	4329	1	0	0	0			no_retrieved_abstract_candidate	species_unrestricted_fallback	data/raw/public_database_snapshots/tf_union_expansion_v1/tflink_human_v1.0.gmt	Abstract-level discovery only; database/GMT membership is not treated as evidence.
84	zfp1	ZFP1	human	SNRNP35	4329	2	0	0	0			no_retrieved_abstract_candidate	species_unrestricted_fallback	data/raw/public_database_snapshots/tf_union_expansion_v1/tflink_human_v1.0.gmt	Abstract-level discovery only; database/GMT membership is not treated as evidence.
84	zfp1	ZFP1	human	SVOP	4329	3	0	0	0			no_retrieved_abstract_candidate	species_unrestricted_fallback	data/raw/public_database_snapshots/tf_union_expansion_v1/tflink_human_v1.0.gmt	Abstract-level discovery only; database/GMT membership is not treated as evidence.
84	zfp1	ZFP1	human	PINX1	4329	4	0	0	0			no_retrieved_abstract_candidate	species_unrestricted_fallback	data/raw/public_database_snapshots/tf_union_expansion_v1/tflink_human_v1.0.gmt	Abstract-level discovery only; database/GMT membership is not treated as evidence.
85	zbtb8a	ZBTB8A	human	ETHE1	4236	1	0	0	0			no_retrieved_abstract_candidate	species_unrestricted_fallback	data/raw/public_database_snapshots/tf_union_expansion_v1/tflink_human_v1.0.gmt	Abstract-level discovery only; database/GMT membership is not treated as evidence.
85	zbtb8a	ZBTB8A	human	LRRC75B	4236	2	0	0	0			no_retrieved_abstract_candidate	species_unrestricted_fallback	data/raw/public_database_snapshots/tf_union_expansion_v1/tflink_human_v1.0.gmt	Abstract-level discovery only; database/GMT membership is not treated as evidence.
85	zbtb8a	ZBTB8A	human	CASC3	4236	3	0	0	0			no_retrieved_abstract_candidate	species_unrestricted_fallback	data/raw/public_database_snapshots/tf_union_expansion_v1/tflink_human_v1.0.gmt	Abstract-level discovery only; database/GMT membership is not treated as evidence.
85	zbtb8a	ZBTB8A	human	TBC1D9	4236	4	0	0	0			no_retrieved_abstract_candidate	species_unrestricted_fallback	data/raw/public_database_snapshots/tf_union_expansion_v1/tflink_human_v1.0.gmt	Abstract-level discovery only; database/GMT membership is not treated as evidence.
86	hmg20a	HMG20A	human	LRRC75B	4003	1	0	0	0			no_retrieved_abstract_candidate	species_unrestricted_fallback	data/raw/public_database_snapshots/tf_union_expansion_v1/tflink_human_v1.0.gmt	Abstract-level discovery only; database/GMT membership is not treated as evidence.
86	hmg20a	HMG20A	human	BRWD3	4003	2	0	0	0			no_retrieved_abstract_candidate	species_unrestricted_fallback	data/raw/public_database_snapshots/tf_union_expansion_v1/tflink_human_v1.0.gmt	Abstract-level discovery only; database/GMT membership is not treated as evidence.
86	hmg20a	HMG20A	human	TBC1D9	4003	3	0	0	0			no_retrieved_abstract_candidate	species_unrestricted_fallback	data/raw/public_database_snapshots/tf_union_expansion_v1/tflink_human_v1.0.gmt	Abstract-level discovery only; database/GMT membership is not treated as evidence.
86	hmg20a	HMG20A	human	CASC3	4003	4	0	0	0			no_retrieved_abstract_candidate	species_unrestricted_fallback	data/raw/public_database_snapshots/tf_union_expansion_v1/tflink_human_v1.0.gmt	Abstract-level discovery only; database/GMT membership is not treated as evidence.
87	gmeb1	GMEB1	human	TRAFD1	3956	1	0	0	0			no_retrieved_abstract_candidate	species_unrestricted_fallback	data/raw/public_database_snapshots/tf_union_expansion_v1/tflink_human_v1.0.gmt	Abstract-level discovery only; database/GMT membership is not treated as evidence.
