outcome_id	queue_key	regulator_symbol	target_symbol	species_scope	search_query	source_citations	evidence_type	outcome_summary	disposition	search_status
search_outcome_367	znf394|ada|human	ZNF394	ADA	human	ZNF394 ADA exact target search	https://www.gsea-msigdb.org/gsea/msigdb/human/geneset/ZNF394_TARGET_GENES.html	binding_dataset_only	The human ZNF394 target-set record contains ADA, but no primary exact ZNF394 occupancy plus perturbation evidence for ADA was located.	retain_database_target_profile_without_promotion	completed
search_outcome_368	znf394|artn|human	ZNF394	ARTN	human	ZNF394 ARTN exact target search	https://www.gsea-msigdb.org/gsea/msigdb/human/geneset/ZNF394_TARGET_GENES.html	binding_dataset_only	The human ZNF394 target-set record contains ARTN, but no primary exact ZNF394 occupancy plus perturbation evidence for ARTN was located.	retain_database_target_profile_without_promotion	completed
search_outcome_369	znf407|ang|human	ZNF407	ANG	human	ZNF407 ANG exact target search	https://www.gsea-msigdb.org/gsea/msigdb/human/geneset/ZNF407_TARGET_GENES.html	binding_dataset_only	The human ZNF407 target-set record contains ANG, but no primary exact ZNF407 occupancy plus perturbation evidence for ANG was located.	retain_database_target_profile_without_promotion	completed
search_outcome_370	znf407|ccn1|human	ZNF407	CCN1	human	ZNF407 CCN1 exact target search	https://www.gsea-msigdb.org/gsea/msigdb/human/geneset/ZNF407_TARGET_GENES.html	binding_dataset_only	The human ZNF407 target-set record contains CCN1, but no primary exact ZNF407 occupancy plus perturbation evidence for CCN1 was located.	retain_database_target_profile_without_promotion	completed
search_outcome_371	znf407|col16a1|human	ZNF407	COL16A1	human	ZNF407 COL16A1 exact target search	https://www.gsea-msigdb.org/gsea/msigdb/human/geneset/ZNF407_TARGET_GENES.html	binding_dataset_only	The human ZNF407 target-set record contains COL16A1, but no primary exact ZNF407 occupancy plus perturbation evidence for COL16A1 was located.	retain_database_target_profile_without_promotion	completed
search_outcome_372	znf436|alk|human	ZNF436	ALK	human	ZNF436 ALK exact target search	https://www.gsea-msigdb.org/gsea/msigdb/cards/ZNF436_TARGET_GENES.html	binding_dataset_only	The human ZNF436 target-set record contains ALK, but no primary exact ZNF436 occupancy plus perturbation evidence for ALK was located.	retain_database_target_profile_without_promotion	completed
search_outcome_373	znf436|bmp7|human	ZNF436	BMP7	human	ZNF436 BMP7 exact target search	https://www.gsea-msigdb.org/gsea/msigdb/cards/ZNF436_TARGET_GENES.html	binding_dataset_only	The human ZNF436 target-set record contains BMP7, but no primary exact ZNF436 occupancy plus perturbation evidence for BMP7 was located.	retain_database_target_profile_without_promotion	completed
search_outcome_374	znf436|cd7|human	ZNF436	CD7	human	ZNF436 CD7 exact target search	https://www.gsea-msigdb.org/gsea/msigdb/cards/ZNF436_TARGET_GENES.html	binding_dataset_only	The human ZNF436 target-set record contains CD7, but no primary exact ZNF436 occupancy plus perturbation evidence for CD7 was located.	retain_database_target_profile_without_promotion	completed
search_outcome_375	znf436|cd81|human	ZNF436	CD81	human	ZNF436 CD81 exact target search	https://www.gsea-msigdb.org/gsea/msigdb/cards/ZNF436_TARGET_GENES.html	binding_dataset_only	The human ZNF436 target-set record contains CD81, but no primary exact ZNF436 occupancy plus perturbation evidence for CD81 was located.	retain_database_target_profile_without_promotion	completed
search_outcome_376	znf486|adipor1|human	ZNF486	ADIPOR1	human	ZNF486 ADIPOR1 exact target search	https://www.gsea-msigdb.org/gsea/msigdb/human/geneset/ZNF486_TARGET_GENES.html	binding_dataset_only	The human ZNF486 target-set record contains ADIPOR1, but no primary exact ZNF486 occupancy plus perturbation evidence for ADIPOR1 was located.	retain_database_target_profile_without_promotion	completed
search_outcome_377	znf486|calcrl|human	ZNF486	CALCRL	human	ZNF486 CALCRL exact target search	https://www.gsea-msigdb.org/gsea/msigdb/human/geneset/ZNF486_TARGET_GENES.html	binding_dataset_only	The human ZNF486 target-set record contains CALCRL, but no primary exact ZNF486 occupancy plus perturbation evidence for CALCRL was located.	retain_database_target_profile_without_promotion	completed
search_outcome_378	znf486|cmklr1|human	ZNF486	CMKLR1	human	ZNF486 CMKLR1 exact target search	https://www.gsea-msigdb.org/gsea/msigdb/human/geneset/ZNF486_TARGET_GENES.html	binding_dataset_only	The human ZNF486 target-set record contains CMKLR1, but no primary exact ZNF486 occupancy plus perturbation evidence for CMKLR1 was located.	retain_database_target_profile_without_promotion	completed
search_outcome_379	znf486|gucy2c|human	ZNF486	GUCY2C	human	ZNF486 GUCY2C exact target search	https://www.gsea-msigdb.org/gsea/msigdb/human/geneset/ZNF486_TARGET_GENES.html	binding_dataset_only	The human ZNF486 target-set record contains GUCY2C, but no primary exact ZNF486 occupancy plus perturbation evidence for GUCY2C was located.	retain_database_target_profile_without_promotion	completed
search_outcome_380	znf490|acvr1|human	ZNF490	ACVR1	human	ZNF490 ACVR1 exact target search	https://www.gsea-msigdb.org/gsea/msigdb/human/geneset/ZNF490_TARGET_GENES.html	binding_dataset_only	The human ZNF490 target-set record contains ACVR1, but no primary exact ZNF490 occupancy plus perturbation evidence for ACVR1 was located.	retain_database_target_profile_without_promotion	completed
search_outcome_381	znf490|ambn|human	ZNF490	AMBN	human	ZNF490 AMBN exact target search	https://www.gsea-msigdb.org/gsea/msigdb/human/geneset/ZNF490_TARGET_GENES.html	binding_dataset_only	The human ZNF490 target-set record contains AMBN, but no primary exact ZNF490 occupancy plus perturbation evidence for AMBN was located.	retain_database_target_profile_without_promotion	completed
search_outcome_382	znf490|cadm1|human	ZNF490	CADM1	human	ZNF490 CADM1 exact target search	https://www.gsea-msigdb.org/gsea/msigdb/human/geneset/ZNF490_TARGET_GENES.html	binding_dataset_only	The human ZNF490 target-set record contains CADM1, but no primary exact ZNF490 occupancy plus perturbation evidence for CADM1 was located.	retain_database_target_profile_without_promotion	completed
search_outcome_383	znf490|chrna7|human	ZNF490	CHRNA7	human	ZNF490 CHRNA7 exact target search	https://www.gsea-msigdb.org/gsea/msigdb/human/geneset/ZNF490_TARGET_GENES.html	binding_dataset_only	The human ZNF490 target-set record contains CHRNA7, but no primary exact ZNF490 occupancy plus perturbation evidence for CHRNA7 was located.	retain_database_target_profile_without_promotion	completed
search_outcome_384	znf507|gdf15|human	ZNF507	GDF15	human	ZNF507 GDF15 exact target search	https://www.gsea-msigdb.org/gsea/msigdb/cards/ZNF507_TARGET_GENES.html	binding_dataset_only	The human ZNF507 target-set record contains GDF15, but no primary exact ZNF507 occupancy plus perturbation evidence for GDF15 was located.	retain_database_target_profile_without_promotion	completed
search_outcome_385	znf507|grn|human	ZNF507	GRN	human	ZNF507 GRN exact target search	https://www.gsea-msigdb.org/gsea/msigdb/cards/ZNF507_TARGET_GENES.html	binding_dataset_only	The human ZNF507 target-set record contains GRN, but no primary exact ZNF507 occupancy plus perturbation evidence for GRN was located.	retain_database_target_profile_without_promotion	completed
search_outcome_386	znf507|il5|human	ZNF507	IL5	human	ZNF507 IL5 exact target search	https://www.gsea-msigdb.org/gsea/msigdb/cards/ZNF507_TARGET_GENES.html	binding_dataset_only	The human ZNF507 target-set record contains IL5, but no primary exact ZNF507 occupancy plus perturbation evidence for IL5 was located.	retain_database_target_profile_without_promotion	completed
search_outcome_387	znf512b|col6a3|human	ZNF512B	COL6A3	human	ZNF512B COL6A3 exact target search	https://www.gsea-msigdb.org/gsea/msigdb/human/geneset/ZNF512B_TARGET_GENES.html	binding_dataset_only	The human ZNF512B target-set record contains COL6A3, but no primary exact ZNF512B occupancy plus perturbation evidence for COL6A3 was located.	retain_database_target_profile_without_promotion	completed
search_outcome_388	znf512b|fgf13|human	ZNF512B	FGF13	human	ZNF512B FGF13 exact target search	https://www.gsea-msigdb.org/gsea/msigdb/human/geneset/ZNF512B_TARGET_GENES.html	binding_dataset_only	The human ZNF512B target-set record contains FGF13, but no primary exact ZNF512B occupancy plus perturbation evidence for FGF13 was located.	retain_database_target_profile_without_promotion	completed
search_outcome_389	znf512b|fst|human	ZNF512B	FST	human	ZNF512B FST exact target search	https://www.gsea-msigdb.org/gsea/msigdb/human/geneset/ZNF512B_TARGET_GENES.html	binding_dataset_only	The human ZNF512B target-set record contains FST, but no primary exact ZNF512B occupancy plus perturbation evidence for FST was located.	retain_database_target_profile_without_promotion	completed
search_outcome_390	znf512b|gdf11|human	ZNF512B	GDF11	human	ZNF512B GDF11 exact target search	https://www.gsea-msigdb.org/gsea/msigdb/human/geneset/ZNF512B_TARGET_GENES.html	binding_dataset_only	The human ZNF512B target-set record contains GDF11, but no primary exact ZNF512B occupancy plus perturbation evidence for GDF11 was located.	retain_database_target_profile_without_promotion	completed
search_outcome_391	znf512|angptl4|human	ZNF512	ANGPTL4	human	ZNF512 ANGPTL4 exact target search	https://www.gsea-msigdb.org/gsea/msigdb/human/geneset/ZNF512_TARGET_GENES.html	binding_dataset_only	The human ZNF512 target-set record contains ANGPTL4, but no primary exact ZNF512 occupancy plus perturbation evidence for ANGPTL4 was located.	retain_database_target_profile_without_promotion	completed
search_outcome_392	znf512|cd28|human	ZNF512	CD28	human	ZNF512 CD28 exact target search	https://www.gsea-msigdb.org/gsea/msigdb/human/geneset/ZNF512_TARGET_GENES.html	binding_dataset_only	The human ZNF512 target-set record contains CD28, but no primary exact ZNF512 occupancy plus perturbation evidence for CD28 was located.	retain_database_target_profile_without_promotion	completed
search_outcome_393	znf512|dip2a|human	ZNF512	DIP2A	human	ZNF512 DIP2A exact target search	https://www.gsea-msigdb.org/gsea/msigdb/human/geneset/ZNF512_TARGET_GENES.html	binding_dataset_only	The human ZNF512 target-set record contains DIP2A, but no primary exact ZNF512 occupancy plus perturbation evidence for DIP2A was located.	retain_database_target_profile_without_promotion	completed
search_outcome_394	znf512|epor|human	ZNF512	EPOR	human	ZNF512 EPOR exact target search	https://www.gsea-msigdb.org/gsea/msigdb/human/geneset/ZNF512_TARGET_GENES.html	binding_dataset_only	The human ZNF512 target-set record contains EPOR, but no primary exact ZNF512 occupancy plus perturbation evidence for EPOR was located.	retain_database_target_profile_without_promotion	completed
search_outcome_395	znf513|acvr1|human	ZNF513	ACVR1	human	ZNF513 ACVR1 exact target search	https://www.gsea-msigdb.org/gsea/msigdb/human/geneset/ZNF513_TARGET_GENES.html	binding_dataset_only	The human ZNF513 target-set record contains ACVR1, but no primary exact ZNF513 occupancy plus perturbation evidence for ACVR1 was located.	retain_database_target_profile_without_promotion	completed
search_outcome_396	znf513|adora1|human	ZNF513	ADORA1	human	ZNF513 ADORA1 exact target search	https://www.gsea-msigdb.org/gsea/msigdb/human/geneset/ZNF513_TARGET_GENES.html	binding_dataset_only	The human ZNF513 target-set record contains ADORA1, but no primary exact ZNF513 occupancy plus perturbation evidence for ADORA1 was located.	retain_database_target_profile_without_promotion	completed
search_outcome_397	znf513|bmp7|human	ZNF513	BMP7	human	ZNF513 BMP7 exact target search	https://www.gsea-msigdb.org/gsea/msigdb/human/geneset/ZNF513_TARGET_GENES.html	binding_dataset_only	The human ZNF513 target-set record contains BMP7, but no primary exact ZNF513 occupancy plus perturbation evidence for BMP7 was located.	retain_database_target_profile_without_promotion	completed
search_outcome_398	znf513|boc|human	ZNF513	BOC	human	ZNF513 BOC exact target search	https://www.gsea-msigdb.org/gsea/msigdb/human/geneset/ZNF513_TARGET_GENES.html	binding_dataset_only	The human ZNF513 target-set record contains BOC, but no primary exact ZNF513 occupancy plus perturbation evidence for BOC was located.	retain_database_target_profile_without_promotion	completed
search_outcome_399	znf524|ackr2|human	ZNF524	ACKR2	human	ZNF524 ACKR2 exact target search	https://www.gsea-msigdb.org/gsea/msigdb/human/geneset/ZNF524_TARGET_GENES.html	binding_dataset_only	The human ZNF524 target-set record contains ACKR2, but no primary exact ZNF524 occupancy plus perturbation evidence for ACKR2 was located.	retain_database_target_profile_without_promotion	completed
search_outcome_400	znf524|cdon|human	ZNF524	CDON	human	ZNF524 CDON exact target search	https://www.gsea-msigdb.org/gsea/msigdb/human/geneset/ZNF524_TARGET_GENES.html	binding_dataset_only	The human ZNF524 target-set record contains CDON, but no primary exact ZNF524 occupancy plus perturbation evidence for CDON was located.	retain_database_target_profile_without_promotion	completed
search_outcome_401	znf524|ctnnb1|human	ZNF524	CTNNB1	human	ZNF524 CTNNB1 exact target search	https://www.gsea-msigdb.org/gsea/msigdb/human/geneset/ZNF524_TARGET_GENES.html	binding_dataset_only	The human ZNF524 target-set record contains CTNNB1, but no primary exact ZNF524 occupancy plus perturbation evidence for CTNNB1 was located.	retain_database_target_profile_without_promotion	completed
search_outcome_402	znf524|efnb3|human	ZNF524	EFNB3	human	ZNF524 EFNB3 exact target search	https://www.gsea-msigdb.org/gsea/msigdb/human/geneset/ZNF524_TARGET_GENES.html	binding_dataset_only	The human ZNF524 target-set record contains EFNB3, but no primary exact ZNF524 occupancy plus perturbation evidence for EFNB3 was located.	retain_database_target_profile_without_promotion	completed
search_outcome_403	znf528|adcyap1r1|human	ZNF528	ADCYAP1R1	human	ZNF528 ADCYAP1R1 exact target search	https://www.gsea-msigdb.org/gsea/msigdb/cards/ZNF528_TARGET_GENES	binding_dataset_only	The human ZNF528 target-set record contains ADCYAP1R1, but no primary exact ZNF528 occupancy plus perturbation evidence for ADCYAP1R1 was located.	retain_database_target_profile_without_promotion	completed
search_outcome_404	znf528|adgrl1|human	ZNF528	ADGRL1	human	ZNF528 ADGRL1 exact target search	https://www.gsea-msigdb.org/gsea/msigdb/cards/ZNF528_TARGET_GENES	binding_dataset_only	The human ZNF528 target-set record contains ADGRL1, but no primary exact ZNF528 occupancy plus perturbation evidence for ADGRL1 was located.	retain_database_target_profile_without_promotion	completed
search_outcome_405	znf528|app|human	ZNF528	APP	human	ZNF528 APP exact target search	https://www.gsea-msigdb.org/gsea/msigdb/cards/ZNF528_TARGET_GENES	binding_dataset_only	The human ZNF528 target-set record contains APP, but no primary exact ZNF528 occupancy plus perturbation evidence for APP was located.	retain_database_target_profile_without_promotion	completed
search_outcome_406	znf528|calcrl|human	ZNF528	CALCRL	human	ZNF528 CALCRL exact target search	https://www.gsea-msigdb.org/gsea/msigdb/cards/ZNF528_TARGET_GENES	binding_dataset_only	The human ZNF528 target-set record contains CALCRL, but no primary exact ZNF528 occupancy plus perturbation evidence for CALCRL was located.	retain_database_target_profile_without_promotion	completed
search_outcome_407	znf547|atp1a3|human	ZNF547	ATP1A3	human	ZNF547 ATP1A3 exact target search	https://www.gsea-msigdb.org/gsea/msigdb/human/geneset/ZNF547_TARGET_GENES.html	binding_dataset_only	The human ZNF547 target-set record contains ATP1A3, but no primary exact ZNF547 occupancy plus perturbation evidence for ATP1A3 was located.	retain_database_target_profile_without_promotion	completed
search_outcome_408	znf547|ccl2|human	ZNF547	CCL2	human	ZNF547 CCL2 exact target search	https://www.gsea-msigdb.org/gsea/msigdb/human/geneset/ZNF547_TARGET_GENES.html	binding_dataset_only	The human ZNF547 target-set record contains CCL2, but no primary exact ZNF547 occupancy plus perturbation evidence for CCL2 was located.	retain_database_target_profile_without_promotion	completed
search_outcome_409	znf547|fbn1|human	ZNF547	FBN1	human	ZNF547 FBN1 exact target search	https://www.gsea-msigdb.org/gsea/msigdb/human/geneset/ZNF547_TARGET_GENES.html	binding_dataset_only	The human ZNF547 target-set record contains FBN1, but no primary exact ZNF547 occupancy plus perturbation evidence for FBN1 was located.	retain_database_target_profile_without_promotion	completed
search_outcome_410	znf547|hmgb1|human	ZNF547	HMGB1	human	ZNF547 HMGB1 exact target search	https://www.gsea-msigdb.org/gsea/msigdb/human/geneset/ZNF547_TARGET_GENES.html	binding_dataset_only	The human ZNF547 target-set record contains HMGB1, but no primary exact ZNF547 occupancy plus perturbation evidence for HMGB1 was located.	retain_database_target_profile_without_promotion	completed
search_outcome_411	znf558|ada|human	ZNF558	ADA	human	ZNF558 ADA exact target search	https://www.gsea-msigdb.org/gsea/msigdb/cards/ZNF558_TARGET_GENES.html	binding_dataset_only	The human ZNF558 target-set record contains ADA, but no primary exact ZNF558 occupancy plus perturbation evidence for ADA was located.	retain_database_target_profile_without_promotion	completed
search_outcome_412	znf558|ccl27|human	ZNF558	CCL27	human	ZNF558 CCL27 exact target search	https://www.gsea-msigdb.org/gsea/msigdb/cards/ZNF558_TARGET_GENES.html	binding_dataset_only	The human ZNF558 target-set record contains CCL27, but no primary exact ZNF558 occupancy plus perturbation evidence for CCL27 was located.	retain_database_target_profile_without_promotion	completed
search_outcome_413	znf558|igf1r|human	ZNF558	IGF1R	human	ZNF558 IGF1R exact target search	https://www.gsea-msigdb.org/gsea/msigdb/cards/ZNF558_TARGET_GENES.html	binding_dataset_only	The human ZNF558 target-set record contains IGF1R, but no primary exact ZNF558 occupancy plus perturbation evidence for IGF1R was located.	retain_database_target_profile_without_promotion	completed
search_outcome_414	znf558|nfatc4|human	ZNF558	NFATC4	human	ZNF558 NFATC4 exact target search	https://www.gsea-msigdb.org/gsea/msigdb/cards/ZNF558_TARGET_GENES.html	binding_dataset_only	The human ZNF558 target-set record contains NFATC4, but no primary exact ZNF558 occupancy plus perturbation evidence for NFATC4 was located.	retain_database_target_profile_without_promotion	completed
search_outcome_415	znf561|c1ql4|human	ZNF561	C1QL4	human	ZNF561 C1QL4 exact target search	https://www.gsea-msigdb.org/gsea/msigdb/human/geneset/ZNF561_TARGET_GENES.html	binding_dataset_only	The human ZNF561 target-set record contains C1QL4, but no primary exact ZNF561 occupancy plus perturbation evidence for C1QL4 was located.	retain_database_target_profile_without_promotion	completed
search_outcome_416	znf561|col4a1|human	ZNF561	COL4A1	human	ZNF561 COL4A1 exact target search	https://www.gsea-msigdb.org/gsea/msigdb/human/geneset/ZNF561_TARGET_GENES.html	binding_dataset_only	The human ZNF561 target-set record contains COL4A1, but no primary exact ZNF561 occupancy plus perturbation evidence for COL4A1 was located.	retain_database_target_profile_without_promotion	completed
search_outcome_417	znf561|col4a2|human	ZNF561	COL4A2	human	ZNF561 COL4A2 exact target search	https://www.gsea-msigdb.org/gsea/msigdb/human/geneset/ZNF561_TARGET_GENES.html	binding_dataset_only	The human ZNF561 target-set record contains COL4A2, but no primary exact ZNF561 occupancy plus perturbation evidence for COL4A2 was located.	retain_database_target_profile_without_promotion	completed
search_outcome_418	znf561|fzd5|human	ZNF561	FZD5	human	ZNF561 FZD5 exact target search	https://www.gsea-msigdb.org/gsea/msigdb/human/geneset/ZNF561_TARGET_GENES.html	binding_dataset_only	The human ZNF561 target-set record contains FZD5, but no primary exact ZNF561 occupancy plus perturbation evidence for FZD5 was located.	retain_database_target_profile_without_promotion	completed
search_outcome_419	znf563|avpr1a|human	ZNF563	AVPR1A	human	ZNF563 AVPR1A exact target search	https://www.gsea-msigdb.org/gsea/msigdb/human/geneset/ZNF563_TARGET_GENES.html	binding_dataset_only	The human ZNF563 target-set record contains AVPR1A, but no primary exact ZNF563 occupancy plus perturbation evidence for AVPR1A was located.	retain_database_target_profile_without_promotion	completed
search_outcome_420	znf563|bmpr1a|human	ZNF563	BMPR1A	human	ZNF563 BMPR1A exact target search	https://www.gsea-msigdb.org/gsea/msigdb/human/geneset/ZNF563_TARGET_GENES.html	binding_dataset_only	The human ZNF563 target-set record contains BMPR1A, but no primary exact ZNF563 occupancy plus perturbation evidence for BMPR1A was located.	retain_database_target_profile_without_promotion	completed
search_outcome_421	znf563|col14a1|human	ZNF563	COL14A1	human	ZNF563 COL14A1 exact target search	https://www.gsea-msigdb.org/gsea/msigdb/human/geneset/ZNF563_TARGET_GENES.html	binding_dataset_only	The human ZNF563 target-set record contains COL14A1, but no primary exact ZNF563 occupancy plus perturbation evidence for COL14A1 was located.	retain_database_target_profile_without_promotion	completed
search_outcome_422	znf563|col8a2|human	ZNF563	COL8A2	human	ZNF563 COL8A2 exact target search	https://www.gsea-msigdb.org/gsea/msigdb/human/geneset/ZNF563_TARGET_GENES.html	binding_dataset_only	The human ZNF563 target-set record contains COL8A2, but no primary exact ZNF563 occupancy plus perturbation evidence for COL8A2 was located.	retain_database_target_profile_without_promotion	completed
search_outcome_423	znf577|ada|human	ZNF577	ADA	human	ZNF577 ADA exact target search	https://www.gsea-msigdb.org/gsea/msigdb/human/geneset/ZNF577_TARGET_GENES.html	binding_dataset_only	The human ZNF577 target-set record contains ADA, but no primary exact ZNF577 occupancy plus perturbation evidence for ADA was located.	retain_database_target_profile_without_promotion	completed
search_outcome_424	znf577|aplp1|human	ZNF577	APLP1	human	ZNF577 APLP1 exact target search	https://www.gsea-msigdb.org/gsea/msigdb/human/geneset/ZNF577_TARGET_GENES.html	binding_dataset_only	The human ZNF577 target-set record contains APLP1, but no primary exact ZNF577 occupancy plus perturbation evidence for APLP1 was located.	retain_database_target_profile_without_promotion	completed
search_outcome_425	znf577|cdon|human	ZNF577	CDON	human	ZNF577 CDON exact target search	https://www.gsea-msigdb.org/gsea/msigdb/human/geneset/ZNF577_TARGET_GENES.html	binding_dataset_only	The human ZNF577 target-set record contains CDON, but no primary exact ZNF577 occupancy plus perturbation evidence for CDON was located.	retain_database_target_profile_without_promotion	completed
search_outcome_426	znf577|dll3|human	ZNF577	DLL3	human	ZNF577 DLL3 exact target search	https://www.gsea-msigdb.org/gsea/msigdb/human/geneset/ZNF577_TARGET_GENES.html	binding_dataset_only	The human ZNF577 target-set record contains DLL3, but no primary exact ZNF577 occupancy plus perturbation evidence for DLL3 was located.	retain_database_target_profile_without_promotion	completed
search_outcome_427	znf584|adgrb3|human	ZNF584	ADGRB3	human	ZNF584 ADGRB3 exact target search	https://www.gsea-msigdb.org/gsea/msigdb/human/geneset/ZNF584_TARGET_GENES.html	binding_dataset_only	The human ZNF584 target-set record contains ADGRB3, but no primary exact ZNF584 occupancy plus perturbation evidence for ADGRB3 was located.	retain_database_target_profile_without_promotion	completed
search_outcome_428	znf584|cd22|human	ZNF584	CD22	human	ZNF584 CD22 exact target search	https://www.gsea-msigdb.org/gsea/msigdb/human/geneset/ZNF584_TARGET_GENES.html	binding_dataset_only	The human ZNF584 target-set record contains CD22, but no primary exact ZNF584 occupancy plus perturbation evidence for CD22 was located.	retain_database_target_profile_without_promotion	completed
search_outcome_429	znf589|adam9|human	ZNF589	ADAM9	human	ZNF589 ADAM9 exact target search	https://www.gsea-msigdb.org/gsea/msigdb/human/geneset/ZNF589_TARGET_GENES.html	binding_dataset_only	The human ZNF589 target-set record contains ADAM9, but no primary exact ZNF589 occupancy plus perturbation evidence for ADAM9 was located.	retain_database_target_profile_without_promotion	completed
search_outcome_430	znf589|cd22|human	ZNF589	CD22	human	ZNF589 CD22 exact target search	https://www.gsea-msigdb.org/gsea/msigdb/human/geneset/ZNF589_TARGET_GENES.html	binding_dataset_only	The human ZNF589 target-set record contains CD22, but no primary exact ZNF589 occupancy plus perturbation evidence for CD22 was located.	retain_database_target_profile_without_promotion	completed
search_outcome_431	znf596|acvr1|human	ZNF596	ACVR1	human	ZNF596 ACVR1 exact target search	https://www.gsea-msigdb.org/gsea/msigdb/human/geneset/ZNF596_TARGET_GENES.html	binding_dataset_only	The human ZNF596 target-set record contains ACVR1, but no primary exact ZNF596 occupancy plus perturbation evidence for ACVR1 was located.	retain_database_target_profile_without_promotion	completed
search_outcome_432	znf596|anxa2|human	ZNF596	ANXA2	human	ZNF596 ANXA2 exact target search	https://www.gsea-msigdb.org/gsea/msigdb/human/geneset/ZNF596_TARGET_GENES.html	binding_dataset_only	The human ZNF596 target-set record contains ANXA2, but no primary exact ZNF596 occupancy plus perturbation evidence for ANXA2 was located.	retain_database_target_profile_without_promotion	completed
search_outcome_433	znf596|bmp7|human	ZNF596	BMP7	human	ZNF596 BMP7 exact target search	https://www.gsea-msigdb.org/gsea/msigdb/human/geneset/ZNF596_TARGET_GENES.html	binding_dataset_only	The human ZNF596 target-set record contains BMP7, but no primary exact ZNF596 occupancy plus perturbation evidence for BMP7 was located.	retain_database_target_profile_without_promotion	completed
search_outcome_434	znf596|cckbr|human	ZNF596	CCKBR	human	ZNF596 CCKBR exact target search	https://www.gsea-msigdb.org/gsea/msigdb/human/geneset/ZNF596_TARGET_GENES.html	binding_dataset_only	The human ZNF596 target-set record contains CCKBR, but no primary exact ZNF596 occupancy plus perturbation evidence for CCKBR was located.	retain_database_target_profile_without_promotion	completed
search_outcome_435	znf597|ccl22|human	ZNF597	CCL22	human	ZNF597 CCL22 exact target search	https://www.gsea-msigdb.org/gsea/msigdb/human/geneset/ZNF597_TARGET_GENES.html	binding_dataset_only	The human ZNF597 target-set record contains CCL22, but no primary exact ZNF597 occupancy plus perturbation evidence for CCL22 was located; an unrelated ZNF597-ANXA2 annotation was not transferred.	retain_database_target_profile_without_promotion	completed
search_outcome_436	znf610|bmpr1a|human	ZNF610	BMPR1A	human	ZNF610 BMPR1A exact target search	https://www.gsea-msigdb.org/gsea/msigdb/human/geneset/ZNF610_TARGET_GENES	binding_dataset_only	The human ZNF610 target-set record contains BMPR1A, but no primary exact ZNF610 occupancy plus perturbation evidence for BMPR1A was located.	retain_database_target_profile_without_promotion	completed
search_outcome_437	znf610|ctnnb1|human	ZNF610	CTNNB1	human	ZNF610 CTNNB1 exact target search	https://www.gsea-msigdb.org/gsea/msigdb/human/geneset/ZNF610_TARGET_GENES	binding_dataset_only	The human ZNF610 target-set record contains CTNNB1, but no primary exact ZNF610 occupancy plus perturbation evidence for CTNNB1 was located.	retain_database_target_profile_without_promotion	completed
search_outcome_438	znf610|dll1|human	ZNF610	DLL1	human	ZNF610 DLL1 exact target search	https://www.gsea-msigdb.org/gsea/msigdb/human/geneset/ZNF610_TARGET_GENES	binding_dataset_only	The human ZNF610 target-set record contains DLL1, but no primary exact ZNF610 occupancy plus perturbation evidence for DLL1 was located.	retain_database_target_profile_without_promotion	completed
search_outcome_439	znf610|edn1|human	ZNF610	EDN1	human	ZNF610 EDN1 exact target search	https://www.gsea-msigdb.org/gsea/msigdb/human/geneset/ZNF610_TARGET_GENES	binding_dataset_only	The human ZNF610 target-set record contains EDN1, but no primary exact ZNF610 occupancy plus perturbation evidence for EDN1 was located.	retain_database_target_profile_without_promotion	completed
search_outcome_440	znf623|ada|human	ZNF623	ADA	human	ZNF623 ADA exact target search	https://www.gsea-msigdb.org/gsea/msigdb/human/geneset/ZNF623_TARGET_GENES.html	binding_dataset_only	The human ZNF623 target-set record contains ADA, but no primary exact ZNF623 occupancy plus perturbation evidence for ADA was located.	retain_database_target_profile_without_promotion	completed
search_outcome_441	znf623|c3|human	ZNF623	C3	human	ZNF623 C3 exact target search	https://www.gsea-msigdb.org/gsea/msigdb/human/geneset/ZNF623_TARGET_GENES.html	binding_dataset_only	The human ZNF623 target-set record contains C3, but no primary exact ZNF623 occupancy plus perturbation evidence for C3 was located.	retain_database_target_profile_without_promotion	completed
search_outcome_442	znf623|col1a1|human	ZNF623	COL1A1	human	ZNF623 COL1A1 exact target search	https://www.gsea-msigdb.org/gsea/msigdb/human/geneset/ZNF623_TARGET_GENES.html	binding_dataset_only	The human ZNF623 target-set record contains COL1A1, but no primary exact ZNF623 occupancy plus perturbation evidence for COL1A1 was located.	retain_database_target_profile_without_promotion	completed
search_outcome_443	znf623|efna2|human	ZNF623	EFNA2	human	ZNF623 EFNA2 exact target search	https://www.gsea-msigdb.org/gsea/msigdb/human/geneset/ZNF623_TARGET_GENES.html	binding_dataset_only	The human ZNF623 target-set record contains EFNA2, but no primary exact ZNF623 occupancy plus perturbation evidence for EFNA2 was located.	retain_database_target_profile_without_promotion	completed
search_outcome_444	znf660|c5ar1|human	ZNF660	C5AR1	human	ZNF660 C5AR1 exact target search	https://www.gsea-msigdb.org/gsea/msigdb/human/geneset/ZNF660_TARGET_GENES.html	binding_dataset_only	The human ZNF660 target-set record contains C5AR1, but no primary exact ZNF660 occupancy plus perturbation evidence for C5AR1 was located.	retain_database_target_profile_without_promotion	completed
