priority_rank	priority_score	priority_tier	search_lane	active_search_eligible	queue_state	queue_key	regulator_symbol	target_symbol	species_scope	target_graph_modules	provenance_row_count	source_registries	source_record_ids	review_ids	exact_pair_statuses	primary_and_corroborating_citations	dispositions	review_status	evidence_confidence_tier	evidence_tier_basis	search_outcome_status	next_action
3331	0	Z_already_promoted	promoted_followup_queue	false	already_promoted_followup	znf449|adam22|human	ZNF449	ADAM22	human	20B;23B	2	TFLink	tflink:human:000957:56248fbff999	public_tf_evidence_batch003_pair_06_04	no_exact_pair_support_found_in_bounded_search		retain_database_candidate_as_search_lead_only	reviewed	C_tflink_source_table_only	promoted overlay evidence tier	not_yet_logged	Use the dedicated promotion follow-up queue; do not duplicate pair-level searching here.
3332	0	Z_already_promoted	promoted_followup_queue	false	already_promoted_followup	znf449|ada|human	ZNF449	ADA	human	20B	2	TFLink	tflink:human:000957:56248fbff999	public_tf_evidence_batch003_pair_06_02	no_exact_pair_support_found_in_bounded_search		retain_database_candidate_as_search_lead_only	reviewed	C_tflink_source_table_only	promoted overlay evidence tier	not_yet_logged	Use the dedicated promotion follow-up queue; do not duplicate pair-level searching here.
3333	0	Z_already_promoted	promoted_followup_queue	false	already_promoted_followup	znf454|ano8|human	ZNF454	ANO8	human		1	TFLink	tflink:human:001525:d4d7b37766a0	public_tf_evidence_batch013_pair_18_1	binding_dataset_only_not_promotable	https://www.gsea-msigdb.org/gsea/msigdb/human/geneset/ZNF454_TARGET_GENES;https://pubmed.ncbi.nlm.nih.gov/30445619/	retain_as_staging_search_lead_only	reviewed	C_tflink_source_table_only	promoted overlay evidence tier	not_yet_logged	Use the dedicated promotion follow-up queue; do not duplicate pair-level searching here.
3334	0	Z_already_promoted	promoted_followup_queue	false	already_promoted_followup	znf454|dstyk|human	ZNF454	DSTYK	human		1	TFLink	tflink:human:001525:d4d7b37766a0	public_tf_evidence_batch013_pair_18_2	binding_dataset_only_not_promotable	https://www.gsea-msigdb.org/gsea/msigdb/human/geneset/ZNF454_TARGET_GENES;https://pubmed.ncbi.nlm.nih.gov/30445619/	retain_as_staging_search_lead_only	reviewed	C_tflink_source_table_only	promoted overlay evidence tier	not_yet_logged	Use the dedicated promotion follow-up queue; do not duplicate pair-level searching here.
3335	0	Z_already_promoted	promoted_followup_queue	false	already_promoted_followup	znf454|gstcd|human	ZNF454	GSTCD	human		1	TFLink	tflink:human:001525:d4d7b37766a0	public_tf_evidence_batch013_pair_18_3	binding_dataset_only_not_promotable	https://www.gsea-msigdb.org/gsea/msigdb/human/geneset/ZNF454_TARGET_GENES;https://pubmed.ncbi.nlm.nih.gov/30445619/	retain_as_staging_search_lead_only	reviewed	C_tflink_source_table_only	promoted overlay evidence tier	not_yet_logged	Use the dedicated promotion follow-up queue; do not duplicate pair-level searching here.
3336	0	Z_already_promoted	promoted_followup_queue	false	already_promoted_followup	znf454|gtpbp3|human	ZNF454	GTPBP3	human		1	TFLink	tflink:human:001525:d4d7b37766a0	public_tf_evidence_batch013_pair_18_4	binding_dataset_only_not_promotable	https://www.gsea-msigdb.org/gsea/msigdb/human/geneset/ZNF454_TARGET_GENES;https://pubmed.ncbi.nlm.nih.gov/30445619/	retain_as_staging_search_lead_only	reviewed	C_tflink_source_table_only	promoted overlay evidence tier	not_yet_logged	Use the dedicated promotion follow-up queue; do not duplicate pair-level searching here.
3337	0	Z_already_promoted	promoted_followup_queue	false	already_promoted_followup	znf467|a2m|human	ZNF467	A2M	human	20B	1	TFLink	tflink:human:000878:91c72e2ce81a	public_tf_evidence_batch001_pair_053	no_exact_pair_support_found_in_bounded_search		retain_database_candidate_as_search_lead_only	reviewed	C_tflink_source_table_only	promoted overlay evidence tier	not_yet_logged	Use the dedicated promotion follow-up queue; do not duplicate pair-level searching here.
3338	0	Z_already_promoted	promoted_followup_queue	false	already_promoted_followup	znf467|acvr1|human	ZNF467	ACVR1	human	20B	1	TFLink	tflink:human:000878:91c72e2ce81a	public_tf_evidence_batch001_pair_054	no_exact_pair_support_found_in_bounded_search		retain_database_candidate_as_search_lead_only	reviewed	C_tflink_source_table_only	promoted overlay evidence tier	not_yet_logged	Use the dedicated promotion follow-up queue; do not duplicate pair-level searching here.
3339	0	Z_already_promoted	promoted_followup_queue	false	already_promoted_followup	znf467|adam10|human	ZNF467	ADAM10	human	23B	1	TFLink	tflink:human:000878:91c72e2ce81a	public_tf_evidence_batch001_pair_056	no_exact_pair_support_found_in_bounded_search		retain_database_candidate_as_search_lead_only	reviewed	C_tflink_source_table_only	promoted overlay evidence tier	not_yet_logged	Use the dedicated promotion follow-up queue; do not duplicate pair-level searching here.
3340	0	Z_already_promoted	promoted_followup_queue	false	already_promoted_followup	znf467|ada|human	ZNF467	ADA	human	20B	1	TFLink	tflink:human:000878:91c72e2ce81a	public_tf_evidence_batch001_pair_055	no_exact_pair_support_found_in_bounded_search		retain_database_candidate_as_search_lead_only	reviewed	C_tflink_source_table_only	promoted overlay evidence tier	not_yet_logged	Use the dedicated promotion follow-up queue; do not duplicate pair-level searching here.
3341	0	Z_already_promoted	promoted_followup_queue	false	already_promoted_followup	znf473|casc3|human	ZNF473	CASC3	human		1	TFLink	tflink:human:001583:fb6fa651c76d	public_tf_evidence_batch013_pair_06_2	binding_dataset_only_not_promotable	https://www.gsea-msigdb.org/gsea/msigdb/human/geneset/ZNF473_TARGET_GENES;https://pubmed.ncbi.nlm.nih.gov/30445619/	retain_as_staging_search_lead_only	reviewed	C_tflink_source_table_only	promoted overlay evidence tier	not_yet_logged	Use the dedicated promotion follow-up queue; do not duplicate pair-level searching here.
3342	0	Z_already_promoted	promoted_followup_queue	false	already_promoted_followup	znf473|stat6|human	ZNF473	STAT6	human	22B	1	TFLink	tflink:human:001583:fb6fa651c76d	public_tf_evidence_batch013_pair_06_1	binding_dataset_only_not_promotable	https://www.gsea-msigdb.org/gsea/msigdb/human/geneset/ZNF473_TARGET_GENES;https://pubmed.ncbi.nlm.nih.gov/30445619/	retain_as_staging_search_lead_only	reviewed	C_tflink_source_table_only	promoted overlay evidence tier	not_yet_logged	Use the dedicated promotion follow-up queue; do not duplicate pair-level searching here.
3343	0	Z_already_promoted	promoted_followup_queue	false	already_promoted_followup	znf488|aldh1a2|human	ZNF488	ALDH1A2	human		1	TFLink	tflink:human:001467:2fcf6a94cc98	public_tf_evidence_batch011_pair_25_3	binding_dataset_only_not_promotable	https://www.gsea-msigdb.org/gsea/msigdb/human/geneset/ZNF488_TARGET_GENES.html	retain_database_candidate_as_search_lead_only	reviewed	C_tflink_source_table_only	promoted overlay evidence tier	not_yet_logged	Use the dedicated promotion follow-up queue; do not duplicate pair-level searching here.
3344	0	Z_already_promoted	promoted_followup_queue	false	already_promoted_followup	znf488|atxn7l1|human	ZNF488	ATXN7L1	human		1	TFLink	tflink:human:001467:2fcf6a94cc98	public_tf_evidence_batch011_pair_25_4	binding_dataset_only_not_promotable	https://www.gsea-msigdb.org/gsea/msigdb/human/geneset/ZNF488_TARGET_GENES.html	retain_database_candidate_as_search_lead_only	reviewed	C_tflink_source_table_only	promoted overlay evidence tier	not_yet_logged	Use the dedicated promotion follow-up queue; do not duplicate pair-level searching here.
3345	0	Z_already_promoted	promoted_followup_queue	false	already_promoted_followup	znf488|lamp1|human	ZNF488	LAMP1	human	20B;23B	1	TFLink	tflink:human:001467:2fcf6a94cc98	public_tf_evidence_batch011_pair_25_1	binding_dataset_only_not_promotable	https://www.gsea-msigdb.org/gsea/msigdb/human/geneset/ZNF488_TARGET_GENES.html	retain_database_candidate_as_search_lead_only	reviewed	C_tflink_source_table_only	promoted overlay evidence tier	not_yet_logged	Use the dedicated promotion follow-up queue; do not duplicate pair-level searching here.
3346	0	Z_already_promoted	promoted_followup_queue	false	already_promoted_followup	znf488|stat6|human	ZNF488	STAT6	human	22B	1	TFLink	tflink:human:001467:2fcf6a94cc98	public_tf_evidence_batch011_pair_25_2	binding_dataset_only_not_promotable	https://www.gsea-msigdb.org/gsea/msigdb/human/geneset/ZNF488_TARGET_GENES.html	retain_database_candidate_as_search_lead_only	reviewed	C_tflink_source_table_only	promoted overlay evidence tier	not_yet_logged	Use the dedicated promotion follow-up queue; do not duplicate pair-level searching here.
3347	0	Z_already_promoted	promoted_followup_queue	false	already_promoted_followup	znf48|a2m|human	ZNF48	A2M	human	20B	3	TFLink	tflink:human:001156:0e18a66b5112	public_tf_evidence_batch002_pair_001	no_exact_pair_support_found_in_bounded_search		retain_database_candidate_as_search_lead_only	reviewed	C_tflink_source_table_only	promoted overlay evidence tier	not_yet_logged	Use the dedicated promotion follow-up queue; do not duplicate pair-level searching here.
3348	0	Z_already_promoted	promoted_followup_queue	false	already_promoted_followup	znf48|acvr1c|human	ZNF48	ACVR1C	human	20B	3	TFLink	tflink:human:001156:0e18a66b5112	public_tf_evidence_batch002_pair_003	no_exact_pair_support_found_in_bounded_search		retain_database_candidate_as_search_lead_only	reviewed	C_tflink_source_table_only	promoted overlay evidence tier	not_yet_logged	Use the dedicated promotion follow-up queue; do not duplicate pair-level searching here.
3349	0	Z_already_promoted	promoted_followup_queue	false	already_promoted_followup	znf48|acvr1|human	ZNF48	ACVR1	human	20B	3	TFLink	tflink:human:001156:0e18a66b5112	public_tf_evidence_batch002_pair_002	no_exact_pair_support_found_in_bounded_search		retain_database_candidate_as_search_lead_only	reviewed	C_tflink_source_table_only	promoted overlay evidence tier	not_yet_logged	Use the dedicated promotion follow-up queue; do not duplicate pair-level searching here.
3350	0	Z_already_promoted	promoted_followup_queue	false	already_promoted_followup	znf48|ada|human	ZNF48	ADA	human	20B	3	TFLink	tflink:human:001156:0e18a66b5112	public_tf_evidence_batch002_pair_004	no_exact_pair_support_found_in_bounded_search		retain_database_candidate_as_search_lead_only	reviewed	C_tflink_source_table_only	promoted overlay evidence tier	not_yet_logged	Use the dedicated promotion follow-up queue; do not duplicate pair-level searching here.
3351	0	Z_already_promoted	promoted_followup_queue	false	already_promoted_followup	znf491|f12|human	ZNF491	F12	human		1	TFLink	tflink:human:001568:dde46107efad	public_tf_evidence_batch014_pair_06_1	binding_dataset_only_not_promotable	https://www.gsea-msigdb.org/gsea/msigdb/human/geneset/ZNF491_TARGET_GENES.html;https://pubmed.ncbi.nlm.nih.gov/30445619/	retain_as_staging_search_lead_only	reviewed	C_tflink_source_table_only	promoted overlay evidence tier	not_yet_logged	Use the dedicated promotion follow-up queue; do not duplicate pair-level searching here.
3352	0	Z_already_promoted	promoted_followup_queue	false	already_promoted_followup	znf491|gchfr|human	ZNF491	GCHFR	human		1	TFLink	tflink:human:001568:dde46107efad	public_tf_evidence_batch014_pair_06_2	binding_dataset_only_not_promotable	https://www.gsea-msigdb.org/gsea/msigdb/human/geneset/ZNF491_TARGET_GENES.html;https://pubmed.ncbi.nlm.nih.gov/30445619/	retain_as_staging_search_lead_only	reviewed	C_tflink_source_table_only	promoted overlay evidence tier	not_yet_logged	Use the dedicated promotion follow-up queue; do not duplicate pair-level searching here.
3353	0	Z_already_promoted	promoted_followup_queue	false	already_promoted_followup	znf491|grk6|human	ZNF491	GRK6	human		1	TFLink	tflink:human:001568:dde46107efad	public_tf_evidence_batch014_pair_06_3	binding_dataset_only_not_promotable	https://www.gsea-msigdb.org/gsea/msigdb/human/geneset/ZNF491_TARGET_GENES.html;https://pubmed.ncbi.nlm.nih.gov/30445619/	retain_as_staging_search_lead_only	reviewed	C_tflink_source_table_only	promoted overlay evidence tier	not_yet_logged	Use the dedicated promotion follow-up queue; do not duplicate pair-level searching here.
3354	0	Z_already_promoted	promoted_followup_queue	false	already_promoted_followup	znf491|ifi44l|human	ZNF491	IFI44L	human		1	TFLink	tflink:human:001568:dde46107efad	public_tf_evidence_batch014_pair_06_4	binding_dataset_only_not_promotable	https://www.gsea-msigdb.org/gsea/msigdb/human/geneset/ZNF491_TARGET_GENES.html;https://pubmed.ncbi.nlm.nih.gov/30445619/	retain_as_staging_search_lead_only	reviewed	C_tflink_source_table_only	promoted overlay evidence tier	not_yet_logged	Use the dedicated promotion follow-up queue; do not duplicate pair-level searching here.
3355	0	Z_already_promoted	promoted_followup_queue	false	already_promoted_followup	znf493|cpn2|human	ZNF493	CPN2	human		1	TFLink	tflink:human:001444:d6c7cc72f250	public_tf_evidence_batch012_pair_06_3	binding_dataset_only_not_promotable	https://www.gsea-msigdb.org/gsea/msigdb/human/geneset/ZNF493_TARGET_GENES.html;https://pubmed.ncbi.nlm.nih.gov/30445619/	retain_as_staging_search_lead_only	reviewed	C_tflink_source_table_only	promoted overlay evidence tier	not_yet_logged	Use the dedicated promotion follow-up queue; do not duplicate pair-level searching here.
3356	0	Z_already_promoted	promoted_followup_queue	false	already_promoted_followup	znf493|nle1|human	ZNF493	NLE1	human		1	TFLink	tflink:human:001444:d6c7cc72f250	public_tf_evidence_batch012_pair_06_4	binding_dataset_only_not_promotable	https://www.gsea-msigdb.org/gsea/msigdb/human/geneset/ZNF493_TARGET_GENES.html;https://pubmed.ncbi.nlm.nih.gov/30445619/	retain_as_staging_search_lead_only	reviewed	C_tflink_source_table_only	promoted overlay evidence tier	not_yet_logged	Use the dedicated promotion follow-up queue; do not duplicate pair-level searching here.
3357	0	Z_already_promoted	promoted_followup_queue	false	already_promoted_followup	znf493|stat6|human	ZNF493	STAT6	human	22B	1	TFLink	tflink:human:001444:d6c7cc72f250	public_tf_evidence_batch012_pair_06_1	binding_dataset_only_not_promotable	https://www.gsea-msigdb.org/gsea/msigdb/human/geneset/ZNF493_TARGET_GENES.html;https://pubmed.ncbi.nlm.nih.gov/30445619/	retain_as_staging_search_lead_only	reviewed	C_tflink_source_table_only	promoted overlay evidence tier	not_yet_logged	Use the dedicated promotion follow-up queue; do not duplicate pair-level searching here.
3358	0	Z_already_promoted	promoted_followup_queue	false	already_promoted_followup	znf493|tenm3|human	ZNF493	TENM3	human	20B	1	TFLink	tflink:human:001444:d6c7cc72f250	public_tf_evidence_batch012_pair_06_2	binding_dataset_only_not_promotable	https://www.gsea-msigdb.org/gsea/msigdb/human/geneset/ZNF493_TARGET_GENES.html;https://pubmed.ncbi.nlm.nih.gov/30445619/	retain_as_staging_search_lead_only	reviewed	C_tflink_source_table_only	promoted overlay evidence tier	not_yet_logged	Use the dedicated promotion follow-up queue; do not duplicate pair-level searching here.
3359	0	Z_already_promoted	promoted_followup_queue	false	already_promoted_followup	znf501|cmc1|human	ZNF501	CMC1	human		1	TFLink	tflink:human:001550:c71f865a76ae	public_tf_evidence_batch013_pair_17_1	binding_dataset_only_not_promotable	https://www.gsea-msigdb.org/gsea/msigdb/human/geneset/ZNF501_TARGET_GENES;https://pubmed.ncbi.nlm.nih.gov/30445619/	retain_as_staging_search_lead_only	reviewed	C_tflink_source_table_only	promoted overlay evidence tier	not_yet_logged	Use the dedicated promotion follow-up queue; do not duplicate pair-level searching here.
3360	0	Z_already_promoted	promoted_followup_queue	false	already_promoted_followup	znf501|exosc3|human	ZNF501	EXOSC3	human		1	TFLink	tflink:human:001550:c71f865a76ae	public_tf_evidence_batch013_pair_17_2	binding_dataset_only_not_promotable	https://www.gsea-msigdb.org/gsea/msigdb/human/geneset/ZNF501_TARGET_GENES;https://pubmed.ncbi.nlm.nih.gov/30445619/	retain_as_staging_search_lead_only	reviewed	C_tflink_source_table_only	promoted overlay evidence tier	not_yet_logged	Use the dedicated promotion follow-up queue; do not duplicate pair-level searching here.
3361	0	Z_already_promoted	promoted_followup_queue	false	already_promoted_followup	znf501|gstcd|human	ZNF501	GSTCD	human		1	TFLink	tflink:human:001550:c71f865a76ae	public_tf_evidence_batch013_pair_17_3	binding_dataset_only_not_promotable	https://www.gsea-msigdb.org/gsea/msigdb/human/geneset/ZNF501_TARGET_GENES;https://pubmed.ncbi.nlm.nih.gov/30445619/	retain_as_staging_search_lead_only	reviewed	C_tflink_source_table_only	promoted overlay evidence tier	not_yet_logged	Use the dedicated promotion follow-up queue; do not duplicate pair-level searching here.
3362	0	Z_already_promoted	promoted_followup_queue	false	already_promoted_followup	znf501|impa2|human	ZNF501	IMPA2	human		1	TFLink	tflink:human:001550:c71f865a76ae	public_tf_evidence_batch013_pair_17_4	binding_dataset_only_not_promotable	https://www.gsea-msigdb.org/gsea/msigdb/human/geneset/ZNF501_TARGET_GENES;https://pubmed.ncbi.nlm.nih.gov/30445619/	retain_as_staging_search_lead_only	reviewed	C_tflink_source_table_only	promoted overlay evidence tier	not_yet_logged	Use the dedicated promotion follow-up queue; do not duplicate pair-level searching here.
3363	0	Z_already_promoted	promoted_followup_queue	false	already_promoted_followup	znf502|ano8|human	ZNF502	ANO8	human		1	TFLink	tflink:human:001445:2ed8d16e0c60	public_tf_evidence_batch013_pair_14_1	binding_dataset_only_not_promotable	https://www.gsea-msigdb.org/gsea/msigdb/human/geneset/ZNF502_TARGET_GENES;https://pubmed.ncbi.nlm.nih.gov/30445619/	retain_as_staging_search_lead_only	reviewed	C_tflink_source_table_only	promoted overlay evidence tier	not_yet_logged	Use the dedicated promotion follow-up queue; do not duplicate pair-level searching here.
3364	0	Z_already_promoted	promoted_followup_queue	false	already_promoted_followup	znf502|cacul1|human	ZNF502	CACUL1	human		1	TFLink	tflink:human:001445:2ed8d16e0c60	public_tf_evidence_batch013_pair_14_2	binding_dataset_only_not_promotable	https://www.gsea-msigdb.org/gsea/msigdb/human/geneset/ZNF502_TARGET_GENES;https://pubmed.ncbi.nlm.nih.gov/30445619/	retain_as_staging_search_lead_only	reviewed	C_tflink_source_table_only	promoted overlay evidence tier	not_yet_logged	Use the dedicated promotion follow-up queue; do not duplicate pair-level searching here.
3365	0	Z_already_promoted	promoted_followup_queue	false	already_promoted_followup	znf502|cited1|human	ZNF502	CITED1	human		1	TFLink	tflink:human:001445:2ed8d16e0c60	public_tf_evidence_batch013_pair_14_3	binding_dataset_only_not_promotable	https://www.gsea-msigdb.org/gsea/msigdb/human/geneset/ZNF502_TARGET_GENES;https://pubmed.ncbi.nlm.nih.gov/30445619/	retain_as_staging_search_lead_only	reviewed	C_tflink_source_table_only	promoted overlay evidence tier	not_yet_logged	Use the dedicated promotion follow-up queue; do not duplicate pair-level searching here.
3366	0	Z_already_promoted	promoted_followup_queue	false	already_promoted_followup	znf502|dand5|human	ZNF502	DAND5	human		1	TFLink	tflink:human:001445:2ed8d16e0c60	public_tf_evidence_batch013_pair_14_4	binding_dataset_only_not_promotable	https://www.gsea-msigdb.org/gsea/msigdb/human/geneset/ZNF502_TARGET_GENES;https://pubmed.ncbi.nlm.nih.gov/30445619/	retain_as_staging_search_lead_only	reviewed	C_tflink_source_table_only	promoted overlay evidence tier	not_yet_logged	Use the dedicated promotion follow-up queue; do not duplicate pair-level searching here.
3367	0	Z_already_promoted	promoted_followup_queue	false	already_promoted_followup	znf507|igf2r|human	ZNF507	IGF2R	human	20B	1	TFLink	tflink:human:001256:1c23a14de14b	public_tf_evidence_batch009_pair_11_3	perturbation_signal_directness_unproven_not_promotable	https://academic.oup.com/g3journal/article/12/3/jkac002/6509542;https://pubmed.ncbi.nlm.nih.gov/35100360/	retain_perturbation_signal_as_nonpromotable_search_lead	reviewed	B_independent_literature_single_source	promoted overlay evidence tier	completed_or_adjudicated	Use the dedicated promotion follow-up queue; do not duplicate pair-level searching here.
3368	0	Z_already_promoted	promoted_followup_queue	false	already_promoted_followup	znf510|adamts9|human	ZNF510	ADAMTS9	human		1	TFLink	tflink:human:001251:5cf290f0d277	public_tf_evidence_batch012_pair_19_3	binding_dataset_only_not_promotable	https://www.gsea-msigdb.org/gsea/msigdb/human/geneset/ZNF510_TARGET_GENES.html;https://pubmed.ncbi.nlm.nih.gov/30445619/	retain_as_staging_search_lead_only	reviewed	C_tflink_source_table_only	promoted overlay evidence tier	not_yet_logged	Use the dedicated promotion follow-up queue; do not duplicate pair-level searching here.
3369	0	Z_already_promoted	promoted_followup_queue	false	already_promoted_followup	znf510|aldoa|human	ZNF510	ALDOA	human		1	TFLink	tflink:human:001251:5cf290f0d277	public_tf_evidence_batch012_pair_19_4	binding_dataset_only_not_promotable	https://www.gsea-msigdb.org/gsea/msigdb/human/geneset/ZNF510_TARGET_GENES.html;https://pubmed.ncbi.nlm.nih.gov/30445619/	retain_as_staging_search_lead_only	reviewed	C_tflink_source_table_only	promoted overlay evidence tier	not_yet_logged	Use the dedicated promotion follow-up queue; do not duplicate pair-level searching here.
3370	0	Z_already_promoted	promoted_followup_queue	false	already_promoted_followup	znf511|ackr2|human	ZNF511	ACKR2	human	20B	2	TFLink	tflink:human:001136:06b56a3f7c21	public_tf_evidence_batch003_pair_17_05	no_exact_pair_support_found_in_bounded_search		retain_database_candidate_as_search_lead_only	reviewed	C_tflink_source_table_only	promoted overlay evidence tier	not_yet_logged	Use the dedicated promotion follow-up queue; do not duplicate pair-level searching here.
3371	0	Z_already_promoted	promoted_followup_queue	false	already_promoted_followup	znf511|actr2|human	ZNF511	ACTR2	human	20B	2	TFLink	tflink:human:001136:06b56a3f7c21	public_tf_evidence_batch003_pair_17_06	no_exact_pair_support_found_in_bounded_search		retain_database_candidate_as_search_lead_only	reviewed	C_tflink_source_table_only	promoted overlay evidence tier	not_yet_logged	Use the dedicated promotion follow-up queue; do not duplicate pair-level searching here.
3372	0	Z_already_promoted	promoted_followup_queue	false	already_promoted_followup	znf511|adam17|human	ZNF511	ADAM17	human	20B	2	TFLink	tflink:human:001136:06b56a3f7c21	public_tf_evidence_batch003_pair_17_07	no_exact_pair_support_found_in_bounded_search		retain_database_candidate_as_search_lead_only	reviewed	C_tflink_source_table_only	promoted overlay evidence tier	not_yet_logged	Use the dedicated promotion follow-up queue; do not duplicate pair-level searching here.
3373	0	Z_already_promoted	promoted_followup_queue	false	already_promoted_followup	znf511|adgrb3|human	ZNF511	ADGRB3	human	20B	2	TFLink	tflink:human:001136:06b56a3f7c21	public_tf_evidence_batch003_pair_17_08	no_exact_pair_support_found_in_bounded_search		retain_database_candidate_as_search_lead_only	reviewed	C_tflink_source_table_only	promoted overlay evidence tier	not_yet_logged	Use the dedicated promotion follow-up queue; do not duplicate pair-level searching here.
3374	0	Z_already_promoted	promoted_followup_queue	false	already_promoted_followup	znf513|arr3|mouse	Znf513	Arr3	mouse		1	TFLink	tflink:mouse:000491:22115a44de52	public_tf_evidence_batch014_pair_14_1	direct_binding_only_not_promotable	https://pubmed.ncbi.nlm.nih.gov/20797688/	retain_as_staging_search_lead_only	reviewed	B_independent_literature_single_source	promoted overlay evidence tier	not_yet_logged	Use the dedicated promotion follow-up queue; do not duplicate pair-level searching here.
3375	0	Z_already_promoted	promoted_followup_queue	false	already_promoted_followup	znf513|pax6|mouse	Znf513	Pax6	mouse		1	TFLink	tflink:mouse:000491:22115a44de52	public_tf_evidence_batch014_pair_14_2	direct_binding_only_not_promotable	https://pubmed.ncbi.nlm.nih.gov/20797688/	retain_as_staging_search_lead_only	reviewed	B_independent_literature_single_source	promoted overlay evidence tier	not_yet_logged	Use the dedicated promotion follow-up queue; do not duplicate pair-level searching here.
3376	0	Z_already_promoted	promoted_followup_queue	false	already_promoted_followup	znf513|rbp3|mouse	Znf513	Rbp3	mouse		1	TFLink	tflink:mouse:000491:22115a44de52	public_tf_evidence_batch014_pair_14_3	direct_binding_only_not_promotable	https://pubmed.ncbi.nlm.nih.gov/20797688/;https://pmc.ncbi.nlm.nih.gov/articles/PMC7710524/	retain_as_staging_search_lead_only	reviewed	A_independent_literature_corroborated	promoted overlay evidence tier	not_yet_logged	Use the dedicated promotion follow-up queue; do not duplicate pair-level searching here.
3377	0	Z_already_promoted	promoted_followup_queue	false	already_promoted_followup	znf513|sp4|mouse	Znf513	Sp4	mouse		1	TFLink	tflink:mouse:000491:22115a44de52	public_tf_evidence_batch014_pair_14_4	direct_binding_only_not_promotable	https://pubmed.ncbi.nlm.nih.gov/20797688/	retain_as_staging_search_lead_only	reviewed	B_independent_literature_single_source	promoted overlay evidence tier	not_yet_logged	Use the dedicated promotion follow-up queue; do not duplicate pair-level searching here.
3378	0	Z_already_promoted	promoted_followup_queue	false	already_promoted_followup	znf514|cpn2|human	ZNF514	CPN2	human		1	TFLink	tflink:human:001521:43c34b5c2287	public_tf_evidence_batch012_pair_25_2	binding_dataset_only_not_promotable	https://www.gsea-msigdb.org/gsea/msigdb/human/geneset/ZNF514_TARGET_GENES.html;https://pubmed.ncbi.nlm.nih.gov/30445619/	retain_as_staging_search_lead_only	reviewed	C_tflink_source_table_only	promoted overlay evidence tier	not_yet_logged	Use the dedicated promotion follow-up queue; do not duplicate pair-level searching here.
3379	0	Z_already_promoted	promoted_followup_queue	false	already_promoted_followup	znf514|cwc25|human	ZNF514	CWC25	human		1	TFLink	tflink:human:001521:43c34b5c2287	public_tf_evidence_batch012_pair_25_3	binding_dataset_only_not_promotable	https://www.gsea-msigdb.org/gsea/msigdb/human/geneset/ZNF514_TARGET_GENES.html;https://pubmed.ncbi.nlm.nih.gov/30445619/	retain_as_staging_search_lead_only	reviewed	C_tflink_source_table_only	promoted overlay evidence tier	not_yet_logged	Use the dedicated promotion follow-up queue; do not duplicate pair-level searching here.
3380	0	Z_already_promoted	promoted_followup_queue	false	already_promoted_followup	znf514|gsn|human	ZNF514	GSN	human		1	TFLink	tflink:human:001521:43c34b5c2287	public_tf_evidence_batch012_pair_25_4	binding_dataset_only_not_promotable	https://www.gsea-msigdb.org/gsea/msigdb/human/geneset/ZNF514_TARGET_GENES.html;https://pubmed.ncbi.nlm.nih.gov/30445619/	retain_as_staging_search_lead_only	reviewed	C_tflink_source_table_only	promoted overlay evidence tier	not_yet_logged	Use the dedicated promotion follow-up queue; do not duplicate pair-level searching here.
3381	0	Z_already_promoted	promoted_followup_queue	false	already_promoted_followup	znf514|stat6|human	ZNF514	STAT6	human	22B	1	TFLink	tflink:human:001521:43c34b5c2287	public_tf_evidence_batch012_pair_25_1	binding_dataset_only_not_promotable	https://www.gsea-msigdb.org/gsea/msigdb/human/geneset/ZNF514_TARGET_GENES.html;https://pubmed.ncbi.nlm.nih.gov/30445619/	retain_as_staging_search_lead_only	reviewed	C_tflink_source_table_only	promoted overlay evidence tier	not_yet_logged	Use the dedicated promotion follow-up queue; do not duplicate pair-level searching here.
3382	0	Z_already_promoted	promoted_followup_queue	false	already_promoted_followup	znf518a|ackr2|human	ZNF518A	ACKR2	human	20B	2	TFLink	tflink:human:001099:69b7e7487377	public_tf_evidence_batch007_pair_09_13	no_exact_pair_support_found_in_bounded_search		retain_database_candidate_as_search_lead_only	reviewed	C_tflink_source_table_only	promoted overlay evidence tier	not_yet_logged	Use the dedicated promotion follow-up queue; do not duplicate pair-level searching here.
3383	0	Z_already_promoted	promoted_followup_queue	false	already_promoted_followup	znf518a|adam17|human	ZNF518A	ADAM17	human	20B	2	TFLink	tflink:human:001099:69b7e7487377	public_tf_evidence_batch007_pair_09_15	no_exact_pair_support_found_in_bounded_search		retain_database_candidate_as_search_lead_only	reviewed	C_tflink_source_table_only	promoted overlay evidence tier	not_yet_logged	Use the dedicated promotion follow-up queue; do not duplicate pair-level searching here.
3384	0	Z_already_promoted	promoted_followup_queue	false	already_promoted_followup	znf518a|ada|human	ZNF518A	ADA	human	20B	2	TFLink	tflink:human:001099:69b7e7487377	public_tf_evidence_batch007_pair_09_14	no_exact_pair_support_found_in_bounded_search		retain_database_candidate_as_search_lead_only	reviewed	C_tflink_source_table_only	promoted overlay evidence tier	not_yet_logged	Use the dedicated promotion follow-up queue; do not duplicate pair-level searching here.
