module22a_handoff_id	coverage_id	pair_key	pair_label_canonical	pathway_reuse_keys	terminal_tf_entities	module21a_evidence_ids	tf_program_evidence_ids	handoff_status	terminal_tf_status	search_boundary	limitations
M22A-HANDOFF-004946	M21A-PAIR-004946	slurp1 chrnb2	Slurp1 Chrnb2					queued	not_yet_searched	TF endpoint search deferred until validated Module21A relay assignment.	Do not infer TF activation from ligand-receptor evidence alone.
M22A-HANDOFF-004947	M21A-PAIR-004947	slurp1 chrnb4	Slurp1 Chrnb4					queued	not_yet_searched	TF endpoint search deferred until validated Module21A relay assignment.	Do not infer TF activation from ligand-receptor evidence alone.
M22A-HANDOFF-004948	M21A-PAIR-004948	snca lag3	Snca Lag3					queued	not_yet_searched	TF endpoint search deferred until validated Module21A relay assignment.	Do not infer TF activation from ligand-receptor evidence alone.
M22A-HANDOFF-004949	M21A-PAIR-004949	snx14 htr6	Snx14 Htr6					queued	not_yet_searched	TF endpoint search deferred until validated Module21A relay assignment.	Do not infer TF activation from ligand-receptor evidence alone.
M22A-HANDOFF-004950	M21A-PAIR-004950	socs2 epor	Socs2 Epor					queued	not_yet_searched	TF endpoint search deferred until validated Module21A relay assignment.	Do not infer TF activation from ligand-receptor evidence alone.
M22A-HANDOFF-004951	M21A-PAIR-004951	sorbs1 itga1	Sorbs1 Itga1					queued	not_yet_searched	TF endpoint search deferred until validated Module21A relay assignment.	Do not infer TF activation from ligand-receptor evidence alone.
M22A-HANDOFF-004952	M21A-PAIR-004952	sorbs1 itgb5	Sorbs1 Itgb5					queued	not_yet_searched	TF endpoint search deferred until validated Module21A relay assignment.	Do not infer TF activation from ligand-receptor evidence alone.
M22A-HANDOFF-004953	M21A-PAIR-004953	sost lrp4	Sost Lrp4					queued	not_yet_searched	TF endpoint search deferred until validated Module21A relay assignment.	Do not infer TF activation from ligand-receptor evidence alone.
M22A-HANDOFF-004954	M21A-PAIR-004954	sost lrp5	Sost Lrp5					queued	not_yet_searched	TF endpoint search deferred until validated Module21A relay assignment.	Do not infer TF activation from ligand-receptor evidence alone.
M22A-HANDOFF-004955	M21A-PAIR-004955	sost lrp6	Sost Lrp6					queued	not_yet_searched	TF endpoint search deferred until validated Module21A relay assignment.	Do not infer TF activation from ligand-receptor evidence alone.
M22A-HANDOFF-004956	M21A-PAIR-004956	sostdc1 lrp4	Sostdc1 Lrp4					queued	not_yet_searched	TF endpoint search deferred until validated Module21A relay assignment.	Do not infer TF activation from ligand-receptor evidence alone.
M22A-HANDOFF-004957	M21A-PAIR-004957	sostdc1 lrp5	Sostdc1 Lrp5					queued	not_yet_searched	TF endpoint search deferred until validated Module21A relay assignment.	Do not infer TF activation from ligand-receptor evidence alone.
M22A-HANDOFF-004958	M21A-PAIR-004958	sostdc1 lrp6	Sostdc1 Lrp6					queued	not_yet_searched	TF endpoint search deferred until validated Module21A relay assignment.	Do not infer TF activation from ligand-receptor evidence alone.
M22A-HANDOFF-004959	M21A-PAIR-004959	sparc fgfr1	Sparc Fgfr1					queued	not_yet_searched	TF endpoint search deferred until validated Module21A relay assignment.	Do not infer TF activation from ligand-receptor evidence alone.
M22A-HANDOFF-004960	M21A-PAIR-004960	spink3 egfr	Spink3 Egfr					queued	not_yet_searched	TF endpoint search deferred until validated Module21A relay assignment.	Do not infer TF activation from ligand-receptor evidence alone.
M22A-HANDOFF-004961	M21A-PAIR-004961	spink3 nrsn1	Spink3 Nrsn1					queued	not_yet_searched	TF endpoint search deferred until validated Module21A relay assignment.	Do not infer TF activation from ligand-receptor evidence alone.
M22A-HANDOFF-004962	M21A-PAIR-004962	spint1 st14	Spint1 St14					queued	not_yet_searched	TF endpoint search deferred until validated Module21A relay assignment.	Do not infer TF activation from ligand-receptor evidence alone.
M22A-HANDOFF-004963	M21A-PAIR-004963	spn siglec1	Spn Siglec1					queued	not_yet_searched	TF endpoint search deferred until validated Module21A relay assignment.	Do not infer TF activation from ligand-receptor evidence alone.
M22A-HANDOFF-004964	M21A-PAIR-004964	spon1 app	Spon1 App					queued	not_yet_searched	TF endpoint search deferred until validated Module21A relay assignment.	Do not infer TF activation from ligand-receptor evidence alone.
M22A-HANDOFF-004965	M21A-PAIR-004965	spon1 lrp8	Spon1 Lrp8					queued	not_yet_searched	TF endpoint search deferred until validated Module21A relay assignment.	Do not infer TF activation from ligand-receptor evidence alone.
M22A-HANDOFF-004966	M21A-PAIR-004966	spon2 itgam	Spon2 Itgam					queued	not_yet_searched	TF endpoint search deferred until validated Module21A relay assignment.	Do not infer TF activation from ligand-receptor evidence alone.
M22A-HANDOFF-004967	M21A-PAIR-004967	spon2 itgb2	Spon2 Itgb2					queued	not_yet_searched	TF endpoint search deferred until validated Module21A relay assignment.	Do not infer TF activation from ligand-receptor evidence alone.
M22A-HANDOFF-004968	M21A-PAIR-004968	spp1 ccr8	Spp1 Ccr8					queued	not_yet_searched	TF endpoint search deferred until validated Module21A relay assignment.	Do not infer TF activation from ligand-receptor evidence alone.
M22A-HANDOFF-004969	M21A-PAIR-004969	spp1 cd44	Spp1 Cd44					queued	not_yet_searched	TF endpoint search deferred until validated Module21A relay assignment.	Do not infer TF activation from ligand-receptor evidence alone.
M22A-HANDOFF-004970	M21A-PAIR-004970	spp1 itga4_itgb1	Spp1 ITGA4_ITGB1					queued	not_yet_searched	TF endpoint search deferred until validated Module21A relay assignment.	Do not infer TF activation from ligand-receptor evidence alone.
M22A-HANDOFF-004971	M21A-PAIR-004971	spp1 itga5_itgb1	Spp1 ITGA5_ITGB1					queued	not_yet_searched	TF endpoint search deferred until validated Module21A relay assignment.	Do not infer TF activation from ligand-receptor evidence alone.
M22A-HANDOFF-004972	M21A-PAIR-004972	spp1 itga8_itgb1	Spp1 ITGA8_ITGB1					queued	not_yet_searched	TF endpoint search deferred until validated Module21A relay assignment.	Do not infer TF activation from ligand-receptor evidence alone.
M22A-HANDOFF-004973	M21A-PAIR-004973	spp1 itga9_itgb1	Spp1 ITGA9_ITGB1					queued	not_yet_searched	TF endpoint search deferred until validated Module21A relay assignment.	Do not infer TF activation from ligand-receptor evidence alone.
M22A-HANDOFF-004974	M21A-PAIR-004974	spp1 itgav_itgb1	Spp1 ITGAV_ITGB1					queued	not_yet_searched	TF endpoint search deferred until validated Module21A relay assignment.	Do not infer TF activation from ligand-receptor evidence alone.
M22A-HANDOFF-004975	M21A-PAIR-004975	spp1 itgav_itgb3	Spp1 ITGAV_ITGB3					queued	not_yet_searched	TF endpoint search deferred until validated Module21A relay assignment.	Do not infer TF activation from ligand-receptor evidence alone.
M22A-HANDOFF-004976	M21A-PAIR-004976	spp1 itgav_itgb5	Spp1 ITGAV_ITGB5					queued	not_yet_searched	TF endpoint search deferred until validated Module21A relay assignment.	Do not infer TF activation from ligand-receptor evidence alone.
M22A-HANDOFF-004977	M21A-PAIR-004977	spp1 itgav_itgb6	Spp1 ITGAV_ITGB6					queued	not_yet_searched	TF endpoint search deferred until validated Module21A relay assignment.	Do not infer TF activation from ligand-receptor evidence alone.
M22A-HANDOFF-004978	M21A-PAIR-004978	spp1 ptger4	Spp1 Ptger4					queued	not_yet_searched	TF endpoint search deferred until validated Module21A relay assignment.	Do not infer TF activation from ligand-receptor evidence alone.
M22A-HANDOFF-004979	M21A-PAIR-004979	spp1 s1pr1	Spp1 S1pr1					queued	not_yet_searched	TF endpoint search deferred until validated Module21A relay assignment.	Do not infer TF activation from ligand-receptor evidence alone.
M22A-HANDOFF-004980	M21A-PAIR-004980	sptan1 ptpra	Sptan1 Ptpra					queued	not_yet_searched	TF endpoint search deferred until validated Module21A relay assignment.	Do not infer TF activation from ligand-receptor evidence alone.
M22A-HANDOFF-004981	M21A-PAIR-004981	sptbn2 ptpra	Sptbn2 Ptpra					queued	not_yet_searched	TF endpoint search deferred until validated Module21A relay assignment.	Do not infer TF activation from ligand-receptor evidence alone.
M22A-HANDOFF-004982	M21A-PAIR-004982	sst adra2a	Sst Adra2a					queued	not_yet_searched	TF endpoint search deferred until validated Module21A relay assignment.	Do not infer TF activation from ligand-receptor evidence alone.
M22A-HANDOFF-004983	M21A-PAIR-004983	sst grm7	Sst Grm7					queued	not_yet_searched	TF endpoint search deferred until validated Module21A relay assignment.	Do not infer TF activation from ligand-receptor evidence alone.
M22A-HANDOFF-004984	M21A-PAIR-004984	sst mtnr1a	Sst Mtnr1a					queued	not_yet_searched	TF endpoint search deferred until validated Module21A relay assignment.	Do not infer TF activation from ligand-receptor evidence alone.
M22A-HANDOFF-004985	M21A-PAIR-004985	sst sstr1	Sst Sstr1					queued	not_yet_searched	TF endpoint search deferred until validated Module21A relay assignment.	Do not infer TF activation from ligand-receptor evidence alone.
M22A-HANDOFF-004986	M21A-PAIR-004986	sst sstr2	Sst Sstr2					queued	not_yet_searched	TF endpoint search deferred until validated Module21A relay assignment.	Do not infer TF activation from ligand-receptor evidence alone.
M22A-HANDOFF-004987	M21A-PAIR-004987	sst sstr3	Sst Sstr3					queued	not_yet_searched	TF endpoint search deferred until validated Module21A relay assignment.	Do not infer TF activation from ligand-receptor evidence alone.
M22A-HANDOFF-004988	M21A-PAIR-004988	sst sstr4	Sst Sstr4					queued	not_yet_searched	TF endpoint search deferred until validated Module21A relay assignment.	Do not infer TF activation from ligand-receptor evidence alone.
M22A-HANDOFF-004989	M21A-PAIR-004989	sst sstr5	Sst Sstr5					queued	not_yet_searched	TF endpoint search deferred until validated Module21A relay assignment.	Do not infer TF activation from ligand-receptor evidence alone.
M22A-HANDOFF-004990	M21A-PAIR-004990	st6gal1 cd22	St6gal1 Cd22					queued	not_yet_searched	TF endpoint search deferred until validated Module21A relay assignment.	Do not infer TF activation from ligand-receptor evidence alone.
M22A-HANDOFF-004991	M21A-PAIR-004991	st6gal1 egfr	St6gal1 Egfr					queued	not_yet_searched	TF endpoint search deferred until validated Module21A relay assignment.	Do not infer TF activation from ligand-receptor evidence alone.
M22A-HANDOFF-004992	M21A-PAIR-004992	tac1 dpp4	Tac1 Dpp4					queued	not_yet_searched	TF endpoint search deferred until validated Module21A relay assignment.	Do not infer TF activation from ligand-receptor evidence alone.
M22A-HANDOFF-004993	M21A-PAIR-004993	tac1 fap	Tac1 Fap					queued	not_yet_searched	TF endpoint search deferred until validated Module21A relay assignment.	Do not infer TF activation from ligand-receptor evidence alone.
M22A-HANDOFF-004994	M21A-PAIR-004994	tac1 tacr3	Tac1 Tacr3					queued	not_yet_searched	TF endpoint search deferred until validated Module21A relay assignment.	Do not infer TF activation from ligand-receptor evidence alone.
M22A-HANDOFF-004995	M21A-PAIR-004995	tac2 tacr1	Tac2 Tacr1					queued	not_yet_searched	TF endpoint search deferred until validated Module21A relay assignment.	Do not infer TF activation from ligand-receptor evidence alone.
M22A-HANDOFF-004996	M21A-PAIR-004996	tac2 tacr2	Tac2 Tacr2					queued	not_yet_searched	TF endpoint search deferred until validated Module21A relay assignment.	Do not infer TF activation from ligand-receptor evidence alone.
M22A-HANDOFF-004997	M21A-PAIR-004997	tac2 tacr3	Tac2 Tacr3					queued	not_yet_searched	TF endpoint search deferred until validated Module21A relay assignment.	Do not infer TF activation from ligand-receptor evidence alone.
M22A-HANDOFF-004998	M21A-PAIR-004998	tcn2 cnr1	Tcn2 Cnr1					queued	not_yet_searched	TF endpoint search deferred until validated Module21A relay assignment.	Do not infer TF activation from ligand-receptor evidence alone.
M22A-HANDOFF-004999	M21A-PAIR-004999	tcn2 lrp2	Tcn2 Lrp2					queued	not_yet_searched	TF endpoint search deferred until validated Module21A relay assignment.	Do not infer TF activation from ligand-receptor evidence alone.
M22A-HANDOFF-005000	M21A-PAIR-005000	tctn1 tmem67	Tctn1 Tmem67					queued	not_yet_searched	TF endpoint search deferred until validated Module21A relay assignment.	Do not infer TF activation from ligand-receptor evidence alone.
M22A-HANDOFF-005001	M21A-PAIR-005001	tdgf1 acvr1b	Tdgf1 Acvr1b					queued	not_yet_searched	TF endpoint search deferred until validated Module21A relay assignment.	Do not infer TF activation from ligand-receptor evidence alone.
M22A-HANDOFF-005002	M21A-PAIR-005002	tdgf1 acvr1c	Tdgf1 Acvr1c					queued	not_yet_searched	TF endpoint search deferred until validated Module21A relay assignment.	Do not infer TF activation from ligand-receptor evidence alone.
M22A-HANDOFF-005003	M21A-PAIR-005003	tdgf1 acvr2a	Tdgf1 Acvr2a					queued	not_yet_searched	TF endpoint search deferred until validated Module21A relay assignment.	Do not infer TF activation from ligand-receptor evidence alone.
M22A-HANDOFF-005004	M21A-PAIR-005004	tdgf1 acvr2b	Tdgf1 Acvr2b					queued	not_yet_searched	TF endpoint search deferred until validated Module21A relay assignment.	Do not infer TF activation from ligand-receptor evidence alone.
M22A-HANDOFF-005005	M21A-PAIR-005005	tdgf1 gpc1	Tdgf1 Gpc1					queued	not_yet_searched	TF endpoint search deferred until validated Module21A relay assignment.	Do not infer TF activation from ligand-receptor evidence alone.
M22A-HANDOFF-005006	M21A-PAIR-005006	tff1 muc5ac	Tff1 Muc5ac					queued	not_yet_searched	TF endpoint search deferred until validated Module21A relay assignment.	Do not infer TF activation from ligand-receptor evidence alone.
M22A-HANDOFF-005007	M21A-PAIR-005007	tff2 cxcr4	Tff2 Cxcr4					queued	not_yet_searched	TF endpoint search deferred until validated Module21A relay assignment.	Do not infer TF activation from ligand-receptor evidence alone.
M22A-HANDOFF-005008	M21A-PAIR-005008	tff2 muc6	Tff2 Muc6					queued	not_yet_searched	TF endpoint search deferred until validated Module21A relay assignment.	Do not infer TF activation from ligand-receptor evidence alone.
M22A-HANDOFF-005009	M21A-PAIR-005009	tff3 ackr3	Tff3 Ackr3					queued	not_yet_searched	TF endpoint search deferred until validated Module21A relay assignment.	Do not infer TF activation from ligand-receptor evidence alone.
M22A-HANDOFF-005010	M21A-PAIR-005010	tff3 cxcr4	Tff3 Cxcr4					queued	not_yet_searched	TF endpoint search deferred until validated Module21A relay assignment.	Do not infer TF activation from ligand-receptor evidence alone.
M22A-HANDOFF-005011	M21A-PAIR-005011	tfpi f3	Tfpi F3					queued	not_yet_searched	TF endpoint search deferred until validated Module21A relay assignment.	Do not infer TF activation from ligand-receptor evidence alone.
M22A-HANDOFF-005012	M21A-PAIR-005012	tfpi lrp1	Tfpi Lrp1					queued	not_yet_searched	TF endpoint search deferred until validated Module21A relay assignment.	Do not infer TF activation from ligand-receptor evidence alone.
M22A-HANDOFF-005013	M21A-PAIR-005013	tfpi sdc4	Tfpi Sdc4					queued	not_yet_searched	TF endpoint search deferred until validated Module21A relay assignment.	Do not infer TF activation from ligand-receptor evidence alone.
M22A-HANDOFF-005014	M21A-PAIR-005014	tfpi vldlr	Tfpi Vldlr					queued	not_yet_searched	TF endpoint search deferred until validated Module21A relay assignment.	Do not infer TF activation from ligand-receptor evidence alone.
M22A-HANDOFF-005015	M21A-PAIR-005015	tg asgr1	Tg Asgr1					queued	not_yet_searched	TF endpoint search deferred until validated Module21A relay assignment.	Do not infer TF activation from ligand-receptor evidence alone.
M22A-HANDOFF-005016	M21A-PAIR-005016	tg lrp2	Tg Lrp2					queued	not_yet_searched	TF endpoint search deferred until validated Module21A relay assignment.	Do not infer TF activation from ligand-receptor evidence alone.
M22A-HANDOFF-005017	M21A-PAIR-005017	tg tpo	Tg Tpo					queued	not_yet_searched	TF endpoint search deferred until validated Module21A relay assignment.	Do not infer TF activation from ligand-receptor evidence alone.
M22A-HANDOFF-005018	M21A-PAIR-005018	tgfa erbb3	Tgfa Erbb3					queued	not_yet_searched	TF endpoint search deferred until validated Module21A relay assignment.	Do not infer TF activation from ligand-receptor evidence alone.
M22A-HANDOFF-005019	M21A-PAIR-005019	tgfa erbb4	Tgfa Erbb4					queued	not_yet_searched	TF endpoint search deferred until validated Module21A relay assignment.	Do not infer TF activation from ligand-receptor evidence alone.
M22A-HANDOFF-005020	M21A-PAIR-005020	tgfb1 acvr1_tgfbr1_tgfbr2	Tgfb1 Acvr1_Tgfbr1_Tgfbr2					queued	not_yet_searched	TF endpoint search deferred until validated Module21A relay assignment.	Do not infer TF activation from ligand-receptor evidence alone.
M22A-HANDOFF-005021	M21A-PAIR-005021	tgfb1 acvr1_tgfbr2	Tgfb1 Acvr1_Tgfbr2					queued	not_yet_searched	TF endpoint search deferred until validated Module21A relay assignment.	Do not infer TF activation from ligand-receptor evidence alone.
M22A-HANDOFF-005022	M21A-PAIR-005022	tgfb1 cav1	Tgfb1 Cav1					queued	not_yet_searched	TF endpoint search deferred until validated Module21A relay assignment.	Do not infer TF activation from ligand-receptor evidence alone.
M22A-HANDOFF-005023	M21A-PAIR-005023	tgfb1 cxcr4	Tgfb1 Cxcr4					queued	not_yet_searched	TF endpoint search deferred until validated Module21A relay assignment.	Do not infer TF activation from ligand-receptor evidence alone.
M22A-HANDOFF-005024	M21A-PAIR-005024	tgfb1 egfr	Tgfb1 Egfr					queued	not_yet_searched	TF endpoint search deferred until validated Module21A relay assignment.	Do not infer TF activation from ligand-receptor evidence alone.
M22A-HANDOFF-005025	M21A-PAIR-005025	tgfb1 eng	Tgfb1 Eng					queued	not_yet_searched	TF endpoint search deferred until validated Module21A relay assignment.	Do not infer TF activation from ligand-receptor evidence alone.
M22A-HANDOFF-005026	M21A-PAIR-005026	tgfb1 itgav_itgb6	Tgfb1 Itgav_Itgb6					queued	not_yet_searched	TF endpoint search deferred until validated Module21A relay assignment.	Do not infer TF activation from ligand-receptor evidence alone.
M22A-HANDOFF-005027	M21A-PAIR-005027	tgfb1 itgb1	Tgfb1 Itgb1					queued	not_yet_searched	TF endpoint search deferred until validated Module21A relay assignment.	Do not infer TF activation from ligand-receptor evidence alone.
M22A-HANDOFF-005028	M21A-PAIR-005028	tgfb1 itgb3	Tgfb1 Itgb3					queued	not_yet_searched	TF endpoint search deferred until validated Module21A relay assignment.	Do not infer TF activation from ligand-receptor evidence alone.
M22A-HANDOFF-005029	M21A-PAIR-005029	tgfb1 itgb5	Tgfb1 Itgb5					queued	not_yet_searched	TF endpoint search deferred until validated Module21A relay assignment.	Do not infer TF activation from ligand-receptor evidence alone.
M22A-HANDOFF-005030	M21A-PAIR-005030	tgfb1 itgb8	Tgfb1 Itgb8					queued	not_yet_searched	TF endpoint search deferred until validated Module21A relay assignment.	Do not infer TF activation from ligand-receptor evidence alone.
M22A-HANDOFF-005031	M21A-PAIR-005031	tgfb1 lpp	Tgfb1 Lpp					queued	not_yet_searched	TF endpoint search deferred until validated Module21A relay assignment.	Do not infer TF activation from ligand-receptor evidence alone.
M22A-HANDOFF-005032	M21A-PAIR-005032	tgfb1 sdc2	Tgfb1 Sdc2					queued	not_yet_searched	TF endpoint search deferred until validated Module21A relay assignment.	Do not infer TF activation from ligand-receptor evidence alone.
M22A-HANDOFF-005033	M21A-PAIR-005033	tgfb1 tgfbr1_tgfbr2	Tgfb1 Tgfbr1_Tgfbr2					queued	not_yet_searched	TF endpoint search deferred until validated Module21A relay assignment.	Do not infer TF activation from ligand-receptor evidence alone.
M22A-HANDOFF-005034	M21A-PAIR-005034	tgfb1 tgfbr3	Tgfb1 Tgfbr3					queued	not_yet_searched	TF endpoint search deferred until validated Module21A relay assignment.	Do not infer TF activation from ligand-receptor evidence alone.
M22A-HANDOFF-005035	M21A-PAIR-005035	tgfb1 vasn	Tgfb1 Vasn					queued	not_yet_searched	TF endpoint search deferred until validated Module21A relay assignment.	Do not infer TF activation from ligand-receptor evidence alone.
M22A-HANDOFF-005036	M21A-PAIR-005036	tgfb2 acvr1_tgfbr1_tgfbr2	Tgfb2 Acvr1_Tgfbr1_Tgfbr2					queued	not_yet_searched	TF endpoint search deferred until validated Module21A relay assignment.	Do not infer TF activation from ligand-receptor evidence alone.
M22A-HANDOFF-005037	M21A-PAIR-005037	tgfb2 acvr1_tgfbr2	Tgfb2 Acvr1_Tgfbr2					queued	not_yet_searched	TF endpoint search deferred until validated Module21A relay assignment.	Do not infer TF activation from ligand-receptor evidence alone.
M22A-HANDOFF-005038	M21A-PAIR-005038	tgfb2 eng	Tgfb2 Eng					queued	not_yet_searched	TF endpoint search deferred until validated Module21A relay assignment.	Do not infer TF activation from ligand-receptor evidence alone.
M22A-HANDOFF-005039	M21A-PAIR-005039	tgfb2 tgfbr1_tgfbr2	Tgfb2 Tgfbr1_Tgfbr2					queued	not_yet_searched	TF endpoint search deferred until validated Module21A relay assignment.	Do not infer TF activation from ligand-receptor evidence alone.
M22A-HANDOFF-005040	M21A-PAIR-005040	tgfb2 tgfbr3	Tgfb2 Tgfbr3					queued	not_yet_searched	TF endpoint search deferred until validated Module21A relay assignment.	Do not infer TF activation from ligand-receptor evidence alone.
M22A-HANDOFF-005041	M21A-PAIR-005041	tgfb3 acvr1_tgfbr1_tgfbr2	Tgfb3 Acvr1_Tgfbr1_Tgfbr2					queued	not_yet_searched	TF endpoint search deferred until validated Module21A relay assignment.	Do not infer TF activation from ligand-receptor evidence alone.
M22A-HANDOFF-005042	M21A-PAIR-005042	tgfb3 acvr1_tgfbr2	Tgfb3 Acvr1_Tgfbr2					queued	not_yet_searched	TF endpoint search deferred until validated Module21A relay assignment.	Do not infer TF activation from ligand-receptor evidence alone.
M22A-HANDOFF-005043	M21A-PAIR-005043	tgfb3 acvrl1	Tgfb3 Acvrl1					queued	not_yet_searched	TF endpoint search deferred until validated Module21A relay assignment.	Do not infer TF activation from ligand-receptor evidence alone.
M22A-HANDOFF-005044	M21A-PAIR-005044	tgfb3 eng	Tgfb3 Eng					queued	not_yet_searched	TF endpoint search deferred until validated Module21A relay assignment.	Do not infer TF activation from ligand-receptor evidence alone.
M22A-HANDOFF-005045	M21A-PAIR-005045	tgfb3 itgb1	Tgfb3 Itgb1					queued	not_yet_searched	TF endpoint search deferred until validated Module21A relay assignment.	Do not infer TF activation from ligand-receptor evidence alone.
M22A-HANDOFF-005046	M21A-PAIR-005046	tgfb3 itgb3	Tgfb3 Itgb3					queued	not_yet_searched	TF endpoint search deferred until validated Module21A relay assignment.	Do not infer TF activation from ligand-receptor evidence alone.
M22A-HANDOFF-005047	M21A-PAIR-005047	tgfb3 itgb5	Tgfb3 Itgb5					queued	not_yet_searched	TF endpoint search deferred until validated Module21A relay assignment.	Do not infer TF activation from ligand-receptor evidence alone.
M22A-HANDOFF-005048	M21A-PAIR-005048	tgfb3 itgb6	Tgfb3 Itgb6					queued	not_yet_searched	TF endpoint search deferred until validated Module21A relay assignment.	Do not infer TF activation from ligand-receptor evidence alone.
M22A-HANDOFF-005049	M21A-PAIR-005049	tgfb3 tgfbr1_tgfbr2	Tgfb3 Tgfbr1_Tgfbr2					queued	not_yet_searched	TF endpoint search deferred until validated Module21A relay assignment.	Do not infer TF activation from ligand-receptor evidence alone.
M22A-HANDOFF-005050	M21A-PAIR-005050	tgfb3 tgfbr3	Tgfb3 Tgfbr3					queued	not_yet_searched	TF endpoint search deferred until validated Module21A relay assignment.	Do not infer TF activation from ligand-receptor evidence alone.
M22A-HANDOFF-005051	M21A-PAIR-005051	tgm2 itga4	Tgm2 Itga4					queued	not_yet_searched	TF endpoint search deferred until validated Module21A relay assignment.	Do not infer TF activation from ligand-receptor evidence alone.
M22A-HANDOFF-005052	M21A-PAIR-005052	tgm2 itga9	Tgm2 Itga9					queued	not_yet_searched	TF endpoint search deferred until validated Module21A relay assignment.	Do not infer TF activation from ligand-receptor evidence alone.
M22A-HANDOFF-005053	M21A-PAIR-005053	tgm2 itgb1	Tgm2 Itgb1					queued	not_yet_searched	TF endpoint search deferred until validated Module21A relay assignment.	Do not infer TF activation from ligand-receptor evidence alone.
M22A-HANDOFF-005054	M21A-PAIR-005054	tgm2 itgb3	Tgm2 Itgb3					queued	not_yet_searched	TF endpoint search deferred until validated Module21A relay assignment.	Do not infer TF activation from ligand-receptor evidence alone.
M22A-HANDOFF-005055	M21A-PAIR-005055	tgm2 sdc4	Tgm2 Sdc4					queued	not_yet_searched	TF endpoint search deferred until validated Module21A relay assignment.	Do not infer TF activation from ligand-receptor evidence alone.
M22A-HANDOFF-005056	M21A-PAIR-005056	tgm2 tbxa2r	Tgm2 Tbxa2r					queued	not_yet_searched	TF endpoint search deferred until validated Module21A relay assignment.	Do not infer TF activation from ligand-receptor evidence alone.
M22A-HANDOFF-005057	M21A-PAIR-005057	tgs1 rxra	Tgs1 Rxra					queued	not_yet_searched	TF endpoint search deferred until validated Module21A relay assignment.	Do not infer TF activation from ligand-receptor evidence alone.
M22A-HANDOFF-005058	M21A-PAIR-005058	thbs1 itga2b_itgb3	Thbs1 Itga2b_Itgb3					queued	not_yet_searched	TF endpoint search deferred until validated Module21A relay assignment.	Do not infer TF activation from ligand-receptor evidence alone.
M22A-HANDOFF-005059	M21A-PAIR-005059	thbs1 itga4	Thbs1 Itga4					queued	not_yet_searched	TF endpoint search deferred until validated Module21A relay assignment.	Do not infer TF activation from ligand-receptor evidence alone.
M22A-HANDOFF-005060	M21A-PAIR-005060	thbs1 itga6	Thbs1 Itga6					queued	not_yet_searched	TF endpoint search deferred until validated Module21A relay assignment.	Do not infer TF activation from ligand-receptor evidence alone.
M22A-HANDOFF-005061	M21A-PAIR-005061	thbs1 lrp1	Thbs1 Lrp1					queued	not_yet_searched	TF endpoint search deferred until validated Module21A relay assignment.	Do not infer TF activation from ligand-receptor evidence alone.
M22A-HANDOFF-005062	M21A-PAIR-005062	thbs1 lrp5	Thbs1 Lrp5					queued	not_yet_searched	TF endpoint search deferred until validated Module21A relay assignment.	Do not infer TF activation from ligand-receptor evidence alone.
M22A-HANDOFF-005063	M21A-PAIR-005063	thbs1 ptprj	Thbs1 Ptprj					queued	not_yet_searched	TF endpoint search deferred until validated Module21A relay assignment.	Do not infer TF activation from ligand-receptor evidence alone.
M22A-HANDOFF-005064	M21A-PAIR-005064	thbs1 scarb1	Thbs1 Scarb1					queued	not_yet_searched	TF endpoint search deferred until validated Module21A relay assignment.	Do not infer TF activation from ligand-receptor evidence alone.
M22A-HANDOFF-005065	M21A-PAIR-005065	thbs1 tnfrsf11b	Thbs1 Tnfrsf11b					queued	not_yet_searched	TF endpoint search deferred until validated Module21A relay assignment.	Do not infer TF activation from ligand-receptor evidence alone.
M22A-HANDOFF-005066	M21A-PAIR-005066	thbs2 itga4	Thbs2 Itga4					queued	not_yet_searched	TF endpoint search deferred until validated Module21A relay assignment.	Do not infer TF activation from ligand-receptor evidence alone.
M22A-HANDOFF-005067	M21A-PAIR-005067	thbs2 itga6	Thbs2 Itga6					queued	not_yet_searched	TF endpoint search deferred until validated Module21A relay assignment.	Do not infer TF activation from ligand-receptor evidence alone.
M22A-HANDOFF-005068	M21A-PAIR-005068	thbs2 notch3	Thbs2 Notch3					queued	not_yet_searched	TF endpoint search deferred until validated Module21A relay assignment.	Do not infer TF activation from ligand-receptor evidence alone.
M22A-HANDOFF-005069	M21A-PAIR-005069	thbs2 notch4	Thbs2 Notch4					queued	not_yet_searched	TF endpoint search deferred until validated Module21A relay assignment.	Do not infer TF activation from ligand-receptor evidence alone.
M22A-HANDOFF-005070	M21A-PAIR-005070	thpo mpl	Thpo Mpl					queued	not_yet_searched	TF endpoint search deferred until validated Module21A relay assignment.	Do not infer TF activation from ligand-receptor evidence alone.
M22A-HANDOFF-005071	M21A-PAIR-005071	thy1 itgam_itgb2	Thy1 ITGAM_ITGB2					queued	not_yet_searched	TF endpoint search deferred until validated Module21A relay assignment.	Do not infer TF activation from ligand-receptor evidence alone.
M22A-HANDOFF-005072	M21A-PAIR-005072	thy1 itgav_itgb3	Thy1 ITGAV_ITGB3					queued	not_yet_searched	TF endpoint search deferred until validated Module21A relay assignment.	Do not infer TF activation from ligand-receptor evidence alone.
M22A-HANDOFF-005073	M21A-PAIR-005073	thy1 itgax_itgb2	Thy1 ITGAX_ITGB2					queued	not_yet_searched	TF endpoint search deferred until validated Module21A relay assignment.	Do not infer TF activation from ligand-receptor evidence alone.
