evidence_id	pathway_reuse_key	source_locators	species	cell_type_model	assay_or_perturbation	relation_type	evidence_layer	pathway_branch	confidence_tier	evidence_summary	limitations
M21A-PAIR-EVID-4183	M21A-REUSE-1960	PMID:41714328; PMID:8642344; https://pubmed.ncbi.nlm.nih.gov/?term=CCL11+AND+CCR5	mouse; human comparator	mouse and human CCR5-positive macrophage/tumor models; human CCR3 comparator systems	recombinant CCL11 exposure; CCR5-positive macrophage activation and immune-marker readouts; CCL11-CCR3 binding studies as cognate-receptor boundary	CCL11-associated function in CCR5-positive cells; exact CCL11-CCR5 binding or receptor-specific activation not established	downstream_pathway_function	CCL11 exposure -> CCR5-positive macrophage immunosuppressive program association; canonical CCL11-CCR3 branch remains separate	low-medium	CCL11 exposure -> CCR5-positive macrophage immunosuppressive program association; canonical CCL11-CCR3 branch remains separate	The primary functional study uses CCR5-positive macrophage status and CCL11 treatment but does not demonstrate CCL11 binding to CCR5 or CCR5-specific loss of function. CCR3 is the validated CCL11 receptor in the cited comparator work; co-expression and macrophage phenotype cannot establish a direct CCR5 edge.
M21A-PAIR-EVID-4184	M21A-REUSE-1961	PMID:18334747; PMID:24890717	mouse	mouse monocyte/CCR2 chemokine-response systems and inflammatory models	CCL12-specific neutralization; binding/affinity analyses; CCL12-induced calcium mobilization; CCR2-centered chemotaxis and receptor profiling	CCL12/MCP-5-CCR2 receptor-dependent chemotaxis and calcium signaling	binding_activation;receptor_proximal_relay;downstream_pathway_function	CCL12/MCP-5 -> CCR2 -> Gi/o-associated calcium/chemotaxis -> monocyte recruitment	medium-high	CCL12/MCP-5 -> CCR2 -> Gi/o-associated calcium/chemotaxis -> monocyte recruitment	CCL12 is the mouse MCP-5 homolog and the evidence is predominantly mouse or mixed chemokine-cellular context rather than a purified human receptor system. No SCI receiver model or terminal TF was measured.
M21A-PAIR-EVID-4185	M21A-REUSE-1962	PMID:24339934; PMID:35113652	mouse; human comparator	mouse CCR4 reporter/EL4 and primary T-cell chemotaxis systems; mouse myocardial-injury model	CCL17 neutralizing antibodies; CCR4 beta-arrestin reporter; calcium mobilization; chemotaxis; CCR4 antagonist and in vivo recruitment perturbation	CCL17-CCR4 receptor activation with chemotaxis and receptor-dependent inflammatory recruitment	binding_activation;receptor_proximal_relay;downstream_pathway_function	CCL17 -> CCR4 -> beta-arrestin/Gi-associated signaling -> T-cell/Treg chemotaxis and inflammatory recruitment	medium	CCL17 -> CCR4 -> beta-arrestin/Gi-associated signaling -> T-cell/Treg chemotaxis and inflammatory recruitment	The studies establish CCR4-dependent CCL17 function but do not report a purified affinity constant or an SCI receiver model. CCL22 shares CCR4 and competes in some assays; chemotaxis and cardiac inflammation are not terminal-TF evidence.
M21A-PAIR-EVID-4186		PMID:18334747; PMID:9312096; https://pubmed.ncbi.nlm.nih.gov/?term=CCL2+AND+CCR5	mouse; human comparator	mouse CCL2/CCL12-CCR2 systems and human CCR5-transfected cells; no exact CCL2-CCR5 model	CCL2/CCL12-CCR2 binding and calcium assays; CCL4/CCL5-CCR5 receptor-specific binding studies; exact CCL2-CCR5 search	No qualifying exact CCL2-CCR5 binding, activation, or receptor-dependent function	no_evidence_boundary	CCL2/CCL12-CCR2 versus CCL4/CCL5-CCR5 comparator branches	low	CCL2/CCL12-CCR2 versus CCL4/CCL5-CCR5 comparator branches	The primary comparator studies separate the CCL2/CCL12-CCR2 axis from the CCL4/CCL5-CCR5 axis. Shared CC-chemokine family membership, co-expression, or inflammatory recruitment cannot establish CCL2-CCR5 binding or relay.
M21A-PAIR-EVID-4187	M21A-REUSE-1963	PMID:15483227; PMID:32541785; PMID:29788995	mouse; human	human intestinal epithelial and CCR6-expressing cell systems; mouse spermatogenic-cell model; recombinant CCR6-CCL20 complex	CCL20 stimulation; CCR6 structural complex; Gi-sensitive cAMP inhibition; p130Cas phosphorylation; chemotaxis and CCR6-dependent migration	CCL20-CCR6 direct ligand-receptor activation with Gi-associated and migratory function	binding_activation;receptor_proximal_relay;downstream_pathway_function	CCL20 -> CCR6 -> Gi/o and p130Cas/cytoskeletal signaling -> epithelial or spermatogenic chemotaxis/function	medium-high	CCL20 -> CCR6 -> Gi/o and p130Cas/cytoskeletal signaling -> epithelial or spermatogenic chemotaxis/function	The direct structure and receptor assays establish the pair, but functional outputs are model-specific and not SCI-specific. p130Cas, cAMP, and chemotaxis are downstream cellular outputs, not a terminal-TF assignment.
M21A-PAIR-EVID-4188		PMID:41420491; PMID:14617751; PMID:29637711; https://pubmed.ncbi.nlm.nih.gov/?term=CCL21B+AND+CCR7	mouse; human comparator	mouse Ccl21b knockout/thymus models and canonical CCL21-CCR7 chemokine systems	Ccl21b genetic loss-of-function and thymocyte migration; canonical CCL21-CCR7 chemotaxis used as family comparator; no exact Ccl21b ligand assay	No qualifying exact Ccl21b-CCR7 binding, activation, or receptor-dependent function	no_evidence_boundary	Ccl21b/CCR7 exact-symbol branch unresolved; canonical CCL21-CCR7 is comparator only	low	Ccl21b/CCR7 exact-symbol branch unresolved; canonical CCL21-CCR7 is comparator only	Canonical CCL21-CCR7 biology cannot be assigned to the Ccl21b paralog. The Ccl21b knockout result reports little or no contribution to CCR7-dependent thymocyte migration, while family-level CCL21 studies do not resolve the submitted gene product.
M21A-PAIR-EVID-4189		PMID:29637711; PMID:22633458; PMID:33508229; PMID:17201934; https://pubmed.ncbi.nlm.nih.gov/?term=CCL21B+AND+CXCR3	mouse; human comparator	mouse Ccl21b/chemokine annotation and canonical CXCR3 ligand systems; no exact Ccl21b-CXCR3 model	Exact-pair search; CCL21-family and CXCR3-CXCL9/10/11 binding/chemotaxis comparator studies; no Ccl21b-CXCR3 assay	No qualifying exact Ccl21b-CXCR3 binding, activation, or receptor-dependent function	no_evidence_boundary	Ccl21b/CXCR3 exact-symbol branch unresolved; CXCR3-CXCL9/10/11 is comparator only	low	Ccl21b/CXCR3 exact-symbol branch unresolved; CXCR3-CXCL9/10/11 is comparator only	CXCR3 primary ligand studies concern CXCL9, CXCL10, and CXCL11, not Ccl21b. Ccl21-family expression or chemokine-receptor co-occurrence is not evidence for this cross-family edge.
M21A-PAIR-EVID-4190	M21A-REUSE-1964	PMID:26683175; PMID:35113652; PMID:38717443	mouse; human comparator	mouse and human CCR4-expressing T-cell/chemotaxis systems; human idiopathic-pulmonary-fibrosis recruitment context	CCL22-specific neutralization and two-domain receptor-function assays; CCR4 beta-arrestin/chemotaxis; CCR4 antagonist and recruitment readouts	CCL22-CCR4 receptor activation with chemotaxis and inflammatory recruitment	binding_activation;receptor_proximal_relay;downstream_pathway_function	CCL22 -> CCR4 -> beta-arrestin/Gi-associated signaling -> T-cell/Treg recruitment	medium	CCL22 -> CCR4 -> beta-arrestin/Gi-associated signaling -> T-cell/Treg recruitment	CCL22 shares CCR4 with CCL17 and the mechanistic studies emphasize ligand blocking and receptor function rather than a purified receptor affinity measurement. Recruitment outputs are context-specific and do not assign a terminal TF.
M21A-PAIR-EVID-4191	M21A-REUSE-1965	PMID:12884299; PMID:40975172; https://pubmed.ncbi.nlm.nih.gov/?term=CCL24+AND+CCR3	mouse; human	human CCR3 transfectants and eosinophil/basophil models; recombinant CCL24/CCR3 comparator systems	CCL24/CCR3 binding and receptor-function comparisons; calcium/chemotaxis literature; receptor-selectivity studies	CCL24-CCR3 receptor activation and eosinophil-directed chemotaxis	binding_activation;receptor_proximal_relay;downstream_pathway_function	CCL24 -> CCR3 -> Gi/o-associated calcium/chemotaxis -> eosinophil or basophil recruitment	medium	CCL24 -> CCR3 -> Gi/o-associated calcium/chemotaxis -> eosinophil or basophil recruitment	CCL24 shares CCR3 with CCL11 and CCL26, and the exact biochemical evidence is less complete than for CCL11. No SCI receiver model or terminal-TF endpoint was measured.
M21A-PAIR-EVID-4192	M21A-REUSE-1966	PMID:11884450; PMID:22863617; DOI:10.4049/jimmunol.168.6.2811	mouse; human comparator	mouse CCR9-deficient thymocyte and intestinal lymphocyte models; human/mouse colon cancer cell cultures	CCL25 chemotaxis; CCR9 knockout and rescue-context migration; CCR9 blockade; CCL25 stimulation and AKT readouts	CCL25-CCR9 receptor-dependent chemotaxis and cellular function	receptor_proximal_relay;downstream_pathway_function	CCL25 -> CCR9 -> chemotaxis and AKT-associated mucosal/thymocyte or epithelial-cell function	medium	CCL25 -> CCR9 -> chemotaxis and AKT-associated mucosal/thymocyte or epithelial-cell function	Primary evidence supports receptor-dependent function and genetic requirement but does not provide a matched purified CCL25-CCR9 affinity assay in these studies. The cancer and thymocyte contexts are not SCI models, and AKT/chemotaxis are not terminal-TF evidence.
M21A-PAIR-EVID-4193		PMID:40975172; PMID:10781587; PMID:22633458; https://pubmed.ncbi.nlm.nih.gov/?term=CCL27B+AND+CCR3	mouse; human comparator	mouse Ccl27b/predicted-chemokine annotation; recombinant human/mouse CCL27/CCL28 and CCR3/CCR10 systems	Exact-symbol search; CCL27/CCR10 and CCL28/CCR3/CCR10 structure-function comparator assays; no exact Ccl27b-Ccr3 assay	No qualifying exact Ccl27b-Ccr3 binding, activation, or receptor-dependent function	no_evidence_boundary	Ccl27b/CCR3 exact-symbol branch unresolved; canonical CCL27/CCR10 and CCL28/CCR3 are comparator branches	low	Ccl27b/CCR3 exact-symbol branch unresolved; canonical CCL27/CCR10 and CCL28/CCR3 are comparator branches	The primary comparator work distinguishes canonical CCL27 from CCL28 and does not validate Ccl27b as a CCR3 ligand. Predicted paralog annotation and receptor-family similarity cannot establish direct binding, relay, or function.
M21A-PAIR-EVID-4194	M21A-REUSE-1967	PMID:10781587; PMID:15381732; PMID:32124475; DOI:10.1074/jbc.M001461200	mouse; human	mouse and human CCR10 transfectants; mucosal IgA plasma-cell and human endothelial-cell models	CCL28 binding/CCR10 calcium mobilization; CCL28-driven chemotaxis; CCR10 blockade/requirement; eNOS, Src, ERK, and angiogenic readouts	CCL28-CCR10 direct binding and receptor-dependent chemotaxis/function	binding_activation;receptor_proximal_relay;downstream_pathway_function	CCL28 -> CCR10 -> calcium/Gi-associated signaling and eNOS/Src/ERK-context migration or angiogenesis	medium-high	CCL28 -> CCR10 -> calcium/Gi-associated signaling and eNOS/Src/ERK-context migration or angiogenesis	The receptor and chemotaxis evidence is strong, but downstream signaling varies by cell model and the studies are mucosal, vascular, or mammary contexts rather than SCI. No terminal-TF endpoint was measured.
M21A-PAIR-EVID-4195	M21A-REUSE-1968	PMID:40975172; PMID:39193987; PMID:40502012; PMCID:PMC12556802	mouse; human	human CCR3/CCR10 structure-function and receptor-transfectant systems; mouse mucosal-infection model	CCL28 receptor-selectivity, binding, and activation structure-function assays; CCR3 perturbation; CCL28-induced neutrophil recruitment/activation	CCL28-CCR3 receptor activation with receptor-dependent inflammatory function	binding_activation;receptor_proximal_relay;downstream_pathway_function	CCL28 -> CCR3 -> chemokine-GPCR signaling -> neutrophil or mucosal inflammatory recruitment	medium	CCL28 -> CCR3 -> chemokine-GPCR signaling -> neutrophil or mucosal inflammatory recruitment	The strongest exact receptor evidence uses engineered receptor systems and chemokine variants; the mouse infection output is physiological but not an affinity assay. No SCI receiver model or terminal-TF endpoint was measured.
M21A-PAIR-EVID-4196	M21A-REUSE-1969	PMID:9312096; PMID:16015368; PMID:17177831; DOI:10.1074/jbc.272.40.24934	mouse; human	human CCR5-transfected cells and primary CCR5-positive T-cell/leukocyte models	CCL4 binding and CCR5 mutagenesis/variant assays; chemotaxis and receptor desensitization; CCR5 density and ligand-response perturbation	CCL4-CCR5 direct binding and chemokine-GPCR receptor activation	binding_activation;receptor_proximal_relay;downstream_pathway_function	CCL4 -> CCR5 -> Gi/o-associated chemotaxis and receptor desensitization	medium-high	CCL4 -> CCR5 -> Gi/o-associated chemotaxis and receptor desensitization	CCR5 is a promiscuous chemokine receptor and some cited assays use receptor variants or HIV-coreceptor contexts. No SCI receiver model or terminal-TF endpoint was measured; chemotaxis is a cellular output, not a TF assignment.
M21A-PAIR-EVID-4197		PMID:40318012; PMID:40248897; PMID:19643012; https://pubmed.ncbi.nlm.nih.gov/?term=CCL5+AND+ACKR2	mouse; human	mouse melanoma and human head-and-neck-cancer contexts; ACKR2/D6 comparator systems	single-cell receptor inference; ACKR2 inhibition and anti-CCL5 rescue/phenotype assays; chemokine-scavenger comparator binding; no direct CCL5 capture assay	No qualifying exact CCL5-ACKR2 binding, internalization, or receptor-dependent relay	no_evidence_boundary	Ccl5/ACKR2 exact scavenging branch unresolved; canonical CCL5-CCR1/CCR5 is comparator only	low	Ccl5/ACKR2 exact scavenging branch unresolved; canonical CCL5-CCR1/CCR5 is comparator only	The cited functional studies are indirect and do not demonstrate CCL5 capture or binding by ACKR2. ACKR2 scavenging biology and the canonical CCL5-CCR1/CCR5 axis were not used as proxies for the submitted pair.
M21A-PAIR-EVID-4198	M21A-REUSE-1970	PMID:9289016 https://pubmed.ncbi.nlm.nih.gov/9289016/; PMID:12270118 https://pubmed.ncbi.nlm.nih.gov/12270118/	human; mouse/recombinant receptor systems	recombinant CCR1 systems; human cord-blood-derived mast cells	RANTES/CCL5 receptor-binding and alanine-scanning; receptor activation; CCR1/CCR4 blockade of mast-cell chemotaxis	CCL5 direct CCR1 binding and receptor-dependent chemotaxis	binding_activation;receptor_proximal_relay;downstream_pathway_function	CCL5 -> CCR1 -> Gi/G-protein-dependent chemotaxis	medium-high	CCL5 -> CCR1 -> Gi/G-protein-dependent chemotaxis	CCL5 also uses CCR4 and CCR5, and the mast-cell migration assay is shared-receptor rather than CCR1-exclusive. No SCI receiver model or terminal TF was measured.
M21A-PAIR-EVID-4199	M21A-REUSE-1971	PMID:9289016 https://pubmed.ncbi.nlm.nih.gov/9289016/	human; mouse/recombinant receptor systems	CCR3-expressing receptor assays and chemokine-receptor mutagenesis systems	RANTES/CCL5 alanine-scanning; CCR3 binding and ligand-induced signal-transduction assays	CCL5 direct CCR3 binding and activation	binding_activation;receptor_proximal_relay	CCL5 -> CCR3 -> chemokine GPCR signal-transduction branch	medium-high	CCL5 -> CCR3 -> chemokine GPCR signal-transduction branch	The study resolves receptor engagement and activation residues but does not establish a unique downstream kinase, cell-type-specific relay, or SCI relevance. Shared chemokine-receptor promiscuity remains a context limitation.
M21A-PAIR-EVID-4200	M21A-REUSE-1972	PMID:12270118 https://pubmed.ncbi.nlm.nih.gov/12270118/; DOI:10.1016/S0006-291X(02)02244-1	human	cord-blood-derived human mast cells	CCR1/CCR4 expression; CCL5-induced chemotaxis; receptor-specific blocking antibodies	CCL5-dependent mast-cell chemotaxis mediated by CCR4, with shared CCR1 contribution	receptor_proximal_relay;downstream_pathway_function	CCL5 -> CCR4/CCR1 -> mast-cell chemotaxis	medium	CCL5 -> CCR4/CCR1 -> mast-cell chemotaxis	The primary assay demonstrates receptor-dependent migration but does not isolate purified CCL5-CCR4 affinity or a CCR4-exclusive response; no intracellular adaptor/kinase or SCI model was measured.
M21A-PAIR-EVID-4201	M21A-REUSE-1973	PMID:9334377 https://pubmed.ncbi.nlm.nih.gov/9334377/; PMID:11700073 https://pubmed.ncbi.nlm.nih.gov/11700073/	human; recombinant CCR5 systems	CCR5-transfected cells; receptor chimeras and alanine-scanning mutants	CCL5/RANTES binding and competition; CCR5 mutagenesis; calcium and chemotaxis assays	CCL5 direct CCR5 binding and receptor activation	binding_activation;receptor_proximal_relay;downstream_pathway_function	CCL5 -> CCR5 -> Gi-linked calcium/chemotaxis signaling	medium-high	CCL5 -> CCR5 -> Gi-linked calcium/chemotaxis signaling	CCL5 shares CCR5 with other chemokines and receptor-mutant/coreceptor assays are not an SCI model. No single downstream TF was directly assigned.
M21A-PAIR-EVID-4202		PMID:7681403 https://pubmed.ncbi.nlm.nih.gov/7681403/; DOI:10.1002/eji.1830230430	human	anti-CD3-activated human CD4+ and CD8+ T-cell clones; primary blood lymphocytes	125I-CD40-Fc binding; activated T-cell ligand detection	CD40LG/CD154 direct binding to CD40	binding_activation	CD40LG -> CD40 ligand-receptor engagement	medium-high	CD40LG -> CD40 ligand-receptor engagement	The cited primary study establishes binding and activated-lymphocyte presentation but does not resolve a Module21 adaptor/kinase relay or SCI context. Membrane presentation and cell activation state are essential limitations.
M21A-PAIR-EVID-4203	M21A-REUSE-1974	PMCID:PMC10416995 https://pmc.ncbi.nlm.nih.gov/articles/PMC10416995/; PMID:25403978 https://pubmed.ncbi.nlm.nih.gov/25403978/	human; recombinant integrin and platelet-context assays	recombinant soluble CD40L and soluble alphaIIb-beta3; platelet/integrin activation systems	CD40L-integrin binding; integrin allosteric-site assays; platelet activation/aggregation-related readouts	CD40LG direct alphaIIb-beta3 binding and integrin activation	binding_activation;receptor_proximal_relay;downstream_pathway_function	CD40LG -> ITGA2B_ITGB3 -> platelet integrin activation/aggregation	medium-high	CD40LG -> ITGA2B_ITGB3 -> platelet integrin activation/aggregation	The strongest molecular assay uses soluble CD40L and activated integrin conditions, and receptor conformation/cation dependence affect binding. This is a platelet/hemostasis branch, not an SCI receiver model; no terminal TF was assigned.
M21A-PAIR-EVID-4204	M21A-REUSE-1975	DOI:10.1074/jbc.M608342200 https://doi.org/10.1074/jbc.M608342200; PMID:25403978 https://pubmed.ncbi.nlm.nih.gov/25403978/; PMCID:PMC7960543 https://pmc.ncbi.nlm.nih.gov/articles/PMC7960543/	human	U937 monocytic cells; BJAB cells; purified alpha5-beta1 and human platelet contexts	Soluble CD40L binding to purified alpha5-beta1; blocking and solid-phase binding; ERK1/2 and IL-8 readouts; receptor ligation	CD40LG direct alpha5-beta1 binding with integrin-dependent signaling/function	binding_activation;receptor_proximal_relay;downstream_pathway_function	CD40LG -> ITGA5_ITGB1 -> MAPK/ERK1/2 -> IL-8 or platelet activation	medium-high	CD40LG -> ITGA5_ITGB1 -> MAPK/ERK1/2 -> IL-8 or platelet activation	The submitted receptor is a heterodimer and the evidence is for soluble CD40L with integrin-conformation and cell-context dependence. ERK/IL-8 outputs do not establish a universal downstream TF or SCI mechanism.
M21A-PAIR-EVID-4205	M21A-REUSE-1976	PMID:25403978 https://pubmed.ncbi.nlm.nih.gov/25403978/; DOI:10.1002/eji.201444941	human	CD154-positive and integrin-positive human cell-line systems; soluble receptor assays	CD154 binding-site mutagenesis; soluble receptor competition; receptor ligation; MAPK phosphorylation	CD40LG direct alphaM-beta2 binding and receptor-dependent signaling	binding_activation;receptor_proximal_relay;downstream_pathway_function	CD40LG -> ITGAM_ITGB2 -> MAPK phosphorylation and inflammatory cell activation	medium	CD40LG -> ITGAM_ITGB2 -> MAPK phosphorylation and inflammatory cell activation	The study maps CD154 residues and reports receptor ligation/MAPK responses but does not establish a complete endogenous adaptor order or SCI context. CD154 is trimeric and can bind multiple receptors simultaneously.
M21A-PAIR-EVID-4206	M21A-REUSE-1977	PMID:8120384 https://pubmed.ncbi.nlm.nih.gov/8120384/; PMID:34419446 https://pubmed.ncbi.nlm.nih.gov/34419446/; PMCID:PMC8484739 https://pmc.ncbi.nlm.nih.gov/articles/PMC8484739/	human; mammalian expression systems	CD70-expressing monkey-kidney cells; recombinant human CD27/CD70; primary T-cell assays	CD70 expression cloning; CD27-CD70 crystal structure and SPR; plate-bound CD70 T-cell stimulation	CD70 direct CD27 binding with CD27-dependent costimulatory function	binding_activation;downstream_pathway_function	CD70 -> CD27 -> TNFR-family costimulation -> T-cell activation	medium-high	CD70 -> CD27 -> TNFR-family costimulation -> T-cell activation	The strongest structural/affinity evidence is human recombinant protein and the activation assay is plate-bound CD70 with T-cell costimulation; no exact intracellular adaptor/kinase or SCI model was measured.
M21A-PAIR-EVID-4207	M21A-REUSE-1978	PMID:7506564 https://pubmed.ncbi.nlm.nih.gov/7506564/; PMID:9368043 https://pubmed.ncbi.nlm.nih.gov/9368043/; PMCID:PMC2188748 https://pmc.ncbi.nlm.nih.gov/articles/PMC2188748/	human; mouse	immature/differentiated human myeloid cells; Ba/F3 cells expressing mutant G-CSFR; COS-7 expression system	125I-G-CSF binding and internalization; G-CSFR ligand-binding-site mutagenesis; receptor expression cloning and ligand-dependent proliferation	CSF3/G-CSF direct CSF3R binding with receptor-dependent myeloid proliferation	binding_activation;downstream_pathway_function	CSF3 -> CSF3R -> G-CSFR-dependent myeloid proliferation	medium-high	CSF3 -> CSF3R -> G-CSFR-dependent myeloid proliferation	The cited assays establish receptor occupancy and ligand-dependent function but do not resolve a specific JAK/STAT or MAPK adaptor sequence in this row. Cell-line and myeloid differentiation context limit transfer to SCI.
M21A-PAIR-EVID-4208	M21A-REUSE-1979	PMID:41903444 https://pubmed.ncbi.nlm.nih.gov/41903444/	human	recombinant/human CXCR1 and CXCR2 biosensor systems	CXCL1 stimulation; G-alpha-i, beta-arrestin, GRK-translocation, receptor-internalization, and ERK biosensors	CXCL1 direct CXCR1 receptor activation with biased proximal transducer coupling	receptor_proximal_relay	CXCL1 -> CXCR1 -> G-alpha-i-biased chemokine GPCR signaling	medium	CXCL1 -> CXCR1 -> G-alpha-i-biased chemokine GPCR signaling	The primary study is a human biosensor study and measures activation/coupling rather than a purified ligand-affinity constant. Mouse CXCR1 ligand usage differs, and no SCI receiver or terminal TF was measured.
M21A-PAIR-EVID-4209	M21A-REUSE-1980	PMID:23479735 https://pubmed.ncbi.nlm.nih.gov/23479735/; PMID:32881070 https://pubmed.ncbi.nlm.nih.gov/32881070/; PMCID:PMC8296306 https://pmc.ncbi.nlm.nih.gov/articles/PMC8296306/; PMID:41903444 https://pubmed.ncbi.nlm.nih.gov/41903444/	human; mouse	recombinant CXCR2 and human biosensor systems; mouse bone-marrow neutrophils; mouse injury/inflammation models	CXCL1/CXCR2 binding and agonism; G-protein/beta-arrestin assays; neutrophil calcium/chemotaxis and in vivo recruitment; CXCL1 neutralization/CXCR2 inhibition	CXCL1 direct CXCR2 activation with receptor-dependent neutrophil recruitment	binding_activation;receptor_proximal_relay;downstream_pathway_function	CXCL1 -> CXCR2 -> Gi/beta-arrestin -> neutrophil chemotaxis/recruitment	medium-high	CXCL1 -> CXCR2 -> Gi/beta-arrestin -> neutrophil chemotaxis/recruitment	Chemokine oligomerization, glycosaminoglycan presentation, dose, and tissue context alter potency. The inflammatory/cardiac and neutrophil models are not SCI-specific, and no terminal TF was assigned.
M21A-PAIR-EVID-4210		PMID:14515277 https://pubmed.ncbi.nlm.nih.gov/14515277/; PMID:16847335 https://pubmed.ncbi.nlm.nih.gov/16847335/; URL:https://pubmed.ncbi.nlm.nih.gov/?term=%22cxcl10%22+%22ccr3%22	human; recombinant chemokine-receptor comparator systems	CXCR3-expressing human/recombinant comparator systems; no exact CXCL10-CCR3 model	CXCL10/CXCR3 binding and receptor-domain activation studies; bounded exact-pair search for CXCL10-CCR3	No qualifying exact CXCL10-CCR3 binding, activation, receptor reconstitution, or pair-specific function located	no_evidence_boundary	CXCL10 -> CXCR3 is the supported cognate branch; CXCL10-CCR3 remains unresolved	low	CXCL10 -> CXCR3 is the supported cognate branch; CXCL10-CCR3 remains unresolved	Primary studies support CXCL10/CXCR3, not the submitted CCR3 receptor. Expression, family-level chemokine promiscuity, pathway databases, and computational/network associations were not transferred to an exact CXCL10-CCR3 edge.
M21A-PAIR-EVID-4211	M21A-REUSE-1981	PMID:14515277 https://pubmed.ncbi.nlm.nih.gov/14515277/; PMID:22652417 https://pubmed.ncbi.nlm.nih.gov/22652417/	human	recombinant CXCR3/CXCR1 chimeras; activated primary human T lymphocytes	CXCL10 binding and receptor-domain chimeras; receptor activation/chemotaxis; CXCL10-induced Akt, ERK, and p38 phosphorylation with pertussis-toxin sensitivity	CXCL10 direct CXCR3 binding/activation with receptor-dependent kinase and chemotaxis outputs	binding_activation;receptor_proximal_relay;downstream_pathway_function	CXCL10 -> CXCR3 -> Gi-linked Akt/ERK/p38 and T-cell chemotaxis	medium-high	CXCL10 -> CXCR3 -> Gi-linked Akt/ERK/p38 and T-cell chemotaxis	CXCR3 splice/context and chemokine processing can change potency; the T-cell apoptosis/survival study does not identify a single terminal TF or an SCI receiver mechanism.
M21A-PAIR-EVID-4212	M21A-REUSE-1982	PMID:31506383 https://pubmed.ncbi.nlm.nih.gov/31506383/; PMID:19794961 https://pubmed.ncbi.nlm.nih.gov/19794961/; PMCID:PMC2745668 https://pmc.ncbi.nlm.nih.gov/articles/PMC2745668/	human; mouse xenograft comparator	recombinant ACKR3/CXCR7 and CXCL12 mutant systems; intact-cell beta-arrestin/scavenging assays	CXCL12 binding kinetics; receptor N-terminus mutagenesis; beta-arrestin recruitment; ligand uptake/scavenging	CXCL12 direct ACKR3 binding with atypical beta-arrestin/scavenging function	binding_activation;receptor_proximal_relay;downstream_pathway_function	CXCL12 -> ACKR3 -> beta-arrestin recruitment/chemokine scavenging	medium-high	CXCL12 -> ACKR3 -> beta-arrestin recruitment/chemokine scavenging	ACKR3 is atypical and does not behave as a canonical G-protein chemokine receptor; beta-arrestin/scavenging is not equivalent to CXCR4-like chemotaxis. No SCI receiver or terminal TF was measured.
M21A-PAIR-EVID-4213	M21A-REUSE-1983	PMID:19837984 https://pubmed.ncbi.nlm.nih.gov/19837984/; PMCID:PMC2787383 https://pmc.ncbi.nlm.nih.gov/articles/PMC2787383/; PMID:22238325 https://pubmed.ncbi.nlm.nih.gov/22238325/	human; primary human CD34+ comparator	recombinant/full-length CXCR4 systems; human CD34+ hematopoietic comparator cells	recombinant/full-length CXCR4-NMR and pulldown binding; AMD3100 receptor perturbation; CXCL12-induced G-alpha-i activation/internalization in CD34+ cells	CXCL12 direct CXCR4 binding and receptor-dependent activation	binding_activation;receptor_proximal_relay;downstream_pathway_function	CXCL12 -> CXCR4 -> Gi/Rac1-dependent migration and receptor internalization	medium-high	CXCL12 -> CXCR4 -> Gi/Rac1-dependent migration and receptor internalization	Chemokine oligomerization, receptor conformation, GAG presentation, and cell context affect the interaction. The cited functional model is hematopoietic/HIV-related rather than SCI, with no terminal TF assignment.
M21A-PAIR-EVID-4214		PMID:14515277 https://pubmed.ncbi.nlm.nih.gov/14515277/; PMID:27708397 https://pubmed.ncbi.nlm.nih.gov/27708397/; URL:https://pubmed.ncbi.nlm.nih.gov/?term=%22cxcl13%22+%22cxcr3%22	human; mouse comparator systems	CXCR3-expressing comparator cells and CXCL13/CXCR5 primary sensory-neuron comparator; no exact CXCL13-CXCR3 model	CXCL10/CXCR3 receptor studies and CXCL13/CXCR5 primary sensory-neuron comparator; bounded exact-pair search	No qualifying exact CXCL13-CXCR3 binding, activation, receptor reconstitution, or pair-specific function located	no_evidence_boundary	CXCL13 -> CXCR5 is supported; CXCL13-CXCR3 is not promoted from receptor-family or pathway context	low	CXCL13 -> CXCR5 is supported; CXCL13-CXCR3 is not promoted from receptor-family or pathway context	The cited primary records support separate CXCL10-CXCR3 and CXCL13-CXCR5 branches. Chemokine family membership, co-expression, network inference, and noncognate receptor claims do not establish the submitted exact pair.
M21A-PAIR-EVID-4215	M21A-REUSE-1984	PMID:27708397 https://pubmed.ncbi.nlm.nih.gov/27708397/; PMID:36341455 https://pubmed.ncbi.nlm.nih.gov/36341455/; PMID:21490903 https://pubmed.ncbi.nlm.nih.gov/21490903/	mouse; human comparator	primary mouse DRG neurons; mouse naive B cells/FDC imaging; human lymphoma cells	CXCL13 stimulation; Cxcr5 knockout; p38 phosphorylation/Nav1.8 current; DOCK2 and PI3K-delta genetic/pharmacologic perturbation; chemotaxis	CXCL13 receptor-dependent CXCR5 signaling and migration/excitability	receptor_proximal_relay;downstream_pathway_function	CXCL13 -> CXCR5 -> p38 or DOCK2/PI3K-delta -> neuronal excitability/B-cell migration	medium-high	CXCL13 -> CXCR5 -> p38 or DOCK2/PI3K-delta -> neuronal excitability/B-cell migration	The cited work establishes receptor-dependent function rather than a purified CXCL13-CXCR5 affinity measurement, and it spans DRG, B-cell, FDC, and lymphoma contexts. No terminal TF was assigned.
