observation_id	context_id	source_system	source_database	source_record_type	source_record_key	source_version	modality	assay	measurement_kind	measured_entity_name	measured_entity_type	feature_id	value_numeric	value_text	value_kind	unit	direction_vs_control	comparator	biological_replicates	timepoint_value	timepoint_unit	perturbation	cell_type	sample_id	observation_status	evidence_role	dependency_group	source_artifact_path	source_artifact_sha256	source_locator	provenance_note
FLOW_MSCS_ITDB_000010__PSTAT3_IF__TP_17D__ZEB2OS_KD__C400	sci:protein:c375bf999b994547	mSCS	flow_protein	protein_observation	FLOW_MSCS_ITDB_000010__PSTAT3_IF__TP_17D__ZEB2OS_KD__C400	sha256:db992d208fd37ed1483ff711ad05dc45ebf8254638f54b0a752d374c219e2aaf	protein	immunofluorescence	mean pSTAT3-immunoreactive area	pSTAT3	phosphorylated_protein	Stat3	13.0		numeric	% of pSTAT3-immunoreactive area	decreased_vs_control			17.0	day	Moderate contusive SCI; Zeb2os KD; AAV-transduced region; distance C400	unassigned or bulk sample		transcribed	dataset_observation	mSCS:flow_protein:FLOW_MSCS_ITDB_000010:FLOW_MSCS_ITDB_000010__TP_17D__PSTAT3__ZEB2OS_KD__C400:FLOW_MSCS_ITDB_000010_UNASSIGNED_POPULATION	mSCS/data/flow_protein/flow_protein.sqlite	db992d208fd37ed1483ff711ad05dc45ebf8254638f54b0a752d374c219e2aaf	flow_protein.protein_observations.observation_id=FLOW_MSCS_ITDB_000010__PSTAT3_IF__TP_17D__ZEB2OS_KD__C400;RNAscope/immunostaining, GFAP, ZEB2, and pSTAT3 figures;selected_view_line_observation_id=FLOW_MSCS_ITDB_000010__PSTAT3_IF__TP_17D__ZEB2OS_KD__C400	"{""canonical_observation_id"":""FLOW_MSCS_ITDB_000010__PSTAT3_IF__TP_17D__ZEB2OS_KD__C400"",""canonical_source"":""mSCS/data/flow_protein/flow_protein.sqlite"",""evidence_grade"":""B_direct_but_incomplete"",""extraction_status"":""figure_table_transcribed"",""notes"":""Child timepoint row split from parent FLOW_MSCS_ITDB_000010__PSTAT3_IF: 17 day; numeric value remains pending. Primary-source IF sweep IFSWEEP_20260824T020000Z: At 17 dpi, Zeb2os knockdown reduced pSTAT3-immunoreactive area in the AAV-transduced region. Fig. 6 reports n=4-6 for pSTAT3 quantification; the paper provides mean +/- SEM plots but no printed scalar values. Approximate figure-digitized child created by ZEB2OS_F6_DIGITIZATION_20260824: Figure 6D, Zeb2os KD, C400, approximately 13 % of pSTAT3-immunoreactive area; n=4–6 per group. The source shows mean ± SEM; SEM was not separately digitized, and no exact printed scalar was available."",""primary_source_url"":""https://pmc.ncbi.nlm.nih.gov/articles/PMC7920574/"",""selection_state_class"":""phosphorylation_specific"",""selection_view"":""mSCS/data/derived/phosphorylation_support_observations.tsv"",""source_location"":""RNAscope/immunostaining, GFAP, ZEB2, and pSTAT3 figures"",""support_tier"":""B_direct_incomplete""}"
FLOW_MSCS_ITDB_000010__PSTAT3_IF__TP_17D__ZEB2OS_KD__C800	sci:protein:76550e43beed8a48	mSCS	flow_protein	protein_observation	FLOW_MSCS_ITDB_000010__PSTAT3_IF__TP_17D__ZEB2OS_KD__C800	sha256:db992d208fd37ed1483ff711ad05dc45ebf8254638f54b0a752d374c219e2aaf	protein	immunofluorescence	mean pSTAT3-immunoreactive area	pSTAT3	phosphorylated_protein	Stat3	4.8		numeric	% of pSTAT3-immunoreactive area	decreased_vs_control			17.0	day	Moderate contusive SCI; Zeb2os KD; AAV-transduced region; distance C800	unassigned or bulk sample		transcribed	dataset_observation	mSCS:flow_protein:FLOW_MSCS_ITDB_000010:FLOW_MSCS_ITDB_000010__TP_17D__PSTAT3__ZEB2OS_KD__C800:FLOW_MSCS_ITDB_000010_UNASSIGNED_POPULATION	mSCS/data/flow_protein/flow_protein.sqlite	db992d208fd37ed1483ff711ad05dc45ebf8254638f54b0a752d374c219e2aaf	flow_protein.protein_observations.observation_id=FLOW_MSCS_ITDB_000010__PSTAT3_IF__TP_17D__ZEB2OS_KD__C800;RNAscope/immunostaining, GFAP, ZEB2, and pSTAT3 figures;selected_view_line_observation_id=FLOW_MSCS_ITDB_000010__PSTAT3_IF__TP_17D__ZEB2OS_KD__C800	"{""canonical_observation_id"":""FLOW_MSCS_ITDB_000010__PSTAT3_IF__TP_17D__ZEB2OS_KD__C800"",""canonical_source"":""mSCS/data/flow_protein/flow_protein.sqlite"",""evidence_grade"":""B_direct_but_incomplete"",""extraction_status"":""figure_table_transcribed"",""notes"":""Child timepoint row split from parent FLOW_MSCS_ITDB_000010__PSTAT3_IF: 17 day; numeric value remains pending. Primary-source IF sweep IFSWEEP_20260824T020000Z: At 17 dpi, Zeb2os knockdown reduced pSTAT3-immunoreactive area in the AAV-transduced region. Fig. 6 reports n=4-6 for pSTAT3 quantification; the paper provides mean +/- SEM plots but no printed scalar values. Approximate figure-digitized child created by ZEB2OS_F6_DIGITIZATION_20260824: Figure 6D, Zeb2os KD, C800, approximately 4.8 % of pSTAT3-immunoreactive area; n=4–6 per group. The source shows mean ± SEM; SEM was not separately digitized, and no exact printed scalar was available."",""primary_source_url"":""https://pmc.ncbi.nlm.nih.gov/articles/PMC7920574/"",""selection_state_class"":""phosphorylation_specific"",""selection_view"":""mSCS/data/derived/phosphorylation_support_observations.tsv"",""source_location"":""RNAscope/immunostaining, GFAP, ZEB2, and pSTAT3 figures"",""support_tier"":""B_direct_incomplete""}"
FLOW_MSCS_ITDB_000010__PSTAT3_IF__TP_17D__ZEB2OS_KD__Epi	sci:protein:b8cd58e7dd6b90fa	mSCS	flow_protein	protein_observation	FLOW_MSCS_ITDB_000010__PSTAT3_IF__TP_17D__ZEB2OS_KD__Epi	sha256:db992d208fd37ed1483ff711ad05dc45ebf8254638f54b0a752d374c219e2aaf	protein	immunofluorescence	mean pSTAT3-immunoreactive area	pSTAT3	phosphorylated_protein	Stat3	6.3		numeric	% of pSTAT3-immunoreactive area	decreased_vs_control			17.0	day	Moderate contusive SCI; Zeb2os KD; AAV-transduced region; distance Epi	unassigned or bulk sample		transcribed	dataset_observation	mSCS:flow_protein:FLOW_MSCS_ITDB_000010:FLOW_MSCS_ITDB_000010__TP_17D__PSTAT3__ZEB2OS_KD__Epi:FLOW_MSCS_ITDB_000010_UNASSIGNED_POPULATION	mSCS/data/flow_protein/flow_protein.sqlite	db992d208fd37ed1483ff711ad05dc45ebf8254638f54b0a752d374c219e2aaf	flow_protein.protein_observations.observation_id=FLOW_MSCS_ITDB_000010__PSTAT3_IF__TP_17D__ZEB2OS_KD__Epi;RNAscope/immunostaining, GFAP, ZEB2, and pSTAT3 figures;selected_view_line_observation_id=FLOW_MSCS_ITDB_000010__PSTAT3_IF__TP_17D__ZEB2OS_KD__Epi	"{""canonical_observation_id"":""FLOW_MSCS_ITDB_000010__PSTAT3_IF__TP_17D__ZEB2OS_KD__Epi"",""canonical_source"":""mSCS/data/flow_protein/flow_protein.sqlite"",""evidence_grade"":""B_direct_but_incomplete"",""extraction_status"":""figure_table_transcribed"",""notes"":""Child timepoint row split from parent FLOW_MSCS_ITDB_000010__PSTAT3_IF: 17 day; numeric value remains pending. Primary-source IF sweep IFSWEEP_20260824T020000Z: At 17 dpi, Zeb2os knockdown reduced pSTAT3-immunoreactive area in the AAV-transduced region. Fig. 6 reports n=4-6 for pSTAT3 quantification; the paper provides mean +/- SEM plots but no printed scalar values. Approximate figure-digitized child created by ZEB2OS_F6_DIGITIZATION_20260824: Figure 6D, Zeb2os KD, Epi, approximately 6.3 % of pSTAT3-immunoreactive area; n=4–6 per group. The source shows mean ± SEM; SEM was not separately digitized, and no exact printed scalar was available."",""primary_source_url"":""https://pmc.ncbi.nlm.nih.gov/articles/PMC7920574/"",""selection_state_class"":""phosphorylation_specific"",""selection_view"":""mSCS/data/derived/phosphorylation_support_observations.tsv"",""source_location"":""RNAscope/immunostaining, GFAP, ZEB2, and pSTAT3 figures"",""support_tier"":""B_direct_incomplete""}"
FLOW_MSCS_ITDB_000010__PSTAT3_IF__TP_17D__ZEB2OS_KD__R1200	sci:protein:12cf9780a6a9a01d	mSCS	flow_protein	protein_observation	FLOW_MSCS_ITDB_000010__PSTAT3_IF__TP_17D__ZEB2OS_KD__R1200	sha256:db992d208fd37ed1483ff711ad05dc45ebf8254638f54b0a752d374c219e2aaf	protein	immunofluorescence	mean pSTAT3-immunoreactive area	pSTAT3	phosphorylated_protein	Stat3	3.5		numeric	% of pSTAT3-immunoreactive area	decreased_vs_control			17.0	day	Moderate contusive SCI; Zeb2os KD; AAV-transduced region; distance R1200	unassigned or bulk sample		transcribed	dataset_observation	mSCS:flow_protein:FLOW_MSCS_ITDB_000010:FLOW_MSCS_ITDB_000010__TP_17D__PSTAT3__ZEB2OS_KD__R1200:FLOW_MSCS_ITDB_000010_UNASSIGNED_POPULATION	mSCS/data/flow_protein/flow_protein.sqlite	db992d208fd37ed1483ff711ad05dc45ebf8254638f54b0a752d374c219e2aaf	flow_protein.protein_observations.observation_id=FLOW_MSCS_ITDB_000010__PSTAT3_IF__TP_17D__ZEB2OS_KD__R1200;RNAscope/immunostaining, GFAP, ZEB2, and pSTAT3 figures;selected_view_line_observation_id=FLOW_MSCS_ITDB_000010__PSTAT3_IF__TP_17D__ZEB2OS_KD__R1200	"{""canonical_observation_id"":""FLOW_MSCS_ITDB_000010__PSTAT3_IF__TP_17D__ZEB2OS_KD__R1200"",""canonical_source"":""mSCS/data/flow_protein/flow_protein.sqlite"",""evidence_grade"":""B_direct_but_incomplete"",""extraction_status"":""figure_table_transcribed"",""notes"":""Child timepoint row split from parent FLOW_MSCS_ITDB_000010__PSTAT3_IF: 17 day; numeric value remains pending. Primary-source IF sweep IFSWEEP_20260824T020000Z: At 17 dpi, Zeb2os knockdown reduced pSTAT3-immunoreactive area in the AAV-transduced region. Fig. 6 reports n=4-6 for pSTAT3 quantification; the paper provides mean +/- SEM plots but no printed scalar values. Approximate figure-digitized child created by ZEB2OS_F6_DIGITIZATION_20260824: Figure 6D, Zeb2os KD, R1200, approximately 3.5 % of pSTAT3-immunoreactive area; n=4–6 per group. The source shows mean ± SEM; SEM was not separately digitized, and no exact printed scalar was available."",""primary_source_url"":""https://pmc.ncbi.nlm.nih.gov/articles/PMC7920574/"",""selection_state_class"":""phosphorylation_specific"",""selection_view"":""mSCS/data/derived/phosphorylation_support_observations.tsv"",""source_location"":""RNAscope/immunostaining, GFAP, ZEB2, and pSTAT3 figures"",""support_tier"":""B_direct_incomplete""}"
FLOW_MSCS_ITDB_000010__PSTAT3_IF__TP_17D__ZEB2OS_KD__R400	sci:protein:02c827dfc20b422d	mSCS	flow_protein	protein_observation	FLOW_MSCS_ITDB_000010__PSTAT3_IF__TP_17D__ZEB2OS_KD__R400	sha256:db992d208fd37ed1483ff711ad05dc45ebf8254638f54b0a752d374c219e2aaf	protein	immunofluorescence	mean pSTAT3-immunoreactive area	pSTAT3	phosphorylated_protein	Stat3	8.1		numeric	% of pSTAT3-immunoreactive area	decreased_vs_control			17.0	day	Moderate contusive SCI; Zeb2os KD; AAV-transduced region; distance R400	unassigned or bulk sample		transcribed	dataset_observation	mSCS:flow_protein:FLOW_MSCS_ITDB_000010:FLOW_MSCS_ITDB_000010__TP_17D__PSTAT3__ZEB2OS_KD__R400:FLOW_MSCS_ITDB_000010_UNASSIGNED_POPULATION	mSCS/data/flow_protein/flow_protein.sqlite	db992d208fd37ed1483ff711ad05dc45ebf8254638f54b0a752d374c219e2aaf	flow_protein.protein_observations.observation_id=FLOW_MSCS_ITDB_000010__PSTAT3_IF__TP_17D__ZEB2OS_KD__R400;RNAscope/immunostaining, GFAP, ZEB2, and pSTAT3 figures;selected_view_line_observation_id=FLOW_MSCS_ITDB_000010__PSTAT3_IF__TP_17D__ZEB2OS_KD__R400	"{""canonical_observation_id"":""FLOW_MSCS_ITDB_000010__PSTAT3_IF__TP_17D__ZEB2OS_KD__R400"",""canonical_source"":""mSCS/data/flow_protein/flow_protein.sqlite"",""evidence_grade"":""B_direct_but_incomplete"",""extraction_status"":""figure_table_transcribed"",""notes"":""Child timepoint row split from parent FLOW_MSCS_ITDB_000010__PSTAT3_IF: 17 day; numeric value remains pending. Primary-source IF sweep IFSWEEP_20260824T020000Z: At 17 dpi, Zeb2os knockdown reduced pSTAT3-immunoreactive area in the AAV-transduced region. Fig. 6 reports n=4-6 for pSTAT3 quantification; the paper provides mean +/- SEM plots but no printed scalar values. Approximate figure-digitized child created by ZEB2OS_F6_DIGITIZATION_20260824: Figure 6D, Zeb2os KD, R400, approximately 8.1 % of pSTAT3-immunoreactive area; n=4–6 per group. The source shows mean ± SEM; SEM was not separately digitized, and no exact printed scalar was available."",""primary_source_url"":""https://pmc.ncbi.nlm.nih.gov/articles/PMC7920574/"",""selection_state_class"":""phosphorylation_specific"",""selection_view"":""mSCS/data/derived/phosphorylation_support_observations.tsv"",""source_location"":""RNAscope/immunostaining, GFAP, ZEB2, and pSTAT3 figures"",""support_tier"":""B_direct_incomplete""}"
FLOW_MSCS_ITDB_000010__PSTAT3_IF__TP_17D__ZEB2OS_KD__R800	sci:protein:d31badf33e7998ce	mSCS	flow_protein	protein_observation	FLOW_MSCS_ITDB_000010__PSTAT3_IF__TP_17D__ZEB2OS_KD__R800	sha256:db992d208fd37ed1483ff711ad05dc45ebf8254638f54b0a752d374c219e2aaf	protein	immunofluorescence	mean pSTAT3-immunoreactive area	pSTAT3	phosphorylated_protein	Stat3	4.7		numeric	% of pSTAT3-immunoreactive area	decreased_vs_control			17.0	day	Moderate contusive SCI; Zeb2os KD; AAV-transduced region; distance R800	unassigned or bulk sample		transcribed	dataset_observation	mSCS:flow_protein:FLOW_MSCS_ITDB_000010:FLOW_MSCS_ITDB_000010__TP_17D__PSTAT3__ZEB2OS_KD__R800:FLOW_MSCS_ITDB_000010_UNASSIGNED_POPULATION	mSCS/data/flow_protein/flow_protein.sqlite	db992d208fd37ed1483ff711ad05dc45ebf8254638f54b0a752d374c219e2aaf	flow_protein.protein_observations.observation_id=FLOW_MSCS_ITDB_000010__PSTAT3_IF__TP_17D__ZEB2OS_KD__R800;RNAscope/immunostaining, GFAP, ZEB2, and pSTAT3 figures;selected_view_line_observation_id=FLOW_MSCS_ITDB_000010__PSTAT3_IF__TP_17D__ZEB2OS_KD__R800	"{""canonical_observation_id"":""FLOW_MSCS_ITDB_000010__PSTAT3_IF__TP_17D__ZEB2OS_KD__R800"",""canonical_source"":""mSCS/data/flow_protein/flow_protein.sqlite"",""evidence_grade"":""B_direct_but_incomplete"",""extraction_status"":""figure_table_transcribed"",""notes"":""Child timepoint row split from parent FLOW_MSCS_ITDB_000010__PSTAT3_IF: 17 day; numeric value remains pending. Primary-source IF sweep IFSWEEP_20260824T020000Z: At 17 dpi, Zeb2os knockdown reduced pSTAT3-immunoreactive area in the AAV-transduced region. Fig. 6 reports n=4-6 for pSTAT3 quantification; the paper provides mean +/- SEM plots but no printed scalar values. Approximate figure-digitized child created by ZEB2OS_F6_DIGITIZATION_20260824: Figure 6D, Zeb2os KD, R800, approximately 4.7 % of pSTAT3-immunoreactive area; n=4–6 per group. The source shows mean ± SEM; SEM was not separately digitized, and no exact printed scalar was available."",""primary_source_url"":""https://pmc.ncbi.nlm.nih.gov/articles/PMC7920574/"",""selection_state_class"":""phosphorylation_specific"",""selection_view"":""mSCS/data/derived/phosphorylation_support_observations.tsv"",""source_location"":""RNAscope/immunostaining, GFAP, ZEB2, and pSTAT3 figures"",""support_tier"":""B_direct_incomplete""}"
FLOW_SCI_030__O5	sci:protein:93e724c45605ce92	mSCS	flow_protein	protein_observation	FLOW_SCI_030__O5	sha256:db992d208fd37ed1483ff711ad05dc45ebf8254638f54b0a752d374c219e2aaf	protein	western_blot	relative phospho-p65/total-p65 immunoblot ratio	phospho-RELA/p65	phosphorylated_protein	Rela		The primary Figure 2E-F timepoints are 0, 3, and 14 days; no exact 1-day endpoint is plotted.	qualitative	relative p-p65/p65 protein level	The primary Figure 2E-F timepoints are 0, 3, and 14 days; no exact 1-day endpoint is plotted.		6.0	1.0	day	SCI	spinal cord tissue homogenate		unknown	dataset_observation	mSCS:flow_protein:FLOW_SCI_030:FLOW_SCI_030__T1:FLOW_SCI_030__P1	mSCS/data/flow_protein/flow_protein.sqlite	db992d208fd37ed1483ff711ad05dc45ebf8254638f54b0a752d374c219e2aaf	flow_protein.protein_observations.observation_id=FLOW_SCI_030__O5;PMC8672413, Figures 1-4 and Methods;selected_view_line_observation_id=FLOW_SCI_030__O5	"{""canonical_observation_id"":""FLOW_SCI_030__O5"",""canonical_source"":""mSCS/data/flow_protein/flow_protein.sqlite"",""evidence_grade"":""B_direct_but_incomplete"",""extraction_status"":""primary_source_checked_ambiguous"",""notes"":""Phospho-p65 is curated separately from total p65. Figure/table transcription FIGTRANS_20260820T113938Z: The primary figure provides axis units/normalization and direction but does not print exact bar values. No value was estimated. The existing observation retains its source-linked 1-day or 3-day assignment; Figure 1 reports 0, 3, and 14 days for the displayed HSP70/ELISA panels, so any mismatch between the pre-existing observation timepoint and the displayed panel remains explicitly unresolved. Figure/table transcription FIGTRANS_20260821T052923Z: Primary Figure 1/2 captions report n=6 and mean ± SEM, but the source timepoints are 0, 3, and 14 days. The queued 1-day row has no exact source endpoint; no timepoint remapping or graph-value estimate was made."",""primary_source_url"":""https://pmc.ncbi.nlm.nih.gov/articles/PMC8672413/"",""selection_state_class"":""phosphorylation_specific"",""selection_view"":""mSCS/data/derived/phosphorylation_support_observations.tsv"",""source_location"":""PMC8672413, Figures 1-4 and Methods"",""support_tier"":""B_direct_incomplete""}"
FLOW_SCI_030__O6	sci:protein:9241fb22bd7b035a	mSCS	flow_protein	protein_observation	FLOW_SCI_030__O6	sha256:db992d208fd37ed1483ff711ad05dc45ebf8254638f54b0a752d374c219e2aaf	protein	western_blot	relative phospho-p65/total-p65 immunoblot ratio	phospho-RELA/p65	phosphorylated_protein	Rela		Primary Figure 2F shows the relative p-p65/p65 level increased at day 3 and day 14 versus 0 days; exact day-3 bar height is not printed.	qualitative	relative p-p65/p65 protein level	Primary Figure 2F shows the relative p-p65/p65 level increased at day 3 and day 14 versus 0 days; exact day-3 bar height is not printed.		6.0	3.0	day	SCI	spinal cord tissue homogenate		reported	dataset_observation	mSCS:flow_protein:FLOW_SCI_030:FLOW_SCI_030__T3:FLOW_SCI_030__P1	mSCS/data/flow_protein/flow_protein.sqlite	db992d208fd37ed1483ff711ad05dc45ebf8254638f54b0a752d374c219e2aaf	flow_protein.protein_observations.observation_id=FLOW_SCI_030__O6;PMC8672413, Figures 1-4 and Methods;selected_view_line_observation_id=FLOW_SCI_030__O6	"{""canonical_observation_id"":""FLOW_SCI_030__O6"",""canonical_source"":""mSCS/data/flow_protein/flow_protein.sqlite"",""evidence_grade"":""B_direct_but_incomplete"",""extraction_status"":""primary_source_checked_not_reported"",""notes"":""Day-3 activation-state measurement; exact band ratio not extracted. Figure/table transcription FIGTRANS_20260820T113938Z: The primary figure provides axis units/normalization and direction but does not print exact bar values. No value was estimated. The existing observation retains its source-linked 1-day or 3-day assignment; Figure 1 reports 0, 3, and 14 days for the displayed HSP70/ELISA panels, so any mismatch between the pre-existing observation timepoint and the displayed panel remains explicitly unresolved. Figure/table transcription FIGTRANS_20260821T052923Z: Primary Figure 1/2 captions report n=6 and mean ± SEM. The primary figures show 0-, 3-, and 14-day endpoints, but exact graph bar values are not printed; no graph height was converted into a scalar. The queued 3-day row matches a source timepoint and retains the direct direction/axis metadata."",""primary_source_url"":""https://pmc.ncbi.nlm.nih.gov/articles/PMC8672413/"",""selection_state_class"":""phosphorylation_specific"",""selection_view"":""mSCS/data/derived/phosphorylation_support_observations.tsv"",""source_location"":""PMC8672413, Figures 1-4 and Methods"",""support_tier"":""B_direct_incomplete""}"
FLOW_SCI_071__O1	sci:protein:eeab8a2c2e33b383	mSCS	flow_protein	protein_observation	FLOW_SCI_071__O1	sha256:db992d208fd37ed1483ff711ad05dc45ebf8254638f54b0a752d374c219e2aaf	protein	immunofluorescence	percent_positive_cells	phospho-STAT3	phosphorylated_protein	Stat3		increased	qualitative	percent pSTAT3-positive reporter astrocytes; scalar not printed	increased			1.0	day	SCI	GFAP-Cre reporter-positive astrocytes		reported	dataset_observation	mSCS:flow_protein:FLOW_SCI_071:FLOW_SCI_071__T1:FLOW_SCI_071__P1	mSCS/data/flow_protein/flow_protein.sqlite	db992d208fd37ed1483ff711ad05dc45ebf8254638f54b0a752d374c219e2aaf	flow_protein.protein_observations.observation_id=FLOW_SCI_071__O1;PMC2583788; J Neurosci 28:7231-7243; Fig. 7-8;selected_view_line_observation_id=FLOW_SCI_071__O1	"{""canonical_observation_id"":""FLOW_SCI_071__O1"",""canonical_source"":""mSCS/data/flow_protein/flow_protein.sqlite"",""evidence_grade"":""B_direct_but_incomplete"",""extraction_status"":""primary_source_checked_not_reported"",""notes"":""Strong astrocyte-resolved activation signal at 1 dpi; exact percentage not extracted. Figure/table transcription FIGTRANS_20260820T122927Z: At 1 day post-SCI in the lesion core/epicenter, essentially all GFP-positive astrocytes were strongly pSTAT3-positive and no other pSTAT3-positive cell type was present in that panel. Exact sample size and graph values remain unassigned; no plotted value was estimated. Figure/table transcription FIGTRANS_20260821T071727Z: Figure 7 directly assigns this pSTAT3/GFP co-localization endpoint to the existing source timepoint (1.0 days) at the lesion core or margin. The source describes the proportion of reporter-positive astrocytes but does not print an exact percentage or figure-specific n; no image fraction was estimated. Figure/table transcription FIGTRANS_20260821T080336Z: Final unresolved-field summary: the primary source supports qualitative near-complete pSTAT3/GFP co-localization at 1 dpi, but does not print an exact percentage, panel-specific n, or image scalar; no estimate was made. Primary-source qualitative closure by PSTAT3_IF_QUALITATIVE_20260824: Figure 7C (SCI 1 day, lesion core/epicenter); essentially all GFP-positive reporter astrocytes were strongly pSTAT3-positive in the lesion core. Figure 7 has no quantitative graph or printed percentage for this IF endpoint; no image fraction, sample-size estimate, or numeric value was inferred. Antibody metadata is retained from the primary Methods."",""primary_source_url"":""https://pmc.ncbi.nlm.nih.gov/articles/PMC2583788/"",""selection_state_class"":""phosphorylation_specific"",""selection_view"":""mSCS/data/derived/phosphorylation_support_observations.tsv"",""source_location"":""PMC2583788; J Neurosci 28:7231-7243; Fig. 7-8"",""support_tier"":""B_direct_incomplete""}"
FLOW_SCI_071__O2	sci:protein:38cb10e629c8a794	mSCS	flow_protein	protein_observation	FLOW_SCI_071__O2	sha256:db992d208fd37ed1483ff711ad05dc45ebf8254638f54b0a752d374c219e2aaf	protein	immunofluorescence	percent_positive_cells	phospho-STAT3	phosphorylated_protein	Stat3		increased	qualitative	percent pSTAT3-positive reporter astrocytes; scalar not printed	increased			2.0	day	SCI	GFAP-Cre reporter-positive astrocytes		reported	dataset_observation	mSCS:flow_protein:FLOW_SCI_071:FLOW_SCI_071__T2:FLOW_SCI_071__P1	mSCS/data/flow_protein/flow_protein.sqlite	db992d208fd37ed1483ff711ad05dc45ebf8254638f54b0a752d374c219e2aaf	flow_protein.protein_observations.observation_id=FLOW_SCI_071__O2;PMC2583788; J Neurosci 28:7231-7243; Fig. 7-8;selected_view_line_observation_id=FLOW_SCI_071__O2	"{""canonical_observation_id"":""FLOW_SCI_071__O2"",""canonical_source"":""mSCS/data/flow_protein/flow_protein.sqlite"",""evidence_grade"":""B_direct_but_incomplete"",""extraction_status"":""primary_source_checked_not_reported"",""notes"":""Majority of reporter-positive astrocytes remained detectably positive. Figure/table transcription FIGTRANS_20260820T122927Z: At 2 days post-SCI at the lesion margin, a majority of GFP-positive astrocytes remained pSTAT3-positive and many GFP-negative cells also expressed pSTAT3. Exact sample size and graph values remain unassigned; no plotted value was estimated. Figure/table transcription FIGTRANS_20260821T071727Z: Figure 7 directly assigns this pSTAT3/GFP co-localization endpoint to the existing source timepoint (2.0 days) at the lesion core or margin. The source describes the proportion of reporter-positive astrocytes but does not print an exact percentage or figure-specific n; no image fraction was estimated. Primary-source qualitative closure by PSTAT3_IF_QUALITATIVE_20260824: Figure 7E (SCI 2 day, lesion margin); a majority of GFP-positive reporter astrocytes remained pSTAT3-positive and many GFP-negative cells were also pSTAT3-positive. Figure 7 has no quantitative graph or printed percentage for this IF endpoint; no image fraction, sample-size estimate, or numeric value was inferred. Antibody metadata is retained from the primary Methods."",""primary_source_url"":""https://pmc.ncbi.nlm.nih.gov/articles/PMC2583788/"",""selection_state_class"":""phosphorylation_specific"",""selection_view"":""mSCS/data/derived/phosphorylation_support_observations.tsv"",""source_location"":""PMC2583788; J Neurosci 28:7231-7243; Fig. 7-8"",""support_tier"":""B_direct_incomplete""}"
