context_id	study_id	injury_model	injury_level	injury_severity	sex	timepoint_value	timepoint_unit	tissue	injury_distance	injury_distance_unit	sample_scope	cell_type	experimental_condition	study_perturbation_status	protein_observation_count	protein_state_observation_count	protein_expression_observation_count	numeric_observation_count	missing_core_fields	missing_secondary_fields	core_context_completeness	secondary_context_completeness	refinement_priority
sci:protein:cf83d2790cefcf6c	FLOW_SCI_341	in vivo moderate mid-thoracic contusion spinal cord injury using an Infinite Horizons impactor	T9	75 kdyn moderate contusion	male and female	14	day	lesion-centered and lumbar spinal cord			lumbar ventral horn motor-neuron-associated synapses	lumbar ventral horn motor-neuron-associated synapses	SCI	Cx3cr1 knockout versus wild-type/heterozygous controls	1	0	1	0		injury_distance;injury_distance_unit	9/9	3/5	medium
sci:protein:cfae578fd5e63c88	FLOW_SCI_137	moderate thoracic contusion in GFAP-IκBα-dn transgenic and wild-type mice	thoracic	moderate contusion	unknown	1	day	lesion-centered			bulk spinal-cord lesion-centered tissue extract	whole injured spinal cord protein extract	SCI	astrocyte-specific dominant-negative IκBα transgene	1	1	0	0		sex;injury_distance;injury_distance_unit	9/9	2/5	medium
sci:protein:cfaec253552b5d6a	FLOW_SCI_060	mild, moderate, or severe thoracic contusion SCI; separate complete transection arm	thoracic; 7 mm lesion-centered spinal cord sample	severity-stratified contusion; exact impact parameters are assay/model specific	unknown	12	hours	7 mm lesion-centered spinal cord			whole_tissue	unassigned or bulk sample	SCI versus uninjured control	observational severity comparison	1	0	1	1		sex;injury_distance;injury_distance_unit	9/9	2/5	medium
sci:protein:d0290262b6d750c8	FLOW_SCI_323	cervical contusion spinal cord injury with laminectomy-only controls	cervical	cervical contusion; exact force not captured in this pass	male	1	day	superficial dorsal horn			cell-resolved ipsilateral superficial dorsal-horn sections	Iba1-positive macrophage/microglia cells	injured	untreated contusion versus laminectomy-only controls; neuropathic-pain phenotype study	3	0	3	0		injury_distance;injury_distance_unit	9/9	3/5	medium
sci:protein:d0dee27597989ba7	FLOW_SCI_381	in vivo traumatic spinal cord contusion injury	T11; source figure context	moderate contusion; exact impact parameters pending extraction	not reported in current extraction	3	day	spinal cord lesion			sorted_cell_population	CD11b-positive LysM-eGFP-negative microglia	injured; wild-type/LysM-eGFP mice	CCR2 deficiency and macrophage-infiltration context; untreated wild-type SCI retained	1	0	1	0		injury_distance;injury_distance_unit	9/9	3/5	medium
sci:protein:d10667b736a877c5	FLOW_SCI_271	severe forceps-compression spinal cord injury	T9-T11	severe compression for 15 seconds	female	7	day	injury-centered spinal cord plus 0.5 cm rostral and caudal tissue			injury-centered mouse spinal cord lysate	injury-centered spinal cord tissue	SCI, AP, EA, or sham	manual acupuncture or electroacupuncture initiated 1 day after SCI; untreated SCI and sham controls	1	1	0	0		injury_distance;injury_distance_unit	9/9	3/5	medium
sci:protein:d12a35dbe6145528	FLOW_SCI_342	in vivo incomplete moderate contusion spinal cord injury in human ApoE3/ApoE4 targeted-replacement mice	thoracic; exact level not extracted in current pass	moderate incomplete contusion	male	28	day	lesion-site ventral horn			lesion-site ventral horn	synaptic vesicle structures	SCI	human ApoE3 versus ApoE4 targeted-replacement genotype	1	0	1	0		injury_distance;injury_distance_unit	9/9	3/5	medium
sci:protein:d168476dfb7eaf91	FLOW_SCI_021	graded thoracic contusion using a MASCIS spinal cord compactor	thoracic; exact vertebral level not stated in the accessible summary	graded mild, moderate, and severe; 12.5, 25.0, or 50.0 mm drop height	female	24	hour	0.6-cm lesion-centered spinal-cord homogenate			0.6-cm lesion-centered spinal-cord homogenate	unassigned or bulk sample	Moderate SCI	injury severity comparison; sham laminectomy controls	1	0	1	1		injury_distance;injury_distance_unit	9/9	3/5	medium
sci:protein:d1b44fdadf097418	FLOW_SCI_002	moderate thoracic contusion SCI	T8-T10 laminectomy/injury	moderate; 75 kdyn, approximately 500 micrometers displacement	female	3	days	1 cm lesion-centered spinal cord segment			whole 1 cm lesion-centered spinal-cord segment	unassigned or bulk sample	SCI	genetic ablation of soluble TNF; mTNFΔ/Δ mice retain membrane TNF	2	0	2	0		injury_distance;injury_distance_unit	9/9	3/5	medium
sci:protein:d31badf33e7998ce	FLOW_MSCS_ITDB_000010	moderate T9 contusive spinal cord injury using an Infinite Horizons Impactor	T9	60 kdyn moderate contusion		17	day	R800 relative to lesion epicenter (-800 µm)	-800	µm	mixed_cell_population	unassigned or bulk sample	Moderate contusive SCI; Zeb2os KD; AAV-transduced region; distance R800	Zeb2os perturbation	1	1	0	1		sex;sample_count	9/9	3/5	medium
sci:protein:d34485ff6df2c985	FLOW_SCI_214	mouse spinal cord injury with reporter-line fate mapping; exact lesion paradigm requires extraction	not extracted	not extracted	not extracted	0	day	spinal cord			mouse spinal-cord tissue	lesion-border and spared spinal cord cells	naive mouse	reporter-line fate mapping; naive versus injured tissue comparison	1	0	1	0		injury_distance;injury_distance_unit;sample_count	9/9	2/5	medium
sci:protein:d4346b7dfeda5e1c	FLOW_SCI_434	Thoracic contusion SCI using the NYU weight-drop impactor	T12	standardized NYU weight-drop contusion; exact impact parameters not reported in the cited methods	female C57BL/6 mice, 6-8 weeks, 18-22 g	3	day	injury epicenter spinal cord sections	0	mm; epicenter	injury-epicenter spinal-cord sections	Mac-3-positive macrophages	WT sham, vehicle, anti-factor B, factor B-deficient, and CD59a-deficient groups	factor B deficiency, CD59a deficiency, and anti-factor B antibody treatment; WT vehicle controls retained	1	0	1	0			9/9	5/5	complete
sci:protein:d4f6dbea2a82a56d	FLOW_MSCS_ITDB_000057	traumatic spinal cord injury				7	day	injury-associated spinal cord tissue			mixed_cell_population	unassigned or bulk sample	Mouse SCI; CD177-positive neutrophil and NET-associated injury response	none	1	0	1	1	injury_level	injury_severity;sex;injury_distance;injury_distance_unit;sample_count	8/9	0/5	high
sci:protein:d5ad5aba1f8f63f0	FLOW_SCI_343	in vivo severe T10 contusion without laminectomy using a computer-controlled impactor	T10	severe contusion	female CD1	7	day	lesion epicenter and peri-lesion spinal cord			lesion epicenter and peri-lesion spinal cord	myelin sheaths in epicenter/peri-lesion regions	SCI	docosahexaenoic acid treatment versus saline and naive controls; untreated SCI trajectory retained	1	0	1	0		injury_distance;injury_distance_unit	9/9	3/5	medium
sci:protein:d6b7e3632e3f6464	FLOW_MSCS_ITDB_000006	75 kdyne T9 contusion spinal cord injury	T9	75 kdyne contusion	young female mice	35	dpi	T9 contusion spinal cord; Figure 1 ROI			whole_tissue	unassigned or bulk sample	PLX5622 diet	microglia depletion	1	0	1	1		injury_distance;injury_distance_unit	9/9	3/5	medium
sci:protein:d7830382cf9a1150	FLOW_SCI_221	mouse spinal cord contusion injury; severe 90-kdyn cohort reported for functional experiments	thoracic; exact level pending full-text extraction	contusion; 90 kdyn reported in the SCI recovery experiment	not reported in this pass	1	day	lesion site and adjacent spinal cord			spinal cord injury site and adjacent tissue at 1 dpi	OLIG2+/CC1+ mature oligodendrocytes	mouse spinal cord contusion versus uninjured/spared tissue	Il33 knockout versus wild-type; injury-release measurements retained as primary ligand evidence	1	0	1	0		injury_distance;injury_distance_unit	9/9	3/5	medium
sci:protein:d7f3232ad8955631	FLOW_SCI_021	graded thoracic contusion using a MASCIS spinal cord compactor	thoracic; exact vertebral level not stated in the accessible summary	graded mild, moderate, and severe; 12.5, 25.0, or 50.0 mm drop height	female	12	hour	0.6-cm lesion-centered spinal-cord homogenate			0.6-cm lesion-centered spinal-cord homogenate	unassigned or bulk sample	Moderate SCI	injury severity comparison; sham laminectomy controls	1	0	1	1		injury_distance;injury_distance_unit	9/9	3/5	medium
sci:protein:d80ed4e65b6f0484	FLOW_SCI_335	traumatic mouse spinal cord injury; exact injury geometry requires full-text extraction	not reported in accessible article record	not reported in accessible article record	not reported in accessible article record	7	day	injury-centered fibrotic scar			injured spinal-cord scar-forming pericyte population	PDGFRβ-positive scar-forming pericytes	wild-type SCI; Postn knockout and antibody arms	Postn knockout and periostin-neutralizing antibody arms	1	0	1	0		injury_distance;injury_distance_unit	9/9	3/5	medium
sci:protein:d8acb6edac43d355	FLOW_SCI_340	in vivo moderate dorsal thoracic contusion spinal cord injury	thoracic; exact vertebral level not extracted in current pass	moderate contusion	not reported in current pass	42	day	injury epicenter and spared ventrolateral white matter			spared ventrolateral white matter/lesion epicenter sections	spared and lesioned axons	SCI	conditional Myrf deletion in PDGFRα-positive oligodendrocyte precursor cells; matched injured control mice retained	1	0	1	0		injury_distance;injury_distance_unit	9/9	3/5	medium
sci:protein:d8ec1c405dbc0f53	FLOW_SCI_391	T8 dorsal-column transection for expression mapping and moderate T8 contusion for myeloid Plexin-B2 conditional deletion	T8	moderate contusion for the functional conditional-deletion experiments	not reported in first-pass extraction	7	day	thoracic lesion and penumbra	0	mm	lesion-centered thoracic spinal-cord sections	injury-activated microglia/macrophages	SCI versus sham; conditional-deletion and control cohorts	myeloid Plexin-B2 conditional deletion versus littermate controls	1	0	1	0			9/9	5/5	complete
sci:protein:d911e7866d4d6bed	FLOW_SCI_272	traumatic spinal cord injury with intrathecal agomiR treatment	not specified in the accessible first-pass extraction	not specified in the accessible first-pass extraction	not reported in current extraction	3	day	10-mm spinal cord segment centered on injury epicenter			injury-centered mouse spinal cord lysate	injury-centered spinal cord tissue	sham, SCI plus control agomiR, SCI plus miR-92a-3p agomiR, and PTEN overexpression arms	intrathecal miR-92a-3p agomiR, control agomiR, and PTEN overexpression arms administered before SCI	3	2	1	0		injury_distance;injury_distance_unit;sample_count	9/9	2/5	medium
sci:protein:d933f2cef8de64cd	FLOW_SCI_221	mouse spinal cord contusion injury; severe 90-kdyn cohort reported for functional experiments	thoracic; exact level pending full-text extraction	contusion; 90 kdyn reported in the SCI recovery experiment	not reported in this pass	1	hour	CSF			cerebrospinal fluid after spinal cord contusion	cerebrospinal fluid	mouse spinal cord contusion versus sham	Il33 knockout versus wild-type; injury-release measurements retained as primary ligand evidence	1	0	1	0		injury_distance;injury_distance_unit	9/9	3/5	medium
sci:protein:d964e29676d1fe01	FLOW_SCI_231	mid-thoracic contusive spinal cord injury in adult female C57BL/6J mice; GFP bone-marrow chimeras used for trafficking context	mid-thoracic; lesion site and remote lumbar segments analyzed	contusion; exact impact parameters not captured in first pass	female	1	day	lumbar L4-L5 remote cord			remote lumbar L4-L5 spinal-cord homogenate	remote lumbar spinal cord extract	SCI versus naive	wild-type and bone-marrow-chimera/MMP9-related context; untreated temporal protein measurements retained	2	0	2	2		injury_distance;injury_distance_unit	9/9	3/5	medium
sci:protein:d989a85f7db418b7	FLOW_SCI_347	in vivo severe thoracic T9 contusion spinal cord injury with lumbar-cord assessment	T9 thoracic contusion; lumbar tissue analyzed for remote response	severe contusion	not reported in current pass	21	day	lumbar spinal cord remote from thoracic lesion			lumbar spinal cord tissue	NeuN-positive neurons	SCI	natural-history time course; no molecular treatment	1	0	1	0		injury_distance;injury_distance_unit	9/9	3/5	medium
sci:protein:da5d1d10cf7accc5	FLOW_SCI_102	T10 weight-drop SCI in mice with or without streptozotocin/high-fat-high-sucrose diet-induced diabetes; exact weight-drop force/height not captured in first pass	T10	weight-drop contusion; exact severity parameter not captured in first pass	female	28	day	lesion-centered spinal cord section			lesion-centered spinal-cord sections	NeuN-positive neurons	SCI; non-diabetic and diabetic groups with MST1 perturbation	diabetes comorbidity and AAV-mediated MST1 knockdown; pharmacologic pathway experiments were also performed in PC12 cells	1	0	1	0		injury_distance;injury_distance_unit	9/9	3/5	medium
sci:protein:dafa4bee331d4e72	FLOW_SCI_021	graded thoracic contusion using a MASCIS spinal cord compactor	thoracic; exact vertebral level not stated in the accessible summary	graded mild, moderate, and severe; 12.5, 25.0, or 50.0 mm drop height	female	3	day	0.6-cm lesion-centered spinal-cord homogenate			0.6-cm lesion-centered spinal-cord homogenate	unassigned or bulk sample	Sham	injury severity comparison; sham laminectomy controls	1	0	1	1		injury_distance;injury_distance_unit	9/9	3/5	medium
sci:protein:dc3fabb814799f97	FLOW_SCI_231	mid-thoracic contusive spinal cord injury in adult female C57BL/6J mice; GFP bone-marrow chimeras used for trafficking context	mid-thoracic; lesion site and remote lumbar segments analyzed	contusion; exact impact parameters not captured in first pass	female	3	day	lumbar L4-L5 remote cord			remote lumbar L4-L5 spinal-cord homogenate	remote lumbar spinal cord extract	SCI versus naive	wild-type and bone-marrow-chimera/MMP9-related context; untreated temporal protein measurements retained	1	0	1	1		injury_distance;injury_distance_unit	9/9	3/5	medium
sci:protein:dc4f1dd8526e7931	FLOW_SCI_420	contusive traumatic spinal cord injury; modified impactor	thoracic; exact vertebral level not stated in the indexed full-text passage used here	contusion; impact parameters reported in Methods and Figure 1 study design	female	1	day	lesion-site spinal cord homogenate			lesion-centered spinal-cord homogenate	injury-site spinal cord tissue homogenate	injured	Apoe knockout versus wild-type; injury time course includes wild-type sham controls	1	0	1	0		injury_distance;injury_distance_unit	9/9	3/5	medium
sci:protein:dcb047f9866d42e4	FLOW_SCI_374	in vivo T8 contusive spinal cord injury	T8	contusion; 5 g rod dropped from 6.5 cm	female C57BL/6J	14	day	T8 injury-centered spinal cord			injury-centered spinal-cord tissue, with endothelial conditional-genotype comparison	injury-centered spinal cord tissue	SCI; UCHL1fl/fl and endothelial UCHL1 CKO	endothelial-cell UCHL1 conditional knockout, AAV rescue/overexpression, and Sox17 perturbation; WT SCI observations retained	1	0	1	0		injury_distance;injury_distance_unit	9/9	3/5	medium
sci:protein:dd1e013513eddbac	FLOW_SCI_135	T10 contusion spinal cord injury using the Louisville Injury System Apparatus	T10	0.5 mm displacement contusion at 1.0 m/s	male and female	1	week	thoracic injury region			thoracic spinal-cord tissue homogenate	thoracic spinal cord tissue	SCI	AAV-KLF7 overexpression	1	0	1	1		injury_distance;injury_distance_unit	9/9	3/5	medium
sci:protein:dd7a6f07fb73425a	FLOW_SCI_322	traumatic spinal cord injury with systemic Brilliant Blue G/P2X7 antagonist treatment	not captured in this pass	traumatic SCI; exact biomechanics not captured in this pass	unknown	4	day	peritraumatic lesion and distant spinal cord comparison			cell/region-resolved spinal-cord lesion sections	Iba1-positive microglia/macrophages	injured	systemic Brilliant Blue G versus vehicle after SCI	2	0	2	0		sex;injury_distance;injury_distance_unit	9/9	2/5	medium
sci:protein:de3fb034797bdd51	FLOW_SCI_026	thoracic T10 contusion SCI	T10	experimental contusion; exact impact parameters pending extraction	unknown	24	hours	T10 lesion site			T10 injury-site spinal-cord tissue	T10 lesion-site spinal cord	SCI versus sham	observational injury versus sham time course	2	0	2	0		sex;injury_distance;injury_distance_unit	9/9	2/5	medium
sci:protein:de6c325f61484b77	FLOW_SCI_394	mouse spinal cord injury with reactive astrocyte/glial-scar analysis and intralesional anti-β1-integrin antibody treatment	thoracic; exact level pending	not reported in first-pass extraction	not reported in first-pass extraction	42	day	peri-lesional glial scar and lesion epicenter	0	mm	chronic lesion-centered spinal-cord sections	glial-scar extracellular matrix	SCI plus control antibody versus SCI plus anti-β1-integrin antibody	intralesional anti-β1-integrin antibody at 9, 11, and 13 dpi versus control antibody	2	0	2	0			9/9	5/5	complete
sci:protein:debe235f9a36b363	FLOW_MSCS_ITDB_000005	C5 dorsal column lesion	C5			14	day	within 250 µm of lesion border; Ryk/GFAP co-stained tissue	250	micrometer	mixed_cell_population	unassigned or bulk sample	SCI 14 dpi; Ryk+/+ GFAPcreERT2; C5 dorsal-column lesion study	astrocytic Ryk signaling perturbation	1	0	1	1		injury_severity;sex	9/9	3/5	medium
sci:protein:df774f41fd1e77c2	FLOW_SCI_176	Complete T10 spinal cord transection in adult mice, with comparison to neonatal injury and circuit-specific genetic manipulations.	T10	complete transection	both sexes; exact group counts pending extraction		week	lumbar spinal cord below lesion			ChAT-positive motor neurons and postsynaptic sites adjacent to SynGFP-labeled terminals	defined excitatory spinal interneurons and synaptic terminals contacting motor neurons	adult complete transection; chronic locomotor-circuit analysis	vGlut2-lineage and vGAT manipulations; locomotor training and sensory-afferent manipulations	1	0	1	0	timepoint_value	injury_distance;injury_distance_unit;sample_count	8/9	2/5	high
sci:protein:dff0372c9573e0f0	FLOW_SCI_063	NYU weight-drop thoracic contusion	T9-T10 region; exact segment should be verified from full text	10 g impact dropped 12.5 mm	unknown	8	hours	injury epicenter and graded distances			injury-epicenter spinal-cord tissue	neurons	SCI versus sham	methylprednisolone and RU486 receptor-regulation experiment	1	0	1	1		sex;injury_distance;injury_distance_unit;sample_count	9/9	1/5	medium
sci:protein:e06d8617a5fca891	FLOW_SCI_470	moderate mid-thoracic traumatic spinal cord contusion	mid-thoracic, reported as T9 in the study context	moderate contusion; exact impact parameters pending extraction	not reported in current extraction	63	day	lesion-centered spinal cord and cisterna magna CSF	0	mm	unknown	cerebrospinal fluid	injured wild-type and B-cell-deficient mice	wild-type versus B-cell-deficient mice; strain comparisons and antibody-transfer experiments	1	0	1	0	sample_scope		8/9	5/5	high
sci:protein:e21794378d156a6d	FLOW_SCI_352	Moderate thoracic contusion SCI using the Infinite Horizons impactor	T9	50 kdyn force; 500-600 micrometre tissue displacement	adult female C57BL/6 mice, 18-20 g	7	day	contusion epicenter	0	mm	injury-epicenter spinal-cord sections	vascular basal lamina	moderate contusion SCI and uninjured controls	untreated temporal injury study with uninjured/sham comparison	1	0	1	0		sample_count	9/9	4/5	medium
sci:protein:e2aa3989457298db	FLOW_SCI_390	mouse traumatic spinal cord injury with a 5-mm lesion-centered tissue segment; exact impact parameters pending extraction	thoracic; exact level pending	not reported in first-pass extraction	not reported in first-pass extraction	14	day	lesion-centered spinal cord section	0	mm	cell-resolved lesion-border sections	CX3CR1-positive/TMEM119-positive microglia	SCI versus pre-operation control	SCI with optional microglia depletion using the CSF1R inhibitor PLX5622	7	0	7	6			9/9	5/5	complete
sci:protein:e313c26dcba62507	FLOW_SCI_166	moderate contusion SCI in adult CD36 knockout and wild-type mice	T10	moderate contusion; impact force/displacement reported in primary paper	not reported in first-pass extraction	7	day	contusion epicenter			CD45-positive inflammatory cells	CD45-positive inflammatory cells	SCI, wild-type versus CD36 knockout	CD36 knockout versus wild-type mice	1	0	1	0		injury_distance;injury_distance_unit	9/9	3/5	medium
sci:protein:e3856da6bf6051ed	FLOW_SCI_382	in vivo contusive spinal cord injury	thoracic; exact level pending extraction	contusion; exact impact parameters pending extraction	not reported in current extraction	2	hour	ventral-horn neurons; injury-centered spinal cord			spatial_tissue	NeuN-positive ventral horn neurons	SCI 2 h; spinal cord injury experiment; 2-hour endpoint	in vivo cPLA2 inhibitor AACOCF3 versus vehicle; sham and SCI controls retained	1	1	0	1		injury_distance;injury_distance_unit	9/9	3/5	medium
sci:protein:e42ea03e26437aa2	FLOW_MSCS_ITDB_000006	75 kdyne T9 contusion spinal cord injury	T9	75 kdyne contusion	young female mice	35	dpi	T9 contusion spinal cord; Figure 1 ROI			whole_tissue	unassigned or bulk sample	PLX5622 diet	microglia depletion	1	0	1	1		injury_distance;injury_distance_unit	9/9	3/5	medium
sci:protein:e490e1a221e2a240	FLOW_SCI_052	T11 contusion spinal cord injury using the Infinite Horizon Impactor	T11	50 kdyn contusion; 400-500 micrometre tissue displacement	adult female C57BL/6J mice	24	hours	injury-centered 0.6 cm spinal cord			bulk injury-centered spinal cord tissue	unassigned or bulk sample	SCI	recombinant IL-4 or IL-13 treatment at 18 or 48 h post-injury	1	0	1	0		injury_distance;injury_distance_unit	9/9	3/5	medium
sci:protein:e4f0bcdddca231be	FLOW_SCI_264	65-kdyn T9 contusion in adult male and female C57BL/6 mice	T9	moderate contusion; 65 kdyne	male and female	4	hour	lesion epicenter	0	mm	whole spinal-cord tissue lysate	lesion epicenter protein lysate	SCI versus sham; vehicle and DLK-inhibitor arms	vehicle versus acute DLK inhibitor IACS-52825; sex-stratified analysis	1	1	0	0			9/9	5/5	complete
sci:protein:e84d67a891ba016e	FLOW_SCI_022	T10 Allen weight-drop contusion spinal cord injury	T10	5-g weight dropped from 8 cm; reported injury energy 40 g x cm	adult male Sprague-Dawley rats, 65 days, 225-275 g	24	hours	injured spinal cord and peripheral serum			injury-site spinal-cord tissue	injured spinal cord tissue	sham-operated and SCI groups	observational acute time course	2	0	2	2		injury_distance;injury_distance_unit	9/9	3/5	medium
sci:protein:e88c6108eae7498c	FLOW_SCI_135	T10 contusion spinal cord injury using the Louisville Injury System Apparatus	T10	0.5 mm displacement contusion at 1.0 m/s	male and female	1	day	thoracic injury region			thoracic spinal-cord tissue homogenate	thoracic spinal cord tissue	SCI	AAV-KLF7 overexpression	1	0	1	1		injury_distance;injury_distance_unit	9/9	3/5	medium
sci:protein:e8cbea9d84827a82	FLOW_SCI_021	graded thoracic contusion using a MASCIS spinal cord compactor	thoracic; exact vertebral level not stated in the accessible summary	graded mild, moderate, and severe; 12.5, 25.0, or 50.0 mm drop height	female	12	hour	0.6-cm lesion-centered spinal-cord homogenate			0.6-cm lesion-centered spinal-cord homogenate	unassigned or bulk sample	Moderate SCI	injury severity comparison; sham laminectomy controls	1	0	1	1		injury_distance;injury_distance_unit	9/9	3/5	medium
sci:protein:e8e571e67337c26f	FLOW_SCI_253	dorsal hemisection spinal cord injury	not reported in current pass	dorsal hemisection	not reported in current pass		not_reported	injured mouse spinal cord extract			mouse lesion-centered spinal cord extract	injured mouse spinal cord extract	injury extract activity assay	p75 knockout oligodendrocytes, proNGF-specific neutralization, and recombinant ligand controls	1	0	1	0	timepoint_value;timepoint_unit	injury_distance;injury_distance_unit;sample_count	7/9	2/5	high
sci:protein:e928eebbb074d9f0	FLOW_MSCS_ITDB_000010	moderate T9 contusive spinal cord injury using an Infinite Horizons Impactor	T9	60 kdyn moderate contusion		17	day	C1200 relative to lesion epicenter (1200 µm)	1200	µm	mixed_cell_population	unassigned or bulk sample	Moderate contusive SCI; Zeb2os KD; AAV-transduced region; distance C1200	Zeb2os perturbation	1	1	0	1		sex;sample_count	9/9	3/5	medium
sci:protein:ea01e666536a9ad0	FLOW_SCI_384	in vivo T10 contusive spinal cord injury	T10	contusion; exact impact parameters pending extraction	not reported in current extraction	7	day	peri-injury spinal cord			whole_tissue	peri-injury spinal cord tissue	WT + DT	Treg depletion, Cd74 genetic ablation, and OPN axis experiments; mouse SCI controls retained	1	0	1	1		injury_distance;injury_distance_unit	9/9	3/5	medium
sci:protein:ea3ea8ae510ce5ad	FLOW_SCI_021	graded thoracic contusion using a MASCIS spinal cord compactor	thoracic; exact vertebral level not stated in the accessible summary	graded mild, moderate, and severe; 12.5, 25.0, or 50.0 mm drop height	female	24	hour	0.6-cm lesion-centered spinal-cord homogenate			0.6-cm lesion-centered spinal-cord homogenate	unassigned or bulk sample	Sham	injury severity comparison; sham laminectomy controls	1	0	1	1		injury_distance;injury_distance_unit	9/9	3/5	medium
sci:protein:ea8617a93c599504	FLOW_SCI_382	in vivo contusive spinal cord injury	thoracic; exact level pending extraction	contusion; exact impact parameters pending extraction	not reported in current extraction	2	hour	injury-centered spinal cord			spatial_tissue	NeuN-positive ventral horn neurons	injured; sham and SCI mice	in vivo cPLA2 inhibitor AACOCF3 versus vehicle; sham and SCI controls retained	1	1	0	0		injury_distance;injury_distance_unit	9/9	3/5	medium
sci:protein:ea9176239e1ec1e5	FLOW_SCI_124	T9 bilateral clip-compression spinal cord injury	T9	moderate-severe crush/compression; exact clip force not extracted	male	1	day	T9 lesion-centered cord			lesion-centered spinal-cord homogenate	lesion-centered spinal tissue	SCI	PXR deficiency and PXR activation experiments	1	0	1	0		injury_distance;injury_distance_unit	9/9	3/5	medium
sci:protein:eabb1ea75b74249a	FLOW_SCI_224	severe contusive mouse SCI with vehicle, sham, and IVIg treatment groups	thoracic; T11–T13 segment sampled for protein assays	severe contusion; exact impact parameters pending extraction	not reported in this pass	1	day	T11–T13 injured spinal cord segment			injury-region spinal-cord tissue	injured spinal cord homogenate	SCI vehicle versus sham and SCI plus IVIg	IVIg 1 g/kg administered 1 hour post injury versus vehicle and sham	1	0	1	1		injury_distance;injury_distance_unit	9/9	3/5	medium
sci:protein:eabc66b75a6350ad	FLOW_SCI_008	contusion SCI	unknown	unknown	unknown	3	days	center of lesion; CD11b-positive MACS-enriched cells			CD11b-positive MACS-enriched lesion-center cells	CD11b+ CD45low microglia	SCI plus morphine or saline; 3 consecutive days of intravenous treatment; tissue collected 24 h after the final dose (Figure 10)	repeated intravenous morphine versus saline after SCI	1	0	1	0	injury_level	injury_severity;sex;injury_distance;injury_distance_unit	8/9	1/5	high
sci:protein:ebbe7a44af852ef3	FLOW_SCI_017	T12 compression spinal cord injury; 50 g applied for 5 minutes after T12 laminectomy	T12	experimental compression; functional severity not specified in the candidate record	male	6	hours	T12 spinal cord			sorted spinal-cord microglia from T12 lesion tissue	CD45lowCD11b+ microglia	vehicle or methylene blue	methylene blue treatment	2	0	2	0		injury_distance;injury_distance_unit	9/9	3/5	medium
sci:protein:ec14511080a61c0a	FLOW_SCI_140	moderate thoracic contusion SCI	thoracic; exact vertebral level requires extraction	moderate; 50 kdyn contusion in the primary SCI experiments	unknown	0	day	normal mouse CNS-derived primary cell populations			membrane-protein extracts from primary CNS cell cultures or bEnd.3 cells	astrocytes	uninjured CNS reference cell extracts	Il1r1-null and cell-specific Il1r1 restoration/deletion; IL-1alpha and anakinra mechanistic experiments	1	0	1	0		sex;injury_distance;injury_distance_unit;sample_count	9/9	1/5	medium
sci:protein:ec81b37c367c3256	FLOW_MSCS_ITDB_000006	75 kdyne T9 contusion spinal cord injury	T9	75 kdyne contusion	young female mice	35	dpi	T9 contusion spinal cord; Figure 1 ROI			whole_tissue	unassigned or bulk sample	PLX5622 diet	microglia depletion	1	0	1	1		injury_distance;injury_distance_unit	9/9	3/5	medium
sci:protein:ed2d0d9be4e3dbc3	FLOW_SCI_431	in vivo left thoracic spinal cord hemisection	T10 spinal cord	complete left hemisection; no impact force reported	female	3	day	lesion-side thoracic spinal cord	0	mm; lesion side	injured-side spinal-cord sections centered on hemisection lesion	GFAP-labeled astrocytes	hemisection versus sham; injured and contralateral sides	sham-operated and contralateral-side controls; no therapeutic perturbation in the protein observations	1	0	1	0			9/9	5/5	complete
sci:protein:ed3b3963872811e3	FLOW_MSCS_ITDB_000006	75 kdyne T9 contusion spinal cord injury	T9	75 kdyne contusion	young female mice	35	dpi	T9 contusion spinal cord; Figure 1 ROI			whole_tissue	unassigned or bulk sample	PLX5622 diet	microglia depletion	1	0	1	1		injury_distance;injury_distance_unit	9/9	3/5	medium
sci:protein:ee7713a6a95ef794	FLOW_SCI_071	L1/L2 moderate spinal cord crush injury using Dumont forceps	L1/L2	0.4 mm residual closure; 10-second bilateral lateral compression	unknown	3	day	peri_lesion			whole_tissue	whole lesion spinal cord tissue	SCI	astrocyte-specific STAT3 conditional knockout and GFAP-Cre reporter	1	1	0	0		sex;injury_distance;injury_distance_unit;sample_count	9/9	1/5	medium
sci:protein:ee96fab7d8bafb96	FLOW_SCI_151	thoracic contusion SCI in C57BL/6-background mice	thoracic; exact vertebral level pending extraction	contusion; exact force pending extraction	female mice, 6-8 weeks old	1	day	lesion-epicenter spinal cord sections			lesion-epicenter spinal cord sections	CCR2-positive γδ T cells	SCI versus sham/laminectomy control	CCL2 knockout, CCR2 knockout, TCRδ knockout, and γδ T-cell reconstitution	1	0	1	1		injury_distance;injury_distance_unit;sample_count	9/9	2/5	medium
sci:protein:eeab8a2c2e33b383	FLOW_SCI_071	L1/L2 moderate spinal cord crush injury using Dumont forceps	L1/L2	0.4 mm residual closure; 10-second bilateral lateral compression	unknown	1	day	lesion_epicenter			cell_population	GFAP-Cre reporter-positive astrocytes	SCI	astrocyte-specific STAT3 conditional knockout and GFAP-Cre reporter	1	1	0	0		sex;injury_distance;injury_distance_unit;sample_count	9/9	1/5	medium
