context_id	context_name	context_kind	disease_context	anatomical_context	species	injury_model	injury_level	injury_severity	sex	timepoint_value	timepoint_unit	perturbation	treatment	experimental_condition	study_perturbation_status	injury_distance	injury_distance_unit	sample_scope	sample_count	cell_type	sample_id	study_id	tissue	context_status	provenance_note
sci:protein:0ffbce144a30e743	FLOW_SCI_433 protein context at 24 hour	sample_context	spinal_cord_injury	spinal_cord	mouse	in vivo thoracic weight-drop contusion SCI	T12 laminectomy/contusion region	5-g weight dropped 3 cm	sex not reported in current extraction	24	hour	WT contusion versus laminectomy sham and complement-perturbed SCI	C3 deficiency and CR2-Crry complement inhibition; WT sham and vehicle controls retained	WT contusion versus laminectomy sham and complement-perturbed SCI	C3 deficiency and CR2-Crry complement inhibition; WT sham and vehicle controls retained	0	mm; epicenter	surviving white matter and gray matter compartments	3	surviving white matter and gray matter compartments		FLOW_SCI_433	injury-site white and gray matter	defined	"mSCS/data/flow_protein/flow_protein.sqlite;studies.study_id=FLOW_SCI_433;study_timepoints.timepoint_id=FLOW_SCI_433__FLOW_SCI_433_T24H;cell_populations.population_id=FLOW_SCI_433__FLOW_SCI_433_POP_SPATIAL;study_title=Complement plays an important role in spinal cord injury and represents a therapeutic target for improving recovery following trauma;context_curation={""curation_id"":""SCICTX-CUR-0175"",""curation_note"":""Primary source reports thoracic weight-drop contusion SCI with a 5-g weight dropped 3 cm and complement genetic/inhibitor arms, with direct C3 protein observations at the imported 24-hour endpoint. Sex is not added because it was not established in the inspected record."",""source_locator"":""PMCID: PMC1698827; Results section \""Time Course of Complement Activation after SCI\""; Figure 1"",""source_url"":""https://pmc.ncbi.nlm.nih.gov/articles/PMC1698827/""}"
sci:protein:9d7e6cf92165cda5	FLOW_SCI_433 protein context at 3 day	sample_context	spinal_cord_injury	spinal_cord	mouse	in vivo thoracic weight-drop contusion SCI	T12 laminectomy/contusion region	5-g weight dropped 3 cm	sex not reported in current extraction	3	day	WT contusion versus laminectomy sham and complement-perturbed SCI	C3 deficiency and CR2-Crry complement inhibition; WT sham and vehicle controls retained	WT contusion versus laminectomy sham and complement-perturbed SCI	C3 deficiency and CR2-Crry complement inhibition; WT sham and vehicle controls retained	0	mm; epicenter	surviving white matter and gray matter compartments	3	surviving white matter and gray matter compartments		FLOW_SCI_433	injury-site spinal cord	defined	"mSCS/data/flow_protein/flow_protein.sqlite;studies.study_id=FLOW_SCI_433;study_timepoints.timepoint_id=FLOW_SCI_433__FLOW_SCI_433_T3D;cell_populations.population_id=FLOW_SCI_433__FLOW_SCI_433_POP_SPATIAL;study_title=Complement plays an important role in spinal cord injury and represents a therapeutic target for improving recovery following trauma;context_curation={""curation_id"":""SCICTX-CUR-0175"",""curation_note"":""Primary source reports thoracic weight-drop contusion SCI with a 5-g weight dropped 3 cm and complement genetic/inhibitor arms, with direct C3 protein observations at the imported 24-hour endpoint. Sex is not added because it was not established in the inspected record."",""source_locator"":""PMCID: PMC1698827; Results section \""Time Course of Complement Activation after SCI\""; Figure 1"",""source_url"":""https://pmc.ncbi.nlm.nih.gov/articles/PMC1698827/""}"
sci:protein:627883931645edef	FLOW_SCI_434 protein context at 24 hour	sample_context	spinal_cord_injury	spinal_cord	mouse	Thoracic contusion SCI using the NYU weight-drop impactor	T12	standardized NYU weight-drop contusion; exact impact parameters not reported in the cited methods	female C57BL/6 mice, 6-8 weeks, 18-22 g	24	hour	WT sham, vehicle, anti-factor B, factor B-deficient, and CD59a-deficient groups	factor B deficiency, CD59a deficiency, and anti-factor B antibody treatment; WT vehicle controls retained	WT sham, vehicle, anti-factor B, factor B-deficient, and CD59a-deficient groups	factor B deficiency, CD59a deficiency, and anti-factor B antibody treatment; WT vehicle controls retained	0	mm; epicenter	injury-epicenter spinal-cord sections	6	injury epicenter spinal cord tissue		FLOW_SCI_434	injury epicenter spinal cord sections	defined	"mSCS/data/flow_protein/flow_protein.sqlite;studies.study_id=FLOW_SCI_434;study_timepoints.timepoint_id=FLOW_SCI_434__FLOW_SCI_434_T24H;cell_populations.population_id=FLOW_SCI_434__FLOW_SCI_434_POP_TISSUE;study_title=The alternative and terminal pathways of complement mediate post-traumatic spinal cord inflammation and injury;context_curation={""curation_id"":""SCICTX-CUR-0014"",""curation_note"":""Primary source reports female C57BL/6 mice weighing 18-22 g, laminectomy at T12, and contusion SCI using the NYU weight-drop impactor. The source lists 1, 3, and 21 dpi endpoints and does not report the specific weight-drop height or impact displacement in the cited methods."",""source_locator"":""PMCID: PMC2993269; Methods \""Animals and Anti-fB Antibody\"" and \""Injury Model and Antibody Treatment\""; Figs. 1, 3, 4, 6, and 7"",""source_url"":""https://pmc.ncbi.nlm.nih.gov/articles/PMC2993269/""}"
sci:protein:095f2c2ce667c785	FLOW_SCI_434 protein context at 3 day	sample_context	spinal_cord_injury	spinal_cord	mouse	Thoracic contusion SCI using the NYU weight-drop impactor	T12	standardized NYU weight-drop contusion; exact impact parameters not reported in the cited methods	female C57BL/6 mice, 6-8 weeks, 18-22 g	3	day	WT sham, vehicle, anti-factor B, factor B-deficient, and CD59a-deficient groups	factor B deficiency, CD59a deficiency, and anti-factor B antibody treatment; WT vehicle controls retained	WT sham, vehicle, anti-factor B, factor B-deficient, and CD59a-deficient groups	factor B deficiency, CD59a deficiency, and anti-factor B antibody treatment; WT vehicle controls retained	0	mm; epicenter	injury-epicenter spinal-cord sections	6	injury epicenter spinal cord tissue		FLOW_SCI_434	injury epicenter spinal cord sections	defined	"mSCS/data/flow_protein/flow_protein.sqlite;studies.study_id=FLOW_SCI_434;study_timepoints.timepoint_id=FLOW_SCI_434__FLOW_SCI_434_T3D;cell_populations.population_id=FLOW_SCI_434__FLOW_SCI_434_POP_TISSUE;study_title=The alternative and terminal pathways of complement mediate post-traumatic spinal cord inflammation and injury;context_curation={""curation_id"":""SCICTX-CUR-0014"",""curation_note"":""Primary source reports female C57BL/6 mice weighing 18-22 g, laminectomy at T12, and contusion SCI using the NYU weight-drop impactor. The source lists 1, 3, and 21 dpi endpoints and does not report the specific weight-drop height or impact displacement in the cited methods."",""source_locator"":""PMCID: PMC2993269; Methods \""Animals and Anti-fB Antibody\"" and \""Injury Model and Antibody Treatment\""; Figs. 1, 3, 4, 6, and 7"",""source_url"":""https://pmc.ncbi.nlm.nih.gov/articles/PMC2993269/""}"
sci:protein:4ae8bd43854b9460	FLOW_SCI_434 protein context at 24 hour	sample_context	spinal_cord_injury	spinal_cord	mouse	Thoracic contusion SCI using the NYU weight-drop impactor	T12	standardized NYU weight-drop contusion; exact impact parameters not reported in the cited methods	female C57BL/6 mice, 6-8 weeks, 18-22 g	24	hour	WT sham, vehicle, anti-factor B, factor B-deficient, and CD59a-deficient groups	factor B deficiency, CD59a deficiency, and anti-factor B antibody treatment; WT vehicle controls retained	WT sham, vehicle, anti-factor B, factor B-deficient, and CD59a-deficient groups	factor B deficiency, CD59a deficiency, and anti-factor B antibody treatment; WT vehicle controls retained	0	mm; epicenter	injury-epicenter spinal-cord sections	6	Gr-1-positive neutrophils		FLOW_SCI_434	injury epicenter spinal cord sections	defined	"mSCS/data/flow_protein/flow_protein.sqlite;studies.study_id=FLOW_SCI_434;study_timepoints.timepoint_id=FLOW_SCI_434__FLOW_SCI_434_T24H;cell_populations.population_id=FLOW_SCI_434__FLOW_SCI_434_POP_NEUT;study_title=The alternative and terminal pathways of complement mediate post-traumatic spinal cord inflammation and injury;context_curation={""curation_id"":""SCICTX-CUR-0014"",""curation_note"":""Primary source reports female C57BL/6 mice weighing 18-22 g, laminectomy at T12, and contusion SCI using the NYU weight-drop impactor. The source lists 1, 3, and 21 dpi endpoints and does not report the specific weight-drop height or impact displacement in the cited methods."",""source_locator"":""PMCID: PMC2993269; Methods \""Animals and Anti-fB Antibody\"" and \""Injury Model and Antibody Treatment\""; Figs. 1, 3, 4, 6, and 7"",""source_url"":""https://pmc.ncbi.nlm.nih.gov/articles/PMC2993269/""}"
sci:protein:925b39731cbc2b31	FLOW_SCI_434 protein context at 3 day	sample_context	spinal_cord_injury	spinal_cord	mouse	Thoracic contusion SCI using the NYU weight-drop impactor	T12	standardized NYU weight-drop contusion; exact impact parameters not reported in the cited methods	female C57BL/6 mice, 6-8 weeks, 18-22 g	3	day	WT sham, vehicle, anti-factor B, factor B-deficient, and CD59a-deficient groups	factor B deficiency, CD59a deficiency, and anti-factor B antibody treatment; WT vehicle controls retained	WT sham, vehicle, anti-factor B, factor B-deficient, and CD59a-deficient groups	factor B deficiency, CD59a deficiency, and anti-factor B antibody treatment; WT vehicle controls retained	0	mm; epicenter	injury-epicenter spinal-cord sections	6	Gr-1-positive neutrophils		FLOW_SCI_434	injury epicenter spinal cord sections	defined	"mSCS/data/flow_protein/flow_protein.sqlite;studies.study_id=FLOW_SCI_434;study_timepoints.timepoint_id=FLOW_SCI_434__FLOW_SCI_434_T3D;cell_populations.population_id=FLOW_SCI_434__FLOW_SCI_434_POP_NEUT;study_title=The alternative and terminal pathways of complement mediate post-traumatic spinal cord inflammation and injury;context_curation={""curation_id"":""SCICTX-CUR-0014"",""curation_note"":""Primary source reports female C57BL/6 mice weighing 18-22 g, laminectomy at T12, and contusion SCI using the NYU weight-drop impactor. The source lists 1, 3, and 21 dpi endpoints and does not report the specific weight-drop height or impact displacement in the cited methods."",""source_locator"":""PMCID: PMC2993269; Methods \""Animals and Anti-fB Antibody\"" and \""Injury Model and Antibody Treatment\""; Figs. 1, 3, 4, 6, and 7"",""source_url"":""https://pmc.ncbi.nlm.nih.gov/articles/PMC2993269/""}"
sci:protein:cf24ab08c385f763	FLOW_SCI_434 protein context at 24 hour	sample_context	spinal_cord_injury	spinal_cord	mouse	Thoracic contusion SCI using the NYU weight-drop impactor	T12	standardized NYU weight-drop contusion; exact impact parameters not reported in the cited methods	female C57BL/6 mice, 6-8 weeks, 18-22 g	24	hour	WT sham, vehicle, anti-factor B, factor B-deficient, and CD59a-deficient groups	factor B deficiency, CD59a deficiency, and anti-factor B antibody treatment; WT vehicle controls retained	WT sham, vehicle, anti-factor B, factor B-deficient, and CD59a-deficient groups	factor B deficiency, CD59a deficiency, and anti-factor B antibody treatment; WT vehicle controls retained	0	mm; epicenter	injury-epicenter spinal-cord sections	6	Mac-3-positive macrophages		FLOW_SCI_434	injury epicenter spinal cord sections	defined	"mSCS/data/flow_protein/flow_protein.sqlite;studies.study_id=FLOW_SCI_434;study_timepoints.timepoint_id=FLOW_SCI_434__FLOW_SCI_434_T24H;cell_populations.population_id=FLOW_SCI_434__FLOW_SCI_434_POP_MAC;study_title=The alternative and terminal pathways of complement mediate post-traumatic spinal cord inflammation and injury;context_curation={""curation_id"":""SCICTX-CUR-0014"",""curation_note"":""Primary source reports female C57BL/6 mice weighing 18-22 g, laminectomy at T12, and contusion SCI using the NYU weight-drop impactor. The source lists 1, 3, and 21 dpi endpoints and does not report the specific weight-drop height or impact displacement in the cited methods."",""source_locator"":""PMCID: PMC2993269; Methods \""Animals and Anti-fB Antibody\"" and \""Injury Model and Antibody Treatment\""; Figs. 1, 3, 4, 6, and 7"",""source_url"":""https://pmc.ncbi.nlm.nih.gov/articles/PMC2993269/""}"
sci:protein:d4346b7dfeda5e1c	FLOW_SCI_434 protein context at 3 day	sample_context	spinal_cord_injury	spinal_cord	mouse	Thoracic contusion SCI using the NYU weight-drop impactor	T12	standardized NYU weight-drop contusion; exact impact parameters not reported in the cited methods	female C57BL/6 mice, 6-8 weeks, 18-22 g	3	day	WT sham, vehicle, anti-factor B, factor B-deficient, and CD59a-deficient groups	factor B deficiency, CD59a deficiency, and anti-factor B antibody treatment; WT vehicle controls retained	WT sham, vehicle, anti-factor B, factor B-deficient, and CD59a-deficient groups	factor B deficiency, CD59a deficiency, and anti-factor B antibody treatment; WT vehicle controls retained	0	mm; epicenter	injury-epicenter spinal-cord sections	6	Mac-3-positive macrophages		FLOW_SCI_434	injury epicenter spinal cord sections	defined	"mSCS/data/flow_protein/flow_protein.sqlite;studies.study_id=FLOW_SCI_434;study_timepoints.timepoint_id=FLOW_SCI_434__FLOW_SCI_434_T3D;cell_populations.population_id=FLOW_SCI_434__FLOW_SCI_434_POP_MAC;study_title=The alternative and terminal pathways of complement mediate post-traumatic spinal cord inflammation and injury;context_curation={""curation_id"":""SCICTX-CUR-0014"",""curation_note"":""Primary source reports female C57BL/6 mice weighing 18-22 g, laminectomy at T12, and contusion SCI using the NYU weight-drop impactor. The source lists 1, 3, and 21 dpi endpoints and does not report the specific weight-drop height or impact displacement in the cited methods."",""source_locator"":""PMCID: PMC2993269; Methods \""Animals and Anti-fB Antibody\"" and \""Injury Model and Antibody Treatment\""; Figs. 1, 3, 4, 6, and 7"",""source_url"":""https://pmc.ncbi.nlm.nih.gov/articles/PMC2993269/""}"
sci:protein:1422f1fed00fc6fd	FLOW_SCI_435 protein context at 3 day	sample_context	spinal_cord_injury	spinal_cord	mouse	Thoracic clip-compression spinal cord injury at T4	T4	8.3-g clip compression for 60 seconds	female mice	3	day	SCI with anti-CD11d or control antibody	anti-CD11d monoclonal antibody at 2, 24, and 48 hours versus control 1B7 antibody/saline	SCI with anti-CD11d or control antibody	anti-CD11d monoclonal antibody at 2, 24, and 48 hours versus control 1B7 antibody/saline	0	mm; epicenter	lesion-centered spinal-cord tissue	4	Ly-6G-positive neutrophils		FLOW_SCI_435	lesion epicenter and lesion-centered homogenate	defined	"mSCS/data/flow_protein/flow_protein.sqlite;studies.study_id=FLOW_SCI_435;study_timepoints.timepoint_id=FLOW_SCI_435__FLOW_SCI_435_T3D;cell_populations.population_id=FLOW_SCI_435__FLOW_SCI_435_POP_NEUT;study_title=CD11d antibody treatment improves recovery in spinal cord-injured mice;context_curation={""curation_id"":""SCICTX-CUR-0055"",""curation_note"":""Primary-source transcription reports female mice, T4 thoracic clip-compression using an 8.3-g clip for 60 seconds, anti-CD11d treatment at 2, 24, and 48 hours, and 24-hour/3-day protein and activity endpoints. MPO activity is retained separately from MPO immunostaining."",""source_locator"":""PMCID: PMC4853192; Figures 1, 2, 4, and 5; Results; Methods"",""source_url"":""https://pmc.ncbi.nlm.nih.gov/articles/PMC4853192/""}"
sci:protein:faac2f7835f1386f	FLOW_SCI_440 protein context at 3 day	sample_context	spinal_cord_injury	spinal_cord	mouse; spinal cord injury arm	in vivo traumatic spinal cord injury; contusion model	thoracic; exact level pending extraction	contusion; exact impact parameters pending extraction	sex not reported in current extraction	3	day	injured	astrocyte-conditional Zeb2 knockout versus control mice; injured and sham controls retained	injured	astrocyte-conditional Zeb2 knockout versus control mice; injured and sham controls retained			lesion border, adjacent cord, and whole-tissue protein extract		GFAP-positive reactive astrocytes		FLOW_SCI_440	lesion border and adjacent spinal cord	defined	"mSCS/data/flow_protein/flow_protein.sqlite;studies.study_id=FLOW_SCI_440;study_timepoints.timepoint_id=FLOW_SCI_440__FLOW_SCI_440_T3D;cell_populations.population_id=FLOW_SCI_440__FLOW_SCI_440_POP_ASTRO;study_title=Zeb2 Is a Regulator of Astrogliosis and Functional Recovery after CNS Injury;context_curation={""curation_id"":""SCICTX-CUR-0159"",""curation_note"":""Primary source reports a mouse traumatic contusion SCI arm with astrocyte-conditional Zeb2 knockout versus control and direct reactive-astrocyte protein measurements, including the imported 3-, 7-, and 14-day contexts. Exact level, impact parameters, and sex remain unresolved."",""source_locator"":""PMCID: PMC7416489; direct protein measurements at 7 days with 3-, 14-, and 30-day context; astrogliosis Results"",""source_url"":""https://pmc.ncbi.nlm.nih.gov/articles/PMC7416489/""}"
sci:protein:aa376eb027b874fb	FLOW_SCI_440 protein context at 7 day	sample_context	spinal_cord_injury	spinal_cord	mouse; spinal cord injury arm	in vivo traumatic spinal cord injury; contusion model	thoracic; exact level pending extraction	contusion; exact impact parameters pending extraction	sex not reported in current extraction	7	day	injured	astrocyte-conditional Zeb2 knockout versus control mice; injured and sham controls retained	injured	astrocyte-conditional Zeb2 knockout versus control mice; injured and sham controls retained			lesion border, adjacent cord, and whole-tissue protein extract		GFAP-positive reactive astrocytes		FLOW_SCI_440	lesion border and adjacent spinal cord	defined	"mSCS/data/flow_protein/flow_protein.sqlite;studies.study_id=FLOW_SCI_440;study_timepoints.timepoint_id=FLOW_SCI_440__FLOW_SCI_440_T7D;cell_populations.population_id=FLOW_SCI_440__FLOW_SCI_440_POP_ASTRO;study_title=Zeb2 Is a Regulator of Astrogliosis and Functional Recovery after CNS Injury;context_curation={""curation_id"":""SCICTX-CUR-0159"",""curation_note"":""Primary source reports a mouse traumatic contusion SCI arm with astrocyte-conditional Zeb2 knockout versus control and direct reactive-astrocyte protein measurements, including the imported 3-, 7-, and 14-day contexts. Exact level, impact parameters, and sex remain unresolved."",""source_locator"":""PMCID: PMC7416489; direct protein measurements at 7 days with 3-, 14-, and 30-day context; astrogliosis Results"",""source_url"":""https://pmc.ncbi.nlm.nih.gov/articles/PMC7416489/""}"
sci:protein:83cd3fb4308f8a14	FLOW_SCI_440 protein context at 7 day	sample_context	spinal_cord_injury	spinal_cord	mouse; spinal cord injury arm	in vivo traumatic spinal cord injury; contusion model	thoracic; exact level pending extraction	contusion; exact impact parameters pending extraction	sex not reported in current extraction	7	day	injured	astrocyte-conditional Zeb2 knockout versus control mice; injured and sham controls retained	injured	astrocyte-conditional Zeb2 knockout versus control mice; injured and sham controls retained			lesion border, adjacent cord, and whole-tissue protein extract		whole spinal cord protein extract		FLOW_SCI_440	lesion border and adjacent spinal cord	defined	"mSCS/data/flow_protein/flow_protein.sqlite;studies.study_id=FLOW_SCI_440;study_timepoints.timepoint_id=FLOW_SCI_440__FLOW_SCI_440_T7D;cell_populations.population_id=FLOW_SCI_440__FLOW_SCI_440_POP_BULK;study_title=Zeb2 Is a Regulator of Astrogliosis and Functional Recovery after CNS Injury;context_curation={""curation_id"":""SCICTX-CUR-0159"",""curation_note"":""Primary source reports a mouse traumatic contusion SCI arm with astrocyte-conditional Zeb2 knockout versus control and direct reactive-astrocyte protein measurements, including the imported 3-, 7-, and 14-day contexts. Exact level, impact parameters, and sex remain unresolved."",""source_locator"":""PMCID: PMC7416489; direct protein measurements at 7 days with 3-, 14-, and 30-day context; astrogliosis Results"",""source_url"":""https://pmc.ncbi.nlm.nih.gov/articles/PMC7416489/""}"
sci:protein:879f6b123743abd9	FLOW_SCI_441 protein context at 14 day	sample_context	spinal_cord_injury	spinal_cord	mouse	in vivo traumatic spinal cord injury; contusion model	thoracic; exact level pending extraction	contusion; exact impact parameters pending extraction	sex not reported in current extraction	14	day	injured	Hippo-pathway activation with XMU-MP-1 and Fascin-1/TAZ mechanistic perturbation; untreated SCI retained	injured	Hippo-pathway activation with XMU-MP-1 and Fascin-1/TAZ mechanistic perturbation; untreated SCI retained			lesion and lesion-border microglial and whole-tissue protein samples	3	Iba1-positive/CX3CR1-positive microglia		FLOW_SCI_441	lesion border	defined	"mSCS/data/flow_protein/flow_protein.sqlite;studies.study_id=FLOW_SCI_441;study_timepoints.timepoint_id=FLOW_SCI_441__FLOW_SCI_441_T14D;cell_populations.population_id=FLOW_SCI_441__FLOW_SCI_441_POP_MICROGLIA;study_title=TAZ Induces Migration of Microglia and Promotes Neurological Recovery After Spinal Cord Injury;context_curation={""curation_id"":""SCICTX-CUR-0160"",""curation_note"":""Primary source reports mouse traumatic contusion SCI with Hippo/TAZ perturbation and direct microglial and lesion-site protein observations at the imported 7- and 14-day endpoints. Exact level, force, and sex remain unresolved."",""source_locator"":""PMCID: PMC9271831; Results and Figures on TAZ protein peak at 7 days, microglial migration, and XMU-MP-1/Fascin-1 perturbation"",""source_url"":""https://pmc.ncbi.nlm.nih.gov/articles/PMC9271831/""}"
sci:protein:71449282105f6642	FLOW_SCI_441 protein context at 7 day	sample_context	spinal_cord_injury	spinal_cord	mouse	in vivo traumatic spinal cord injury; contusion model	thoracic; exact level pending extraction	contusion; exact impact parameters pending extraction	sex not reported in current extraction	7	day	injured	Hippo-pathway activation with XMU-MP-1 and Fascin-1/TAZ mechanistic perturbation; untreated SCI retained	injured	Hippo-pathway activation with XMU-MP-1 and Fascin-1/TAZ mechanistic perturbation; untreated SCI retained			lesion and lesion-border microglial and whole-tissue protein samples	3	Iba1-positive/CX3CR1-positive microglia		FLOW_SCI_441	lesion and lesion border	defined	"mSCS/data/flow_protein/flow_protein.sqlite;studies.study_id=FLOW_SCI_441;study_timepoints.timepoint_id=FLOW_SCI_441__FLOW_SCI_441_T7D;cell_populations.population_id=FLOW_SCI_441__FLOW_SCI_441_POP_MICROGLIA;study_title=TAZ Induces Migration of Microglia and Promotes Neurological Recovery After Spinal Cord Injury;context_curation={""curation_id"":""SCICTX-CUR-0160"",""curation_note"":""Primary source reports mouse traumatic contusion SCI with Hippo/TAZ perturbation and direct microglial and lesion-site protein observations at the imported 7- and 14-day endpoints. Exact level, force, and sex remain unresolved."",""source_locator"":""PMCID: PMC9271831; Results and Figures on TAZ protein peak at 7 days, microglial migration, and XMU-MP-1/Fascin-1 perturbation"",""source_url"":""https://pmc.ncbi.nlm.nih.gov/articles/PMC9271831/""}"
sci:protein:698135e0a8b24f5c	FLOW_SCI_441 protein context at 7 day	sample_context	spinal_cord_injury	spinal_cord	mouse	in vivo traumatic spinal cord injury; contusion model	thoracic; exact level pending extraction	contusion; exact impact parameters pending extraction	sex not reported in current extraction	7	day	injured	Hippo-pathway activation with XMU-MP-1 and Fascin-1/TAZ mechanistic perturbation; untreated SCI retained	injured	Hippo-pathway activation with XMU-MP-1 and Fascin-1/TAZ mechanistic perturbation; untreated SCI retained			lesion and lesion-border microglial and whole-tissue protein samples	3	lesion-site spinal cord protein extract		FLOW_SCI_441	lesion and lesion border	defined	"mSCS/data/flow_protein/flow_protein.sqlite;studies.study_id=FLOW_SCI_441;study_timepoints.timepoint_id=FLOW_SCI_441__FLOW_SCI_441_T7D;cell_populations.population_id=FLOW_SCI_441__FLOW_SCI_441_POP_BULK;study_title=TAZ Induces Migration of Microglia and Promotes Neurological Recovery After Spinal Cord Injury;context_curation={""curation_id"":""SCICTX-CUR-0160"",""curation_note"":""Primary source reports mouse traumatic contusion SCI with Hippo/TAZ perturbation and direct microglial and lesion-site protein observations at the imported 7- and 14-day endpoints. Exact level, force, and sex remain unresolved."",""source_locator"":""PMCID: PMC9271831; Results and Figures on TAZ protein peak at 7 days, microglial migration, and XMU-MP-1/Fascin-1 perturbation"",""source_url"":""https://pmc.ncbi.nlm.nih.gov/articles/PMC9271831/""}"
sci:protein:b0508f2ba788e886	FLOW_SCI_442 protein context at 3 day	sample_context	spinal_cord_injury	spinal_cord	mouse	T9 compressive spinal cord injury using No. 5 Dumont forceps	T9	0.4-mm maximum closure for 60 seconds	female C57BL/6-background mice	3	day	wild-type, Snx27-haploinsufficient, sham, and injured groups	Snx27 haploinsufficiency versus wild-type; sham and injured controls retained	wild-type, Snx27-haploinsufficient, sham, and injured groups	Snx27 haploinsufficiency versus wild-type; sham and injured controls retained			whole_tissue	4	lesion-site spinal cord protein extract		FLOW_SCI_442	T9 lesion site	defined	"mSCS/data/flow_protein/flow_protein.sqlite;studies.study_id=FLOW_SCI_442;study_timepoints.timepoint_id=FLOW_SCI_442__FLOW_SCI_442_T3D;cell_populations.population_id=FLOW_SCI_442__FLOW_SCI_442_POP_BULK;study_title=Snx27 Deletion Promotes Recovery From Spinal Cord Injury by Neuroprotection and Reduces Macrophage/Microglia Proliferation;context_curation={""curation_id"":""SCICTX-CUR-0080"",""curation_note"":""Primary-source record reports female C57BL/6-background mice, T9 compression using No. 5 Dumont forceps with 0.4-mm maximum closure for 60 seconds, and Snx27 haploinsufficiency versus wild-type comparisons. Existing protein observations retain their endpoint-specific context."",""source_locator"":""PMCID: PMC6300502; Figure 1 caption and Results; Antibody Methods"",""source_url"":""https://pmc.ncbi.nlm.nih.gov/articles/PMC6300502/""}"
sci:protein:2dbda5adc203fa89	FLOW_SCI_442 protein context at 7 day	sample_context	spinal_cord_injury	spinal_cord	mouse	T9 compressive spinal cord injury using No. 5 Dumont forceps	T9	0.4-mm maximum closure for 60 seconds	female C57BL/6-background mice	7	day	wild-type, Snx27-haploinsufficient, sham, and injured groups	Snx27 haploinsufficiency versus wild-type; sham and injured controls retained	wild-type, Snx27-haploinsufficient, sham, and injured groups	Snx27 haploinsufficiency versus wild-type; sham and injured controls retained			whole_tissue	4	lesion-site spinal cord protein extract		FLOW_SCI_442	T9 lesion site	defined	"mSCS/data/flow_protein/flow_protein.sqlite;studies.study_id=FLOW_SCI_442;study_timepoints.timepoint_id=FLOW_SCI_442__FLOW_SCI_442_T7D;cell_populations.population_id=FLOW_SCI_442__FLOW_SCI_442_POP_BULK;study_title=Snx27 Deletion Promotes Recovery From Spinal Cord Injury by Neuroprotection and Reduces Macrophage/Microglia Proliferation;context_curation={""curation_id"":""SCICTX-CUR-0080"",""curation_note"":""Primary-source record reports female C57BL/6-background mice, T9 compression using No. 5 Dumont forceps with 0.4-mm maximum closure for 60 seconds, and Snx27 haploinsufficiency versus wild-type comparisons. Existing protein observations retain their endpoint-specific context."",""source_locator"":""PMCID: PMC6300502; Figure 1 caption and Results; Antibody Methods"",""source_url"":""https://pmc.ncbi.nlm.nih.gov/articles/PMC6300502/""}"
sci:protein:76cd1d874e3a5a64	FLOW_SCI_442 protein context at 7 day	sample_context	spinal_cord_injury	spinal_cord	mouse	T9 compressive spinal cord injury using No. 5 Dumont forceps	T9	0.4-mm maximum closure for 60 seconds	female C57BL/6-background mice	7	day	wild-type, Snx27-haploinsufficient, sham, and injured groups	Snx27 haploinsufficiency versus wild-type; sham and injured controls retained	wild-type, Snx27-haploinsufficient, sham, and injured groups	Snx27 haploinsufficiency versus wild-type; sham and injured controls retained			whole_tissue	4	Iba1-positive macrophage/microglia		FLOW_SCI_442	T9 lesion site	defined	"mSCS/data/flow_protein/flow_protein.sqlite;studies.study_id=FLOW_SCI_442;study_timepoints.timepoint_id=FLOW_SCI_442__FLOW_SCI_442_T7D;cell_populations.population_id=FLOW_SCI_442__FLOW_SCI_442_POP_MYeloid;study_title=Snx27 Deletion Promotes Recovery From Spinal Cord Injury by Neuroprotection and Reduces Macrophage/Microglia Proliferation;context_curation={""curation_id"":""SCICTX-CUR-0080"",""curation_note"":""Primary-source record reports female C57BL/6-background mice, T9 compression using No. 5 Dumont forceps with 0.4-mm maximum closure for 60 seconds, and Snx27 haploinsufficiency versus wild-type comparisons. Existing protein observations retain their endpoint-specific context."",""source_locator"":""PMCID: PMC6300502; Figure 1 caption and Results; Antibody Methods"",""source_url"":""https://pmc.ncbi.nlm.nih.gov/articles/PMC6300502/""}"
