observation_id	study_id	timepoint_id	population_id	protein	gene_symbol	assay	measurement_kind	protein_form	protein_resolution	extraction_status	evidence_grade	evidence_status	post_injury_value	timepoint_unit	tissue_region	injury_distance	injury_distance_unit	condition	perturbation_status	injury_model	injury_severity	injury_level	sex	reported_label	sample_scope	source_location	source_repository_accession	gap_reason
FLOW_SCI_372__O372_HSP90_NEURON_3D	FLOW_SCI_372	FLOW_SCI_372__T372_3D	FLOW_SCI_372__P372_NEURON	HSP90	Hsp90aa1/Hsp90ab1	immunohistochemistry	cellular_localization	total immunoreactivity; isoform not resolved	cell_population_resolved	primary_source_inaccessible	B_direct_but_incomplete	candidate	3.0	day	injured spinal cord tissue and lesion-associated neurons			SCI	untreated mouse SCI time course; rat primary cortical neuron experiments excluded	in vivo spinal cord contusion injury	contusion; exact impact parameters pending full-text extraction	not reported in accessible record	female C57BL/6J; 6-8 weeks	injured neurons	mixed_cell_population	Neuroscience Letters 836:137875; Fig. 1 western blot and neuronal immunohistochemistry		source_extraction_not_final
FLOW_SCI_373__O373_BECN1_3D	FLOW_SCI_373	FLOW_SCI_373__T373_3D	FLOW_SCI_373__P373_BULK	Beclin-1	Becn1	western_blot	relative band intensity	total	bulk_tissue	primary_source_checked_not_reported	C_bulk_tissue_protein	candidate	3.0	day	injury-centered spinal cord			SCI; WT, Becn1+/- and trehalose arms	Becn1+/- autophagy hypomorph and trehalose autophagy induction; WT SCI controls retained	in vivo moderate thoracic contusive spinal cord injury	moderate contusion	thoracic; exact level pending extraction	male C57BL/6 for primary molecular comparison; sex-comparison arm also reported	injured spinal cord tissue	whole_tissue	PMC9330534; Figure 6 and associated text; 3-day spinal-cord western blots		source_extraction_not_final
FLOW_SCI_373__O373_LAMP1_3D	FLOW_SCI_373	FLOW_SCI_373__T373_3D	FLOW_SCI_373__P373_BULK	LAMP1	Lamp1	western_blot	relative band intensity	total	bulk_tissue	primary_source_checked_not_reported	C_bulk_tissue_protein	candidate	3.0	day	injury-centered spinal cord			SCI; WT, Becn1+/- and trehalose arms	Becn1+/- autophagy hypomorph and trehalose autophagy induction; WT SCI controls retained	in vivo moderate thoracic contusive spinal cord injury	moderate contusion	thoracic; exact level pending extraction	male C57BL/6 for primary molecular comparison; sex-comparison arm also reported	injured spinal cord tissue	whole_tissue	PMC9330534; Figure 6 and associated text; 3-day spinal-cord western blots		source_extraction_not_final
FLOW_SCI_373__O373_LC3II_3D	FLOW_SCI_373	FLOW_SCI_373__T373_3D	FLOW_SCI_373__P373_BULK	LC3-II	Map1lc3b	western_blot	relative band intensity	total	bulk_tissue	primary_source_checked_not_reported	C_bulk_tissue_protein	candidate	3.0	day	injury-centered spinal cord			SCI; WT, Becn1+/- and trehalose arms	Becn1+/- autophagy hypomorph and trehalose autophagy induction; WT SCI controls retained	in vivo moderate thoracic contusive spinal cord injury	moderate contusion	thoracic; exact level pending extraction	male C57BL/6 for primary molecular comparison; sex-comparison arm also reported	injured spinal cord tissue	whole_tissue	PMC9330534; Figure 6 and associated text; 3-day spinal-cord western blots		source_extraction_not_final
FLOW_SCI_373__O373_NLRP3_3D	FLOW_SCI_373	FLOW_SCI_373__T373_3D	FLOW_SCI_373__P373_BULK	NLRP3	Nlrp3	western_blot	relative band intensity	total	bulk_tissue	primary_source_checked_not_reported	C_bulk_tissue_protein	candidate	3.0	day	injury-centered spinal cord			SCI; WT, Becn1+/- and trehalose arms	Becn1+/- autophagy hypomorph and trehalose autophagy induction; WT SCI controls retained	in vivo moderate thoracic contusive spinal cord injury	moderate contusion	thoracic; exact level pending extraction	male C57BL/6 for primary molecular comparison; sex-comparison arm also reported	injured spinal cord tissue	whole_tissue	PMC9330534; Figure 6 and associated text; 3-day spinal-cord western blots		source_extraction_not_final
FLOW_SCI_373__O373_P62_3D	FLOW_SCI_373	FLOW_SCI_373__T373_3D	FLOW_SCI_373__P373_BULK	SQSTM1/p62	Sqstm1	western_blot	relative band intensity	total	bulk_tissue	primary_source_checked_not_reported	C_bulk_tissue_protein	candidate	3.0	day	injury-centered spinal cord			SCI; WT, Becn1+/- and trehalose arms	Becn1+/- autophagy hypomorph and trehalose autophagy induction; WT SCI controls retained	in vivo moderate thoracic contusive spinal cord injury	moderate contusion	thoracic; exact level pending extraction	male C57BL/6 for primary molecular comparison; sex-comparison arm also reported	injured spinal cord tissue	whole_tissue	PMC9330534; Figure 6 and associated text; 3-day spinal-cord western blots		source_extraction_not_final
FLOW_SCI_374__O374_UBSOX17_14D	FLOW_SCI_374	FLOW_SCI_374__T374_14D	FLOW_SCI_374__P374_ENDO	polyubiquitinated Sox17	Sox17	anti-Sox17 immunoprecipitation followed by ubiquitin immunoblot	relative polyubiquitinated Sox17 abundance	K48-linked polyubiquitinated substrate; exact chain assignment for this queued panel not separately resolved	bulk spinal-cord lysate; endothelial genotype manipulation	figure_table_transcribed	B_direct_but_incomplete	candidate	14.0	day	T8 injury-centered spinal cord			SCI; UCHL1fl/fl and endothelial UCHL1 CKO	endothelial-cell UCHL1 conditional knockout, AAV rescue/overexpression, and Sox17 perturbation; WT SCI observations retained	in vivo T8 contusive spinal cord injury	contusion; 5 g rod dropped from 6.5 cm	T8	female C57BL/6J	CD31-positive endothelial cells	injury-centered spinal-cord tissue, with endothelial conditional-genotype comparison	PMC10937794; Figures 1 and 6; spinal-cord immunoblot and Sox17 ubiquitination IP-immunoblot		outside_current_expression_selection_rule
FLOW_SCI_381__FLOW_SCI_381_OBS_PHRODO_MACROPHAGE_1D	FLOW_SCI_381	FLOW_SCI_381__FLOW_SCI_381_T1D	FLOW_SCI_381__FLOW_SCI_381_POP_MACROPHAGE	pHrodo-myelin uptake		flow_cytometry	percent_positive and MFI	unknown	cell_population	primary_source_checked_ambiguous	A_direct_cell_population_protein	candidate	1.0	day	spinal cord lesion			injured; wild-type/LysM-eGFP mice	CCR2 deficiency and macrophage-infiltration context; untreated wild-type SCI retained	in vivo traumatic spinal cord contusion injury	moderate contusion; exact impact parameters pending extraction	T11; source figure context	not reported in current extraction	CD11b-positive LysM-eGFP-positive macrophages	sorted_cell_population	PMC6205650; Figures 1, 5, and 6; spinal-cord myeloid flow/phagocytosis and CD86 imaging		source_extraction_not_final
FLOW_SCI_382__FLOW_SCI_382_OBS_CTSD_2H	FLOW_SCI_382	FLOW_SCI_382__FLOW_SCI_382_T2H	FLOW_SCI_382__FLOW_SCI_382_POP_LYSOSOME	Cathepsin D	Ctsd	western_blot	cleavage ratio	cleaved	bulk_tissue	primary_source_checked_not_reported	C_bulk_tissue_protein	candidate	2.0	hour	injury-centered spinal cord			injured; sham and SCI mice	in vivo cPLA2 inhibitor AACOCF3 versus vehicle; sham and SCI controls retained	in vivo contusive spinal cord injury	contusion; exact impact parameters pending extraction	thoracic; exact level pending extraction	not reported in current extraction	lysosome-enriched spinal cord fraction	whole_tissue	PMC6624263; Figures 2, 4-6; lysosome-enriched fraction western blots, enzyme assays, and neuronal lysosomal immunohistochemistry		source_extraction_not_final
FLOW_SCI_382__FLOW_SCI_382_OBS_CTSD_ACTIVITY_24H	FLOW_SCI_382	FLOW_SCI_382__FLOW_SCI_382_T24H	FLOW_SCI_382__FLOW_SCI_382_POP_LYSOSOME	Cathepsin D enzymatic activity	Ctsd	enzyme_activity_assay	enzymatic activity	activated	bulk_tissue	primary_source_checked_not_reported	B_direct_but_incomplete	candidate	24.0	hour	injury-centered spinal cord			injured; sham and SCI mice with vehicle or AACOCF3	in vivo cPLA2 inhibitor AACOCF3 versus vehicle; sham and SCI controls retained	in vivo contusive spinal cord injury	contusion; exact impact parameters pending extraction	thoracic; exact level pending extraction	not reported in current extraction	lysosome-enriched spinal cord fraction	whole_tissue	PMC6624263; Figures 2, 4-6; lysosome-enriched fraction western blots, enzyme assays, and neuronal lysosomal immunohistochemistry		source_extraction_not_final
FLOW_SCI_382__FLOW_SCI_382_OBS_CTSL_LEAK_2H	FLOW_SCI_382	FLOW_SCI_382__FLOW_SCI_382_T2H	FLOW_SCI_382__FLOW_SCI_382_POP_NEURON	Cathepsin L	Ctsl	immunohistochemistry	diffuse CTSL-positive neuron fraction	soluble	spatial_tissue	primary_source_checked_not_reported	A_direct_cell_population_protein	candidate	2.0	hour	injury-centered spinal cord			injured; sham and SCI mice	in vivo cPLA2 inhibitor AACOCF3 versus vehicle; sham and SCI controls retained	in vivo contusive spinal cord injury	contusion; exact impact parameters pending extraction	thoracic; exact level pending extraction	not reported in current extraction	NeuN-positive ventral horn neurons	spatial_tissue	PMC6624263; Figures 2, 4-6; lysosome-enriched fraction western blots, enzyme assays, and neuronal lysosomal immunohistochemistry		source_extraction_not_final
FLOW_SCI_382__FLOW_SCI_382_OBS_LAMP1_2H	FLOW_SCI_382	FLOW_SCI_382__FLOW_SCI_382_T2H	FLOW_SCI_382__FLOW_SCI_382_POP_LYSOSOME	LAMP1	Lamp1	western_blot	relative band intensity	total	bulk_tissue	primary_source_checked_not_reported	C_bulk_tissue_protein	candidate	2.0	hour	injury-centered spinal cord			injured; sham and SCI mice	in vivo cPLA2 inhibitor AACOCF3 versus vehicle; sham and SCI controls retained	in vivo contusive spinal cord injury	contusion; exact impact parameters pending extraction	thoracic; exact level pending extraction	not reported in current extraction	lysosome-enriched spinal cord fraction	whole_tissue	PMC6624263; Figures 2, 4-6; lysosome-enriched fraction western blots, enzyme assays, and neuronal lysosomal immunohistochemistry		source_extraction_not_final
FLOW_SCI_383__FLOW_SCI_383_OBS_MERTK_12H	FLOW_SCI_383	FLOW_SCI_383__FLOW_SCI_383_T12H	FLOW_SCI_383__FLOW_SCI_383_POP_BULK	MERTK	Mertk	western_blot	relative band intensity	total	bulk_tissue	primary_source_checked_not_reported	C_bulk_tissue_protein	candidate	12.0	hour	1 cm injury-centered spinal cord segment			injured; untreated SCI time course	Mertk overexpression and pathway experiments; untreated SCI time course retained	in vivo spinal cord injury with injury-centered tissue collection	contusion/compression model; exact parameters pending extraction	thoracic; exact level pending extraction	not reported in current extraction	1 cm injury-centered spinal cord lysate	whole_tissue	PMC11365875; Figure 1 and Mertk western-blot/immunofluorescence results		source_extraction_not_final
FLOW_SCI_383__FLOW_SCI_383_OBS_MERTK_14D	FLOW_SCI_383	FLOW_SCI_383__FLOW_SCI_383_T14D	FLOW_SCI_383__FLOW_SCI_383_POP_BULK	MERTK	Mertk	western_blot	relative band intensity	total	bulk_tissue	primary_source_checked_not_reported	C_bulk_tissue_protein	candidate	14.0	day	1 cm injury-centered spinal cord segment			injured; untreated SCI time course	Mertk overexpression and pathway experiments; untreated SCI time course retained	in vivo spinal cord injury with injury-centered tissue collection	contusion/compression model; exact parameters pending extraction	thoracic; exact level pending extraction	not reported in current extraction	1 cm injury-centered spinal cord lysate	whole_tissue	PMC11365875; Figure 1 and Mertk western-blot/immunofluorescence results		source_extraction_not_final
FLOW_SCI_383__FLOW_SCI_383_OBS_MERTK_1D	FLOW_SCI_383	FLOW_SCI_383__FLOW_SCI_383_T1D	FLOW_SCI_383__FLOW_SCI_383_POP_BULK	MERTK	Mertk	western_blot	relative band intensity	total	bulk_tissue	primary_source_checked_not_reported	C_bulk_tissue_protein	candidate	1.0	day	1 cm injury-centered spinal cord segment			injured; untreated SCI time course	Mertk overexpression and pathway experiments; untreated SCI time course retained	in vivo spinal cord injury with injury-centered tissue collection	contusion/compression model; exact parameters pending extraction	thoracic; exact level pending extraction	not reported in current extraction	1 cm injury-centered spinal cord lysate	whole_tissue	PMC11365875; Figure 1 and Mertk western-blot/immunofluorescence results		source_extraction_not_final
FLOW_SCI_383__FLOW_SCI_383_OBS_MERTK_3D	FLOW_SCI_383	FLOW_SCI_383__FLOW_SCI_383_T3D	FLOW_SCI_383__FLOW_SCI_383_POP_BULK	MERTK	Mertk	western_blot	relative band intensity	total	bulk_tissue	primary_source_checked_not_reported	C_bulk_tissue_protein	candidate	3.0	day	1 cm injury-centered spinal cord segment			injured; untreated SCI time course	Mertk overexpression and pathway experiments; untreated SCI time course retained	in vivo spinal cord injury with injury-centered tissue collection	contusion/compression model; exact parameters pending extraction	thoracic; exact level pending extraction	not reported in current extraction	1 cm injury-centered spinal cord lysate	whole_tissue	PMC11365875; Figure 1 and Mertk western-blot/immunofluorescence results		source_extraction_not_final
FLOW_SCI_383__FLOW_SCI_383_OBS_MERTK_CD31_3D	FLOW_SCI_383	FLOW_SCI_383__FLOW_SCI_383_T3D	FLOW_SCI_383__FLOW_SCI_383_POP_ENDO	MERTK	Mertk	immunofluorescence	endothelial co-localization	total	spatial_tissue	primary_source_checked_not_reported	B_direct_but_incomplete	candidate	3.0	day	1 cm injury-centered spinal cord segment			injured; untreated SCI time course	Mertk overexpression and pathway experiments; untreated SCI time course retained	in vivo spinal cord injury with injury-centered tissue collection	contusion/compression model; exact parameters pending extraction	thoracic; exact level pending extraction	not reported in current extraction	CD31-positive endothelial cells	spatial_tissue	PMC11365875; Figure 1 and Mertk western-blot/immunofluorescence results		source_extraction_not_final
FLOW_SCI_384__FLOW_SCI_384_OBS_C1Q_7D	FLOW_SCI_384	FLOW_SCI_384__FLOW_SCI_384_T7D	FLOW_SCI_384__FLOW_SCI_384_POP_MICROGLIA	C1q	C1qa	immunofluorescence	percent_positive	soluble	spatial_tissue	primary_source_checked_ambiguous	A_direct_cell_population_protein	candidate	7.0	day	peri-injury spinal cord			injured; wild-type, Treg-depleted, and Cd74 knockout arms	Treg depletion, Cd74 genetic ablation, and OPN axis experiments; mouse SCI controls retained	in vivo T10 contusive spinal cord injury	contusion; exact impact parameters pending extraction	T10	not reported in current extraction	Iba1-positive microglia	spatial_tissue	PMC12822002; Figures 2-5; mouse spinal-cord immunofluorescence, flow-linked microglial analysis, and western blot		source_extraction_not_final
FLOW_SCI_384__FLOW_SCI_384_OBS_CD68_7D	FLOW_SCI_384	FLOW_SCI_384__FLOW_SCI_384_T7D	FLOW_SCI_384__FLOW_SCI_384_POP_MICROGLIA	CD68	Cd68	immunofluorescence	percent_positive	total	spatial_tissue	primary_source_checked_ambiguous	A_direct_cell_population_protein	candidate	7.0	day	peri-injury spinal cord			injured; wild-type, Treg-depleted, and Cd74 knockout arms	Treg depletion, Cd74 genetic ablation, and OPN axis experiments; mouse SCI controls retained	in vivo T10 contusive spinal cord injury	contusion; exact impact parameters pending extraction	T10	not reported in current extraction	Iba1-positive microglia	spatial_tissue	PMC12822002; Figures 2-5; mouse spinal-cord immunofluorescence, flow-linked microglial analysis, and western blot		source_extraction_not_final
FLOW_SCI_384__FLOW_SCI_384_OBS_CD74_7D	FLOW_SCI_384	FLOW_SCI_384__FLOW_SCI_384_T7D	FLOW_SCI_384__FLOW_SCI_384_POP_MICROGLIA	CD74 / MHC-II invariant chain	Cd74	immunofluorescence	percent_positive	membrane_bound	spatial_tissue	primary_source_checked_ambiguous	A_direct_cell_population_protein	candidate	7.0	day	peri-injury spinal cord			injured; wild-type, Treg-depleted, and Cd74 knockout arms	Treg depletion, Cd74 genetic ablation, and OPN axis experiments; mouse SCI controls retained	in vivo T10 contusive spinal cord injury	contusion; exact impact parameters pending extraction	T10	not reported in current extraction	Iba1-positive microglia	spatial_tissue	PMC12822002; Figures 2-5; mouse spinal-cord immunofluorescence, flow-linked microglial analysis, and western blot		source_extraction_not_final
FLOW_SCI_384__FLOW_SCI_384_OBS_OPN_7D	FLOW_SCI_384	FLOW_SCI_384__FLOW_SCI_384_T7D	FLOW_SCI_384__FLOW_SCI_384_POP_BULK	Osteopontin	Spp1	western_blot	relative band intensity	total	bulk_tissue	primary_source_checked_ambiguous	C_bulk_tissue_protein	candidate	7.0	day	peri-injury spinal cord			injured; wild-type, Treg-depleted, and Cd74 knockout arms	Treg depletion, Cd74 genetic ablation, and OPN axis experiments; mouse SCI controls retained	in vivo T10 contusive spinal cord injury	contusion; exact impact parameters pending extraction	T10	not reported in current extraction	peri-injury spinal cord tissue	whole_tissue	PMC12822002; Figures 2-5; mouse spinal-cord immunofluorescence, flow-linked microglial analysis, and western blot		source_extraction_not_final
FLOW_SCI_384__FLOW_SCI_384_OBS_OPN_FOXP3_7D	FLOW_SCI_384	FLOW_SCI_384__FLOW_SCI_384_T7D	FLOW_SCI_384__FLOW_SCI_384_POP_TREG	OPN/Foxp3 co-localization	Spp1	immunofluorescence	percent_positive	soluble	spatial_tissue	primary_source_checked_ambiguous	A_direct_cell_population_protein	candidate	7.0	day	peri-injury spinal cord			injured; wild-type, Treg-depleted, and Cd74 knockout arms	Treg depletion, Cd74 genetic ablation, and OPN axis experiments; mouse SCI controls retained	in vivo T10 contusive spinal cord injury	contusion; exact impact parameters pending extraction	T10	not reported in current extraction	Foxp3-positive regulatory T cells	spatial_tissue	PMC12822002; Figures 2-5; mouse spinal-cord immunofluorescence, flow-linked microglial analysis, and western blot		source_extraction_not_final
FLOW_SCI_390__OBS390_FSCN1_7D_WB	FLOW_SCI_390	FLOW_SCI_390__TP390_7D	FLOW_SCI_390__POP390_BULK	Fascin-1	Fscn1	western_blot	relative total Fascin-1 protein abundance	total	bulk tissue immunoblot	primary_source_checked_not_reported	C_bulk_tissue_protein	candidate	7.0	day	lesion-centered spinal cord section	0.0	mm	SCI versus pre-operation control	SCI with optional microglia depletion using the CSF1R inhibitor PLX5622	mouse traumatic spinal cord injury with a 5-mm lesion-centered tissue segment; exact impact parameters pending extraction	not reported in first-pass extraction	thoracic; exact level pending	not reported in first-pass extraction	lesion-centered spinal cord tissue	bulk lesion-centered spinal-cord extract	PMCID: PMC8502808; Figures 1–4 and Methods for western blot and immunofluorescence		source_extraction_not_final
FLOW_SCI_393__OBS393_1433_7D_IF	FLOW_SCI_393	FLOW_SCI_393__TP393_7D	FLOW_SCI_393__POP393_NEURON	14-3-3 protein	Ywhah/Ywha-family not isoform-resolved	immunofluorescence	14-3-3/βIII-tubulin neuronal co-localization immunofluorescence	total 14-3-3 immunoreactivity	neuronal-compartment immunofluorescence	primary_source_checked_ambiguous	A_direct_cell_population_protein	candidate	7.0	day	lesion site and neuronal compartment	0.0	mm	contusion SCI versus sham	SCI with Fusicoccin-A 14-3-3 agonist and spastin inhibitor interventions	T10 thoracic spinal cord contusion and lateral hemisection; contusion used for the protein time course	contusion depth 1.0 mm; exact force not reported in first pass	T10	not reported in first-pass extraction	βIII-tubulin-positive neuronal compartment	near 1-cm lesion-centered spinal-cord tissue	PMCID: PMC10945579; Figure 5B-H and Methods for lesion-site western blot and immunofluorescence		source_extraction_not_final
FLOW_SCI_394__OBS394_ITGB1_BLOCK_42D	FLOW_SCI_394	FLOW_SCI_394__TP394_42D	FLOW_SCI_394__POP394_MICROGLIA	integrin β1	Itgb1	in vivo blocking-antibody intervention; no flow-cytometric protein readout reported	assay/endpoint mismatch preserved as ambiguous	surface_receptor_targeted_by_blocking_antibody	not reported	primary_source_checked_ambiguous	B_direct_but_incomplete	candidate	42.0	day	peri-lesional glial scar and lesion epicenter	0.0	mm	SCI plus control antibody versus SCI plus anti-β1-integrin antibody	intralesional anti-β1-integrin antibody at 9, 11, and 13 dpi versus control antibody	mouse spinal cord injury with reactive astrocyte/glial-scar analysis and intralesional anti-β1-integrin antibody treatment	not reported in first-pass extraction	thoracic; exact level pending	not reported in first-pass extraction	TMEM119-positive microglia in glial scar	injured spinal cord; chronic glial-scar analysis	PMCID: PMC7789752; Figures 1, 4, and 5 and Methods for β1-integrin blockade, FACS, LMD, and fibronectin IHC		source_extraction_not_final
FLOW_SCI_400__O400_LIPIDDROPLETS_7D	FLOW_SCI_400	FLOW_SCI_400__T400_7D	FLOW_SCI_400__P400_PHAGOCYTES	neutral lipid droplets		fluorescent lipid assay with immunofluorescence co-label	BODIPY-positive lipid-droplet number in F4/80-positive microglia/macrophages	not applicable; neutral-lipid fluorescent signal	F4/80-resolved spatial fluorescent lipid assay	figure_table_transcribed	A_direct_cell_population_protein	candidate	7.0	day	cervical lesion and lesion rim			SCI; wild-type and Apoe knockout comparison	Apoe knockout versus wild-type; sham and injured controls	cervical spinal cord hemi-contusion	graded cervical hemi-contusion; exact severity retained for later extraction	cervical	not reported in current extraction	F4/80-positive microglia/macrophages	lesion-centered cervical spinal-cord sections	PMCID: PMC9448857; Figure 6 and APOE-deficiency Results		activity_or_non_expression_assay
FLOW_SCI_401__O401_HMOX1_ACTIVITY_24H	FLOW_SCI_401	FLOW_SCI_401__T401_24H	FLOW_SCI_401__P401_BULK	heme oxygenase activity	Hmox1/Hmox2	biochemical_enzyme_activity	total heme oxygenase enzyme activity	enzymatic_activity	bulk_tissue	figure_table_transcribed	B_direct_but_incomplete	candidate	1.0	day	lesion epicenter and rostral lesion-associated cord			SCI; wild-type and HO-1 heterozygous mice	HO-1 heterozygous deficiency versus wild-type littermates; sham and injured controls	T8 contusive spinal cord injury using a 3-g weight-drop model	moderate contusion; 3-g weight dropped 5.0 cm	T8	not reported in current extraction	lesion epicenter spinal cord	whole_tissue	Journal of Cerebral Blood Flow & Metabolism 2007; Figures 1-5 and HO-1 Results		outside_current_expression_selection_rule
FLOW_SCI_402__O402_GP4_4D	FLOW_SCI_402	FLOW_SCI_402__T402_4D	FLOW_SCI_402__P402_NEURAL	glutathione peroxidase 4	Gpx4	immunofluorescence	relative GPX4 immunofluorescence	total	bulk tissue or lesion-associated neural-cell signal	primary_source_checked_not_reported	B_direct_but_incomplete	candidate	4.0	day	T10 injury-centered spinal cord			SCI; treatment and control groups	ANXA7 manipulation and PPARgamma agonist/antagonist treatment; sham and vehicle controls	T10 moderate contusion spinal cord injury using an Infinite Horizons impactor	75-kdyne moderate contusion	T10	female	lesion-associated neural cells	bulk injury-centered spinal-cord tissue or lesion-associated neural cells	PMCID: PMC12021101; Figures 5 and 9 and in-vivo lipid-droplet/oxidative-stress Results		source_extraction_not_final
FLOW_SCI_403__O403_ACSL4_14D	FLOW_SCI_403	FLOW_SCI_403__T403_14D	FLOW_SCI_403__P403_MICROGLIA	acyl-CoA synthetase long-chain family member 4	Acsl4	immunofluorescence	ACSL4/Hexb co-localization fraction	unknown	spatial_tissue	primary_source_checked_not_reported	A_direct_cell_population_protein	candidate	14.0	day	lesion epicenter			SCI and sham	microglia-specific Per2 conditional knockout and ferrostatin-1 treatment; sham and floxed controls	mouse traumatic spinal cord injury with lesion-epicenter analysis	exact injury parameters pending extraction	not reported in current extraction	not reported in current extraction	Hexb-positive microglia	spatial_tissue	Communications Biology 2025; Figures 1, 3, 4, and 8; microglial ferroptosis Results		source_extraction_not_final
FLOW_SCI_403__O403_ACSL4_1D	FLOW_SCI_403	FLOW_SCI_403__T403_1D	FLOW_SCI_403__P403_MICROGLIA	acyl-CoA synthetase long-chain family member 4	Acsl4	immunofluorescence	ACSL4/Hexb co-localization fraction	unknown	spatial_tissue	primary_source_checked_not_reported	A_direct_cell_population_protein	candidate	1.0	day	lesion epicenter			SCI and sham	microglia-specific Per2 conditional knockout and ferrostatin-1 treatment; sham and floxed controls	mouse traumatic spinal cord injury with lesion-epicenter analysis	exact injury parameters pending extraction	not reported in current extraction	not reported in current extraction	Hexb-positive microglia	spatial_tissue	Communications Biology 2025; Figures 1, 3, 4, and 8; microglial ferroptosis Results		source_extraction_not_final
FLOW_SCI_403__O403_ACSL4_3D	FLOW_SCI_403	FLOW_SCI_403__T403_3D	FLOW_SCI_403__P403_MICROGLIA	acyl-CoA synthetase long-chain family member 4	Acsl4	immunofluorescence	ACSL4/Hexb co-localization fraction	unknown	spatial_tissue	primary_source_checked_not_reported	A_direct_cell_population_protein	candidate	3.0	day	lesion epicenter			SCI and sham	microglia-specific Per2 conditional knockout and ferrostatin-1 treatment; sham and floxed controls	mouse traumatic spinal cord injury with lesion-epicenter analysis	exact injury parameters pending extraction	not reported in current extraction	not reported in current extraction	Hexb-positive microglia	spatial_tissue	Communications Biology 2025; Figures 1, 3, 4, and 8; microglial ferroptosis Results		source_extraction_not_final
FLOW_SCI_403__O403_ACSL4_6H	FLOW_SCI_403	FLOW_SCI_403__T403_6H	FLOW_SCI_403__P403_MICROGLIA	acyl-CoA synthetase long-chain family member 4	Acsl4	immunofluorescence	ACSL4/Hexb co-localization fraction	unknown	spatial_tissue	primary_source_checked_not_reported	A_direct_cell_population_protein	candidate	0.25	day	lesion epicenter			SCI and sham	microglia-specific Per2 conditional knockout and ferrostatin-1 treatment; sham and floxed controls	mouse traumatic spinal cord injury with lesion-epicenter analysis	exact injury parameters pending extraction	not reported in current extraction	not reported in current extraction	Hexb-positive microglia	spatial_tissue	Communications Biology 2025; Figures 1, 3, 4, and 8; microglial ferroptosis Results		source_extraction_not_final
FLOW_SCI_403__O403_ACSL4_7D	FLOW_SCI_403	FLOW_SCI_403__T403_7D	FLOW_SCI_403__P403_MICROGLIA	acyl-CoA synthetase long-chain family member 4	Acsl4	immunofluorescence	ACSL4/Hexb co-localization fraction	unknown	spatial_tissue	primary_source_checked_not_reported	A_direct_cell_population_protein	candidate	7.0	day	lesion epicenter			SCI and sham	microglia-specific Per2 conditional knockout and ferrostatin-1 treatment; sham and floxed controls	mouse traumatic spinal cord injury with lesion-epicenter analysis	exact injury parameters pending extraction	not reported in current extraction	not reported in current extraction	Hexb-positive microglia	spatial_tissue	Communications Biology 2025; Figures 1, 3, 4, and 8; microglial ferroptosis Results		source_extraction_not_final
FLOW_SCI_403__O403_LIPIDDROPLETS_3D	FLOW_SCI_403	FLOW_SCI_403__T403_3D	FLOW_SCI_403__P403_MICROGLIA	neutral lipid droplets		immunofluorescence	lipid-droplet burden in Hexb-positive microglia	unknown	spatial_tissue	primary_source_checked_not_reported	A_direct_cell_population_protein	candidate	3.0	day	lesion epicenter			SCI and sham	microglia-specific Per2 conditional knockout and ferrostatin-1 treatment; sham and floxed controls	mouse traumatic spinal cord injury with lesion-epicenter analysis	exact injury parameters pending extraction	not reported in current extraction	not reported in current extraction	Hexb-positive microglia	spatial_tissue	Communications Biology 2025; Figures 1, 3, 4, and 8; microglial ferroptosis Results		source_extraction_not_final
FLOW_SCI_410__FLOW_SCI_410_O_LACZ_1D	FLOW_SCI_410	FLOW_SCI_410__FLOW_SCI_410_T1D	FLOW_SCI_410__FLOW_SCI_410_P_EZ	Nestin promoter reporter beta-galactosidase		LacZ reporter staining with NeuN immunohistochemical colocalization	NeuN-positive fraction of reporter-defined endogenous NPCs	reporter enzyme activity/cell-associated signal	cell-associated reporter-defined population	figure_table_transcribed	B_direct_but_incomplete	candidate	1.0	day	central canal ependymal zone and dorsal horn adjacent to lesion			moderate compression SCI versus surgical control	injury-severity comparison with surgical controls; no therapeutic perturbation	acute compression spinal cord injury in adult pNestin-LacZ reporter mice	mild, moderate, and severe compression; 15-30 g applied for 5 minutes	T12-L3 laminectomy/compression region		pNestin-LacZ-positive cells in the ependymal zone of the central canal	reporter-defined endogenous NPCs in dorsal horn adjacent to lesion	PMCID:PMC1857304; Figures 1-2 and 6; Results on LacZ reporter, BrdU incorporation, and NeuN-positive progeny		ambiguous_or_reporter_assay
